PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
Ray R Durham,CWS,156,557,79,153,33,5,10,65,58,95,30,4,.275,.350,.406,.755
Tim T Salmon R,CAL,156,581,90,166,27,4,30,98,93,125,4,2,.286,.386,.501,.887
Mike M Bordick S,OAK,155,525,46,126,18,4,5,54,52,59,5,6,.240,.307,.318,.625
Jeff J King,PIT,155,591,91,160,36,4,30,111,70,95,15,1,.271,.346,.497,.843
Al A Martin L,PIT,155,630,101,189,40,1,18,72,54,116,38,12,.300,.354,.452,.806
Tino T Martinez,NYY,155,595,82,174,28,0,25,117,68,85,2,1,.292,.364,.466,.830
J. T. J Snow,CAL,155,575,69,148,20,1,17,67,56,96,1,6,.257,.327,.384,.711
Walt W Weiss S,COL,155,517,89,146,20,2,8,48,80,78,10,2,.282,.381,.375,.756
Delino D De Shields,LA,154,581,75,130,12,8,5,41,53,124,48,11,.224,.288,.298,.585
Eric E Karros,LA,154,608,84,158,29,1,34,111,53,121,8,0,.260,.316,.479,.795
Kenny K Lofton C,CLE,154,662,132,210,35,4,14,67,61,82,75,17,.317,.372,.446,.817
Dean D Palmer,TEX,154,582,98,163,26,2,38,107,59,145,2,0,.280,.348,.527,.876
Kevin K Seitzer D,CLE,154,573,85,187,35,3,13,78,87,79,6,1,.326,.416,.466,.882
Jose J Valentin S,MIL,154,552,90,143,33,7,24,95,66,145,17,4,.259,.336,.475,.811
Roberto R Alomar,BAL,153,588,132,193,43,4,22,94,90,65,17,6,.328,.411,.527,.938
Geronimo G Berroa D,OAK,153,586,101,170,32,1,36,106,47,122,0,3,.290,.344,.532,.876
Bernard B Gilkey L,NYM,153,571,108,181,44,3,30,117,73,125,17,9,.317,.393,.562,.956
Mark M Grudzielanek S,MON,153,657,99,201,34,4,6,49,26,83,33,7,.306,.340,.397,.737
Todd T Hundley,NYM,153,540,85,140,32,1,41,112,79,146,1,3,.259,.356,.550,.906
Ryan R Klesko L,ATL,153,528,90,149,21,4,34,93,68,129,6,3,.282,.364,.530,.894
Chuck C Knoblauch,MIN,153,578,140,197,35,14,13,72,98,74,45,14,.341,.448,.517,.965
Terry T Pendleton,ATL,153,568,51,135,26,1,11,75,41,111,2,3,.238,.290,.345,.635
Tony T Phillips L,CWS,153,581,119,161,29,3,12,63,125,132,13,8,.277,.404,.399,.803
Ivan I Rodriguez,TEX,153,639,116,192,47,3,19,86,38,55,5,0,.300,.342,.473,.814
Barry B Larkin S,CIN,152,517,117,154,32,4,33,89,96,52,36,10,.298,.410,.567,.977
Pat P Meares S,MIN,152,517,66,138,26,7,8,67,17,90,9,4,.267,.298,.391,.689
Eddie E Murray D,BAL,152,566,69,147,21,1,22,79,61,87,4,0,.260,.327,.417,.744
Manny M Ramirez R,CLE,152,550,94,170,45,3,33,112,85,104,8,5,.309,.399,.582,.981
F. P. F Santangelo C,MON,152,393,54,109,20,5,7,56,49,61,5,2,.277,.369,.407,.776
Jay J Bell S,PIT,151,527,65,132,29,3,13,71,54,108,6,4,.250,.323,.391,.714
John J Mabry,STL,151,543,63,161,30,2,13,74,37,84,3,2,.297,.342,.431,.773
Jose J Offerman,KC,151,561,85,170,33,8,5,47,74,98,24,10,.303,.384,.417,.801
Rey R Ordonez S,NYM,151,502,51,129,12,4,1,30,22,53,1,3,.257,.289,.303,.592
Jim J Thome,CLE,151,505,122,157,28,5,38,116,123,141,2,2,.311,.450,.612,1.062
Omar O Vizquel S,CLE,151,542,98,161,36,1,9,64,56,42,35,9,.297,.362,.417,.779
Garret G Anderson L,CAL,150,607,79,173,33,2,12,72,27,84,7,9,.285,.314,.405,.719
Jay J Buhner R,SEA,150,564,107,153,29,0,44,138,84,159,0,1,.271,.369,.557,.926
Gary G Disarcina S,CAL,150,536,62,137,26,4,5,48,21,36,2,1,.256,.286,.347,.633
Ozzie O Guillen S,CWS,150,499,62,131,24,8,4,45,10,27,6,5,.263,.273,.367,.640
Paul P O' Neill R,NYY,150,546,89,165,35,1,19,91,102,76,0,1,.302,.411,.474,.885
Ryne R Sandberg,CHC,150,554,85,135,28,4,25,92,54,116,12,8,.244,.316,.444,.760
Brady B Anderson C,BAL,149,579,117,172,37,5,50,110,76,106,21,8,.297,.396,.637,1.034
Todd T Hollandsworth L,LA,149,478,64,139,26,4,12,59,41,93,21,6,.291,.348,.437,.785
Dave D Hollins,SEA,149,516,88,135,29,0,16,78,84,117,6,6,.262,.377,.411,.788
Ray R Lankford C,STL,149,545,100,150,36,8,21,86,79,133,35,7,.275,.366,.486,.852
Troy T O' Leary R,BOS,149,497,68,129,28,5,15,81,47,80,3,2,.260,.327,.427,.753
Rich R Becker C,MIN,148,525,92,153,31,4,12,71,68,118,19,5,.291,.372,.434,.807
Darryl D Hamilton C,TEX,148,627,94,184,29,4,6,51,54,66,15,5,.293,.348,.381,.730
Charlie C Hayes,NYY,148,526,58,133,24,2,12,75,37,90,6,0,.253,.300,.375,.675
Rickey R Henderson L,SD,148,465,110,112,17,2,9,29,125,90,37,15,.241,.410,.344,.754
John J Jaha,MIL,148,543,108,163,28,1,34,118,85,118,3,1,.300,.398,.543,.941
Mike M Piazza,LA,148,547,87,184,16,0,36,105,81,93,0,3,.336,.422,.563,.985
Chad C Curtis,LA,147,504,85,127,25,1,12,46,70,88,18,11,.252,.341,.377,.718
Alex A Gonzalez S,TOR,147,527,64,124,30,5,14,64,45,127,16,6,.235,.300,.391,.691
Mark M Mc Lemore,TEX,147,517,84,150,23,4,5,46,87,69,27,10,.290,.389,.379,.768
Ken K Caminiti,SD,146,546,109,178,37,2,40,130,78,99,11,5,.326,.408,.621,1.028
Luis L Gonzalez,CHC,146,483,70,131,30,4,15,79,61,49,9,6,.271,.354,.443,.797
Dave D Martinez C,CWS,146,440,85,140,20,8,10,53,52,52,15,7,.318,.393,.468,.861
Jody J Reed,SD,146,495,45,121,20,0,2,49,59,53,2,5,.244,.325,.297,.622
Alex A Rodriguez S,SEA,146,601,141,215,54,1,36,123,59,104,15,4,.358,.414,.631,1.045
Devon D White C,FLA,146,552,77,151,37,6,17,84,38,99,22,6,.274,.325,.455,.779
Marty M Cordova L,MIN,145,569,97,176,46,1,16,111,53,96,11,5,.309,.371,.478,.849
Johnny J Damon C,KC,145,517,61,140,22,5,6,50,31,64,25,5,.271,.313,.368,.680
Chili C Davis D,CAL,145,530,73,155,24,0,28,95,86,99,5,2,.292,.387,.496,.884
Mark M Lewis,DET,145,545,69,147,30,3,11,55,42,109,6,1,.270,.326,.396,.722
Henry H Rodriguez L,MON,145,532,81,147,42,1,36,103,37,160,2,0,.276,.325,.562,.887
Terry T Steinbach,OAK,145,514,79,140,25,1,35,100,49,115,0,1,.272,.342,.529,.871
Greg G Vaughn L,SD,145,516,98,134,19,1,41,117,82,130,9,3,.260,.365,.539,.903
Joey J Cora,SEA,144,530,90,154,37,6,6,45,35,32,5,5,.291,.340,.417,.757
Jose J Vizcaino,CLE,144,542,70,161,17,8,1,45,35,82,15,7,.297,.341,.363,.705
Moises M Alou R,MON,143,540,87,152,28,2,21,96,49,83,9,4,.281,.339,.457,.797
Harold H Baines D,CWS,143,495,80,154,29,0,22,95,73,62,3,1,.311,.399,.503,.902
Tom T Goodwin C,KC,143,524,80,148,14,4,1,35,39,79,66,22,.282,.334,.330,.664
David D Howard S,KC,143,420,51,92,14,5,4,48,40,74,5,6,.219,.291,.305,.595
Paul P Sorrento,SEA,143,471,67,136,32,1,23,93,57,103,0,2,.289,.370,.507,.878
B. J. B Surhoff,BAL,143,537,74,157,27,6,21,82,47,79,0,1,.292,.352,.482,.834
Mickey M Tettleton D,TEX,143,491,78,121,26,1,24,83,95,137,2,1,.246,.366,.450,.816
Bernie B Williams C,NYY,143,551,108,168,26,7,29,102,82,72,17,4,.305,.391,.535,.926
Bret B Boone,CIN,142,520,56,121,21,3,12,69,31,100,3,2,.233,.275,.354,.629
Mark M Grace,CHC,142,547,88,181,39,1,9,75,62,41,2,3,.331,.396,.455,.851
Hal H Morris,CIN,142,528,82,165,32,4,16,80,50,76,7,5,.313,.374,.479,.853
Ruben R Sierra,DET,142,518,61,128,26,2,12,72,60,83,4,4,.247,.320,.375,.695
Greg G Colbrunn,FLA,141,511,60,146,26,2,16,69,25,76,4,5,.286,.333,.438,.772
Gary G Gaetti,STL,141,522,71,143,27,4,23,80,35,97,2,2,.274,.326,.473,.800
Darren D Lewis C,CWS,141,337,55,77,12,2,4,53,45,40,21,5,.228,.321,.312,.632
Frank F Thomas,CWS,141,527,110,184,26,0,40,134,109,70,1,1,.349,.459,.626,1.085
Eric E Young Sr.,COL,141,568,113,184,23,4,8,74,47,31,53,19,.324,.393,.421,.814
Ernie E Young C,OAK,141,462,72,112,19,4,19,64,52,118,7,5,.242,.326,.424,.750
Jason J Giambi,OAK,140,536,84,156,40,1,20,79,51,95,0,1,.291,.355,.481,.836
Ken K Griffey C,SEA,140,545,125,165,26,2,49,140,78,104,16,1,.303,.392,.628,1.020
Brian B Jordan R,STL,140,513,82,159,36,1,17,104,29,84,22,5,.310,.349,.483,.833
Mickey M Morandini,PHI,140,539,64,135,24,6,3,32,49,87,26,5,.250,.321,.334,.655
Fernando F Vina,MIL,140,554,94,157,19,10,7,46,38,35,16,7,.283,.342,.392,.733
Rusty R Greer L,TEX,139,542,96,180,41,6,18,100,62,86,9,0,.332,.397,.530,.927
Edgar E Martinez D,SEA,139,499,121,163,52,2,26,103,123,84,3,3,.327,.464,.595,1.059
Orlando O Miller S,HOU,139,468,43,120,26,2,15,58,14,116,3,7,.256,.291,.417,.708
Carlos C Delgado D,TOR,138,488,68,132,28,2,25,92,58,139,0,0,.270,.353,.490,.843
Keith K Lockhart,KC,138,433,49,118,33,3,7,55,30,40,11,6,.273,.319,.411,.730
Javy J Lopez,ATL,138,489,56,138,19,1,23,69,28,84,1,6,.282,.322,.466,.788
Dan D Wilson,SEA,138,491,51,140,24,0,18,83,32,88,1,2,.285,.330,.444,.774
Chris C Gomez S,SD,137,456,53,117,21,1,4,45,57,84,3,3,.257,.347,.333,.680
Leo L Gomez,CHC,136,362,44,86,19,0,17,56,53,94,1,4,.238,.344,.431,.775
Benito B Santiago,PHI,136,481,71,127,21,2,30,85,49,104,2,0,.264,.332,.503,.835
Randy R Velarde,CAL,136,530,82,151,27,3,14,54,70,118,7,7,.285,.372,.426,.799
Mark M Whiten L,SEA,136,412,76,108,20,1,22,71,70,127,17,9,.262,.372,.476,.848
Rick R Wilkins,SF,136,411,53,100,18,2,14,59,67,121,0,3,.243,.344,.399,.743
Marvin M Benard C,SF,135,488,89,121,17,4,5,27,59,84,25,11,.248,.333,.330,.663
Mark M Lemke,ATL,135,498,64,127,17,0,5,37,53,48,5,2,.255,.323,.319,.642
Juan J Gonzalez R,TEX,134,541,89,170,33,2,47,144,45,82,2,0,.314,.368,.643,1.011
Marc M Newfield L,MIL,133,370,48,103,26,0,12,57,27,70,1,2,.278,.332,.446,.778
Sean S Berry,HOU,132,431,55,121,38,1,17,95,23,58,12,6,.281,.328,.492,.820
Wade W Boggs,NYY,132,501,80,156,29,2,2,41,67,32,1,2,.311,.389,.389,.778
Shawn S Green R,TOR,132,422,52,118,32,3,11,45,33,75,5,1,.280,.342,.448,.790
Brian L. B Hunter C,HOU,132,526,74,145,27,2,5,35,17,92,35,9,.276,.297,.363,.660
Danny D Tartabull R,CWS,132,472,58,120,23,3,27,101,64,128,1,2,.254,.340,.487,.827
Jose J Hernandez S,CHC,131,331,52,80,14,1,10,41,24,97,4,0,.242,.293,.381,.674
John J Valentin S,BOS,131,527,84,156,29,3,13,59,63,59,9,10,.296,.374,.436,.811
Bobby B Higginson L,DET,130,440,75,141,35,0,26,81,65,66,6,3,.320,.404,.577,.982
Jason J Kendall,PIT,130,414,54,124,23,5,3,42,35,30,5,2,.300,.372,.401,.773
Mark M Mc Gwire,OAK,130,423,104,132,21,0,52,113,116,112,0,0,.312,.467,.730,1.198
Scott S Stahoviak,MIN,130,405,72,115,30,3,13,61,59,114,3,3,.284,.376,.469,.845
Luis L Alicea,STL,129,380,54,98,26,3,5,42,52,78,11,3,.258,.350,.382,.732
Jeff J Branson,CIN,129,311,34,76,16,4,9,37,31,67,2,0,.244,.312,.408,.720
Royce R Clayton S,STL,129,491,64,136,20,4,6,35,33,89,33,15,.277,.321,.371,.692
Eric E Davis C,CIN,129,415,81,119,20,0,26,83,70,121,23,9,.287,.394,.523,.917
Scott S Servais,CHC,129,445,42,118,20,0,11,63,30,75,0,2,.265,.327,.384,.711
Greg G Gagne S,LA,128,428,48,109,13,2,10,55,50,93,4,2,.255,.333,.364,.698
Jeff J Kent,CLE,128,437,61,124,27,1,12,55,31,78,6,4,.284,.330,.432,.762
Sandy S Alomar,CLE,127,418,53,110,23,0,11,50,19,42,1,0,.263,.299,.397,.696
Shane S Andrews,MON,127,375,43,85,15,2,19,64,35,119,3,1,.227,.295,.429,.724
Darren D Bragg C,BOS,127,417,74,109,26,2,10,47,69,74,14,9,.261,.366,.405,.772
Mike M Devereaux R,BAL,127,323,49,74,11,2,8,34,34,53,9,2,.229,.305,.350,.655
Darrin D Fletcher,MON,127,394,41,105,22,0,12,57,27,42,0,0,.266,.321,.414,.735
Chris C Hoiles,BAL,127,407,64,105,13,0,25,73,57,97,0,1,.258,.356,.474,.830
Mark M Johnson,PIT,127,343,55,94,24,0,13,47,44,64,6,4,.274,.361,.458,.819
Matt M Mieske R,MIL,127,374,46,104,24,3,14,64,26,76,1,5,.278,.324,.471,.794
Carlos C Baerga,NYM,126,507,59,129,28,0,12,66,21,27,1,1,.254,.293,.381,.674
Brad B Ausmus,DET,125,375,46,83,16,0,5,35,39,72,4,8,.221,.302,.304,.606
Lenny L Harris,CIN,125,302,33,86,17,2,5,32,21,31,14,6,.285,.330,.404,.734
Otis O Nixon C,TOR,125,496,87,142,15,1,1,29,71,68,54,13,.286,.377,.327,.703
John J Olerud,TOR,125,398,59,109,25,0,18,61,60,37,1,0,.274,.382,.472,.854
Gerald G Williams C,MIL,125,325,43,82,19,4,5,34,19,57,10,9,.252,.299,.382,.681
Joe J Girardi,NYY,124,422,55,124,22,3,2,45,30,55,13,4,.294,.346,.374,.720
Quinton Q Mc Cracken C,COL,124,283,50,82,13,6,3,40,32,62,17,6,.290,.363,.410,.773
Sammy S Sosa R,CHC,124,498,84,136,21,2,40,100,34,134,18,5,.273,.323,.564,.888
Edgardo E Alfonzo,NYM,123,368,36,96,15,2,4,40,25,56,2,0,.261,.304,.345,.649
Willie W Mc Gee R,STL,123,309,52,95,15,2,5,41,18,60,5,2,.307,.348,.417,.766
Dave D Nilsson R,MIL,123,453,81,150,33,2,17,84,57,68,2,3,.331,.407,.525,.932
Lee L Tinsley C,BOS,123,244,29,54,6,1,3,16,17,78,8,12,.221,.277,.291,.568
Ron R Gant L,STL,122,419,74,103,14,2,30,82,73,98,13,4,.246,.359,.504,.862
Reggie R Jefferson D,BOS,122,386,67,134,30,4,19,74,25,89,0,0,.347,.388,.593,.981
James J Mouton L,HOU,122,300,39,79,15,1,3,34,38,55,21,9,.263,.343,.350,.693
Bill B Spiers,HOU,122,218,27,55,10,1,6,26,20,34,7,0,.252,.320,.390,.709
Thomas T Howard L,CIN,121,360,50,98,19,10,6,42,17,51,6,5,.272,.307,.431,.738
Wally W Joyner,SD,121,433,59,120,29,1,8,65,69,71,5,3,.277,.377,.404,.781
Mike M Stanley,BOS,121,397,73,107,20,1,24,69,69,62,2,0,.270,.383,.506,.889
Charles C Johnson,FLA,120,386,34,84,13,1,13,37,40,91,1,0,.218,.292,.358,.649
Orlando O Merced R,PIT,120,453,69,130,24,1,17,80,51,74,8,4,.287,.357,.457,.814
Melvin M Nieves R,DET,120,431,71,106,23,4,24,60,44,158,1,2,.246,.322,.485,.807
Joe J Orsulak,FLA,120,217,23,48,6,1,2,19,16,38,1,1,.221,.274,.286,.559
Jacob J Brumfield C,TOR,119,388,63,99,28,2,14,60,29,75,15,4,.255,.311,.446,.756
Mark M Carreon,CLE,119,434,56,122,34,3,11,65,33,42,3,4,.281,.339,.449,.788
John J Flaherty,SD,119,416,40,118,24,0,13,64,17,61,3,3,.284,.314,.435,.749
Tom T Pagnozzi,STL,119,407,48,110,23,0,13,55,24,78,4,1,.270,.311,.423,.734
Kevin K Stocker S,PHI,119,394,46,100,22,6,5,41,43,89,6,4,.254,.336,.378,.714
Rich R Amaral L,SEA,118,312,69,91,11,3,1,29,47,55,25,6,.292,.392,.356,.748
Butch B Huskey,NYM,118,414,43,115,16,2,15,60,27,77,1,2,.278,.319,.435,.754
Craig C Paquette,KC,118,429,61,111,15,1,22,67,23,101,5,3,.259,.296,.452,.748
Will W Clark,TEX,117,436,69,124,25,1,13,72,64,67,2,1,.284,.377,.436,.813
Cliff C Floyd L,MON,117,227,29,55,15,4,6,26,30,52,7,1,.242,.340,.423,.762
Mike M Kingery C,PIT,117,276,32,68,12,2,3,27,23,29,2,1,.246,.304,.337,.641
Tony T Gwynn R,SD,116,451,67,159,27,2,3,50,39,17,11,4,.353,.400,.441,.842
Tim T Naehring,BOS,116,430,77,124,16,0,17,65,49,63,2,1,.288,.363,.444,.808
Jeff J Reed,COL,116,341,34,97,20,1,8,37,43,65,2,2,.284,.365,.419,.784
Willie W Greene,CIN,115,287,48,70,5,5,19,63,36,88,0,1,.244,.327,.495,.822
David D Segui,MON,115,416,69,119,30,1,11,58,60,54,4,4,.286,.375,.442,.818
Scott S Brosius,OAK,114,428,73,130,25,0,22,71,59,85,7,2,.304,.393,.516,.909
Jim J Edmonds C,CAL,114,431,73,131,28,3,27,66,46,101,4,0,.304,.375,.571,.946
Jim J Eisenreich R,PHI,113,338,45,122,24,3,3,41,31,32,11,1,.361,.413,.476,.889
Andy A Fox,NYY,113,189,26,37,4,0,3,13,20,28,11,3,.196,.276,.265,.541
Julio J Franco,CLE,112,432,72,139,20,1,14,76,61,82,8,8,.322,.407,.470,.877
Nelson N Liriano,PIT,112,217,23,58,14,2,3,30,14,22,2,0,.267,.308,.392,.699
Mike M Macfarlane,KC,112,379,58,104,24,2,19,54,31,57,3,3,.274,.339,.499,.838
Pete P Incaviglia L,BAL,111,302,37,73,9,2,18,50,30,89,2,0,.242,.318,.464,.781
Ron R Karkovice,CWS,111,355,44,78,22,0,10,38,24,93,0,0,.220,.270,.366,.636
Kimera K Bartee C,DET,110,217,32,55,6,1,1,14,17,77,20,10,.253,.308,.304,.612
Joe J Randa,KC,110,337,36,102,24,1,6,47,26,47,13,4,.303,.351,.433,.784
Kurt K Abbott S,FLA,109,320,37,81,18,7,8,33,22,99,3,3,.253,.307,.428,.735
Scott S Bullett,CHC,109,165,26,35,5,0,3,16,10,54,7,3,.212,.256,.297,.553
Mariano M Duncan,NYY,109,400,62,136,34,3,8,56,9,77,4,3,.340,.352,.500,.852
Derrick D May L,HOU,109,259,24,65,12,3,5,33,30,33,2,2,.251,.330,.378,.708
Charlie C O' Brien,TOR,109,324,33,77,17,0,13,44,29,68,0,1,.238,.331,.410,.741
John J Cangelosi L,HOU,108,262,49,69,11,4,1,16,44,41,17,9,.263,.378,.347,.726
Jose J Herrera R,OAK,108,320,44,86,15,1,6,30,20,59,8,2,.269,.318,.378,.696
Eddie E Taubensee,CIN,108,327,46,95,20,0,12,48,26,64,3,4,.291,.338,.462,.800
Michael M Tucker R,KC,108,339,55,88,18,4,12,53,40,69,10,4,.260,.346,.442,.789
Dave D Clark,LA,107,226,28,61,12,2,8,36,34,53,2,1,.270,.364,.447,.811
Alvaro A Espinoza,NYM,107,246,31,66,11,4,8,27,10,37,1,3,.268,.303,.443,.746
Jeff J Reboulet S,MIN,107,234,20,52,9,0,0,23,25,34,4,2,.222,.298,.261,.558
Mike M Matheny,MIL,106,313,31,64,15,2,8,46,14,80,3,2,.204,.243,.342,.584
Joe J Oliver,CIN,106,289,31,70,12,1,11,46,28,54,2,0,.242,.311,.405,.715
Edgar E Renteria S,FLA,106,431,68,133,18,3,5,31,33,68,16,2,.309,.358,.399,.757
Rich R Aurilia S,SF,105,318,27,76,7,1,3,26,25,52,4,1,.239,.295,.296,.590
Jeff J Frye,BOS,105,419,74,120,27,2,4,41,54,57,18,4,.286,.372,.389,.761
Steve S Scarsone,SF,105,283,28,62,12,1,5,23,25,91,2,3,.219,.286,.322,.608
Matt M Williams,SF,105,404,69,122,16,1,22,85,39,91,1,2,.302,.367,.510,.877
Andujar A Cedeno S,HOU,104,335,30,71,6,3,10,38,15,70,5,3,.212,.247,.337,.584
Gregg G Jefferies,PHI,104,404,59,118,17,3,7,51,36,21,20,6,.292,.348,.401,.748
Jesse J Levis,MIL,104,233,27,55,6,1,1,21,38,15,0,0,.236,.348,.283,.631
Ricky R Otero C,PHI,104,411,54,112,11,7,2,32,34,30,16,10,.273,.330,.348,.678
John J Vander Wal,COL,104,151,20,38,6,2,5,31,19,38,2,2,.252,.335,.417,.752
Chad C Fonville,LA,103,201,34,41,4,1,0,13,17,31,7,2,.204,.266,.234,.500
Scott S Livingstone,SD,102,172,20,51,4,1,2,20,9,22,0,1,.297,.331,.366,.698
Tim T Wallach,LA,102,352,37,82,10,1,12,42,30,79,1,1,.233,.297,.369,.666
Carl C Everett,NYM,101,192,29,46,8,1,1,15,21,53,6,0,.240,.326,.307,.633
Carlos C Garcia,PIT,101,390,66,111,18,4,6,44,23,58,16,6,.285,.329,.397,.727
Dwight D Smith,ATL,101,153,16,31,5,0,3,16,17,42,1,3,.203,.285,.294,.579
Alex A Arias,FLA,100,224,27,62,11,2,3,26,17,28,2,0,.277,.335,.384,.719
Tony T Clark,DET,100,376,56,94,14,0,27,72,29,127,0,1,.250,.299,.503,.802
Jermaine J Dye R,ATL,98,292,32,82,16,0,12,37,8,67,1,4,.281,.304,.459,.763
Glenallen G Hill R,SF,98,379,56,106,26,0,19,67,33,95,6,3,.280,.344,.499,.843
Roberto R Kelly,MIN,98,322,41,104,17,4,6,47,23,53,10,2,.323,.375,.457,.832
Mark M Sweeney,STL,98,170,32,45,9,0,3,22,33,29,3,0,.265,.387,.371,.758
Jesus J Tavarez,FLA,98,114,14,25,3,0,0,6,7,18,5,1,.219,.264,.246,.510
Greg G Myers,MIN,97,329,37,94,22,3,6,47,19,52,0,0,.286,.320,.426,.746
Jose J Canseco D,BOS,96,360,68,104,22,1,28,82,63,82,3,1,.289,.400,.589,.989
Ron R Coomer,MIN,95,233,34,69,12,1,12,41,17,24,3,0,.296,.340,.511,.851
Curtis C Pride L,DET,95,267,52,80,17,5,10,31,31,63,11,6,.300,.372,.513,.886
Rey R Sanchez S,CHC,95,289,28,61,9,0,1,12,22,42,7,1,.211,.272,.253,.525
Luis L Sojo,NYY,95,287,23,63,10,1,1,21,11,17,2,2,.220,.250,.272,.522
Jeromy J Burnitz R,MIL,94,200,38,53,14,0,9,40,33,47,4,1,.265,.377,.470,.847
Mike M Blowers,LA,92,317,31,84,19,2,6,38,37,77,0,0,.265,.341,.394,.735
Rex R Hudler,CAL,92,302,60,94,20,3,16,40,9,54,14,5,.311,.337,.556,.893
Wayne W Kirby C,LA,92,204,26,55,11,1,1,12,19,19,4,3,.270,.333,.348,.681
Tim T Bogar,NYM,91,89,17,19,4,0,0,6,8,20,1,3,.213,.287,.258,.546
Dave D Mc Carty,SF,91,175,16,38,3,0,6,24,18,43,2,1,.217,.294,.337,.632
Warren W Newson R,TEX,91,235,34,60,14,1,10,31,37,82,3,0,.255,.355,.451,.806
Tomas T Perez,TOR,91,295,24,74,13,4,1,19,25,29,1,2,.251,.311,.332,.643
Damon D Buford R,TEX,90,145,30,41,9,0,6,20,15,34,8,5,.283,.348,.469,.817
Jorge J Fabregas,CAL,90,254,18,73,6,0,2,26,17,27,0,1,.287,.326,.335,.661
Bip B Roberts,KC,90,339,39,96,21,2,0,52,25,38,12,9,.283,.331,.357,.688
Domingo D Cedeno,CWS,89,301,46,82,12,2,2,20,15,64,6,3,.272,.308,.346,.654
Ricky R Gutierrez S,HOU,89,218,28,62,8,1,1,15,23,42,6,1,.284,.359,.344,.703
Bob B Hamelin D,KC,89,239,31,61,14,1,9,40,54,58,5,2,.255,.391,.435,.826
Chris C Jones R,NYM,89,149,22,36,7,0,4,18,12,42,1,0,.242,.307,.369,.676
Sherman S Obando,MON,89,178,30,44,9,0,8,22,22,48,2,0,.247,.332,.433,.764
