PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
Jason J Bates,COL,88,160,19,33,8,1,1,9,23,34,2,1,.206,.312,.288,.599
Rafael R Bournigal,OAK,88,252,33,61,14,2,0,18,16,19,4,3,.242,.290,.313,.604
Jim J Leyritz,NYY,88,265,23,70,10,0,7,40,30,68,2,0,.264,.355,.381,.736
Eric E Owens L,CIN,88,205,26,41,6,0,0,9,23,38,16,2,.200,.281,.229,.511
Doug D Strange,SEA,88,183,19,43,7,1,3,23,14,31,1,0,.235,.290,.333,.623
Rondell R White C,MON,88,334,35,98,19,4,6,41,22,53,14,6,.293,.340,.428,.768
Pat P Listach C,MIL,87,317,51,76,16,2,1,33,36,51,25,5,.240,.317,.312,.630
Lyle L Mouton R,CWS,87,214,25,63,8,1,7,39,22,50,3,0,.294,.361,.439,.800
Rafael R Belliard S,ATL,86,142,9,24,7,0,0,3,2,22,3,1,.169,.179,.218,.398
Roger R Cedeno C,LA,86,211,26,52,11,1,2,18,24,47,5,1,.246,.326,.336,.663
Kirt K Manwaring,HOU,86,227,14,52,9,0,1,18,19,40,0,1,.229,.300,.282,.582
Robert R Perez L,TOR,86,202,30,66,10,0,2,21,8,17,3,0,.327,.354,.406,.760
Dave D Silvestri,MON,86,162,16,33,4,0,1,17,34,41,2,1,.204,.340,.247,.587
John J Wehner,PIT,86,139,19,36,9,1,2,13,8,22,1,5,.259,.299,.381,.681
Chip C Hale,MIN,85,87,8,24,5,0,1,16,10,6,0,0,.276,.347,.368,.715
Joe J Vitiello D,KC,85,257,29,62,15,1,8,40,38,69,2,0,.241,.342,.401,.743
George G Arias,CAL,84,252,19,60,8,1,6,28,16,50,2,0,.238,.284,.349,.633
Jeff J Blauser S,ATL,83,265,48,65,14,1,10,35,40,54,6,0,.245,.356,.419,.775
Larry L Walker C,COL,83,272,58,75,18,4,18,58,20,58,18,2,.276,.342,.570,.912
Shawon S Dunston,SF,82,287,27,86,12,2,5,25,13,40,8,0,.300,.331,.408,.739
Brian B Johnson,SD,82,243,18,66,13,1,8,35,4,36,0,0,.272,.290,.432,.722
Alex A Ochoa R,NYM,82,282,37,83,19,3,4,33,17,30,4,3,.294,.336,.426,.761
Ozzie O Smith S,STL,82,227,36,64,10,2,2,18,25,9,7,5,.282,.358,.370,.728
Brad B Clontz,ATL,81,2,1,0,0,0,0,0,2,2,0,0,.000,.500,.000,.500
Chris C Gwynn,SD,81,90,8,16,4,0,1,10,10,28,0,0,.178,.260,.256,.516
David D Hulse C,MIL,81,117,18,26,3,0,0,6,8,16,4,1,.222,.272,.248,.520
Reggie R Sanders,CIN,81,287,49,72,17,1,14,33,44,86,24,8,.251,.353,.463,.817
Dave D Hansen,LA,80,104,7,23,1,0,0,6,11,22,0,0,.221,.293,.231,.524
Luis L Polonia,ATL,80,206,28,55,4,1,2,16,11,23,9,7,.267,.306,.325,.631
Eric E Anthony,COL,79,185,32,45,8,0,12,22,32,56,0,2,.243,.353,.481,.834
Archi A Cianfrocco,SD,79,192,21,54,13,3,2,32,8,56,1,0,.281,.315,.411,.727
Tyler T Houston,CHC,79,142,21,45,9,1,3,27,9,27,3,2,.317,.358,.458,.815
Matt M Lawton R,MIN,79,252,34,65,7,1,6,42,28,28,4,4,.258,.339,.365,.704
Bob B Patterson,CHC,79,3,0,1,0,0,0,0,0,2,0,0,.333,.333,.333,.667
Danny D Sheaffer,STL,79,198,10,45,9,3,2,20,9,25,3,3,.227,.271,.333,.605
Mark M Dewey,SF,78,7,0,0,0,0,0,0,1,3,0,0,.000,.125,.000,.125
Dave D Magadan,CHC,78,169,23,43,10,0,3,17,29,23,0,2,.254,.360,.367,.727
Jeff J Shaw,CIN,78,5,0,0,0,0,0,0,1,3,0,0,.000,.167,.000,.167
Lenny L Webster,MON,78,174,18,40,10,0,2,17,25,21,0,0,.230,.332,.322,.654
Mike M Greenwell L,BOS,77,295,35,87,20,1,7,44,18,27,4,0,.295,.336,.441,.777
Bill B Haselman,BOS,77,237,33,65,13,1,8,34,19,52,4,2,.274,.331,.439,.770
Eddie E Williams D,DET,77,215,22,43,5,0,6,26,18,50,0,2,.200,.267,.307,.574
Mark M Wohlers,ATL,77,3,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
Pat P Borders,CWS,76,220,15,61,7,0,5,18,9,43,0,2,.277,.306,.377,.683
Sandy S Martinez,TOR,76,229,17,52,9,3,3,18,16,58,0,0,.227,.288,.332,.620
Don D Slaught,CWS,76,243,25,76,10,0,6,36,15,22,0,0,.313,.355,.428,.783
Brian R. B Hunter,SEA,75,198,21,53,10,0,7,28,15,43,0,1,.268,.327,.424,.752
Robb R Nen,FLA,75,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Tony T Batista,OAK,74,238,38,71,10,2,6,25,19,49,7,3,.298,.350,.433,.783
Mel M Rojas,MON,74,8,0,3,1,0,0,3,0,2,0,0,.375,.375,.500,.875
Mark M Loretta,MIL,73,154,20,43,3,0,1,13,14,15,2,1,.279,.339,.318,.658
Greg G Mc Michael,ATL,73,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Antonio A Osuna,LA,73,1,0,0,0,0,0,1,1,0,0,0,.000,.333,.000,.333
Jayhawk J Owens,COL,73,180,31,43,9,1,4,17,27,56,4,1,.239,.338,.367,.705
Phil P Plantier L,OAK,73,231,29,49,8,1,7,31,28,56,2,2,.212,.304,.346,.650
Dan D Plesac,PIT,73,5,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Quilvio Q Veras,FLA,73,253,40,64,8,1,4,14,51,42,8,8,.253,.381,.340,.721
Todd T Worrell,LA,72,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Billy B Ashley L,LA,71,110,18,22,2,1,9,25,21,44,0,0,.200,.331,.482,.813
Jeffrey J Hammonds L,BAL,71,248,38,56,10,1,9,27,23,53,3,3,.226,.301,.383,.684
Stan S Javier C,SF,71,274,44,74,25,0,2,22,25,51,14,2,.270,.336,.383,.719
Bruce B Ruffin,COL,71,1,0,0,0,0,0,0,1,1,0,0,.000,.500,.000,.500
Juan J Castro S,LA,70,132,16,26,5,3,0,5,10,27,1,0,.197,.254,.280,.534
Mike M Dyer,MON,70,7,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000
Trevor T Hoffman,SD,70,8,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000
Curt C Leskanic,COL,70,3,0,1,1,0,0,1,0,2,0,0,.333,.333,.667,1.000
Norberto N Martin S,CWS,70,140,30,49,7,0,1,14,6,17,10,2,.350,.374,.421,.796
Brent B Mayne,NYM,70,99,9,26,6,0,1,6,12,22,0,1,.263,.342,.354,.696
Steve S Reed,COL,70,3,0,1,0,0,0,0,0,1,0,0,.333,.333,.333,.667
Turk T Wendell,CHC,70,2,0,1,0,0,0,0,1,0,0,0,.500,.667,.500,1.167
Terry T Adams,CHC,69,6,0,0,0,0,0,0,1,3,0,0,.000,.143,.000,.143
Toby T Borland,PHI,69,4,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Juan J Samuel D,TOR,69,188,34,48,8,3,8,26,15,65,9,1,.255,.319,.457,.776
Eddie E Pérez Perez,ATL,68,156,19,40,9,1,4,17,8,19,0,0,.256,.293,.404,.697
Dave D Veres,MON,68,8,1,3,1,0,0,1,0,4,0,0,.375,.375,.500,.875
Steve S Decker,COL,67,147,24,36,3,0,2,20,18,29,1,0,.245,.323,.306,.630
T. J. T Mathews,STL,67,4,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
Tony T Peña Pena,CLE,67,174,14,34,4,0,1,27,15,25,0,1,.195,.255,.236,.491
Jay J Powell,FLA,67,5,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000
Jeff J Brantley,CIN,66,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Mark M Guthrie,LA,66,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jack J Howell,CAL,66,126,20,34,4,1,8,21,10,30,0,1,.270,.324,.508,.832
Tom T Lampkin,SF,66,177,26,41,8,0,6,29,20,22,1,5,.232,.324,.379,.702
Mike M Mordecai,ATL,66,108,12,26,5,0,2,8,9,24,1,0,.241,.297,.343,.639
Alan A Trammell S,DET,66,193,16,45,2,0,1,16,10,27,6,0,.233,.267,.259,.526
Tony T Fossas,STL,65,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Torey T Lovullo,OAK,65,82,15,18,4,0,3,9,11,17,1,2,.220,.323,.378,.701
Tim T Scott,SF,65,5,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000
Ozzie O Timmons,CHC,65,140,18,28,4,0,7,16,15,30,1,0,.200,.282,.379,.661
Omar O Daal,MON,64,11,0,0,0,0,0,0,0,5,0,0,.000,.000,.000,.000
Brent B Gates,OAK,64,247,26,65,19,2,2,30,18,35,1,1,.263,.316,.381,.697
Kevin K Mitchell L,CIN,64,206,27,65,15,0,8,39,37,30,0,0,.316,.420,.505,.925
Yorkis Y Perez,FLA,64,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Andy A Stankiewicz,MON,64,77,12,22,5,1,0,9,6,12,1,0,.286,.356,.377,.733
Mike M Aldrete D,NYY,63,108,16,23,6,0,6,20,14,19,0,1,.213,.301,.435,.736
Rod R Beck,SF,63,3,0,1,0,0,0,1,0,2,0,0,.333,.333,.333,.667
Doug D Bochtler,SD,63,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Doug D Creek,SF,63,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Dennis D Eckersley,STL,63,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Luis L Lopez S,SD,63,139,10,25,3,0,2,11,9,35,0,0,.180,.233,.245,.478
Tim T Spehr,MON,63,44,4,4,1,0,1,3,3,15,1,0,.091,.167,.182,.348
Darryl D Strawberry L,NYY,63,202,35,53,13,0,11,36,31,55,6,5,.262,.359,.490,.849
Robby R Thompson,SF,63,227,35,48,11,1,5,21,24,69,2,2,.211,.301,.335,.636
Andy A Tomberlin,NYM,63,66,12,17,4,0,3,10,9,27,0,0,.258,.355,.455,.810
Matt M Walbeck,MIN,63,215,25,48,10,0,2,24,9,34,3,1,.223,.252,.298,.550
David D Bell,STL,62,145,12,31,6,0,1,9,10,22,1,1,.214,.268,.276,.543
Darren D Holmes,COL,62,2,0,0,0,0,0,0,1,1,0,0,.000,.333,.000,.333
Ken K Ryan,PHI,62,7,0,1,0,0,0,0,0,4,0,0,.143,.143,.143,.286
Milt M Thompson,COL,62,66,3,7,2,0,0,3,7,13,1,1,.106,.192,.136,.328
Jermaine J Allensworth C,PIT,61,229,32,60,9,3,4,31,23,50,11,6,.262,.337,.380,.717
Ruben R Amaro,PHI,61,117,14,37,10,0,2,15,9,18,0,0,.316,.380,.453,.833
Ricky R Bottalico,PHI,61,3,0,1,1,0,0,0,0,2,0,0,.333,.333,.667,1.000
Xavier X Hernandez,HOU,61,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Rick R Honeycutt,STL,61,1,0,0,0,0,0,1,2,1,0,0,.000,.667,.000,.667
Matt M Stairs R,OAK,61,137,21,38,5,1,10,23,19,23,1,1,.277,.367,.547,.914
Willie W Blair,SD,60,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Gregg G Zaun,FLA,60,139,20,34,9,1,2,15,14,20,1,0,.245,.318,.367,.685
Wil W Cordero,BOS,59,198,29,57,14,0,3,37,11,31,2,1,.288,.330,.404,.734
Francisco F Cordova,PIT,59,16,1,2,0,0,0,2,0,7,0,0,.125,.125,.125,.250
Tim T Raines L,NYY,59,201,45,57,10,0,9,33,34,29,10,1,.284,.383,.468,.851
Tony T Eusebio,HOU,58,152,16,41,7,2,1,19,18,20,0,1,.270,.343,.362,.705
Doug D Henry,NYM,58,5,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jeff J Juden,MON,58,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Scott S Radinsky,LA,58,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jerry J Dipoto,NYM,57,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Darin D Erstad C,CAL,57,208,34,59,5,1,4,20,17,29,3,3,.284,.333,.375,.708
Terry T Mathews,FLA,57,4,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Billy B Ripken,BAL,57,135,19,31,8,0,2,12,9,18,0,0,.230,.281,.333,.614
Hector H Carrasco,CIN,56,5,0,1,0,0,0,0,0,4,0,0,.200,.200,.200,.400
Rich R De Lucia,SF,56,4,1,1,0,0,0,0,1,0,0,0,.250,.400,.250,.650
Mark M Parent,BAL,56,137,17,31,7,0,9,23,5,37,0,0,.226,.252,.474,.726
George G Williams,OAK,56,132,17,20,5,0,3,10,28,32,0,0,.152,.311,.258,.569
Rico R Brogna,NYM,55,188,18,48,10,1,7,30,19,50,0,0,.255,.318,.431,.748
Trenidad T Hubbard L,SF,55,89,15,19,5,2,2,14,11,27,2,0,.213,.307,.382,.689
Bill B Mueller,SF,55,200,31,66,15,1,0,19,24,26,0,0,.330,.401,.415,.816
Kevin K Young,KC,55,132,20,32,6,0,8,23,11,32,3,3,.242,.301,.470,.770
Kim K Batiste,SF,54,130,17,27,6,0,3,11,5,33,3,3,.208,.235,.323,.558
Mike M Munoz,COL,54,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Les L Norman R,KC,54,49,9,6,0,0,0,0,6,14,1,1,.122,.232,.122,.355
Chris C Sabo,CIN,54,125,15,32,7,1,3,16,18,27,2,0,.256,.354,.400,.754
Manny M Alexander S,BAL,53,68,6,7,0,0,0,4,3,27,3,3,.103,.141,.103,.244
Barry B Manuel,MON,53,7,0,0,0,0,0,0,1,3,0,0,.000,.125,.000,.125
Alvin A Morman,HOU,53,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Cory C Bailey,STL,51,1,2,0,0,0,0,0,2,0,0,0,.000,.667,.000,.667
Russ R Davis,SEA,51,167,24,39,9,0,5,18,17,50,2,0,.234,.312,.377,.689
Sal S Fasano,KC,51,143,20,29,2,0,6,19,14,25,1,1,.203,.283,.343,.626
John J Franco,NYM,51,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Mike M Gallego,STL,51,143,12,30,2,0,0,4,12,31,0,0,.210,.276,.224,.499
Brian B Giles D,CLE,51,121,26,43,14,1,5,27,19,13,3,0,.355,.434,.612,1.045
Rene R Gonzales,TEX,51,92,19,20,4,0,2,5,10,11,0,0,.217,.288,.326,.614
Todd T Jones,HOU,51,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jon J Lieber,PIT,51,36,4,7,3,0,0,3,3,11,0,0,.194,.256,.278,.534
Dave D Mlicki,NYM,51,10,0,1,0,0,0,0,1,3,0,0,.100,.182,.100,.282
Jeff J Parrett,PHI,51,2,1,0,0,0,0,0,1,1,0,0,.000,.333,.000,.333
Russ R Springer,PHI,51,17,1,1,0,0,0,0,0,12,0,0,.059,.059,.059,.118
Milt M Cuyler C,BOS,50,110,19,22,1,2,2,12,13,19,7,3,.200,.299,.300,.599
Craig C Grebeck,FLA,50,95,8,20,1,0,1,9,4,14,0,0,.211,.245,.253,.498
Mike M Lieberthal,PHI,50,166,21,42,8,0,7,23,10,30,0,0,.253,.297,.428,.724
Damon D Mashore L,OAK,50,105,20,28,7,1,3,12,16,31,4,0,.267,.366,.438,.804
Orlando O Palmeiro,CAL,50,87,6,25,6,1,0,6,8,13,0,1,.287,.361,.379,.740
Roberto R Petagine,NYM,50,99,10,23,3,0,4,17,9,27,0,2,.232,.313,.384,.696
J. R. J Phillips R,PHI,50,104,12,17,5,0,7,15,11,51,0,0,.163,.250,.413,.664
Mike M Sweeney,KC,50,165,23,46,10,0,4,24,18,21,1,2,.279,.358,.412,.770
Tim T Worrell,SD,50,20,1,3,0,0,0,2,1,10,0,0,.150,.190,.150,.340
Damion D Easley,DET,49,112,14,30,2,0,4,17,10,25,3,1,.268,.331,.393,.724
Doug D Glanville,CHC,49,83,10,20,5,1,1,10,3,11,2,0,.241,.264,.361,.626
Curtis C Goodwin,CIN,49,136,20,31,3,0,0,5,19,34,15,6,.228,.323,.250,.573
Todd T Haney,CHC,49,82,11,11,1,0,0,3,7,15,1,0,.134,.200,.146,.346
Denny D Hocking R,MIN,49,127,16,25,6,0,1,10,8,24,3,3,.197,.243,.268,.510
Johnny J Ruffin,CIN,49,4,0,2,0,0,0,0,0,1,0,0,.500,.500,.500,1.000
Mike M Simms,HOU,49,68,6,12,2,1,1,8,4,16,1,0,.176,.233,.279,.512
Kent K Bottenfield,CHC,48,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000
Keith K Osik,PIT,48,140,18,41,14,1,1,14,14,22,1,0,.293,.361,.429,.790
Chan Ho C Park,LA,48,19,0,1,0,0,0,2,1,9,0,0,.053,.100,.053,.153
Mark M Petkovsek,STL,48,16,1,3,0,0,0,0,0,3,0,0,.188,.235,.188,.423
Allen A Battle C,OAK,47,130,20,25,3,0,1,5,17,26,10,2,.192,.293,.238,.532
Andy A Sheets,SEA,47,110,18,21,8,0,0,9,10,41,2,0,.191,.262,.264,.526
Marc M Wilkins,PIT,47,9,1,2,0,0,0,1,1,6,0,0,.222,.300,.222,.522
Chad C Kreuter,CWS,46,114,14,25,8,0,3,18,13,29,0,0,.219,.308,.368,.676
Ruben R Rivera,NYY,46,88,17,25,6,1,2,16,13,26,6,2,.284,.381,.443,.824
Scott S Sanders,SD,46,36,2,7,3,0,0,1,1,11,0,0,.194,.216,.278,.494
Chris C Snopek,CWS,46,104,18,27,6,1,6,18,6,16,0,1,.260,.304,.510,.813
Kurt K Stillwell,TEX,46,77,12,21,4,0,1,4,10,11,0,0,.273,.364,.364,.727
Miguel M Mejia,STL,45,23,10,2,0,0,0,0,0,10,6,3,.087,.087,.087,.174
Rodney R Myers,CHC,45,5,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000
Dan D Miceli,PIT,44,13,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000
Rob R Natal,FLA,44,90,4,12,1,1,0,2,15,31,0,1,.133,.257,.167,.424
Kevin K Sefcik S,PHI,44,116,10,33,5,3,0,9,9,16,3,0,.284,.341,.379,.720
Terrell T Wade,ATL,44,13,0,2,0,0,0,1,1,7,0,0,.154,.214,.154,.368
Sean S Bergman,SD,43,30,1,3,0,0,1,5,0,9,0,0,.100,.100,.200,.300
Pedro P Borbon,ATL,43,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000
Jay J Canizaro,SF,43,120,11,24,4,1,2,8,9,38,0,2,.200,.260,.300,.560
Ed E Giovanola S,ATL,43,82,10,19,2,0,0,7,8,13,1,0,.232,.304,.256,.560
Kevin K Jordan,PHI,43,131,15,37,10,0,3,12,5,20,2,1,.282,.309,.427,.737
Jeff J Manto,BOS,43,102,15,20,6,1,3,10,17,24,0,1,.196,.317,.363,.679
Lee L Smith,CIN,43,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Turner T Ward R,MIL,43,67,7,12,2,1,2,10,13,17,3,0,.179,.309,.328,.637
Danny D Bautista R,ATL,42,84,13,19,2,0,2,9,11,20,1,2,.226,.323,.321,.644
Andre A Dawson,FLA,42,58,6,16,2,0,2,14,2,13,0,0,.276,.311,.414,.725
Dave D Valle,TEX,42,86,14,26,6,1,3,17,9,17,0,0,.302,.368,.500,.868
Luis L Castillo,FLA,41,164,26,43,2,1,1,8,14,46,17,4,.262,.320,.305,.625
Jose J Malave R,BOS,41,102,12,24,3,0,4,17,2,25,0,0,.235,.257,.382,.640
John J Marzano,SEA,41,106,8,26,6,0,0,6,7,15,0,0,.245,.316,.302,.618
Desi D Wilson,SF,41,118,10,32,2,0,2,12,12,27,0,2,.271,.338,.339,.677
Mike M Bielecki,ATL,40,10,1,1,0,0,0,1,2,5,0,0,.100,.250,.100,.350
Mike M Durant,MIN,40,81,15,17,3,0,0,5,10,15,3,0,.210,.293,.247,.540
Lenny L Dykstra C,PHI,40,134,21,35,6,3,3,13,26,25,3,1,.261,.387,.418,.804
David D Justice R,ATL,40,140,23,45,9,0,6,25,21,22,1,1,.321,.409,.514,.923
Tom T Prince,LA,40,64,6,19,6,0,1,11,6,15,0,0,.297,.365,.438,.802
Bill B Selby,BOS,40,95,12,26,4,0,3,6,9,11,1,1,.274,.337,.411,.747
David D Doster,PHI,39,105,14,28,8,0,1,8,7,21,0,0,.267,.313,.371,.684
Bryce B Florie,SD,39,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Tom T Glavine,ATL,39,76,8,22,4,0,0,3,5,17,0,0,.289,.333,.342,.675
Dean D Hartgraves,ATL,39,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jim J Bullinger,CHC,38,32,8,8,3,0,2,6,5,11,0,0,.250,.368,.531,.900
Mike M Busch,LA,38,83,8,18,4,0,4,17,5,33,0,0,.217,.261,.410,.671
Paul P Byrd,NYM,38,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Alex A Diaz L,SEA,38,79,11,19,2,0,1,5,2,8,6,3,.241,.274,.304,.578
Chris C Hammond,FLA,38,15,1,1,0,0,0,0,1,7,0,0,.067,.125,.067,.192
Wendell W Magee C,PHI,38,142,9,29,7,0,2,14,9,33,0,0,.204,.252,.296,.547
Glenn G Murray R,PHI,38,97,8,19,3,0,2,6,7,36,1,1,.196,.250,.289,.539
Phil P Nevin,DET,38,120,15,35,5,0,8,19,8,39,1,0,.292,.338,.533,.872
Jose J Bautista,SF,37,9,1,1,0,0,0,0,0,4,0,0,.111,.111,.111,.222
Darryl D Kile,HOU,37,73,3,10,4,0,0,5,3,34,0,0,.137,.169,.192,.361
Randy R Knorr,HOU,37,87,7,17,5,0,1,7,5,18,0,1,.195,.245,.287,.532
Scott S Rolen,PHI,37,130,10,33,7,0,4,18,13,27,0,2,.254,.322,.400,.722
Billy B Wagner,HOU,37,5,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Jerome J Walton L,ATL,37,47,9,16,5,0,1,4,5,10,0,0,.340,.389,.511,.900
Andy A Benes,STL,36,73,5,11,4,0,0,6,1,37,0,0,.151,.158,.205,.363
Denny D Neagle,ATL,36,69,3,12,1,0,0,4,2,18,0,0,.174,.194,.188,.383
Chris C Stynes L,KC,36,92,8,27,6,0,0,6,2,5,5,2,.293,.309,.359,.667
Bob B Tewksbury,SD,36,65,1,2,1,0,0,2,3,27,0,0,.031,.074,.046,.120
Fernando F Valenzuela,SD,36,63,4,9,2,0,0,2,0,15,0,0,.143,.143,.175,.318
Pedro P Astacio,LA,35,68,1,6,0,0,0,3,1,28,0,0,.088,.101,.088,.190
Mike M Benjamin S,PHI,35,103,13,23,5,1,4,13,12,21,3,1,.223,.316,.408,.724
Larry L Casian,CHC,35,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Matt M Howard,NYY,35,54,9,11,1,0,1,9,2,8,1,0,.204,.228,.278,.506
Mark M Leiter,MON,35,67,4,8,1,0,0,5,3,35,0,0,.119,.157,.134,.292
Greg G Maddux,ATL,35,68,6,10,2,0,0,2,3,12,0,0,.147,.183,.176,.360
Chad C Mottola R,CIN,35,79,10,17,3,0,3,6,6,16,2,2,.215,.271,.367,.638
Jaime J Navarro,CHC,35,77,1,10,1,0,0,3,0,26,0,0,.130,.141,.143,.284
Jon J Nunnally R,KC,35,90,16,19,5,1,5,17,13,25,0,0,.211,.308,.456,.763
Lance L Painter,COL,35,15,1,2,0,0,0,2,0,8,0,0,.133,.133,.133,.267
Jim J Poole,SF,35,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Shane S Reynolds,HOU,35,76,6,14,2,0,2,3,3,28,0,0,.184,.215,.289,.505
Kevin K Ritz,COL,35,65,7,15,2,0,1,5,7,28,0,0,.231,.306,.308,.613
John J Smiley,CIN,35,68,1,13,2,0,0,6,4,22,0,0,.191,.236,.221,.457
John J Smoltz,ATL,35,78,3,17,3,0,1,12,3,26,0,0,.218,.253,.295,.548
Alan A Benes,STL,34,61,4,9,3,0,0,5,2,25,0,0,.148,.175,.197,.371
Kevin K Brown,FLA,34,75,1,9,1,0,0,3,6,28,0,0,.120,.185,.133,.318
Dave D Burba,CIN,34,67,3,7,0,0,2,5,3,26,0,0,.104,.143,.194,.337
Brett B Butler C,LA,34,131,22,35,1,1,0,8,9,22,8,3,.267,.313,.290,.603
Danny D Darwin,HOU,34,49,2,9,4,0,1,3,0,27,1,0,.184,.184,.327,.510
Jeff J Fassero,MON,34,64,5,6,0,0,0,4,8,32,1,0,.094,.192,.094,.286
Joey J Hamilton,SD,34,68,7,11,2,0,1,4,2,32,0,0,.162,.186,.235,.421
Dax D Jones C,SF,34,58,7,10,0,2,1,7,8,12,2,2,.172,.269,.293,.562
Pedro P Munoz D,OAK,34,121,17,31,5,0,6,18,9,31,0,0,.256,.308,.446,.754
Scott S Service,CIN,34,5,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Todd T Stottlemyre,STL,34,66,8,15,0,0,0,2,7,27,1,1,.227,.301,.227,.529
Mark M Thompson,COL,34,58,3,8,3,0,0,2,1,21,0,0,.138,.153,.190,.342
Frank F Castillo,CHC,33,57,1,5,0,0,0,2,2,21,0,0,.088,.119,.088,.206
Jason J Christiansen,PIT,33,4,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000
Vince V Coleman L,CIN,33,84,10,13,1,1,1,4,9,31,12,2,.155,.237,.226,.463
Rheal R Cormier,MON,33,43,2,8,0,1,0,4,2,12,0,0,.186,.222,.233,.455
Jacob J Cruz R,SF,33,77,10,18,3,0,3,10,12,24,0,1,.234,.352,.390,.741
Osvaldo O Fernandez,SF,33,57,0,5,0,0,0,1,0,25,0,0,.088,.088,.088,.175
Mark M Gardner,SF,33,68,6,11,1,0,0,4,2,26,0,0,.162,.197,.176,.374
Dave D Leiper,MON,33,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Al A Leiter,FLA,33,70,3,7,0,0,0,1,4,45,0,0,.100,.149,.100,.249
Pedro P Martinez,MON,33,64,5,6,1,0,0,4,4,29,0,0,.094,.159,.109,.269
Hideo H Nomo,LA,33,75,1,10,4,0,0,3,2,38,0,0,.133,.156,.187,.342
Craig C Shipley,SD,33,92,13,29,5,0,1,7,2,15,7,0,.315,.337,.402,.739
Ugueth U Urbina,MON,33,29,3,3,0,0,0,1,2,17,0,0,.103,.161,.103,.265
Ismael I Valdez,LA,33,70,6,10,1,0,0,2,1,25,0,0,.143,.155,.157,.312
Mike M Williams,PHI,33,51,4,8,0,0,0,1,2,11,1,0,.157,.189,.157,.346
Mark M Clark,NYM,32,69,3,3,1,0,0,2,1,26,0,0,.043,.056,.058,.114
Doug D Drabek,HOU,32,56,5,10,1,0,0,3,0,12,0,0,.179,.179,.196,.375
Pete P Harnisch,NYM,32,55,3,5,1,0,0,1,2,18,0,0,.091,.121,.109,.230
William W Van Landingham,SF,32,61,3,8,1,0,0,2,2,31,0,0,.131,.156,.148,.304
Allen A Watson,SF,32,65,5,15,3,0,0,7,5,8,0,0,.231,.286,.277,.563
David D Weathers,FLA,32,19,1,3,0,0,1,2,0,13,0,0,.158,.200,.316,.516
Steve S Frey,PHI,31,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Robin R Jennings,CHC,31,58,7,13,5,0,0,4,3,9,1,0,.224,.274,.310,.584
