PLAYER,TEAM,W,L,ERA,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG
Kenny K Rogers,TEX,10,10,5.42,63,9,0,0,5,5,109.2,121,80,66,14,6,61,73,1.66,.281
Russ R Swan,SEA,6,2,3.43,63,0,0,0,2,2,78.2,81,35,30,8,0,28,33,1.39,.269
Mike M Timlin,TOR,11,6,3.16,63,3,0,0,3,3,108.1,94,43,38,6,1,50,85,1.33,.233
Joe J Klink,OAK,10,3,4.35,62,0,0,0,2,2,62.0,60,30,30,4,5,21,34,1.31,.260
Mark M Lee,MIL,2,5,3.86,62,0,0,0,1,1,67.2,72,33,29,10,1,31,43,1.52,.283
Bill B Landrum,PIT,4,4,3.18,61,0,0,0,17,17,76.1,76,32,27,4,0,19,45,1.24,.252
Dave D Righetti,SF,2,7,3.39,61,0,0,0,24,24,71.2,64,29,27,4,3,28,51,1.28,.240
Stan S Belinda,PIT,7,5,3.45,60,0,0,0,16,16,78.1,50,30,30,10,4,35,71,1.09,.184
Tim T Crews,LA,2,3,3.43,60,0,0,0,6,6,76.0,75,30,29,7,0,19,53,1.24,.256
Steve S Farr,NYY,5,5,2.19,60,0,0,0,23,23,70.0,57,19,17,4,5,20,60,1.10,.219
Mike M Henneman,DET,10,2,2.88,60,0,0,0,21,21,84.1,81,29,27,2,0,34,61,1.36,.258
John J Candelaria,LA,1,1,3.74,59,0,0,0,2,2,33.2,31,16,14,3,0,11,38,1.25,.252
Cris C Carpenter,STL,10,4,4.23,59,0,0,0,0,0,66.0,53,31,31,6,0,20,47,1.11,.220
Alejandro A Pena,ATL,8,1,2.40,59,0,0,0,15,15,82.1,74,23,22,6,0,22,62,1.17,.245
Mike M Hartley,PHI,4,1,4.21,58,0,0,0,2,2,83.1,74,40,39,11,6,47,63,1.45,.237
Randy R Myers,CIN,6,13,3.55,58,12,1,0,6,6,132.0,116,61,52,8,1,80,108,1.48,.242
Rob R Murphy,SEA,0,1,3.00,57,0,0,0,4,4,48.0,47,17,16,4,1,19,34,1.38,.250
Jeff J Reardon,BOS,1,4,3.03,57,0,0,0,40,40,59.1,54,21,20,9,1,16,44,1.18,.236
Steve S Bedrosian,MIN,5,3,4.42,56,0,0,0,6,6,77.1,70,42,38,11,3,35,44,1.36,.243
Steve S Chitren,OAK,1,4,4.33,56,0,0,0,4,4,60.1,59,31,29,8,4,32,47,1.51,.258
Curt C Schilling,HOU,3,5,3.81,56,0,0,0,8,8,75.2,79,35,32,2,0,39,71,1.56,.271
Jim J Gott,LA,4,3,2.96,55,0,0,0,2,2,76.0,63,28,25,5,1,32,73,1.25,.223
Francisco F Oliveras,SF,6,6,3.86,55,1,0,0,3,3,79.1,69,36,34,12,1,22,48,1.15,.242
Jim J Acker,TOR,3,5,5.20,54,4,0,0,1,1,88.1,77,53,51,16,2,36,44,1.28,.238
Jim J Clancy,ATL,3,5,3.91,54,0,0,0,8,8,89.2,73,42,39,8,1,34,50,1.19,.223
Craig C Lefferts,SD,1,6,3.91,54,0,0,0,23,23,69.0,74,35,30,5,1,14,48,1.28,.285
Julio J Machado,MIL,3,3,3.45,54,0,0,0,3,3,88.2,65,36,34,12,3,55,98,1.35,.211
Bob B Patterson,PIT,4,3,4.11,54,1,0,0,2,2,65.2,67,32,30,7,0,15,57,1.25,.267
Greg G Harris,BOS,11,12,3.85,53,21,1,0,2,2,173.0,157,79,74,13,5,69,127,1.31,.243
John J Franco,NYM,5,9,2.93,52,0,0,0,30,30,55.1,61,27,18,2,1,18,45,1.43,.271
Dwayne D Henry,HOU,3,2,3.19,52,0,0,0,2,2,67.2,51,25,24,7,2,39,51,1.33,.219
Bob B Kipper,PIT,2,2,4.65,52,0,0,0,4,4,60.0,66,34,31,7,0,22,38,1.47,.276
Heathcliff H Slocumb,CHC,2,1,3.45,52,0,0,0,1,1,62.2,53,29,24,3,3,30,34,1.32,.231
Storm S Davis,KC,3,9,4.96,51,9,1,1,2,2,114.1,140,69,63,11,1,46,53,1.63,.306
Jeff J Fassero,MON,2,5,2.44,51,0,0,0,8,8,55.1,39,17,15,1,1,17,42,1.01,.196
Todd T Frohwirth,BAL,7,3,1.87,51,0,0,0,3,3,96.1,64,24,20,2,1,29,77,0.97,.190
Shawn S Hillegas,CLE,3,4,4.34,51,3,0,0,7,7,83.0,67,42,40,7,2,46,66,1.36,.223
Dennis D Lamp,BOS,6,3,4.70,51,0,0,0,0,0,92.0,100,54,48,8,3,31,57,1.42,.275
Donn D Pall,CWS,7,2,2.41,51,0,0,0,0,0,71.0,59,22,19,7,3,20,40,1.11,.231
Jeff J Gray,BOS,2,3,2.34,50,0,0,0,1,1,61.2,39,17,16,7,1,10,41,0.79,.181
Terry T Leach,MIN,1,2,3.61,50,0,0,0,0,0,67.1,82,28,27,3,0,14,32,1.43,.299
Kent K Mercker,ATL,5,3,2.58,50,4,0,0,6,6,73.1,56,23,21,5,1,35,62,1.24,.211
Juan J Berenguer,ATL,0,3,2.24,49,0,0,0,17,17,64.1,43,18,16,5,3,20,53,0.98,.189
Tom T Henke,TOR,0,2,2.32,49,0,0,0,32,32,50.1,33,13,13,4,0,11,53,0.87,.184
Melido M Perez,CWS,8,7,3.12,49,8,0,0,1,1,135.2,111,49,47,15,1,52,128,1.20,.224
Willie W Fraser,STL,3,5,5.35,48,1,0,0,0,0,75.2,77,48,45,13,6,32,37,1.44,.265
Steve S Olin,CLE,3,6,3.36,48,0,0,0,17,17,56.1,61,26,21,2,1,23,38,1.49,.274
Jim J Corsi,HOU,0,5,3.71,47,0,0,0,0,0,77.2,76,37,32,6,0,23,53,1.27,.259
Jerry Don J Gleaton,DET,3,2,4.06,47,0,0,0,2,2,75.1,74,37,34,7,0,39,47,1.50,.269
Jesse J Orosco,CLE,2,0,3.74,47,0,0,0,0,0,45.2,52,20,19,4,1,15,36,1.47,.286
Kevin K Gross,LA,10,11,3.58,46,10,0,0,3,3,115.2,123,55,46,10,2,50,95,1.50,.275
Kelly K Downs,SF,10,4,4.19,45,11,0,0,0,0,111.2,99,59,52,12,3,53,62,1.36,.239
Tom T Gordon,KC,9,14,3.87,45,14,1,0,1,1,158.0,129,76,68,16,4,87,167,1.37,.221
Bob B Mac Donald,TOR,3,3,2.85,45,0,0,0,0,0,53.2,51,19,17,5,0,25,24,1.42,.252
Bob B Mc Clure,STL,1,1,4.96,45,0,0,0,0,0,32.2,37,19,18,4,2,13,20,1.53,.294
Dan D Plesac,MIL,2,7,4.29,45,10,0,0,8,8,92.1,92,49,44,12,3,39,61,1.42,.263
Rich R Gossage,TEX,4,2,3.57,44,0,0,0,1,1,40.1,33,16,16,4,3,16,28,1.21,.228
Jay J Howell,LA,6,5,3.18,44,0,0,0,16,16,51.0,39,19,18,3,1,11,40,0.98,.213
Gene G Nelson,OAK,1,5,6.84,44,0,0,0,0,0,48.2,60,38,37,12,3,23,23,1.71,.306
Trevor T Wilson,SF,13,11,3.56,44,29,2,1,0,0,202.0,173,87,80,13,5,77,139,1.24,.234
Rick R Honeycutt,OAK,2,4,3.58,43,0,0,0,0,0,37.2,37,16,15,3,2,20,26,1.51,.261
Ken K Patterson,CWS,3,0,2.83,43,0,0,0,1,1,63.2,48,22,20,5,1,35,32,1.30,.214
Eric E Plunk,NYY,2,5,4.76,43,8,0,0,0,0,111.2,128,69,59,18,1,62,103,1.70,.286
Bill B Sampen,MON,9,5,4.00,43,8,0,0,0,0,92.1,96,49,41,13,3,46,52,1.54,.273
Scott S Bailes,CAL,1,2,4.18,42,0,0,0,0,0,51.2,41,26,24,5,4,22,41,1.22,.218
Neal N Heaton,PIT,3,3,4.33,42,1,0,0,0,0,68.2,72,37,33,6,4,21,34,1.35,.275
Doug D Simons,NYM,2,3,5.19,42,1,0,0,1,1,60.2,55,40,35,5,2,19,38,1.22,.246
Mike M Bielecki,ATL,13,11,4.46,41,25,0,0,0,0,173.2,171,91,86,18,2,56,75,1.31,.262
Mark M Guthrie,MIN,7,5,4.32,41,12,0,0,2,2,98.0,116,52,47,11,1,41,72,1.60,.303
Curt C Young,OAK,4,2,5.00,41,1,0,0,0,0,68.1,74,38,38,8,2,34,27,1.58,.278
Darren D Holmes,MIL,1,4,4.72,40,0,0,0,3,3,76.1,90,43,40,6,1,27,59,1.53,.295
Dan D Petry,BOS,2,3,4.97,40,6,0,0,1,1,101.1,116,69,56,14,2,45,39,1.59,.289
Bob B Scanlan,CHC,7,8,3.89,40,13,0,0,1,1,111.0,114,60,48,5,3,40,44,1.39,.269
David D Wells,TOR,15,10,3.72,40,28,2,0,1,1,198.1,188,88,82,24,2,49,106,1.19,.252
Carl C Willis,MIN,8,3,2.63,40,0,0,0,2,2,89.0,76,31,26,4,1,19,53,1.07,.232
Norm N Charlton,CIN,3,5,2.91,39,11,0,0,1,1,108.1,92,37,35,6,6,34,77,1.16,.236
Joe J Hesketh,BOS,12,4,3.29,39,17,0,0,0,0,153.1,142,59,56,19,0,53,104,1.27,.250
Wally W Ritchie,PHI,1,2,2.50,39,0,0,0,0,0,50.1,44,17,14,4,2,17,26,1.21,.234
Jeff J Robinson,CAL,0,3,5.37,39,0,0,0,3,3,57.0,56,34,34,9,2,29,57,1.49,.259
Larry L Andersen,SD,3,4,2.30,38,0,0,0,13,13,47.0,39,13,12,0,0,13,40,1.11,.232
Luis L Aquino,KC,8,4,3.44,38,18,1,1,3,3,157.0,152,67,60,10,4,47,80,1.27,.253
John J Cerutti,DET,3,6,4.57,38,8,1,0,2,2,88.2,94,49,45,9,2,37,29,1.48,.276
Paul P Kilgus,BAL,0,2,5.08,38,0,0,0,1,1,62.0,60,38,35,8,3,24,32,1.35,.256
Mark M Leiter,DET,9,7,4.21,38,15,1,0,1,1,134.2,125,66,63,16,6,50,103,1.30,.245
Mike M Magnante,KC,0,1,2.45,38,0,0,0,0,0,55.0,55,19,15,3,0,23,42,1.42,.262
Steve S Howe,NYY,3,1,1.68,37,0,0,0,3,3,48.1,39,12,9,1,3,7,34,0.95,.222
Darryl D Kile,HOU,7,11,3.69,37,22,0,0,0,0,153.2,144,81,63,16,6,84,100,1.48,.246
Greg G Maddux,CHC,15,11,3.35,37,37,7,2,0,0,263.0,232,113,98,18,6,66,198,1.13,.237
Mel M Rojas,MON,3,3,3.75,37,0,0,0,6,6,48.0,42,21,20,4,1,13,37,1.15,.228
Tom T Browning,CIN,14,14,4.18,36,36,1,0,0,0,230.1,241,124,107,32,4,56,115,1.29,.266
John J Burkett,SF,12,11,4.18,36,34,3,1,0,0,206.2,223,103,96,19,10,60,131,1.37,.277
Tommy T Greene,PHI,13,7,3.38,36,27,3,2,0,0,207.2,177,85,78,19,3,66,154,1.17,.230
Doug D Jones,CLE,4,8,5.54,36,4,0,0,7,7,63.1,87,42,39,7,0,17,48,1.64,.320
Charlie C Leibrandt,ATL,15,13,3.49,36,36,1,1,0,0,229.2,212,105,89,18,4,56,128,1.17,.245
Vicente V Palacios,PIT,6,3,3.75,36,7,1,1,3,3,81.2,69,34,34,12,1,38,64,1.31,.228
Wayne W Rosenthal,TEX,1,4,5.25,36,0,0,0,1,1,70.1,72,43,41,9,1,36,61,1.54,.257
John J Smoltz,ATL,14,13,3.80,36,36,5,0,0,0,229.2,206,101,97,16,3,77,148,1.23,.243
Wally W Whitehurst,NYM,7,12,4.19,36,20,0,0,1,1,133.1,142,67,62,12,4,25,87,1.25,.274
Steve S Avery,ATL,18,8,3.38,35,35,3,1,0,0,210.1,189,89,79,21,3,65,137,1.21,.240
Roger R Clemens,BOS,18,10,2.62,35,35,13,4,0,0,271.1,219,93,79,15,5,65,241,1.05,.221
Doug D Drabek,PIT,15,14,3.07,35,35,5,2,0,0,234.2,245,92,80,16,3,62,142,1.31,.274
Bill B Gullickson,DET,20,9,3.90,35,35,4,0,0,0,226.1,256,109,98,22,4,44,91,1.33,.288
Bill B Krueger,SEA,11,8,3.60,35,25,1,0,0,0,175.0,194,82,70,15,4,60,91,1.45,.289
Jack J Mc Dowell,CWS,17,10,3.41,35,35,15,3,0,0,253.2,212,97,96,19,4,82,191,1.16,.228
Jack J Morris,MIN,18,12,3.43,35,35,10,2,0,0,246.2,226,107,94,18,5,92,163,1.29,.245
Pete P Schourek,NYM,5,4,4.27,35,8,1,1,2,2,86.1,82,49,41,7,2,43,67,1.45,.248
Dave D Smith,CHC,0,6,6.00,35,0,0,0,17,17,33.0,39,22,22,6,1,19,16,1.76,.302
Zane Z Smith,PIT,16,10,3.20,35,35,6,3,0,0,228.0,234,95,81,15,2,29,120,1.15,.268
Dave D Stewart,OAK,11,11,5.18,35,35,2,1,0,0,226.0,245,135,130,24,9,105,144,1.55,.278
Walt W Terrell,DET,12,14,4.24,35,33,8,2,0,0,218.2,257,115,103,16,2,79,80,1.54,.301
Frank F Viola,NYM,13,15,3.97,35,35,3,0,0,0,231.1,259,112,102,25,1,54,132,1.35,.286
Bob B Welch,OAK,12,13,4.58,35,35,7,1,0,0,220.0,220,124,112,25,11,91,101,1.41,.263
Jim J Abbott,CAL,18,11,2.89,34,34,5,1,0,0,243.0,222,85,78,14,5,73,158,1.21,.244
Kevin K Appier,KC,13,10,3.42,34,31,6,3,0,0,207.2,205,97,79,13,2,61,158,1.28,.255
Bud B Black,SF,12,16,3.99,34,34,3,3,0,0,214.1,201,104,95,25,4,71,104,1.27,.251
Tom T Candiotti,TOR,13,13,2.65,34,34,6,0,0,0,238.0,202,82,70,12,6,73,167,1.16,.228
David D Cone,NYM,14,14,3.29,34,34,5,2,0,0,232.2,204,95,85,13,5,73,241,1.19,.235
Alex A Fernandez,CWS,9,13,4.51,34,32,2,0,0,0,191.2,186,100,96,16,2,88,145,1.43,.259
Chuck C Finley,CAL,18,9,3.80,34,34,4,2,0,0,227.1,205,102,96,23,8,101,171,1.35,.244
Marvin M Freeman,ATL,1,0,3.00,34,0,0,0,1,1,48.0,37,19,16,2,2,13,34,1.04,.214
Tom T Glavine,ATL,20,11,2.55,34,34,9,1,0,0,246.2,201,83,70,17,2,69,192,1.09,.222
Mark M Langston,CAL,19,8,3.00,34,34,7,0,0,0,246.1,190,89,82,30,2,96,183,1.16,.215
Terry T Mathews,TEX,4,0,3.61,34,2,0,0,1,1,57.1,54,24,23,5,1,18,51,1.26,.251
Mike M Morgan,LA,14,10,2.78,34,33,5,1,1,1,236.1,197,85,73,12,3,61,140,1.09,.226
Terry T Mulholland,PHI,16,13,3.61,34,34,8,3,0,0,232.0,231,100,93,15,3,49,142,1.21,.260
Jaime J Navarro,MIL,15,12,3.92,34,34,10,2,0,0,234.0,237,117,102,18,6,73,114,1.32,.261
Don D Robinson,SF,5,9,4.38,34,16,0,0,1,1,121.1,123,64,59,12,1,50,78,1.43,.265
Scott S Sanderson,NYY,16,10,3.81,34,34,2,2,0,0,208.0,200,95,88,22,3,29,130,1.10,.252
Mike M Schooler,SEA,3,3,3.67,34,0,0,0,7,7,34.1,25,14,14,2,0,10,31,1.02,.198
Steve S Searcy,PHI,3,3,6.59,34,5,0,0,0,0,71.0,81,56,52,10,0,44,53,1.76,.288
Todd T Stottlemyre,TOR,15,8,3.78,34,34,1,0,0,0,219.0,194,97,92,21,12,75,116,1.23,.235
Kevin K Tapani,MIN,16,9,2.99,34,34,4,1,0,0,244.0,225,84,81,23,2,40,135,1.09,.245
Tim T Belcher,LA,10,9,2.62,33,33,2,1,0,0,209.1,189,76,61,10,2,75,156,1.26,.240
Andy A Benes,SD,15,11,3.03,33,33,4,1,0,0,223.0,194,76,75,23,4,59,167,1.13,.232
Kevin K Brown,TEX,9,12,4.40,33,33,0,0,0,0,210.2,233,116,103,17,13,90,96,1.53,.284
Steve S Crawford,KC,3,2,5.98,33,0,0,0,1,1,46.2,60,31,31,3,1,18,38,1.67,.311
Pete P Harnisch,HOU,12,9,2.70,33,33,4,2,0,0,216.2,169,71,65,14,5,83,172,1.16,.212
Randy R Johnson,SEA,13,10,3.98,33,33,2,1,0,0,201.1,151,96,89,15,12,152,228,1.50,.213
Jimmy J Key,TOR,16,12,3.05,33,33,2,2,0,0,209.1,207,84,71,12,3,44,125,1.20,.254
Ramon R Martinez,LA,17,13,3.27,33,33,6,4,0,0,220.1,190,89,80,18,7,69,150,1.18,.229
Mike M Moore,OAK,17,8,2.96,33,33,3,1,0,0,210.0,176,75,69,11,5,105,153,1.34,.229
Charles C Nagy,CLE,10,15,4.13,33,33,6,1,0,0,211.1,228,103,97,15,6,66,109,1.39,.275
John J Smiley,PIT,20,8,3.08,33,32,2,1,0,0,207.2,194,78,71,17,3,44,129,1.15,.251
Greg G Swindell,CLE,9,16,3.48,33,33,7,0,0,0,238.0,241,112,92,21,3,31,169,1.14,.263
Frank F Tanana,DET,13,12,3.69,33,33,3,2,0,0,217.1,217,98,89,26,2,78,107,1.36,.265
Chris C Bosio,MIL,14,10,3.25,32,32,5,1,0,0,204.2,187,80,74,15,8,58,117,1.20,.244
Ron R Darling,OAK,8,15,4.26,32,32,0,0,0,0,194.1,185,100,92,22,9,71,129,1.32,.254
Rich R De Lucia,SEA,12,13,5.09,32,31,0,0,0,0,182.0,176,107,103,31,4,78,98,1.40,.260
Scott S Erickson,MIN,20,8,3.18,32,32,5,3,0,0,204.0,189,80,72,13,6,71,108,1.27,.248
Doug D Henry,MIL,2,1,1.00,32,0,0,0,15,15,36.0,16,4,4,1,0,14,28,0.83,.133
Xavier X Hernandez,HOU,2,7,4.71,32,6,0,0,3,3,63.0,66,34,33,6,0,32,55,1.56,.263
Greg G Hibbard,CWS,11,11,4.31,32,29,5,0,0,0,194.0,196,107,93,23,2,57,71,1.30,.266
Mark M Portugal,HOU,10,12,4.49,32,27,1,0,1,1,168.1,163,91,84,19,2,59,120,1.32,.256
Rod R Beck,SF,1,1,3.78,31,0,0,0,1,1,52.1,53,22,22,4,1,13,38,1.26,.273
Oil Can O Boyd,TEX,8,15,4.59,31,31,1,1,0,0,182.1,196,96,93,21,0,57,115,1.39,.277
Jose J De Jesus,PHI,10,9,3.42,31,29,3,0,1,1,181.2,147,74,69,7,4,128,118,1.51,.224
Steve S Frey,MON,0,1,4.99,31,0,0,0,1,1,39.2,43,31,22,3,1,23,21,1.66,.281
Dan D Gakeler,DET,1,4,5.74,31,7,0,0,2,2,73.2,73,52,47,5,1,39,43,1.52,.256
Charlie C Hough,CWS,9,10,4.02,31,29,4,1,0,0,199.1,167,98,89,21,11,94,107,1.31,.229
Bruce B Hurst,SD,15,8,3.29,31,31,4,0,0,0,221.2,201,89,81,17,3,59,141,1.17,.241
Dennis D Martinez,MON,14,11,2.39,31,31,9,5,0,0,222.0,187,70,59,9,4,62,123,1.12,.226
Jose J Melendez,SD,8,5,3.27,31,9,0,0,3,3,93.2,77,35,34,11,1,24,60,1.08,.221
Bob B Milacki,BAL,10,9,4.01,31,26,3,1,0,0,184.0,175,86,82,17,1,53,108,1.24,.253
Rod R Nichols,CLE,2,11,3.54,31,16,3,1,1,1,137.1,145,63,54,6,6,30,76,1.27,.273
Bob B Ojeda,LA,12,9,3.18,31,31,2,1,0,0,189.1,181,78,67,15,3,70,120,1.33,.257
Bruce B Ruffin,PHI,4,7,3.78,31,15,1,1,0,0,119.0,125,52,50,6,1,38,85,1.37,.272
Bryn B Smith,STL,12,9,3.85,31,31,3,0,0,0,198.2,188,95,85,16,7,45,94,1.17,.251
Randy R Tomlin,PIT,8,7,2.98,31,27,4,2,0,0,175.0,170,75,58,9,6,54,104,1.28,.254
Darrel D Akerfelds,PHI,2,1,5.26,30,0,0,0,0,0,49.2,49,30,29,5,3,27,31,1.53,.257
Gerald G Alexander,TEX,5,3,5.24,30,9,0,0,0,0,89.1,93,56,52,11,3,48,50,1.58,.272
Mike M Boddicker,KC,12,12,4.08,30,29,1,0,0,0,180.2,188,89,82,13,13,59,79,1.37,.272
Ken K Hill,STL,11,10,3.57,30,30,0,0,0,0,181.1,147,76,72,15,6,67,121,1.18,.224
Brian B Holman,SEA,13,14,3.69,30,30,5,3,0,0,195.1,199,86,80,16,10,77,108,1.41,.268
Kirk K Mc Caskill,CAL,10,19,4.26,30,30,1,0,0,0,177.2,193,93,84,19,3,66,71,1.46,.283
Jose J Rijo,CIN,15,6,2.51,30,30,3,1,0,0,204.1,165,69,57,8,3,55,172,1.08,.219
Bob B Tewksbury,STL,11,12,3.25,30,30,3,0,0,0,191.0,206,86,69,13,5,38,75,1.28,.281
Allan A Anderson,MIN,5,11,4.96,29,22,2,0,0,0,134.1,148,82,74,24,5,42,51,1.41,.281
Mark M Davis,KC,6,3,4.45,29,5,0,0,1,1,62.2,55,36,31,6,1,39,47,1.50,.240
Kip K Gross,CIN,6,4,3.47,29,9,1,0,0,0,85.2,93,43,33,8,0,40,40,1.55,.279
Jim J Poole,BAL,3,2,2.36,29,0,0,0,1,1,42.0,29,14,11,3,0,12,38,0.98,.196
Jeff J Shaw,CLE,0,5,3.36,29,1,0,0,1,1,72.1,72,34,27,6,4,27,31,1.37,.262
Don D August,MIL,9,8,5.47,28,23,1,1,0,0,138.1,166,87,84,18,3,47,62,1.54,.301
John J Barfield,TEX,4,4,4.54,28,9,0,0,1,1,83.1,96,51,42,11,0,22,27,1.42,.289
Brian B Barnes,MON,5,8,4.22,28,27,1,0,0,0,160.0,135,82,75,16,6,84,117,1.37,.233
Shawn S Boskie,CHC,4,9,5.23,28,20,0,0,0,0,129.0,150,78,75,14,5,52,62,1.57,.294
Don D Carman,CIN,0,2,5.25,28,0,0,0,1,1,36.0,40,23,21,8,1,19,15,1.64,.286
Jose J De Leon,STL,5,9,2.71,28,28,1,0,0,0,162.2,144,57,49,15,6,61,118,1.26,.239
Jim J Deshaies,HOU,5,12,4.98,28,28,1,0,0,0,161.0,156,90,89,19,1,72,98,1.42,.259
Brian B Drahman,CWS,3,2,3.23,28,0,0,0,0,0,30.2,21,12,11,4,0,13,18,1.11,.193
Tim T Leary,NYY,4,10,6.49,28,18,1,0,0,0,120.2,150,89,87,20,4,57,83,1.72,.312
Omar O Olivares,STL,11,7,3.71,28,24,0,0,1,1,167.1,148,72,69,13,5,61,91,1.25,.243
Bret B Saberhagen,KC,13,8,3.07,28,28,7,2,0,0,196.1,165,76,67,12,9,45,136,1.07,.228
Bill B Wegman,MIL,15,7,2.84,28,28,7,2,0,0,193.1,176,76,61,16,7,40,89,1.12,.242
Jack J Armstrong,CIN,7,13,5.48,27,24,1,0,0,0,139.2,158,90,85,25,2,54,93,1.52,.293
John J Costello,SD,1,0,3.09,27,0,0,0,0,0,35.0,37,15,12,2,0,17,24,1.54,.276
Mark M Gardner,MON,9,11,3.85,27,27,0,0,0,0,168.1,139,78,72,17,4,75,107,1.27,.230
Dwight D Gooden,NYM,13,7,3.60,27,27,3,1,0,0,190.0,185,80,76,12,3,56,150,1.27,.257
Erik E Hanson,SEA,8,8,3.81,27,27,2,1,0,0,174.2,182,82,74,16,2,56,143,1.36,.269
