PLAYER,TEAM,W,L,ERA,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG
Shigetoshi S Hasegawa,ANA,4,6,4.91,64,1,0,0,2,2,77.0,80,45,42,14,2,34,44,1.48,.276
Sean S Lowe,CWS,4,1,3.67,64,0,0,0,0,0,95.2,90,39,39,10,4,46,62,1.42,.262
Kevin K Mc Glinchy,ATL,7,3,2.82,64,0,0,0,0,0,70.1,66,25,22,6,1,30,67,1.36,.255
Mark M Petkovsek,ANA,10,4,3.47,64,0,0,0,1,1,83.0,85,37,32,6,2,21,43,1.28,.269
Dan D Plesac,ARI,2,4,5.89,64,0,0,0,1,1,44.1,50,30,29,7,0,17,53,1.51,.284
Jeff J Shaw,LA,2,4,2.78,64,0,0,0,34,34,68.0,64,25,21,6,1,15,43,1.16,.242
Jerry J Dipoto,COL,4,5,4.26,63,0,0,0,1,1,86.2,91,44,41,10,3,44,69,1.56,.279
Eddie E Guardado,MIN,2,5,4.50,63,0,0,0,2,2,48.0,37,24,24,6,2,25,50,1.29,.222
Trevor T Hoffman,SD,2,3,2.14,63,0,0,0,40,40,67.1,48,23,16,5,0,15,73,0.94,.197
Curt C Leskanic,COL,6,2,5.08,63,0,0,0,0,0,85.0,87,54,48,7,5,49,77,1.60,.272
Steve S Reed,CLE,3,2,4.23,63,0,0,0,0,0,61.2,69,33,29,10,3,20,44,1.44,.285
Jerry J Spradlin,SF,3,1,4.87,63,0,0,0,0,0,61.0,65,37,33,5,10,32,54,1.59,.267
Greg G Swindell,ARI,4,0,2.51,63,0,0,0,1,1,64.2,54,19,18,8,1,21,51,1.16,.230
David D Weathers,MIL,7,4,4.65,63,0,0,0,2,2,93.0,102,49,48,14,2,38,74,1.51,.279
Rick R White,TB,5,3,4.08,63,1,0,0,0,0,108.0,132,56,49,8,1,38,81,1.57,.304
John J Johnstone,SF,4,6,2.60,62,0,0,0,3,3,65.2,48,24,19,8,1,20,56,1.04,.203
Rich R Rodriguez,SF,3,0,5.24,62,0,0,0,0,0,56.2,60,33,33,8,1,28,44,1.55,.274
Mike M Timlin,BAL,3,9,3.57,62,0,0,0,27,27,63.0,51,30,25,9,5,23,50,1.17,.221
John J Wetteland,TEX,4,4,3.68,62,0,0,0,43,43,66.0,67,30,27,9,0,19,60,1.30,.262
Scott S Williamson,CIN,12,7,2.41,62,0,0,0,19,19,93.1,54,29,25,8,1,43,107,1.04,.171
Rick R Aguilera,CHC,9,4,2.93,61,0,0,0,14,14,67.2,54,25,22,8,2,12,45,0.98,.219
Gregg G Olson,ARI,9,4,3.71,61,0,0,0,14,14,60.2,54,28,25,9,2,25,45,1.30,.238
Billy B Taylor,NYM,1,6,4.95,61,0,0,0,26,26,56.1,68,35,31,5,2,23,52,1.62,.302
Rheal R Cormier,BOS,2,0,3.69,60,0,0,0,0,0,63.1,61,34,26,4,5,18,39,1.25,.246
Troy T Percival,ANA,4,6,3.79,60,0,0,0,31,31,57.0,38,24,24,9,3,22,58,1.05,.186
Rick R Croushore,STL,3,7,4.14,59,0,0,0,3,3,71.2,68,42,33,9,3,43,88,1.55,.247
John J Frascatore,TOR,8,5,3.73,59,0,0,0,1,1,70.0,73,32,29,11,2,21,37,1.34,.275
Jose J Paniagua,SEA,6,11,4.06,59,0,0,0,3,3,77.2,75,37,35,5,7,52,74,1.64,.264
Ricardo R Rincon,CLE,2,3,4.43,59,0,0,0,0,0,44.2,41,22,22,6,1,24,30,1.46,.248
Jesus J Sanchez,FLA,5,7,6.01,59,10,0,0,0,0,76.1,84,53,51,16,4,60,62,1.89,.291
Mike M Williams,PIT,3,4,5.09,58,0,0,0,23,23,58.1,63,36,33,9,1,37,76,1.71,.276
Mark M Guthrie,CHC,1,3,5.37,57,0,0,0,2,2,58.2,57,38,35,10,2,24,45,1.38,.256
Brad B Clontz,PIT,1,3,2.74,56,0,0,0,2,2,49.1,49,21,15,6,3,24,40,1.48,.254
Vic V Darensbourg,FLA,0,1,8.83,56,0,0,0,0,0,34.2,50,36,34,3,5,21,16,2.05,.340
Mike M De Jean,COL,2,4,8.41,56,0,0,0,0,0,61.0,83,61,57,13,2,32,31,1.89,.335
Billy B Koch,TOR,0,5,3.39,56,0,0,0,31,31,63.2,55,26,24,5,3,30,57,1.34,.235
Chuck C Mc Elroy,NYM,3,1,5.50,56,0,0,0,0,0,54.0,60,34,33,9,1,36,44,1.78,.286
Mike M Munoz,TEX,2,1,3.93,56,0,0,0,1,1,52.2,52,24,23,5,1,18,27,1.33,.263
Lance L Painter,STL,4,5,4.83,56,4,0,0,1,1,63.1,63,37,34,6,2,25,56,1.39,.265
Rudy R Seanez,ATL,6,1,3.35,56,0,0,0,3,3,53.2,47,21,20,3,1,21,41,1.27,.234
Paul P Assenmacher,CLE,2,1,8.18,55,0,0,0,0,0,33.0,50,32,30,6,1,17,29,2.03,.347
Jason J Grimsley,NYY,7,2,3.60,55,0,0,0,1,1,75.0,66,39,30,7,4,40,49,1.41,.231
Donne D Wall,SD,7,4,3.07,55,0,0,0,0,0,70.1,58,31,24,11,0,23,53,1.15,.219
Onan O Masaoka,LA,2,4,4.32,54,0,0,0,1,1,66.2,55,33,32,8,2,47,61,1.53,.222
Jim J Poole,CLE,2,1,4.71,54,0,0,0,1,1,36.1,50,22,19,3,3,18,22,1.87,.333
Mike M Maddux,LA,1,1,3.77,53,0,0,0,0,0,59.2,63,26,25,6,5,22,45,1.42,.275
Mike M Magnante,ANA,5,2,3.38,53,0,0,0,0,0,69.1,68,30,26,2,3,29,44,1.40,.262
Ramiro R Mendoza,NYY,9,9,4.29,53,6,0,0,3,3,123.2,141,68,59,13,3,27,80,1.36,.284
Steve S Montgomery,PHI,1,5,3.34,53,0,0,0,3,3,64.2,54,25,24,10,0,31,55,1.31,.229
Danny D Patterson,TEX,2,0,5.67,53,0,0,0,0,0,60.1,77,38,38,5,1,19,43,1.59,.304
Al A Reyes,BAL,4,3,4.52,53,0,0,0,0,0,65.2,50,33,33,9,6,41,67,1.39,.215
Tim T Worrell,OAK,2,2,4.15,53,0,0,0,0,0,69.1,69,38,32,6,3,34,62,1.49,.256
Terry T Adams,CHC,6,3,4.02,52,0,0,0,13,13,65.0,60,33,29,9,0,28,57,1.35,.245
Travis T Miller,MIN,2,2,2.72,52,0,0,0,0,0,49.2,55,19,15,3,0,16,40,1.43,.284
Albie A Lopez,TB,3,2,4.64,51,0,0,0,1,1,64.0,66,40,33,8,1,24,37,1.41,.263
Guillermo G Mota,MON,2,4,2.93,51,0,0,0,0,0,55.1,54,24,18,5,2,25,27,1.43,.257
Juan J Acevedo,STL,6,8,5.89,50,12,0,0,4,4,102.1,115,71,67,17,4,48,52,1.59,.291
Steve S Karsay,CLE,10,2,2.97,50,3,0,0,1,1,78.2,71,29,26,6,2,30,68,1.28,.247
Al A Levine,ANA,1,1,3.39,50,1,0,0,0,0,85.0,76,40,32,13,3,29,37,1.24,.247
T. J. T Mathews,OAK,9,5,3.81,50,0,0,0,3,3,59.0,46,28,25,9,2,20,42,1.12,.215
Heathcliff H Slocumb,STL,3,2,3.77,50,0,0,0,2,2,62.0,64,28,26,5,3,39,60,1.66,.267
Gabe G White,CIN,1,2,4.43,50,0,0,0,0,0,61.0,68,31,30,13,2,14,61,1.34,.281
Brian B Williams,HOU,2,1,4.41,50,0,0,0,0,0,67.1,69,35,33,4,5,35,53,1.54,.272
Esteban E Yan,TB,3,4,5.90,50,1,0,0,0,0,61.0,77,41,40,8,9,32,46,1.79,.326
Masao M Kida,DET,1,0,6.26,49,0,0,0,1,1,64.2,73,48,45,6,4,30,50,1.59,.289
Joe J Mays,MIN,6,11,4.37,49,20,2,1,0,0,171.0,179,92,83,24,2,67,115,1.44,.270
Jeff J Montgomery,KC,1,4,6.84,49,0,0,0,12,12,51.1,72,40,39,7,2,21,27,1.81,.343
Alvin A Morman,KC,2,4,4.05,49,0,0,0,1,1,53.1,66,27,24,6,4,23,31,1.67,.307
Brad B Rigby,KC,4,6,5.06,49,0,0,0,0,0,83.2,102,51,47,11,7,31,36,1.59,.303
Russ R Springer,ATL,2,1,3.42,49,0,0,0,1,1,47.1,31,20,18,5,2,22,49,1.12,.185
Amaury A Telemaco,PHI,4,0,5.77,49,0,0,0,0,0,53.0,52,34,34,10,2,26,43,1.47,.259
Tim T Wakefield,BOS,6,11,5.08,49,17,0,0,15,15,140.0,146,93,79,19,5,72,104,1.56,.266
Mike M Mohler,STL,1,1,4.38,48,0,0,0,1,1,49.1,47,26,24,3,1,23,31,1.42,.255
Trever T Miller,HOU,3,2,5.07,47,0,0,0,1,1,49.2,58,29,28,6,5,29,37,1.75,.299
Felix F Rodriguez,SF,2,3,3.80,47,0,0,0,0,0,66.1,67,32,28,6,2,29,55,1.45,.262
Julian J Tavarez,SF,2,0,5.93,47,0,0,0,0,0,54.2,65,38,36,7,8,25,33,1.65,.295
John J Franco,NYM,0,2,2.88,46,0,0,0,19,19,40.2,40,14,13,1,2,19,41,1.45,.255
Rodney R Myers,CHC,3,1,4.38,46,0,0,0,0,0,63.2,71,34,31,10,1,25,41,1.51,.289
Marc M Wilkins,PIT,2,3,4.24,46,0,0,0,0,0,51.0,49,28,24,3,4,26,44,1.47,.257
Tom T Davey,SEA,2,1,4.71,45,0,0,0,1,1,65.0,62,41,34,5,7,40,59,1.57,.250
John J Wasdin,BOS,8,3,4.12,45,0,0,0,2,2,74.1,66,38,34,14,0,18,57,1.13,.236
Darren D Holmes,ARI,4,3,3.70,44,0,0,0,0,0,48.2,50,21,20,3,1,25,35,1.54,.262
Vladimir V Nunez,FLA,7,10,4.06,44,12,0,0,1,1,108.2,95,63,49,11,4,54,86,1.37,.242
Rod R Beck,BOS,2,5,5.93,43,0,0,0,10,10,44.0,50,29,29,5,1,18,25,1.55,.289
Scott S Kamieniecki,BAL,2,4,4.95,43,3,0,0,2,2,56.1,52,32,31,4,4,29,39,1.44,.250
Scott S Radinsky,STL,2,1,4.88,43,0,0,0,3,3,27.2,27,16,15,2,1,18,17,1.63,.270
Arthur A Rhodes,BAL,3,4,5.43,43,0,0,0,3,3,53.0,43,37,32,9,0,45,59,1.66,.221
Rafael R Roque,MIL,1,6,5.34,43,9,0,0,1,1,84.1,96,52,50,16,4,42,66,1.64,.286
Norm N Charlton,TB,2,3,4.44,42,0,0,0,0,0,50.2,49,29,25,4,1,36,45,1.68,.257
Scott S Elarton,HOU,9,5,3.48,42,15,0,0,1,1,124.0,111,55,48,8,4,43,121,1.24,.238
Terry T Mulholland,ATL,10,8,4.39,42,24,0,0,1,1,170.1,201,95,83,21,1,45,83,1.44,.297
Robert R Person,PHI,10,7,4.68,42,22,0,0,2,2,148.0,139,84,77,24,6,85,139,1.51,.250
Dan D Serafini,CHC,3,2,6.93,42,4,0,0,1,1,62.1,86,51,48,9,1,32,17,1.89,.333
Paul P Spoljaric,TOR,2,5,6.26,42,5,0,0,0,0,73.1,85,65,51,10,3,39,73,1.69,.289
Bryce B Florie,BOS,4,1,4.65,41,5,0,0,0,0,81.1,94,50,42,8,2,35,65,1.59,.288
Paul P Quantrill,TOR,3,2,3.33,41,0,0,0,0,0,48.2,53,19,18,5,4,17,28,1.44,.282
Jeff J Wallace,PIT,1,0,3.69,41,0,0,0,0,0,39.0,26,17,16,2,0,38,41,1.64,.195
Rocky R Coppinger,MIL,5,4,5.40,40,2,0,0,0,0,58.1,60,37,35,13,0,42,56,1.75,.267
Mike M Duvall,TB,1,1,4.05,40,0,0,0,0,0,40.0,46,21,18,5,2,27,18,1.83,.293
Bryan B Ward,CWS,0,1,7.55,40,0,0,0,0,0,39.1,63,36,33,10,0,11,35,1.88,.368
Miguel M Batista,MON,8,7,4.88,39,17,2,1,1,1,134.2,146,88,73,10,7,58,95,1.51,.280
Willie W Blair,DET,3,11,6.85,39,16,0,0,0,0,134.0,169,107,102,29,4,44,82,1.59,.308
Hector H Carrasco,MIN,2,3,4.96,39,0,0,0,1,1,49.0,48,29,27,3,1,18,35,1.35,.261
Jason J Christiansen,PIT,2,3,4.06,39,0,0,0,3,3,37.2,26,17,17,2,2,22,35,1.27,.198
Pat P Mahomes,NYM,8,0,3.68,39,0,0,0,0,0,63.2,44,26,26,7,2,37,51,1.27,.198
Jeff J Nelson,NYY,2,1,4.15,39,0,0,0,1,1,30.1,27,14,14,2,3,22,35,1.62,.245
John J Halama,SEA,11,10,4.22,38,24,1,1,0,0,179.0,193,88,84,20,7,56,105,1.39,.282
Dennis D Springer,FLA,6,16,4.86,38,29,3,2,1,1,196.1,231,121,106,23,7,64,83,1.50,.303
Mac M Suzuki,KC,2,5,6.79,38,13,0,0,0,0,110.0,124,92,83,16,7,64,68,1.71,.286
Allen A Watson,NYY,6,3,3.51,38,4,0,0,1,1,77.0,72,35,30,13,1,35,64,1.39,.253
Matt M Anderson,DET,2,1,5.68,37,0,0,0,0,0,38.0,33,27,24,8,1,35,32,1.79,.232
Jeff J Fassero,TEX,5,14,7.20,37,27,0,0,0,0,156.1,208,135,125,35,4,83,114,1.86,.318
Pat P Rapp,BOS,6,7,4.12,37,26,0,0,0,0,146.1,147,78,67,13,7,69,90,1.48,.263
Jamie J Arnold,LA,2,4,5.48,36,3,0,0,1,1,69.0,81,50,42,6,6,34,26,1.67,.300
Jim J Corsi,BAL,1,3,4.34,36,0,0,0,0,0,37.1,40,19,18,6,2,20,22,1.61,.288
Roy R Halladay,TOR,8,7,3.92,36,18,1,1,1,1,149.1,156,76,65,19,4,79,82,1.57,.270
David D Lee,COL,3,2,3.67,36,0,0,0,0,0,49.0,43,21,20,4,4,29,38,1.47,.247
Greg G Mc Michael,OAK,1,1,5.08,36,0,0,0,0,0,33.2,35,19,19,6,2,20,21,1.63,.276
Chad C Ogea,PHI,6,12,5.63,36,28,0,0,0,0,168.0,192,110,105,36,4,61,77,1.51,.288
James J Baldwin,CWS,12,13,5.10,35,33,1,0,0,0,199.1,219,119,113,34,7,81,123,1.51,.278
Kevin K Brown,LA,18,9,3.00,35,35,5,1,0,0,252.1,210,99,84,19,7,59,221,1.07,.222
Tom T Glavine,ATL,14,11,4.12,35,35,2,0,0,0,234.0,259,115,107,18,4,83,138,1.46,.287
Rick R Helling,TEX,13,11,4.84,35,35,3,0,0,0,219.1,228,127,118,41,6,85,131,1.43,.272
Doug D Henry,HOU,2,3,4.65,35,0,0,0,2,2,40.2,45,24,21,8,3,24,36,1.70,.281
Randy R Johnson,ARI,17,9,2.48,35,35,12,2,0,0,271.2,207,86,75,30,9,70,364,1.02,.208
Jose J Lima,HOU,21,10,3.58,35,35,3,0,0,0,246.1,256,108,98,30,2,44,187,1.22,.265
Yorkis Y Perez,PHI,3,1,3.94,35,0,0,0,0,0,32.0,29,15,14,4,0,15,26,1.38,.244
Shane S Reynolds,HOU,16,14,3.85,35,35,4,2,0,0,231.2,250,108,99,23,1,37,197,1.24,.275
Kevin K Appier,OAK,16,14,5.17,34,34,1,0,0,0,209.0,230,131,120,27,7,84,131,1.50,.279
Pedro P Astacio,COL,17,11,5.04,34,34,7,0,0,0,232.0,258,140,130,38,11,75,210,1.44,.285
Dave D Burba,CLE,15,9,4.25,34,34,1,0,0,0,220.0,211,113,104,30,8,96,174,1.40,.254
Scott S Erickson,BAL,15,12,4.81,34,34,6,3,0,0,230.1,244,127,123,27,11,99,106,1.49,.280
Mike M Hampton,HOU,22,4,2.90,34,34,3,2,0,0,239.0,206,86,77,12,5,101,177,1.28,.241
Pat P Hentgen,TOR,11,12,4.79,34,34,1,0,0,0,199.0,225,115,106,32,3,65,118,1.46,.286
Dustin D Hermanson,MON,9,14,4.20,34,34,0,0,0,0,216.1,225,110,101,20,7,69,145,1.36,.271
Eric E Milton,MIN,7,11,4.49,34,34,5,2,0,0,206.1,190,111,103,28,3,63,163,1.23,.243
Mike M Morgan,TEX,13,10,6.24,34,25,1,0,0,0,140.0,184,108,97,25,7,48,61,1.66,.323
Jose J Santiago,KC,3,4,3.42,34,0,0,0,2,2,47.1,46,23,18,7,2,14,15,1.27,.251
Jose J Silva,PIT,2,8,5.73,34,12,0,0,4,4,97.1,108,70,62,10,3,39,77,1.51,.281
Steve S Trachsel,CHC,8,18,5.56,34,34,4,0,0,0,205.2,226,133,127,32,3,64,149,1.41,.280
David D Wells,TOR,17,10,4.82,34,34,7,1,0,0,231.2,246,132,124,32,6,62,169,1.33,.271
Rigo R Beltran,COL,1,1,4.50,33,0,0,0,0,0,42.0,50,24,21,7,1,19,50,1.64,.291
Andy A Benes,ARI,13,12,4.81,33,32,0,0,0,0,198.1,216,117,106,34,4,82,141,1.50,.273
Brian B Boehringer,SD,6,5,3.24,33,11,0,0,0,0,94.1,97,38,34,10,1,35,64,1.40,.267
Brian B Bohanon,COL,12,12,6.20,33,33,3,1,0,0,197.1,236,146,136,30,14,92,120,1.66,.305
Tim T Byrdak,KC,0,3,7.66,33,0,0,0,1,1,24.2,32,24,21,5,1,20,17,2.11,.308
Kelvim K Escobar,TOR,14,11,5.69,33,30,1,0,0,0,174.0,203,118,110,19,10,81,129,1.63,.293
Chuck C Finley,ANA,12,11,4.43,33,33,1,0,0,0,213.1,197,117,105,23,8,94,200,1.36,.246
Freddy F Garcia,SEA,17,8,4.07,33,33,2,1,0,0,201.1,205,96,91,18,10,90,170,1.47,.263
Juan J Guzman,CIN,11,12,3.74,33,33,2,1,0,0,200.0,194,96,83,28,4,86,155,1.40,.255
Greg G Hansell,PIT,1,3,3.89,33,0,0,0,0,0,39.1,42,20,17,5,3,11,34,1.35,.280
Pete P Harnisch,CIN,16,10,3.68,33,33,2,2,0,0,198.1,190,86,81,25,5,57,120,1.25,.252
La Troy L Hawkins,MIN,10,14,6.66,33,33,1,0,0,0,174.1,238,136,129,29,1,60,103,1.71,.323
Gil G Heredia,OAK,13,8,4.81,33,33,1,0,0,0,200.1,228,119,107,22,8,34,117,1.31,.283
Orlando O Hernandez,NYY,17,9,4.12,33,33,2,1,0,0,214.1,187,108,98,24,8,87,157,1.28,.233
Sterling S Hitchcock,SD,12,14,4.11,33,33,1,0,0,0,205.2,202,99,94,29,5,76,194,1.35,.254
Jason J Isringhausen,OAK,1,4,4.73,33,5,0,0,9,9,64.2,64,35,34,9,3,34,51,1.52,.258
Scott S Karl,MIL,11,11,4.78,33,33,0,0,0,0,197.2,246,121,105,21,8,69,74,1.59,.312
Greg G Maddux,ATL,19,9,3.57,33,33,4,0,0,0,219.1,258,103,87,16,4,37,136,1.34,.294
Kevin K Millwood,ATL,18,7,2.68,33,33,2,0,0,0,228.0,168,80,68,24,4,59,205,1.00,.202
Dave D Mlicki,DET,14,13,4.61,33,31,2,0,0,0,199.0,219,112,102,25,12,72,120,1.46,.278
Charles C Nagy,CLE,17,11,4.95,33,32,1,0,0,0,202.0,238,120,111,26,6,59,126,1.47,.293
Dan D Naulty,NYY,1,0,4.38,33,0,0,0,0,0,49.1,40,24,24,8,4,22,25,1.26,.225
Russ R Ortiz,SF,18,9,3.81,33,33,3,0,0,0,207.2,189,109,88,24,6,125,164,1.51,.244
Chan Ho C Park,LA,13,11,5.23,33,33,0,0,0,0,194.1,208,120,113,31,14,100,174,1.58,.276
Brad B Radke,MIN,12,14,3.75,33,33,4,0,0,0,218.2,239,97,91,28,1,44,121,1.29,.280
Jose J Rosado,KC,10,14,3.85,33,33,5,0,0,0,208.0,197,103,89,24,5,72,141,1.29,.248
Kirk K Rueter,SF,15,10,5.41,33,33,1,0,0,0,184.2,219,118,111,28,2,55,94,1.48,.297
Jason J Schmidt,PIT,13,11,4.19,33,33,2,0,0,0,212.2,219,110,99,24,3,85,148,1.43,.262
Aaron A Sele,TEX,18,9,4.79,33,33,2,2,0,0,205.0,244,115,109,21,12,70,186,1.53,.293
Brett B Tomko,CIN,5,7,4.92,33,26,1,0,0,0,172.0,175,103,94,31,4,60,132,1.37,.263
Woody W Williams,SD,12,12,4.41,33,33,0,0,0,0,208.1,213,106,102,33,2,73,137,1.37,.268
Paul P Byrd,PHI,15,11,4.60,32,32,1,0,0,0,199.2,205,119,102,34,17,70,106,1.38,.265
Bobby B Chouinard,ARI,5,2,2.68,32,0,0,0,1,1,40.1,31,16,12,3,0,12,23,1.07,.220
Bartolo B Colon,CLE,18,5,3.95,32,32,1,1,0,0,205.0,185,97,90,24,7,76,161,1.27,.242
Omar O Daal,ARI,16,9,3.65,32,32,2,1,0,0,214.2,188,92,87,21,7,79,148,1.24,.236
Shawn S Estes,SF,11,11,4.92,32,32,1,1,0,0,203.0,209,121,111,21,5,112,159,1.58,.268
Orel O Hershiser,NYM,13,12,4.58,32,32,0,0,0,0,179.0,175,92,91,14,11,77,89,1.41,.260
Chris C Holt,HOU,5,13,4.66,32,26,0,0,1,1,164.0,193,92,85,12,8,57,115,1.52,.303
