PLAYER,TEAM,W,L,ERA,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG
Steve S Reed,CLE,4,3,3.14,70,0,0,0,1,1,80.1,56,29,28,8,5,27,73,1.03,.194
Billy B Taylor,OAK,4,9,3.58,70,0,0,0,33,33,73.0,71,37,29,7,3,22,58,1.27,.255
Mike M Timlin,SEA,3,3,2.95,70,0,0,0,19,19,79.1,78,26,26,5,3,16,60,1.18,.264
Matt M Whisenant,KC,2,1,4.90,70,0,0,0,2,2,60.2,61,37,33,3,3,33,45,1.55,.271
Paul P Assenmacher,CLE,2,5,3.26,69,0,0,0,3,3,47.0,54,22,17,5,1,19,43,1.55,.286
John J Frascatore,STL,3,4,4.14,69,0,0,0,0,0,95.2,95,48,44,11,3,36,49,1.37,.256
Michael M Jackson,CLE,1,1,1.55,69,0,0,0,40,40,64.0,43,11,11,4,4,13,55,0.88,.195
Doug D Jones,CLE,4,6,4.54,69,0,0,0,13,13,85.1,99,44,43,17,4,17,71,1.36,.292
Mark M Leiter,PHI,7,5,3.55,69,0,0,0,23,23,88.2,67,36,35,8,8,47,84,1.29,.216
Jesse J Orosco,BAL,4,1,3.18,69,0,0,0,7,7,56.2,46,20,20,6,1,28,50,1.31,.221
Jerry J Spradlin,PHI,4,4,3.53,69,0,0,0,1,1,81.2,63,34,32,9,2,20,76,1.02,.216
Gabe G White,CIN,5,5,4.01,69,3,0,0,9,9,98.2,86,46,44,17,1,27,83,1.15,.231
Rick R Aguilera,MIN,4,9,4.24,68,0,0,0,38,38,74.1,75,35,35,8,1,15,57,1.21,.262
Jerry J Dipoto,COL,3,4,3.53,68,0,0,0,19,19,71.1,61,31,28,8,3,25,49,1.21,.232
Eric E Gunderson,TEX,0,3,5.19,68,1,0,0,0,0,67.2,88,43,39,13,1,19,41,1.58,.315
Jim J Mecir,TB,7,2,3.11,68,0,0,0,0,0,84.0,68,30,29,6,3,33,77,1.20,.225
Rich R Rodriguez,SF,4,0,3.70,68,0,0,0,2,2,65.2,69,28,27,7,0,20,44,1.36,.272
Roberto R Hernandez,TB,2,6,4.04,67,0,0,0,26,26,71.1,55,33,32,5,5,41,55,1.35,.212
Dan D Miceli,SD,10,5,3.22,67,0,0,0,2,2,72.2,64,28,26,6,1,27,70,1.25,.238
Troy T Percival,ANA,2,7,3.65,67,0,0,0,42,42,66.2,45,31,27,5,3,37,87,1.23,.186
Mike M Stanton,NYY,4,1,5.47,67,0,0,0,6,6,79.0,71,51,48,13,4,26,69,1.23,.239
Scott S Sullivan,CIN,5,5,5.21,67,0,0,0,1,1,102.0,98,62,59,14,9,36,86,1.31,.253
Trevor T Hoffman,SD,4,2,1.48,66,0,0,0,53,53,73.0,41,12,12,2,1,21,86,0.85,.165
Curt C Leskanic,COL,6,4,4.40,66,0,0,0,2,2,75.2,75,37,37,9,1,40,55,1.52,.259
T. J. T Mathews,OAK,7,4,4.58,66,0,0,0,1,1,72.2,71,44,37,6,4,29,53,1.38,.258
Turk T Wendell,NYM,5,1,2.93,66,0,0,0,4,4,76.2,62,25,25,4,2,33,58,1.24,.221
Todd T Jones,DET,1,4,4.97,65,0,0,0,28,28,63.1,58,38,35,7,2,36,57,1.48,.249
Lance L Painter,STL,4,0,3.99,65,0,0,0,1,1,47.1,42,24,21,5,4,28,39,1.48,.249
Tim T Crabtree,TEX,6,1,3.59,64,0,0,0,0,0,85.1,86,40,34,3,3,35,60,1.42,.264
Greg G Mc Michael,NYM,5,4,4.10,64,0,0,0,2,2,68.0,81,39,31,9,4,35,55,1.71,.301
Gregg G Olson,ARI,3,4,3.01,64,0,0,0,30,30,68.2,56,25,23,4,1,25,55,1.18,.223
Ugueth U Urbina,MON,6,3,1.30,64,0,0,0,34,34,69.1,37,11,10,2,0,33,94,1.01,.157
Esteban E Yan,TB,5,4,3.86,64,0,0,0,1,1,88.2,78,41,38,11,5,41,77,1.34,.236
Terry T Adams,CHC,7,7,4.33,63,0,0,0,1,1,72.2,72,39,35,7,1,41,73,1.56,.255
Hector H Carrasco,MIN,4,2,4.38,63,0,0,0,1,1,61.2,75,30,30,4,1,31,46,1.72,.304
Derek D Lowe,BOS,3,9,4.02,63,10,0,0,4,4,123.0,126,65,55,5,4,42,77,1.37,.267
Eric E Plunk,MIL,4,3,4.33,63,0,0,0,1,1,72.2,77,37,35,9,5,30,74,1.47,.277
Dave D Veres,COL,3,1,2.83,63,0,0,0,8,8,76.1,67,26,24,6,2,27,74,1.23,.233
John J Wetteland,TEX,3,1,2.03,63,0,0,0,42,42,62.0,47,17,14,6,0,14,72,0.98,.203
Bobby B Ayala,SEA,1,10,7.29,62,0,0,0,8,8,75.1,100,66,61,9,1,26,68,1.67,.323
Shayne S Bennett,MON,5,5,5.50,62,0,0,0,1,1,91.2,97,61,56,8,6,45,59,1.55,.276
Danny D Graves,CIN,2,1,3.32,62,0,0,0,8,8,81.1,76,31,30,6,2,28,44,1.28,.252
Randy R Myers,SD,4,7,4.92,62,0,0,0,28,28,56.2,59,31,31,6,2,26,41,1.50,.267
Jay J Powell,HOU,7,7,3.33,62,0,0,0,7,7,70.1,58,28,26,6,3,37,62,1.35,.225
Scott S Radinsky,LA,6,6,2.63,62,0,0,0,13,13,61.2,63,21,18,5,4,20,45,1.35,.272
Rich R De Lucia,ANA,2,6,4.27,61,0,0,0,3,3,71.2,56,36,34,10,3,46,73,1.42,.221
John J Franco,NYM,0,8,3.62,61,0,0,0,38,38,64.2,66,28,26,4,4,29,59,1.47,.267
Shigetoshi S Hasegawa,ANA,8,3,3.14,61,0,0,0,5,5,97.1,86,37,34,14,2,32,73,1.21,.241
Matt M Karchner,CHC,5,5,5.15,61,0,0,0,11,11,64.2,63,39,37,8,7,33,52,1.48,.253
Doug D Brocail,DET,5,2,2.73,60,0,0,0,0,0,62.2,47,23,19,2,1,18,55,1.04,.211
Jason J Christiansen,PIT,3,3,2.51,60,0,0,0,6,6,64.2,51,22,18,2,0,27,71,1.21,.216
Mike M Fetters,ANA,2,8,4.30,60,0,0,0,5,5,58.2,62,34,28,5,1,25,43,1.48,.267
Ricardo R Rincon,PIT,0,2,2.91,60,0,0,0,14,14,65.0,50,31,21,6,0,29,64,1.22,.208
Bill B Simas,CWS,4,3,3.57,60,0,0,0,18,18,70.2,54,29,28,12,1,22,56,1.08,.206
Julian J Tavarez,SF,5,3,3.80,60,0,0,0,1,1,85.1,96,41,36,5,8,36,52,1.55,.298
Jim J Corsi,BOS,3,2,2.59,59,0,0,0,0,0,66.0,58,23,19,6,1,23,49,1.23,.235
Vic V Darensbourg,FLA,0,7,3.68,59,0,0,0,1,1,71.0,52,29,29,5,0,30,74,1.15,.207
Mike M De Jean,COL,3,1,3.03,59,1,0,0,2,2,74.1,78,29,25,4,1,24,27,1.37,.285
Doug D Henry,HOU,8,2,3.04,59,0,0,0,2,2,71.0,55,25,24,9,0,35,59,1.27,.216
Antonio A Alfonseca,FLA,4,6,4.08,58,0,0,0,8,8,70.2,75,36,32,10,3,33,46,1.53,.281
John J Hudek,CIN,5,6,3.09,58,0,0,0,0,0,64.0,50,27,22,8,4,47,68,1.52,.219
Billy B Wagner,HOU,4,3,2.70,58,0,0,0,30,30,60.0,46,19,18,6,0,25,97,1.18,.211
Mike M Mohler,OAK,3,3,5.16,57,0,0,0,0,0,61.0,70,38,35,6,4,26,42,1.57,.289
Yorkis Y Perez,PHI,0,2,3.81,57,0,0,0,0,0,52.0,40,23,22,3,0,25,42,1.25,.209
Heathcliff H Slocumb,SEA,2,5,5.32,57,0,0,0,3,3,67.2,72,40,40,5,1,44,51,1.71,.275
Miguel M Batista,MON,3,5,3.80,56,13,0,0,0,0,135.0,141,66,57,12,6,65,92,1.53,.274
Brian B Boehringer,SD,5,2,4.36,56,1,0,0,0,0,76.1,75,38,37,10,4,45,67,1.57,.257
Jeff J Montgomery,KC,2,5,4.98,56,0,0,0,36,36,56.0,58,35,31,8,2,22,54,1.43,.264
Danny D Patterson,TEX,2,5,4.45,56,0,0,0,2,2,60.2,64,31,30,11,2,19,33,1.37,.274
Alan A Embree,ARI,4,2,4.19,55,0,0,0,1,1,53.2,56,32,25,7,1,23,43,1.47,.269
Carlos C Castillo,CWS,6,4,5.11,54,2,0,0,0,0,100.1,94,61,57,17,5,35,64,1.29,.246
Keith K Foulke,CWS,3,2,4.13,54,0,0,0,1,1,65.1,51,31,30,9,4,20,57,1.09,.213
Rich R Loiselle,PIT,2,7,3.44,54,0,0,0,19,19,55.0,56,26,21,2,2,36,48,1.67,.262
Albie A Lopez,TB,7,4,2.60,54,0,0,0,1,1,79.2,73,31,23,7,3,32,62,1.32,.249
Antonio A Osuna,LA,7,1,3.06,54,0,0,0,6,6,64.2,50,26,22,8,2,32,72,1.27,.214
Mariano M Rivera,NYY,3,0,1.91,54,0,0,0,36,36,61.1,48,13,13,3,1,17,36,1.06,.215
Brian B Edmondson,FLA,4,4,3.91,53,0,0,0,0,0,76.0,76,38,33,10,3,37,40,1.49,.266
Mark M Guthrie,LA,2,1,3.50,53,0,0,0,0,0,54.0,56,26,21,3,2,24,45,1.48,.267
Mike M Holtz,ANA,2,2,4.75,53,0,0,0,1,1,30.1,38,16,16,0,1,15,29,1.75,.322
Dennis D Martinez,ATL,4,6,4.45,53,5,1,1,2,2,91.0,109,53,45,8,3,19,62,1.41,.295
Paul P Spoljaric,SEA,4,6,6.48,53,6,0,0,0,0,83.1,85,67,60,14,1,55,89,1.68,.263
Doug D Bochtler,DET,0,2,6.15,51,0,0,0,0,0,67.1,73,48,46,17,3,42,45,1.71,.279
Mike M Maddux,MON,3,4,3.72,51,0,0,0,1,1,55.2,50,24,23,3,1,15,33,1.17,.243
Juan J Acevedo,STL,8,3,2.56,50,9,0,0,15,15,98.1,83,30,28,7,4,29,56,1.14,.236
Greg G Cadaret,TEX,1,2,4.23,50,0,0,0,1,1,44.2,49,21,21,7,3,18,42,1.50,.274
Dennis D Eckersley,BOS,4,1,4.76,50,0,0,0,1,1,39.2,46,21,21,6,2,8,22,1.36,.291
Graeme G Lloyd,NYY,3,0,1.67,50,0,0,0,0,0,37.2,26,10,7,3,2,6,20,0.85,.191
Al A Reyes,MIL,5,1,3.95,50,0,0,0,0,0,57.0,55,26,25,9,2,31,58,1.51,.255
Mel M Rojas,NYM,5,2,6.05,50,0,0,0,2,2,58.0,68,39,39,9,3,30,41,1.69,.305
Norm N Charlton,ATL,2,1,5.44,49,0,0,0,1,1,48.0,53,29,29,5,1,33,47,1.79,.275
Chad C Fox,MIL,1,4,3.95,49,0,0,0,0,0,57.0,56,27,25,4,1,20,64,1.33,.260
Pep P Harris,ANA,3,1,4.35,49,0,0,0,0,0,60.0,55,32,29,7,0,23,34,1.30,.239
Scott S Aldred,TB,0,0,3.73,48,0,0,0,0,0,31.1,33,13,13,1,2,12,21,1.44,.280
Jeff J Brantley,STL,0,5,4.44,48,0,0,0,14,14,50.2,40,26,25,12,1,18,48,1.14,.220
Mike M Magnante,HOU,4,7,4.88,48,0,0,0,2,2,51.2,56,28,28,2,4,26,39,1.59,.276
Mark M Petkovsek,STL,7,4,4.77,48,10,0,0,0,0,105.2,131,63,56,9,8,36,55,1.58,.312
Russ R Springer,ATL,5,4,4.10,48,0,0,0,0,0,52.2,51,26,24,4,1,30,56,1.54,.258
John J Rocker,ATL,1,3,2.13,47,0,0,0,2,2,38.0,22,10,9,4,3,22,42,1.16,.172
Aaron A Small,ARI,4,2,5.59,47,0,0,0,0,0,67.2,83,48,42,8,4,22,33,1.55,.305
John J Wasdin,BOS,6,4,5.25,47,8,0,0,0,0,96.0,111,57,56,14,2,27,59,1.44,.288
Scott S Bailes,TEX,1,0,6.47,46,0,0,0,0,0,40.1,61,33,29,5,0,11,30,1.79,.351
Xavier X Hernandez,TEX,6,6,3.57,46,0,0,0,1,1,58.0,43,27,23,5,1,30,41,1.26,.207
Carlos C Reyes,BOS,3,3,3.55,46,0,0,0,1,1,66.0,58,26,26,6,3,20,47,1.18,.242
Donne D Wall,SD,5,4,2.43,46,1,0,0,1,1,70.1,50,20,19,6,1,32,56,1.17,.202
Jeff J Nelson,NYY,5,3,3.79,45,0,0,0,3,3,40.1,44,18,17,1,8,22,35,1.64,.278
Arthur A Rhodes,BAL,4,4,3.51,45,0,0,0,4,4,77.0,65,30,30,8,1,34,83,1.29,.233
Clint C Sodowsky,ARI,3,6,5.68,45,6,0,0,0,0,77.2,86,56,49,5,7,39,42,1.61,.283
Kent K Bottenfield,STL,4,6,4.44,44,17,0,0,4,4,133.2,128,72,66,13,4,57,98,1.38,.254
Bob B Howry,CWS,0,3,3.15,44,0,0,0,9,9,54.1,37,20,19,7,2,19,51,1.03,.194
Bill B Risley,TOR,3,4,5.27,44,0,0,0,0,0,54.2,52,37,32,7,4,34,42,1.57,.259
David D Weathers,MIL,6,5,4.91,44,9,0,0,0,0,110.0,130,69,60,6,3,41,94,1.55,.295
Elmer E Dessens,PIT,2,6,5.67,43,5,0,0,0,0,74.2,90,50,47,10,0,25,43,1.54,.300
C. J. C Nitkowski,HOU,3,3,3.77,43,0,0,0,3,3,59.2,49,27,25,4,6,23,44,1.21,.228
Marc M Pisciotta,CHC,1,2,4.09,43,0,0,0,0,0,44.0,44,21,20,4,2,32,31,1.73,.259
Felix F Rodriguez,ARI,0,2,6.14,43,0,0,0,5,5,44.0,44,31,30,5,1,29,36,1.66,.259
Paul P Shuey,CLE,5,4,3.00,43,0,0,0,2,2,51.0,44,19,17,6,3,25,58,1.35,.229
Tim T Worrell,OAK,2,7,5.24,43,9,0,0,0,0,103.0,106,62,60,16,1,29,82,1.31,.262
Matt M Anderson,DET,5,1,3.27,42,0,0,0,0,0,44.0,38,16,16,3,2,31,44,1.57,.250
Willie W Banks,ARI,2,3,4.81,42,0,0,0,1,1,58.0,54,37,31,6,2,37,40,1.57,.247
Jim J Bruske,NYY,4,0,3.45,42,1,0,0,1,1,60.0,66,25,23,5,3,24,38,1.50,.277
Bryce B Florie,DET,8,9,4.80,42,16,0,0,0,0,133.0,141,80,71,16,4,59,97,1.50,.275
Matt M Mantei,FLA,3,4,2.96,42,0,0,0,9,9,54.2,38,19,18,1,7,23,63,1.12,.203
Rick R Croushore,STL,0,3,4.97,41,0,0,0,8,8,54.1,44,31,30,6,4,29,47,1.34,.213
Tony T Fossas,TEX,1,3,5.96,41,0,0,0,0,0,22.2,30,15,15,1,0,16,23,2.03,.330
Ramiro R Mendoza,NYY,10,2,3.25,41,14,1,1,1,1,130.1,131,50,47,9,9,30,56,1.24,.264
Kirt K Ojala,FLA,2,7,4.25,41,13,1,0,0,0,125.0,128,71,59,14,4,59,75,1.50,.267
Amaury A Telemaco,ARI,7,10,3.93,41,18,0,0,0,0,148.2,150,75,65,18,4,46,78,1.32,.262
Stan S Belinda,CIN,4,8,3.23,40,0,0,0,1,1,61.1,46,23,22,7,1,28,57,1.21,.212
Alvin A Morman,SF,0,2,5.28,40,0,0,0,0,0,29.0,33,17,17,5,0,14,23,1.62,.292
Mike M Munoz,COL,2,2,5.66,40,0,0,0,3,3,41.1,53,32,26,2,1,16,24,1.67,.312
Brian B Bevil,KC,3,1,6.30,39,0,0,0,0,0,40.0,47,29,28,4,3,22,47,1.73,.283
Brian B Bohanon,LA,7,11,2.67,39,18,2,0,0,0,151.2,121,56,45,13,11,57,111,1.17,.220
Ricky R Bottalico,PHI,1,5,6.44,39,0,0,0,6,6,43.1,54,31,31,7,1,25,27,1.82,.305
Sterling S Hitchcock,SD,9,7,3.93,39,27,2,1,1,1,176.1,169,83,77,29,9,48,158,1.23,.251
Chris C Peters,PIT,8,10,3.47,39,21,1,0,1,1,148.0,142,63,57,13,3,55,103,1.33,.252
Jim J Pittsley,KC,1,1,6.59,39,2,0,0,0,0,68.1,88,56,50,13,2,37,44,1.83,.322
Chris C Haney,CHC,6,6,7.04,38,12,0,0,0,0,102.1,128,82,80,20,5,37,55,1.61,.309
Jim J Poole,CLE,1,3,5.26,38,0,0,0,0,0,39.1,47,24,23,5,1,12,27,1.50,.301
Jose J Rosado,KC,8,11,4.69,38,25,2,1,1,1,174.2,180,106,91,25,5,57,135,1.36,.260
Rob R Stanifer,FLA,2,4,5.63,38,0,0,0,1,1,48.0,54,33,30,5,0,22,30,1.58,.277
Rick R White,TB,2,6,3.80,38,3,0,0,0,0,68.2,66,32,29,8,2,23,39,1.30,.253
James J Baldwin,CWS,13,6,5.32,37,24,1,0,0,0,159.0,176,103,94,18,10,60,108,1.48,.278
Javier J Martinez,PIT,0,1,4.83,37,0,0,0,0,0,41.0,39,32,22,5,4,34,42,1.78,.248
Trever T Miller,HOU,2,0,3.04,37,1,0,0,1,1,53.1,57,21,18,4,1,20,30,1.44,.266
Jaime J Navarro,CWS,8,16,6.36,37,27,1,0,1,1,172.2,223,135,122,30,7,77,71,1.74,.315
Omar O Olivares,ANA,9,9,4.03,37,26,1,0,0,0,183.0,189,92,82,19,5,91,112,1.53,.270
Pete P Smith,BAL,5,5,5.50,37,12,0,0,0,0,88.1,102,54,54,12,3,34,65,1.54,.290
Jeff J Tabaka,PIT,2,2,3.02,37,0,0,0,0,0,50.2,37,19,17,6,5,22,40,1.16,.204
Mike M Williams,PIT,4,2,1.94,37,1,0,0,0,0,51.0,39,12,11,1,0,16,59,1.08,.211
Kevin K Brown,SD,18,7,2.38,36,35,7,3,0,0,257.0,225,77,68,8,10,49,257,1.07,.235
Mike M Cather,ATL,2,2,3.92,36,0,0,0,0,0,41.1,39,21,18,7,2,12,33,1.23,.255
Scott S Erickson,BAL,16,13,4.01,36,36,11,2,0,0,251.1,284,125,112,23,13,69,186,1.40,.281
Darryl D Kile,COL,13,17,5.20,36,35,4,1,0,0,230.1,257,141,133,28,7,96,158,1.53,.287
Curtis C King,STL,2,0,3.53,36,0,0,0,2,2,51.0,50,20,20,5,3,20,28,1.37,.262
Tim T Wakefield,BOS,17,8,4.58,36,33,2,0,0,0,216.0,211,123,110,30,14,79,146,1.34,.252
Pedro P Astacio,COL,13,14,6.23,35,34,0,0,0,0,209.1,245,160,145,39,17,74,170,1.52,.294
Bobby B Jones,COL,7,8,5.22,35,20,1,0,0,0,141.1,153,87,82,12,6,66,109,1.55,.282
Esteban E Loaiza,TEX,9,11,5.16,35,28,1,0,0,0,171.0,199,107,98,28,5,52,108,1.47,.295
Mike M Remlinger,CIN,8,15,4.82,35,28,1,1,0,0,164.1,164,96,88,23,5,87,144,1.53,.266
Shane S Reynolds,HOU,19,8,3.51,35,35,3,1,0,0,233.1,257,99,91,25,2,53,209,1.33,.280
Jesus J Sanchez,FLA,7,9,4.47,35,29,0,0,0,0,173.0,178,98,86,18,4,91,137,1.55,.272
Julio J Santana,TB,5,6,4.39,35,19,1,0,0,0,145.2,151,77,71,18,5,62,61,1.46,.272
Curt C Schilling,PHI,15,14,3.25,35,35,15,2,0,0,268.2,236,101,97,23,6,61,300,1.11,.236
Kevin K Tapani,CHC,19,9,4.85,35,34,2,2,0,0,219.0,244,120,118,30,5,62,136,1.40,.284
Steve S Avery,BOS,10,7,5.02,34,23,0,0,0,0,123.2,128,74,69,14,4,64,57,1.55,.269
Tim T Belcher,KC,14,14,4.27,34,34,2,0,0,0,234.0,247,127,111,37,7,73,130,1.37,.272
Andy A Benes,ARI,14,13,3.97,34,34,1,0,0,0,231.1,221,111,102,25,6,74,164,1.28,.251
Willie W Blair,NYM,5,16,4.98,34,25,0,0,0,0,175.1,188,101,97,31,4,61,92,1.42,.282
Chuck C Finley,ANA,11,9,3.39,34,34,1,1,0,0,223.1,210,97,84,20,6,109,212,1.43,.246
Joey J Hamilton,SD,13,13,4.27,34,34,0,0,0,0,217.1,220,113,103,15,8,106,147,1.50,.267
Orel O Hershiser,SF,11,10,4.41,34,34,0,0,0,0,202.0,200,105,99,22,13,85,126,1.41,.259
Darren D Holmes,NYY,0,3,3.33,34,0,0,0,2,2,51.1,53,19,19,4,2,14,31,1.31,.270
Randy R Johnson,HOU,19,11,3.28,34,34,10,6,0,0,244.1,203,102,89,23,14,86,329,1.18,.224
Greg G Maddux,ATL,18,9,2.22,34,34,9,5,0,0,251.0,201,75,62,13,7,45,204,0.98,.220
Jamie J Moyer,SEA,15,9,3.53,34,34,4,3,0,0,234.1,234,99,92,23,10,42,158,1.18,.256
Chan Ho C Park,LA,15,9,3.71,34,34,2,0,0,0,220.2,199,101,91,16,11,97,191,1.34,.244
Carlos C Perez,LA,11,14,3.59,34,34,7,2,0,0,241.0,244,109,96,21,3,63,128,1.27,.264
Kenny K Rogers,OAK,16,8,3.17,34,34,7,1,0,0,238.2,215,96,84,19,7,67,138,1.18,.242
Rudy R Seanez,ATL,4,1,2.75,34,0,0,0,2,2,36.0,25,13,11,2,1,16,50,1.14,.195
Justin J Thompson,DET,11,15,4.05,34,34,5,0,0,0,222.0,227,114,100,20,2,79,149,1.38,.267
Brett B Tomko,CIN,13,12,4.44,34,34,1,0,0,0,210.2,198,111,104,22,7,64,162,1.24,.247
Steve S Woodard,MIL,10,12,4.18,34,26,0,0,0,0,165.2,170,83,77,19,9,33,135,1.23,.264
Jamey J Wright,COL,9,14,5.67,34,34,1,0,0,0,206.1,235,143,130,24,11,95,86,1.60,.294
Andy A Ashby,SD,17,9,3.34,33,33,5,1,0,0,226.2,223,90,84,23,7,58,151,1.24,.259
Tom T Candiotti,OAK,11,16,4.84,33,33,3,0,0,0,201.0,222,124,108,30,9,63,98,1.42,.281
Chris C Carpenter,TOR,12,7,4.37,33,24,1,1,0,0,175.0,177,97,85,18,5,61,136,1.36,.265
Mark M Clark,CHC,9,14,4.84,33,33,2,1,0,0,213.2,236,116,115,23,4,48,161,1.33,.278
Roger R Clemens,TOR,20,6,2.65,33,33,5,3,0,0,234.2,169,78,69,11,7,88,271,1.10,.198
Francisco F Cordova,PIT,13,14,3.31,33,33,3,2,0,0,220.1,204,91,81,22,3,69,157,1.24,.245
Omar O Daal,ARI,8,12,2.88,33,23,3,1,0,0,162.2,146,60,52,12,3,51,132,1.21,.245
Danny D Darwin,SF,8,10,5.51,33,25,0,0,0,0,148.2,176,97,91,23,3,49,81,1.51,.297
Scott S Eyre,CWS,3,8,5.38,33,17,0,0,0,0,107.0,114,78,64,24,2,64,73,1.66,.271
Mark M Gardner,SF,13,6,4.33,33,33,4,2,0,0,212.0,203,106,102,29,6,65,151,1.26,.253
Tom T Glavine,ATL,20,6,2.47,33,33,4,3,0,0,229.1,202,67,63,13,2,74,157,1.20,.238
Juan J Guzman,BAL,10,16,4.35,33,33,2,0,0,0,211.0,193,117,102,23,8,98,168,1.38,.240
La Troy L Hawkins,MIN,7,14,5.25,33,33,0,0,0,0,190.1,227,126,111,27,5,61,105,1.51,.299
Jimmy J Haynes,OAK,11,9,5.09,33,33,1,1,0,0,194.1,229,124,110,25,5,88,134,1.63,.298
Rick R Helling,TEX,20,7,4.41,33,33,4,2,0,0,216.1,209,109,106,27,1,78,164,1.33,.253
Livan L Hernandez,FLA,10,12,4.72,33,33,9,0,0,0,234.1,265,133,123,37,6,104,162,1.57,.289
Scott S Karl,MIL,10,11,4.40,33,33,0,0,0,0,192.1,219,104,94,21,4,66,102,1.48,.290
Jose J Lima,HOU,16,8,3.70,33,33,3,1,0,0,233.1,229,100,96,34,7,32,169,1.12,.256
Pedro P Martinez,BOS,19,7,2.89,33,33,3,2,0,0,233.2,188,82,75,26,8,67,251,1.09,.217
Brian B Moehler,DET,14,13,3.90,33,33,4,3,0,0,221.1,220,103,96,30,2,56,123,1.25,.260
Charles C Nagy,CLE,15,10,5.22,33,33,2,0,0,0,210.1,250,139,122,34,9,66,120,1.50,.298
Bob B Patterson,CHC,1,1,7.52,33,0,0,0,1,1,20.1,36,20,17,2,0,12,17,2.36,.391
Andy A Pettitte,NYY,16,11,4.24,33,32,5,0,0,0,216.1,226,110,102,20,6,87,146,1.45,.274
Kirk K Rueter,SF,16,9,4.36,33,33,1,0,0,0,187.2,193,100,91,27,7,57,102,1.33,.265
Jason J Schmidt,PIT,11,14,4.07,33,33,0,0,0,0,214.1,228,106,97,24,4,71,158,1.40,.275
Aaron A Sele,TEX,19,11,4.23,33,33,3,2,0,0,212.2,239,116,100,14,13,84,167,1.52,.283
Mike M Sirotka,CWS,14,15,5.06,33,33,5,0,0,0,211.2,255,137,119,30,2,47,128,1.43,.300
Todd T Stottlemyre,TEX,14,13,3.74,33,33,3,0,0,0,221.2,214,107,92,25,4,81,204,1.33,.252
Steve S Trachsel,CHC,15,8,4.46,33,33,1,0,0,0,208.0,204,107,103,27,8,84,149,1.38,.260
