PLAYER,TEAM,W,L,ERA,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG
Rafael R Perez,CLE,6,1,3.25,70,0,0,0,0,4,61.0,72,23,22,3,0,25,36,1.59,.300
Chad C Qualls,TB,3,4,7.32,70,0,0,0,12,19,59.0,85,56,48,7,2,21,49,1.80,.340
Tony T Sipp,CLE,2,2,4.14,70,0,0,0,1,3,63.0,48,30,29,12,2,39,69,1.38,.218
Brian B Wilson,SF,3,3,1.81,70,0,0,0,48,53,74.2,62,16,15,3,1,26,93,1.18,.220
Todd T Coffey,MIL,2,4,4.76,69,0,0,0,0,2,62.1,65,40,33,8,3,23,56,1.41,.270
Jason J Frasor,TOR,3,4,3.68,69,0,0,0,4,8,63.2,61,30,26,4,4,27,65,1.38,.247
Ramon E R Ramirez,SF,1,3,2.99,69,0,0,0,3,3,69.1,52,24,23,7,0,27,46,1.14,.207
Arthur A Rhodes,CIN,4,4,2.29,69,0,0,0,0,2,55.0,38,14,14,4,1,18,50,1.02,.196
Octavio O Dotel,COL,3,4,4.08,68,0,0,0,22,28,64.0,52,32,29,9,3,32,75,1.31,.218
Clay C Hensley,FLA,3,4,2.16,68,0,0,0,7,10,75.0,54,20,18,3,4,29,77,1.11,.200
Kevin K Jepsen,LAA,2,4,3.97,68,0,0,0,0,4,59.0,54,26,26,2,2,29,61,1.41,.250
Wilton W Lopez,HOU,5,2,2.96,68,0,0,0,1,3,67.0,66,23,22,4,0,5,50,1.06,.261
Kyle K Mc Clellan,STL,1,4,2.27,68,0,0,0,2,3,75.1,58,20,19,9,3,23,60,1.08,.210
Will W Ohman,FLA,0,2,3.21,68,0,0,0,0,1,42.0,40,18,15,4,1,23,43,1.50,.256
Juan Carlos J Oviedo,FLA,4,3,3.46,68,0,0,0,30,38,65.0,62,27,25,5,0,21,71,1.28,.250
Sergio S Romo,SF,5,3,2.18,68,0,0,0,0,4,62.0,46,16,15,6,4,14,70,0.97,.204
Heath H Bell,SD,6,1,1.93,67,0,0,0,47,50,70.0,56,17,15,1,1,28,86,1.20,.221
Jose J Contreras,PHI,6,4,3.34,67,0,0,0,4,5,56.2,53,22,21,5,4,16,57,1.22,.255
Scott S Downs,TOR,5,5,2.64,67,0,0,0,0,2,61.1,47,19,18,3,4,14,48,0.99,.211
Joakim J Soria,KC,1,2,1.78,66,0,0,0,43,46,65.2,53,13,13,4,2,16,71,1.05,.216
Jonathan J Papelbon,BOS,5,7,3.90,65,0,0,0,37,45,67.0,57,34,29,7,2,28,76,1.27,.226
George G Sherrill,LAD,2,2,6.69,65,0,0,0,0,4,36.1,46,28,27,4,1,24,25,1.93,.311
Joe J Thatcher,SD,1,0,1.29,65,0,0,0,0,0,35.0,23,5,5,1,1,7,45,0.86,.185
Jonathan J Broxton,LAD,5,6,4.04,64,0,0,0,22,29,62.1,64,30,28,4,2,28,73,1.48,.270
Tim T Byrdak,HOU,2,2,3.49,64,0,0,0,0,0,38.2,40,15,15,4,0,20,29,1.55,.272
Chad C Durbin,PHI,4,1,3.80,64,0,0,0,0,1,68.2,63,29,29,7,5,27,63,1.31,.246
Darren D Oliver,TEX,1,2,2.48,64,0,0,0,1,4,61.2,53,20,17,4,2,15,65,1.10,.242
David D Robertson,NYY,4,5,3.82,64,0,0,0,1,3,61.1,59,26,26,5,3,33,71,1.50,.258
Rafael R Soriano,TB,3,2,1.73,64,0,0,0,45,48,62.1,36,14,12,4,1,14,57,0.80,.163
Dan D Wheeler,TB,2,4,3.35,64,0,0,0,3,6,48.1,36,20,18,7,1,16,46,1.08,.207
Brad B Ziegler,OAK,3,7,3.26,64,0,0,0,0,4,60.2,54,24,22,4,3,28,41,1.35,.241
Joaquin J Benoit,TB,1,2,1.34,63,0,0,0,1,4,60.1,30,10,9,6,0,11,75,0.68,.147
Jerry J Blevins,OAK,2,1,3.70,63,0,0,0,1,2,48.2,54,20,20,7,1,18,46,1.48,.274
D. J. D Carrasco,ARI,3,2,3.68,63,0,0,0,0,1,78.1,68,39,32,5,5,34,65,1.30,.239
Kevin K Gregg,TOR,2,6,3.51,63,0,0,0,37,43,59.0,52,24,23,4,1,30,58,1.39,.237
Chris C Perez,CLE,2,2,1.71,63,0,0,0,23,27,63.0,40,15,12,4,5,28,61,1.08,.182
Chris C Ray,SF,5,0,3.72,63,0,0,0,2,4,55.2,48,23,23,5,0,25,31,1.31,.235
Matt M Albers,BAL,5,3,4.52,62,0,0,0,0,2,75.2,78,41,38,6,2,34,49,1.48,.269
Mitchell M Boggs,STL,2,3,3.61,61,0,0,0,0,0,67.1,60,29,27,5,4,27,52,1.29,.243
Mariano M Rivera,NYY,3,3,1.80,61,0,0,0,33,38,60.0,39,14,12,2,5,11,45,0.83,.183
Brian B Sanches,FLA,2,2,2.26,61,0,0,0,0,1,63.2,43,20,16,7,1,27,54,1.10,.194
Matt M Thornton,CWS,5,4,2.67,61,0,0,0,8,10,60.2,41,18,18,3,2,20,81,1.01,.191
Lance L Cormier,TB,4,3,3.92,60,0,0,0,0,0,62.0,68,28,27,7,0,34,30,1.65,.281
Kyle K Farnsworth,ATL,3,2,3.34,60,0,0,0,0,3,64.2,55,25,24,4,4,19,61,1.14,.230
Logan L Ondrusek,CIN,5,0,3.68,60,0,0,0,0,2,58.2,49,25,24,7,0,20,39,1.18,.225
Ryan R Perry,DET,3,5,3.59,60,0,0,0,2,5,62.2,55,26,25,6,5,23,45,1.24,.243
J. J Putz,CWS,7,5,2.83,60,0,0,0,3,7,54.0,41,18,17,4,1,15,65,1.04,.204
J. C. J Romero,PHI,1,0,3.68,60,0,0,0,3,6,36.2,30,17,15,3,5,29,28,1.61,.222
Jose J Valverde,DET,2,4,3.00,60,0,0,0,26,29,63.0,41,24,21,5,3,32,63,1.16,.184
Ronald R Belisario,LAD,3,1,5.04,59,0,0,0,2,4,55.1,52,31,31,6,3,19,38,1.28,.250
Ryan R Franklin,STL,6,2,3.46,59,0,0,0,27,29,65.0,57,25,25,7,4,10,42,1.03,.230
Edward E Mujica,SD,2,1,3.62,59,0,0,0,0,1,69.2,59,29,28,14,0,6,72,0.93,.226
Jon J Rauch,MIN,3,1,3.12,59,0,0,0,21,25,57.2,61,20,20,3,1,14,46,1.30,.268
Dennys D Reyes,STL,3,1,3.55,59,0,0,0,1,4,38.0,34,15,15,2,2,21,25,1.45,.248
Miguel M Batista,WSH,1,2,3.70,58,1,0,0,2,2,82.2,71,36,34,9,5,39,55,1.33,.234
Randy R Flores,MIN,2,0,3.19,58,0,0,0,0,1,31.0,32,12,11,6,1,15,20,1.52,.271
Juan J Gutierrez,ARI,0,6,5.08,58,0,0,0,15,17,56.2,55,33,32,13,4,23,47,1.38,.252
Matt M Lindstrom,HOU,2,5,4.39,58,0,0,0,23,29,53.1,68,26,26,5,0,20,43,1.65,.306
Grant G Balfour,TB,2,1,2.28,57,0,0,0,0,1,55.1,43,16,14,3,0,17,56,1.08,.216
Manny M Delcarmen,COL,3,4,4.99,57,0,0,0,0,3,52.1,45,30,29,8,1,32,38,1.47,.226
Dusty D Hughes,KC,1,3,3.83,57,0,0,0,0,0,56.1,59,28,24,3,5,24,34,1.47,.273
Trever T Miller,STL,0,1,4.00,57,0,0,0,0,1,36.0,30,17,16,2,2,16,22,1.28,.233
James J Russell,CHC,1,1,4.96,57,0,0,0,0,2,49.0,55,37,27,11,4,11,42,1.35,.279
Esmerling E Vasquez,ARI,1,6,5.20,57,0,0,0,0,2,53.2,46,32,31,6,6,38,55,1.57,.236
Manny M Corpas,COL,3,5,4.62,56,0,0,0,10,14,62.1,66,33,32,7,2,22,47,1.41,.269
Frank F Francisco,TEX,6,4,3.76,56,0,0,0,2,6,52.2,49,23,22,5,1,18,60,1.27,.247
Casey C Janssen,TOR,5,2,3.67,56,0,0,0,0,0,68.2,74,29,28,8,4,21,63,1.38,.272
Hung- Chih H Kuo,LAD,3,2,1.20,56,0,0,0,12,13,60.0,29,8,8,1,1,18,73,0.78,.139
Guillermo G Mota,SF,1,3,4.33,56,0,0,0,1,3,54.0,49,29,26,4,0,22,38,1.31,.243
Jason J Motte,STL,4,2,2.24,56,0,0,0,2,3,52.1,41,13,13,5,0,18,54,1.13,.220
Eric E O' Flaherty,ATL,3,2,2.45,56,0,0,0,0,1,44.0,37,14,12,2,1,18,36,1.25,.230
Hideki H Okajima,BOS,4,4,4.50,56,0,0,0,0,4,46.0,59,24,23,6,0,20,33,1.72,.314
Takashi T Saito,ATL,2,3,2.83,56,0,0,0,1,2,54.0,41,20,17,4,0,17,69,1.07,.203
Sergio S Santos,CWS,2,2,2.96,56,0,0,0,1,3,51.2,53,18,17,2,3,26,56,1.53,.261
Bobby B Jenks,CWS,1,3,4.44,55,0,0,0,27,31,52.2,54,28,26,3,1,18,61,1.37,.260
Ryan R Madson,PHI,6,2,2.55,55,0,0,0,5,10,53.0,42,16,15,4,4,13,64,1.04,.212
Blaine B Boyer,ARI,3,2,4.26,54,0,0,0,0,4,57.0,59,32,27,3,1,29,29,1.54,.273
Drew D Storen,WSH,4,4,3.58,54,0,0,0,5,7,55.1,48,24,22,3,3,22,52,1.27,.241
Robinson R Tejeda,KC,3,5,3.54,54,0,0,0,0,6,61.0,55,28,24,5,0,26,56,1.33,.242
Ryan R Webb,SD,3,1,2.90,54,0,0,0,0,2,59.0,64,21,19,1,1,19,44,1.41,.277
David D Aardsma,SEA,0,6,3.44,53,0,0,0,31,36,49.2,33,19,19,5,2,25,49,1.17,.198
Jeremy J Affeldt,SF,4,3,4.14,53,0,0,0,4,7,50.0,56,25,23,4,3,24,44,1.60,.290
Burke B Badenhop,FLA,2,5,3.99,53,0,0,0,1,3,67.2,62,33,30,5,2,21,47,1.23,.246
Andrew A Cashner,CHC,2,6,4.80,53,0,0,0,0,1,54.1,55,31,29,8,4,30,50,1.56,.267
Elmer E Dessens,NYM,4,2,2.30,53,0,0,0,0,1,47.0,41,14,12,4,3,16,16,1.21,.240
Brian B Duensing,MIN,10,3,2.62,53,13,1,1,0,0,130.2,122,42,38,11,3,35,78,1.20,.247
Kameron K Loe,MIL,3,5,2.78,53,0,0,0,0,2,58.1,54,23,18,6,2,15,46,1.18,.245
Chan Ho C Park,PIT,4,3,4.66,53,0,0,0,0,3,63.2,65,39,33,9,3,19,52,1.32,.257
Francisco F Rodríguez Rodriguez,NYM,4,2,2.20,53,0,0,0,25,30,57.1,45,14,14,3,2,21,67,1.15,.213
Joe J Smith,CLE,2,2,3.83,53,0,0,0,0,1,40.0,30,18,17,4,1,24,32,1.35,.208
Hisanori H Takahashi,NYM,10,6,3.61,53,12,0,0,8,8,122.0,116,51,49,13,0,43,114,1.30,.252
Santiago S Casilla,SF,7,2,1.95,52,0,0,0,2,3,55.1,40,14,12,2,4,26,56,1.19,.208
Mark M Hendrickson,BAL,1,6,5.26,52,1,0,0,0,2,75.1,97,47,44,9,3,20,55,1.55,.313
Scott S Linebrink,CWS,3,2,4.40,52,0,0,0,0,1,57.1,59,31,28,11,3,17,52,1.33,.262
Ramon R Pena,CWS,5,3,5.10,52,3,0,0,0,0,100.2,108,63,57,10,1,45,56,1.52,.278
Ramon R Troncoso,LAD,2,3,4.33,52,0,0,0,0,1,54.0,55,28,26,7,3,18,34,1.35,.262
Danys D Baez,PHI,3,4,5.48,51,0,0,0,0,2,47.2,55,31,29,6,3,23,28,1.64,.301
Jesse J Chavez,KC,5,5,5.89,51,0,0,0,0,1,62.2,69,44,41,11,1,23,45,1.47,.278
Boone B Logan,NYY,2,0,2.93,51,0,0,0,0,0,40.0,34,13,13,3,1,20,38,1.35,.231
Blake B Wood,KC,1,3,5.07,51,0,0,0,0,4,49.2,54,29,28,6,1,22,31,1.53,.286
John J Axford,MIL,8,2,2.48,50,0,0,0,24,27,58.0,42,17,16,1,1,27,76,1.19,.204
Jeff J Fulchino,HOU,2,1,5.51,50,0,0,0,0,1,47.1,53,30,29,7,3,22,46,1.58,.279
Trevor T Hoffman,MIL,2,7,5.89,50,0,0,0,10,15,47.1,49,31,31,8,0,19,30,1.44,.268
Brad B Lidge,PHI,1,1,2.96,50,0,0,0,27,32,45.2,32,16,15,5,1,24,52,1.23,.194
Carlos C Villanueva,MIL,2,0,4.61,50,0,0,0,1,4,52.2,48,27,27,7,4,22,67,1.33,.238
Alfredo A Simon,BAL,4,2,4.93,49,0,0,0,17,21,49.1,54,30,27,10,2,22,37,1.54,.277
Doug D Slaten,WSH,4,1,3.10,49,0,0,0,0,0,40.2,34,18,14,2,4,19,36,1.30,.225
Brad B Thomas,DET,6,2,3.89,49,2,0,0,0,0,69.1,77,31,30,4,4,29,30,1.53,.292
Brian B Fuentes,MIN,4,1,2.81,48,0,0,0,24,28,48.0,31,17,15,5,2,20,47,1.06,.181
Jose J Veras,FLA,3,3,3.75,48,0,0,0,0,2,48.0,32,20,20,5,1,29,54,1.27,.188
Michael M Wuertz,OAK,2,3,4.31,48,0,0,0,6,6,39.2,35,21,19,6,0,21,40,1.41,.240
Andrew A Bailey,OAK,1,3,1.47,47,0,0,0,25,28,49.0,34,8,8,3,0,13,42,0.96,.199
Eddie E Bonine,DET,4,1,4.63,47,1,0,0,0,0,68.0,84,37,35,7,3,22,26,1.56,.305
David D Herndon,PHI,1,3,4.30,47,0,0,0,0,1,52.1,67,27,25,2,2,17,29,1.61,.321
Jose J Mijares,MIN,1,1,3.31,47,0,0,0,0,0,32.2,34,14,12,4,1,9,28,1.32,.268
Kerry K Wood,NYY,3,4,3.13,47,0,0,0,8,12,46.0,35,17,16,4,3,29,49,1.39,.210
Zach Z Braddock,MIL,1,2,2.94,46,0,0,0,0,2,33.2,29,11,11,1,2,19,41,1.43,.228
Sean S Gallagher,PIT,2,1,5.77,46,0,0,0,0,0,57.2,62,40,37,7,3,41,43,1.79,.277
Jamey J Wright,SEA,1,3,4.17,46,0,0,0,0,1,58.1,55,33,27,3,3,25,28,1.37,.256
Blake B Hawksworth,STL,4,8,4.98,45,8,0,0,0,0,90.1,113,56,50,15,2,35,61,1.64,.310
Gustavo G Chacin,HOU,2,2,4.70,44,0,0,0,1,1,38.1,51,22,20,3,0,20,31,1.85,.315
Alexi A Ogando,TEX,4,1,1.30,44,0,0,0,0,2,41.2,31,6,6,2,1,16,39,1.13,.208
Huston H Street,COL,4,4,3.61,44,0,0,0,20,25,47.1,39,21,19,5,2,11,45,1.06,.225
Scott S Atchison,BOS,2,3,4.50,43,1,0,0,0,0,60.0,58,37,30,9,1,19,41,1.28,.252
Francisco F Rodriguez,LAA,1,3,4.37,43,0,0,0,0,1,47.1,46,23,23,5,1,26,36,1.52,.254
Scot S Shields,LAA,0,3,5.28,43,1,0,0,0,1,46.0,45,31,27,6,2,34,39,1.72,.254
Kanekoa K Texeira,KC,1,1,4.84,43,0,0,0,0,0,61.1,73,36,33,3,3,25,33,1.60,.304
Koji K Uehara,BAL,1,2,2.86,43,0,0,0,13,15,44.0,37,15,14,5,0,5,55,0.95,.220
Jeff J Weaver,LAD,5,1,6.09,43,0,0,0,0,1,44.1,48,30,30,5,1,20,26,1.53,.291
Chad C Gaudin,NYY,1,4,5.65,42,0,0,0,0,1,65.1,73,45,41,16,8,25,53,1.50,.285
Manny M Parra,MIL,3,10,5.02,42,16,0,0,0,0,122.0,135,76,68,18,3,63,129,1.62,.281
Manny M Acosta,NYM,3,2,2.95,41,0,0,0,1,3,39.2,30,13,13,4,0,18,42,1.21,.219
Justin J Berg,CHC,0,1,5.18,41,0,0,0,0,0,40.0,45,27,23,3,3,20,14,1.63,.280
Jason J Berken,BAL,3,3,3.03,41,0,0,0,0,4,62.1,64,24,21,5,0,19,45,1.33,.270
Alex A Burnett,MIN,2,2,5.29,41,0,0,0,0,0,47.2,52,28,28,6,2,23,37,1.57,.287
David D Hernandez,BAL,8,8,4.31,41,8,0,0,2,6,79.1,72,40,38,9,4,42,72,1.44,.242
Ron R Mahay,MIN,1,1,3.44,41,0,0,0,0,1,34.0,33,15,13,5,0,8,25,1.21,.252
Bobby B Parnell,NYM,0,1,2.83,41,0,0,0,0,2,35.0,41,13,11,1,0,8,33,1.40,.295
Dan D Runzler,SF,3,0,3.03,41,0,0,0,0,0,32.2,29,12,11,1,1,20,37,1.50,.244
Andy A Sonnanstine,TB,3,1,4.44,41,4,0,0,1,1,81.0,83,40,40,11,7,27,50,1.36,.259
Frank F Herrmann,CLE,0,1,4.03,40,0,0,0,1,2,44.2,48,22,20,6,2,9,24,1.28,.276
Fernando F Nieve,NYM,2,4,6.00,40,1,0,0,0,2,42.0,37,28,28,10,2,22,38,1.40,.234
Joel J Peralta,WSH,1,0,2.02,39,0,0,0,0,2,49.0,30,12,11,5,1,9,49,0.80,.170
Brendan B Donnelly,PIT,3,1,5.58,38,0,0,0,0,0,30.2,26,21,19,6,1,25,26,1.66,.234
Bob B Howry,CHC,1,3,7.71,38,0,0,0,0,1,35.0,47,36,30,8,0,13,14,1.71,.311
Dustin D Nippert,TEX,4,5,4.29,38,2,0,0,0,1,56.2,61,28,27,7,5,34,47,1.68,.277
Raul R Valdes,NYM,3,3,4.91,38,1,0,0,1,3,58.2,59,33,32,7,4,27,56,1.47,.260
Sean S White,SEA,0,1,5.24,38,0,0,0,0,3,34.1,45,20,20,4,0,11,15,1.63,.336
Sam S Demel,ARI,2,1,5.35,37,0,0,0,2,2,37.0,42,27,22,5,1,12,33,1.46,.278
Matt M Harrison,TEX,3,2,4.71,37,6,0,0,2,3,78.1,80,45,41,10,2,39,46,1.52,.262
Jensen J Lewis,CLE,4,2,2.97,37,0,0,0,0,0,36.1,28,12,12,1,0,19,29,1.29,.215
Chris C Narveson,MIL,12,9,4.99,37,28,0,0,0,1,167.2,172,96,93,21,5,59,137,1.38,.266
Jordan J Smith,CIN,3,2,3.86,37,0,0,0,1,2,42.0,45,18,18,7,2,11,26,1.33,.273
Daniel D Herrera,CIN,1,3,3.91,36,0,0,0,0,1,23.0,31,10,10,2,0,6,14,1.61,.323
Carlos C Zambrano,CHC,11,6,3.33,36,20,0,0,0,0,129.2,119,55,48,7,6,69,117,1.45,.246
Bill B Bray,CIN,0,2,4.13,35,0,0,0,0,0,28.1,21,13,13,4,0,10,30,1.09,.198
Chris C Carpenter,STL,16,9,3.22,35,35,1,0,0,0,235.0,214,99,84,21,13,63,179,1.18,.244
Dan D Haren,LAA,12,12,3.91,35,35,2,0,0,0,235.0,245,110,102,31,5,54,216,1.27,.267
Franklin F Morales,COL,0,4,6.28,35,0,0,0,3,6,28.2,28,22,20,5,3,24,27,1.81,.255
Garrett G Olson,SEA,0,3,4.54,35,0,0,0,1,1,37.2,42,20,19,6,0,15,31,1.51,.271
Chris C Sampson,HOU,1,0,5.93,35,0,0,0,0,2,30.1,43,22,20,7,1,8,16,1.68,.336
Craig C Stammen,WSH,4,4,5.13,35,19,0,0,0,0,128.0,151,78,73,13,1,41,85,1.50,.297
Hector H Ambriz,CLE,0,2,5.59,34,0,0,0,0,0,48.1,68,31,30,10,1,17,37,1.76,.338
Ryan R Dempster,CHC,15,12,3.85,34,34,1,0,0,0,215.1,198,110,92,25,10,86,208,1.32,.244
Tommy T Hanson,ATL,10,11,3.33,34,34,1,0,0,0,202.2,182,86,75,14,14,56,173,1.17,.239
Felix F Hernández Hernandez,SEA,13,12,2.27,34,34,6,1,0,0,249.2,194,80,63,17,8,70,232,1.06,.212
Tim T Hudson,ATL,17,9,2.83,34,34,1,0,0,0,228.2,189,74,72,20,9,74,139,1.15,.229
Ryota R Igarashi,NYM,1,1,7.12,34,0,0,0,0,0,30.1,29,24,24,4,0,18,25,1.55,.254
Justin J Masterson,CLE,6,13,4.70,34,29,1,1,0,0,180.0,197,107,94,14,11,73,140,1.50,.278
Mike M Pelfrey,NYM,15,9,3.66,34,33,0,0,1,1,204.0,213,88,83,12,6,68,113,1.38,.275
C Sabathia,NYY,21,7,3.18,34,34,2,0,0,0,237.2,209,92,84,20,7,74,197,1.19,.239
Jonathan J Sánchez Sanchez,SF,13,9,3.07,34,33,0,0,0,0,193.1,142,74,66,21,9,96,205,1.23,.204
James J Shields,TB,13,15,5.18,34,33,0,0,0,0,203.1,246,128,117,34,5,51,187,1.46,.294
Brian B Tallet,TOR,2,6,6.40,34,5,0,0,0,2,77.1,84,60,55,20,4,38,53,1.58,.273
Jered J Weaver,LAA,13,12,3.01,34,34,0,0,0,0,224.1,187,83,75,23,0,54,233,1.07,.222
Randy R Wolf,MIL,13,12,4.17,34,34,1,1,0,0,215.2,213,107,100,29,9,87,142,1.39,.258
Barry B Zito,SF,9,14,4.15,34,33,1,0,0,0,199.1,184,97,92,20,7,84,150,1.34,.250
Bronson B Arroyo,CIN,17,10,3.88,33,33,2,0,0,0,215.2,188,95,93,29,6,59,121,1.15,.234
Mark M Buehrle,CWS,13,13,4.28,33,33,3,0,0,0,210.1,246,105,100,17,1,49,99,1.40,.295
A. J. A Burnett,NYY,10,15,5.26,33,33,1,0,0,0,186.2,204,118,109,25,19,78,145,1.51,.285
Matt M Cain,SF,13,11,3.14,33,33,4,2,0,0,223.1,181,84,78,22,4,61,177,1.08,.221
Bruce B Chen,KC,12,7,4.17,33,23,1,1,1,1,140.1,136,68,65,17,3,57,98,1.38,.254
Ernesto E Frieri,SD,1,1,1.71,33,0,0,0,0,0,31.2,18,7,6,2,0,17,41,1.11,.162
Jon J Garland,SD,14,12,3.47,33,33,0,0,0,0,200.0,176,86,77,20,6,87,136,1.32,.240
Matt M Garza,TB,15,10,3.91,33,32,3,1,1,1,204.2,193,94,89,28,7,63,150,1.25,.248
Gio G Gonzalez,OAK,15,9,3.23,33,33,1,0,0,0,200.2,171,75,72,15,4,92,171,1.31,.229
Zack Z Greinke,KC,10,14,4.17,33,33,3,0,0,0,220.0,219,114,102,18,7,55,181,1.25,.260
Roy R Halladay,PHI,21,10,2.44,33,33,9,4,0,0,250.2,231,74,68,24,6,30,219,1.04,.245
Cole C Hamels,PHI,12,11,3.06,33,33,1,0,0,0,208.2,185,74,71,26,8,61,211,1.18,.237
Livan L Hernandez,WSH,10,12,3.66,33,33,2,1,0,0,211.2,216,93,86,16,4,64,114,1.32,.270
Roberto R Hernandez,CLE,13,14,3.77,33,33,4,1,0,0,210.1,203,98,88,17,9,72,124,1.31,.258
Ubaldo U Jiménez Jimenez,COL,19,8,2.88,33,33,4,2,0,0,221.2,164,73,71,10,9,92,214,1.15,.209
Kyle K Kendrick,PHI,11,10,4.73,33,31,1,0,0,0,180.2,199,103,95,26,3,49,84,1.37,.283
John J Lackey,BOS,14,11,4.40,33,33,0,0,0,0,215.0,233,114,105,18,9,72,156,1.42,.277
Tim T Lincecum,SF,16,10,3.43,33,33,1,1,0,0,212.1,194,84,81,18,5,76,231,1.27,.242
Rodrigo R Lopez,ARI,7,16,5.00,33,33,0,0,0,0,200.0,227,126,111,37,3,56,116,1.42,.286
Derek D Lowe,ATL,16,12,4.00,33,33,0,0,0,0,193.2,204,88,86,18,4,61,136,1.37,.273
Jenrry J Mejia,NYM,0,4,4.62,33,3,0,0,0,1,39.0,46,21,20,3,3,20,22,1.69,.289
Brett B Myers,HOU,14,8,3.14,33,33,2,0,0,0,223.2,212,88,78,20,3,66,180,1.24,.248
Jordan J Norberto,ARI,0,2,5.85,33,0,0,0,0,1,20.0,16,13,13,3,0,22,15,1.90,.225
Roy R Oswalt,PHI,13,13,2.76,33,32,2,2,0,0,211.2,162,70,65,19,5,55,193,1.03,.213
David D Purcey,TOR,1,1,3.71,33,0,0,0,1,1,34.0,26,16,14,3,0,15,32,1.21,.210
Clayton C Richard,SD,14,9,3.75,33,33,1,1,0,0,201.2,206,89,84,16,4,78,153,1.41,.267
Ervin E Santana,LAA,17,10,3.92,33,33,4,1,0,0,222.2,221,104,97,27,12,73,169,1.32,.259
