PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
Jermaine J Dye R,KC,157,601,107,193,41,2,33,118,69,99,0,1,.321,.390,.561,.951
Darin D Erstad L,ANA,157,676,121,240,39,6,25,100,64,82,28,8,.355,.409,.541,.951
Mike M Bordick S,NYM,156,583,88,166,30,1,20,80,49,99,9,6,.285,.341,.443,.783
Deivi D Cruz S,DET,156,583,68,176,46,5,10,82,13,43,1,4,.302,.318,.449,.767
Brian B Giles C,PIT,156,559,111,176,37,7,35,123,114,69,6,0,.315,.432,.594,1.026
Cristian C Guzman S,MIN,156,631,89,156,25,20,8,54,46,101,28,10,.247,.299,.388,.687
Chipper C Jones,ATL,156,579,118,180,38,1,36,111,95,64,14,7,.311,.404,.566,.970
Adam A Kennedy,ANA,156,598,82,159,33,11,9,72,28,73,22,8,.266,.300,.403,.703
Matt M Lawton R,MIN,156,561,84,171,44,2,13,88,91,63,23,7,.305,.405,.460,.865
Sammy S Sosa R,CHC,156,604,106,193,38,1,50,138,91,168,7,4,.320,.406,.634,1.040
Omar O Vizquel S,CLE,156,613,101,176,27,3,7,66,87,72,22,10,.287,.377,.375,.753
Roberto R Alomar,CLE,155,610,111,189,40,2,19,89,64,82,39,4,.310,.378,.475,.853
Dante D Bichette,BOS,155,575,80,169,32,2,23,90,49,91,5,2,.294,.350,.477,.826
Mike M Cameron C,SEA,155,543,96,145,28,4,19,78,78,133,24,7,.267,.365,.438,.803
Travis T Fryman,CLE,155,574,93,184,38,4,22,106,73,111,1,1,.321,.392,.516,.908
Eric E Karros,LA,155,584,84,146,29,0,31,106,63,122,4,3,.250,.321,.459,.780
Tino T Martinez,NYY,155,569,69,147,37,4,16,91,52,74,4,1,.258,.328,.422,.749
J. T. J Snow,SF,155,536,82,152,33,2,19,96,66,129,1,3,.284,.365,.459,.824
Bobby B Abreu R,PHI,154,576,103,182,42,10,25,79,100,116,28,8,.316,.416,.554,.970
Tony T Batista,TOR,154,620,96,163,32,2,41,114,35,121,5,4,.263,.307,.519,.827
Doug D Glanville C,PHI,154,637,89,175,27,6,8,52,31,76,31,8,.275,.307,.374,.681
Vladimir V Guerrero R,MON,154,571,101,197,28,11,44,123,58,74,9,10,.345,.410,.664,1.074
Bobby B Higginson L,DET,154,597,104,179,44,4,30,102,74,99,15,3,.300,.377,.538,.915
Jacque J Jones L,MIN,154,523,66,149,26,5,19,76,26,111,7,5,.285,.319,.463,.782
Eric E Chavez,OAK,153,501,89,139,23,4,26,86,62,94,2,2,.277,.355,.495,.850
Richard R Hidalgo C,HOU,153,558,118,175,42,3,44,122,56,110,13,6,.314,.391,.636,1.028
Edgar E Martinez D,SEA,153,556,100,180,31,0,37,145,96,95,3,0,.324,.423,.579,1.002
Bill B Mueller,SF,153,560,97,150,29,4,10,55,52,62,4,2,.268,.333,.388,.721
Magglio M Ordonez R,CWS,153,588,102,185,34,3,32,126,60,64,18,4,.315,.371,.546,.917
Jose J Vidro,MON,153,606,101,200,51,2,24,97,49,69,5,4,.330,.379,.540,.918
Eric E Young Sr.,CHC,153,607,98,180,40,2,6,47,63,39,54,7,.297,.367,.399,.766
Todd T Zeile,NYM,153,544,67,146,36,3,22,79,74,85,3,4,.268,.356,.467,.823
Ronnie R Belliard,MIL,152,571,83,150,30,9,8,54,82,84,7,5,.263,.354,.389,.743
Jim J Edmonds C,STL,152,525,129,155,25,0,42,108,103,167,10,3,.295,.411,.583,.994
Steve S Finley C,ARI,152,539,100,151,27,5,35,96,65,87,12,6,.280,.361,.544,.904
Jason J Giambi,OAK,152,510,108,170,29,1,43,137,137,96,2,0,.333,.476,.647,1.123
Jason J Kendall,PIT,152,579,112,185,33,6,14,58,79,79,22,12,.320,.412,.470,.882
Mark M Kotsay R,FLA,152,530,87,158,31,5,12,57,42,46,19,9,.298,.347,.443,.791
Carlos C Lee L,CWS,152,572,107,172,29,2,24,92,38,94,13,4,.301,.345,.484,.829
Dmitri D Young L,CIN,152,548,68,166,37,6,18,88,36,80,0,3,.303,.346,.491,.837
Delino D De Shields,BAL,151,561,84,166,43,5,10,86,69,82,37,10,.296,.369,.444,.813
Ray R Durham,CWS,151,614,121,172,35,9,17,75,75,105,25,13,.280,.361,.450,.810
Jorge J Posada,NYY,151,505,92,145,35,1,28,86,107,151,2,2,.287,.417,.527,.943
Edgardo E Alfonzo,NYM,150,544,109,176,40,2,25,94,95,70,3,2,.324,.425,.542,.967
Brad B Ausmus,DET,150,523,75,139,25,3,7,51,69,79,11,5,.266,.357,.365,.722
Damon D Buford C,CHC,150,495,64,124,18,3,15,48,47,118,4,6,.251,.324,.390,.714
Edgar E Renteria S,STL,150,562,94,156,32,1,16,76,63,77,21,13,.278,.346,.423,.770
David D Segui,CLE,150,574,93,192,42,1,19,103,53,84,0,1,.334,.388,.510,.898
Jay J Bell,ARI,149,565,87,151,30,6,18,68,70,88,7,3,.267,.348,.437,.786
Marvin M Benard C,SF,149,560,102,147,27,6,12,55,63,97,22,7,.263,.342,.396,.739
Jay J Payton C,NYM,149,488,63,142,23,1,17,62,30,60,5,11,.291,.331,.447,.778
Peter P Bergeron C,MON,148,518,80,127,25,7,5,31,58,100,11,13,.245,.320,.349,.670
Royce R Clayton S,TEX,148,513,70,124,21,5,14,54,42,92,11,7,.242,.301,.384,.685
Mark M Grudzielanek,LA,148,617,101,172,35,6,7,49,45,81,12,3,.279,.335,.389,.724
Derek D Jeter S,NYY,148,593,119,201,31,4,15,73,68,99,22,4,.339,.416,.481,.896
Alex A Rodriguez S,SEA,148,554,134,175,34,2,41,132,100,121,15,4,.316,.420,.606,1.026
Richie R Sexson,MIL,148,537,89,146,30,1,30,91,59,159,2,0,.272,.349,.499,.848
Michael M Tucker R,CIN,148,270,55,72,13,4,15,36,44,64,13,6,.267,.381,.511,.892
Tom T Goodwin C,LA,147,528,94,139,11,9,6,58,68,117,55,10,.263,.346,.352,.698
Chris C Singleton,CWS,147,511,83,130,22,5,11,62,35,85,22,7,.254,.301,.382,.683
B. J. B Surhoff L,ATL,147,539,69,157,36,2,14,68,41,58,10,2,.291,.344,.443,.787
Marquis M Grissom C,MIL,146,595,67,145,18,2,14,62,39,99,20,10,.244,.288,.351,.640
David D Justice L,NYY,146,524,89,150,31,1,41,118,77,91,2,1,.286,.377,.584,.961
Corey C Koskie,MIN,146,474,79,142,32,4,9,65,77,104,5,4,.300,.400,.441,.841
Gerald G Williams C,TB,146,632,87,173,30,2,21,89,34,103,12,12,.274,.312,.427,.739
Tony T Womack S,ARI,146,617,95,167,21,14,7,57,30,74,45,11,.271,.307,.384,.692
Ken K Griffey C,CIN,145,520,100,141,22,3,40,118,94,117,6,4,.271,.387,.556,.942
Ryan R Klesko,SD,145,494,88,140,33,2,26,92,91,81,23,7,.283,.393,.516,.909
Eric E Owens R,SD,145,583,87,171,19,7,6,51,45,63,29,14,.293,.346,.381,.727
Dean D Palmer,DET,145,524,73,134,22,2,29,102,66,146,4,2,.256,.338,.471,.809
Derek D Bell R,NYM,144,546,87,145,31,1,18,69,65,125,8,4,.266,.348,.425,.773
Warren W Morris,PIT,144,528,68,137,31,2,3,43,65,78,7,10,.259,.341,.343,.684
Jose J Valentin S,CWS,144,568,107,155,37,6,25,92,59,106,19,2,.273,.343,.491,.834
Barry B Bonds L,SF,143,480,129,147,28,4,49,106,117,77,11,3,.306,.440,.688,1.127
Mark M Grace,CHC,143,510,75,143,41,1,11,82,95,28,1,2,.280,.394,.429,.824
Ramon R Hernandez,OAK,143,419,52,101,19,0,14,62,38,64,1,0,.241,.311,.387,.698
Paul P Konerko,CWS,143,524,84,156,31,1,21,97,47,72,1,0,.298,.363,.481,.844
Phil P Nevin,SD,143,538,87,163,34,1,31,107,59,121,2,0,.303,.374,.543,.916
Rey R Sanchez S,KC,143,509,68,139,18,2,1,38,28,55,7,3,.273,.314,.322,.636
Matt M Stairs R,OAK,143,476,74,108,26,0,21,81,78,122,5,2,.227,.333,.414,.747
Brian B Daubach,BOS,142,495,55,123,32,2,21,76,44,130,1,1,.248,.315,.448,.764
Paul P O' Neill R,NYY,142,566,79,160,26,0,18,100,51,90,14,9,.283,.336,.424,.760
Brady B Anderson C,BAL,141,506,89,130,26,0,19,50,92,103,16,9,.257,.375,.421,.796
Rich R Aurilia S,SF,141,509,67,138,24,2,20,79,54,90,1,2,.271,.339,.444,.783
Albert A Belle R,BAL,141,559,71,157,37,1,23,103,52,68,0,5,.281,.342,.474,.816
Juan J Encarnacion C,DET,141,547,75,158,25,6,14,72,29,90,16,4,.289,.330,.433,.764
Andres A Galarraga,ATL,141,494,67,149,25,1,28,100,36,126,3,5,.302,.369,.526,.895
Alex A Gonzalez S,TOR,141,527,68,133,31,2,15,69,43,113,4,4,.252,.313,.404,.717
Gary G Sheffield L,LA,141,501,105,163,24,3,43,109,101,71,4,6,.325,.438,.643,1.081
Robin R Ventura,NYM,141,469,61,109,23,1,24,84,75,91,3,5,.232,.338,.439,.777
Bernie B Williams C,NYY,141,537,108,165,37,6,30,121,71,84,13,5,.307,.391,.566,.957
Ron R Coomer,MIN,140,544,64,147,29,1,16,82,36,50,2,0,.270,.317,.415,.733
Nomar N Garciaparra S,BOS,140,529,104,197,51,3,21,96,61,50,5,2,.372,.434,.599,1.033
Mike M Lowell,FLA,140,508,73,137,38,0,22,91,54,75,4,0,.270,.344,.474,.818
Luis L Alicea,TEX,139,540,85,159,25,8,6,63,59,75,1,3,.294,.365,.404,.769
Mike M Lansing,BOS,139,504,72,121,18,6,11,60,38,75,8,2,.240,.292,.365,.657
Jason J Varitek,BOS,139,448,55,111,31,1,10,65,60,84,1,1,.248,.342,.388,.730
Adrian A Beltré,LA,138,510,71,148,30,2,20,85,56,80,12,5,.290,.360,.475,.835
Damian D Jackson S,SD,138,470,68,120,27,6,6,37,62,108,28,6,.255,.345,.377,.721
Mike M Lamb,TEX,138,493,65,137,25,2,6,47,34,60,0,2,.278,.328,.373,.702
Terrence T Long C,OAK,138,584,104,168,34,4,18,80,43,77,5,0,.288,.336,.452,.788
Mark M Mc Lemore,SEA,138,481,72,118,23,1,3,46,81,78,30,14,.245,.353,.316,.669
Troy T O' Leary L,BOS,138,513,68,134,30,4,13,70,44,76,0,2,.261,.320,.411,.731
Carl C Everett,BOS,137,496,82,149,32,4,34,108,52,113,11,4,.300,.373,.587,.959
Todd T Hollandsworth L,COL,137,428,81,115,20,0,19,47,41,99,18,7,.269,.333,.449,.782
Ricky R Ledee,TEX,137,467,59,110,19,5,13,77,59,98,13,6,.236,.322,.381,.703
Kenny K Lofton C,CLE,137,543,107,151,23,5,15,73,79,72,30,7,.278,.369,.422,.791
Luis L Castillo,FLA,136,539,101,180,17,3,2,17,78,86,62,22,.334,.418,.388,.806
Mike M Piazza,NYM,136,482,90,156,26,0,38,113,58,69,4,2,.324,.398,.614,1.012
Shannon S Stewart L,TOR,136,583,107,186,43,5,21,69,37,79,20,5,.319,.363,.518,.882
Scott S Brosius,NYY,135,470,57,108,20,0,16,64,45,73,0,3,.230,.299,.374,.673
J. D. J Drew R,STL,135,407,73,120,17,2,18,57,67,99,17,9,.295,.401,.479,.880
Geoff G Jenkins L,MIL,135,512,100,155,36,4,34,94,33,135,11,1,.303,.360,.588,.948
Al A Martin L,SEA,135,480,81,137,15,10,15,36,36,85,10,9,.285,.338,.452,.790
Mark M Quinn L,KC,135,500,76,147,33,2,20,78,35,91,5,2,.294,.342,.488,.830
Pokey P Reese,CIN,135,518,76,132,20,6,12,46,45,86,29,3,.255,.319,.386,.705
Ruben R Rivera C,SD,135,423,62,88,18,6,17,57,44,137,8,4,.208,.296,.400,.696
Denny D Hocking,MIN,134,373,52,111,24,4,4,47,48,77,7,5,.298,.373,.416,.789
Javy J Lopez,ATL,134,481,60,138,21,1,24,89,35,80,0,0,.287,.337,.484,.822
Craig C Paquette,STL,134,384,47,94,24,2,15,60,27,83,4,3,.245,.294,.435,.728
John J Vander Wal R,PIT,134,384,74,115,29,0,24,94,72,92,11,2,.299,.410,.563,.972
David D Bell,SEA,133,454,57,112,24,2,11,47,42,66,2,3,.247,.316,.381,.697
Sean S Casey,CIN,133,480,69,151,33,2,20,85,52,80,1,0,.315,.385,.517,.902
Brad B Fullmer D,TOR,133,482,76,142,29,1,32,104,30,68,3,1,.295,.340,.558,.898
Brian B Jordan R,ATL,133,489,71,129,26,0,17,77,38,80,10,2,.264,.320,.421,.742
Dave D Martinez R,TOR,132,457,60,125,19,5,5,47,50,73,8,7,.274,.346,.370,.716
Pat P Meares S,PIT,132,462,55,111,22,2,13,47,36,91,1,0,.240,.305,.381,.686
Melvin M Mora S,BAL,132,414,60,114,22,5,8,47,35,80,12,11,.275,.337,.411,.748
Kevin K Young,PIT,132,496,77,128,27,0,20,88,32,96,8,3,.258,.311,.433,.744
Danny D Bautista R,ARI,131,351,54,100,20,7,11,59,25,50,6,2,.285,.333,.476,.809
Rafael R Furcal S,ATL,131,455,87,134,20,4,4,37,73,80,40,14,.295,.394,.382,.776
Will W Clark,STL,130,427,78,136,30,2,21,70,69,69,5,2,.319,.418,.546,.964
Bengie B Molina,ANA,130,473,59,133,20,2,14,71,23,33,1,0,.281,.318,.421,.739
David D Ortiz,MIN,130,415,59,117,36,1,10,63,57,81,1,0,.282,.364,.446,.810
Charles C Johnson,CWS,128,421,76,128,24,0,31,91,52,106,2,0,.304,.379,.582,.961
Ray R Lankford L,STL,128,392,73,99,16,3,26,65,70,148,5,6,.253,.367,.508,.874
Travis T Lee,PHI,128,404,53,95,24,1,9,54,65,79,8,1,.235,.342,.366,.709
Mike M Matheny,STL,128,417,43,109,22,1,6,47,32,96,0,0,.261,.317,.362,.679
Desi D Relaford S,SD,128,410,55,88,14,3,5,46,75,71,13,0,.215,.351,.300,.651
Scott S Rolen,PHI,128,483,88,144,32,6,26,89,51,99,8,1,.298,.370,.551,.920
Bret B Boone,SD,127,463,61,116,18,2,19,74,50,97,8,4,.251,.326,.421,.747
Wil W Cordero L,CLE,127,496,64,137,35,5,16,68,32,76,1,2,.276,.328,.464,.792
Wilton W Guerrero,MON,127,288,30,77,7,2,2,23,19,41,8,1,.267,.312,.326,.638
Greg G Vaughn L,TB,127,461,83,117,27,1,28,74,80,128,8,1,.254,.365,.499,.864
Moises M Alou R,HOU,126,454,82,161,28,2,30,114,52,45,3,3,.355,.416,.623,1.039
Damion D Easley,DET,126,464,76,120,27,2,14,58,55,79,13,4,.259,.350,.416,.766
Mickey M Morandini,TOR,126,409,41,105,15,4,0,29,36,77,6,2,.257,.322,.313,.635
Orlando O Cabrera S,MON,125,422,47,100,25,1,13,55,25,28,4,4,.237,.279,.393,.673
Ricky R Gutierrez S,CHC,125,449,73,124,19,2,11,56,66,58,8,2,.276,.375,.401,.775
Geoff G Blum,MON,124,343,40,97,20,2,11,45,26,60,1,4,.283,.335,.449,.784
Jose J Hernandez,MIL,124,446,51,109,22,1,11,59,41,125,3,7,.244,.315,.372,.687
Bill B Spiers,HOU,124,355,41,107,17,3,3,43,49,38,7,4,.301,.386,.392,.777
Ron R Gant L,ANA,123,425,69,106,19,3,26,54,56,91,6,6,.249,.335,.492,.827
Rickey R Henderson L,SEA,123,420,75,98,14,2,4,32,88,75,36,11,.233,.368,.305,.673
Kevin K Millar,FLA,123,259,36,67,14,3,14,42,36,47,0,0,.259,.364,.498,.862
Trot T Nixon R,BOS,123,427,66,118,27,8,12,60,63,85,8,1,.276,.368,.461,.830
Scott S Spiezio D,ANA,123,297,47,72,11,2,17,49,40,56,1,2,.242,.334,.465,.799
Lee L Stevens,MON,123,449,60,119,27,2,22,75,48,105,0,0,.265,.337,.481,.818
Fernando F Vina,STL,123,487,81,146,24,6,4,31,36,36,10,8,.300,.380,.398,.779
Ellis E Burks R,SF,122,393,74,135,21,5,24,96,56,49,5,1,.344,.419,.606,1.025
Darrin D Fletcher,TOR,122,416,43,133,19,1,20,58,20,45,1,0,.320,.355,.514,.870
Jeffrey J Hammonds R,COL,122,454,94,152,24,2,20,106,44,83,14,7,.335,.395,.529,.924
Randy R Velarde,OAK,122,485,82,135,23,0,12,41,54,95,9,3,.278,.354,.400,.754
Ryan R Christenson L,OAK,121,129,31,32,2,2,4,18,19,33,1,2,.248,.349,.388,.737
Cliff C Floyd L,FLA,121,420,75,126,30,0,22,91,50,82,24,3,.300,.378,.529,.906
Charlie C Hayes,MIL,121,370,46,93,17,0,9,46,57,84,1,1,.251,.348,.370,.718
Benny B Agbayani L,NYM,119,350,59,101,19,1,15,60,54,68,5,5,.289,.391,.477,.868
Miguel M Cairo,TB,119,375,49,98,18,2,1,34,29,34,28,7,.261,.314,.328,.642
Jeff J Conine,BAL,119,409,53,116,20,2,13,46,36,53,4,3,.284,.341,.438,.779
Wally W Joyner,ATL,119,224,24,63,12,0,5,32,31,31,0,0,.281,.365,.402,.767
Chris C Stynes,CIN,119,380,71,127,24,1,12,40,32,54,5,2,.334,.386,.497,.884
Daryle D Ward,HOU,119,264,36,68,10,2,20,47,15,61,0,0,.258,.295,.538,.833
Alex A Ochoa L,CIN,118,244,50,77,21,3,13,58,24,27,9,4,.316,.378,.586,.964
Placido P Polanco,STL,118,323,50,102,12,3,5,39,16,26,4,4,.316,.347,.418,.765
Manny M Ramirez R,CLE,118,439,92,154,34,2,38,122,86,117,1,1,.351,.457,.697,1.154
Rob R Ducey,PHI,117,165,26,32,5,1,6,26,31,49,1,0,.194,.318,.345,.664
Brent B Mayne,COL,117,335,36,101,21,0,6,64,47,48,1,3,.301,.381,.418,.799
Mitch M Meluskey,HOU,117,337,47,101,21,0,14,69,55,74,1,0,.300,.401,.487,.888
Luis L Polonia,NYY,117,344,48,95,14,5,7,30,29,32,12,7,.276,.329,.407,.736
Greg G Colbrunn,ARI,116,329,48,103,22,1,15,57,43,45,0,1,.313,.405,.523,.928
Steve S Cox R,TB,116,318,44,90,19,1,11,35,45,47,1,2,.283,.379,.453,.832
Gabe G Kapler C,TEX,116,444,59,134,32,1,14,66,42,57,8,4,.302,.360,.473,.833
Julio J Lugo S,HOU,116,420,78,119,22,5,10,40,37,93,22,9,.283,.346,.431,.777
Jose J Offerman,BOS,116,451,73,115,14,3,9,41,70,70,0,8,.255,.354,.359,.714
Herbert H Perry,CWS,116,411,71,124,30,1,12,62,24,75,4,1,.302,.350,.467,.818
Rich R Becker,DET,115,285,59,69,14,0,8,39,67,87,2,2,.242,.384,.375,.759
Juan J Gonzalez R,DET,115,461,69,133,30,2,22,67,32,84,1,2,.289,.337,.505,.842
Armando A Rios R,SF,115,233,38,62,15,5,10,50,31,43,3,2,.266,.347,.502,.849
Terry T Shumpert,COL,115,263,52,68,11,7,9,40,28,40,8,4,.259,.340,.456,.796
Lance L Berkman R,HOU,114,353,76,105,28,1,21,67,56,73,6,2,.297,.388,.561,.949
Bobby B Bonilla L,ATL,114,239,23,61,13,3,5,28,37,51,0,0,.255,.356,.397,.754
Keith K Lockhart,ATL,113,275,32,73,12,3,2,32,29,31,4,1,.265,.331,.353,.684
Jose J Vizcaino,NYY,113,267,32,67,10,2,0,14,22,43,6,7,.251,.308,.303,.612
Jay J Buhner R,SEA,112,364,50,92,20,0,26,82,59,98,0,2,.253,.361,.522,.883
Lenny L Harris,NYM,112,223,31,58,7,4,4,26,20,22,13,1,.260,.317,.381,.698
Henry H Rodriguez L,FLA,112,367,47,94,21,1,20,61,36,99,1,2,.256,.327,.482,.809
Pat P Burrell,PHI,111,408,57,106,27,1,18,79,63,139,0,0,.260,.359,.463,.822
Tim T Bogar S,HOU,110,304,32,63,9,2,7,33,35,56,1,1,.207,.292,.319,.611
Benji B Gil S,ANA,110,301,28,72,14,1,6,23,30,59,10,6,.239,.317,.352,.669
Kevin K Stocker S,ANA,110,343,41,75,20,4,2,24,51,81,1,5,.219,.326,.318,.644
Alex A Cora S,LA,109,353,39,84,18,6,4,32,26,53,4,1,.238,.302,.357,.658
John J Flaherty,TB,109,394,36,103,15,0,10,39,20,57,0,0,.261,.296,.376,.671
Alex A Gonzalez S,FLA,109,385,35,77,17,4,7,42,13,77,7,1,.200,.229,.319,.548
Butch B Huskey,COL,109,307,40,80,21,0,9,45,41,63,1,3,.261,.346,.417,.762
Kevin K Jordan,PHI,109,337,30,74,16,2,5,36,17,41,0,1,.220,.257,.323,.580
Chad C Curtis L,TEX,108,335,48,91,25,1,8,48,37,71,3,3,.272,.343,.424,.767
Terry T Jones L,MON,108,168,30,42,8,2,0,13,10,32,7,2,.250,.292,.321,.614
Mike M Lieberthal,PHI,108,389,55,108,30,0,15,71,40,53,2,0,.278,.352,.470,.822
Calvin C Murray,SF,108,194,35,47,12,1,2,22,29,33,9,3,.242,.348,.345,.693
Orlando O Palmeiro L,ANA,108,243,38,73,20,2,0,25,38,20,4,1,.300,.395,.399,.794
Bobby B Estalella,SF,106,299,45,70,22,3,14,53,57,92,3,0,.234,.357,.468,.826
Jeff J Frye,COL,106,326,49,100,19,0,1,16,36,54,5,3,.307,.377,.374,.751
Joe J Girardi,CHC,106,363,47,101,15,1,6,40,32,61,1,0,.278,.339,.375,.714
Felix F Martinez S,TB,106,299,42,64,11,4,2,17,32,68,9,3,.214,.305,.298,.603
Ed E Sprague,SD,106,268,30,65,16,0,12,36,25,58,0,0,.243,.312,.437,.749
Willie W Greene,CHC,105,299,34,60,15,2,10,37,36,69,4,0,.201,.289,.365,.654
Rusty R Greer L,TEX,105,394,65,117,34,3,8,65,51,61,4,1,.297,.377,.459,.837
Jose J Guillen R,TB,105,316,40,80,16,5,10,41,18,65,3,1,.253,.320,.430,.750
Shane S Halter,DET,105,238,26,62,12,2,3,27,14,49,5,2,.261,.302,.366,.668
Stan S Javier L,SEA,105,342,61,94,18,5,5,40,42,64,4,3,.275,.351,.401,.751
Adrian A Brown C,PIT,104,308,64,97,18,3,4,28,29,34,13,1,.315,.373,.432,.805
Jeremy J Giambi R,OAK,104,260,42,66,10,2,10,50,32,61,0,0,.254,.338,.423,.761
Glenallen G Hill D,NYY,104,300,45,88,9,1,27,58,19,76,0,1,.293,.336,.600,.936
Brian L. B Hunter C,CIN,104,240,47,64,5,1,1,14,27,40,20,3,.267,.342,.308,.650
Mark M Smith,FLA,104,192,22,47,8,1,5,27,17,54,2,0,.245,.310,.375,.685
Frank F Catalanotto,TEX,103,282,55,82,13,2,10,42,33,36,6,2,.291,.375,.457,.832
Dave D Mc Carty,KC,103,270,34,75,14,2,12,53,22,68,0,0,.278,.329,.478,.807
Reggie R Sanders L,ATL,103,340,43,79,23,1,11,37,32,78,21,4,.232,.302,.403,.705
Jay J Canizaro,MIN,102,346,43,93,21,1,7,40,24,57,4,2,.269,.318,.396,.714
Dave D Hansen,LA,102,121,18,35,6,2,8,26,26,32,0,1,.289,.415,.570,.985
Chuck C Knoblauch,NYY,102,400,75,113,22,2,5,26,46,45,15,7,.283,.366,.385,.751
Barry B Larkin S,CIN,102,396,71,124,26,5,11,41,48,31,14,6,.313,.389,.487,.876
Bubba B Trammell,NYM,102,245,28,65,13,2,10,45,29,49,4,0,.265,.345,.457,.802
Manny M Alexander,BOS,101,194,30,41,4,3,4,19,13,41,2,0,.211,.261,.325,.586
Craig C Biggio,HOU,101,377,67,101,13,5,8,35,61,73,12,2,.268,.388,.393,.780
Matt M Franco,NYM,101,134,9,32,4,0,2,14,21,22,0,0,.239,.340,.313,.653
Tyler T Houston,MIL,101,284,30,71,15,0,18,43,17,72,2,1,.250,.292,.493,.785
Jolbert J Cabrera R,CLE,100,175,27,44,3,1,2,15,8,15,6,4,.251,.290,.314,.605
Carlos C Febles,KC,100,339,59,87,12,1,2,29,36,48,17,6,.257,.345,.316,.660
Andy A Fox S,FLA,100,250,29,58,8,2,4,20,22,53,10,4,.232,.302,.328,.630
Russ R Johnson,TB,100,230,32,55,8,0,2,20,27,40,5,2,.239,.320,.300,.620
Damian D Miller,ARI,100,324,43,89,24,0,10,44,36,74,2,2,.275,.347,.441,.788
Torii T Hunter C,MIN,99,336,44,94,14,7,5,44,18,68,4,3,.280,.318,.408,.726
Hal H Morris,DET,99,169,24,47,9,1,3,14,31,26,0,0,.278,.391,.396,.788
Kevin K Sefcik,PHI,99,153,15,36,6,2,0,10,13,19,4,2,.235,.300,.301,.601
Clay C Bellinger,NYY,98,184,33,38,8,2,6,21,17,48,5,0,.207,.288,.370,.658
Carlos C Beltrán Beltran,KC,98,372,49,92,15,4,7,44,35,69,13,0,.247,.309,.366,.675
Jose J Canseco D,NYY,98,329,47,83,18,0,15,49,64,102,2,0,.252,.377,.444,.820
Midre M Cummings,BOS,98,206,29,57,10,0,4,24,17,28,0,0,.277,.341,.383,.724
Shawon S Dunston L,STL,98,216,28,54,11,2,12,43,6,47,3,1,.250,.278,.486,.764
Sandy S Alomar,CLE,97,356,44,103,16,2,7,42,16,41,2,2,.289,.324,.404,.728
Darren D Lewis C,BOS,97,270,44,65,12,0,2,17,22,34,10,5,.241,.305,.307,.612
