PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
Justin J Morneau,MIN,157,592,97,190,37,1,34,130,53,93,3,3,.321,.375,.559,.934
Lyle L Overbay,TOR,157,581,82,181,46,1,22,92,55,96,5,3,.312,.372,.508,.880
Aramis A Ramirez,CHC,157,594,93,173,38,4,38,119,50,63,2,1,.291,.352,.561,.912
Freddy F Sanchez,PIT,157,582,85,200,53,2,6,85,31,52,3,2,.344,.378,.473,.851
Nick N Swisher,OAK,157,556,106,141,24,2,35,95,97,152,1,2,.254,.372,.493,.864
Ryan R Zimmerman,WSH,157,614,84,176,47,3,20,110,61,120,11,8,.287,.351,.471,.822
Bobby B Abreu R,NYY,156,548,98,163,41,2,15,107,124,138,30,6,.297,.424,.462,.886
Adrian A Beltré,SEA,156,620,88,166,39,4,25,89,47,118,11,5,.268,.328,.465,.792
Adrian A González,SD,156,570,83,173,38,1,24,82,52,113,0,1,.304,.362,.500,.862
Vladimir V Guerrero R,LAA,156,607,92,200,34,1,33,116,50,68,15,5,.329,.382,.552,.934
Andruw A Jones C,ATL,156,565,107,148,29,0,41,129,82,127,4,1,.262,.363,.531,.894
Felipe F Lopez S,WSH,156,617,98,169,27,3,11,52,81,126,44,12,.274,.358,.381,.739
Chone C Figgins,LAA,155,604,93,161,23,8,9,62,65,100,52,16,.267,.336,.376,.712
Aaron A Hill,TOR,155,546,70,159,28,3,6,50,42,66,5,2,.291,.349,.386,.735
Matt M Holliday L,COL,155,602,119,196,45,5,34,114,47,110,10,5,.326,.387,.586,.973
Mark M Loretta,BOS,155,635,75,181,33,0,5,59,49,63,4,1,.285,.345,.361,.706
Melvin M Mora,BAL,155,624,96,171,25,0,16,83,54,99,11,1,.274,.342,.391,.733
Magglio M Ordonez R,DET,155,593,82,177,32,1,24,104,45,87,1,4,.298,.350,.477,.827
Derek D Jeter S,NYY,154,623,118,214,39,3,14,97,69,102,34,5,.343,.417,.483,.900
Alex A Rodriguez,NYY,154,572,113,166,26,1,35,121,90,139,15,4,.290,.392,.523,.914
Chad C Tracy,ARI,154,597,91,168,41,0,20,80,54,129,5,1,.281,.343,.451,.794
Dan D Uggla,FLA,154,611,105,172,26,7,27,90,48,123,6,6,.282,.339,.480,.818
Vernon V Wells C,TOR,154,611,91,185,40,5,32,106,54,90,17,4,.303,.357,.542,.899
David D Wright,NYM,154,582,96,181,40,5,26,116,66,113,20,5,.311,.381,.531,.912
Orlando O Cabrera S,LAA,153,607,95,171,45,1,9,72,51,58,27,3,.282,.335,.404,.738
Juan J Encarnacion R,STL,153,557,74,155,25,5,19,79,30,86,6,5,.278,.317,.443,.760
Troy T Glaus,TOR,153,540,105,136,27,0,38,104,86,134,3,2,.252,.355,.513,.868
Luis L Gonzalez,ARI,153,586,93,159,52,2,15,73,69,58,0,1,.271,.352,.444,.796
Carlos C Guillen S,DET,153,543,100,174,41,5,19,85,71,87,20,9,.320,.400,.519,.920
Mike M Lowell,BOS,153,573,79,163,47,1,20,80,47,61,2,2,.284,.339,.475,.814
Victor V Martinez,CLE,153,572,82,181,37,0,16,93,71,78,0,0,.316,.391,.465,.856
Jose J Reyes S,NYM,153,647,122,194,30,17,19,81,53,81,64,17,.300,.354,.487,.841
Shane S Victorino C,PHI,153,415,70,119,19,8,6,46,24,54,4,3,.287,.346,.414,.760
Omar O Vizquel S,SF,153,579,88,171,22,10,4,58,56,51,24,7,.295,.361,.389,.749
Lance L Berkman,HOU,152,536,95,169,29,0,45,136,98,106,3,2,.315,.420,.621,1.041
Hank H Blalock,TEX,152,591,76,157,26,3,16,89,51,98,1,0,.266,.325,.401,.726
Paul P Konerko,CWS,152,566,97,177,30,0,35,113,60,104,1,0,.313,.381,.551,.932
Ronny R Cedeno S,CHC,151,534,51,131,18,7,6,41,17,109,8,8,.245,.271,.339,.610
Carl C Crawford L,TB,151,600,89,183,20,16,18,77,37,85,58,9,.305,.348,.482,.830
Jose J Lopez,SEA,151,603,78,170,28,8,10,79,26,80,5,2,.282,.319,.405,.724
David D Ortiz,BOS,151,558,115,160,29,2,54,137,119,117,1,0,.287,.413,.636,1.049
Josh J Barfield,SD,150,539,72,151,32,3,13,58,30,81,21,5,.280,.318,.423,.741
Joe J Crede,CWS,150,544,76,154,31,0,30,94,28,58,0,2,.283,.323,.506,.828
Michael M Cuddyer R,MIN,150,557,102,158,41,5,24,109,62,130,6,0,.284,.362,.504,.867
Adam A Everett S,HOU,150,514,52,123,28,6,6,59,34,71,9,6,.239,.290,.352,.642
Brad B Hawpe R,COL,150,499,67,146,33,6,22,84,74,123,5,5,.293,.383,.515,.898
Austin A Kearns R,WSH,150,537,86,142,33,2,24,86,76,135,9,4,.264,.363,.467,.830
Johnny J Damon C,NYY,149,593,115,169,35,5,24,80,67,85,25,10,.285,.359,.482,.841
Shawn S Green R,NYM,149,530,73,147,31,3,15,66,45,82,4,4,.277,.344,.432,.776
Jacque J Jones R,CHC,149,533,73,152,31,1,27,81,35,116,9,1,.285,.334,.499,.833
Adam A La Roche,ATL,149,492,89,140,38,1,32,90,55,128,0,2,.285,.354,.561,.915
Jhonny J Peralta S,CLE,149,569,84,146,28,3,13,68,56,152,0,1,.257,.323,.385,.708
Brandon B Phillips,CIN,149,536,65,148,28,1,17,75,35,88,25,2,.276,.324,.427,.751
Edgar E Renteria S,ATL,149,598,100,175,40,2,14,70,62,89,17,6,.293,.361,.436,.797
Willy W Taveras C,HOU,149,529,83,147,19,5,1,30,34,88,33,9,.278,.333,.338,.672
Randy R Winn,SF,149,573,82,150,34,5,11,56,48,63,10,8,.262,.324,.396,.720
Jose J Castillo,PIT,148,518,54,131,25,0,14,65,32,98,6,4,.253,.299,.382,.682
Bill B Hall S,MIL,148,537,101,145,39,4,35,85,63,162,8,9,.270,.345,.553,.898
Ronnie R Belliard,STL,147,544,63,148,30,1,13,67,36,81,2,3,.272,.322,.403,.724
Emil E Brown L,KC,147,527,77,151,41,2,15,81,59,95,6,3,.287,.358,.457,.815
Torii T Hunter C,MIN,147,557,86,155,21,2,31,98,45,108,12,6,.278,.336,.490,.826
Geoff G Jenkins R,MIL,147,484,62,131,26,1,17,70,56,129,4,1,.271,.357,.434,.791
Nick N Johnson,WSH,147,500,100,145,46,0,23,77,110,99,10,3,.290,.428,.520,.948
Nick N Markakis R,BAL,147,491,72,143,25,2,16,62,43,72,2,0,.291,.351,.448,.799
Gary G Matthews C,TEX,147,620,102,194,44,6,19,79,58,99,10,7,.313,.371,.495,.866
Craig C Monroe L,DET,147,541,89,138,35,2,28,92,37,126,2,2,.255,.301,.482,.783
Kevin K Youkilis,BOS,147,569,100,159,42,2,13,72,91,120,5,2,.279,.381,.429,.810
J. D. J Drew R,LAD,146,494,84,140,34,6,20,100,89,106,2,3,.283,.393,.498,.891
Jermaine J Dye R,CWS,146,539,103,170,27,3,44,120,59,118,7,3,.315,.385,.622,1.006
David D Bell,MIL,145,504,60,136,27,4,10,63,50,68,3,1,.270,.337,.399,.736
Craig C Biggio,HOU,145,548,79,135,33,0,21,62,40,84,3,2,.246,.306,.422,.727
Todd T Helton,COL,145,546,94,165,40,5,15,81,91,64,3,2,.302,.404,.476,.880
Ben B Broussard D,SEA,144,432,61,125,21,0,21,63,26,103,2,1,.289,.331,.484,.815
Pat P Burrell L,PHI,144,462,80,119,24,1,29,95,98,131,0,0,.258,.388,.502,.890
Carlos C Delgado,NYM,144,524,89,139,30,2,38,114,74,120,0,0,.265,.361,.548,.909
Ramon R Hernandez,BAL,144,501,66,138,29,2,23,91,43,79,1,0,.275,.343,.479,.822
Kenji K Johjima,SEA,144,506,61,147,25,1,18,76,20,46,3,1,.291,.332,.451,.783
Matt M Murton L,CHC,144,455,70,135,22,3,13,62,45,62,5,2,.297,.365,.444,.809
Wilson W Betemit,LAD,143,373,49,98,23,0,18,53,36,102,3,1,.263,.326,.469,.795
Eric E Byrnes C,ARI,143,562,82,150,37,3,26,79,34,88,25,3,.267,.313,.482,.795
Jason J Kendall,OAK,143,552,76,163,23,0,1,50,53,54,11,5,.295,.367,.342,.709
Jorge J Posada,NYY,143,465,65,129,27,2,23,93,64,97,3,0,.277,.374,.492,.867
Albert A Pujols,STL,143,535,119,177,33,1,49,137,92,50,7,2,.331,.431,.671,1.102
Jim J Thome D,CWS,143,490,108,141,26,0,42,109,107,147,0,0,.288,.416,.598,1.014
Luis L Castillo,MIN,142,584,84,173,22,6,3,49,56,58,25,11,.296,.358,.370,.728
Jeff J Conine R,PHI,142,489,54,131,26,4,10,66,40,65,3,2,.268,.325,.399,.724
Jay J Payton L,OAK,142,557,78,165,32,3,10,59,22,52,8,4,.296,.325,.418,.743
Scott S Rolen,STL,142,521,94,154,48,1,22,95,56,69,7,4,.296,.369,.518,.887
Josh J Willingham L,FLA,142,502,62,139,28,2,26,74,54,109,2,0,.277,.356,.496,.852
Jack J Wilson S,PIT,142,543,70,148,27,1,8,35,33,65,4,3,.273,.316,.370,.686
Garret G Anderson L,LAA,141,543,63,152,28,2,17,85,38,95,1,0,.280,.323,.433,.756
Mike M Cameron C,SD,141,552,88,148,34,9,22,83,71,142,25,9,.268,.355,.482,.837
Marcus M Giles,ATL,141,550,87,144,32,2,11,60,62,105,10,5,.262,.341,.387,.729
Scott S Hatteberg,CIN,141,456,62,132,28,0,13,51,74,41,2,2,.289,.389,.436,.826
Shea S Hillenbrand,SF,141,530,73,147,27,1,21,68,21,80,1,2,.277,.313,.451,.764
Carlos C Beltrán Beltran,NYM,140,510,127,140,38,1,41,116,95,99,18,3,.275,.388,.594,.982
Wes W Helms,FLA,140,240,30,79,19,5,10,47,21,55,0,4,.329,.390,.575,.965
Conor C Jackson,ARI,140,485,75,141,26,1,15,79,54,73,1,0,.291,.368,.441,.809
Joe J Mauer,MIN,140,521,86,181,36,4,13,84,79,54,8,3,.347,.429,.507,.936
A. J. A Pierzynski,CWS,140,509,65,150,24,0,16,64,22,72,1,0,.295,.333,.436,.770
Brad B Ausmus,HOU,139,439,37,101,16,1,2,39,45,71,3,1,.230,.308,.285,.593
Steve S Finley C,SF,139,426,66,105,21,12,6,40,46,55,7,0,.246,.320,.394,.714
Jason J Giambi D,NYY,139,446,92,113,25,0,37,113,110,106,2,0,.253,.413,.558,.971
Adam A Kennedy,LAA,139,451,50,123,26,6,4,55,39,72,16,10,.273,.334,.384,.718
Scott S Podsednik L,CWS,139,524,86,137,27,6,3,45,54,96,40,19,.261,.330,.353,.684
Brady B Clark C,MIL,138,415,51,109,14,2,4,29,43,60,3,4,.263,.348,.335,.683
Tadahito T Iguchi,CWS,138,555,97,156,24,0,18,67,59,110,11,5,.281,.352,.422,.774
Brian B Roberts,BAL,138,563,85,161,34,3,10,55,55,66,36,7,.286,.347,.410,.757
Todd T Walker,SD,138,442,56,123,22,2,9,53,55,38,2,1,.278,.356,.398,.754
Eric E Chavez,OAK,137,485,74,117,24,2,22,72,84,100,3,0,.241,.351,.435,.786
Royce R Clayton S,CIN,137,454,49,117,30,1,2,40,30,85,14,6,.258,.307,.341,.648
Ray R Durham,SF,137,498,79,146,30,7,26,93,51,61,7,2,.293,.360,.538,.898
Frank F Thomas D,OAK,137,466,77,126,11,0,39,114,81,81,0,0,.270,.381,.545,.926
Jose J Valentin,NYM,137,384,56,104,24,3,18,62,37,71,6,2,.271,.330,.490,.820
Jamey J Carroll,COL,136,463,84,139,23,5,5,36,56,66,10,12,.300,.377,.404,.781
Mark M De Rosa R,TEX,136,520,78,154,40,2,13,74,44,102,4,4,.296,.357,.456,.812
Mike M Jacobs,FLA,136,469,54,123,37,1,20,77,45,105,3,0,.262,.325,.473,.798
Ivan I Rodriguez,DET,136,547,74,164,28,4,13,69,26,86,8,3,.300,.332,.437,.768
Aaron A Miles,STL,135,426,48,112,20,5,2,30,38,42,2,1,.263,.324,.347,.672
Corey C Patterson,BAL,135,463,75,128,19,5,16,53,21,94,45,9,.276,.314,.443,.757
Nick N Punto,MIN,135,459,73,133,21,7,1,45,47,68,17,5,.290,.352,.373,.725
Preston P Wilson R,STL,135,501,58,132,25,2,17,72,29,121,12,2,.263,.307,.423,.730
Brian B Anderson C,CWS,134,365,46,82,23,1,8,33,30,90,4,7,.225,.290,.359,.649
Marlon M Anderson L,LAD,134,279,43,83,16,4,12,38,25,49,4,6,.297,.354,.513,.866
Joey J Gathright C,KC,134,383,59,91,12,3,1,41,42,75,22,9,.238,.321,.292,.614
Mark M Grudzielanek,KC,134,548,85,163,32,4,7,52,28,69,3,2,.297,.331,.409,.740
Reed R Johnson L,TOR,134,461,86,147,34,2,12,49,33,81,8,2,.319,.390,.479,.869
So S Taguchi L,STL,134,316,46,84,19,1,2,31,32,48,11,3,.266,.335,.351,.686
Endy E Chavez R,NYM,133,353,48,108,22,5,4,42,24,44,12,3,.306,.348,.431,.779
Alfredo A Amezaga C,FLA,132,334,42,87,9,3,3,19,33,46,20,12,.260,.332,.332,.664
Angel A Berroa S,KC,132,474,45,111,18,1,9,54,14,88,3,1,.234,.259,.333,.592
David D Dellucci,PHI,132,264,41,77,14,5,13,39,28,62,1,3,.292,.369,.530,.899
Ryan R Freel C,CIN,132,454,67,123,30,2,8,27,57,98,37,11,.271,.363,.399,.762
Kevin K Millar,BAL,132,430,64,117,26,0,15,64,59,74,1,1,.272,.374,.437,.811
Juan J Uribe S,CWS,132,463,53,109,28,2,21,71,13,82,1,1,.235,.257,.441,.698
Clint C Barmes S,COL,131,478,57,105,26,4,7,56,22,72,5,4,.220,.264,.335,.598
Aubrey A Huff R,HOU,131,454,57,121,25,2,21,66,50,64,0,0,.267,.344,.469,.814
Ryan R Langerhans L,ATL,131,315,46,76,16,3,7,28,50,91,1,2,.241,.350,.378,.727
Bernie B Williams R,NYY,131,420,65,118,29,0,12,61,33,53,2,0,.281,.332,.436,.768
Barry B Bonds L,SF,130,367,74,99,23,0,26,77,115,51,3,0,.270,.454,.545,.999
Melky M Cabrera L,NYY,130,460,75,129,26,2,7,50,56,59,12,5,.280,.360,.391,.752
Brian B Mc Cann,ATL,130,442,61,147,34,0,24,93,41,54,2,0,.333,.388,.572,.961
Xavier X Nady,PIT,130,468,57,131,28,1,17,63,30,85,3,3,.280,.337,.453,.790
Manny M Ramirez L,BOS,130,449,79,144,27,1,35,102,100,102,0,1,.321,.439,.619,1.058
Tony T Graffanino,MIL,129,456,68,125,33,3,7,59,45,68,5,4,.274,.345,.406,.751
Travis T Hafner D,CLE,129,454,100,140,31,1,42,117,100,111,0,0,.308,.439,.659,1.097
Mark M Kotsay C,OAK,129,502,57,138,29,3,7,59,44,55,6,3,.275,.332,.386,.719
Kenny K Lofton C,LAD,129,469,79,141,15,12,3,41,45,42,32,5,.301,.360,.403,.764
Yadier Y Molina,STL,129,417,29,90,26,0,6,49,26,41,1,2,.216,.274,.321,.595
Phil P Nevin D,MIN,129,397,54,95,13,0,22,68,48,106,0,0,.239,.323,.438,.761
Ronny R Paulino,PIT,129,442,37,137,19,0,6,55,34,79,0,0,.310,.360,.394,.754
Dave D Roberts L,SD,129,499,80,146,18,13,2,44,51,61,49,6,.293,.360,.393,.752
Frank F Catalanotto L,TOR,128,437,56,131,36,2,7,56,52,37,1,3,.300,.376,.439,.816
Alex A Rios R,TOR,128,450,68,136,33,6,17,82,35,89,15,6,.302,.349,.516,.865
Morgan M Ensberg,HOU,127,387,67,91,17,1,23,58,101,96,1,4,.235,.396,.463,.858
Kevin K Mench L,MIL,127,446,45,120,24,2,13,68,27,59,1,0,.269,.313,.419,.733
Miguel M Olivo,FLA,127,430,52,113,22,3,16,58,9,103,2,3,.263,.287,.440,.727
Andre A Ethier L,LAD,126,396,50,122,20,7,11,55,34,77,5,5,.308,.365,.477,.842
Mike M Lamb,HOU,126,381,70,117,22,3,12,45,35,55,2,4,.307,.361,.475,.836
Mike M Piazza,SD,126,399,39,113,19,1,22,68,34,66,0,0,.283,.342,.501,.843
Cory C Sullivan,COL,126,386,47,103,26,10,2,30,32,100,10,6,.267,.321,.402,.722
Jose J Vidro,WSH,126,463,52,134,26,1,7,47,41,48,1,0,.289,.348,.395,.744
Craig C Wilson,NYY,125,359,53,90,15,2,17,49,28,122,1,0,.251,.314,.446,.760
Matt M Diaz L,ATL,124,297,37,97,15,4,7,32,11,49,5,5,.327,.364,.475,.839
Mark M Ellis,OAK,124,441,64,110,25,1,11,52,40,76,4,0,.249,.319,.385,.704
Paul P Lo Duca,NYM,124,512,80,163,39,1,5,49,24,38,3,0,.318,.355,.428,.782
Juan J Rivera L,LAA,124,448,65,139,27,0,23,85,33,59,0,4,.310,.362,.525,.887
Brian B Schneider,WSH,124,410,30,105,18,0,4,55,38,67,2,2,.256,.320,.329,.649
Chris C Burke,HOU,123,366,58,101,23,1,9,40,27,77,11,1,.276,.347,.418,.765
David D Eckstein S,STL,123,500,68,146,18,1,2,23,31,41,7,6,.292,.350,.344,.694
Jason J Michaels L,CLE,123,494,77,132,32,1,9,55,43,101,9,5,.267,.326,.391,.717
Abraham O. A Nunez,PHI,123,322,42,68,10,2,2,32,41,58,1,0,.211,.303,.273,.577
Rich R Aurilia,CIN,122,440,61,132,25,1,23,70,34,51,3,0,.300,.349,.518,.867
Robinson R Canó,NYY,122,482,62,165,41,1,15,78,18,54,5,2,.342,.365,.525,.890
Nomar N Garciaparra,LAD,122,469,82,142,31,2,20,93,42,30,3,0,.303,.367,.505,.872
Julio J Lugo,LAD,122,435,69,121,22,2,12,37,39,76,24,9,.278,.341,.421,.762
Ty T Wigginton,TB,122,444,55,122,25,1,24,79,32,97,4,3,.275,.330,.498,.828
Khalil K Greene S,SD,121,412,56,101,26,2,15,55,39,87,5,1,.245,.320,.427,.747
Damon D Hollins R,TB,121,333,37,76,20,0,15,33,19,64,3,3,.228,.269,.423,.692
Russell R Martin,LAD,121,415,65,117,26,4,10,65,45,57,10,5,.282,.355,.436,.792
Ian I Kinsler,TEX,120,423,65,121,27,1,14,55,40,64,11,4,.286,.347,.454,.801
David D De Jesus L,KC,119,491,83,145,36,7,8,56,43,70,6,3,.295,.364,.446,.810
Scott S Spiezio,STL,119,276,44,75,15,4,13,52,37,66,1,0,.272,.366,.496,.862
Jose J Bautista C,PIT,117,400,58,94,20,3,16,51,46,110,2,4,.235,.335,.420,.755
Edwin E Encarnación,CIN,117,406,60,112,33,1,15,72,41,78,6,3,.276,.359,.473,.831
Jonny J Gomes D,TB,117,385,53,83,21,1,20,59,61,116,1,5,.216,.325,.431,.756
Gabe G Gross,MIL,117,208,42,57,15,0,9,38,36,60,1,0,.274,.382,.476,.858
Bengie B Molina,TOR,117,433,44,123,20,1,19,57,19,47,1,1,.284,.319,.467,.785
Marco M Scutaro S,OAK,117,365,52,97,21,6,5,41,50,66,5,1,.266,.350,.397,.747
Matt M Stairs D,DET,117,348,42,86,21,0,13,51,40,86,0,0,.247,.328,.420,.748
Mark M Bellhorn,SD,115,253,26,48,11,2,8,27,32,90,0,0,.190,.285,.344,.629
Johnny J Estrada,ARI,115,414,43,125,26,0,11,71,13,40,0,0,.302,.328,.444,.772
Jeff J Kent,LAD,115,407,61,119,27,3,14,68,55,69,1,2,.292,.385,.477,.861
Chris C Shelton,DET,115,373,50,102,16,4,16,47,34,107,1,2,.273,.340,.466,.806
Joe J Borchard R,FLA,114,239,33,55,7,1,10,28,28,69,0,3,.230,.319,.393,.712
John J Buck,KC,114,371,37,91,21,1,11,50,26,84,0,2,.245,.306,.396,.702
Travis T Lee,TB,114,343,35,77,11,2,11,31,42,73,5,2,.224,.312,.364,.676
Trot T Nixon R,BOS,114,381,59,102,24,0,8,52,60,56,0,2,.268,.373,.394,.767
Mark M Sweeney,SF,114,259,32,65,15,2,5,37,28,50,0,1,.251,.330,.382,.712
Hector H Luna,CLE,113,350,41,100,21,2,6,38,27,60,5,4,.286,.338,.409,.746
Sean S Casey,DET,112,397,47,108,22,0,8,59,33,43,0,1,.272,.336,.388,.724
Jeff J Cirillo,MIL,112,263,33,84,16,0,3,23,21,33,1,1,.319,.369,.414,.784
Jason J Lane R,HOU,112,288,44,58,10,0,15,45,49,75,1,2,.201,.318,.392,.710
Rob R Mackowiak C,CWS,112,255,31,74,12,1,5,23,28,59,5,2,.290,.365,.404,.768
Reggie R Abercrombie C,FLA,111,255,39,54,12,2,5,24,18,78,6,5,.212,.271,.333,.604
Jeromy J Burnitz R,PIT,111,313,35,72,12,0,16,49,22,74,1,1,.230,.289,.422,.711
Alex A Gonzalez S,BOS,111,388,48,99,24,2,9,50,22,67,1,0,.255,.299,.397,.696
Jim J Edmonds C,STL,110,350,52,90,18,0,19,70,53,101,4,0,.257,.350,.471,.822
Chipper C Jones,ATL,110,411,87,133,28,3,26,86,61,73,6,1,.324,.409,.596,1.005
Andy A Phillips,NYY,110,246,30,59,11,3,7,29,15,56,3,2,.240,.281,.394,.676
Placido P Polanco,DET,110,461,58,136,18,1,4,52,17,27,1,2,.295,.329,.364,.693
Marcus M Thames L,DET,110,348,61,89,20,2,26,60,37,92,1,1,.256,.333,.549,.882
Casey C Blake R,CLE,109,401,63,113,20,1,19,68,45,93,6,0,.282,.356,.479,.835
Geoff G Blum S,SD,109,276,27,70,17,1,4,34,17,51,0,1,.254,.293,.366,.659
Ken K Griffey C,CIN,109,428,62,108,19,0,27,72,39,78,0,0,.252,.316,.486,.802
Eric E Hinske,BOS,109,277,43,75,17,2,13,34,35,79,2,2,.271,.353,.487,.840
Aaron A Rowand C,PHI,109,405,59,106,24,3,12,47,18,76,10,4,.262,.321,.425,.745
Mark M Teahen,KC,109,393,70,114,21,7,18,69,40,85,10,0,.290,.357,.517,.874
Neifi N Perez,DET,108,301,31,73,14,1,2,29,8,25,1,1,.243,.260,.316,.575
Michael M Barrett,CHC,107,375,54,115,25,3,16,53,33,41,0,1,.307,.368,.517,.885
Jorge J Cantu,TB,107,413,40,103,18,2,14,62,26,91,1,1,.249,.295,.404,.699
John J Mabry,CHC,107,210,16,43,8,1,5,25,23,57,0,0,.205,.283,.324,.606
Esteban E German,KC,106,279,44,91,18,5,3,34,40,49,7,3,.326,.422,.459,.880
Nate N Mc Louth C,PIT,106,270,50,63,16,2,7,16,18,59,10,1,.233,.293,.385,.678
Craig C Counsell S,ARI,105,372,56,95,14,4,4,30,31,47,15,8,.255,.327,.347,.674
Coco C Crisp,BOS,105,413,58,109,22,2,8,36,31,67,22,4,.264,.317,.385,.702
Aaron A Boone,CLE,104,354,50,89,19,1,7,46,27,62,5,4,.251,.314,.370,.684
Juan J Castro S,CIN,104,251,18,63,10,3,3,28,11,36,1,2,.251,.281,.351,.632
Lew L Ford,MIN,104,234,40,53,6,1,4,18,16,43,9,1,.226,.287,.312,.599
Maicer M Izturis,LAA,104,352,64,103,21,3,5,44,38,35,14,6,.293,.365,.412,.777
John J Mc Donald S,TOR,104,260,35,58,7,3,3,23,16,41,7,2,.223,.271,.308,.579
Orlando O Palmeiro,HOU,103,119,12,30,6,1,0,17,6,17,0,1,.252,.294,.319,.613
Olmedo O Saenz,LAD,103,179,30,53,15,0,11,48,14,47,0,0,.296,.363,.564,.927
Jason J Varitek,BOS,103,365,46,87,19,2,12,55,46,87,1,2,.238,.325,.400,.725
Willie W Bloomquist C,SEA,102,251,36,62,6,2,1,15,24,40,16,3,.247,.320,.299,.619
Pete P Orr,ATL,102,154,22,39,3,4,1,8,5,30,2,4,.253,.277,.344,.621
John J Rodriguez,STL,102,183,31,55,12,3,2,19,21,45,0,0,.301,.374,.432,.806
Jerry J Hairston L,TEX,101,170,25,35,6,1,0,10,13,34,5,2,.206,.270,.253,.523
Damian D Miller,MIL,101,331,34,83,28,0,6,38,33,86,0,0,.251,.322,.390,.711
Cody C Ross L,FLA,101,269,34,61,12,2,13,46,22,65,1,1,.227,.293,.431,.724
Josh J Bard,SD,100,249,30,83,20,0,9,40,30,42,1,0,.333,.404,.522,.926
Jason J Bartlett S,MIN,99,333,44,103,18,2,2,32,22,46,10,5,.309,.367,.393,.760
Jeremy J Hermida R,FLA,99,307,37,77,19,1,5,28,33,70,4,1,.251,.332,.368,.700
Mike M Napoli,LAA,99,268,47,61,13,0,16,42,51,90,2,3,.228,.360,.455,.815
Tomas T Perez,TB,99,241,31,51,12,0,2,16,5,44,1,0,.212,.224,.286,.510
Rondell R White D,MIN,99,337,32,83,17,1,7,38,11,54,1,1,.246,.276,.365,.641
Gregg G Zaun,TOR,99,290,39,79,19,0,12,40,41,42,0,2,.272,.363,.462,.825
Moises M Alou R,SF,98,345,52,104,25,1,22,74,28,31,2,1,.301,.352,.571,.923
Greg G Norton D,TB,98,294,47,87,15,0,17,45,35,69,1,5,.296,.374,.520,.895
Daryle D Ward,ATL,98,130,17,40,10,0,7,26,15,27,0,1,.308,.380,.546,.926
Rod R Barajas,TEX,97,344,49,88,20,0,11,41,17,51,0,0,.256,.298,.410,.708
Cliff C Floyd L,NYM,97,332,45,81,19,1,11,44,29,58,6,0,.244,.324,.407,.731
