PLAYER,TEAM,W,L,ERA,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG
Mark M Hendrickson,TB,10,15,4.81,32,30,2,0,0,0,183.1,211,113,98,21,7,46,87,1.40,.285
Brooks B Kieschnick,MIL,1,1,3.77,32,0,0,0,0,0,43.0,44,19,18,6,0,13,28,1.33,.262
Jon J Leicester,CHC,5,1,3.89,32,0,0,0,0,0,41.2,40,20,18,7,0,15,35,1.32,.256
Ted T Lilly,TOR,12,10,4.06,32,32,2,1,0,0,197.1,171,92,89,26,6,89,168,1.32,.230
Jason J Marquis,STL,15,7,3.71,32,32,0,0,0,0,201.1,215,90,83,26,10,70,138,1.42,.275
Matt M Morris,STL,15,10,4.72,32,32,3,2,0,0,202.0,205,116,106,35,6,56,131,1.29,.266
Brett B Myers,PHI,11,11,5.52,32,31,1,1,0,0,176.0,196,113,108,31,6,62,116,1.47,.281
Mark M Redman,OAK,11,12,4.71,32,32,2,0,0,0,191.0,218,110,100,28,6,68,102,1.50,.292
Glendon G Rusch,CHC,6,2,3.47,32,16,0,0,2,2,129.2,127,54,50,10,4,33,90,1.23,.256
Curt C Schilling,BOS,21,6,3.26,32,32,3,0,0,0,226.2,206,84,82,23,5,35,203,1.06,.239
Jason J Schmidt,SF,18,7,3.20,32,32,4,3,0,0,225.0,165,84,80,18,3,77,251,1.08,.202
Allan A Simpson,COL,2,1,5.08,32,0,0,0,0,0,39.0,44,26,22,4,4,20,46,1.64,.289
Brett B Tomko,SF,11,7,4.04,32,31,2,1,0,0,194.0,196,98,87,19,0,64,108,1.34,.260
Javier J Vazquez,NYY,14,10,4.91,32,32,0,0,0,0,198.0,195,114,108,33,11,60,150,1.29,.255
Tim T Wakefield,BOS,12,10,4.87,32,30,0,0,0,0,188.1,197,121,102,29,16,63,116,1.38,.264
Dontrelle D Willis,FLA,10,11,4.02,32,32,2,0,0,0,197.0,210,99,88,20,8,61,139,1.38,.273
Jaret J Wright,ATL,15,8,3.28,32,32,0,0,0,0,186.1,168,79,68,11,3,70,159,1.28,.242
Kris K Benson,NYM,12,12,4.31,31,31,1,1,0,0,200.1,202,106,96,15,10,61,134,1.31,.263
Yhency Y Brazoban,LA,6,2,2.48,31,0,0,0,0,0,32.2,25,9,9,2,0,15,27,1.22,.219
Jose J Contreras,CWS,13,9,5.50,31,31,0,0,0,0,170.1,166,114,104,31,8,84,150,1.47,.253
Mark M Corey,PIT,1,2,4.54,31,0,0,0,0,0,35.2,39,20,18,3,2,19,28,1.63,.275
Freddy F Garcia,CWS,13,11,3.81,31,31,1,0,0,0,210.0,192,92,89,22,7,64,184,1.22,.242
Rich R Harden,OAK,11,7,3.99,31,31,0,0,0,0,189.2,171,90,84,16,3,81,167,1.33,.242
Ben B Howard,FLA,1,1,5.50,31,0,0,0,0,0,37.2,37,23,23,6,1,21,33,1.54,.261
Kaz K Ishii,LA,13,8,4.71,31,31,2,2,0,0,172.0,155,97,90,21,4,98,99,1.47,.246
Jose J Jimenez,CLE,1,7,8.42,31,0,0,0,8,8,36.1,45,37,34,6,4,14,21,1.62,.296
Esteban E Loaiza,NYY,10,7,5.70,31,27,2,1,0,0,183.0,217,124,116,32,3,71,117,1.57,.296
Darrell D May,KC,9,19,5.61,31,31,3,1,0,0,186.0,234,130,116,38,2,55,120,1.55,.306
Antonio A Osuna,SD,2,1,2.45,31,0,0,0,0,0,36.2,32,11,10,3,1,11,36,1.17,.232
Carl C Pavano,FLA,18,8,3.00,31,31,2,2,0,0,222.1,212,80,74,16,11,49,139,1.17,.253
Odalis O Perez,LA,7,6,3.25,31,31,0,0,0,0,196.1,180,76,71,26,3,44,128,1.14,.250
Victor V Santos,MIL,11,12,4.97,31,28,0,0,0,0,154.0,169,95,85,18,7,57,115,1.47,.278
Jeff J Suppan,STL,16,9,4.16,31,31,0,0,0,0,188.0,192,98,87,25,8,65,110,1.37,.265
Ryan R Vogelsong,PIT,6,13,6.50,31,26,0,0,0,0,133.0,148,97,96,22,10,67,92,1.62,.285
David D Wells,SD,12,8,3.73,31,31,0,0,0,0,195.2,203,85,81,23,2,20,101,1.14,.266
Woody W Williams,STL,11,8,4.18,31,31,0,0,0,0,189.2,193,93,88,20,9,58,131,1.32,.262
Michael M Wuertz,CHC,1,0,4.34,31,0,0,0,1,1,29.0,22,14,14,4,0,17,30,1.34,.218
Carlos C Zambrano,CHC,16,8,2.75,31,31,1,1,0,0,209.2,174,73,64,14,20,81,188,1.22,.225
Brian B Bruney,ARI,3,4,4.31,30,0,0,0,0,0,31.1,20,16,15,2,1,27,34,1.50,.189
D. J. D Carrasco,KC,2,2,4.84,30,0,0,0,0,0,35.1,41,22,19,5,3,15,22,1.58,.287
Matt M Clement,CHC,9,13,3.68,30,30,0,0,0,0,181.0,155,79,74,23,12,77,190,1.28,.229
Al A Leiter,NYM,10,8,3.21,30,30,0,0,0,0,173.2,138,65,62,16,11,97,117,1.35,.218
Oliver O Pérez Perez,PIT,12,10,2.98,30,30,2,1,0,0,196.0,145,71,65,22,9,81,239,1.15,.207
C Sabathia,CLE,11,10,4.12,30,30,1,1,0,0,188.0,176,90,86,20,7,72,139,1.32,.252
Bob B Wickman,CLE,0,2,4.25,30,0,0,0,13,13,29.2,33,14,14,4,2,10,26,1.45,.282
Matt M Wise,MIL,1,2,4.44,30,3,0,0,0,0,52.2,51,27,26,3,2,15,30,1.25,.252
Scott S Elarton,CLE,3,11,5.90,29,29,1,1,0,0,158.2,164,107,104,33,4,62,103,1.42,.265
Mike M Hampton,ATL,13,9,4.28,29,29,1,0,0,0,172.1,198,86,82,15,1,65,87,1.53,.290
Jeff J Nelson,TEX,1,2,5.32,29,0,0,0,1,1,23.2,17,16,14,3,0,19,22,1.52,.207
Eddy E Rodriguez,BAL,1,0,4.78,29,0,0,0,0,0,43.1,36,23,23,5,5,30,37,1.52,.231
Steve S Sparks,ARI,3,7,6.04,29,18,0,0,0,0,120.2,139,89,81,18,5,45,57,1.52,.287
Jose J Valverde,ARI,1,2,4.25,29,0,0,0,8,8,29.2,23,17,14,7,1,17,38,1.35,.213
Todd T Williams,BAL,2,0,2.87,29,0,0,0,0,0,31.1,26,10,10,2,5,9,13,1.12,.232
Paul P Wilson,CIN,11,6,4.36,29,29,1,0,0,0,183.2,192,93,89,26,8,63,117,1.39,.271
Joaquin J Benoit,TEX,3,5,5.68,28,15,0,0,0,0,103.0,113,67,65,19,8,31,95,1.40,.279
Daniel D Cabrera,BAL,12,8,5.00,28,27,1,1,1,1,147.2,145,85,82,14,2,89,76,1.58,.259
Chris C Carpenter,STL,15,5,3.46,28,28,1,0,0,0,182.0,169,75,70,24,8,38,152,1.14,.245
Aaron A Harang,CIN,10,9,4.86,28,28,1,1,0,0,161.0,177,90,87,26,5,53,125,1.43,.280
Aaron A Sele,ANA,9,4,5.05,28,24,0,0,0,0,132.0,163,84,74,16,5,51,51,1.62,.310
Tanyon T Sturtze,NYY,6,2,5.47,28,3,0,0,1,1,77.1,75,49,47,9,6,33,56,1.40,.254
Scott S Williamson,BOS,0,1,1.26,28,0,0,0,1,1,28.2,11,6,4,0,3,18,28,1.01,.115
Erik E Bedard,BAL,6,10,4.59,27,26,0,0,0,0,137.1,149,83,70,13,7,71,121,1.60,.270
Kirk K Bullinger,HOU,1,0,6.16,27,0,0,0,1,1,30.2,36,22,21,5,1,10,11,1.50,.286
Casey C Fossum,ARI,4,15,6.65,27,27,0,0,0,0,142.0,171,111,105,31,10,63,117,1.65,.302
Tim T Hudson,OAK,12,6,3.53,27,27,3,2,0,0,188.2,194,82,74,8,12,44,103,1.26,.267
Joe J Kennedy,COL,9,7,3.66,27,27,1,0,0,0,162.1,163,68,66,17,8,67,117,1.42,.265
Justin J Lehr,OAK,1,1,5.23,27,0,0,0,0,0,32.2,35,19,19,3,2,14,16,1.50,.280
Jon J Lieber,NYY,14,8,4.33,27,27,0,0,0,0,176.2,216,95,85,20,2,18,102,1.32,.301
Ramiro R Mendoza,BOS,2,1,3.52,27,0,0,0,0,0,30.2,25,12,12,3,1,7,13,1.04,.225
Mike M Mussina,NYY,12,9,4.59,27,27,1,0,0,0,164.2,178,91,84,22,2,40,132,1.32,.276
Darren D Oliver,HOU,3,3,5.94,27,10,0,0,0,0,72.2,87,50,48,14,1,21,46,1.49,.305
Jake J Peavy,SD,15,6,2.27,27,27,0,0,0,0,166.1,146,49,42,13,11,53,173,1.20,.236
Tim T Redding,HOU,5,7,5.72,27,17,0,0,0,0,100.2,125,73,64,15,5,43,56,1.67,.309
Rod R Beck,SD,0,2,6.38,26,0,0,0,0,0,24.0,27,18,17,8,0,9,15,1.50,.278
Josh J Beckett,FLA,9,9,3.79,26,26,1,1,0,0,156.2,137,72,66,16,6,54,152,1.22,.235
Jason J Davis,CLE,2,7,5.51,26,19,0,0,0,0,114.1,148,81,70,13,4,51,72,1.74,.311
Chad C Gaudin,TB,1,2,4.85,26,4,0,0,0,0,42.2,59,27,23,4,4,16,30,1.76,.337
Josias J Manzanillo,FLA,3,3,6.12,26,0,0,0,1,1,32.1,38,24,22,6,3,15,27,1.64,.292
Bret B Prinz,NYY,1,0,5.08,26,0,0,0,0,0,28.1,28,17,16,5,1,14,22,1.48,.259
Scott S Proctor,NYY,2,1,5.40,26,0,0,0,0,0,25.0,29,18,15,5,0,14,21,1.72,.284
Victor V Zambrano,NYM,11,7,4.37,26,25,0,0,0,0,142.0,119,77,69,13,16,102,123,1.56,.229
Scott S Atchison,SEA,2,3,3.52,25,0,0,0,0,0,30.2,29,12,12,4,0,14,36,1.40,.250
R. A. R Dickey,TEX,6,7,5.61,25,15,0,0,1,1,104.1,136,77,65,17,4,33,57,1.62,.311
Jimmy J Gobble,KC,9,8,5.35,25,24,1,0,0,0,148.0,157,94,88,24,3,43,49,1.35,.270
Kevin K Millwood,PHI,9,6,4.85,25,25,0,0,0,0,141.0,155,81,76,14,7,51,125,1.46,.278
Wes W Obermueller,MIL,6,8,5.80,25,20,1,1,0,0,118.0,138,80,76,15,3,42,59,1.53,.291
Chad C Qualls,HOU,4,0,3.55,25,0,0,0,1,1,33.0,34,13,13,3,4,8,24,1.27,.266
Jarrod J Washburn,ANA,11,8,4.64,25,25,1,1,0,0,149.1,159,81,77,20,4,40,86,1.33,.269
Rob R Bell,TB,8,8,4.46,24,19,1,0,0,0,123.0,121,71,61,16,5,41,57,1.32,.253
Craig C Dingman,DET,2,2,6.75,24,0,0,0,0,0,29.1,33,22,22,3,4,22,16,1.88,.295
Chad C Durbin,ARI,6,7,6.97,24,8,1,0,0,0,60.2,72,50,47,11,5,35,48,1.76,.291
Bob B File,TOR,1,0,4.81,24,0,0,0,0,0,33.2,45,19,18,4,2,12,15,1.69,.331
Zack Z Greinke,KC,8,11,3.97,24,24,0,0,0,0,145.0,143,64,64,26,8,26,100,1.17,.256
Mike M Johnston,PIT,0,3,4.37,24,0,0,0,0,0,22.2,29,16,11,2,2,15,18,1.94,.315
Jason J Kershner,TOR,0,1,6.04,24,2,0,0,0,0,22.1,30,16,15,3,0,8,15,1.70,.316
Brad B Penny,LA,9,10,3.15,24,24,0,0,0,0,143.0,130,55,50,12,3,45,111,1.22,.243
Jae Weong J Seo,NYM,5,10,4.90,24,21,0,0,0,0,117.2,133,67,64,17,2,50,54,1.56,.299
Joe J Valentine,CIN,2,3,5.22,24,1,0,0,4,4,29.1,23,18,17,4,2,25,29,1.64,.211
Kip K Wells,PIT,5,7,4.55,24,24,0,0,0,0,138.1,145,71,70,14,6,66,116,1.53,.270
Rick R Bauer,BAL,2,1,4.70,23,2,0,0,0,0,53.2,49,31,28,4,4,20,37,1.29,.238
Ryan R Dempster,CHC,1,1,3.92,23,0,0,0,2,2,20.2,16,9,9,1,2,13,18,1.40,.208
Mike M Fetters,ARI,0,1,8.68,23,0,0,0,1,1,18.2,23,22,18,2,1,14,14,1.98,.299
Gil G Meche,SEA,7,7,5.01,23,23,1,1,0,0,127.2,139,73,71,21,5,47,99,1.46,.273
Jay J Powell,TEX,1,1,3.38,23,0,0,0,0,0,24.0,24,11,9,3,0,11,17,1.46,.267
Randy R Wolf,PHI,5,8,4.28,23,23,1,1,0,0,136.2,145,73,65,20,5,36,89,1.32,.271
Joe J Borowski,CHC,2,4,8.02,22,0,0,0,9,9,21.1,27,19,19,3,0,15,17,1.97,.303
Dewon D Brazelton,TB,6,8,4.77,22,21,0,0,0,0,120.2,121,71,64,12,11,53,64,1.44,.260
Kevin K Brown,NYY,10,6,4.09,22,22,0,0,0,0,132.0,132,65,60,14,3,35,83,1.27,.262
Jesse J Crain,MIN,3,0,2.00,22,0,0,0,0,0,27.0,17,6,6,2,1,12,14,1.07,.179
Lenny L Di Nardo,BOS,0,0,4.23,22,0,0,0,0,0,27.2,34,17,13,1,2,12,21,1.66,.298
Pedro P Feliciano,NYM,1,1,5.40,22,0,0,0,0,0,18.1,14,12,11,2,1,12,14,1.42,.209
Kevin K Frederick,TOR,0,2,6.59,22,0,0,0,0,0,28.2,32,21,21,4,1,16,22,1.67,.283
Vladimir V Nunez,COL,3,3,7.01,22,0,0,0,0,0,25.2,26,22,20,6,1,14,22,1.56,.280
Brian B Reith,CIN,2,2,7.27,22,0,0,0,0,0,26.0,30,21,21,5,3,19,24,1.88,.288
Jerome J Williams,SF,10,7,4.24,22,22,0,0,0,0,129.1,123,69,61,14,17,44,80,1.29,.254
Kerry K Wood,CHC,8,9,3.72,22,22,0,0,0,0,140.1,127,62,58,16,11,51,144,1.27,.244
Brian B Boehringer,PIT,1,1,4.62,21,0,0,0,0,0,25.1,27,14,13,2,1,17,20,1.74,.293
Joey J Eischen,MON,0,1,3.93,21,0,0,0,0,0,18.1,16,10,8,2,1,8,17,1.31,.232
Roy R Halladay,TOR,8,8,4.20,21,21,1,1,0,0,133.0,140,66,62,13,1,39,95,1.35,.272
Pete P Munro,HOU,4,7,5.15,21,19,0,0,0,0,99.2,120,59,57,12,10,26,63,1.46,.302
Joel J Pineiro,SEA,6,11,4.67,21,21,1,0,0,0,140.2,144,77,73,21,4,43,111,1.33,.265
Mark M Prior,CHC,6,4,4.02,21,21,0,0,0,0,118.2,112,53,53,14,3,48,139,1.35,.251
Bobby B Seay,TB,0,0,2.38,21,0,0,0,0,0,22.2,21,6,6,2,2,5,17,1.15,.239
Scott S Service,ARI,1,1,7.08,21,0,0,0,0,0,20.1,24,17,16,5,2,10,17,1.67,.286
George G Sherrill,SEA,2,1,3.80,21,0,0,0,0,0,23.2,24,12,10,3,1,9,16,1.39,.258
Josh J Towers,TOR,9,9,5.11,21,21,0,0,0,0,116.1,148,70,66,16,9,26,51,1.50,.310
Tyler T Yates,NYM,2,4,6.36,21,7,0,0,0,0,46.2,61,36,33,6,3,25,35,1.84,.311
Paul P Abbott,PHI,3,11,6.47,20,19,0,0,0,0,96.0,106,76,69,22,4,58,46,1.71,.274
A. J. A Burnett,FLA,7,6,3.68,20,19,1,0,0,0,120.0,102,50,49,9,4,38,113,1.17,.231
Vicente V Padilla,PHI,7,7,4.53,20,20,0,0,0,0,115.1,119,63,58,16,10,36,82,1.34,.267
Scott S Schoeneweis,CWS,6,9,5.59,20,19,0,0,0,0,112.2,129,74,70,17,3,49,69,1.58,.291
Brandon B Villafuerte,ARI,0,3,4.05,20,0,0,0,0,0,20.0,25,9,9,2,1,14,13,1.95,.313
Todd T Wellemeyer,CHC,2,1,5.92,20,0,0,0,0,0,24.1,27,16,16,1,0,20,30,1.93,.287
Paul P Byrd,ATL,8,7,3.94,19,19,0,0,0,0,114.1,123,57,50,18,2,19,79,1.24,.270
Zach Z Day,MON,5,10,3.93,19,19,1,1,0,0,116.2,117,53,51,13,4,45,61,1.39,.265
Brandon B Duckworth,HOU,1,2,6.86,19,6,0,0,0,0,39.1,55,30,30,11,0,13,23,1.73,.337
Jeremy J Fikac,MON,1,2,5.40,19,0,0,0,0,0,25.0,26,16,15,5,0,13,22,1.56,.274
Ben B Ford,MIL,1,1,6.38,19,0,0,0,0,0,24.0,25,17,17,4,2,10,13,1.46,.269
Mark M Malaska,BOS,1,1,4.50,19,0,0,0,0,0,20.0,21,11,10,2,1,12,12,1.65,.266
Justin J Miller,TOR,3,4,6.06,19,15,0,0,0,0,81.2,101,58,55,14,5,42,47,1.75,.316
Micheal M Nakamura,TOR,0,3,7.36,19,0,0,0,0,0,25.2,27,23,21,7,2,7,24,1.32,.262
Shane S Nance,ARI,1,1,5.84,19,0,0,0,0,0,12.1,19,11,8,2,3,12,9,2.51,.352
John J Patterson,MON,4,7,5.03,19,19,0,0,0,0,98.1,100,58,55,18,8,46,99,1.48,.260
Tommy T Phelps,FLA,1,1,4.76,19,4,0,0,0,0,34.0,34,20,18,6,0,12,28,1.35,.268
Matt M Thornton,SEA,1,2,4.13,19,1,0,0,0,0,32.2,30,15,15,2,0,25,30,1.68,.250
Justin J Wayne,FLA,3,3,5.79,19,1,0,0,0,0,32.2,35,24,21,6,2,18,20,1.62,.282
Toby T Borland,FLA,1,1,5.40,18,0,0,0,0,0,18.1,18,11,11,3,0,12,18,1.64,.254
Roman R Colon,ATL,2,1,3.32,18,0,0,0,0,0,19.0,18,9,7,0,0,8,15,1.37,.254
Felix F Diaz,CWS,2,5,6.75,18,7,0,0,0,0,49.1,62,38,37,13,3,16,33,1.58,.310
Bartolome B Fortunato,NYM,1,0,3.81,18,0,0,0,1,1,26.0,24,11,11,3,0,15,25,1.50,.247
Pat P Hentgen,TOR,2,9,6.95,18,16,0,0,0,0,80.1,90,67,62,16,4,42,33,1.64,.283
Aquilino A Lopez,TOR,1,1,6.00,18,0,0,0,0,0,21.0,21,15,14,5,2,13,13,1.62,.266
Hideo H Nomo,LA,4,11,8.25,18,18,0,0,0,0,84.0,105,77,77,19,4,42,54,1.75,.312
Juan J Padilla,CIN,1,0,7.71,18,0,0,0,0,0,25.2,39,22,22,7,1,12,17,1.99,.355
Ben B Weber,ANA,0,2,8.06,18,0,0,0,0,0,22.1,37,24,20,4,0,15,11,2.33,.363
Heath H Bell,NYM,0,2,3.33,17,0,0,0,0,0,24.1,22,9,9,5,0,6,27,1.15,.253
Dave D Borkowski,BAL,3,4,5.14,17,8,0,0,0,0,56.0,65,37,32,6,3,15,45,1.43,.289
Chris C Capuano,MIL,6,8,4.99,17,17,0,0,0,0,88.1,91,55,49,18,5,37,80,1.45,.269
Lance L Cormier,ARI,1,4,8.14,17,5,0,0,0,0,45.1,62,42,41,13,2,25,24,1.92,.333
Valerio V De Los Santos,TOR,0,0,6.17,17,0,0,0,0,0,11.2,11,8,8,0,0,10,10,1.80,.250
Andrew A Good,ARI,1,2,5.31,17,2,0,0,0,0,40.2,43,25,24,8,3,13,26,1.38,.272
Brian B Powell,PHI,1,2,5.03,17,2,0,0,0,0,39.1,39,23,22,5,1,16,24,1.40,.275
Mike M Venafro,LA,0,0,4.00,17,0,0,0,0,0,9.0,11,5,4,1,2,3,6,1.56,.306
Oscar O Villarreal,ARI,0,2,7.00,17,0,0,0,0,0,18.0,25,14,14,3,1,7,17,1.78,.342
Mike M Wood,KC,3,8,5.94,17,17,0,0,0,0,100.0,112,67,66,16,6,28,54,1.40,.286
Tony T Armas,MON,2,4,4.88,16,16,0,0,0,0,72.0,66,41,39,13,4,45,54,1.54,.247
Adam A Bernero,COL,1,1,5.57,16,2,0,0,0,0,32.1,36,20,20,7,0,17,21,1.64,.283
Dave D Bush,TOR,5,4,3.69,16,16,1,1,0,0,97.2,95,47,40,11,6,25,64,1.23,.255
Aaron A Cook,COL,6,4,4.28,16,16,1,0,0,0,96.2,112,47,46,7,7,39,40,1.56,.294
Franklyn F German,DET,1,0,7.36,16,0,0,0,0,0,14.2,17,15,12,4,0,11,8,1.91,.279
Josh J Hancock,CIN,5,2,5.09,16,11,0,0,0,0,63.2,73,43,36,17,1,28,36,1.59,.282
Matt M Hensley,ANA,0,2,4.88,16,0,0,0,0,0,27.2,32,15,15,5,2,7,30,1.41,.294
Noah N Lowry,SF,6,0,3.82,16,14,2,1,0,0,92.0,91,41,39,10,0,28,72,1.29,.259
Gary G Majewski,MON,0,1,3.86,16,0,0,0,1,1,21.0,28,15,9,2,2,5,12,1.57,.326
Roberto R Novoa,DET,1,1,5.57,16,0,0,0,0,0,21.0,25,15,13,4,2,6,15,1.48,.309
Eddie E Oropesa,SD,2,1,11.00,16,0,0,0,0,0,9.0,6,12,11,1,0,13,6,2.11,.188
Chan Ho C Park,TEX,4,7,5.46,16,16,0,0,0,0,95.2,105,63,58,22,13,33,63,1.44,.281
Travis T Smith,ATL,2,3,6.20,16,4,0,0,0,0,40.2,48,28,28,12,1,12,26,1.48,.293
Russ R Springer,HOU,0,1,2.63,16,0,0,0,0,0,13.2,15,4,4,1,1,6,9,1.54,.278
Matt M Ginter,NYM,1,3,4.54,15,14,0,0,0,0,69.1,82,41,35,8,5,20,38,1.47,.289
Orlando O Hernandez,NYY,8,2,3.30,15,15,0,0,0,0,84.2,73,31,31,9,5,36,84,1.29,.230
Wilfredo W Ledezma,DET,4,3,4.39,15,8,0,0,0,0,53.1,55,28,26,3,2,18,29,1.37,.272
Bobby B Madritsch,SEA,6,3,3.27,15,11,1,0,0,0,88.0,74,33,32,3,4,33,60,1.22,.232
Wade W Miller,HOU,7,7,3.35,15,15,0,0,0,0,88.2,76,35,33,11,0,44,74,1.35,.228
Tomo T Ohka,MON,3,7,3.40,15,15,0,0,0,0,84.2,98,40,32,11,1,20,38,1.39,.288
Andy A Pettitte,HOU,6,4,3.90,15,15,0,0,0,0,83.0,71,37,36,8,0,31,79,1.23,.226
John J Wasdin,TEX,2,4,6.78,15,10,0,0,0,0,65.0,83,52,49,18,3,23,36,1.63,.305
Brandon B Claussen,CIN,2,8,6.14,14,14,0,0,0,0,66.0,80,50,45,9,2,35,45,1.74,.299
Sean S Douglass,TOR,0,2,6.28,14,3,0,0,0,0,38.2,37,27,27,6,2,28,36,1.68,.252
Eric E Du Bose,BAL,4,6,6.39,14,14,0,0,0,0,74.2,76,55,53,12,3,44,48,1.61,.263
Dan D Haren,STL,3,3,4.50,14,5,0,0,0,0,46.0,45,23,23,4,2,17,32,1.35,.265
Justin J Huisman,KC,0,0,6.84,14,0,0,0,1,1,25.0,36,20,19,3,1,8,13,1.76,.336
Brandon B Puffer,SD,0,1,5.50,14,0,0,0,0,0,18.0,24,13,11,3,1,11,12,1.94,.320
Matt M Riley,BAL,3,4,5.63,14,13,0,0,0,0,64.0,60,43,40,11,1,44,60,1.63,.244
Kazuhito K Tadano,CLE,1,1,4.65,14,4,0,0,0,0,50.1,55,30,26,6,3,18,39,1.45,.272
Doug D Waechter,TB,5,7,6.01,14,14,0,0,0,0,70.1,68,54,47,20,4,33,36,1.44,.252
Jamey J Wright,COL,2,3,4.12,14,14,0,0,0,0,78.2,82,39,36,8,6,45,41,1.61,.266
Armando A Almanza,ATL,1,1,6.17,13,0,0,0,0,0,11.2,9,8,8,3,1,7,13,1.37,.200
Sean S Burnett,PIT,5,5,5.02,13,13,1,1,0,0,71.2,86,41,40,9,1,28,30,1.59,.301
Mike M Lincoln,STL,3,2,5.19,13,0,0,0,0,0,17.1,10,12,10,1,1,6,14,0.92,.164
Mike M Mac Dougal,KC,1,1,5.56,13,0,0,0,1,1,11.1,16,8,7,2,1,9,14,2.21,.314
Jose J Parra,NYM,1,0,3.21,13,0,0,0,0,0,14.0,14,6,5,2,0,6,14,1.43,.255
Jason J Simontacchi,STL,0,0,5.28,13,0,0,0,0,0,15.1,17,10,9,5,1,7,3,1.57,.304
Jimmy J Anderson,BOS,0,0,5.17,12,0,0,0,1,1,15.2,19,9,9,0,2,6,6,1.60,.306
Jason J Boyd,PIT,1,0,5.54,12,0,0,0,0,0,13.0,13,9,8,4,3,8,12,1.62,.260
Kevin K Correia,SF,0,1,8.05,12,1,0,0,0,0,19.0,25,20,17,3,1,10,14,1.84,.333
Scott S Downs,MON,3,6,5.14,12,12,1,1,0,0,63.0,79,47,36,9,3,23,38,1.62,.310
John J Ennis,DET,0,0,8.44,12,0,0,0,1,1,16.0,20,16,15,3,0,5,13,1.56,.290
Chad C Fox,FLA,0,1,6.75,12,0,0,0,0,0,10.2,9,8,8,1,1,8,17,1.59,.225
Seth S Greisinger,MIN,2,5,6.18,12,9,0,0,0,0,51.0,68,40,35,12,2,15,36,1.63,.319
Matt M Mantei,ARI,0,3,11.81,12,0,0,0,4,4,10.2,17,15,14,5,0,6,13,2.16,.354
Sergio S Mitre,CHC,2,4,6.62,12,9,0,0,0,0,51.2,71,38,38,6,4,20,37,1.76,.327
Clint C Nageotte,SEA,1,6,7.36,12,5,0,0,0,0,36.2,48,31,30,3,4,27,24,2.05,.324
Al A Reyes,STL,0,0,0.75,12,2,0,0,0,0,12.0,3,1,1,0,0,2,11,0.42,.081
Turk T Wendell,COL,0,0,7.02,12,0,0,0,0,0,16.2,21,13,13,4,2,12,11,1.98,.328
David D Aardsma,SF,1,0,6.75,11,0,0,0,0,0,10.2,20,8,8,1,2,10,5,2.81,.417
Frank F Brooks,PIT,0,1,4.67,11,1,0,0,0,0,17.1,13,10,9,5,0,9,18,1.27,.203
Jack J Cressend,CLE,0,1,6.32,11,0,0,0,0,0,15.2,22,11,11,4,0,10,8,2.04,.333
Tim T Drew,ATL,0,0,4.50,11,0,0,0,0,0,16.0,21,11,8,2,1,5,7,1.63,.318
Geremi G Gonzalez,TB,0,5,6.97,11,8,0,0,0,0,50.1,72,42,39,9,3,20,22,1.83,.346
Pedro P Liriano,MIL,0,0,4.02,11,0,0,0,0,0,15.2,15,10,7,3,1,3,10,1.15,.238
Anastacio A Martinez,BOS,2,1,8.44,11,0,0,0,0,0,10.2,13,10,10,2,1,6,5,1.78,.289
Arnie A Munoz,CWS,0,1,10.05,11,1,0,0,0,0,14.1,20,16,16,4,1,12,11,2.23,.339
Jon J Rauch,MON,4,1,2.81,11,4,0,0,0,0,32.0,30,10,10,1,0,11,22,1.28,.256
Steve S Watkins,SD,0,0,6.28,11,0,0,0,0,0,14.1,17,10,10,3,2,4,7,1.47,.293
Carmen C Cali,STL,0,0,8.59,10,0,0,0,0,0,7.1,13,7,7,1,0,6,8,2.59,.394
Casey C Daigle,ARI,2,3,7.16,10,10,0,0,0,0,49.0,63,41,39,9,2,27,17,1.84,.320
Nelson N Figueroa,PIT,0,3,5.72,10,3,0,0,0,0,28.1,32,18,18,4,0,11,10,1.52,.302
Chris C George,KC,1,2,7.23,10,7,0,0,0,0,42.1,60,39,34,1,0,25,15,2.01,.331
Edgar E Gonzalez,ARI,0,9,9.32,10,10,0,0,0,0,46.1,72,49,48,15,5,18,31,1.94,.362
Ben B Hendrickson,MIL,1,8,6.22,10,9,0,0,0,0,46.1,58,33,32,6,4,20,29,1.68,.310
Kevin K Jarvis,COL,1,0,10.80,10,0,0,0,0,0,15.0,26,18,18,5,0,9,7,2.33,.382
Masao M Kida,SEA,0,0,5.65,10,0,0,0,0,0,14.1,19,9,9,1,2,6,10,1.74,.328
Sam S Mc Connell,ATL,1,0,3.86,10,0,0,0,0,0,9.1,11,4,4,0,1,4,4,1.61,.289
Horacio H Ramirez,ATL,2,4,2.39,10,9,1,0,0,0,60.1,51,24,16,7,0,30,31,1.34,.226
Jimmy J Serrano,KC,1,2,4.68,10,5,0,0,0,0,32.2,35,17,17,5,1,12,25,1.44,.280
Chin-hui C Tsao,COL,0,0,3.86,10,0,0,0,1,1,9.1,7,4,4,2,0,1,11,0.86,.200
Dave D Williams,PIT,2,3,4.42,10,6,0,0,0,0,38.2,31,21,19,4,3,13,33,1.14,.217
Jeff J Bajenaru,CWS,0,1,10.80,9,0,0,0,0,0,8.1,15,10,10,0,0,6,8,2.52,.405
