PLAYER,TEAM,W,L,ERA,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG
Dan D Miceli,HOU,6,6,3.59,74,0,0,0,2,2,77.2,74,34,31,10,2,27,83,1.30,.247
Mariano M Rivera,NYY,4,2,1.94,74,0,0,0,53,53,78.2,65,17,17,3,5,20,66,1.08,.225
J. C. J Romero,MIN,7,4,3.51,74,0,0,0,1,1,74.1,61,32,29,4,5,38,69,1.33,.224
Jason J Grimsley,BAL,5,7,3.86,73,0,0,0,0,0,63.0,61,36,27,4,3,35,39,1.52,.251
Scott S Linebrink,SD,7,3,2.14,73,0,0,0,0,0,84.0,61,22,20,8,3,26,83,1.04,.209
Joe J Nathan,MIN,1,2,1.62,73,0,0,0,44,44,72.1,48,14,13,3,2,23,89,0.98,.187
Akinori A Otsuka,SD,7,2,1.75,73,0,0,0,2,2,77.1,56,16,15,6,0,26,87,1.06,.199
John J Smoltz,ATL,0,1,2.76,73,0,0,0,44,44,81.2,75,25,25,8,0,13,85,1.08,.245
Luis L Vizcaino,MIL,4,4,3.75,73,0,0,0,1,1,72.0,61,35,30,12,1,24,63,1.18,.228
Kyle K Farnsworth,CHC,4,5,4.73,72,0,0,0,0,0,66.2,67,39,35,10,2,33,78,1.50,.260
Keith K Foulke,BOS,5,3,2.17,72,0,0,0,32,32,83.0,63,22,20,8,6,15,79,0.94,.206
David D Riske,CLE,7,3,3.72,72,0,0,0,5,5,77.1,69,32,32,11,2,41,78,1.42,.240
Alan A Embree,BOS,2,2,4.13,71,0,0,0,0,0,52.1,49,28,24,7,1,11,37,1.15,.244
Braden B Looper,NYM,2,5,2.70,71,0,0,0,29,29,83.1,86,28,25,5,3,16,60,1.22,.266
Kent K Mercker,CHC,3,1,2.55,71,0,0,0,0,0,53.0,39,15,15,4,3,27,51,1.25,.205
Eric E Gagne,LA,7,3,2.19,70,0,0,0,45,45,82.1,53,24,20,5,5,22,114,0.91,.181
Matt M Herges,SF,4,5,5.23,70,0,0,0,23,23,65.1,90,44,38,8,3,21,39,1.70,.338
Jose J Mesa,PIT,5,2,3.25,70,0,0,0,43,43,69.1,78,26,25,6,1,20,37,1.41,.291
John J Riedling,CIN,5,3,5.10,70,0,0,0,0,0,77.2,90,54,44,10,4,40,46,1.67,.286
Jamie J Walker,DET,3,4,3.20,70,0,0,0,1,1,64.2,69,28,23,8,1,12,53,1.25,.263
Chad C Cordero,MON,7,3,2.94,69,0,0,0,14,14,82.2,68,28,27,8,1,43,83,1.34,.221
Mike M Gallo,HOU,2,0,4.74,69,0,0,0,0,0,49.1,55,27,26,12,6,20,34,1.52,.284
Kevin K Gryboski,ATL,3,2,2.84,69,0,0,0,2,2,50.2,54,22,16,2,0,23,24,1.52,.280
Phil P Norton,CIN,2,5,5.07,69,0,0,0,0,0,65.2,71,41,37,5,2,38,48,1.66,.284
Francisco F Rodríguez Rodriguez,ANA,4,1,1.82,69,0,0,0,12,12,84.0,51,21,17,2,1,33,123,1.00,.172
Esteban E Yan,DET,3,6,3.83,69,0,0,0,7,7,87.0,92,43,37,8,4,32,69,1.43,.274
Rafael R Betancourt,CLE,5,6,3.92,68,0,0,0,4,4,66.2,71,32,29,7,0,18,76,1.34,.268
Chad C Bradford,OAK,5,7,4.42,68,0,0,0,1,1,59.0,51,32,29,5,5,24,34,1.27,.234
John J Grabow,PIT,2,5,5.11,68,0,0,0,1,1,61.2,81,39,35,8,0,28,64,1.77,.323
Danny D Graves,CIN,1,6,3.95,68,0,0,0,41,41,68.1,77,39,30,12,2,13,40,1.32,.282
Shigetoshi S Hasegawa,SEA,4,6,5.16,68,0,0,0,0,0,68.0,67,42,39,5,2,31,46,1.44,.260
Brian B Meadows,PIT,2,4,3.58,68,0,0,0,1,1,78.0,76,40,31,7,0,19,46,1.22,.259
Carlos C Almanzar,TEX,7,3,3.72,67,0,0,0,0,0,72.2,66,32,30,8,4,19,44,1.17,.244
Francisco F Cordero,TEX,3,4,2.13,67,0,0,0,49,49,71.2,60,19,17,1,1,32,79,1.28,.226
Steve S Kline,STL,2,2,1.79,67,0,0,0,3,3,50.1,37,12,10,3,4,17,35,1.07,.209
Ricardo R Rincon,OAK,1,1,3.68,67,0,0,0,0,0,44.0,45,22,18,3,1,22,40,1.52,.256
Duaner D Sanchez,LA,3,1,3.38,67,0,0,0,0,0,80.0,81,34,30,9,6,27,44,1.35,.266
Shawn S Chacon,COL,1,9,7.11,66,0,0,0,35,35,63.1,71,52,50,12,5,52,52,1.94,.282
Matt M Perisho,FLA,5,3,4.40,66,0,0,0,0,0,47.0,45,23,23,6,2,26,42,1.51,.247
David D Weathers,FLA,7,7,4.15,66,2,0,0,0,0,82.1,85,44,38,12,5,35,61,1.46,.274
Jorge J Julio,BAL,2,5,4.57,65,0,0,0,22,22,69.0,59,35,35,11,3,39,70,1.42,.228
Al A Levine,DET,3,4,4.58,65,0,0,0,0,0,70.2,83,37,36,10,1,24,32,1.51,.295
Jim J Mecir,OAK,0,5,3.59,65,0,0,0,2,2,47.2,45,21,19,5,4,19,49,1.34,.239
Steve S Reed,COL,3,8,3.68,65,0,0,0,0,0,66.0,72,29,27,7,7,17,38,1.35,.281
Armando A Benitez,FLA,2,2,1.29,64,0,0,0,47,47,69.2,36,11,10,6,0,21,62,0.82,.152
Dan D Kolb,MIL,0,4,2.98,64,0,0,0,39,39,57.1,50,22,19,3,3,15,21,1.13,.234
Javier J López Lopez,COL,1,2,7.52,64,0,0,0,0,0,40.2,45,34,34,1,3,26,20,1.75,.287
Gabe G White,CIN,1,3,6.94,64,0,0,0,1,1,59.2,72,46,46,14,2,12,41,1.41,.294
Jason J Frasor,TOR,4,6,4.08,63,0,0,0,17,17,68.1,64,31,31,4,2,36,54,1.46,.251
Roberto R Hernandez,PHI,3,5,4.76,63,0,0,0,0,0,56.2,66,39,30,9,1,29,44,1.68,.297
Danys D Baez,TB,4,4,3.57,62,0,0,0,30,30,68.0,60,31,27,6,7,29,52,1.31,.237
Justin J Speier,TOR,3,8,3.91,62,0,0,0,7,7,69.0,61,32,30,8,5,25,52,1.25,.239
Terry T Adams,BOS,6,4,4.76,61,0,0,0,3,3,70.0,84,39,37,10,2,28,56,1.60,.302
Jeff J Bennett,MIL,1,5,4.79,60,0,0,0,0,0,71.1,78,43,38,12,2,26,45,1.46,.278
Ricky R Bottalico,NYM,3,2,3.38,60,0,0,0,0,0,69.1,54,30,26,3,4,34,61,1.27,.215
Jason J Christiansen,SF,4,3,4.50,60,0,0,0,3,3,36.0,34,20,18,3,3,26,22,1.67,.250
Darren D Dreifort,LA,1,4,4.44,60,0,0,0,1,1,50.2,43,25,25,5,0,36,63,1.56,.232
Buddy B Groom,BAL,4,1,4.78,60,0,0,0,0,0,52.2,67,30,28,6,1,16,32,1.58,.309
Ron R Mahay,TEX,3,0,2.55,60,0,0,0,0,0,67.0,60,23,19,5,2,29,54,1.33,.235
Trever T Miller,TB,1,1,3.12,60,0,0,0,1,1,49.0,48,21,17,3,3,15,43,1.29,.257
Scot S Shields,ANA,8,2,3.33,60,0,0,0,4,4,105.1,97,42,39,6,3,40,109,1.30,.238
Chad C Harville,HOU,3,2,4.69,59,0,0,0,0,0,55.2,56,36,29,8,2,27,46,1.49,.257
Shingo S Takatsu,CWS,6,4,2.31,59,0,0,0,19,19,62.1,40,17,16,6,2,21,50,0.98,.182
Rick R White,CLE,5,5,5.29,59,0,0,0,1,1,78.1,88,52,46,15,2,29,44,1.49,.293
Kerry K Ligtenberg,TOR,1,6,6.38,57,0,0,0,3,3,55.0,73,40,39,6,2,25,49,1.78,.313
Matt M Miller,CLE,4,1,3.09,57,0,0,0,1,1,55.1,42,22,19,1,6,23,55,1.17,.216
Lance L Carter,TB,3,3,3.47,56,0,0,0,0,0,80.1,77,32,31,12,1,23,36,1.24,.252
Neal N Cotts,CWS,4,4,5.65,56,1,0,0,0,0,65.1,61,45,41,13,3,30,58,1.39,.247
John J Parrish,BAL,6,3,3.46,56,1,0,0,1,1,78.0,68,39,30,4,3,55,71,1.58,.238
Ron R Villone,SEA,8,6,4.08,56,10,0,0,0,0,117.0,102,64,53,12,12,64,86,1.42,.232
Aaron A Fultz,MIN,3,3,5.04,55,0,0,0,1,1,50.0,50,28,28,5,1,23,37,1.46,.267
Kevin K Gregg,ANA,5,2,4.21,55,0,0,0,1,1,87.2,86,43,41,6,3,28,84,1.30,.255
Tim T Harikkala,COL,6,6,4.74,55,0,0,0,0,0,62.2,55,34,33,10,1,23,30,1.24,.235
Trevor T Hoffman,SD,3,3,2.30,55,0,0,0,41,41,54.2,42,14,14,5,0,8,53,0.91,.211
Mike M De Jean,NYM,0,5,4.57,54,0,0,0,0,0,61.0,70,34,31,2,8,33,60,1.69,.290
Cliff C Politte,CWS,0,3,4.38,54,0,0,0,1,1,51.1,52,26,25,6,2,22,48,1.44,.261
J. J Putz,SEA,0,3,4.71,54,0,0,0,9,9,63.0,66,35,33,10,5,24,47,1.43,.274
T. J. T Tucker,MON,4,2,3.72,54,1,0,0,0,0,67.2,73,28,28,5,4,17,44,1.33,.275
Ugueth U Urbina,DET,4,6,4.50,54,0,0,0,21,21,54.0,38,28,27,7,3,32,56,1.30,.194
Jaime J Cerda,KC,1,4,3.15,53,0,0,0,2,2,45.2,41,21,16,1,3,30,33,1.55,.244
Justin J Duchscherer,OAK,7,6,3.27,53,0,0,0,0,0,96.1,85,37,35,13,5,32,59,1.21,.241
Brian B Shouse,TEX,2,0,2.23,53,0,0,0,0,0,44.1,36,12,11,3,1,18,34,1.22,.224
Cal C Eldred,STL,4,2,3.76,52,0,0,0,1,1,67.0,71,31,28,11,1,17,54,1.31,.276
John J Franco,NYM,2,7,5.28,52,0,0,0,0,0,46.0,46,28,27,6,1,24,36,1.52,.258
Travis T Harper,TB,6,2,3.89,52,0,0,0,0,0,78.2,69,37,34,8,7,23,59,1.17,.234
Ryan R Madson,PHI,9,3,2.34,52,1,0,0,1,1,77.0,68,23,20,6,5,19,55,1.13,.238
Troy T Percival,ANA,2,3,2.90,52,0,0,0,33,33,49.2,43,19,16,7,3,19,33,1.25,.230
Tyler T Walker,SF,5,1,4.24,52,0,0,0,1,1,63.2,69,31,30,8,1,24,48,1.46,.288
Dave D Burba,SF,4,1,4.21,51,0,0,0,2,2,77.0,70,40,36,7,2,26,50,1.25,.241
Curt C Leskanic,BOS,3,5,5.19,51,0,0,0,4,4,43.1,47,27,25,8,1,30,37,1.78,.280
Jon J Adkins,CWS,2,3,4.65,50,0,0,0,0,0,62.0,75,35,32,13,1,20,44,1.53,.305
Nate N Bump,FLA,2,4,5.01,50,2,0,0,1,1,73.2,86,46,41,7,3,32,44,1.60,.297
Juan J Cruz,ATL,6,2,2.75,50,0,0,0,0,0,72.0,59,24,22,7,2,30,70,1.24,.224
Elmer E Dessens,LA,2,6,4.46,50,10,0,0,2,2,105.0,123,61,52,15,1,31,73,1.47,.287
Scott S Sullivan,KC,3,4,4.77,49,0,0,0,0,0,60.1,73,34,32,8,7,24,45,1.61,.308
Ryan R Wagner,CIN,3,2,4.70,49,0,0,0,0,0,51.2,59,31,27,7,2,27,37,1.66,.284
Mike M Remlinger,CHC,1,2,3.44,48,0,0,0,2,2,36.2,33,16,14,3,1,16,35,1.34,.246
Joe J Roa,MIN,2,3,4.50,48,0,0,0,0,0,70.0,84,38,35,9,5,24,47,1.54,.297
Todd T Van Poppel,CIN,4,6,6.09,48,11,0,0,0,0,115.1,136,80,78,22,3,32,72,1.46,.298
Rocky R Biddle,MON,4,8,6.92,47,9,0,0,11,11,78.0,98,69,60,15,8,31,51,1.65,.307
Vinnie V Chulk,TOR,1,3,4.66,47,0,0,0,2,2,56.0,59,30,29,6,1,27,44,1.54,.271
Brian B Fuentes,COL,2,4,5.64,47,0,0,0,0,0,44.2,46,30,28,5,4,19,48,1.46,.269
Michael M Gonzalez,PIT,3,1,1.25,47,0,0,0,1,1,43.1,32,7,6,2,1,6,55,0.88,.201
Felix F Heredia,NYY,1,1,6.28,47,0,0,0,0,0,38.2,44,28,27,5,2,20,25,1.66,.278
Dustin D Hermanson,SF,6,9,4.53,47,18,0,0,17,17,131.0,132,71,66,15,3,46,102,1.36,.262
Joe J Horgan,MON,4,1,3.15,47,0,0,0,2,2,40.0,35,18,14,5,3,22,30,1.43,.230
Billy B Koch,FLA,2,3,4.41,47,0,0,0,8,8,49.0,45,25,24,6,2,36,50,1.65,.241
Mike M Adams,MIL,2,3,3.40,46,0,0,0,0,0,53.0,50,21,20,5,2,14,39,1.21,.248
Dan D Wheeler,HOU,3,1,4.29,46,1,0,0,0,0,65.0,76,33,31,10,1,20,55,1.48,.289
Francis F Beltran,MON,2,2,5.47,45,0,0,0,1,1,49.1,47,31,30,11,2,27,48,1.50,.253
Frank F Francisco,TEX,5,1,3.33,45,0,0,0,0,0,51.1,36,19,19,4,3,28,60,1.25,.198
Michael M Jackson,CWS,2,0,5.01,45,0,0,0,0,0,46.2,55,27,26,7,3,15,26,1.50,.294
Julio J Mateo,SEA,1,2,4.68,45,0,0,0,1,1,57.2,56,30,30,11,5,16,43,1.25,.251
Stephen S Randolph,ARI,2,5,5.51,45,6,0,0,0,0,81.2,73,56,50,11,1,76,62,1.82,.235
Claudio C Vargas,MON,5,5,5.25,45,14,0,0,0,0,118.1,120,75,69,26,7,64,89,1.55,.266
Billy B Wagner,PHI,4,0,2.42,45,0,0,0,21,21,48.1,31,16,13,5,2,6,59,0.77,.181
Jay J Witasick,SD,0,1,3.21,44,0,0,0,1,1,61.2,57,28,22,8,1,26,57,1.35,.244
Doug D Brocail,TEX,4,1,4.13,43,0,0,0,1,1,52.1,54,29,24,2,5,20,43,1.41,.269
Nate N Field,KC,2,3,4.26,43,0,0,0,3,3,44.1,40,25,21,5,2,19,30,1.33,.241
Wayne W Franklin,SF,2,1,6.39,43,2,0,0,0,0,50.2,55,37,36,11,3,22,40,1.52,.281
Sun- Woo S Kim,MON,4,6,4.58,43,17,0,0,0,0,135.2,145,80,69,17,13,55,87,1.47,.275
Matt M Kinney,KC,3,5,6.06,43,6,0,0,0,0,78.2,104,55,53,11,4,30,73,1.70,.315
Jorge J Sosa,TB,4,7,5.53,43,8,0,0,1,1,99.1,100,67,61,17,1,54,94,1.55,.259
Ricky R Stone,SD,2,2,6.45,43,0,0,0,0,0,51.2,66,39,37,11,6,16,38,1.59,.307
Shawn S Camp,KC,2,2,3.92,42,0,0,0,2,2,66.2,74,37,29,10,5,16,51,1.35,.285
Giovanni G Carrara,LA,5,2,2.18,42,0,0,0,2,2,53.2,46,15,13,1,1,20,48,1.23,.228
Amaury A Telemaco,PHI,0,2,4.31,42,0,0,0,0,0,54.1,51,27,26,12,0,19,32,1.29,.249
Kiko K Calero,STL,3,1,2.78,41,0,0,0,2,2,45.1,27,14,14,5,1,10,47,0.82,.176
Steve S Colyer,DET,1,0,6.47,41,0,0,0,0,0,32.0,33,24,23,8,1,24,31,1.78,.270
Scott S Dohmann,COL,0,3,4.11,41,0,0,0,0,0,46.0,41,22,21,8,0,19,49,1.30,.236
Jeff J Fassero,ARI,3,8,5.46,41,12,0,0,0,0,112.0,136,73,68,9,4,44,60,1.61,.304
Eddie E Guardado,SEA,2,2,2.78,41,0,0,0,18,18,45.1,31,14,14,8,1,14,45,0.99,.194
Chris C Hammond,OAK,4,1,2.68,41,0,0,0,1,1,53.2,56,21,16,4,3,13,34,1.29,.277
C. J. C Nitkowski,NYY,2,1,5.73,41,0,0,0,0,0,33.0,40,22,21,4,6,16,26,1.70,.296
Wilson W Alvarez,LA,7,6,4.03,40,15,0,0,1,1,120.2,109,56,54,12,5,31,102,1.16,.244
Brendan B Donnelly,ANA,5,2,3.00,40,0,0,0,0,0,42.0,34,14,14,5,1,15,56,1.17,.224
Blaine B Neal,SD,1,1,4.07,40,0,0,0,0,0,42.0,49,19,19,6,2,11,36,1.43,.295
Dennys D Reyes,KC,4,8,4.75,40,12,0,0,0,0,108.0,114,64,57,12,4,50,91,1.52,.273
Jose J Acevedo,CIN,5,12,5.94,39,27,0,0,0,0,157.2,188,108,104,30,5,45,117,1.48,.292
Terry T Mulholland,MIN,5,9,5.18,39,15,0,0,0,0,123.1,163,76,71,17,5,33,60,1.59,.327
Rudy R Seanez,FLA,3,2,3.33,39,0,0,0,0,0,46.0,39,17,17,3,0,19,46,1.26,.228
Jeremy J Affeldt,KC,3,4,4.95,38,8,0,0,13,13,76.1,91,49,42,6,3,32,49,1.61,.302
Miguel M Batista,TOR,10,13,4.80,38,31,2,1,5,5,198.2,206,115,106,22,3,96,104,1.52,.273
Bob B Howry,CLE,4,2,2.74,37,0,0,0,0,0,42.2,37,14,13,5,2,12,39,1.15,.228
Rodrigo R Lopez,BAL,14,9,3.59,37,23,1,1,0,0,170.2,164,71,68,21,2,54,121,1.28,.252
Danny D Patterson,DET,0,4,4.75,37,0,0,0,2,2,41.2,44,24,22,7,5,16,24,1.44,.282
Arthur A Rhodes,OAK,3,3,5.12,37,0,0,0,9,9,38.2,46,23,22,9,0,21,34,1.73,.293
Grant G Balfour,MIN,4,1,4.35,36,0,0,0,0,0,39.1,35,19,19,4,2,21,42,1.42,.238
Chad C Bentz,MON,0,3,5.86,36,0,0,0,0,0,27.2,23,19,18,5,2,23,18,1.66,.228
Gary G Knotts,DET,7,6,5.25,36,19,0,0,2,2,135.1,142,83,79,20,4,58,81,1.48,.267
Jose J Lima,LA,13,5,4.07,36,24,0,0,0,0,170.1,178,81,77,33,1,34,93,1.24,.271
Roy R Oswalt,HOU,20,10,3.49,36,35,2,2,0,0,237.0,233,100,92,17,11,62,206,1.24,.260
Brian B Anderson,KC,6,12,5.64,35,26,2,1,0,0,166.0,217,123,104,33,1,53,70,1.63,.320
Mark M Buehrle,CWS,16,10,3.89,35,35,4,1,0,0,245.1,257,119,106,33,8,51,165,1.26,.271
Livan L Hernandez,MON,11,15,3.60,35,35,9,2,0,0,255.0,234,105,102,26,10,83,186,1.24,.248
Randy R Johnson,ARI,16,14,2.60,35,35,4,2,0,0,245.2,177,88,71,18,10,44,290,0.90,.197
Kyle K Lohse,MIN,9,13,5.34,35,34,1,1,0,0,194.0,240,128,115,28,7,76,111,1.63,.305
Mike M Matthews,CIN,2,1,6.30,35,0,0,0,0,0,30.0,31,22,21,7,2,16,15,1.57,.265
Kenny K Rogers,TEX,18,9,4.76,35,35,2,1,0,0,211.2,248,117,112,24,9,66,126,1.48,.292
Brandon B Webb,ARI,7,16,3.59,35,35,1,0,0,0,208.0,194,111,83,17,11,119,164,1.50,.248
Greg G Aquino,ARI,0,2,3.06,34,0,0,0,16,16,35.1,24,15,12,4,2,17,26,1.16,.194
Cliff C Bartosh,CLE,1,0,4.66,34,0,0,0,0,0,19.1,22,10,10,4,0,11,25,1.71,.275
Bartolo B Colon,ANA,18,12,5.01,34,34,0,0,0,0,208.1,215,122,116,38,3,71,158,1.37,.265
Doug D Davis,MIL,12,12,3.39,34,34,0,0,0,0,207.1,192,84,78,14,7,79,166,1.31,.247
Ryan R Drese,TEX,14,10,4.20,34,33,2,0,0,0,207.2,233,104,97,16,11,58,98,1.40,.285
Shawn S Estes,COL,15,8,5.84,34,34,1,0,0,0,202.0,223,133,131,30,11,105,117,1.62,.291
Jon J Garland,CWS,12,11,4.89,34,33,1,0,0,0,217.0,223,125,118,34,4,76,113,1.38,.269
John J Halama,TB,7,6,4.70,34,14,0,0,0,0,118.2,134,68,62,17,10,27,59,1.36,.284
Brian B Lawrence,SD,15,14,4.12,34,34,2,1,0,0,203.0,226,101,93,26,7,55,121,1.38,.287
Cory C Lidle,PHI,12,12,4.90,34,34,5,3,0,0,211.1,224,123,115,27,10,61,126,1.35,.273
Eric E Milton,PHI,14,6,4.75,34,34,0,0,0,0,201.0,196,110,106,43,1,75,161,1.35,.255
Jamie J Moyer,SEA,7,13,5.21,34,33,1,0,0,0,202.0,217,127,117,44,11,63,125,1.39,.272
Ramon R Ortiz,ANA,5,7,4.43,34,14,0,0,0,0,128.0,139,64,63,18,4,38,82,1.38,.280
Russ R Ortiz,ATL,15,9,4.13,34,34,2,1,0,0,204.2,197,98,94,23,3,112,143,1.51,.258
Brad B Radke,MIN,11,8,3.48,34,34,1,1,0,0,219.2,229,92,85,23,6,26,143,1.16,.267
Erasmo E Ramirez,TEX,5,3,4.29,34,0,0,0,0,0,35.2,34,19,17,5,3,7,21,1.15,.252
Nate N Robertson,DET,12,10,4.90,34,32,1,0,1,1,196.2,210,116,107,30,4,66,155,1.40,.274
Johan J Santana,MIN,20,6,2.61,34,34,1,1,0,0,228.0,156,70,66,24,9,54,265,0.92,.192
Ben B Sheets,MIL,12,14,2.70,34,34,5,0,0,0,237.0,201,85,71,25,4,32,264,0.98,.226
Scott S Stewart,LA,1,2,6.58,34,0,0,0,0,0,26.0,43,22,19,5,0,12,26,2.12,.377
Ismael I Valdez,FLA,14,9,5.19,34,31,1,1,0,0,170.0,202,105,98,33,2,49,67,1.48,.294
Jeff J Weaver,LA,13,13,4.01,34,34,0,0,0,0,220.0,219,103,98,19,14,67,153,1.30,.260
Barry B Zito,OAK,11,11,4.48,34,34,0,0,0,0,213.0,216,116,106,28,9,81,163,1.39,.263
Brandon B Backe,HOU,5,3,4.30,33,9,0,0,0,0,67.0,75,33,32,10,1,27,54,1.52,.290
Jeremy J Bonderman,DET,11,13,4.89,33,32,2,2,0,0,184.0,168,101,100,24,10,73,168,1.31,.242
Roger R Clemens,HOU,18,4,2.98,33,33,0,0,0,0,214.1,169,76,71,15,6,79,218,1.16,.217
Jesus J Colome,TB,2,2,3.27,33,0,0,0,3,3,41.1,28,16,15,4,1,18,40,1.11,.193
Adam A Eaton,SD,11,14,4.61,33,33,0,0,0,0,199.1,204,113,102,28,10,52,153,1.28,.266
Kelvim K Escobar,ANA,11,12,3.93,33,33,0,0,0,0,208.1,192,91,91,21,7,76,191,1.29,.244
Geoff G Geary,PHI,1,0,5.44,33,0,0,0,0,0,44.2,52,29,27,8,3,16,30,1.52,.292
Tom T Glavine,NYM,11,14,3.60,33,33,1,1,0,0,212.1,204,94,85,20,0,70,109,1.29,.252
Jason J Jennings,COL,11,12,5.51,33,33,0,0,0,0,201.0,241,125,123,27,7,101,133,1.70,.299
Jason J Johnson,DET,8,15,5.13,33,33,2,1,0,0,196.2,222,121,112,22,5,60,125,1.43,.284
John J Lackey,ANA,14,13,4.67,33,32,1,1,0,0,198.1,215,108,103,22,8,60,144,1.39,.278
Cliff C Lee,CLE,14,8,5.43,33,33,0,0,0,0,179.0,188,113,108,30,11,81,161,1.50,.268
Derek D Lowe,BOS,14,12,5.42,33,33,0,0,0,0,182.2,224,138,110,15,8,71,105,1.61,.299
Greg G Maddux,CHC,16,11,4.02,33,33,2,1,0,0,212.2,218,103,95,35,9,33,151,1.18,.269
Mike M Maroth,DET,11,13,4.31,33,33,2,1,0,0,217.0,244,112,104,25,7,59,108,1.40,.288
Pedro P Martinez,BOS,16,9,3.90,33,33,1,1,0,0,217.0,193,99,94,26,16,61,227,1.17,.238
Orber O Moreno,NYM,3,1,3.38,33,0,0,0,1,1,34.2,29,17,13,0,3,11,29,1.15,.221
Mark M Mulder,OAK,17,8,4.43,33,33,5,1,0,0,225.2,223,119,111,25,12,83,140,1.36,.264
Sidney S Ponson,BAL,11,15,5.30,33,33,5,2,0,0,215.2,265,136,127,23,8,69,115,1.55,.305
Kirk K Rueter,SF,9,12,4.73,33,33,0,0,0,0,190.1,225,108,100,21,1,66,56,1.53,.296
Carlos C Silva,MIN,14,8,4.21,33,33,1,1,0,0,203.0,255,100,95,23,5,35,76,1.43,.310
John J Thomson,ATL,14,8,3.72,33,33,0,0,0,0,198.1,210,93,82,20,6,52,133,1.32,.276
Steve S Trachsel,NYM,12,13,4.00,33,33,0,0,0,0,202.2,203,104,90,25,5,83,117,1.41,.262
Jake J Westbrook,CLE,14,9,3.38,33,30,5,1,0,0,215.2,208,95,81,19,5,61,116,1.25,.255
Bronson B Arroyo,BOS,10,9,4.03,32,29,0,0,0,0,178.2,171,99,80,17,20,47,142,1.22,.249
Josh J Fogg,PIT,11,10,4.64,32,32,0,0,0,0,178.1,193,98,92,17,8,66,82,1.45,.283
Ryan R Franklin,SEA,4,16,4.90,32,32,2,1,0,0,200.1,224,116,109,33,10,61,104,1.42,.285
