PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
Hernan H P�rez,MIL,91,232,29,53,11,0,8,18,11,66,5,1,.228,.262,.379,.642
Mike M Zunino,TB,90,266,30,44,10,1,9,32,20,98,0,0,.165,.232,.312,.544
Greg G Allen L,CLE,89,231,30,53,9,3,4,27,11,53,8,2,.229,.290,.346,.636
Tyler T Austin,MIL,89,154,30,29,5,1,9,24,24,67,2,0,.188,.296,.409,.705
Adam A Engel C,CWS,89,227,26,55,10,2,6,26,14,78,3,3,.242,.304,.383,.687
Wilmer W Flores,ARI,89,265,31,84,18,0,9,37,15,31,0,0,.317,.361,.487,.848
Guillermo G Heredia C,TB,89,204,31,46,13,0,5,20,18,60,2,2,.225,.306,.363,.668
Tyler T Naquin R,CLE,89,274,34,79,19,0,10,34,14,66,4,2,.288,.325,.467,.792
Dominic Do Smith,NYM,89,177,35,50,10,0,11,25,19,44,1,2,.282,.355,.525,.881
Tim T Beckham S,SEA,88,304,39,72,21,1,15,47,21,102,1,3,.237,.293,.461,.753
Ja Coby J Jones C,DET,88,298,39,70,19,3,11,26,27,94,7,2,.235,.310,.430,.740
Yairo Y Mu�oz Munoz,STL,88,172,20,46,7,1,2,13,7,37,8,3,.267,.298,.355,.653
Yordan Y Alvarez D,HOU,87,313,58,98,26,0,27,78,52,94,0,0,.313,.412,.655,1.067
Byron B Buxton C,MIN,87,271,48,71,30,4,10,46,19,68,14,3,.262,.314,.513,.827
Cheslor C Cuthbert,KC,87,309,24,76,14,0,9,40,19,67,1,0,.246,.294,.379,.673
Ronald R Guzm�n,TEX,87,256,34,56,20,0,10,36,32,87,1,2,.219,.308,.414,.722
Brock B Holt,BOS,87,259,38,77,14,2,3,31,28,57,1,0,.297,.369,.402,.771
Ian I Kinsler,SD,87,258,28,56,12,0,9,22,19,54,2,4,.217,.278,.368,.646
Mike M Tauchman L,NYY,87,260,46,72,18,1,13,47,34,71,6,0,.277,.361,.504,.865
Jeff J Mathis,TEX,86,228,17,36,9,0,2,12,15,87,1,0,.158,.209,.224,.433
A J Pollock C,LAD,86,308,49,82,15,1,15,47,23,74,5,1,.266,.327,.468,.795
Travis T Shaw,MIL,86,230,22,36,5,0,7,16,36,89,0,0,.157,.281,.270,.551
Tyler T Flowers,ATL,85,271,36,62,11,3,11,34,31,105,0,0,.229,.319,.413,.733
Jordan J Luplow R,CLE,85,225,42,62,15,1,15,38,33,61,3,2,.276,.372,.551,.923
Brian B Mc Cann,ATL,85,277,28,69,9,0,12,45,31,53,0,0,.249,.323,.412,.734
Kurt K Suzuki,WSH,85,280,37,74,11,0,17,63,20,36,0,1,.264,.324,.486,.809
Curt C Casali,CIN,84,207,24,52,9,0,8,32,25,59,0,0,.251,.331,.411,.741
Lourdes L Gurriel Jr.,TOR,84,314,52,87,19,2,20,50,20,86,6,4,.277,.327,.541,.869
Adeiny A Hechavarria S,ATL,84,203,34,49,12,1,9,33,14,48,3,1,.241,.299,.443,.742
Keston K Hiura,MIL,84,314,51,95,23,2,19,49,25,107,9,3,.303,.368,.570,.938
Billy B Mc Kinney R,TOR,84,251,37,54,14,1,12,28,19,73,0,2,.215,.274,.422,.696
Ronny R Rodriguez,DET,84,276,29,61,12,3,14,43,13,82,3,1,.221,.252,.438,.690
Fernando F Tatis Jr. S,SD,84,334,61,106,13,6,22,53,30,110,16,6,.317,.379,.590,.969
Ehire E Adrianza,MIN,83,202,34,55,8,3,5,22,20,40,0,2,.272,.349,.416,.765
Gordon G Beckham,DET,83,223,29,48,13,2,6,15,13,68,3,1,.215,.271,.372,.643
Willie W Calhoun L,TEX,83,309,51,83,14,1,21,48,23,53,0,0,.269,.323,.524,.848
Russell R Martin,LAD,83,209,29,46,5,0,6,20,30,60,1,0,.220,.337,.330,.668
Hunter H Pence D,TEX,83,286,53,85,17,1,18,59,26,69,6,1,.297,.358,.552,.910
Tyler T White,LAD,83,240,18,50,14,0,3,23,36,78,0,0,.208,.308,.304,.612
Daniel D Descalso,CHC,82,168,20,29,5,1,2,15,23,57,2,1,.173,.271,.250,.521
Didi D Gregorius S,NYY,82,324,47,77,14,2,16,61,17,53,2,1,.238,.276,.441,.718
Brandon B Lowe,TB,82,296,42,80,17,2,17,51,25,113,5,0,.270,.336,.514,.850
Cameron C Maybin L,NYY,82,239,48,68,17,0,11,32,30,72,9,6,.285,.364,.494,.858
Addison A Russell,CHC,82,215,25,51,4,1,9,23,20,58,2,0,.237,.308,.391,.699
Donovan D Solano,SF,81,215,27,71,13,1,4,23,10,49,0,1,.330,.360,.456,.816
Tommy T La Stella,LAA,80,292,49,86,8,0,16,44,20,28,0,0,.295,.346,.486,.832
Austin A Riley L,ATL,80,274,41,62,11,1,18,49,16,108,0,2,.226,.279,.471,.750
Jason J Castro,MIN,79,237,39,55,9,0,13,30,33,88,0,0,.232,.332,.435,.767
Yandy Y D�az,TB,79,307,53,82,20,1,14,38,35,61,2,2,.267,.340,.476,.816
David D Freese,LAD,79,162,35,51,13,0,11,29,23,44,0,0,.315,.403,.599,1.002
Francisco F Mej�a Mejia,SD,79,226,27,60,11,2,8,22,13,56,1,1,.265,.316,.438,.754
Brad B Miller,PHI,79,154,26,40,6,1,13,25,15,45,2,0,.260,.329,.565,.894
Austin A Nola,SEA,79,238,37,64,12,1,10,31,23,63,1,0,.269,.342,.454,.796
Alex A Claudio,MIL,78,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Corey C Dickerson L,PHI,78,260,33,79,28,2,12,59,16,56,1,0,.304,.341,.565,.906
Jake J Lamb,ARI,78,187,26,36,8,2,6,30,32,55,1,0,.193,.323,.353,.676
Mark M Reynolds,COL,78,135,13,23,7,0,4,20,22,57,2,0,.170,.290,.311,.601
Dawel D Lugo,DET,77,273,28,67,11,4,6,26,8,59,0,0,.245,.271,.381,.652
Manny M Pi�a Pina,MIL,76,158,10,36,8,0,7,25,16,50,0,0,.228,.313,.411,.724
Sean S Rodr�guez Rodriguez,PHI,76,112,24,25,5,0,4,12,19,41,1,1,.223,.348,.375,.723
Austin A Barnes,LAD,75,212,28,43,12,1,5,25,23,56,3,0,.203,.293,.340,.633
Lewis L Brinson C,MIA,75,226,15,39,9,1,0,15,13,74,1,1,.173,.236,.221,.457
Carlos C Correa S,HOU,75,280,42,78,16,1,21,59,35,75,1,0,.279,.358,.568,.926
Mike M Freeman,CLE,75,177,27,49,8,0,4,24,22,61,1,2,.277,.362,.390,.752
Tom T Murphy,SEA,75,260,32,71,12,1,18,40,19,87,2,0,.273,.324,.535,.858
Wander W Suero,WSH,75,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Joey J Wendle,TB,75,238,32,55,13,2,3,19,14,47,8,3,.231,.293,.340,.633
Andrew A Knapp,PHI,74,136,12,29,9,0,2,8,18,51,0,0,.213,.318,.324,.642
Jordy J Mercer S,DET,74,256,24,69,16,0,9,22,13,57,0,0,.270,.310,.438,.748
Daniel D Robertson,TB,74,207,23,44,9,1,2,19,24,59,2,2,.213,.312,.295,.607
Jon J Berti S,MIA,73,256,52,70,14,1,6,24,24,73,17,3,.273,.348,.406,.755
Steven S Duggar C,SF,73,261,26,61,12,2,4,28,16,78,1,4,.234,.278,.341,.619
Welington W Castillo,CWS,72,230,19,48,12,0,12,41,16,74,0,0,.209,.267,.417,.684
Jake J Cave R,MIN,72,198,28,51,11,2,8,25,21,71,0,0,.258,.351,.455,.805
Austin Au Romine,NYY,72,228,29,64,12,0,8,35,10,50,1,1,.281,.310,.439,.748
Craig C Stammen,SD,72,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Andrew A Chafin,ARI,71,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Pablo P Reyes,PIT,71,143,18,29,7,2,2,19,13,36,1,1,.203,.274,.322,.596
Kyle K Ryan,CHC,71,2,0,0,0,0,0,0,1,1,0,0,.000,.333,.000,.333
Jacob J Stallings,PIT,71,191,26,50,5,0,6,13,16,40,0,0,.262,.325,.382,.708
Luis L Ur�as Urias S,SD,71,215,27,48,8,1,4,24,25,56,0,1,.223,.329,.326,.655
Joey J Gallo C,TEX,70,241,54,61,15,1,22,49,52,114,4,2,.253,.389,.598,.986
Aledmys A D�az,HOU,69,210,36,57,12,1,9,40,26,28,2,0,.271,.356,.467,.823
Ty T France,SD,69,184,20,43,8,1,7,24,9,49,0,2,.234,.294,.402,.696
Clint C Frazier R,NYY,69,225,31,60,14,0,12,38,16,70,1,2,.267,.317,.489,.806
Brandon B Nimmo C,NYM,69,199,34,44,11,1,8,29,46,71,3,0,.221,.375,.407,.782
Victor V Reyes C,DET,69,276,29,84,16,5,3,25,14,64,9,3,.304,.336,.431,.767
Alex A Dickerson L,SF,68,174,29,48,13,3,6,28,13,42,1,1,.276,.332,.489,.820
Joey J Rickard L,SF,68,168,14,38,9,2,3,10,18,50,4,2,.226,.312,.357,.669
Richard R Rodr�guez Rodriguez,PIT,68,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Austin A Slater R,SF,68,168,20,40,9,3,5,21,22,59,1,0,.238,.333,.417,.750
Carlos C Est�vez Estevez,COL,67,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Adam A Haseley C,PHI,67,222,30,59,14,0,5,26,14,60,4,0,.266,.324,.396,.720
Francisco F Liriano,PIT,67,1,0,1,0,0,0,0,1,0,0,0,1.000,1.000,1.000,2.000
Andrew A Miller,STL,67,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Kevan K Smith,LAA,67,191,21,48,12,0,5,20,16,37,2,0,.251,.318,.393,.710
Matt M Wieters,STL,67,168,15,36,4,0,11,27,12,47,1,1,.214,.268,.435,.702
Nick N Williams,PHI,67,106,9,16,4,0,2,5,4,43,0,0,.151,.196,.245,.442
Pedro P B�ez Baez,LAD,66,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jared J Hughes,PHI,66,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Luke L Jackson,ATL,66,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Chris C Owings,BOS,66,180,13,25,6,1,3,14,14,78,5,2,.139,.209,.233,.442
Junior J Guerra,MIL,65,3,0,1,0,0,0,0,0,2,0,0,.333,.333,.333,.667
Ender E Inciarte C,ATL,65,199,30,49,11,2,5,24,26,41,7,1,.246,.343,.397,.740
Jung Ho J Kang,PIT,65,172,15,29,7,1,10,24,11,60,0,0,.169,.222,.395,.617
Isiah I Kiner- Falefa,TEX,65,202,23,48,12,1,1,21,14,49,3,0,.238,.299,.322,.620
Sandy S Leon,BOS,65,172,14,33,3,0,5,19,13,47,0,0,.192,.251,.297,.548
Yoan Y Lopez,ARI,65,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Leonys L Martin C,CLE,65,236,32,47,7,0,9,19,21,78,4,5,.199,.276,.343,.619
Steve S Cishek,CHC,64,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Austin A Dean L,MIA,64,178,17,40,14,0,6,21,9,47,0,2,.225,.261,.404,.665
Amir A Garrett,CIN,64,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Raisel R Iglesias,CIN,64,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Bryan B Shaw,COL,64,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Matt M Albers,MIL,63,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Alex A Avila,ARI,63,164,22,34,8,0,9,24,36,68,1,0,.207,.353,.421,.774
John J Brebbia,STL,63,1,1,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000
Giovanny G Gallegos,STL,63,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Mitch M Haniger R,SEA,63,246,46,54,13,1,15,32,30,81,4,0,.220,.314,.463,.778
Rosell R Herrera C,MIA,63,105,10,21,6,0,2,11,11,27,4,1,.200,.288,.314,.602
Hector H Neris,PHI,63,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Justin J Upton L,LAA,63,219,34,47,8,0,12,40,32,78,1,1,.215,.309,.416,.724
Jose J �lvarez Alvarez,PHI,62,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jedd J Gyorko,LAD,62,92,6,16,1,0,2,9,9,24,2,0,.174,.248,.250,.498
Mark M Melancon,ATL,62,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Archie A Bradley,ARI,61,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Edwin E D�az Diaz,NYM,61,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Sean S Doolittle,WSH,61,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Jeurys J Familia,NYM,61,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Yimi Y Garc�a Garcia,LAD,61,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Marco M Hernandez,BOS,61,148,18,37,7,0,2,11,3,42,1,2,.250,.279,.338,.617
John J Gant,STL,60,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Eduardo E N��ez,BOS,60,167,13,38,7,0,2,20,4,27,5,1,.228,.243,.305,.548
Tyler T O' Neill L,STL,60,141,18,37,6,0,5,16,10,53,1,0,.262,.311,.411,.723
Tyler T Webb,STL,60,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Aaron A Hicks C,NYY,59,221,41,52,10,0,12,36,31,72,1,2,.235,.325,.443,.769
Kenley K Jansen,LAD,59,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Andrew A Mc Cutchen L,PHI,59,219,45,56,12,1,10,29,43,55,2,1,.256,.378,.457,.834
Kevin K Plawecki,CLE,59,158,13,35,10,0,3,17,12,31,0,1,.222,.287,.342,.629
Chance C Sisco,BAL,59,167,29,35,7,0,8,20,22,61,0,1,.210,.333,.395,.728
Sam S Travis,BOS,59,144,17,31,4,1,6,16,11,36,2,0,.215,.274,.382,.656
Kirby K Yates,SD,59,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Willians W Astudillo,MIN,58,190,28,51,9,0,4,21,5,8,0,0,.268,.299,.379,.678
Grayson G Greiner,DET,58,208,18,42,5,1,5,19,13,70,0,0,.202,.251,.308,.559
Ian I Happ,CHC,58,140,25,37,7,1,11,30,15,39,2,0,.264,.333,.564,.898
Brandon B Kintzler,CHC,58,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Will W Smith,SF,58,1,0,1,0,0,0,2,0,0,0,0,1.000,1.000,1.000,2.000
Derek D Fisher L,TOR,57,146,23,27,4,1,7,17,21,57,5,1,.185,.287,.370,.657
Seth S Lugo,NYM,57,1,0,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000
Tony T Watson,SF,57,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Aristides A Aquino R,CIN,56,205,31,53,8,0,19,47,16,60,7,0,.259,.316,.576,.891
Adam A Conley,MIA,56,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Josh J Hader,MIL,56,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Yoshihisa Y Hirano,ARI,56,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jose J Rond�n,BAL,56,143,10,28,3,0,3,9,11,38,0,0,.196,.263,.280,.542
Bubba B Starling C,KC,56,186,26,40,7,0,4,12,9,56,2,0,.215,.255,.317,.572
Myles M Straw S,HOU,56,108,27,29,4,2,0,7,19,24,8,1,.269,.378,.343,.720
Cole C Tucker S,PIT,56,147,16,31,10,3,2,13,10,40,0,0,.211,.266,.361,.626
Jairo J D�az Diaz,COL,54,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Michael M Feliz,PIT,54,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Will W Smith,LAD,54,170,30,43,9,0,15,42,18,52,2,0,.253,.337,.571,.907
Robert R Stephenson,CIN,54,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Charlie C Tilson R,CWS,54,144,16,33,5,0,1,12,10,38,4,0,.229,.293,.285,.578
Brad B Brach,NYM,53,4,0,1,0,0,0,1,0,1,0,0,.250,.250,.250,.500
Erik E Gonz�lez Gonzalez S,PIT,53,142,15,36,4,1,1,6,9,37,4,1,.254,.301,.317,.618
Kendrys K Morales D,NYY,53,170,16,33,2,1,2,12,26,26,0,0,.194,.313,.253,.566
Michael A. M Taylor C,WSH,53,88,10,22,7,0,1,3,7,34,6,0,.250,.305,.364,.669
Matt M Thaiss,LAA,53,147,17,31,7,0,8,23,17,52,0,0,.211,.293,.422,.714
Justin J Bour,LAA,52,151,18,26,5,0,8,26,17,52,0,0,.172,.259,.364,.623
Ryan R Goins,CWS,52,144,13,36,6,1,2,10,17,44,0,1,.250,.333,.347,.681
Derek D Holland,CHC,52,14,0,1,0,0,0,0,1,10,0,0,.071,.133,.071,.205
Chris C Iannetta,COL,52,144,20,32,10,0,6,21,18,54,0,0,.222,.311,.417,.728
Joe J Kelly,LAD,52,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Reyes R Moronta,SF,52,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Sean S Newcomb,ATL,52,8,0,0,0,0,0,0,0,7,0,0,.000,.000,.000,.000
Ryan R Zimmerman,WSH,52,171,20,44,9,0,6,27,17,39,0,0,.257,.321,.415,.736
Matt M Andriese,ARI,51,6,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
Jarlin J Garc�a Garcia,MIA,51,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Trent T Grisham C,MIL,51,156,24,36,6,2,6,24,20,48,1,0,.231,.328,.410,.738
J T Riddle C,MIA,51,132,15,25,6,0,6,12,5,42,0,0,.189,.230,.371,.601
Max M Stassi,LAA,51,132,7,18,1,0,1,5,12,49,0,0,.136,.211,.167,.378
Felipe F V�zquez Vazquez,PIT,51,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Mike M Brosseau,TB,50,132,17,36,7,0,6,16,7,39,1,0,.273,.319,.462,.781
Sam S Dyson,MIN,50,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Mike M Ford,NYY,50,143,30,37,7,0,12,25,17,28,0,0,.259,.350,.559,.909
Matt M Grace,WSH,50,3,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
Robert R Gsellman,NYM,50,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000
Nathaniel N Lowe,TB,50,152,24,40,8,0,7,19,13,50,0,0,.263,.325,.454,.779
Tomas T Nido,NYM,50,136,9,26,5,0,4,14,7,37,0,0,.191,.231,.316,.547
Aaron A Altherr L,NYM,49,61,8,5,2,0,1,3,3,25,0,0,.082,.136,.164,.300
Isan I Diaz,MIA,49,179,17,31,5,2,5,23,19,59,0,3,.173,.259,.307,.566
Tyler T Kinley,MIA,49,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Francisco F Cervelli,ATL,48,141,15,30,8,1,3,12,13,41,1,0,.213,.302,.348,.649
Kyle K Crick,PIT,48,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Travis T Demeritte R,DET,48,169,24,38,7,2,3,10,14,63,3,0,.225,.286,.343,.630
Trevor T Gott,SF,48,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Tayron T Guerrero,MIA,48,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Trey T Wingenter,SD,48,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Wade W Davis,COL,47,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Ryon R Healy,SEA,47,169,24,40,16,0,7,26,13,40,0,0,.237,.289,.456,.744
Jon J Jay R,CWS,47,165,12,44,8,0,0,9,8,30,0,0,.267,.311,.315,.626
T. J. T Mc Farland,ARI,47,3,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
Tanner T Rainey,WSH,47,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Pedro P Strop,CHC,47,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Josh J Tomlin,ATL,47,6,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
Ben B Zobrist,CHC,47,150,24,39,5,0,1,17,23,24,0,0,.260,.358,.313,.671
Bo B Bichette S,TOR,46,196,32,61,18,0,11,21,14,50,4,4,.311,.358,.571,.930
Matt M Duffy,TB,46,147,12,37,8,0,1,12,19,29,0,1,.252,.343,.327,.670
Dylan D Floro,LAD,46,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Cam C Gallagher,KC,45,126,14,30,7,0,3,12,11,28,0,1,.238,.312,.365,.677
Carlos C Gonz�lez Gonzalez R,CHC,45,145,21,29,3,0,3,10,18,52,0,3,.200,.289,.283,.572
Luis L Guillorme,NYM,45,61,8,15,4,0,1,3,7,14,0,0,.246,.324,.361,.684
Jeremy J Jeffress,MIL,45,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Juan J Nicasio,PHI,45,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Scott S Oberg,COL,45,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Matt M Strahm,SD,45,21,1,6,2,0,0,1,2,12,0,0,.286,.348,.381,.729
Nick N Anderson,TB,44,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Yonathan Y Daza C,COL,44,97,7,20,1,1,0,3,7,21,1,0,.206,.257,.237,.494
Phil P Gosselin,PHI,44,65,5,17,3,0,0,7,3,16,0,0,.262,.294,.308,.602
David D Hernandez,CIN,44,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Luke L Maile,TOR,44,119,9,18,2,1,2,9,8,33,1,0,.151,.205,.235,.440
Joe J Musgrove,PIT,44,51,8,8,2,1,0,3,2,19,0,0,.157,.189,.235,.424
Wandy W Peralta,SF,44,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Luis L Perdomo,SD,44,7,0,1,0,0,0,1,0,2,0,0,.143,.143,.143,.286
Drew D Pomeranz,MIL,44,19,0,0,0,0,0,0,0,13,0,0,.000,.000,.000,.000
Cesar C Puello,MIA,44,125,14,31,5,0,4,18,10,38,0,0,.248,.356,.384,.740
Roman R Quinn C,PHI,44,108,18,23,3,1,4,11,12,34,8,0,.213,.298,.370,.668
D J Stewart R,BAL,44,126,15,30,6,0,4,15,14,26,1,2,.238,.317,.381,.698
Luis L Avil�n Avilan,NYM,43,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jerry J Blevins,ATL,43,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Wei- Yin W Chen,MIA,43,5,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000
Wilmer W Difo S,WSH,43,131,15,33,2,0,2,8,12,29,0,1,.252,.315,.313,.628
Bryan B Holaday,MIA,43,115,12,32,6,0,4,12,11,21,0,1,.278,.344,.435,.778
Carlos C Mart�nez Martinez,STL,43,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Blake B Swihart,ARI,43,92,13,15,1,0,4,13,6,36,0,0,.163,.222,.304,.527
Tyler T Wade,NYY,43,94,16,23,3,1,2,11,11,28,7,0,.245,.330,.362,.692
Caleb C Ferguson,LAD,42,2,1,1,1,0,0,0,0,0,0,0,.500,.500,1.000,1.500
Scooter S Gennett,SF,42,133,15,30,7,0,2,11,2,41,0,0,.226,.245,.323,.568
Shed S Long Jr.,SEA,42,152,21,40,12,1,5,15,16,40,3,3,.263,.333,.454,.787
Jake J Mc Gee,COL,42,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Gregory G Polanco R,PIT,42,153,23,37,8,1,6,17,12,49,3,1,.242,.301,.425,.726
Meibrys M Viloria,KC,42,133,7,28,7,0,1,15,10,44,0,1,.211,.259,.286,.544
Brad B Wieck,CHC,42,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Humberto H Arteaga S,KC,41,122,11,24,4,0,0,4,8,28,1,1,.197,.258,.230,.487
Kyle K Barraclough,SF,41,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Adam A Duvall L,ATL,41,120,17,32,4,1,10,19,7,39,0,0,.267,.315,.567,.882
Tim T Lopes L,SEA,41,111,11,30,7,0,1,12,15,29,6,3,.270,.359,.360,.720
Josh J Rojas L,ARI,41,138,17,30,7,0,2,16,18,41,4,2,.217,.312,.312,.624
Anthony A Swarzak,ATL,41,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Tyler T Chatwood,CHC,40,18,1,3,2,0,0,1,1,6,0,0,.167,.211,.278,.488
Kristopher K Negr�n Negron C,LAD,40,77,12,19,1,0,2,8,5,26,1,1,.247,.293,.338,.630
Jose J Trevino,TEX,40,120,18,31,9,0,2,13,3,27,0,0,.258,.272,.383,.655
Pat P Valaika,COL,40,79,11,15,5,1,1,4,7,34,0,0,.190,.256,.316,.572
Mac M Williamson L,SEA,40,128,13,20,1,0,4,17,14,44,2,1,.156,.250,.258,.508
Justin J Wilson,NYM,40,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Kevin K Cron,ARI,39,71,12,15,4,0,6,16,4,28,0,1,.211,.269,.521,.790
Lucas L Duda,KC,39,105,7,18,4,0,4,15,11,32,0,0,.171,.252,.324,.576
Odubel O Herrera C,PHI,39,126,12,28,10,1,1,16,11,33,2,2,.222,.288,.341,.629
Greg G Holland,ARI,39,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Dominic D Leone,STL,39,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Zack Z Cozart,LAA,38,97,4,12,2,0,0,7,5,16,0,0,.124,.178,.144,.322
Max M Fried,ATL,38,56,11,11,4,0,0,4,5,16,0,0,.196,.262,.268,.530
Kenta K Maeda,LAD,38,48,3,12,2,0,0,6,0,13,0,0,.250,.250,.292,.542
Adam A Morgan,PHI,38,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jonathan J Davis C,TOR,37,83,8,15,1,0,2,6,5,24,3,1,.181,.266,.265,.531
Terrance T Gore,KC,37,51,13,14,2,1,0,1,6,18,13,5,.275,.362,.353,.715
Freddy F Peralta,MIL,37,15,1,2,0,0,0,1,0,6,0,0,.133,.133,.133,.267
Fernando F Rodney,WSH,37,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Josh J Harrison,DET,36,137,10,24,7,1,1,8,6,27,4,2,.175,.218,.263,.480
Sergio S Romo,MIN,36,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Chad C Bettis,COL,35,5,0,0,0,0,0,0,2,2,0,0,.000,.286,.000,.286
Madison M Bumgarner,SF,35,63,4,8,0,0,2,4,9,40,0,0,.127,.236,.222,.458
Thairo T Estrada,NYY,35,64,12,16,3,0,3,12,3,15,4,0,.250,.294,.438,.732
Jack J Flaherty,STL,35,54,4,10,3,0,0,4,2,17,1,1,.185,.211,.241,.451
Edgar E Garc�a Garcia,PHI,35,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Dustin D Garneau,OAK,35,86,14,21,5,0,3,14,10,22,0,0,.244,.350,.407,.757
Steven S Matz,NYM,35,57,4,13,0,0,1,1,0,17,0,0,.228,.228,.281,.509
A. J. A Minter,ATL,35,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
