PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
Robin R Ventura,CWS,157,554,85,145,27,1,22,94,105,82,1,6,.262,.379,.433,.812
Todd T Zeile,STL,157,571,82,158,36,1,17,103,70,76,5,4,.277,.352,.433,.785
Brett B Butler C,LA,156,607,80,181,21,10,1,42,86,69,39,19,.298,.387,.371,.758
Scott S Cooper,BOS,156,526,67,147,29,3,9,63,58,81,5,2,.279,.355,.397,.752
Ken K Griffey C,SEA,156,582,113,180,38,3,45,109,96,91,17,9,.309,.408,.617,1.025
Kirby K Puckett C,MIN,156,622,89,184,39,3,22,89,47,93,8,6,.296,.349,.474,.824
Craig C Biggio,HOU,155,610,98,175,41,5,21,64,77,93,15,17,.287,.373,.474,.847
Joe J Carter R,TOR,155,603,92,153,33,5,33,121,47,113,8,3,.254,.312,.489,.802
Mark M Grace,CHC,155,594,86,193,39,4,14,98,71,32,8,4,.325,.393,.475,.867
Carlos C Baerga,CLE,154,624,105,200,28,6,21,114,34,68,15,4,.321,.355,.486,.840
Jay J Bell S,PIT,154,604,102,187,32,9,9,51,77,122,16,10,.310,.392,.437,.830
Cecil C Fielder,DET,154,573,80,153,23,0,30,117,90,125,0,1,.267,.368,.464,.832
Luis L Gonzalez,HOU,154,540,82,162,34,3,15,72,47,83,20,9,.300,.361,.457,.818
Eddie E Murray,NYM,154,610,77,174,28,1,27,100,40,61,2,2,.285,.325,.467,.792
Greg G Vaughn L,MIL,154,569,97,152,28,2,30,97,89,118,10,7,.267,.369,.482,.850
Roberto R Alomar,TOR,153,589,109,192,35,6,17,93,80,67,55,15,.326,.408,.492,.900
Royce R Clayton S,SF,153,549,54,155,21,5,6,70,38,91,11,10,.282,.331,.372,.702
Joey J Cora,CWS,153,579,95,155,15,13,2,51,67,63,20,8,.268,.351,.349,.699
Orestes O Destrade,FLA,153,569,61,145,20,3,20,87,58,130,0,2,.255,.324,.406,.730
Jim J Eisenreich R,PHI,153,362,51,115,17,4,7,54,26,36,5,0,.318,.363,.445,.808
John J Jaha,MIL,153,515,78,136,21,0,19,70,51,109,13,9,.264,.337,.416,.753
Chuck C Knoblauch,MIN,153,602,82,167,27,4,2,41,65,44,29,11,.277,.354,.346,.699
Brian B Mc Rae C,KC,153,627,78,177,28,9,12,69,37,105,23,14,.282,.325,.413,.738
Frank F Thomas,CWS,153,549,106,174,36,0,41,128,112,54,4,2,.317,.426,.607,1.033
Chad C Curtis,CAL,152,583,94,166,25,3,6,59,70,89,48,24,.285,.361,.369,.730
Chili C Davis D,CAL,152,573,74,139,32,0,27,112,71,135,4,1,.243,.327,.440,.767
Luis L Polonia,CAL,152,576,75,156,17,6,1,32,48,53,55,24,.271,.328,.326,.654
Mickey M Tettleton,DET,152,522,79,128,25,4,32,110,109,139,3,7,.245,.372,.492,.864
Mo M Vaughn,BOS,152,539,86,160,34,1,29,101,79,130,4,3,.297,.390,.525,.915
Mark M Whiten R,STL,152,562,81,142,13,4,25,99,58,110,15,8,.253,.323,.423,.746
Travis T Fryman S,DET,151,607,98,182,37,5,22,97,77,128,9,4,.300,.379,.486,.865
Mark M Lemke,ATL,151,493,52,124,19,2,7,49,65,50,1,2,.252,.335,.341,.676
Fred F Mc Griff,ATL,151,557,111,162,29,2,37,101,76,106,5,3,.291,.375,.549,.924
Tony T Phillips L,DET,151,566,113,177,27,0,7,57,132,102,16,11,.313,.443,.398,.841
Jose J Vizcaino S,CHC,151,551,74,158,19,4,4,54,46,71,12,9,.287,.340,.358,.697
Derek D Bell C,SD,150,542,73,142,19,1,21,72,23,122,26,5,.262,.303,.417,.720
John J Kruk,PHI,150,535,100,169,33,5,14,85,111,87,6,2,.316,.430,.475,.905
Ed E Sprague,TOR,150,546,50,142,31,1,12,73,32,85,1,0,.260,.310,.386,.696
Andujar A Cedeno S,HOU,149,505,69,143,24,4,11,56,48,97,9,7,.283,.346,.412,.758
Felix F Jose R,KC,149,499,64,126,24,3,6,43,36,95,31,13,.253,.303,.349,.652
Mike M Piazza,LA,149,547,81,174,24,2,35,112,46,86,3,4,.318,.370,.561,.932
Kenny K Lofton C,CLE,148,569,116,185,28,8,1,42,81,83,70,14,.325,.408,.408,.815
Mark M Mc Lemore R,BAL,148,581,81,165,27,5,4,72,64,92,21,15,.284,.353,.368,.721
Dean D Palmer,TEX,148,519,88,127,31,2,33,96,53,154,11,10,.245,.321,.503,.824
Chris C Sabo,CIN,148,552,86,143,33,2,21,82,43,105,6,4,.259,.315,.440,.756
Paul P Sorrento,CLE,148,463,75,119,26,1,18,65,58,121,3,1,.257,.340,.434,.774
B. J. B Surhoff,MIL,148,552,66,151,38,3,7,79,36,47,12,9,.274,.318,.391,.709
Darren D Daulton,PHI,147,510,90,131,35,4,24,105,117,111,5,0,.257,.392,.482,.875
Brian B Harper,MIN,147,530,52,161,26,1,12,73,29,29,1,3,.304,.347,.425,.772
Lance L Johnson C,CWS,147,540,75,168,18,14,0,47,36,33,35,7,.311,.354,.396,.750
Ellis E Burks R,CWS,146,499,75,137,24,4,17,74,60,97,6,9,.275,.352,.441,.793
Mike M Greenwell L,BOS,146,540,77,170,38,6,13,72,54,46,5,4,.315,.379,.480,.859
David D Segui,BAL,146,450,54,123,27,0,10,60,58,53,2,1,.273,.351,.400,.751
Devon D White C,TOR,146,598,116,163,42,6,15,52,57,127,34,4,.273,.341,.438,.780
Eric E Anthony R,HOU,145,486,70,121,19,4,15,66,49,88,3,5,.249,.319,.397,.716
George G Brett D,KC,145,560,69,149,31,3,19,75,39,67,7,5,.266,.312,.434,.746
Harold H Reynolds,BAL,145,485,64,122,20,4,4,47,66,47,12,11,.252,.343,.334,.677
Doug D Strange,TEX,145,484,58,124,29,0,7,60,43,69,6,4,.256,.318,.360,.678
Matt M Williams,SF,145,579,105,170,33,4,38,110,27,80,1,3,.294,.325,.561,.886
Julio J Franco D,TEX,144,532,85,154,31,3,14,84,62,95,9,3,.289,.360,.438,.798
John J Valentin S,BOS,144,468,50,130,40,3,11,66,49,77,3,4,.278,.346,.447,.793
Eric E Young Sr.,COL,144,490,82,132,16,8,3,42,63,41,42,19,.269,.355,.353,.708
Wade W Boggs,NYY,143,560,83,169,26,1,2,59,74,49,0,1,.302,.378,.363,.740
Ken K Caminiti,HOU,143,543,75,142,31,0,13,75,49,88,8,5,.262,.321,.390,.711
Dave D Hollins,PHI,143,543,104,148,30,4,18,93,85,109,2,3,.273,.372,.442,.814
Al A Martin L,PIT,143,480,85,135,26,8,18,64,42,122,16,9,.281,.338,.481,.820
Cory C Snyder R,LA,143,516,61,137,33,1,11,56,47,147,4,1,.266,.331,.397,.728
Dave D Winfield,MIN,143,547,72,148,27,2,21,76,45,106,2,3,.271,.325,.442,.767
Brady B Anderson L,BAL,142,560,87,147,36,8,13,66,82,99,24,12,.263,.363,.425,.788
Jeff J Bagwell,HOU,142,535,76,171,37,4,20,88,62,73,13,4,.320,.388,.516,.903
Chuck C Carr,FLA,142,551,75,147,19,2,4,41,49,74,58,22,.267,.327,.330,.657
Tony T Fernandez S,TOR,142,526,65,147,23,11,5,64,56,45,21,10,.279,.348,.394,.742
Steve S Finley C,HOU,142,545,69,145,15,13,8,44,28,65,19,6,.266,.304,.385,.689
Gregg G Jefferies,STL,142,544,89,186,24,3,16,83,62,32,46,9,.342,.408,.485,.894
Tim T Salmon R,CAL,142,515,93,146,35,1,31,95,82,135,5,6,.283,.382,.536,.918
Dante D Bichette R,COL,141,538,93,167,43,5,21,89,28,99,14,8,.310,.348,.526,.874
Carlos C Garcia,PIT,141,546,77,147,25,5,12,47,31,67,18,11,.269,.316,.399,.716
Wally W Joyner,KC,141,497,83,145,36,3,15,65,66,67,5,9,.292,.375,.467,.842
Mike M Lansing,MON,141,491,64,141,29,1,3,45,46,56,23,5,.287,.352,.369,.721
Paul P O' Neill R,NYY,141,498,71,155,34,1,20,75,44,69,2,4,.311,.367,.504,.872
Ozzie O Smith S,STL,141,545,75,157,22,6,1,53,43,18,21,8,.288,.337,.356,.693
Kevin K Young,PIT,141,449,38,106,24,3,6,47,36,82,2,2,.236,.300,.343,.643
Bob B Zupcic R,BOS,141,286,40,69,24,2,2,26,27,54,5,2,.241,.308,.360,.668
Jerald J Clark L,COL,140,478,65,135,26,6,13,67,20,60,9,6,.282,.324,.444,.768
Felix F Fermin S,CLE,140,480,48,126,16,2,2,45,24,14,4,5,.263,.303,.317,.619
Jeff J Gardner,SD,140,404,53,106,21,7,1,24,45,69,2,6,.262,.337,.356,.694
Juan J Gonzalez L,TEX,140,536,105,166,33,1,46,118,37,99,4,1,.310,.368,.632,1.000
Jeff J Kent,NYM,140,496,65,134,24,0,21,80,30,88,4,4,.270,.320,.446,.765
Gary G Sheffield,FLA,140,494,67,145,20,5,20,73,47,64,17,5,.294,.361,.476,.837
Bobby B Bonilla R,NYM,139,502,81,133,21,3,34,87,72,96,3,3,.265,.352,.522,.874
Brent B Gates,OAK,139,535,64,155,29,2,7,69,56,75,7,3,.290,.357,.391,.747
Joe J Oliver,CIN,139,482,40,115,28,0,14,75,27,91,0,0,.239,.276,.384,.659
Benito B Santiago,FLA,139,469,49,108,19,6,13,50,37,88,10,7,.230,.291,.380,.671
Bernie B Williams C,NYY,139,567,67,152,31,4,12,68,53,106,9,9,.268,.333,.400,.734
Pat P Borders,TOR,138,488,38,124,30,0,9,55,20,66,2,2,.254,.285,.371,.656
Wil W Cordero S,MON,138,475,56,118,32,2,10,58,34,60,12,3,.248,.308,.387,.695
Phil P Plantier L,SD,138,462,67,111,20,1,34,100,61,124,4,5,.240,.335,.509,.843
Reggie R Sanders,CIN,138,496,90,136,16,4,20,83,51,118,27,10,.274,.343,.444,.786
Danny D Tartabull,NYY,138,513,87,128,33,2,31,102,92,156,0,0,.250,.363,.503,.866
Larry L Walker R,MON,138,490,85,130,24,5,22,86,80,76,29,7,.265,.371,.469,.840
Bernard B Gilkey L,STL,137,557,99,170,40,5,16,70,56,66,15,10,.305,.370,.481,.851
Dave D Magadan,SEA,137,455,49,124,23,0,5,50,80,63,2,1,.273,.378,.356,.734
Orlando O Merced R,PIT,137,447,68,140,26,4,8,70,77,64,3,3,.313,.414,.443,.857
Ivan I Rodriguez,TEX,137,473,56,129,28,4,10,66,29,70,8,7,.273,.315,.412,.727
Moises M Alou L,MON,136,482,70,138,29,6,18,85,38,53,17,6,.286,.340,.483,.824
Billy B Hatcher C,BOS,136,508,71,146,24,3,9,57,28,46,14,7,.287,.336,.400,.735
Darren D Lewis C,SF,136,522,84,132,17,7,2,48,30,40,46,15,.253,.302,.324,.626
Jose J Lind,KC,136,431,33,107,13,2,0,37,13,36,3,2,.248,.271,.288,.558
Rick R Wilkins,CHC,136,446,78,135,23,1,30,73,50,99,2,1,.303,.376,.561,.936
Darryl D Hamilton R,MIL,135,520,74,161,21,1,9,48,45,62,21,13,.310,.367,.406,.773
Dave D Valle,SEA,135,423,48,109,19,0,13,63,48,56,1,0,.258,.354,.395,.748
Ozzie O Guillen S,CWS,134,457,44,128,23,4,4,50,10,41,5,4,.280,.292,.374,.666
Rickey R Henderson L,TOR,134,481,114,139,22,2,21,59,120,65,53,8,.289,.432,.474,.906
Don D Mattingly,NYY,134,530,78,154,27,2,17,86,61,42,0,0,.291,.364,.445,.809
Otis O Nixon C,ATL,134,461,77,124,12,3,1,24,61,63,47,13,.269,.351,.315,.666
Joe J Orsulak L,NYM,134,409,59,116,15,4,8,35,28,25,5,4,.284,.331,.399,.730
Steve S Buechele,CHC,133,460,53,125,27,2,15,65,48,87,1,1,.272,.345,.437,.782
Darrin D Fletcher,MON,133,396,33,101,20,1,9,60,34,40,0,0,.255,.320,.379,.699
Ricky R Gutierrez S,SD,133,438,76,110,10,5,5,26,50,97,4,3,.251,.334,.331,.665
Tim T Wallach,LA,133,477,42,106,19,1,12,62,32,70,0,2,.222,.271,.342,.612
Will W Clark,SF,132,491,82,139,27,2,14,73,63,68,2,2,.283,.367,.432,.799
Jody J Reed,LA,132,445,48,123,21,2,2,31,38,40,1,3,.276,.333,.346,.679
Eric E Davis C,DET,131,451,71,107,18,1,20,68,55,106,35,7,.237,.319,.415,.734
Mike M Devereaux C,BAL,131,527,72,132,31,3,14,75,43,99,3,3,.250,.306,.400,.706
Wayne W Kirby R,CLE,131,458,71,123,19,5,6,60,37,58,17,5,.269,.323,.371,.695
Todd T Hundley,NYM,130,417,40,95,17,2,11,53,23,62,1,1,.228,.269,.357,.626
Kirt K Manwaring,SF,130,432,48,119,15,1,5,49,41,76,1,3,.275,.345,.350,.695
Willie W Mc Gee R,SF,130,475,53,143,28,1,4,46,38,67,10,9,.301,.353,.389,.742
Mike M Stanley,NYY,130,423,70,129,17,1,26,84,57,85,1,1,.305,.389,.534,.923
Alvaro A Espinoza,CLE,129,263,34,73,15,0,4,27,8,36,2,2,.278,.298,.380,.678
J. T. J Snow,CAL,129,419,60,101,18,2,16,57,55,88,3,0,.241,.328,.408,.736
Milt M Thompson L,PHI,129,340,42,89,14,2,4,44,40,57,9,4,.262,.341,.350,.691
Rob R Deer,BOS,128,466,66,98,17,1,21,55,58,169,5,2,.210,.303,.386,.689
Ron R Karkovice,CWS,128,403,60,92,17,1,20,54,29,126,2,2,.228,.287,.424,.712
Shane S Mack C,MIN,128,503,66,139,30,4,10,61,41,76,15,5,.276,.335,.412,.746
Derrick D May L,CHC,128,465,62,137,25,2,10,77,31,41,10,3,.295,.336,.422,.758
Robby R Thompson,SF,128,494,85,154,30,2,19,65,45,97,10,4,.312,.375,.496,.870
Mike M Blowers,SEA,127,379,55,106,23,3,15,57,44,98,1,5,.280,.357,.475,.832
Pat P Kelly,NYY,127,406,49,111,24,1,7,51,24,68,14,11,.273,.317,.389,.707
Ray R Lankford C,STL,127,407,64,97,17,3,7,45,81,111,14,14,.238,.366,.346,.713
Robin R Yount C,MIL,127,454,62,117,25,3,8,51,44,93,9,2,.258,.326,.379,.705
Alex A Cole C,COL,126,348,50,89,9,4,0,24,43,58,30,13,.256,.339,.305,.644
Gary G Disarcina S,CAL,126,416,44,99,20,1,3,45,15,38,5,7,.238,.273,.313,.585
Chris C Hoiles,BAL,126,419,80,130,28,0,29,82,69,94,1,1,.310,.416,.585,1.001
Tony T Peña Pena,BOS,126,304,20,55,11,0,4,19,25,46,1,3,.181,.246,.257,.502
Jeff J Branson S,CIN,125,381,40,92,15,1,3,22,19,73,4,1,.241,.275,.310,.584
Kevin K Reimer D,MIL,125,437,53,109,22,1,13,60,30,72,5,4,.249,.303,.394,.696
Daryl D Boston,COL,124,291,46,76,15,1,14,40,26,57,1,6,.261,.325,.464,.789
Mariano M Duncan,PHI,124,496,68,140,26,4,11,73,12,88,6,5,.282,.304,.417,.721
Delino D De Shields,MON,123,481,75,142,17,7,2,29,72,64,43,10,.295,.389,.372,.761
Kent K Hrbek,MIN,123,392,60,95,11,1,25,83,71,57,4,2,.242,.357,.467,.824
Troy T Neel D,OAK,123,427,59,124,21,0,19,63,49,101,3,5,.290,.367,.473,.840
Sean S Berry,MON,122,299,50,78,15,2,14,49,41,70,12,2,.261,.348,.465,.813
Tony T Gwynn R,SD,122,489,70,175,41,3,7,59,36,19,14,1,.358,.398,.497,.895
Andre A Dawson D,BOS,121,461,44,126,29,1,13,67,17,49,2,1,.273,.313,.425,.738
Scott S Fletcher,BOS,121,480,81,137,31,5,5,45,37,35,16,3,.285,.341,.402,.743
Greg G Briley,FLA,120,170,17,33,6,0,3,12,12,42,6,2,.194,.250,.282,.532
Andres A Galarraga,COL,120,470,71,174,35,4,22,98,24,73,2,4,.370,.403,.602,1.005
Mickey M Morandini,PHI,120,425,57,105,19,9,3,33,34,73,13,2,.247,.309,.355,.664
Kevin K Seitzer,MIL,120,417,45,112,16,2,11,57,44,48,7,7,.269,.338,.396,.733
Mike M Gallego S,NYY,119,403,63,114,20,1,10,54,50,65,3,2,.283,.364,.412,.776
Chad C Kreuter,DET,119,374,59,107,23,3,15,51,49,92,2,1,.286,.371,.484,.855
Lou L Whitaker,DET,119,383,72,111,32,1,9,67,78,46,3,3,.290,.412,.449,.861
Harold H Baines D,BAL,118,416,64,130,22,0,20,78,57,52,0,0,.313,.390,.510,.900
Sid S Bream,ATL,117,277,33,72,14,1,9,35,31,43,4,2,.260,.332,.415,.747
Rene R Gonzales,CAL,117,335,34,84,17,0,2,31,49,45,5,5,.251,.346,.319,.666
Mike M Macfarlane,KC,117,388,55,106,27,0,20,67,40,83,2,5,.273,.360,.497,.857
Ryne R Sandberg,CHC,117,456,67,141,20,0,9,45,37,62,9,2,.309,.359,.412,.772
Kirk K Gibson D,DET,116,403,62,105,18,6,13,62,44,87,15,6,.261,.337,.432,.769
Pete P Incaviglia L,PHI,116,368,60,101,16,3,24,89,21,82,1,1,.274,.318,.530,.848
Torey T Lovullo,CAL,116,367,42,92,20,0,6,30,36,49,7,6,.251,.318,.354,.672
Mike M Pagliarulo,BAL,116,370,55,112,25,4,9,44,26,49,6,6,.303,.357,.465,.822
Don D Slaught,PIT,116,377,34,113,19,2,10,55,29,56,2,1,.300,.356,.440,.796
Luis L Alicea,STL,115,362,50,101,19,3,3,46,47,54,11,1,.279,.362,.373,.735
Juan J Bell,MIL,115,351,47,80,12,3,5,36,41,76,6,7,.228,.311,.322,.633
Damon D Berryhill,ATL,115,335,24,82,18,2,8,43,21,64,0,0,.245,.291,.382,.673
Dion D James L,NYY,115,343,62,114,21,2,7,36,31,31,0,0,.332,.390,.466,.856
Tim T Raines L,CWS,115,415,75,127,16,4,16,54,64,35,21,7,.306,.401,.480,.880
Chico C Walker,NYM,115,213,18,48,7,1,5,19,14,29,7,0,.225,.271,.338,.609
David D Hulse C,TEX,114,407,71,118,9,10,1,29,26,57,29,9,.290,.333,.369,.701
Reggie R Jefferson D,CLE,113,366,35,91,11,2,10,34,28,78,1,3,.249,.310,.372,.682
Bill B Spiers,MIL,113,340,43,81,8,4,2,36,29,51,9,8,.238,.302,.303,.605
Lou L Frazier,MON,112,189,27,54,7,1,1,16,16,24,17,2,.286,.340,.349,.689
Thomas T Howard L,CIN,112,319,48,81,15,3,7,36,24,63,10,7,.254,.302,.386,.687
Alan A Trammell S,DET,112,401,72,132,25,3,12,60,38,38,12,8,.329,.388,.496,.884
Kevin K Bass,HOU,111,229,31,65,18,0,3,37,26,31,7,1,.284,.359,.402,.761
Pat P Meares S,MIN,111,346,33,87,14,3,0,33,7,52,4,5,.251,.266,.309,.575
Dwight D Smith C,CHC,111,310,51,93,17,5,11,35,25,51,8,6,.300,.355,.494,.848
Rich R Amaral,SEA,110,373,53,108,24,1,1,44,33,54,19,11,.290,.348,.367,.715
Rod R Brewer,STL,110,147,15,42,8,0,2,20,17,26,1,0,.286,.359,.381,.740
Dave D Clark R,PIT,110,277,43,75,11,2,11,46,38,58,1,0,.271,.358,.444,.802
Kevin K Mc Reynolds L,KC,110,351,44,86,22,4,11,42,37,56,2,2,.245,.316,.425,.741
Mike M Felder L,SEA,109,342,31,72,7,5,1,20,22,34,15,9,.211,.262,.269,.531
Tino T Martinez,SEA,109,408,49,108,25,1,17,60,45,56,0,3,.265,.343,.456,.799
Jeff J Reboulet S,MIN,109,240,33,62,8,0,1,15,35,37,5,5,.258,.356,.304,.660
Henry H Cotto R,FLA,108,240,25,60,8,0,5,21,5,40,16,5,.250,.269,.346,.615
Greg G Myers,CAL,108,290,27,74,10,0,7,40,17,47,3,3,.255,.298,.362,.660
Lenny L Harris,LA,107,160,20,38,6,1,2,11,15,15,3,1,.238,.303,.325,.628
Dave D Henderson C,OAK,107,382,37,84,19,0,20,53,32,113,0,3,.220,.275,.427,.702
John J Vander Wal,MON,106,215,34,50,7,4,5,30,27,30,6,3,.233,.320,.372,.692
Vinny V Castilla S,COL,105,337,36,86,9,7,9,30,13,45,2,5,.255,.283,.404,.686
Jeff J Mc Knight,NYM,105,164,19,42,3,1,2,13,13,31,0,0,.256,.311,.323,.634
Craig C Paquette,OAK,105,393,35,86,20,4,12,46,14,108,4,2,.219,.245,.382,.627
Rey R Sanchez S,CHC,105,344,35,97,11,2,0,28,15,22,1,1,.282,.316,.326,.642
Craig C Shipley,SD,105,230,25,54,9,0,4,22,10,31,12,3,.235,.275,.326,.601
Willie W Wilson C,CHC,105,221,29,57,11,3,1,11,11,40,7,2,.258,.301,.348,.649
Pedro P Munoz L,MIN,104,326,34,76,11,1,13,38,25,97,1,2,.233,.294,.393,.686
Terry T Steinbach,OAK,104,389,47,111,19,1,10,43,25,65,3,3,.285,.333,.416,.749
Jacob J Brumfield C,CIN,103,272,40,73,17,3,6,23,21,47,20,8,.268,.321,.419,.740
Chris C Gwynn L,KC,103,287,36,86,14,4,1,25,24,34,0,1,.300,.354,.387,.740
Spike S Owen,NYY,103,334,41,78,16,2,2,20,29,30,3,2,.234,.294,.311,.605
Rick R Renteria,FLA,103,263,27,67,9,2,2,30,21,31,0,2,.255,.314,.327,.641
Juan J Samuel,CIN,103,261,31,60,10,4,4,26,23,53,9,7,.230,.298,.345,.642
Lonnie L Smith,BAL,103,223,43,62,6,4,8,27,51,52,9,4,.278,.420,.448,.868
George G Bell D,CWS,102,410,36,89,17,2,13,64,13,49,1,1,.217,.243,.363,.606
Phil P Clark,SD,102,240,33,75,17,0,9,33,8,31,2,0,.313,.345,.496,.841
Gary G Gaetti,KC,102,331,40,81,20,1,14,50,21,87,1,3,.245,.300,.438,.738
Randy R Milligan,CLE,102,281,37,84,18,1,6,36,60,53,0,2,.299,.423,.434,.857
Hal H Morris,CIN,101,379,48,120,18,0,7,49,34,51,2,2,.317,.371,.420,.790
Carlos C Quintana,BOS,101,303,31,74,5,0,1,19,31,52,1,0,.244,.317,.271,.587
Barry B Larkin S,CIN,100,384,57,121,20,3,8,51,51,33,14,1,.315,.394,.445,.839
Dave D Nilsson,MIL,100,296,35,76,10,2,7,40,37,36,3,6,.257,.336,.375,.711
Bret B Barberie,FLA,99,375,45,104,16,2,5,33,33,58,2,4,.277,.344,.371,.715
Dave D Gallagher C,NYM,99,201,34,55,12,2,6,28,20,18,1,1,.274,.338,.443,.781
Pat P Listach S,MIL,98,356,50,87,15,1,3,30,37,70,18,9,.244,.319,.317,.636
Scott S Livingstone,DET,98,304,39,89,10,2,2,39,19,32,1,3,.293,.328,.359,.687
Candy C Maldonado R,CLE,98,221,19,46,7,0,8,35,24,58,0,1,.208,.287,.348,.636
Dave D Mc Carty L,MIN,98,350,36,75,15,2,2,21,19,80,2,6,.214,.257,.286,.542
Glenallen G Hill L,CHC,97,261,33,69,14,2,15,47,17,71,8,3,.264,.307,.506,.813
Jeff J Treadway,CLE,97,221,25,67,14,1,2,27,14,21,1,1,.303,.347,.403,.750
Alex A Arias,FLA,96,249,27,67,5,1,2,20,27,18,1,1,.269,.344,.321,.665
Wes W Chamberlain R,PHI,96,284,34,80,20,2,12,45,17,51,2,1,.282,.320,.493,.813
Archi A Cianfrocco,SD,96,296,30,72,11,2,12,48,17,69,2,0,.243,.287,.416,.702
Gerald G Perry,STL,96,98,21,33,5,0,4,16,18,23,1,1,.337,.440,.510,.950
Tim T Teufel,SD,96,200,26,50,11,2,7,31,27,39,2,2,.250,.338,.430,.768
Mike M Aldrete,OAK,95,255,40,68,13,1,10,33,34,45,1,1,.267,.353,.443,.796
Frank F Bolick,MON,95,213,25,45,13,0,4,24,23,37,1,0,.211,.298,.329,.626
Jim J Leyritz,NYY,95,259,43,80,14,0,14,53,37,59,0,0,.309,.410,.525,.935
Junior J Ortiz,CLE,95,249,19,55,13,0,0,20,11,26,1,0,.221,.267,.273,.540
Deion D Sanders C,ATL,95,272,42,75,18,6,6,28,16,42,19,7,.276,.321,.452,.773
Lance L Blankenship C,OAK,94,252,43,48,8,1,2,23,67,64,13,5,.190,.363,.254,.617
Ernest E Riles,BOS,94,143,15,27,8,0,5,20,20,40,1,3,.189,.292,.350,.641
Eddie E Taubensee,HOU,94,288,26,72,11,1,9,42,21,44,1,0,.250,.299,.389,.688
Kevin K Mitchell L,CIN,93,323,56,110,21,3,19,64,25,48,1,0,.341,.385,.601,.986
Vince V Coleman L,NYM,92,373,64,104,14,8,2,25,21,58,38,13,.279,.316,.375,.691
Stan S Javier L,CAL,92,237,33,69,10,4,3,28,27,33,12,2,.291,.362,.405,.767
Tom T Pagnozzi,STL,92,330,31,85,15,1,7,41,19,30,1,0,.258,.296,.373,.668
Jim J Tatum,COL,92,98,7,20,5,0,1,12,5,27,0,0,.204,.245,.286,.531
Rafael R Belliard S,ATL,91,79,6,18,5,0,0,6,4,13,0,0,.228,.291,.291,.582
Dan D Gladden L,DET,91,356,52,95,16,2,13,56,21,50,8,5,.267,.312,.433,.744
Scott S Hemond,OAK,91,215,31,55,16,0,6,26,32,55,14,5,.256,.353,.414,.767
Dave D Martinez C,SF,91,241,28,58,12,1,5,27,27,39,6,3,.241,.317,.361,.678
Ricky R Jordan,PHI,90,159,21,46,4,1,5,18,8,32,0,0,.289,.324,.421,.745
Bill B Bean R,SD,88,177,19,46,9,0,5,32,6,29,2,4,.260,.284,.395,.680
Chris C Donnels,HOU,88,179,18,46,14,2,2,24,19,33,2,0,.257,.327,.391,.718
Lloyd L Mc Clendon R,PIT,88,181,21,40,11,1,2,19,23,17,0,3,.221,.306,.326,.632
