PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
Walt W Weiss S,COL,110,423,58,106,11,4,1,32,56,58,12,7,.251,.336,.303,.639
Cecil C Fielder,DET,109,425,67,110,16,2,28,90,50,110,0,0,.259,.337,.504,.840
Stan S Javier C,OAK,109,419,75,114,23,0,10,44,49,76,24,7,.272,.349,.399,.747
Chuck C Knoblauch,MIN,109,445,85,139,45,3,5,51,41,56,35,6,.312,.381,.461,.841
Ray R Lankford C,STL,109,416,89,111,25,5,19,57,58,113,11,10,.267,.359,.488,.847
Dave D Nilsson,MIL,109,397,51,109,28,3,12,69,34,61,1,0,.275,.326,.451,.777
Ed E Sprague,TOR,109,405,38,97,19,1,11,44,23,95,1,0,.240,.296,.373,.669
Robin R Ventura,CWS,109,401,57,113,15,1,18,78,61,69,3,1,.282,.373,.459,.832
Derek D Bell C,SD,108,434,54,135,20,0,14,54,29,88,24,8,.311,.354,.454,.808
Bobby B Bonilla,NYM,108,403,60,117,24,1,20,67,55,101,1,3,.290,.374,.504,.878
Bret B Boone,CIN,108,381,59,122,25,2,12,68,24,74,3,4,.320,.368,.491,.858
Royce R Clayton S,SF,108,385,38,91,14,6,3,30,30,74,23,3,.236,.295,.327,.622
Chili C Davis D,CAL,108,392,72,122,18,1,26,84,69,84,3,2,.311,.410,.561,.972
Orlando O Merced R,PIT,108,386,48,105,21,3,9,51,42,58,4,1,.272,.343,.412,.755
Eddie E Murray D,CLE,108,433,57,110,21,1,17,76,31,53,8,4,.254,.302,.425,.727
John J Olerud,TOR,108,384,47,114,29,2,12,67,61,53,1,2,.297,.393,.477,.870
Kirby K Puckett R,MIN,108,439,79,139,32,3,20,112,28,47,6,3,.317,.362,.540,.902
Jody J Reed,MIL,108,399,48,108,22,0,2,37,57,34,5,4,.271,.362,.341,.703
Bernie B Williams C,NYY,108,408,80,118,29,1,12,57,61,54,16,9,.289,.384,.453,.837
Roberto R Alomar,TOR,107,392,78,120,25,4,8,38,51,41,19,8,.306,.386,.452,.838
Moises M Alou L,MON,107,422,81,143,31,5,22,78,42,63,7,6,.339,.397,.592,.989
Bret B Barberie,FLA,107,372,40,112,20,2,5,31,23,65,2,0,.301,.356,.406,.762
Todd T Benzinger,SF,107,328,32,87,13,2,9,31,17,84,2,1,.265,.304,.399,.703
Greg G Gagne S,KC,107,375,39,97,23,3,7,51,27,79,10,17,.259,.314,.392,.706
Juan J Gonzalez L,TEX,107,422,57,116,18,4,19,85,30,66,6,4,.275,.330,.472,.802
Jeff J Kent,NYM,107,415,53,121,24,5,14,68,23,84,1,4,.292,.341,.475,.816
Mike M Piazza,LA,107,405,64,129,18,0,24,92,33,65,1,3,.319,.370,.541,.910
Reggie R Sanders,CIN,107,400,66,105,20,8,17,62,41,114,21,9,.263,.332,.480,.812
Mickey M Tettleton,DET,107,339,57,84,18,2,17,51,97,98,0,1,.248,.419,.463,.882
Albert A Belle L,CLE,106,412,90,147,35,2,36,101,58,71,9,6,.357,.438,.714,1.152
Chuck C Carr,FLA,106,433,61,114,19,2,2,30,22,71,32,8,.263,.305,.330,.635
Mark M Grace,CHC,106,403,55,120,23,3,6,44,48,41,0,1,.298,.370,.414,.784
Lance L Johnson C,CWS,106,412,56,114,11,14,3,54,26,23,26,6,.277,.321,.393,.714
Mike M Lansing,MON,106,394,44,105,21,2,5,35,30,37,12,8,.266,.328,.368,.696
Alex A Cole C,MIN,105,345,68,102,15,5,4,23,44,60,29,8,.296,.375,.403,.778
Bernard B Gilkey L,STL,105,380,52,96,22,1,6,45,39,65,15,8,.253,.336,.363,.700
Mike M Kingery C,COL,105,301,56,105,27,8,4,41,30,26,5,7,.349,.402,.532,.933
Bip B Roberts,SD,105,403,52,129,15,5,2,31,39,57,21,7,.320,.383,.397,.780
Sammy S Sosa R,CHC,105,426,59,128,17,6,25,70,25,92,22,13,.300,.339,.545,.884
Andy A Van Slyke C,PIT,105,374,41,92,18,3,6,30,52,72,7,0,.246,.340,.358,.698
Steve S Buechele,CHC,104,339,33,82,11,1,14,52,39,80,1,0,.242,.325,.404,.729
Vince V Coleman L,KC,104,438,61,105,14,12,2,33,29,72,50,8,.240,.285,.340,.626
Scott S Cooper,BOS,104,369,49,104,16,4,13,53,30,65,0,3,.282,.333,.453,.786
Jim J Eisenreich R,PHI,104,290,42,87,15,4,4,43,33,31,6,2,.300,.371,.421,.792
Tony T Fernandez,CIN,104,366,50,102,18,6,8,50,44,40,12,7,.279,.361,.426,.788
Darrin D Jackson R,CWS,104,369,43,115,17,3,10,51,27,56,7,1,.312,.362,.455,.817
David D Justice R,ATL,104,352,61,110,16,2,19,59,69,45,2,4,.313,.427,.531,.958
Mark M Lemke,ATL,104,350,40,103,15,0,3,31,38,37,0,3,.294,.363,.363,.726
Mark M Mc Lemore,BAL,104,343,44,88,11,1,3,29,51,50,20,5,.257,.354,.321,.674
Henry H Rodriguez L,LA,104,306,33,82,14,2,8,49,17,58,0,1,.268,.307,.405,.712
Danny D Tartabull,NYY,104,399,68,102,24,1,19,67,66,111,1,1,.256,.360,.464,.823
Carlos C Baerga,CLE,103,442,81,139,32,2,19,80,10,45,8,2,.314,.333,.525,.858
Sean S Berry,MON,103,320,43,89,19,2,11,41,32,50,14,0,.278,.347,.453,.800
Andres A Galarraga,COL,103,417,77,133,21,0,31,85,19,93,8,3,.319,.356,.592,.949
Gregg G Jefferies,STL,103,397,52,129,27,1,12,55,45,26,12,5,.325,.391,.489,.880
Otis O Nixon C,BOS,103,398,60,109,15,1,0,25,55,65,42,10,.274,.360,.317,.677
Paul P O' Neill R,NYY,103,368,68,132,25,1,21,83,72,56,5,4,.359,.460,.603,1.064
Terry T Steinbach,OAK,103,369,51,105,21,2,11,57,26,62,2,1,.285,.327,.442,.768
Jose J Vizcaino S,NYM,103,410,47,105,13,3,3,33,33,62,1,11,.256,.310,.324,.635
Larry L Walker R,MON,103,395,76,127,44,2,19,86,47,74,15,5,.322,.394,.587,.981
Turner T Ward C,MIL,102,367,55,85,15,2,9,45,52,68,6,2,.232,.328,.357,.685
Kurt K Abbott S,FLA,101,345,41,86,17,3,9,33,16,98,3,0,.249,.291,.394,.685
Brad B Ausmus,SD,101,327,45,82,12,1,7,24,30,63,5,1,.251,.314,.358,.672
Jerry J Browne,FLA,101,329,42,97,17,4,3,30,52,23,3,0,.295,.392,.398,.790
Jay J Buhner R,SEA,101,358,74,100,23,4,21,68,66,63,0,1,.279,.394,.542,.936
Felix F Fermin S,SEA,101,379,52,120,21,0,1,35,11,22,4,4,.317,.338,.380,.718
Bob B Hamelin D,KC,101,312,64,88,25,1,24,65,56,62,4,3,.282,.388,.599,.987
Tim T Raines L,CWS,101,384,80,102,15,5,10,52,61,43,13,0,.266,.365,.409,.774
Benito B Santiago,FLA,101,337,35,92,14,2,11,41,25,57,1,2,.273,.322,.424,.746
Cliff C Floyd,MON,100,334,43,94,19,4,4,41,24,63,10,3,.281,.332,.398,.731
Ozzie O Guillen S,CWS,100,365,46,105,9,5,1,39,14,35,5,4,.288,.311,.348,.659
Derrick D May L,CHC,100,345,43,98,19,2,8,51,30,34,3,2,.284,.340,.420,.760
Tim T Salmon R,CAL,100,373,67,107,18,2,23,70,54,102,1,3,.287,.382,.531,.912
Devon D White C,TOR,100,403,67,109,24,6,13,49,21,80,11,3,.270,.313,.457,.770
Rick R Wilkins,CHC,100,313,44,71,25,2,7,39,40,86,4,3,.227,.317,.387,.703
Chris C Hoiles,BAL,99,332,45,82,10,0,19,53,63,73,2,0,.247,.371,.449,.820
Felix F Jose R,KC,99,366,56,111,28,1,11,55,35,75,10,12,.303,.362,.475,.838
James J Mouton R,HOU,99,310,43,76,11,0,2,16,27,69,24,5,.245,.315,.300,.615
Ivan I Rodriguez,TEX,99,363,56,108,19,1,16,57,31,42,6,3,.298,.360,.488,.848
Andujar A Cedeno S,HOU,98,342,38,90,26,0,9,49,29,79,1,1,.263,.334,.418,.752
Carlos C Garcia,PIT,98,412,49,114,15,2,6,28,16,67,18,9,.277,.309,.367,.676
Kirk K Gibson D,DET,98,330,71,91,17,2,23,72,42,69,4,5,.276,.358,.548,.906
Ozzie O Smith S,STL,98,381,51,100,18,3,3,30,38,26,6,3,.262,.326,.349,.675
Jim J Thome,CLE,98,321,58,86,20,1,20,52,46,84,3,3,.268,.359,.523,.882
Ryan R Thompson C,NYM,98,334,39,75,14,1,18,59,28,94,1,1,.225,.301,.434,.735
Wade W Boggs,NYY,97,366,61,125,19,1,11,55,61,29,2,1,.342,.433,.489,.922
Wally W Joyner,KC,97,363,52,113,20,3,8,57,47,43,3,2,.311,.386,.449,.835
Scott S Leius,MIN,97,350,57,86,16,1,14,49,37,58,2,4,.246,.318,.417,.735
Kirt K Manwaring,SF,97,316,30,79,17,1,1,29,25,50,1,1,.250,.308,.320,.628
Tino T Martinez,SEA,97,329,42,86,21,0,20,61,29,52,1,2,.261,.320,.508,.828
Dave D Martinez R,SF,97,235,23,58,9,3,4,27,21,22,3,4,.247,.314,.362,.676
Don D Mattingly,NYY,97,372,62,113,20,1,6,51,60,24,0,0,.304,.397,.411,.808
Jose J Valentin S,MIL,97,285,47,68,19,0,11,46,38,75,12,3,.239,.330,.421,.751
Matt M Walbeck,MIN,97,338,31,69,12,0,5,35,17,37,1,1,.204,.246,.284,.530
Geronimo G Berroa D,OAK,96,340,55,104,18,2,13,65,41,62,7,2,.306,.379,.485,.864
Jeff J Blauser S,ATL,96,380,56,98,21,4,6,45,38,64,1,3,.258,.329,.382,.710
Scott S Brosius,OAK,96,324,31,77,14,1,14,49,24,57,2,6,.238,.289,.417,.706
Joe J Orsulak R,NYM,96,292,39,76,3,0,8,42,16,21,4,2,.260,.299,.353,.652
Phil P Plantier L,SD,96,341,44,75,21,0,18,41,36,91,3,1,.220,.302,.440,.742
Rey R Sanchez,CHC,96,291,26,83,13,1,0,24,20,29,2,5,.285,.345,.337,.682
Milt M Thompson R,HOU,96,241,34,66,7,0,4,33,24,30,9,2,.274,.346,.353,.698
Mike M Greenwell L,BOS,95,327,60,88,25,1,11,45,38,26,2,2,.269,.348,.453,.800
Manuel M Lee S,TEX,95,335,41,93,18,2,2,38,21,66,3,1,.278,.319,.361,.680
Kevin K Mitchell L,CIN,95,310,57,101,18,1,30,77,59,62,2,0,.326,.429,.681,1.110
Luis L Polonia,NYY,95,350,62,109,21,6,1,36,37,36,20,12,.311,.383,.414,.797
Karl K Rhodes C,CHC,95,269,39,63,17,0,8,19,33,64,6,4,.234,.318,.387,.705
Dick D Schofield S,TOR,95,325,38,83,14,1,4,32,34,62,7,7,.255,.332,.342,.673
Paul P Sorrento,CLE,95,322,43,90,14,0,14,62,34,68,0,1,.280,.345,.453,.799
Greg G Vaughn L,MIL,95,370,59,94,24,1,19,55,51,93,9,5,.254,.345,.478,.824
Harold H Baines D,BAL,94,326,44,96,12,1,16,54,30,49,0,0,.294,.356,.485,.840
Jim J Edmonds L,CAL,94,289,35,79,13,1,5,37,30,72,4,2,.273,.343,.377,.720
Steve S Finley C,HOU,94,373,64,103,16,5,11,33,28,52,13,7,.276,.329,.434,.764
Darrin D Fletcher,MON,94,285,28,74,18,1,10,57,25,23,0,0,.260,.314,.435,.749
Jeff J King,PIT,94,339,36,89,23,0,5,42,30,38,3,2,.263,.316,.375,.691
Joe J Girardi,COL,93,330,47,91,9,4,4,34,21,48,3,3,.276,.321,.364,.685
Howard H Johnson L,COL,93,227,30,48,10,2,10,40,39,73,11,3,.211,.323,.405,.729
Pat P Kelly,NYY,93,286,35,80,21,2,3,41,19,51,6,5,.280,.330,.399,.729
Dean D Palmer,TEX,93,342,50,84,14,2,19,59,26,89,3,4,.246,.302,.465,.767
Ryan R Klesko L,ATL,92,245,42,68,13,3,17,47,26,48,1,0,.278,.344,.563,.908
Mike M Macfarlane,KC,92,314,53,80,17,3,14,47,35,71,1,0,.255,.359,.462,.821
Deion D Sanders C,CIN,92,375,58,106,17,4,4,28,32,63,38,16,.283,.342,.381,.724
David D Segui,NYM,92,336,46,81,17,1,10,43,33,43,0,0,.241,.308,.387,.695
Lou L Whitaker,DET,92,322,67,97,21,2,12,43,41,47,2,0,.301,.377,.491,.867
Mark M Whiten R,STL,92,334,57,98,18,2,14,53,37,75,10,5,.293,.364,.485,.849
Scott S Hemond,OAK,91,198,23,44,11,0,3,20,16,51,7,6,.222,.280,.323,.604
Todd T Hundley,NYM,91,291,45,69,10,1,16,42,25,73,2,1,.237,.303,.443,.746
Manny M Ramirez R,CLE,91,290,51,78,22,0,17,60,42,72,4,2,.269,.357,.521,.878
John J Vander Wal,COL,91,110,12,27,3,1,5,15,16,31,2,1,.245,.339,.427,.766
Dan D Wilson,SEA,91,282,24,61,14,2,3,27,10,57,1,2,.216,.244,.312,.556
Joey J Cora,CWS,90,312,55,86,13,4,2,30,38,32,8,4,.276,.353,.362,.715
Alvaro A Espinoza,CLE,90,231,27,55,13,0,1,19,6,33,1,3,.238,.258,.307,.566
Gary G Gaetti,KC,90,327,53,94,15,3,12,57,19,63,0,2,.287,.328,.462,.789
Ricky R Gutierrez S,SD,90,275,27,66,11,2,1,28,32,54,2,6,.240,.321,.305,.626
Eric E Young Sr. L,COL,90,228,37,62,13,1,7,30,38,17,18,7,.272,.378,.430,.808
Delino D De Shields,LA,89,320,51,80,11,3,2,33,54,53,27,7,.250,.357,.322,.679
Dave D Gallagher L,ATL,89,152,27,34,5,0,2,14,22,17,0,2,.224,.326,.296,.622
Mike M Gallego S,NYY,89,306,39,73,17,1,6,41,38,46,0,1,.239,.327,.359,.686
Glenallen G Hill C,CHC,89,269,48,80,12,1,10,38,29,57,19,6,.297,.365,.461,.826
Edgar E Martinez,SEA,89,326,47,93,23,1,13,51,53,42,6,2,.285,.387,.482,.869
Luis L Alicea,STL,88,205,32,57,12,5,5,29,30,38,4,5,.278,.373,.459,.832
Mariano M Duncan,PHI,88,347,49,93,22,1,8,48,17,72,10,2,.268,.306,.406,.713
Shawon S Dunston,CHC,88,331,38,92,19,0,11,35,16,48,3,8,.278,.313,.435,.748
Damion D Easley,CAL,88,316,41,68,16,1,6,30,29,48,4,5,.215,.288,.329,.617
Billy B Hatcher C,PHI,87,298,39,73,14,2,3,31,17,28,8,6,.245,.283,.336,.618
Rickey R Henderson L,OAK,87,296,66,77,13,0,6,20,72,45,22,7,.260,.411,.365,.776
Nelson N Liriano,COL,87,255,39,65,17,5,3,31,42,44,0,2,.255,.357,.396,.753
Mickey M Morandini,PHI,87,274,40,80,16,5,2,26,34,33,10,5,.292,.378,.409,.787
Gary G Sheffield R,FLA,87,322,61,89,16,1,27,78,51,50,12,6,.276,.380,.584,.964
Tony T Tarasco,ATL,87,132,16,36,6,0,5,19,9,17,5,0,.273,.313,.432,.744
Dave D Clark R,PIT,86,223,37,66,11,1,10,46,22,48,2,2,.296,.355,.489,.844
Junior J Felix R,DET,86,301,54,92,25,1,13,49,26,76,1,6,.306,.372,.525,.897
Mike M Blowers,SEA,85,270,37,78,13,0,9,49,25,60,2,2,.289,.348,.437,.785
Pat P Borders,TOR,85,295,24,73,13,1,3,26,15,50,1,1,.247,.284,.329,.613
Mike M Devereaux C,BAL,85,301,35,61,8,2,9,33,22,72,1,2,.203,.256,.332,.588
Brian R. B Hunter R,CIN,85,256,34,60,16,1,15,57,17,56,0,0,.234,.277,.480,.757
Jose J Lind,KC,85,290,34,78,16,2,1,31,16,34,9,5,.269,.306,.348,.654
John J Patterson,SF,85,240,36,57,10,1,3,32,16,43,13,3,.238,.315,.325,.640
Bill B Bean,SD,84,135,7,29,5,1,0,14,7,25,0,1,.215,.248,.267,.515
Lenny L Dykstra C,PHI,84,315,68,86,26,5,5,24,68,44,15,4,.273,.404,.435,.839
Chris C Gomez S,DET,84,296,32,76,19,0,8,53,33,64,5,3,.257,.336,.402,.738
Leo L Gomez,BAL,84,285,46,78,20,0,15,56,41,55,0,0,.274,.366,.502,.868
John J Jaha,MIL,84,291,45,70,14,0,12,39,32,75,3,3,.241,.332,.412,.745
Matt M Mieske R,MIL,84,259,39,67,13,1,10,38,21,62,3,5,.259,.320,.432,.753
John J Valentin S,BOS,84,301,53,95,26,2,9,49,42,38,3,1,.316,.400,.505,.905
Thomas T Howard L,CIN,83,178,24,47,11,0,5,24,10,30,4,2,.264,.302,.410,.712
Troy T Neel,OAK,83,278,43,74,13,0,15,48,38,61,2,3,.266,.357,.475,.832
Geronimo G Pena,STL,83,213,33,54,13,1,11,34,24,54,9,1,.254,.344,.479,.823
Kevin K Bass R,HOU,82,203,37,63,15,1,6,35,28,24,2,3,.310,.393,.483,.876
Damon D Berryhill,BOS,82,255,30,67,17,2,6,34,19,59,0,1,.263,.312,.416,.727
Al A Martin L,PIT,82,276,48,79,12,4,9,33,34,56,15,6,.286,.367,.457,.824
Spike S Owen,CAL,82,268,30,83,17,2,3,37,49,17,2,8,.310,.418,.422,.840
Mike M Stanley,NYY,82,290,54,87,20,0,17,57,39,56,0,0,.300,.384,.545,.929
Kevin K Stocker S,PHI,82,271,38,74,11,2,2,28,44,41,2,2,.273,.383,.351,.734
Mitch M Webster L,LA,82,84,16,23,4,0,4,12,8,13,1,2,.274,.344,.464,.808
Kent K Hrbek,MIN,81,274,34,74,11,0,10,53,37,28,0,0,.270,.353,.420,.773
Shane S Mack L,MIN,81,303,55,101,21,2,15,61,32,51,4,1,.333,.402,.564,.966
Craig C Shipley,SD,81,240,32,80,14,4,4,30,9,28,6,6,.333,.362,.475,.837
Sandy S Alomar,CLE,80,292,44,84,15,1,14,43,25,31,8,4,.288,.347,.490,.837
Matias M Carrillo,FLA,80,136,13,34,7,0,0,9,9,31,3,3,.250,.295,.301,.596
Rusty R Greer,TEX,80,277,36,87,16,1,10,46,46,46,0,0,.314,.410,.487,.898
Mike M Huff L,TOR,80,207,31,63,15,3,3,25,27,27,2,1,.304,.392,.449,.842
Pete P Incaviglia L,PHI,80,244,28,56,10,1,13,32,16,71,1,0,.230,.278,.439,.716
Javy J Lopez,ATL,80,277,27,68,9,0,13,35,17,61,0,2,.245,.299,.419,.718
Pat P Meares S,MIN,80,229,29,61,12,1,2,24,14,50,5,1,.266,.310,.354,.664
Tim T Naehring,BOS,80,297,41,82,18,1,7,42,30,56,1,3,.276,.349,.414,.764
Kevin K Seitzer,MIL,80,309,44,97,24,2,5,49,30,38,2,1,.314,.375,.453,.828
Eric E Anthony L,SEA,79,262,31,62,14,1,10,30,23,66,6,2,.237,.297,.412,.709
Alex A Diaz C,MIL,79,187,17,47,5,7,1,17,10,19,5,5,.251,.285,.369,.654
Fernando F Vina,NYM,79,124,20,31,6,0,0,6,12,11,3,1,.250,.372,.298,.670
Wayne W Kirby R,CLE,78,191,33,56,6,0,5,23,13,30,11,4,.293,.341,.403,.745
Scott S Servais,HOU,78,251,27,49,15,1,9,41,10,44,0,0,.195,.235,.371,.606
Lee L Tinsley,BOS,78,144,27,32,4,0,2,14,19,36,13,0,.222,.315,.292,.607
Rich R Amaral,SEA,77,228,37,60,10,2,4,18,24,28,5,1,.263,.333,.377,.710
David D Hulse C,TEX,77,310,58,79,8,4,1,19,21,53,18,2,.255,.305,.316,.622
Ron R Karkovice,CWS,77,207,33,44,9,1,11,29,36,68,0,3,.213,.325,.425,.750
Luis L Lopez S,SD,77,235,29,65,16,1,2,20,15,39,3,2,.277,.325,.379,.704
Terry T Pendleton,ATL,77,309,25,78,18,3,7,30,12,57,2,0,.252,.280,.398,.678
Randy R Velarde S,NYY,77,280,47,78,16,1,9,34,22,61,4,2,.279,.338,.439,.777
Dave D Winfield,MIN,77,294,35,74,15,3,10,43,31,51,2,1,.252,.321,.425,.746
Mike M Aldrete,OAK,76,178,23,43,5,0,4,18,20,35,2,0,.242,.313,.337,.650
Brian B Dorsett,CIN,76,216,21,53,8,0,5,26,21,33,0,0,.245,.313,.352,.664
Lou L Frazier,MON,76,140,25,38,3,1,0,14,18,23,20,4,.271,.358,.307,.666
Don D Slaught,PIT,76,240,21,69,7,0,2,21,34,31,0,0,.288,.381,.342,.723
Alan A Trammell S,DET,76,292,38,78,17,1,8,28,16,35,3,0,.267,.307,.414,.722
Wes W Chamberlain R,BOS,75,233,20,61,14,1,6,26,15,50,0,2,.262,.306,.408,.714
Andre A Dawson D,BOS,75,292,34,70,18,0,16,48,9,53,2,2,.240,.271,.466,.737
Bo B Jackson L,CAL,75,201,23,56,7,0,13,43,20,72,1,0,.279,.344,.507,.851
John J Kruk,PHI,75,255,35,77,17,0,5,38,42,51,4,1,.302,.395,.427,.823
Jim J Leyritz,NYY,75,249,47,66,12,0,17,58,35,61,0,0,.265,.365,.518,.883
Pedro P Munoz L,MIN,75,244,35,72,15,2,11,36,19,67,0,0,.295,.348,.508,.856
Dave D Magadan,FLA,74,211,30,58,7,0,1,17,39,25,0,0,.275,.386,.322,.708
Jeff J Reboulet S,MIN,74,189,28,49,11,1,3,23,18,23,0,0,.259,.327,.376,.703
Harold H Reynolds,CAL,74,207,33,48,10,1,0,11,23,18,10,7,.232,.310,.290,.600
Dwight D Smith L,BAL,73,196,31,55,7,2,8,30,12,37,2,4,.281,.324,.459,.783
Cory C Snyder L,LA,73,153,18,36,6,0,6,18,14,47,1,0,.235,.300,.392,.692
Bill B Spiers,MIL,73,214,27,54,10,1,0,17,19,42,7,1,.252,.316,.308,.625
Doug D Strange,TEX,73,226,26,48,12,1,5,26,15,38,1,3,.212,.268,.341,.609
Ricky R Jordan,PHI,72,220,29,62,14,2,8,37,6,32,0,0,.282,.303,.473,.775
Scott S Livingstone,SD,72,203,11,54,13,1,2,11,7,26,2,2,.266,.289,.369,.659
Jose J Offerman S,LA,72,243,27,51,8,4,1,25,38,38,2,1,.210,.314,.288,.603
Tom T Pagnozzi,STL,70,243,21,66,12,1,7,40,21,39,0,0,.272,.327,.416,.743
Darren D Daulton,PHI,69,257,43,77,17,1,15,56,33,43,4,1,.300,.380,.549,.929
Tony T Longmire,PHI,69,139,10,33,11,0,0,17,10,27,2,1,.237,.289,.317,.606
Omar O Vizquel S,CLE,69,286,39,78,10,1,1,33,23,23,13,4,.273,.325,.325,.650
Jacob J Brumfield,CIN,68,122,36,38,10,2,4,11,15,18,6,3,.311,.381,.525,.906
Jeffrey J Hammonds R,BAL,68,250,45,74,18,2,8,31,17,39,5,0,.296,.339,.480,.819
Chris C Sabo,BAL,68,258,41,66,15,3,11,42,20,38,1,1,.256,.320,.465,.786
Chip C Hale,MIN,67,118,13,31,9,0,1,11,16,14,0,2,.263,.350,.364,.715
Gary G Varsho,PIT,67,82,15,21,6,3,0,5,4,19,0,1,.256,.307,.402,.709
Eduardo E Zambrano,CHC,67,116,17,30,7,0,6,18,16,29,2,1,.259,.353,.474,.828
Lenny L Harris,CIN,66,100,13,31,3,1,0,14,5,13,7,2,.310,.340,.360,.700
Eddie E Taubensee,CIN,66,187,29,53,8,2,8,21,15,31,2,0,.283,.333,.476,.809
Chad C Kreuter,DET,65,170,17,38,8,0,1,19,28,36,0,1,.224,.327,.288,.615
Kim K Batiste,PHI,64,209,17,49,6,0,1,13,1,32,1,1,.234,.239,.278,.517
Tom T Brunansky R,BOS,64,205,24,48,12,1,10,34,24,57,0,2,.234,.309,.449,.758
Brent B Gates,OAK,64,233,29,66,11,1,2,24,21,32,3,0,.283,.337,.365,.702
Brian B Harper D,MIL,64,251,23,73,15,0,4,32,9,18,0,2,.291,.318,.398,.717
Bill B Pecota,ATL,64,112,11,24,5,0,2,16,16,16,1,0,.214,.310,.313,.623
