PLAYER,TEAM,W,L,ERA,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG
Pat P Clements,BAL,4,1,2.98,50,0,0,0,0,0,48.1,48,19,16,0,4,23,20,1.47,.270
Steve S Farr,NYY,2,2,1.56,50,0,0,0,30,30,52.0,34,10,9,2,2,19,37,1.02,.186
Mike M Fetters,MIL,5,1,1.87,50,0,0,0,2,2,62.2,38,15,13,3,7,24,43,0.99,.185
Mike M Maddux,SD,2,2,2.37,50,1,0,0,5,5,79.2,71,25,21,2,0,24,60,1.19,.236
Tim T Crews,LA,0,3,5.19,49,2,0,0,0,0,78.0,95,46,45,6,2,20,43,1.47,.310
Ed E Nunez,TEX,1,3,4.85,49,0,0,0,3,3,59.1,63,34,32,6,2,22,49,1.43,.268
Dennis D Powell,SEA,4,2,4.58,49,0,0,0,0,0,57.0,49,30,29,5,3,29,35,1.37,.238
Jeff J Robinson,CHC,4,3,3.00,49,5,0,0,1,1,78.0,76,29,26,5,2,40,46,1.49,.263
Storm S Davis,BAL,7,3,3.43,48,2,0,0,4,4,89.1,79,35,34,5,2,36,53,1.29,.244
Kurt K Knudsen,DET,2,3,4.58,48,1,0,0,5,5,70.2,70,39,36,9,1,41,51,1.57,.264
Jim J Austin,MIL,5,2,1.85,47,0,0,0,0,0,58.1,38,13,12,2,2,32,30,1.20,.191
Juan J Berenguer,KC,4,5,5.42,47,2,0,0,1,1,78.0,77,52,47,10,2,36,45,1.45,.257
John J Doherty,DET,7,4,3.88,47,11,0,0,3,3,116.0,131,61,50,4,4,25,37,1.34,.287
Rich R Monteleone,NYY,7,3,3.30,47,0,0,0,0,0,92.2,82,35,34,7,0,27,62,1.18,.235
Greg G Cadaret,NYY,4,8,4.25,46,11,1,1,1,1,103.2,104,53,49,12,2,74,73,1.72,.267
Joe J Grahe,CAL,5,6,3.52,46,7,0,0,21,21,94.2,85,37,37,5,6,39,39,1.31,.246
Mike M Hartley,PHI,7,6,3.44,46,0,0,0,0,0,55.0,54,23,21,5,2,23,53,1.40,.255
Mike M Magnante,KC,4,9,4.94,44,12,0,0,0,0,89.1,115,53,49,5,2,35,31,1.68,.325
Dan D Plesac,MIL,5,4,2.96,44,4,0,0,1,1,79.0,64,28,26,5,3,35,54,1.25,.229
Wally W Whitehurst,NYM,3,9,3.62,44,11,0,0,0,0,97.0,99,45,39,4,4,33,70,1.36,.264
Kevin K Wickander,CLE,2,0,3.07,44,0,0,0,1,1,41.0,39,14,14,1,4,28,38,1.63,.260
Paul P Gibson,NYM,0,1,5.23,43,1,0,0,0,0,62.0,70,37,36,7,0,25,49,1.53,.287
Roberto R Hernandez,CWS,7,3,1.65,43,0,0,0,12,12,71.0,45,15,13,4,4,20,68,0.92,.180
Mike M Flanagan,BAL,0,0,8.05,42,0,0,0,0,0,34.2,50,34,31,3,5,23,17,2.11,.338
Curt C Schilling,PHI,14,11,2.35,42,26,10,4,2,2,226.1,165,67,59,11,1,59,147,0.99,.201
Darren D Holmes,MIL,4,4,2.55,41,0,0,0,6,6,42.1,35,12,12,1,2,11,31,1.09,.224
Jay J Howell,LA,1,3,1.54,41,0,0,0,4,4,46.2,41,9,8,2,1,18,36,1.26,.230
Les L Lancaster,DET,3,4,6.33,41,1,0,0,0,0,86.2,101,66,61,11,3,51,35,1.75,.294
Alejandro A Pena,ATL,1,6,4.07,41,0,0,0,15,15,42.0,40,19,19,7,0,13,34,1.26,.255
Gary G Wayne,MIN,3,3,2.63,41,0,0,0,0,0,48.0,46,18,14,2,3,19,29,1.35,.260
David D Wells,TOR,7,9,5.40,41,14,0,0,2,2,120.0,138,84,72,16,8,36,62,1.45,.289
Tom T Gordon,KC,6,10,4.59,40,11,0,0,0,0,117.2,116,67,60,9,4,55,98,1.45,.258
Terry T Mathews,TEX,2,4,5.95,40,0,0,0,0,0,42.1,48,29,28,4,1,31,26,1.87,.294
Wally W Ritchie,PHI,2,1,3.00,40,0,0,0,1,1,39.0,44,17,13,3,0,17,19,1.56,.288
Juan J Agosto,SEA,2,4,6.12,39,1,0,0,0,0,50.0,66,36,34,2,3,12,25,1.56,.325
Jim J Bullinger,CHC,2,8,4.66,39,9,1,0,7,7,85.0,72,49,44,9,4,54,36,1.48,.233
John J Kiely,DET,4,2,2.13,39,0,0,0,0,0,55.0,44,14,13,2,0,28,18,1.31,.224
Donn D Pall,CWS,5,2,4.93,39,0,0,0,1,1,73.0,79,43,40,9,2,27,27,1.45,.272
Tim T Burke,NYY,3,4,4.15,38,0,0,0,0,0,43.1,52,29,20,3,1,18,15,1.62,.299
Calvin C Jones,SEA,3,5,5.69,38,1,0,0,0,0,61.2,50,39,39,8,2,47,49,1.57,.226
Tom T Bolton,CIN,4,5,4.54,37,9,0,0,0,0,75.1,86,39,38,9,4,37,50,1.63,.285
Kelly K Downs,OAK,6,7,3.37,37,20,0,0,0,0,144.1,137,63,54,8,7,70,71,1.43,.254
Floyd F Bannister,TEX,1,1,6.32,36,0,0,0,0,0,37.0,39,27,26,3,3,21,30,1.62,.281
Bill B Krueger,MON,10,8,4.53,36,29,2,2,0,0,178.2,189,95,90,18,4,53,99,1.35,.269
Mike M Moore,OAK,17,12,4.12,36,36,2,0,0,0,223.0,229,113,102,20,8,103,117,1.49,.269
Rick R Sutcliffe,BAL,16,15,4.47,36,36,5,2,0,0,237.1,251,123,118,20,7,74,109,1.37,.273
Walt W Terrell,DET,7,10,5.20,36,14,1,0,0,0,136.2,163,86,79,14,3,48,61,1.54,.298
Bob B Walk,PIT,10,6,3.20,36,19,1,0,2,2,135.0,132,54,48,10,6,43,60,1.30,.258
Jack J Armstrong,CLE,6,15,4.64,35,23,1,0,0,0,166.2,176,100,86,23,3,67,114,1.46,.269
Steve S Avery,ATL,11,11,3.20,35,35,2,2,0,0,233.2,216,95,83,14,0,71,129,1.23,.246
Tim T Belcher,CIN,15,14,3.91,35,34,2,1,0,0,227.2,201,104,99,17,3,80,149,1.23,.238
Kevin K Brown,TEX,21,11,3.32,35,35,11,1,0,0,265.2,262,117,98,11,10,76,173,1.27,.260
Todd T Burns,TEX,3,5,3.84,35,10,0,0,1,1,103.0,97,54,44,8,4,32,55,1.25,.249
David D Cone,TOR,17,10,2.85,35,34,7,5,0,0,249.2,201,91,79,15,12,111,261,1.25,.219
Mark M Leiter,DET,8,5,4.18,35,14,1,0,0,0,112.0,116,57,52,9,3,43,75,1.42,.277
Greg G Maddux,CHC,20,11,2.18,35,35,9,4,0,0,268.0,201,68,65,7,14,70,199,1.01,.210
Ben B Mc Donald,BAL,13,13,4.24,35,35,4,2,0,0,227.0,213,113,107,32,9,74,158,1.26,.247
Alan A Mills,BAL,10,4,2.61,35,3,0,0,2,2,103.1,78,33,30,5,1,54,60,1.28,.215
John J Smoltz,ATL,15,12,2.85,35,35,9,3,0,0,246.2,206,90,78,17,5,80,215,1.16,.224
Randy R Tomlin,PIT,14,9,3.41,35,33,1,1,0,0,208.2,226,85,79,11,5,42,90,1.28,.282
Frank F Viola,BOS,13,12,3.44,35,35,6,1,0,0,238.0,214,99,91,13,7,89,121,1.27,.242
Bill B Wegman,MIL,13,14,3.20,35,35,7,0,0,0,261.2,251,104,93,28,9,55,127,1.17,.250
Wilson W Alvarez,CWS,5,3,5.20,34,9,0,0,1,1,100.1,103,64,58,12,4,65,66,1.67,.272
Larry L Andersen,SD,1,1,3.34,34,0,0,0,2,2,35.0,26,14,13,2,1,8,35,0.97,.202
Andy A Benes,SD,13,14,3.35,34,34,2,2,0,0,231.1,230,90,86,14,5,61,169,1.26,.264
Doug D Drabek,PIT,15,11,2.77,34,34,10,4,0,0,256.2,218,84,79,17,6,54,177,1.06,.231
Kevin K Gross,LA,8,13,3.17,34,30,4,3,0,0,204.2,182,82,72,11,3,77,158,1.27,.241
Bill B Gullickson,DET,14,13,4.34,34,34,4,1,0,0,221.2,228,109,107,35,0,50,64,1.25,.267
Pete P Harnisch,HOU,9,10,3.70,34,34,0,0,0,0,206.2,182,92,85,18,5,64,164,1.19,.234
Danny D Jackson,PIT,8,13,3.84,34,34,0,0,0,0,201.1,211,99,86,6,4,77,97,1.43,.272
Kirk K Mc Caskill,CWS,12,13,4.18,34,34,0,0,0,0,209.0,193,116,97,11,6,95,109,1.38,.242
Jack J Mc Dowell,CWS,20,10,3.18,34,34,13,1,0,0,260.2,247,95,92,21,7,75,178,1.24,.251
Mike M Morgan,CHC,16,8,2.55,34,34,6,1,0,0,240.0,203,80,68,14,3,79,123,1.18,.234
Jack J Morris,TOR,21,6,4.04,34,34,6,1,0,0,240.2,222,114,108,18,10,80,132,1.25,.246
Jaime J Navarro,MIL,17,11,3.33,34,34,5,3,0,0,246.0,224,98,91,14,6,64,100,1.17,.246
Donovan D Osborne,STL,11,9,3.77,34,29,0,0,0,0,179.0,193,91,75,14,2,38,104,1.29,.275
Tim T Scott,SD,4,1,5.26,34,0,0,0,0,0,37.2,39,24,22,4,1,21,30,1.59,.267
Steve S Shifflett,KC,1,4,2.60,34,0,0,0,0,0,52.0,55,15,15,6,2,17,25,1.38,.279
John J Smiley,MIN,16,9,3.21,34,34,5,2,0,0,241.0,205,93,86,17,6,65,163,1.12,.231
Kevin K Tapani,MIN,16,11,3.97,34,34,4,1,0,0,220.0,226,103,97,17,5,48,138,1.25,.269
Chris C Bosio,MIL,16,6,3.62,33,33,4,2,0,0,231.1,223,100,93,21,4,44,120,1.15,.254
Frank F Castillo,CHC,10,11,3.46,33,33,0,0,0,0,205.1,179,91,79,19,6,63,135,1.18,.232
Ron R Darling,OAK,15,10,3.66,33,33,4,3,0,0,206.1,198,98,84,15,4,72,99,1.31,.253
Dave D Fleming,SEA,17,10,3.39,33,33,7,4,0,0,228.1,225,95,86,13,4,60,112,1.25,.257
Mark M Gardner,MON,12,10,4.36,33,30,0,0,0,0,179.2,179,91,87,15,9,60,132,1.33,.259
Tom T Glavine,ATL,20,8,2.76,33,33,7,5,0,0,225.0,197,81,69,6,2,70,129,1.19,.235
Jose J Guzman,TEX,16,11,3.66,33,33,5,0,0,0,224.0,229,103,91,17,4,73,179,1.35,.268
Orel O Hershiser,LA,10,15,3.67,33,33,1,0,0,0,210.2,209,101,86,15,8,69,130,1.32,.257
Ken K Hill,MON,16,9,2.68,33,33,3,3,0,0,218.0,187,76,65,13,3,75,150,1.20,.230
Jimmy J Key,TOR,13,13,3.53,33,33,4,2,0,0,216.2,205,88,85,24,4,59,117,1.22,.248
Charles C Nagy,CLE,17,10,2.96,33,33,10,3,0,0,252.0,245,91,83,11,2,57,169,1.20,.260
Melido M Perez,NYY,13,16,2.87,33,33,10,1,0,0,247.2,212,94,79,16,5,93,218,1.23,.235
Jose J Rijo,CIN,15,10,2.56,33,33,2,0,0,0,211.0,185,67,60,15,3,44,171,1.09,.238
Scott S Sanderson,NYY,12,11,4.93,33,33,2,1,0,0,193.1,220,116,106,28,4,64,104,1.47,.286
Bob B Tewksbury,STL,16,5,2.16,33,32,5,0,0,0,233.0,217,63,56,15,3,20,91,1.02,.248
Scott S Bailes,CAL,3,1,7.45,32,0,0,0,0,0,38.2,59,34,32,7,1,28,25,2.25,.351
John J Burkett,SF,13,9,3.84,32,32,3,1,0,0,189.2,194,96,81,13,4,45,107,1.26,.264
Kevin K Campbell,OAK,2,3,5.12,32,5,0,0,1,1,65.0,66,39,37,4,0,45,38,1.71,.267
Tom T Candiotti,LA,11,15,3.00,32,30,6,2,0,0,203.2,177,78,68,13,3,63,152,1.18,.237
Roger R Clemens,BOS,18,11,2.41,32,32,11,5,0,0,246.2,203,80,66,11,9,62,208,1.07,.224
Dennis D Cook,CLE,5,7,3.82,32,25,1,0,0,0,158.0,156,79,67,29,2,50,96,1.30,.255
Jim J Corsi,OAK,4,2,1.43,32,0,0,0,0,0,44.0,44,12,7,2,0,18,19,1.41,.275
Jose J De Leon,PHI,2,8,4.37,32,18,0,0,0,0,117.1,111,63,57,7,2,48,79,1.36,.250
Scott S Erickson,MIN,13,12,3.40,32,32,5,3,0,0,212.0,197,86,80,18,8,83,101,1.32,.252
Sid S Fernandez,NYM,14,11,2.73,32,32,5,2,0,0,214.2,162,67,65,12,4,67,193,1.07,.210
Neal N Heaton,MIL,3,1,4.07,32,0,0,0,0,0,42.0,43,21,19,5,1,23,31,1.57,.269
Bruce B Hurst,SD,14,9,3.85,32,32,6,4,0,0,217.1,223,96,93,22,0,51,131,1.26,.267
Mark M Langston,CAL,13,14,3.66,32,32,9,2,0,0,229.0,206,103,93,14,6,74,174,1.22,.242
Craig C Lefferts,BAL,14,12,3.76,32,32,1,0,0,0,196.1,214,95,82,19,0,41,104,1.30,.282
Charlie C Leibrandt,ATL,15,7,3.36,32,31,5,2,0,0,193.0,191,78,72,9,5,42,104,1.21,.258
Dennis D Martinez,MON,16,11,2.47,32,32,6,0,0,0,226.1,172,75,62,12,9,60,147,1.03,.211
Terry T Mulholland,PHI,13,11,3.81,32,32,11,2,0,0,229.0,227,101,97,14,3,46,125,1.19,.261
Mike M Mussina,BAL,18,5,2.54,32,32,8,4,0,0,241.0,212,70,68,16,2,48,130,1.08,.239
Chris C Nabholz,MON,11,12,3.32,32,32,1,1,0,0,195.0,176,80,72,11,5,74,130,1.28,.244
Omar O Olivares,STL,9,9,3.84,32,30,1,0,0,0,197.0,189,84,84,20,4,63,124,1.28,.257
Ken K Patterson,CHC,2,3,3.89,32,1,0,0,0,0,41.2,41,25,18,7,1,27,23,1.63,.268
Frank F Tanana,DET,13,11,4.39,32,31,3,0,0,0,186.2,188,102,91,22,7,90,91,1.49,.267
Mark M Wohlers,ATL,1,2,2.55,32,0,0,0,4,4,35.1,28,11,10,0,1,14,17,1.19,.235
Kyle K Abbott,PHI,1,14,5.13,31,19,0,0,0,0,133.1,147,80,76,20,1,45,88,1.44,.283
Ricky R Bones,MIL,9,10,4.57,31,28,0,0,0,0,163.1,169,90,83,27,9,48,65,1.33,.264
Rheal R Cormier,STL,10,10,3.68,31,30,3,0,0,0,186.0,194,83,76,15,5,33,117,1.22,.269
Chuck C Finley,CAL,7,12,3.96,31,31,4,1,0,0,204.1,212,99,90,24,3,98,124,1.52,.278
Steve S Foster,CIN,1,1,2.88,31,1,0,0,2,2,50.0,52,16,16,4,0,13,34,1.30,.275
John J Franco,NYM,6,2,1.64,31,0,0,0,15,15,33.0,24,6,6,1,0,11,20,1.06,.209
Dwight D Gooden,NYM,10,13,3.67,31,31,3,0,0,0,206.0,197,93,84,11,3,70,145,1.30,.255
Erik E Hanson,SEA,8,17,4.82,31,30,6,1,0,0,186.2,209,110,100,14,7,57,112,1.43,.287
Greg G Hibbard,CWS,10,7,4.40,31,28,0,0,1,1,176.0,187,92,86,17,7,57,69,1.39,.277
Randy R Johnson,SEA,12,14,3.77,31,31,6,2,0,0,210.1,154,104,88,13,18,144,241,1.42,.206
Hipolito H Pichardo,KC,9,6,3.95,31,24,1,1,0,0,143.2,148,71,63,9,3,49,59,1.37,.267
Dave D Stewart,OAK,12,10,3.66,31,31,2,0,0,0,199.1,175,96,81,25,8,79,130,1.27,.237
Greg G Swindell,CIN,12,8,2.70,31,30,5,3,0,0,213.2,210,72,64,14,2,41,138,1.17,.260
Bobby B Witt,OAK,10,14,4.29,31,31,0,0,0,0,193.0,183,99,92,16,2,114,125,1.54,.256
Kevin K Appier,KC,15,8,2.46,30,30,3,0,0,0,208.1,167,59,57,10,2,68,150,1.13,.217
Bob B Ayrault,PHI,2,2,3.12,30,0,0,0,0,0,43.1,32,16,15,0,1,17,27,1.13,.209
Rich R De Lucia,SEA,3,6,5.49,30,11,0,0,1,1,83.2,100,55,51,13,2,35,66,1.61,.293
Rich R Gossage,OAK,0,2,2.84,30,0,0,0,0,0,38.0,32,13,12,5,2,19,26,1.34,.230
Joe J Hesketh,BOS,8,9,4.36,30,25,1,0,1,1,148.2,162,84,72,15,2,58,104,1.48,.276
Rod R Nichols,CLE,4,3,4.53,30,9,0,0,0,0,105.1,114,58,53,13,2,31,56,1.38,.273
Heathcliff H Slocumb,CHC,0,3,6.50,30,0,0,0,1,1,36.0,52,27,26,3,1,21,27,2.03,.351
Bill B Swift,SF,10,4,2.08,30,22,3,2,1,1,164.2,144,41,38,6,3,43,77,1.14,.239
Julio J Valera,CAL,8,11,3.73,30,28,4,2,0,0,188.0,188,82,78,15,2,64,113,1.34,.262
Jim J Abbott,CAL,7,15,2.77,29,29,7,0,0,0,211.0,208,73,65,12,4,68,130,1.31,.263
Willie W Blair,HOU,5,7,4.00,29,8,0,0,0,0,78.2,74,47,35,5,2,25,48,1.26,.249
Mike M Boddicker,KC,1,4,4.98,29,8,0,0,3,3,86.2,92,50,48,5,8,37,47,1.49,.270
Alex A Fernandez,CWS,8,11,4.27,29,29,4,2,0,0,187.2,199,100,89,21,8,50,95,1.33,.270
Bob B Ojeda,LA,6,9,3.63,29,29,2,1,0,0,166.1,169,80,67,8,1,81,94,1.50,.268
Bud B Black,SF,10,12,3.97,28,28,2,1,0,0,177.0,178,88,78,23,1,59,82,1.34,.263
Cliff C Brantley,PHI,2,6,4.60,28,9,0,0,0,0,76.1,71,45,39,6,4,58,32,1.69,.251
Mike M Gardiner,BOS,4,10,4.75,28,18,0,0,0,0,130.2,126,78,69,12,2,58,79,1.41,.253
Juan J Guzman,TOR,16,5,2.64,28,28,1,0,0,0,180.2,135,56,53,6,1,72,165,1.15,.207
Chris C Hammond,CIN,7,10,4.21,28,26,0,0,0,0,147.1,149,75,69,13,3,55,79,1.38,.266
Butch B Henry,HOU,6,9,4.02,28,28,2,1,0,0,165.2,185,81,74,16,1,41,96,1.36,.285
Pat P Hentgen,TOR,5,2,5.36,28,2,0,0,0,0,50.1,49,30,30,7,0,32,39,1.61,.254
Scott S Kamieniecki,NYY,6,14,4.36,28,28,4,0,0,0,188.0,193,100,91,13,5,74,88,1.42,.269
Jose J Mesa,CLE,7,12,4.59,28,27,1,1,0,0,160.2,169,86,82,14,4,70,62,1.49,.273
