PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
Randy R Velarde,NYY,93,342,50,95,19,2,9,32,34,86,6,2,.278,.356,.424,.780
Erubiel E Durazo,ARI,92,175,34,47,11,0,12,38,28,49,0,0,.269,.372,.537,.909
Dave D Hansen,LA,92,140,13,33,10,0,2,20,32,29,0,1,.236,.371,.350,.721
Luis L Lopez,MIL,92,222,22,60,8,3,4,18,14,44,0,1,.270,.326,.387,.714
Herbert H Perry,CWS,92,285,38,73,21,1,7,32,23,55,2,2,.256,.326,.411,.736
Benny B Agbayani L,NYM,91,296,28,82,14,2,6,27,36,73,4,5,.277,.364,.399,.763
Dave D Magadan,SD,91,128,12,32,7,0,1,12,12,20,0,0,.250,.317,.328,.645
Wendell W Magee C,DET,90,207,26,44,11,4,5,17,23,44,3,0,.213,.293,.377,.670
Brady B Clark,CIN,89,129,22,34,3,0,6,18,22,16,4,1,.264,.373,.426,.799
Wil W Cordero L,CLE,89,268,30,67,11,1,4,21,22,50,0,0,.250,.313,.343,.656
Johnny J Estrada,PHI,89,298,26,68,15,0,8,37,16,32,0,0,.228,.273,.359,.632
Stan S Javier L,SEA,89,281,44,82,14,1,4,33,36,47,11,1,.292,.375,.391,.766
David D Ortiz,MIN,89,303,46,71,17,1,18,48,40,68,1,0,.234,.324,.475,.799
Shawon S Dunston,SF,88,186,26,52,10,3,9,25,2,32,3,1,.280,.293,.511,.804
Craig C Wilson,PIT,88,158,27,49,3,1,13,32,15,53,3,1,.310,.390,.589,.979
John J Mabry,FLA,87,154,14,32,7,0,6,20,13,46,1,0,.208,.287,.370,.658
Pat P Meares,PIT,87,270,27,57,11,1,4,25,10,45,0,2,.211,.244,.304,.548
D' Angelo D Jimenez S,SD,86,308,45,85,19,0,3,33,39,68,2,3,.276,.355,.367,.722
Eli E Marrero,STL,86,203,37,54,11,3,6,23,15,36,6,3,.266,.312,.438,.751
Russ R Johnson,TB,85,248,32,73,19,2,4,33,34,57,2,2,.294,.380,.435,.816
Steve S Kline,STL,85,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000
Timo T Perez R,NYM,85,239,26,59,9,1,5,22,12,25,1,6,.247,.287,.356,.643
Ben B Petrick,COL,85,244,41,58,15,3,11,39,31,67,3,3,.238,.327,.459,.786
Brian L. B Hunter,PHI,83,145,22,40,6,0,2,16,16,25,14,3,.276,.344,.359,.702
Jeff J Liefer L,CWS,83,254,36,65,13,0,18,39,20,69,0,1,.256,.313,.520,.833
Rob R Mackowiak,PIT,83,214,30,57,15,2,4,21,15,52,4,3,.266,.319,.411,.730
Dave D Berg,FLA,82,215,26,52,12,1,4,16,14,39,0,1,.242,.292,.363,.655
Darren D Lewis R,BOS,82,164,18,46,9,1,1,12,8,25,5,5,.280,.326,.366,.692
David D Segui,BAL,82,292,48,88,18,1,10,46,49,61,1,1,.301,.406,.473,.879
Damian D Rolls,TB,81,237,33,62,11,1,2,12,10,47,12,4,.262,.291,.342,.633
Randall R Simon,DET,81,256,28,78,14,2,6,37,15,28,0,1,.305,.341,.445,.786
Todd T Pratt,PHI,80,173,18,32,8,0,4,11,34,61,1,0,.185,.327,.301,.628
Mark M Smith L,MON,80,194,28,47,13,1,6,18,23,38,0,2,.242,.326,.412,.738
Shane S Spencer L,NYY,80,283,40,73,14,2,10,46,21,58,4,1,.258,.315,.428,.743
Brent B Abernathy,TB,79,304,43,82,17,1,5,34,27,35,8,3,.270,.328,.382,.710
Carlos C Febles,KC,79,292,45,69,9,2,8,25,22,58,5,2,.236,.291,.363,.654
Rafael R Furcal S,ATL,79,324,39,89,19,0,4,30,24,56,22,6,.275,.321,.370,.692
Todd T Hundley,CHC,79,246,23,46,10,0,12,31,25,89,0,0,.187,.268,.374,.642
Brandon B Inge,DET,79,189,13,34,11,0,0,15,9,41,1,4,.180,.215,.238,.453
Ryan R Jackson,DET,79,118,19,25,4,2,2,11,5,26,3,1,.212,.250,.331,.580
Ray R King,MIL,79,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Tom T Lampkin,SEA,79,204,28,46,10,0,5,22,18,41,1,0,.225,.309,.348,.657
Graeme G Lloyd,MON,79,2,0,0,0,0,0,0,1,0,0,0,.000,.333,.000,.333
Shawn S Wooten,ANA,79,221,24,69,8,1,8,32,5,42,2,0,.312,.332,.466,.798
Homer H Bush,TOR,78,271,32,83,11,1,3,27,8,50,13,4,.306,.336,.387,.723
Jeff J Fassero,CHC,78,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
John J Flaherty,TB,78,248,20,59,17,1,4,29,10,33,1,0,.238,.269,.363,.632
Joe J Girardi,CHC,78,229,22,58,10,1,3,25,21,50,0,1,.253,.315,.345,.660
Ricky R Ledee,TEX,78,242,33,56,21,1,2,36,23,58,3,3,.231,.303,.351,.654
Augie A Ojeda,CHC,78,144,16,29,5,1,1,12,12,20,1,0,.201,.269,.271,.540
David D Weathers,CHC,78,1,0,0,0,0,0,0,1,1,0,0,.000,.500,.000,.500
Milton M Bradley C,CLE,77,238,22,53,17,3,1,19,21,65,8,5,.223,.288,.332,.620
Felix F Martinez S,TB,77,219,24,54,13,1,1,14,10,46,6,5,.247,.294,.329,.622
Doug D Mirabelli,BOS,77,190,20,43,10,0,11,29,27,57,0,0,.226,.332,.453,.784
Felix F Rodriguez,SF,77,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jose J Canseco D,CWS,76,256,46,66,8,0,16,49,45,75,2,1,.258,.366,.477,.843
Tony T Fernandez,TOR,76,123,11,36,4,0,2,15,8,17,1,3,.293,.338,.374,.712
Mike M Lamb,TEX,76,284,42,87,18,0,4,35,14,27,2,1,.306,.348,.412,.760
Hiram H Bocachica,LA,75,133,15,31,11,1,2,9,9,33,4,1,.233,.287,.376,.663
Angel A Echevarria,MIL,75,133,12,34,11,0,5,13,8,29,0,1,.256,.310,.451,.762
Tyler T Houston,MIL,75,235,36,68,7,0,12,38,18,62,0,0,.289,.343,.472,.815
James J Mouton C,MIL,75,138,20,34,8,0,2,10,11,40,7,3,.246,.329,.348,.677
Robb R Nen,SF,75,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Brian B Roberts S,BAL,75,273,42,69,12,3,2,17,13,36,12,3,.253,.284,.341,.624
Jeff J Shaw,LA,75,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Scott S Strickland,MON,75,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Scott S Sullivan,CIN,75,3,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
Emil E Brown C,SD,74,137,21,26,4,1,3,13,16,49,12,4,.190,.284,.299,.583
Eric E Davis R,SF,74,156,17,32,7,3,4,22,13,38,1,1,.205,.269,.365,.634
Jeff J Frye,TOR,74,175,24,43,6,1,2,15,12,18,2,1,.246,.305,.326,.631
Tony T Graffanino,CWS,74,145,23,44,9,0,2,15,16,29,4,1,.303,.370,.407,.777
Byung- Hyun B Kim,ARI,74,6,0,1,0,0,0,2,0,2,0,0,.167,.167,.167,.333
Felipe F Crespo,PHI,73,107,9,20,4,1,4,15,11,34,1,1,.187,.266,.355,.621
Jay J Gibbons L,BAL,73,225,27,53,10,0,15,36,17,39,0,1,.236,.301,.480,.781
Chad C Kreuter,LA,73,191,21,41,11,1,6,17,41,52,0,0,.215,.355,.377,.732
Rico R Brogna,ATL,72,206,15,51,9,0,3,21,14,46,3,1,.248,.297,.335,.632
Jacob J Cruz,COL,72,144,19,31,5,0,4,18,15,50,0,4,.215,.303,.333,.636
Mike M De Jean,MIL,72,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Kyle K Farnsworth,CHC,72,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Junior J Spivey,ARI,72,163,33,42,6,3,5,21,23,47,3,0,.258,.354,.423,.778
Juan J Uribe S,COL,72,273,32,82,15,11,8,53,8,55,3,0,.300,.325,.524,.849
Tim T Worrell,SF,72,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Armando A Benitez,NYM,71,1,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,.000
Raul R Casanova,MIL,71,192,21,50,10,0,11,33,12,29,0,0,.260,.303,.484,.787
Tony T Gwynn,SD,71,102,5,33,9,1,1,17,10,9,1,0,.324,.384,.461,.845
Matt M Herges,LA,71,9,0,4,0,0,0,1,0,3,0,0,.444,.444,.444,.889
Mark M Johnson,NYM,71,118,17,30,6,1,6,23,16,31,0,2,.254,.338,.475,.813
Mike M Myers,COL,71,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Mike M Remlinger,ATL,71,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Quilvio Q Veras,ATL,71,258,39,65,14,2,3,25,24,52,7,4,.252,.330,.357,.686
Sandy S Alomar,CWS,70,220,17,54,8,1,4,21,12,17,1,2,.245,.288,.345,.634
Alex A Arias,SD,70,137,19,31,9,0,2,12,17,22,1,0,.226,.312,.336,.648
Glen G Barker C,HOU,70,24,12,2,0,0,0,1,3,6,4,6,.083,.233,.083,.317
Bill B Mueller,CHC,70,210,38,62,12,1,6,23,37,19,1,1,.295,.403,.448,.851
Brian B Buchanan R,MIN,69,197,28,54,12,0,10,32,19,58,1,1,.274,.342,.487,.830
Bernard B Gilkey,ATL,69,106,8,29,6,0,2,14,11,31,0,1,.274,.339,.387,.726
Dave D Veres,STL,69,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Marcus M Giles,ATL,68,244,36,64,10,2,9,31,28,37,2,5,.262,.338,.430,.769
Kevin K Jordan,PHI,68,113,9,27,5,0,1,13,14,21,0,0,.239,.323,.310,.633
Josias J Manzanillo,PIT,68,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jose J Mesa,PHI,68,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jay J Powell,COL,68,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Gabe G White,COL,68,3,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
Braden B Looper,FLA,67,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Turk T Wendell,PHI,67,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Alberto A Castillo,TOR,66,131,9,26,4,0,1,4,7,30,1,1,.198,.255,.252,.507
Mark M De Rosa S,ATL,66,164,27,47,8,0,3,20,12,19,2,1,.287,.350,.390,.740
Chris C Donnels,LA,66,88,8,15,2,0,3,8,12,25,0,0,.170,.277,.295,.573
Adam A Dunn R,CIN,66,244,54,64,18,1,19,43,38,74,4,2,.262,.371,.578,.948
Curt C Leskanic,MIL,66,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Scott S Sauerbeck,PIT,66,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Gene G Stechschulte,STL,65,3,1,2,0,0,1,3,1,1,0,0,.667,.750,1.667,2.417
Mike M Timlin,STL,65,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Ricky R Bottalico,PHI,64,3,1,1,1,0,0,1,0,0,0,0,.333,.333,.667,1.000
Wiki W Gonzalez,SD,64,160,16,44,6,0,8,27,11,28,2,0,.275,.335,.463,.798
Fernando F Lunar,BAL,64,167,8,41,7,0,0,16,7,32,0,0,.246,.287,.287,.574
Jose J Ortiz,COL,64,246,42,59,8,1,13,38,17,41,4,1,.240,.297,.439,.736
Tom T Prince,MIN,64,196,19,43,4,1,7,23,12,39,3,1,.219,.284,.357,.641
Danny D Graves,CIN,63,4,1,1,0,0,1,2,0,2,0,0,.250,.250,1.000,1.250
Michael M Jackson,HOU,63,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Aaron A Rowand L,CWS,63,123,21,36,5,0,4,20,15,28,5,1,.293,.385,.431,.816
Kelly K Stinnett,CIN,63,187,27,48,11,0,9,25,17,61,2,2,.257,.333,.460,.793
Billy B Wagner,HOU,63,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Mike M Williams,HOU,63,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Nelson N Cruz,HOU,62,6,0,1,0,0,0,0,0,2,0,0,.167,.167,.167,.333
Aaron A Fultz,SF,62,5,1,2,0,0,0,0,0,0,0,0,.400,.400,.400,.800
Rusty R Greer L,TEX,62,245,38,67,23,0,7,29,27,32,1,2,.273,.342,.453,.795
Tomas T Perez,PHI,62,135,11,41,7,1,3,19,7,22,0,1,.304,.347,.437,.784
Greg G Swindell,ARI,62,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Paul P Bako,ATL,61,137,19,29,10,1,2,15,20,34,1,0,.212,.312,.343,.655
Chad C Fox,MIL,61,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Edwards E Guzman,SF,61,115,8,28,6,0,3,7,5,16,0,0,.243,.273,.374,.647
Mark M Johnson,CWS,61,173,21,43,6,1,5,18,23,31,2,1,.249,.338,.382,.720
Mike M Kinkade L,BAL,61,160,19,44,5,0,4,16,14,31,2,1,.275,.345,.381,.726
Scott S Sheldon,TEX,61,120,11,24,5,0,3,11,3,35,1,1,.200,.216,.317,.533
Mike M Di Felice,ARI,60,170,14,32,5,1,2,10,8,49,1,1,.188,.239,.265,.504
Wilton W Guerrero,CIN,60,142,16,48,5,1,1,8,3,17,5,2,.338,.352,.408,.760
Trevor T Hoffman,SD,60,4,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Brian B Simmons,TOR,60,107,8,19,5,0,2,8,8,26,1,0,.178,.239,.280,.520
Ricky R Bones,FLA,59,2,0,1,0,0,0,1,0,1,0,0,.500,.333,.500,.833
Greg G Colbrunn,ARI,59,97,12,28,8,0,4,18,9,14,0,0,.289,.373,.495,.868
Dennis D Cook,PHI,59,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Tony T Eusebio,HOU,59,154,16,39,8,0,5,14,17,34,0,0,.253,.339,.403,.742
Corey C Patterson,CHC,59,131,26,29,3,0,4,14,6,33,4,0,.221,.266,.336,.602
Mike M Bordick S,BAL,58,229,32,57,13,0,7,30,17,36,9,3,.249,.314,.397,.711
Greg G Myers,OAK,58,161,24,36,3,0,11,31,21,38,0,0,.224,.313,.447,.760
Jose J Nunez,SD,58,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Chad C Allen D,MIN,57,175,20,46,13,2,4,20,19,37,1,2,.263,.333,.429,.762
Troy T Brohawn,ARI,57,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Kane K Davis,COL,57,5,0,0,0,0,0,0,0,5,0,0,.000,.000,.000,.000
Octavio O Dotel,HOU,57,11,0,1,0,0,0,0,0,5,0,0,.091,.091,.091,.182
Rob R Ducey,MON,57,73,10,17,3,0,3,12,16,25,0,1,.233,.374,.397,.771
Dean D Palmer,DET,57,216,34,48,11,0,11,40,27,59,4,1,.222,.317,.426,.743
Josh J Paul,CWS,57,139,20,37,11,0,3,18,13,25,6,2,.266,.327,.410,.737
Scott S Stewart,MON,57,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Todd T Van Poppel,CHC,57,7,1,2,0,0,0,0,0,3,0,0,.286,.286,.286,.571
Juan J Acevedo,FLA,56,3,1,1,1,0,0,0,0,0,0,0,.333,.333,.667,1.000
John J Franco,NYM,56,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jose J Jimenez,COL,56,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Hector H Ortiz,KC,56,154,12,38,6,1,0,11,9,24,1,3,.247,.293,.299,.591
Keith K Osik,PIT,56,120,9,25,4,0,2,13,13,24,1,0,.208,.299,.292,.591
Rheal R Cormier,PHI,55,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Cesar C Crespo,SD,55,153,27,32,6,0,4,12,25,50,6,2,.209,.320,.327,.647
Vic V Darensbourg,FLA,55,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Ryan R Minor,MON,55,95,10,15,2,0,2,13,9,31,0,1,.158,.234,.242,.476
Antonio A Alfonseca,FLA,54,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Andy A Fox,FLA,54,81,8,15,0,1,3,7,15,17,1,0,.185,.327,.321,.648
Wayne W Gomes,SF,54,1,0,1,0,0,0,1,1,0,0,0,1.000,1.000,1.000,2.000
Brent B Butler,COL,53,119,17,29,7,1,1,14,7,7,1,1,.244,.287,.345,.631
Jose J Cabrera,ATL,53,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Jason J Christiansen,SF,53,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Russ R Davis,SF,53,167,16,43,13,1,7,17,17,49,1,0,.257,.326,.473,.799
Jorge J Fabregas,ANA,53,148,9,33,4,2,2,16,3,15,0,0,.223,.235,.318,.553
Wally W Joyner,ANA,53,148,14,36,5,1,3,14,13,18,1,1,.243,.304,.351,.656
Darryl D Hamilton L,NYM,52,126,15,27,7,1,1,5,19,20,3,1,.214,.322,.310,.632
Robert R Machado,CHC,52,135,13,30,10,0,2,13,7,26,0,0,.222,.266,.341,.606
Lou L Merloni S,BOS,52,146,21,39,10,0,3,13,6,31,2,1,.267,.306,.397,.703
Eddie E Taubensee,CLE,52,116,16,29,2,1,3,11,10,19,0,0,.250,.315,.362,.677
Rick R White,NYM,52,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Rod R Barajas,ARI,51,106,9,17,3,0,3,9,4,26,0,0,.160,.191,.274,.464
Clay C Bellinger,NYY,51,81,12,13,1,1,5,12,4,23,1,2,.160,.207,.383,.590
Mike M Fetters,PIT,51,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Adam A Hyzdu,PIT,51,72,7,15,1,0,5,9,4,18,0,1,.208,.260,.431,.690
Mark M Little,COL,51,85,18,29,6,0,3,13,1,20,5,2,.341,.378,.518,.895
Mike M Matthews,STL,51,17,2,2,0,0,1,1,0,4,0,0,.118,.118,.294,.412
Tim T Raines L,BAL,51,89,14,27,8,1,1,9,18,9,1,0,.303,.413,.449,.862
Jason J Varitek,BOS,51,174,19,51,11,1,7,25,21,35,0,0,.293,.371,.489,.859
Ron R Villone,HOU,51,22,2,1,1,0,0,0,0,9,0,0,.045,.045,.091,.136
Mike M Colangelo L,SD,50,91,10,22,3,3,2,8,8,30,0,0,.242,.310,.407,.717
Lou L Collier,MIL,50,127,19,32,8,1,2,14,17,30,5,1,.252,.340,.378,.718
D. T. D Cromer,CIN,50,57,7,16,3,0,5,12,3,19,0,0,.281,.302,.596,.898
Hector H Mercado,CIN,50,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Jose J Santiago,PHI,50,3,0,0,0,0,0,0,1,3,0,0,.000,.250,.000,.250
Armando A Almanza,FLA,49,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Toby T Hall,TB,49,188,28,56,16,0,4,30,4,16,2,2,.298,.321,.447,.768
Jeffrey J Hammonds C,MIL,49,174,20,43,11,1,6,21,14,42,5,3,.247,.314,.425,.740
Kerry K Ligtenberg,ATL,49,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Felipe F Lopez,TOR,49,177,21,46,5,4,5,23,12,39,4,3,.260,.304,.418,.722
Dan D Miceli,COL,49,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Guillermo G Mota,MON,49,3,0,1,0,0,0,0,0,1,0,0,.333,.333,.333,.667
Vladimir V Nunez,FLA,49,9,1,1,0,0,0,0,1,4,0,0,.111,.200,.111,.311
Andy A Sheets S,TB,49,153,10,30,8,0,1,14,12,35,2,0,.196,.251,.268,.520
Julio J Zuleta,CHC,49,106,11,23,3,0,6,24,8,32,0,1,.217,.288,.415,.703
Robin R Jennings,CIN,48,132,14,35,8,2,3,18,7,18,0,0,.265,.300,.424,.724
Ryan R Mc Guire,FLA,48,54,8,10,2,0,1,8,7,15,1,0,.185,.270,.278,.548
Warren W Morris,PIT,48,103,6,21,6,0,2,11,3,9,2,3,.204,.239,.320,.559
Bo B Porter L,TEX,48,87,18,20,4,2,1,6,9,34,3,2,.230,.296,.356,.652
Mike M Redmond,FLA,48,141,19,44,4,0,4,14,13,13,0,0,.312,.376,.426,.801
Mark M Sweeney,MIL,48,89,9,23,3,1,3,11,12,23,2,1,.258,.347,.416,.762
Chris C Truby,HOU,48,136,11,28,6,1,8,23,13,38,1,2,.206,.276,.441,.718
Larry L Bigbie C,BAL,47,131,15,30,6,0,2,11,17,42,4,1,.229,.318,.321,.638
Bill B Haselman,TEX,47,130,12,37,6,0,3,25,8,27,0,1,.285,.331,.400,.731
Brad B Wilkerson L,MON,47,117,11,24,7,2,1,5,17,41,2,1,.205,.304,.325,.628
Miguel M Batista,ARI,46,32,2,2,0,0,0,0,2,17,0,0,.063,.118,.063,.180
Derek D Bell R,PIT,46,156,14,27,3,0,5,13,25,38,0,2,.173,.287,.288,.576
Gary G Bennett,COL,46,131,15,32,6,1,2,10,12,24,0,0,.244,.308,.351,.659
Javier J Cardona,DET,46,96,10,25,8,0,1,10,2,12,0,1,.260,.280,.375,.655
Felix F Heredia,CHC,46,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Cesar C Izturis,TOR,46,134,19,36,6,2,2,9,2,15,8,1,.269,.279,.388,.668
Donaldo D Mendez S,SD,46,118,11,18,2,1,1,5,5,37,1,2,.153,.206,.212,.418
Fernando F Seguignol,MON,46,50,0,7,2,0,0,5,2,17,0,0,.140,.185,.180,.365
Jim J Brower,CIN,45,26,6,8,1,0,0,3,0,8,0,0,.308,.308,.346,.654
Tom T Gordon,CHC,45,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
A. J. A Hinch,KC,45,121,10,19,3,0,6,15,8,26,1,1,.157,.226,.331,.556
Steve S Karsay,ATL,45,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Barry B Larkin S,CIN,45,156,29,40,12,0,2,17,27,25,3,2,.256,.373,.372,.745
Ed E Sprague,SEA,45,94,9,28,7,0,2,16,11,18,0,0,.298,.374,.436,.810
Giovanni G Carrara,LA,44,12,1,3,0,0,0,0,0,2,0,0,.250,.250,.250,.500
Omar O Olivares,PIT,44,27,3,6,2,0,1,6,0,10,0,0,.222,.222,.407,.630
Bret B Prinz,ARI,44,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Chris C Latham L,TOR,43,73,12,20,3,1,2,10,10,28,4,1,.274,.369,.425,.794
Santiago S Perez C,SD,43,81,13,16,1,0,0,4,15,29,5,1,.198,.320,.210,.530
John J Wehner,PIT,43,51,3,10,1,0,0,2,10,12,2,1,.196,.328,.216,.544
Mike M Hampton,COL,42,79,20,23,2,0,7,16,2,21,0,1,.291,.309,.582,.891
Justin J Speier,COL,42,7,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Ugueth U Urbina,MON,42,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Terry T Adams,LA,41,39,2,2,1,0,0,1,3,19,0,0,.051,.116,.077,.193
Joe J Beimel,PIT,41,26,3,7,0,0,0,0,1,10,0,0,.269,.296,.269,.566
Jose J Guillen R,TB,41,135,14,37,5,0,3,11,6,26,2,3,.274,.317,.378,.695
Luis L Lopez,TOR,41,119,10,29,4,0,3,10,8,16,0,0,.244,.291,.353,.644
Britt B Reames,MON,41,17,2,2,0,0,1,2,4,8,0,0,.118,.286,.294,.580
Fernando F Tatis,MON,41,145,20,37,9,0,2,11,16,43,0,0,.255,.339,.359,.698
Jeff J Da Vanon R,ANA,40,88,7,17,2,1,5,9,11,29,1,3,.193,.280,.409,.689
Ruben R Mateo,TEX,40,129,18,32,5,2,1,13,9,28,1,0,.248,.322,.341,.663
Billy B Mc Millon L,OAK,40,92,7,20,8,1,1,14,7,25,1,0,.217,.284,.359,.643
Adam A Melhuse,COL,40,71,5,13,2,0,1,8,6,18,1,0,.183,.241,.254,.494
Terry T Mulholland,LA,40,9,0,0,0,0,0,0,0,5,0,0,.000,.000,.000,.000
Chris C Nichting,COL,40,1,1,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Roosevelt R Brown L,CHC,39,83,13,22,6,1,4,22,7,12,0,0,.265,.326,.506,.832
Mike M Coolbaugh,MIL,39,70,10,14,6,0,2,7,5,16,0,0,.200,.273,.371,.644
Sal S Fasano,COL,39,85,12,17,5,0,3,9,5,31,0,0,.200,.277,.365,.641
Jason J Maxwell S,MIN,39,68,4,13,4,0,1,10,9,23,2,0,.191,.286,.294,.580
Steve S Reed,ATL,39,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jared J Sandberg,TB,39,136,13,28,7,0,1,15,10,45,1,0,.206,.265,.279,.545
Luis L Sojo,NYY,39,79,5,13,2,0,0,9,4,12,1,0,.165,.214,.190,.404
Masato M Yoshii,MON,39,16,0,2,0,0,0,0,1,7,0,0,.125,.176,.125,.302
Gregg G Zaun,KC,39,125,15,40,9,0,6,18,12,16,1,2,.320,.377,.536,.913
Mark M Bellhorn,OAK,38,74,11,10,1,2,1,4,7,37,0,0,.135,.210,.243,.453
Chad C Curtis,TEX,38,115,24,29,3,0,3,10,14,21,7,1,.252,.338,.357,.695
Mike M James,STL,38,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
David D Lee,SD,38,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Andy A Tracy,MON,38,55,4,6,1,0,2,8,6,26,0,0,.109,.190,.236,.427
Tom T Davey,SD,37,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000
Bobby B Kielty R,MIN,37,104,8,26,8,0,2,14,8,25,3,0,.250,.297,.385,.681
Jason J Marquis,ATL,37,31,3,1,0,0,0,0,2,10,0,0,.032,.091,.032,.123
Tike T Redman C,PIT,37,125,8,28,4,1,1,4,4,25,3,5,.224,.246,.296,.542
Erik E Sabel,ARI,37,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Rudy R Seanez,ATL,37,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Woody W Williams,STL,37,82,11,16,5,0,0,7,3,22,0,0,.195,.227,.256,.483
Chris C Woodward,TOR,37,63,9,12,3,2,2,5,1,14,0,1,.190,.203,.397,.600
Rodney R Myers,SD,36,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Adam A Piatt R,OAK,36,95,9,20,5,1,0,6,13,26,0,0,.211,.300,.284,.584
Curtis C Pride L,MON,36,76,8,19,3,1,1,9,9,22,3,2,.250,.345,.355,.700
Chris C Reitsma,CIN,36,48,3,5,1,0,0,1,2,24,0,0,.104,.157,.125,.282
Dennys D Reyes,CIN,36,11,0,2,0,0,0,0,0,6,0,0,.182,.182,.182,.364
Bill B Selby,CIN,36,92,7,21,7,1,2,12,5,13,0,0,.228,.273,.391,.664
Damon D Buford C,CHC,35,85,11,15,2,0,3,8,4,23,0,0,.176,.213,.306,.519
Mc Kay M Christensen C,LA,35,53,7,17,2,0,1,7,3,12,3,2,.321,.400,.415,.815
Courtney C Duncan,CHC,35,3,1,0,0,0,0,1,2,1,0,0,.000,.400,.000,.400
Todd T Greene,NYY,35,96,9,20,4,0,1,11,3,21,0,0,.208,.240,.281,.521
Brooks B Kieschnick,COL,35,42,5,10,2,1,3,9,3,13,0,0,.238,.289,.548,.836
Jerrod J Riggan,NYM,35,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
John J Smoltz,ATL,35,7,0,0,0,0,0,0,1,3,0,0,.000,.125,.000,.125
