PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
Brent B Brede R,ARI,98,212,23,48,9,3,2,17,24,43,1,0,.226,.311,.325,.636
Shawon S Dunston,SF,98,207,36,46,13,3,6,20,6,28,9,4,.222,.255,.401,.656
Rob R Ducey,SEA,97,217,30,52,18,2,5,23,23,61,4,3,.240,.336,.410,.746
Chris C Hoiles,BAL,97,267,36,70,12,0,15,56,38,50,0,1,.262,.358,.476,.834
Rondell R White C,MON,97,357,54,107,21,2,17,58,30,57,16,7,.300,.363,.513,.875
Paul P Bako,DET,96,305,23,83,12,1,3,30,23,82,1,1,.272,.319,.348,.667
Sean S Casey,CIN,96,302,44,82,21,1,7,52,43,45,1,1,.272,.365,.417,.782
Wil W Cordero,CWS,96,341,58,91,18,2,13,49,22,66,2,1,.267,.314,.446,.759
Chad C Kreuter,ANA,96,252,27,63,10,1,2,33,33,49,1,0,.250,.343,.321,.664
Walt W Weiss S,ATL,96,347,64,97,18,2,0,27,59,53,7,1,.280,.386,.343,.729
Dan D Wilson,SEA,96,325,39,82,17,1,9,44,24,56,2,1,.252,.308,.394,.702
Ozzie O Guillen S,ATL,95,280,37,74,15,1,1,22,25,27,1,5,.264,.325,.336,.660
Tyler T Houston,CHC,95,255,26,65,7,1,9,33,13,53,2,2,.255,.290,.396,.686
Aaron A Ledesma S,TB,95,299,30,97,16,3,0,29,9,51,9,7,.324,.344,.398,.742
Ruben R Rivera,SD,95,172,31,36,7,2,6,29,28,52,5,1,.209,.325,.378,.703
Bip B Roberts,OAK,95,295,45,79,17,0,1,24,31,38,16,4,.268,.344,.336,.680
Trenidad T Hubbard C,LA,94,208,29,62,9,1,7,18,18,46,9,5,.298,.358,.452,.810
Brent B Mayne,SF,94,275,26,75,15,0,3,32,37,47,2,1,.273,.359,.360,.719
Alex A Ochoa R,MIN,94,249,35,64,14,2,2,25,10,35,6,3,.257,.288,.353,.642
Dave D Clark,HOU,93,131,12,27,7,0,0,4,14,45,1,1,.206,.288,.260,.547
Jeff J Conine L,KC,93,309,30,79,26,0,8,43,26,68,3,0,.256,.312,.417,.729
Tom T Lampkin,STL,93,216,25,50,12,1,6,28,24,32,3,2,.231,.328,.380,.708
Marc M Newfield L,MIL,93,186,15,44,7,0,3,25,19,29,0,1,.237,.306,.323,.629
Ruben R Amaro,PHI,92,107,7,20,5,0,1,10,6,15,0,0,.187,.224,.262,.486
Ed E Giovanola,SD,92,139,19,32,3,3,1,9,22,22,1,2,.230,.335,.317,.652
Kelly K Stinnett,ARI,92,274,35,71,14,1,11,34,35,74,0,1,.259,.353,.438,.791
Mike M Sweeney,KC,92,282,32,73,18,0,8,35,24,38,2,3,.259,.320,.408,.728
Yamil Y Benitez L,ARI,91,206,17,41,7,1,9,30,14,46,2,2,.199,.262,.374,.636
John J Flaherty,TB,91,304,21,63,11,0,3,24,22,46,0,5,.207,.261,.273,.534
Greg G Colbrunn,ATL,90,166,18,51,11,2,3,23,10,34,4,3,.307,.361,.452,.813
Dave D Martinez R,TB,90,309,31,79,11,0,3,20,35,52,8,7,.256,.334,.320,.655
Doug D Strange,PIT,90,185,9,32,8,0,0,14,10,39,1,0,.173,.217,.216,.433
Jeff J Abbott C,CWS,89,244,33,68,14,1,12,41,9,28,3,3,.279,.298,.492,.790
Juan J Castro S,LA,89,220,25,43,7,0,2,14,15,37,0,0,.195,.245,.255,.499
Frank F Catalanotto,DET,89,213,23,60,13,2,6,25,12,39,3,2,.282,.325,.446,.771
Jeffrey J Hammonds C,CIN,89,257,50,72,16,2,6,39,39,56,8,3,.280,.376,.428,.804
Andy A Sheets S,SD,88,194,31,47,5,3,7,29,21,62,7,2,.242,.318,.407,.725
Mark M Whiten L,CLE,87,226,31,64,14,0,6,29,29,60,2,1,.283,.372,.425,.797
Damon D Buford C,BOS,86,216,37,61,14,4,10,42,22,43,5,5,.282,.349,.523,.872
Shane S Halter,KC,86,204,17,45,12,0,2,13,12,38,2,5,.221,.265,.309,.574
Mike M Lieberthal,PHI,86,313,39,80,15,3,8,45,17,44,2,1,.256,.304,.399,.704
David D Ortiz,MIN,86,278,47,77,20,0,9,46,39,72,1,0,.277,.371,.446,.817
Mike M Simms R,TEX,86,186,36,55,11,0,16,46,24,47,0,1,.296,.381,.613,.994
Jason J Varitek,BOS,86,221,31,56,13,0,7,33,17,45,2,2,.253,.309,.407,.716
Rafael R Bournigal,OAK,85,209,23,47,11,0,1,19,10,11,6,1,.225,.265,.292,.556
Bobby B Hughes,MIL,85,218,28,50,7,2,9,29,16,54,1,2,.229,.284,.404,.688
Lance L Johnson C,CHC,85,304,51,85,8,4,2,21,26,22,10,6,.280,.335,.352,.687
Derrick D May L,MON,85,180,13,43,8,0,5,15,11,24,0,0,.239,.281,.367,.648
Mike M Di Felice,TB,84,248,17,57,12,3,3,23,15,56,0,0,.230,.274,.339,.613
Kevin K Elster S,TEX,84,297,33,69,10,1,8,37,33,66,0,2,.232,.311,.354,.665
Geoff G Jenkins L,MIL,84,262,33,60,12,1,9,28,20,61,1,3,.229,.288,.385,.673
Orlando O Merced,CHC,84,223,24,62,12,0,6,40,20,34,1,4,.278,.336,.413,.749
Eduardo E Perez,CIN,84,172,20,41,4,0,4,30,21,45,0,1,.238,.325,.331,.656
Eli E Marrero,STL,83,254,28,62,18,1,4,20,28,42,6,2,.244,.318,.370,.688
Melvin M Nieves,CIN,83,119,8,30,4,0,2,17,26,42,0,0,.252,.381,.336,.717
Jose J Vidro,MON,83,205,24,45,12,0,0,18,27,33,2,2,.220,.318,.278,.596
Pat P Watkins C,CIN,83,147,11,39,8,1,2,15,8,26,1,3,.265,.300,.374,.674
Danny D Bautista L,ATL,82,144,17,36,11,0,3,17,7,21,1,0,.250,.281,.389,.670
Dave D Berg,FLA,81,182,18,57,11,0,2,21,26,46,3,0,.313,.393,.407,.800
Mike M Macfarlane,OAK,81,218,29,53,12,0,7,34,12,36,1,0,.243,.291,.394,.686
Kevin K Polcovich S,PIT,81,212,18,40,12,0,0,14,15,33,4,3,.189,.255,.245,.501
Tim T Bogar S,HOU,79,156,12,24,4,1,1,8,9,36,2,1,.154,.208,.212,.420
Orlando O Cabrera S,MON,79,261,44,73,16,5,3,22,18,27,6,2,.280,.325,.414,.739
Norberto N Martin,ANA,79,195,20,42,2,0,1,13,6,29,3,1,.215,.236,.241,.478
Joe J Oliver,SEA,79,240,20,54,11,0,6,32,17,48,1,1,.225,.272,.346,.618
Terry T Pendleton D,KC,79,237,17,61,10,0,3,29,15,49,1,0,.257,.299,.338,.637
Jeff J Reboulet,BAL,79,126,20,31,6,0,1,8,19,34,0,1,.246,.351,.317,.669
Joe J Girardi,NYY,78,254,31,70,11,4,3,31,14,38,2,4,.276,.317,.386,.703
Kurt K Abbott,COL,77,194,26,51,13,1,5,24,12,53,2,1,.263,.308,.418,.726
Rod R Beck,CHC,77,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Adrian A Beltré,LA,77,195,18,42,9,0,7,22,14,37,3,1,.215,.278,.369,.648
Matt M Mieske L,CHC,77,97,16,29,7,0,1,12,11,17,0,0,.299,.373,.402,.775
Craig C Shipley,ANA,77,147,18,38,7,1,2,17,5,22,0,4,.259,.304,.361,.664
Andy A Stankiewicz,ARI,77,145,9,30,5,0,0,8,7,33,1,0,.207,.252,.241,.493
Scott S Livingstone,MON,76,110,1,23,6,0,0,12,5,15,1,1,.209,.237,.264,.501
Roberto R Kelly C,TEX,75,257,48,83,7,3,16,46,8,46,0,2,.323,.349,.560,.910
Paul P Konerko,CIN,75,217,21,47,4,0,7,29,16,40,0,1,.217,.276,.332,.608
Chuck C Mc Elroy,COL,75,5,0,1,0,0,0,0,0,3,0,0,.200,.200,.200,.400
Robb R Nen,SF,75,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Phil P Nevin,ANA,75,237,27,54,8,1,8,27,17,67,0,0,.228,.291,.371,.662
Orlando O Palmeiro L,ANA,75,165,28,53,7,2,0,21,20,11,5,4,.321,.395,.388,.782
Sal S Fasano,KC,74,216,21,49,10,0,8,31,10,56,1,0,.227,.307,.384,.692
Richard R Hidalgo C,HOU,74,211,31,64,15,0,7,35,17,37,3,3,.303,.355,.474,.829
Mendy M Lopez S,KC,74,206,18,50,10,2,1,15,12,40,5,2,.243,.286,.325,.612
Jon J Nunnally R,CIN,74,174,29,36,9,0,7,20,34,38,3,4,.207,.335,.379,.714
Rich R Amaral L,SEA,73,134,25,37,6,0,1,4,13,24,11,1,.276,.342,.343,.686
John J Jaha,MIL,73,216,29,45,6,1,7,38,49,66,1,3,.208,.366,.343,.709
Steve S Kline,MON,73,4,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Manny M Martinez C,PIT,73,180,21,45,11,2,6,24,9,44,0,3,.250,.290,.433,.724
Mike M Mordecai S,MON,73,119,12,24,4,2,3,10,9,20,1,0,.202,.258,.345,.602
Geronimo G Berroa D,DET,72,191,23,43,7,2,1,13,24,44,1,1,.225,.318,.298,.616
Jay J Buhner R,SEA,72,244,33,59,7,1,15,45,38,71,0,0,.242,.344,.463,.807
Rich R Butler L,TB,72,217,25,49,3,3,7,20,15,37,4,2,.226,.278,.364,.642
Aramis A Ramirez,PIT,72,251,23,59,9,1,6,24,18,72,0,1,.235,.296,.351,.646
Anthony A Telford,MON,72,4,0,1,0,0,0,1,0,0,0,0,.250,.250,.250,.500
Kerry K Ligtenberg,ATL,71,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Dennis D Cook,NYM,70,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jorge J Fabregas,NYM,70,183,11,36,4,0,2,20,14,32,0,0,.197,.255,.251,.506
Jason J Mc Donald C,OAK,70,175,25,44,9,0,1,16,27,33,10,4,.251,.359,.320,.679
Curtis C Pride,ATL,70,107,19,27,6,1,3,9,9,29,4,0,.252,.325,.411,.736
Shane S Mack L,KC,69,209,31,58,15,1,6,29,15,36,8,2,.278,.342,.445,.787
Greg G Myers,SD,69,171,19,42,10,0,4,20,17,36,0,1,.246,.312,.374,.686
Robert R Perez L,MON,69,141,12,31,2,0,3,14,2,28,0,0,.220,.234,.298,.532
Bob B Wickman,MIL,69,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Wayne W Gomes,PHI,68,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
John J Johnstone,SF,68,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jeff J Shaw,LA,68,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Gabe G White,CIN,68,6,0,1,0,0,0,0,0,3,0,0,.167,.167,.167,.333
Midre M Cummings,BOS,67,120,20,34,8,0,5,15,17,19,3,3,.283,.381,.475,.856
Felix F Heredia,CHC,67,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Terry T Mulholland,CHC,67,17,3,5,2,0,0,3,2,10,0,0,.294,.368,.412,.780
Jose J Vizcaino S,LA,67,237,30,62,9,0,3,29,17,35,7,3,.262,.311,.338,.649
Felipe F Crespo R,TOR,66,130,11,34,8,1,1,15,15,27,4,3,.262,.342,.362,.704
Jerry J Dipoto,COL,66,1,0,0,0,0,0,0,1,0,0,0,.000,.500,.000,.500
Tony T Eusebio,HOU,66,182,13,46,6,1,1,36,18,31,1,0,.253,.320,.313,.633
Mark M Leiter,PHI,66,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Mike M Myers,MIL,66,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
John J Frascatore,STL,65,6,0,1,0,0,0,0,0,3,0,0,.167,.167,.167,.333
Tony T Phillips L,NYM,65,236,34,59,16,0,4,21,47,50,1,1,.250,.375,.369,.744
Jerry J Spradlin,PHI,65,1,0,1,1,0,0,0,0,0,0,0,1.000,1.000,2.000,3.000
Scott S Sullivan,CIN,65,11,0,1,0,0,0,0,0,6,0,0,.091,.091,.091,.182
Curt C Leskanic,COL,64,2,1,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Rich R Rodriguez,SF,64,6,0,1,0,0,0,0,0,4,0,0,.167,.167,.167,.333
Justin J Baughman,ANA,63,196,24,50,9,1,1,20,6,36,10,4,.255,.277,.327,.603
Jeff J Branson,CLE,63,100,6,20,4,1,1,9,3,21,0,0,.200,.221,.290,.511
Trevor T Hoffman,SD,63,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Chris C Jones R,SF,63,121,17,23,3,1,2,13,11,37,2,1,.190,.254,.281,.535
Dan D Miceli,SD,63,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000
Ugueth U Urbina,MON,63,6,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
Brian R. B Hunter,STL,62,112,11,23,9,1,4,13,7,23,1,1,.205,.258,.411,.669
Reggie R Jefferson D,BOS,62,196,24,60,16,1,8,31,21,40,0,0,.306,.374,.520,.895
Greg G Mc Michael,NYM,62,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Shane S Monahan L,SEA,62,211,17,51,8,1,4,28,8,53,1,2,.242,.269,.346,.615
Charlie C O' Brien,ANA,62,175,13,45,9,0,4,18,10,33,0,0,.257,.300,.377,.677
Gregg G Olson,ARI,62,2,1,1,0,0,1,2,0,1,0,0,.500,.500,2.000,2.500
Lance L Painter,STL,62,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000
Da Rond D Stovall L,MON,62,78,11,16,2,1,2,6,6,29,1,0,.205,.262,.333,.595
Turk T Wendell,NYM,62,4,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Terry T Adams,CHC,61,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Domingo D Cedeno S,TEX,61,141,19,37,9,1,2,21,10,32,2,1,.262,.309,.383,.692
Eddie E Pérez Perez,ATL,61,149,18,50,12,0,6,32,15,28,1,1,.336,.404,.537,.940
Chris C Snopek,BOS,61,137,19,28,2,0,1,6,16,29,3,0,.204,.290,.241,.531
Dave D Veres,COL,61,3,0,1,0,0,0,0,0,1,0,0,.333,.333,.333,.667
Jermaine J Dye R,KC,60,214,24,50,5,1,5,23,11,46,2,2,.234,.270,.336,.606
Terry T Jones C,MON,60,212,30,46,7,2,1,15,21,46,16,4,.217,.288,.283,.571
Danny D Graves,CIN,59,4,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
Jay J Powell,HOU,59,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Pokey P Reese,CIN,59,133,20,34,2,2,1,16,14,28,3,2,.256,.322,.323,.646
Mark M Smith,PIT,59,128,18,25,6,0,2,13,10,26,7,0,.195,.264,.289,.553
Bubba B Trammell L,TB,59,199,28,57,18,1,12,35,16,45,0,2,.286,.338,.568,.906
Gabe G Alvarez,DET,58,199,16,46,11,0,5,29,18,65,1,3,.231,.299,.362,.660
Shayne S Bennett,MON,58,6,0,0,0,0,0,0,1,1,0,0,.000,.143,.000,.143
Aaron A Boone,CIN,58,181,24,51,13,2,2,28,15,36,6,1,.282,.350,.409,.759
John J Franco,NYM,58,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Scott S Radinsky,LA,58,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Ricardo R Rincon,PIT,58,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Donnie D Sadler,BOS,58,124,21,28,4,4,3,15,6,28,4,0,.226,.276,.395,.671
Julian J Tavarez,SF,58,9,0,1,0,0,0,0,0,4,0,0,.111,.111,.111,.222
Kimera K Bartee,DET,57,98,20,19,5,1,3,15,6,35,9,5,.194,.238,.357,.595
Jason J Christiansen,PIT,57,4,0,1,0,0,0,1,0,1,0,0,.250,.250,.250,.500
Vic V Darensbourg,FLA,57,8,0,0,0,0,0,0,1,3,0,0,.000,.111,.000,.111
Brook B Fordyce,CIN,57,146,8,37,9,0,3,14,11,28,0,1,.253,.306,.377,.682
Doug D Henry,HOU,57,4,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Damian D Miller,ARI,57,168,17,48,14,2,3,14,11,43,1,0,.286,.337,.446,.783
Luis L Ordaz S,STL,57,153,9,31,5,0,0,8,12,18,2,0,.203,.261,.235,.496
Jack J Voigt,OAK,57,72,7,10,4,0,1,10,6,19,5,1,.139,.205,.236,.441
Antonio A Alfonseca,FLA,56,4,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Alex A Arias S,PHI,56,133,17,39,8,0,1,16,13,18,2,0,.293,.358,.376,.734
Mike M De Jean,COL,56,5,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000
Freddy F Garcia,PIT,56,172,27,44,11,1,9,26,18,45,0,2,.256,.332,.488,.820
Todd T Hollandsworth L,LA,55,175,23,47,6,4,3,20,9,42,4,3,.269,.308,.400,.708
James J Mouton,SD,55,63,8,12,2,1,0,7,7,11,4,3,.190,.268,.254,.522
Javier J Valentin,MIN,55,162,11,32,7,1,3,18,11,30,0,0,.198,.247,.309,.556
Billy B Wagner,HOU,55,3,0,1,0,0,0,0,0,2,0,0,.333,.333,.333,.667
Pat P Borders,CLE,54,160,12,38,6,0,0,6,10,40,0,2,.238,.289,.275,.564
Alan A Embree,ARI,54,1,0,0,0,0,0,0,1,1,0,0,.000,.500,.000,.500
Yorkis Y Perez,PHI,54,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Luis L Sojo S,NYY,54,147,16,34,3,1,0,14,4,15,1,0,.231,.250,.265,.515
Jason J Bates,COL,53,74,10,14,3,0,0,3,8,21,0,0,.189,.268,.230,.498
Brian B Boehringer,SD,53,7,0,0,0,0,0,0,1,4,0,0,.000,.125,.000,.125
John J Hudek,CIN,53,3,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
Todd T Hundley L,NYM,53,124,8,20,4,0,3,12,16,55,1,1,.161,.261,.266,.527
Pat P Kelly,STL,53,153,18,33,5,0,4,14,13,48,5,1,.216,.284,.327,.611
John J Wehner,FLA,53,88,10,20,2,0,0,5,7,12,1,0,.227,.281,.250,.531
Kevin K Brown,TOR,52,110,17,29,7,1,2,15,9,31,0,0,.264,.320,.400,.720
Rich R Loiselle,PIT,52,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Miguel M Batista,MON,51,32,0,0,0,0,0,0,0,21,0,0,.000,.000,.000,.000
Dennis D Martinez,ATL,51,11,0,1,1,0,0,3,1,7,0,0,.091,.167,.182,.348
Kevin K Mitchell,OAK,51,127,14,29,7,1,2,21,9,26,0,0,.228,.279,.346,.626
Tom T Pagnozzi,STL,51,160,7,35,9,0,1,10,14,37,0,0,.219,.280,.294,.574
Randy R Velarde,ANA,51,188,29,49,13,1,4,26,34,42,7,2,.261,.375,.404,.779
Mark M Guthrie,LA,50,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Mike M Maddux,MON,50,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
John J Marzano,SEA,50,133,13,31,7,1,4,12,9,24,0,0,.233,.325,.391,.716
Antonio A Osuna,LA,50,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Brian B Edmondson,FLA,49,12,0,0,0,0,0,0,0,5,0,0,.000,.000,.000,.000
Chad C Fox,MIL,49,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Mel M Rojas,NYM,49,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Richie R Sexson,CLE,49,174,28,54,14,1,11,35,6,42,1,1,.310,.344,.592,.936
Juan J Acevedo,STL,48,17,2,3,1,0,0,0,1,5,0,0,.176,.222,.235,.458
Troy T Glaus,ANA,48,165,19,36,9,0,1,23,15,51,1,0,.218,.280,.291,.571
Steve S Reed,SF,48,3,0,1,0,0,0,0,0,0,0,0,.333,.333,.333,.667
Bobby B Estalella,PHI,47,165,16,31,6,1,8,20,13,49,0,0,.188,.247,.382,.629
Thomas T Howard,LA,47,76,9,14,4,0,2,4,3,15,1,0,.184,.215,.316,.531
Al A Reyes,MIL,47,5,1,1,0,0,0,0,0,4,0,0,.200,.200,.200,.400
Jeff J Brantley,STL,46,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
David D Howard,STL,46,102,15,25,1,1,2,12,12,22,0,0,.245,.322,.333,.655
Mike M Magnante,HOU,46,2,0,2,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000
Mark M Petkovsek,STL,46,22,5,7,1,0,0,1,1,2,0,0,.318,.348,.364,.712
Homer H Bush,NYY,45,71,17,27,3,0,1,5,5,19,6,3,.380,.421,.465,.886
Sandy S Martinez,CHC,45,87,7,23,9,1,0,7,13,21,1,0,.264,.363,.391,.754
Placido P Polanco S,STL,45,114,10,29,3,2,1,11,5,9,2,0,.254,.292,.342,.634
John J Rocker,ATL,45,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Clint C Sodowsky,ARI,45,10,2,3,1,0,0,0,0,2,0,0,.300,.300,.400,.700
Luis L Castillo,FLA,44,153,21,31,3,2,1,10,22,33,3,0,.203,.307,.268,.575
Charles C Gipson R,SEA,44,51,11,12,1,0,0,2,5,9,2,1,.235,.316,.255,.571
Russ R Springer,ATL,44,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
David D Weathers,MIL,44,23,2,2,0,0,1,1,2,14,0,0,.087,.160,.217,.377
Damon D Mashore R,ANA,43,98,13,23,6,0,2,11,9,22,1,0,.235,.318,.357,.675
Juan J Samuel,TOR,43,50,14,9,2,0,1,2,7,13,13,8,.180,.293,.280,.573
Kent K Bottenfield,STL,42,34,3,3,0,0,0,2,0,9,0,0,.088,.088,.088,.176
Elmer E Dessens,PIT,42,8,0,0,0,0,0,1,1,4,0,0,.000,.111,.000,.111
Ricky R Ledee L,NYY,42,79,13,19,5,2,1,12,7,29,3,1,.241,.299,.392,.691
Luis L Rivera S,KC,42,89,14,22,4,0,0,7,7,17,1,1,.247,.302,.292,.594
Felix F Rodriguez,ARI,42,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Donne D Wall,SD,42,7,0,2,0,0,0,0,0,3,0,0,.286,.286,.286,.571
Adrian A Brown C,PIT,41,152,20,43,4,1,0,5,9,18,4,0,.283,.323,.322,.645
Bob B Henley,MON,41,115,16,35,8,1,3,18,11,26,3,0,.304,.377,.470,.846
Doug D Jones,MIL,41,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
C. J. C Nitkowski,HOU,41,4,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
Todd T Pratt,NYM,41,69,9,19,9,1,2,18,2,20,0,0,.275,.296,.522,.818
Stan S Belinda,CIN,40,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Archi A Cianfrocco,SD,40,72,4,9,3,0,1,5,5,22,1,0,.125,.192,.208,.401
Juan J Encarnacion R,DET,40,164,30,54,9,4,7,21,7,31,7,4,.329,.354,.561,.915
Bill B Haselman,TEX,40,105,11,33,6,0,6,17,3,17,0,0,.314,.327,.543,.870
Marc M Pisciotta,CHC,40,3,0,1,0,0,0,0,0,1,0,0,.333,.333,.333,.667
Amaury A Telemaco,ARI,40,35,2,3,1,1,0,2,1,16,0,0,.086,.108,.171,.280
Rick R Croushore,STL,39,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Lou L Merloni,BOS,39,96,10,27,6,0,1,15,7,20,1,0,.281,.343,.375,.718
Kirt K Ojala,FLA,39,26,2,4,1,0,0,3,3,10,0,0,.154,.241,.192,.434
Keith K Osik,PIT,39,98,8,21,4,0,0,7,13,16,1,2,.214,.316,.255,.571
Ricky R Bottalico,PHI,38,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Alberto A Castillo,NYM,38,83,13,17,4,0,2,7,9,17,0,2,.205,.290,.325,.616
Matt M Mantei,FLA,38,3,0,1,0,0,0,0,0,0,0,0,.333,.333,.333,.667
Mike M Munoz,COL,38,2,1,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Rob R Stanifer,FLA,38,5,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
Jon J Zuber,PHI,38,45,6,11,3,1,2,6,6,9,0,0,.244,.346,.489,.835
Brian B Bohanon,LA,37,43,1,12,2,1,0,5,2,13,0,0,.279,.311,.372,.683
Raul R Ibanez,SEA,37,98,12,25,7,1,2,12,5,22,0,0,.255,.291,.408,.699
Darryl D Kile,COL,37,71,5,18,5,0,0,5,4,22,0,0,.254,.293,.324,.617
Chris C Peters,PIT,37,39,2,9,0,0,0,2,1,9,1,0,.231,.250,.231,.481
Tom T Prince,LA,37,81,7,15,5,1,0,5,7,24,0,0,.185,.267,.272,.538
Mike M Redmond,FLA,37,118,10,39,9,0,2,12,5,16,0,0,.331,.368,.458,.826
Rico R Rossy,SEA,37,81,12,16,6,0,1,4,6,13,0,0,.198,.253,.309,.562
Jeff J Tabaka,PIT,37,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Mike M Williams,PIT,37,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Jim J Bruske,SD,36,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Mike M Cather,ATL,36,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Sterling S Hitchcock,SD,36,50,5,7,0,0,0,2,1,21,0,0,.140,.157,.140,.297
J. R. J Phillips,HOU,36,58,4,11,0,0,2,9,7,22,0,0,.190,.277,.293,.570
Chili C Davis D,NYY,35,103,11,30,7,0,3,9,14,18,0,1,.291,.373,.447,.820
Dave D Magadan,OAK,35,109,12,35,8,0,1,13,13,12,0,1,.321,.390,.422,.812
Trever T Miller,HOU,35,3,1,1,1,0,0,0,0,0,0,0,.333,.333,.667,1.000
Jesus J Sanchez,FLA,35,52,2,7,0,1,0,1,1,15,0,0,.135,.151,.173,.324
Jim J Tatum,NYM,35,50,4,9,1,2,2,13,3,19,0,0,.180,.211,.400,.610
Brett B Tomko,CIN,35,65,4,7,1,0,0,3,4,29,0,0,.108,.157,.123,.280
Brad B Woodall,MIL,35,38,7,9,1,0,1,2,4,10,0,0,.237,.310,.342,.652
Pedro P Astacio,COL,34,62,4,8,2,0,0,3,0,21,0,0,.129,.156,.161,.318
Willie W Blair,NYM,34,52,3,5,0,0,0,0,3,27,0,0,.096,.145,.096,.242
Kevin K Brown,SD,34,82,4,17,3,0,0,10,4,29,0,0,.207,.244,.244,.488
Alex A Diaz C,SF,34,62,5,8,2,0,0,5,0,15,1,1,.129,.129,.161,.290
Joey J Hamilton,SD,34,71,1,10,0,1,1,6,1,31,0,0,.141,.153,.211,.364
Livan L Hernandez,FLA,34,82,3,16,3,0,0,6,0,20,0,0,.195,.205,.232,.436
Orel O Hershiser,SF,34,66,7,10,2,0,0,1,3,16,1,0,.152,.200,.182,.382
Bobby B Jones,COL,34,45,3,8,1,0,0,4,0,14,0,0,.178,.178,.200,.378
Chris C Latham,MIN,34,94,14,15,1,0,1,5,13,36,4,2,.160,.262,.202,.464
Robert R Machado,CWS,34,111,14,23,6,0,3,15,7,22,0,0,.207,.254,.342,.597
Felix F Martinez S,KC,34,85,7,11,1,1,0,5,5,21,3,1,.129,.187,.165,.352
Javier J Martinez,PIT,34,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Eric E Owens L,MIL,34,40,5,5,2,0,1,4,2,6,0,0,.125,.167,.250,.417
Mark M Parent,PHI,34,113,7,25,4,0,1,13,10,30,1,1,.221,.278,.283,.561
Roberto R Petagine,CIN,34,62,14,16,2,1,3,7,16,11,1,0,.258,.405,.468,.873
