PLAYER,TEAM,W,L,ERA,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG
Joel J Adamson,MIL,5,3,3.54,30,6,0,0,0,0,76.1,78,36,30,13,5,19,56,1.27,.265
Andy A Ashby,SD,9,11,4.13,30,30,2,0,0,0,200.2,207,108,92,17,5,49,144,1.28,.266
Ricky R Bones,KC,4,8,6.75,30,13,1,0,0,0,96.0,133,81,72,12,7,36,44,1.76,.336
Dave D Burba,CIN,11,10,4.73,30,27,2,0,0,0,160.0,157,88,84,22,9,73,131,1.44,.255
John J Burkett,TEX,9,12,4.56,30,30,2,0,0,0,189.1,240,106,96,20,4,30,139,1.43,.307
Chad C Fox,ATL,0,1,3.29,30,0,0,0,0,0,27.1,24,12,10,4,0,16,28,1.46,.231
Mark M Gardner,SF,12,9,4.29,30,30,2,1,0,0,180.1,188,92,86,28,1,57,136,1.36,.272
Randy R Johnson,SEA,20,4,2.28,30,29,5,2,0,0,213.0,147,60,54,20,10,77,291,1.05,.194
Bobby B Jones,NYM,15,9,3.63,30,30,2,1,0,0,193.1,177,88,78,24,2,63,125,1.24,.242
Jeff J Juden,CLE,11,6,4.46,30,27,3,0,0,0,161.1,157,85,80,23,10,72,136,1.42,.257
Scott S Kamieniecki,BAL,10,6,4.01,30,30,0,0,0,0,179.1,179,83,80,20,4,67,109,1.37,.261
Curtis C King,STL,4,2,2.76,30,0,0,0,0,0,29.1,38,14,9,0,1,11,13,1.67,.325
Jamie J Moyer,SEA,17,5,3.86,30,30,2,0,0,0,188.2,187,82,81,21,7,43,113,1.22,.256
Shane S Reynolds,HOU,9,10,4.23,30,30,2,0,0,0,181.0,189,92,85,19,3,47,152,1.30,.267
Glendon G Rusch,KC,6,9,5.50,30,27,1,0,0,0,170.1,206,111,104,28,7,52,116,1.51,.301
Julio J Santana,TEX,4,6,6.75,30,14,0,0,0,0,104.0,141,86,78,16,4,49,64,1.83,.323
Ismael I Valdez,LA,10,11,2.65,30,30,0,0,0,0,196.2,171,68,58,16,3,47,140,1.11,.234
Roger R Bailey,COL,9,10,4.29,29,29,5,2,0,0,191.0,210,103,91,27,13,70,84,1.47,.283
Willie W Blair,DET,16,8,4.17,29,27,2,0,0,0,175.0,186,85,81,18,3,46,90,1.33,.273
David D Cone,NYY,12,6,2.82,29,29,1,0,0,0,195.0,155,67,61,17,4,86,222,1.24,.218
Francisco F Cordova,PIT,11,8,3.63,29,29,2,2,0,0,178.2,175,80,72,14,9,49,121,1.25,.259
Chris C Hammond,BOS,3,4,5.92,29,8,0,0,1,1,65.1,81,45,43,5,2,27,48,1.65,.310
Darrell D May,ANA,2,1,5.23,29,2,0,0,0,0,51.2,56,31,30,6,0,25,42,1.57,.277
Jose J Mercedes,MIL,7,10,3.79,29,23,2,1,0,0,159.0,146,76,67,24,5,53,80,1.25,.248
Dan D Naulty,MIN,1,1,5.87,29,0,0,0,1,1,30.2,29,20,20,8,0,10,23,1.27,.254
Shawn S Boskie,BAL,6,6,6.43,28,9,0,0,1,1,77.0,95,57,55,14,2,26,50,1.57,.304
Billy B Brewer,PHI,1,2,4.13,28,0,0,0,0,0,24.0,19,11,11,3,0,13,17,1.33,.213
Jim J Bruske,SD,4,1,3.63,28,0,0,0,0,0,44.2,37,22,18,4,1,25,32,1.39,.228
Jason J Jacome,CLE,2,0,5.84,28,4,0,0,0,0,49.1,58,33,32,10,1,20,27,1.58,.296
Felipe F Lira,SEA,5,11,6.34,28,18,1,1,0,0,110.2,132,82,78,18,6,55,73,1.69,.295
Ron R Mahay,BOS,3,0,2.52,28,0,0,0,0,0,25.0,19,7,7,3,0,11,22,1.20,.204
Kent K Mercker,CIN,8,11,3.92,28,25,0,0,0,0,144.2,135,65,63,16,2,62,75,1.36,.250
Joe J Roa,SF,2,5,5.21,28,3,0,0,0,0,65.2,86,40,38,8,2,20,34,1.61,.333
Todd T Stottlemyre,STL,12,9,3.88,28,28,0,0,0,0,181.0,155,86,78,16,12,65,160,1.22,.231
Matt M Whisenant,KC,1,0,4.57,28,0,0,0,0,0,21.2,19,13,11,0,3,18,20,1.71,.229
Kelvim K Escobar,TOR,3,2,2.90,27,0,0,0,14,14,31.0,28,12,10,1,0,19,36,1.52,.237
Keith K Foulke,CWS,4,5,6.38,27,8,0,0,3,3,73.1,88,52,52,13,4,23,54,1.51,.298
Al A Leiter,FLA,11,9,4.34,27,27,0,0,0,0,151.1,133,78,73,13,12,91,132,1.48,.241
Pat P Rapp,SF,5,8,4.83,27,25,1,1,0,0,141.2,158,83,76,16,5,72,92,1.62,.288
John J Thomson,COL,7,9,4.71,27,27,2,1,0,0,166.1,193,94,87,15,5,51,106,1.47,.296
Ricky R Trlicek,NYM,3,4,5.57,27,0,0,0,0,0,32.1,36,23,20,4,1,23,14,1.82,.293
Andy A Benes,STL,10,7,3.10,26,26,0,0,0,0,177.0,149,64,61,9,5,61,175,1.19,.230
Kevin K Foster,CHC,10,7,4.61,26,25,1,0,0,0,146.1,141,79,75,27,2,66,118,1.41,.255
Joe J Hudson,BOS,3,1,3.53,26,0,0,0,0,0,35.2,39,16,14,1,4,14,14,1.49,.289
Felix F Rodriguez,CIN,0,0,4.30,26,1,0,0,0,0,46.0,48,23,22,2,6,28,34,1.65,.271
John J Smiley,CLE,11,14,5.31,26,26,0,0,0,0,154.1,184,99,91,26,7,41,120,1.46,.298
Bob B Tewksbury,MIN,8,13,4.22,26,26,5,2,0,0,168.2,200,83,79,12,1,31,92,1.37,.297
Jamey J Wright,COL,8,12,6.25,26,26,1,0,0,0,149.2,198,113,104,19,11,71,59,1.80,.327
Juan J Acevedo,NYM,3,1,3.59,25,2,0,0,0,0,47.2,52,24,19,6,4,22,33,1.55,.286
Chuck C Finley,ANA,13,6,4.23,25,25,3,1,0,0,164.0,152,79,77,20,5,65,155,1.32,.248
Mike M Johnson,MON,2,6,6.83,25,16,0,0,2,2,89.2,106,70,68,20,1,37,57,1.59,.295
Al A Levine,CWS,2,2,6.91,25,0,0,0,0,0,27.1,35,22,21,4,2,16,22,1.87,.313
Jim J Mecir,NYY,0,4,5.88,25,0,0,0,0,0,33.2,36,23,22,5,2,10,25,1.37,.279
Lee L Smith,MON,0,1,5.82,25,0,0,0,5,5,21.2,28,16,14,2,1,8,15,1.66,.308
David D Wainhouse,PIT,0,1,8.04,25,0,0,0,0,0,28.0,34,28,25,2,3,17,21,1.82,.301
Scott S Bailes,TEX,1,0,2.86,24,0,0,0,0,0,22.0,18,9,7,2,0,10,14,1.27,.231
Matt M Beech,PHI,4,9,5.07,24,24,0,0,0,0,136.2,147,81,77,25,5,57,120,1.49,.279
Steve S Karsay,OAK,3,12,5.77,24,24,0,0,0,0,132.2,166,92,85,20,9,47,92,1.61,.304
Marc M Pisciotta,CHC,3,1,3.18,24,0,0,0,0,0,28.1,20,10,10,1,1,16,21,1.27,.200
Randy R Veres,KC,4,0,3.31,24,0,0,0,1,1,35.1,36,17,13,4,3,7,28,1.22,.273
Rich R Batchelor,SD,3,1,5.97,23,0,0,0,0,0,28.2,40,23,19,2,3,14,18,1.88,.339
Alan A Benes,STL,9,9,2.89,23,23,2,0,0,0,161.2,128,60,52,13,4,68,160,1.21,.219
Jeff J D' Amico,MIL,9,7,4.71,23,23,1,1,0,0,135.2,139,81,71,25,8,43,94,1.34,.264
Rick R De Hart,MON,2,1,5.52,23,0,0,0,0,0,29.1,33,21,18,7,0,14,29,1.60,.292
Geremi G Gonzalez,CHC,11,9,4.25,23,23,1,1,0,0,144.0,126,73,68,16,2,69,93,1.35,.236
Robert R Person,TOR,5,10,5.61,23,22,0,0,0,0,128.1,125,86,80,19,5,60,99,1.44,.255
Bruce B Ruffin,COL,0,2,5.32,23,0,0,0,7,7,22.0,18,15,13,3,0,18,31,1.64,.220
Jeff J Suppan,BOS,7,3,5.69,23,22,0,0,0,0,112.1,140,75,71,12,4,36,67,1.57,.305
Dario D Veras,SD,2,1,5.11,23,0,0,0,0,0,24.2,28,18,14,5,2,12,21,1.62,.280
Steve S Avery,BOS,6,7,6.42,22,18,0,0,0,0,96.2,127,76,69,15,2,49,51,1.82,.320
Ricardo R Jordan,NYM,1,2,5.33,22,0,0,0,0,0,27.0,31,17,16,1,2,15,19,1.70,.304
Ramon R Martinez,LA,10,5,3.64,22,22,1,0,0,0,133.2,123,64,54,14,6,68,120,1.43,.243
Ariel A Prieto,OAK,6,8,5.04,22,22,0,0,0,0,125.0,155,84,70,16,5,70,90,1.80,.306
Ken K Ryan,PHI,1,0,9.58,22,0,0,0,0,0,20.2,31,23,22,5,2,13,10,2.13,.344
Tony T Saunders,FLA,4,6,4.61,22,21,0,0,0,0,111.1,99,62,57,12,2,64,102,1.46,.244
Brett B Tomko,CIN,11,7,3.43,22,19,0,0,0,0,126.0,106,50,48,14,4,47,95,1.21,.234
Joe J Borowski,NYY,2,3,4.15,21,0,0,0,0,0,26.0,29,13,12,2,0,20,8,1.88,.284
Vaughn V Eshelman,BOS,3,3,6.33,21,6,0,0,0,0,42.2,58,32,30,3,2,17,18,1.76,.330
Ben B Mc Donald,MIL,8,7,4.06,21,21,1,0,0,0,133.0,120,68,60,13,5,36,110,1.17,.237
Chad C Ogea,CLE,8,9,4.99,21,21,1,0,0,0,126.1,139,79,70,13,5,47,80,1.47,.283
Jim J Pittsley,KC,5,8,5.46,21,21,0,0,0,0,112.0,120,72,68,15,6,54,52,1.55,.277
Dwight D Gooden,NYY,9,5,4.91,20,19,0,0,0,0,106.1,116,61,58,14,7,53,66,1.59,.283
La Troy L Hawkins,MIN,6,12,5.84,20,20,0,0,0,0,103.1,134,71,67,19,4,47,58,1.75,.317
Derek D Lowe,BOS,2,6,6.13,20,9,0,0,0,0,69.0,74,49,47,11,4,23,52,1.41,.279
Garrett G Stephenson,PHI,8,6,3.15,20,18,2,0,0,0,117.0,104,45,41,11,3,38,81,1.21,.244
Dave D Telgheder,OAK,4,6,6.06,20,19,0,0,0,0,101.0,134,71,68,15,2,35,55,1.67,.324
Brian B Bohanon,NYM,6,4,3.82,19,14,0,0,0,0,94.1,95,49,40,9,4,34,66,1.37,.258
Bartolo B Colon,CLE,4,7,5.65,19,17,1,0,0,0,94.0,107,66,59,12,3,45,66,1.62,.286
Joe J Crawford,NYM,4,3,3.30,19,2,0,0,0,0,46.1,36,18,17,7,0,13,25,1.06,.216
Nelson N Cruz,CWS,0,2,6.49,19,0,0,0,0,0,26.1,29,19,19,6,0,9,23,1.44,.274
John J Cummings,DET,2,0,5.47,19,0,0,0,0,0,24.2,32,22,15,3,0,14,8,1.86,.311
Mark M Davis,MIL,0,0,5.51,19,0,0,0,0,0,16.1,21,10,10,4,1,5,14,1.59,.323
Barry B Manuel,NYM,0,1,5.26,19,0,0,0,0,0,25.2,35,18,15,6,1,13,21,1.87,.324
Mike M Oquist,OAK,4,6,5.02,19,17,1,0,0,0,107.2,111,62,60,15,6,43,72,1.43,.266
Al A Reyes,MIL,1,2,5.46,19,0,0,0,1,1,29.2,32,19,18,4,3,9,28,1.38,.274
David D Weathers,CLE,1,3,8.42,19,1,0,0,0,0,25.2,38,24,24,3,1,15,18,2.06,.355
Bob B Wolcott,SEA,5,6,6.03,19,18,0,0,0,0,100.0,129,71,67,22,5,29,58,1.58,.314
Brian B Bevil,KC,1,2,6.61,18,0,0,0,1,1,16.1,16,13,12,1,1,9,13,1.53,.267
John J Johnstone,SF,0,0,3.24,18,0,0,0,0,0,25.0,22,9,9,1,4,14,19,1.44,.250
Richie R Lewis,CIN,2,0,8.88,18,0,0,0,0,0,24.1,28,26,24,10,1,18,16,1.89,.292
Kevin K Ritz,COL,6,8,5.87,18,18,1,0,0,0,107.1,142,72,70,16,1,46,56,1.75,.330
Scott S Ruffcorn,PHI,0,3,7.71,18,4,0,0,0,0,39.2,42,40,34,4,7,36,33,1.97,.275
Pete P Schourek,CIN,5,8,5.42,18,17,0,0,0,0,84.2,78,59,51,18,4,38,59,1.37,.241
Fernando F Valenzuela,STL,2,12,4.96,18,18,1,0,0,0,89.0,106,61,49,12,5,46,61,1.71,.295
William W Van Landingham,SF,4,7,4.96,18,17,0,0,0,0,89.0,80,56,49,11,0,59,52,1.56,.237
Scott S Aldred,MIN,2,10,7.68,17,15,0,0,0,0,77.1,102,66,66,20,3,28,33,1.68,.323
Antonio A Alfonseca,FLA,1,3,4.91,17,0,0,0,0,0,25.2,36,16,14,3,1,10,19,1.79,.324
Luis L Andujar,TOR,0,6,6.48,17,8,0,0,0,0,50.0,76,45,36,9,0,21,28,1.94,.352
John J Burke,COL,2,5,6.56,17,9,0,0,0,0,59.0,83,46,43,13,6,26,39,1.85,.329
Livan L Hernandez,FLA,9,3,3.18,17,17,0,0,0,0,96.1,81,39,34,5,3,38,72,1.24,.229
Danny D Jackson,SD,2,9,7.58,17,13,0,0,0,0,67.2,98,64,57,11,5,28,32,1.86,.351
Mike M Mimbs,PHI,0,3,7.53,17,1,0,0,0,0,28.2,31,27,24,6,3,27,29,2.02,.272
Heath H Murray,SD,1,2,6.75,17,3,0,0,0,0,33.1,50,25,25,3,4,21,16,2.13,.376
Tim T Scott,COL,1,1,8.14,17,0,0,0,0,0,21.0,30,20,19,2,3,7,16,1.76,.337
Shayne S Bennett,MON,0,1,3.18,16,0,0,0,0,0,22.2,21,9,8,2,0,9,8,1.32,.247
Toby T Borland,BOS,0,1,7.56,16,0,0,0,1,1,16.2,17,14,14,2,3,21,8,2.28,.262
Eddie E Gaillard,DET,1,0,5.31,16,0,0,0,1,1,20.1,16,12,12,2,0,10,12,1.28,.211
Josias J Manzanillo,SEA,0,1,5.40,16,0,0,0,0,0,18.1,19,13,11,3,0,17,18,1.96,.275
Mike M Perez,KC,2,0,3.54,16,0,0,0,0,0,20.1,15,8,8,2,1,8,17,1.13,.214
Armando A Reynoso,NYM,6,3,4.53,16,16,1,1,0,0,91.1,95,47,46,7,6,29,47,1.36,.275
Scott S Service,KC,0,3,6.45,16,0,0,0,0,0,22.1,28,16,16,2,0,6,22,1.52,.326
Dave D Stevens,CHC,1,5,9.19,16,6,0,0,0,0,32.1,54,34,33,8,1,26,29,2.47,.370
Paul P Wagner,MIL,1,0,4.50,16,0,0,0,0,0,18.0,20,9,9,4,0,13,9,1.83,.290
Jaret J Wright,CLE,8,3,4.38,16,16,0,0,0,0,90.1,81,45,44,9,5,35,63,1.28,.238
Mark M Acre,OAK,2,0,5.74,15,0,0,0,0,0,15.2,21,10,10,1,0,8,12,1.85,.318
Greg G Cadaret,ANA,0,0,3.29,15,0,0,0,0,0,13.2,11,5,5,1,2,8,11,1.39,.220
Danny D Graves,CIN,0,0,5.54,15,0,0,0,0,0,26.0,41,22,16,2,0,20,11,2.35,.376
Ryan R Karp,PHI,1,1,5.40,15,1,0,0,0,0,15.0,12,12,9,2,2,9,18,1.40,.218
Kerry K Ligtenberg,ATL,1,0,3.00,15,0,0,0,1,1,15.0,12,5,5,4,0,4,19,1.07,.211
Calvin C Maduro,PHI,3,7,7.23,15,13,0,0,0,0,71.0,83,59,57,12,3,41,31,1.75,.294
Brady B Raggio,STL,1,2,6.89,15,4,0,0,0,0,31.1,44,24,24,1,1,16,21,1.91,.336
Chris C Carpenter,TOR,3,7,5.09,14,13,1,1,0,0,81.1,108,55,46,7,2,37,55,1.78,.325
Jeff J Darwin,CWS,0,1,5.27,14,0,0,0,0,0,13.2,17,8,8,1,0,7,9,1.76,.298
Tyler T Green,PHI,4,4,4.93,14,14,0,0,0,0,76.2,72,50,42,8,1,45,58,1.53,.247
Mark M Holzemer,SEA,0,0,6.00,14,0,0,0,1,1,9.0,9,6,6,0,0,8,7,1.89,.250
Donovan D Osborne,STL,3,7,4.93,14,14,0,0,0,0,80.1,84,46,44,10,1,23,51,1.33,.274
Lance L Painter,STL,1,1,4.76,14,0,0,0,0,0,17.0,13,9,9,1,0,8,11,1.24,.213
Dennys D Reyes,LA,2,3,3.83,14,5,0,0,0,0,47.0,51,21,20,4,1,18,36,1.47,.280
Brad B Rigby,OAK,1,7,4.87,14,14,0,0,0,0,77.2,92,44,42,14,2,22,34,1.47,.302
Bill B Swift,COL,4,6,6.34,14,13,0,0,0,0,65.1,85,57,46,11,2,26,29,1.70,.318
Salomon S Torres,MON,0,0,9.82,14,0,0,0,0,0,25.2,32,29,28,2,3,15,11,1.83,.305
Willie W Adams,OAK,3,5,8.18,13,12,0,0,0,0,58.1,73,53,53,9,4,32,37,1.80,.307
Jeff J Brantley,CIN,1,1,3.86,13,0,0,0,1,1,11.2,9,5,5,2,2,7,16,1.37,.205
Terry T Burrows,SD,0,2,10.45,13,0,0,0,0,0,10.1,12,13,12,1,1,8,8,1.94,.286
Terry T Clark,TEX,1,7,6.00,13,9,0,0,0,0,57.0,70,41,38,6,2,23,24,1.63,.307
Roberto R Duran,DET,0,0,7.59,13,0,0,0,0,0,10.2,7,9,9,0,3,15,11,2.06,.189
Juan J Guzman,TOR,3,6,4.95,13,13,0,0,0,0,60.0,48,42,33,14,2,31,52,1.32,.213
Jimmy J Haynes,OAK,3,6,4.42,13,13,0,0,0,0,73.1,74,38,36,7,2,40,65,1.55,.262
Edwin E Hurtado,SEA,1,2,9.00,13,1,0,0,0,0,19.0,25,19,19,5,2,15,10,2.11,.329
Hideki H Irabu,NYY,5,4,7.09,13,9,0,0,0,0,53.1,69,47,42,15,1,20,56,1.67,.311
Travis T Miller,MIN,1,5,7.63,13,7,0,0,0,0,48.1,64,49,41,8,1,23,26,1.80,.320
Kevin K Tapani,CHC,9,3,3.39,13,13,1,1,0,0,85.0,77,33,32,7,2,23,55,1.18,.242
Brian B Williams,BAL,0,0,3.00,13,0,0,0,0,0,24.0,20,8,8,0,0,18,14,1.58,.220
Manny M Aybar,STL,2,4,4.24,12,12,0,0,0,0,68.0,66,33,32,8,4,29,41,1.40,.263
Jose J Cabrera,HOU,0,0,1.17,12,0,0,0,0,0,15.1,6,2,2,1,0,6,18,0.78,.125
Rich R Garces,BOS,0,1,4.61,12,0,0,0,0,0,13.2,14,9,7,2,1,9,12,1.68,.255
Kevin K Gross,ANA,2,1,6.75,12,3,0,0,0,0,25.1,30,20,19,4,1,20,20,1.97,.313
Marty M Janzen,TOR,2,1,3.60,12,0,0,0,0,0,25.0,23,11,10,4,0,13,17,1.44,.250
Marc M Kroon,SD,0,1,6.35,12,0,0,0,0,0,11.1,14,9,8,2,1,5,12,1.68,.280
Andrew A Lorraine,OAK,3,1,6.37,12,6,0,0,0,0,29.2,45,22,21,2,1,15,18,2.02,.354
Kevin K Millwood,ATL,5,3,4.03,12,8,0,0,0,0,51.1,55,26,23,1,2,21,42,1.48,.282
Terrell T Wade,ATL,2,3,5.36,12,9,0,0,0,0,42.0,60,31,25,6,2,16,35,1.81,.349
Gabe G White,CIN,2,2,4.39,12,6,0,0,1,1,41.0,39,20,20,6,1,8,25,1.15,.253
Miguel M Batista,CHC,0,5,5.70,11,6,0,0,0,0,36.1,36,24,23,4,1,24,27,1.65,.267
Todd T Erdos,SD,2,0,5.27,11,0,0,0,0,0,13.2,17,9,8,1,2,4,13,1.54,.293
Scott S Eyre,CWS,4,4,5.04,11,11,0,0,0,0,60.2,62,36,34,11,1,31,36,1.53,.267
Osvaldo O Fernandez,SF,3,4,4.95,11,11,0,0,0,0,56.1,74,39,31,9,0,15,31,1.58,.314
Greg G Keagle,DET,3,5,6.55,11,10,0,0,0,0,45.1,58,33,33,9,5,18,33,1.68,.309
Tim T Kubinski,OAK,0,0,5.68,11,0,0,0,0,0,12.2,12,9,8,2,1,6,10,1.42,.255
Eric E Ludwick,OAK,1,5,8.51,11,5,0,0,0,0,30.2,44,31,29,8,1,22,21,2.15,.346
Blas B Minor,HOU,1,0,4.50,11,0,0,0,1,1,12.0,13,7,6,1,1,5,6,1.50,.277
Roger R Pavlik,TEX,3,5,4.37,11,11,0,0,0,0,57.2,59,29,28,7,1,31,35,1.56,.267
Matt M Perisho,ANA,0,2,6.00,11,8,0,0,0,0,45.0,59,34,30,6,3,28,35,1.93,.324
Jose J Silva,PIT,2,1,5.94,11,4,0,0,0,0,36.1,52,26,24,4,1,16,30,1.87,.347
Jeff J Wallace,PIT,0,0,0.75,11,0,0,0,0,0,12.0,8,2,1,0,0,8,14,1.33,.200
Jose J Alberro,TEX,0,3,7.94,10,4,0,0,0,0,28.1,37,33,25,4,1,17,11,1.91,.303
Ken K Cloude,SEA,4,2,5.12,10,9,0,0,0,0,51.0,41,32,29,8,3,26,46,1.31,.218
John J Ericks,PIT,1,0,1.93,10,0,0,0,6,6,9.1,7,3,2,1,0,4,6,1.18,.200
Mike M Harkey,LA,1,0,4.30,10,0,0,0,0,0,14.2,12,8,7,3,0,5,6,1.16,.211
Pete P Harnisch,MIL,1,2,7.03,10,8,0,0,0,0,39.2,48,33,31,6,1,23,22,1.79,.300
Wilson W Heredia,TEX,1,0,3.20,10,0,0,0,0,0,19.2,14,9,7,2,0,16,8,1.53,.197
Rick R Krivda,BAL,4,2,6.30,10,10,0,0,0,0,50.0,67,36,35,7,0,18,29,1.70,.328
Joey J Long,SD,0,0,8.18,10,0,0,0,0,0,11.0,17,11,10,1,1,8,8,2.27,.340
Pat P Mahomes,BOS,1,0,8.10,10,0,0,0,0,0,10.0,15,10,9,2,2,10,5,2.50,.366
Angel A Miranda,MIL,0,0,3.86,10,0,0,0,0,0,14.0,17,6,6,1,3,9,8,1.86,.309
Eric E Moody,TEX,0,1,4.26,10,1,0,0,0,0,19.0,26,10,9,4,0,2,12,1.47,.329
Amaury A Telemaco,CHC,0,3,6.16,10,5,0,0,0,0,38.0,47,26,26,4,0,11,29,1.53,.303
Mike M Williams,KC,0,2,6.43,10,0,0,0,1,1,14.0,20,11,10,1,1,8,10,2.00,.333
Mike M Bertotti,CWS,0,0,7.36,9,0,0,0,0,0,3.2,9,3,3,0,0,2,4,3.00,.450
Jeff J Granger,PIT,0,0,18.00,9,0,0,0,0,0,5.0,10,10,10,3,0,8,4,3.60,.417
Mark M Langston,ANA,2,4,5.85,9,9,0,0,0,0,47.2,61,34,31,8,0,29,30,1.89,.316
Dennis D Martinez,SEA,1,5,7.71,9,9,0,0,0,0,49.0,65,46,42,8,7,29,17,1.92,.327
Paul P Menhart,SD,2,3,4.70,9,8,0,0,0,0,44.0,42,23,23,6,0,13,22,1.25,.256
Jose J Paniagua,MON,1,2,12.00,9,3,0,0,0,0,18.0,29,24,24,2,4,16,8,2.50,.372
Yorkis Y Perez,NYM,0,1,8.31,9,0,0,0,0,0,8.2,15,8,8,2,0,4,7,2.19,.375
Tanyon T Sturtze,TEX,1,1,8.27,9,5,0,0,0,0,32.2,45,30,30,6,0,18,18,1.93,.338
Brian B Anderson,CLE,4,2,4.69,8,8,0,0,0,0,48.0,55,28,25,7,0,11,22,1.38,.301
Huck H Flener,TOR,0,1,9.87,8,1,0,0,0,0,17.1,40,19,19,3,0,6,9,2.65,.444
Chris C Haney,KC,1,2,4.38,8,3,0,0,0,0,24.2,29,16,12,1,2,5,16,1.38,.290
Pedro P Martinez,CIN,1,1,9.45,8,0,0,0,0,0,6.2,8,9,7,1,1,7,4,2.25,.286
Jack J Mc Dowell,CLE,3,3,5.09,8,6,0,0,0,0,40.2,44,25,23,6,1,18,38,1.52,.282
Ramon R Morel,CHC,0,0,4.76,8,0,0,0,0,0,11.1,14,6,6,3,0,7,7,1.85,.304
Bobby B Munoz,PHI,1,5,8.91,8,7,0,0,0,0,33.1,47,35,33,4,2,15,20,1.86,.338
Donne D Wall,HOU,2,5,6.26,8,8,0,0,0,0,41.2,53,31,29,8,2,16,25,1.66,.317
Jay J Witasick,OAK,0,0,5.73,8,0,0,0,0,0,11.0,14,7,7,2,0,6,8,1.82,.304
Cory C Bailey,SF,0,1,8.38,7,0,0,0,0,0,9.2,15,9,9,1,0,4,5,1.97,.375
Chris C Brock,ATL,0,0,5.58,7,6,0,0,0,0,30.2,34,23,19,2,0,19,16,1.73,.288
Anthony A Chavez,ANA,0,0,0.93,7,0,0,0,0,0,9.2,7,1,1,1,0,5,10,1.24,.206
Glenn G Dishman,DET,1,2,5.28,7,4,0,0,0,0,29.0,30,18,17,4,2,8,20,1.31,.268
Tom T Fordham,CWS,0,1,6.23,7,1,0,0,0,0,17.1,17,13,12,2,1,10,10,1.56,.266
Kurt K Miller,FLA,0,1,9.82,7,0,0,0,0,0,7.1,12,8,8,2,1,7,7,2.59,.364
Kirt K Ojala,FLA,1,2,3.14,7,5,0,0,0,0,28.2,28,10,10,4,0,18,19,1.60,.252
Mike M Sirotka,CWS,3,0,2.25,7,4,0,0,0,0,32.0,36,9,8,4,1,5,24,1.28,.290
Mitch M Williams,KC,0,1,10.80,7,0,0,0,0,0,6.2,11,8,8,2,0,7,10,2.70,.367
Darrin D Winston,PHI,2,0,5.25,7,1,0,0,0,0,12.0,8,8,7,4,2,3,8,0.92,.178
Steve S Woodard,MIL,3,3,5.15,7,7,0,0,0,0,36.2,39,25,21,5,2,6,32,1.23,.269
Rene R Arocha,SF,0,0,11.32,6,0,0,0,0,0,10.1,17,14,13,2,1,5,7,2.13,.370
Jason J Bere,CWS,4,2,4.71,6,6,0,0,0,0,28.2,20,15,15,4,3,17,21,1.29,.198
Dan D Carlson,SF,0,0,7.63,6,0,0,0,0,0,15.1,20,14,13,5,0,8,14,1.83,.317
Mike M Grace,PHI,3,2,3.46,6,6,1,1,0,0,39.0,32,16,15,3,1,10,26,1.08,.230
Gary G Haught,OAK,0,0,7.15,6,0,0,0,0,0,11.1,12,9,9,3,2,6,11,1.59,.279
Jason J Isringhausen,NYM,2,2,7.58,6,6,0,0,0,0,29.2,40,27,25,3,1,22,25,2.09,.336
Sean S Lowe,STL,0,2,9.35,6,4,0,0,0,0,17.1,27,21,18,2,1,10,8,2.13,.365
Mike M Maddux,SEA,1,0,10.13,6,0,0,0,0,0,10.2,20,12,12,1,1,8,7,2.63,.400
Nerio N Rodriguez,BAL,2,1,4.91,6,2,0,0,0,0,22.0,21,15,12,2,1,8,11,1.32,.250
Bret B Saberhagen,BOS,0,1,6.58,6,6,0,0,0,0,26.0,30,20,19,5,2,10,14,1.54,.288
Dan D Serafini,MIN,2,1,3.42,6,4,1,0,0,0,26.1,27,11,10,1,0,11,15,1.44,.273
Mark M Thompson,COL,3,3,7.89,6,6,0,0,0,0,29.2,40,27,26,8,4,13,9,1.79,.323
Willie W Banks,NYY,3,0,1.93,5,1,0,0,0,0,14.0,9,3,3,0,1,6,8,1.07,.188
Shane S Bowers,MIN,0,3,8.05,5,5,0,0,0,0,19.0,27,20,17,2,1,8,7,1.84,.329
Robinson R Checo,BOS,1,1,3.38,5,2,0,0,0,0,13.1,12,5,5,0,0,3,14,1.13,.235
Chris C Clemons,CWS,0,2,8.53,5,2,0,0,0,0,12.2,19,13,12,4,1,11,8,2.37,.345
Rocky R Coppinger,BAL,1,1,6.30,5,4,0,0,0,0,20.0,21,14,14,2,1,16,22,1.85,.273
Steve S Falteisek,MON,0,0,3.38,5,0,0,0,0,0,8.0,8,4,3,0,1,3,2,1.38,.286
Jamie J Mc Andrew,MIL,1,1,8.38,5,4,0,0,0,0,19.1,24,19,18,1,2,23,8,2.43,.304
Mike M Misuraca,MIL,0,0,11.32,5,0,0,0,0,0,10.1,15,13,13,5,0,7,10,2.13,.333
Rodney R Myers,CHC,0,0,6.00,5,1,0,0,0,0,9.0,12,6,6,1,1,7,6,2.11,.333
Larry L Thomas,CWS,0,0,8.10,5,0,0,0,0,0,3.1,3,3,3,1,0,2,0,1.50,.250
Mike M Thurman,MON,1,0,5.40,5,2,0,0,0,0,11.2,8,9,7,3,1,4,8,1.03,.186
Scott S Winchester,CIN,0,0,6.00,5,0,0,0,0,0,6.0,9,5,4,1,1,2,3,1.83,.360
