PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
Edgar E Diaz S,MIL,86,218,27,59,2,2,0,14,21,32,3,2,.271,.338,.298,.636
Mickey M Hatcher,LA,85,132,12,28,3,1,0,13,6,22,0,0,.212,.248,.250,.498
Eric E Anthony R,HOU,84,239,26,46,8,0,10,29,29,78,5,0,.192,.279,.351,.630
Dave D Clark,CHC,84,171,22,47,4,2,5,20,8,40,7,1,.275,.304,.409,.713
Glenallen G Hill R,TOR,84,260,47,60,11,3,12,32,18,62,8,3,.231,.281,.435,.715
Don D Slaught,PIT,84,230,27,69,18,3,4,29,27,27,0,1,.300,.375,.457,.832
Andres A Thomas S,ATL,84,278,26,61,8,0,5,30,11,43,2,1,.219,.248,.302,.550
Herm H Winningham C,CIN,84,160,20,41,8,5,3,17,14,31,6,4,.256,.314,.425,.739
Wally W Joyner,CAL,83,310,35,83,15,0,8,41,41,34,2,1,.268,.350,.394,.744
Mike M Marshall D,BOS,83,275,34,71,14,2,10,39,11,66,0,2,.258,.294,.433,.726
Carmelo C Martinez,PIT,83,217,26,52,9,0,10,35,30,42,2,1,.240,.332,.419,.751
Luis L Quinones,CIN,83,145,10,35,7,0,2,17,13,29,1,0,.241,.301,.331,.632
Juan J Agosto,HOU,82,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Mark M Carreon C,NYM,82,188,30,47,12,0,10,26,15,29,1,0,.250,.312,.473,.786
Tom T O' Malley,NYM,82,121,14,27,7,0,3,14,11,20,0,0,.223,.286,.355,.641
Frank F White,KC,82,241,20,52,14,1,2,21,10,32,1,0,.216,.253,.307,.560
Junior J Noboa,MON,81,158,15,42,7,2,0,14,7,14,4,1,.266,.294,.335,.630
Omar O Vizquel S,SEA,81,255,19,63,3,2,2,18,18,22,4,1,.247,.295,.298,.593
Tim T Teufel,NYM,80,175,28,43,11,0,10,24,15,33,0,0,.246,.304,.480,.784
Sam S Horn D,BAL,79,246,30,61,13,0,14,45,32,62,0,0,.248,.332,.472,.804
Kevin K Maas,NYY,79,254,42,64,9,0,21,41,43,76,1,2,.252,.367,.535,.902
Rick R Leach,SF,78,174,24,51,13,0,2,16,21,20,0,2,.293,.372,.402,.775
Denny D Walling,STL,78,127,7,28,5,0,1,19,8,15,0,0,.220,.265,.283,.548
Ken K Oberkfell,HOU,77,150,10,31,6,1,1,12,15,17,1,1,.207,.281,.280,.561
Curtis C Wilkerson,CHC,77,186,21,41,5,1,0,16,7,36,2,2,.220,.249,.258,.507
Tracy T Jones L,SEA,75,204,23,53,8,1,6,24,9,25,1,2,.260,.307,.397,.704
Paul P Assenmacher,CHC,74,8,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
Steve S Jeltz,KC,74,103,11,16,4,0,0,10,6,21,1,1,.155,.200,.194,.394
Charlie C O' Brien,NYM,74,213,17,38,10,2,0,20,21,34,0,0,.178,.259,.244,.504
Mark M Salas,DET,74,164,18,38,3,0,9,24,21,28,0,0,.232,.323,.415,.737
Rod R Booker S,PHI,73,131,19,29,5,2,0,10,15,26,3,1,.221,.301,.290,.591
Randy R Bush,MIN,73,181,17,44,8,0,6,18,21,27,0,3,.243,.338,.387,.725
Tom T Foley S,MON,73,164,11,35,2,1,0,12,12,22,0,1,.213,.266,.238,.503
Greg G Harris,SD,73,12,1,1,0,1,0,0,0,8,0,0,.083,.083,.250,.333
Wayne W Tolleson S,NYY,73,74,12,11,1,1,0,4,6,21,1,0,.149,.210,.189,.399
Dave D Hollins,PHI,72,114,14,21,0,0,5,15,10,28,0,0,.184,.252,.316,.568
Roger R Mc Dowell,PHI,72,2,1,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Jeff J Reed,CIN,72,175,12,44,8,1,3,16,24,26,0,0,.251,.340,.360,.700
Darrel D Akerfelds,PHI,71,6,0,1,0,0,0,0,0,3,0,0,.167,.167,.167,.333
Junior J Ortiz,MIN,71,170,18,57,7,1,0,18,12,16,0,4,.335,.384,.388,.772
Kevin K Romine R,BOS,70,136,21,37,7,0,2,14,12,27,4,0,.272,.331,.368,.699
Fred F Manrique,MIN,69,228,22,54,10,0,5,29,4,35,2,0,.237,.254,.346,.601
Tom T Pagnozzi,STL,69,220,20,61,15,0,2,23,14,37,1,1,.277,.321,.373,.693
Steve S Bedrosian,SF,68,4,0,2,0,0,0,1,0,1,0,0,.500,.500,.500,1.000
Rob R Dibble,CIN,68,7,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Dave D Gallagher L,BAL,68,126,12,32,4,1,0,7,7,12,1,2,.254,.296,.302,.598
Ron R Karkovice,CWS,68,183,30,45,10,0,6,20,16,52,2,0,.246,.308,.399,.707
John J Russell,TEX,68,128,16,35,4,0,2,8,11,41,1,0,.273,.331,.352,.682
Joe J Boever,PHI,67,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Scott S Coolbaugh,TEX,67,180,21,36,6,0,2,13,15,47,1,0,.200,.264,.267,.531
Rene R Gonzales,BAL,67,103,13,22,3,1,1,12,12,14,1,2,.214,.296,.291,.587
Ken K Griffey L,SEA,67,140,19,42,4,0,4,26,12,8,2,1,.300,.353,.414,.767
Tim T Jones S,STL,67,128,9,28,7,1,1,12,12,20,3,4,.219,.291,.313,.603
Jeff J Parrett,ATL,67,11,0,1,0,0,0,1,0,4,0,0,.091,.091,.091,.182
Scott S Ruskin,MON,67,8,1,2,1,1,0,1,0,5,0,0,.250,.250,.625,.875
Lee L Stevens,CAL,67,248,28,53,10,0,7,32,22,75,1,1,.214,.275,.339,.613
Ernie E Whitt,ATL,67,180,14,31,8,0,2,10,23,27,0,2,.172,.265,.250,.515
Sil S Campusano C,PHI,66,85,10,18,1,1,2,9,6,16,1,0,.212,.269,.318,.586
Tim T Crews,LA,66,7,0,0,0,0,0,1,0,5,0,0,.000,.000,.000,.000
Travis T Fryman,DET,66,232,32,69,11,1,9,27,17,51,3,3,.297,.348,.470,.818
Randy R Myers,CIN,66,4,0,1,0,0,0,1,0,2,0,0,.250,.250,.250,.500
Oscar O Azocar L,NYY,65,214,18,53,8,0,5,19,2,15,7,0,.248,.257,.355,.612
Mark M Parent,SD,65,189,13,42,11,0,3,16,16,29,1,0,.222,.283,.328,.611
Tom T Brookens,CLE,64,154,18,41,7,2,1,20,14,25,0,0,.266,.322,.357,.679
Carmen C Castillo,MIN,64,137,11,30,4,0,0,12,3,23,0,1,.219,.239,.248,.488
Doug D Jennings L,OAK,64,156,19,30,7,2,2,14,17,48,0,3,.192,.275,.301,.577
Ron R Oester,CIN,64,154,10,46,10,1,0,13,10,29,1,2,.299,.339,.377,.716
Kevin K Reimer,TEX,64,100,5,26,9,1,2,15,10,22,0,1,.260,.333,.430,.763
Francisco F Cabrera,ATL,63,137,14,38,5,1,7,25,5,21,1,0,.277,.301,.482,.782
Alex A Cole C,CLE,63,227,43,68,5,4,0,13,28,38,40,9,.300,.379,.357,.736
Randy R Kutcher,BOS,63,74,18,17,4,1,1,5,13,18,3,3,.230,.345,.351,.696
Marty M Barrett,BOS,62,159,15,36,4,0,0,13,15,13,4,0,.226,.294,.252,.545
Mike M Brumley S,SEA,62,147,19,33,5,4,0,7,10,22,2,0,.224,.272,.313,.585
Rick R Dempsey,LA,62,128,13,25,5,0,2,15,23,29,1,0,.195,.318,.281,.599
Frank F Di Pino,STL,62,4,0,1,1,0,0,0,0,2,0,0,.250,.250,.500,.750
Gary G Green S,TEX,62,88,10,19,3,0,0,8,6,18,1,1,.216,.263,.250,.513
Kevin K Bass R,SF,61,213,25,54,9,1,7,32,14,25,2,2,.254,.304,.404,.708
Rick R Schu,CAL,61,157,19,42,8,0,6,14,11,25,0,0,.268,.314,.433,.747
Dave D Anderson S,SF,60,100,14,35,5,1,1,6,3,20,1,2,.350,.369,.450,.819
Frank F Thomas,CWS,60,191,39,63,11,3,7,31,44,54,0,1,.330,.454,.529,.983
Don D Carman,PHI,59,11,0,3,0,0,0,0,0,4,0,0,.273,.273,.273,.546
Mark M Grant,ATL,59,6,2,2,0,0,0,1,1,2,0,0,.333,.500,.333,.833
Craig C Grebeck,CWS,59,119,7,20,3,1,1,9,8,24,0,0,.168,.227,.235,.463
Stan S Jefferson L,CLE,59,117,22,27,8,0,2,10,10,26,9,4,.231,.295,.350,.646
Dave D Rohde,HOU,59,98,8,18,4,0,0,5,9,20,0,0,.184,.283,.224,.508
Bill B Sampen,MON,59,8,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000
Nelson N Santovenia,MON,59,163,13,31,3,1,6,28,8,31,0,3,.190,.222,.331,.553
Mitch M Williams,CHC,59,5,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Tim T Burke,MON,58,6,1,1,0,0,0,0,1,3,0,0,.167,.286,.167,.452
John J Cangelosi,PIT,58,76,13,15,2,0,0,1,11,12,7,2,.197,.307,.224,.530
Ken K Dayley,STL,58,6,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
Darrin D Jackson C,SD,58,113,10,29,3,0,3,9,5,24,3,0,.257,.286,.363,.648
Alex A Trevino,CIN,58,86,3,19,5,0,1,13,7,11,0,1,.221,.293,.314,.607
Norm N Charlton,CIN,57,37,4,5,0,0,0,0,3,21,0,0,.135,.238,.135,.373
Mark M Davidson R,HOU,57,130,12,38,5,1,1,11,10,18,0,3,.292,.340,.369,.710
Rance R Mulliniks,TOR,57,97,11,28,4,0,2,16,22,19,2,1,.289,.417,.392,.808
Deion D Sanders L,NYY,57,133,24,21,2,2,3,9,13,27,8,2,.158,.236,.271,.507
Jim J Vatcher,ATL,57,73,7,19,2,1,1,7,5,15,0,0,.260,.308,.356,.664
Gerald G Young C,HOU,57,154,15,27,4,1,1,4,20,23,6,3,.175,.269,.234,.502
Craig C Lefferts,SD,56,4,1,1,0,0,0,1,0,2,0,0,.250,.250,.250,.500
Ken K Phelps,CLE,56,120,10,18,2,0,1,6,22,21,1,0,.150,.280,.192,.471
Jamie J Quirk,OAK,56,121,12,34,5,1,3,26,14,34,0,0,.281,.353,.413,.766
Stan S Belinda,PIT,55,5,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
Jeff J Brantley,SF,55,7,1,2,1,0,0,2,0,1,0,0,.286,.286,.429,.714
John J Franco,NYM,55,5,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Les L Lancaster,CHC,55,20,1,1,0,0,0,0,3,11,0,0,.050,.174,.050,.224
Tim T Layana,CIN,55,5,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Bob B Patterson,PIT,55,19,0,1,0,0,0,0,0,6,0,0,.053,.053,.053,.105
Jeff J Schaefer,SEA,55,107,11,22,3,0,0,6,3,11,4,1,.206,.239,.234,.473
Craig C Wilson,STL,55,121,13,30,2,0,0,7,8,14,0,2,.248,.290,.264,.554
Brad B Komminsk R,BAL,54,106,20,25,4,0,3,8,15,31,1,1,.236,.341,.358,.700
Bill B Landrum,PIT,54,9,2,1,1,0,0,0,0,5,0,0,.111,.111,.222,.333
Rick R Parker,SF,54,107,19,26,5,0,2,14,10,15,6,1,.243,.314,.346,.659
Jerald J Clark,SD,53,101,12,27,4,1,5,11,5,24,0,0,.267,.299,.475,.774
Tim T Hulett,BAL,53,153,16,39,7,1,3,16,15,41,1,0,.255,.321,.373,.694
Lloyd L Mc Clendon,PIT,53,110,6,18,3,0,2,12,14,22,1,0,.164,.256,.245,.502
Lee L Smith,STL,53,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Bill B Bathe,SF,52,48,3,11,0,1,3,12,7,12,0,0,.229,.321,.458,.780
Tony T Castillo,ATL,52,7,1,1,0,0,0,0,1,5,0,0,.143,.250,.143,.393
Danny D Darwin,HOU,52,38,5,5,1,1,0,3,2,21,0,0,.132,.175,.211,.386
Cecil C Espy,TEX,52,71,10,9,0,0,0,1,10,20,11,5,.127,.235,.127,.361
Jerry J Goff,MON,52,119,14,27,1,0,3,7,21,36,0,2,.227,.343,.311,.654
Tom T Niedenfuer,STL,52,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Alejandro A Pena,NYM,52,6,2,1,0,0,0,1,1,3,0,0,.167,.286,.167,.452
Hector H Villanueva,CHC,52,114,14,31,4,1,7,18,4,27,1,0,.272,.308,.509,.817
Jay J Buhner R,SEA,51,163,16,45,12,0,7,33,17,50,2,2,.276,.357,.479,.835
Joey J Cora S,SD,51,100,12,27,3,0,0,2,6,9,8,3,.270,.311,.300,.611
Steve S Frey,MON,51,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Dan D Schatzeder,NYM,51,4,1,1,0,0,0,0,0,2,0,0,.250,.250,.250,.500
Larry L Andersen,HOU,50,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Rich R Gedman,HOU,50,119,7,24,7,0,1,10,20,30,0,0,.202,.319,.286,.605
Jim J Gott,LA,50,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Orlando O Mercado,MON,50,98,10,21,1,0,3,7,8,12,0,0,.214,.287,.316,.603
Scott S Terry,STL,50,11,2,5,1,0,0,0,0,3,0,0,.455,.455,.545,1.000
Kent K Anderson S,CAL,49,143,16,44,6,1,1,5,13,19,0,2,.308,.369,.385,.754
Rick R Cerone,NYY,49,139,12,42,6,0,2,11,5,13,0,0,.302,.324,.388,.713
Joel J Skinner,CLE,49,139,16,35,4,1,2,16,7,44,0,0,.252,.288,.338,.626
Dave D Smith,HOU,49,2,0,0,0,0,0,0,1,1,0,0,.000,.333,.000,.333
Mike M Blowers,NYY,48,144,16,27,4,0,5,21,12,50,1,0,.188,.255,.319,.574
Dennis D Cook,LA,48,49,8,15,1,0,1,4,0,4,0,0,.306,.306,.388,.694
Dale D Sveum,MIL,48,117,15,23,7,0,1,12,12,30,0,1,.197,.278,.282,.560
Rafael R Belliard,PIT,47,54,10,11,3,0,0,6,5,13,1,2,.204,.283,.259,.543
Wallace W Johnson,MON,47,49,6,8,1,0,1,5,7,6,1,0,.163,.281,.245,.526
Brian B Mc Rae C,KC,46,168,21,48,8,3,2,23,9,29,4,3,.286,.318,.405,.723
Rolando R Roomes,MON,46,75,6,17,0,1,2,8,1,26,0,2,.227,.237,.333,.570
Gary G Varsho,CHC,46,48,10,12,4,0,0,1,1,6,2,0,.250,.265,.333,.599
Brian B Giles S,SEA,45,95,15,22,6,0,4,11,15,24,2,1,.232,.336,.421,.757
Jay J Howell,LA,45,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Scott S Lusader R,DET,45,87,13,21,2,0,2,16,12,8,0,0,.241,.324,.333,.657
Claudell C Washington L,NYY,45,114,7,19,2,1,1,9,4,25,4,1,.167,.193,.228,.421
Steve S Wilson,CHC,45,37,3,6,1,0,0,3,3,11,0,0,.162,.225,.189,.414
Keith K Hernandez,CLE,43,130,7,26,2,0,1,8,14,17,0,0,.200,.283,.238,.521
Mark M Thurmond,SF,43,5,0,0,0,0,0,1,0,4,0,0,.000,.000,.000,.000
Scott S Garrelts,SF,42,66,5,4,1,0,0,0,1,28,1,0,.061,.088,.076,.164
Drew D Hall,MON,42,4,0,0,0,0,0,1,0,4,0,0,.000,.000,.000,.000
Bill B Long,CHC,42,5,0,0,0,0,0,0,1,4,0,0,.000,.167,.000,.167
Calvin C Schiraldi,SD,42,21,2,4,2,0,1,1,1,6,0,0,.190,.227,.429,.656
Danny D Heep,BOS,41,69,3,12,1,1,0,8,7,14,0,0,.174,.256,.217,.474
Bob B Kipper,PIT,41,7,0,1,0,0,0,0,0,2,0,0,.143,.143,.143,.286
Rey R Palacios,KC,41,56,8,13,3,0,2,9,5,24,2,2,.232,.295,.393,.688
Paul P Sorrento D,MIN,41,121,11,25,4,1,5,13,12,31,1,1,.207,.281,.380,.662
Bob B Boone,KC,40,117,11,28,3,0,0,9,17,12,1,1,.239,.336,.265,.601
Ted T Power,PIT,40,8,0,1,1,0,0,0,0,5,0,0,.125,.125,.250,.375
David D Segui,BAL,40,123,14,30,7,0,2,15,11,15,0,0,.244,.311,.350,.661
Ray R Lankford C,STL,39,126,12,36,10,1,3,12,13,27,8,2,.286,.353,.452,.805
Eric E Show,SD,39,25,3,5,1,0,0,2,0,8,0,0,.200,.200,.240,.440
Tom T Browning,CIN,38,75,6,7,2,0,0,4,2,29,0,0,.093,.117,.120,.237
Bob B Ojeda,NYM,38,30,2,4,1,0,0,0,0,11,0,0,.133,.133,.167,.300
Karl K Rhodes L,HOU,38,86,12,21,6,1,1,3,13,12,4,1,.244,.340,.372,.712
John J Smoltz,ATL,38,74,7,12,2,0,0,4,6,32,1,0,.162,.225,.189,.414
Wally W Whitehurst,NYM,38,8,0,2,0,0,0,0,0,0,0,0,.250,.250,.250,.500
Jim J Dwyer,MIN,37,63,7,12,0,0,1,5,12,7,0,0,.190,.320,.238,.558
Terry T Puhl,HOU,37,41,5,12,1,0,0,8,5,7,1,2,.293,.375,.317,.692
Jose J Vizcaino,LA,37,51,3,14,1,1,0,2,4,8,1,1,.275,.327,.333,.661
Mike M Bell,ATL,36,45,8,11,5,1,1,5,2,9,0,1,.244,.292,.467,.758
Mike M Bielecki,CHC,36,43,3,7,0,0,0,1,2,20,0,0,.163,.200,.163,.363
Todd T Hundley,NYM,36,67,8,14,6,0,0,2,6,18,0,0,.209,.274,.299,.572
Rick R Luecken,ATL,36,3,1,1,1,0,0,0,0,1,0,0,.333,.333,.667,1.000
Kent K Mercker,ATL,36,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Dwight D Gooden,NYM,35,75,4,14,1,1,1,9,2,15,0,0,.187,.225,.267,.492
Xavier X Hernandez,HOU,35,3,1,1,0,0,0,0,0,1,0,0,.333,.333,.333,.667
Greg G Maddux,CHC,35,83,1,12,0,0,0,3,2,25,0,0,.145,.165,.145,.309
Rick R Mahler,CIN,35,35,1,4,1,0,0,2,1,4,0,0,.114,.135,.143,.278
Fernando F Valenzuela,LA,35,69,8,21,5,0,1,11,1,12,0,0,.304,.310,.420,.730
Frank F Viola,NYM,35,85,4,13,0,0,0,4,0,20,0,0,.153,.153,.153,.306
Ron R Darling,NYM,34,31,2,4,0,0,0,2,3,12,0,0,.129,.206,.129,.335
Jim J Deshaies,HOU,34,63,1,4,0,0,0,3,2,33,0,0,.063,.092,.063,.156
Tom T Glavine,ATL,34,62,5,7,2,0,0,4,8,24,0,0,.113,.211,.145,.356
Atlee A Hammaker,SD,34,19,2,2,0,0,0,0,1,6,0,0,.105,.150,.105,.255
Dwayne D Henry,ATL,34,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Dale D Mohorcic,MON,34,8,0,1,0,0,0,0,0,1,0,0,.125,.125,.125,.250
Dave D Schmidt,MON,34,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Zane Z Smith,PIT,34,68,1,11,3,1,0,2,1,16,0,0,.162,.174,.235,.409
John J Burkett,SF,33,63,1,3,0,0,0,3,5,35,0,0,.048,.118,.048,.165
Jim J Clancy,HOU,33,14,1,3,0,0,0,2,0,4,0,0,.214,.214,.214,.429
Marty M Clary,ATL,33,28,0,0,0,0,0,0,1,10,0,0,.000,.034,.000,.034
Doug D Drabek,PIT,33,84,8,18,2,0,1,6,4,25,0,0,.214,.258,.274,.532
Joe J Hesketh,ATL,33,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Bruce B Hurst,SD,33,67,2,6,0,0,0,1,4,43,0,0,.090,.141,.090,.230
Ramon R Martinez,LA,33,80,2,10,0,0,0,6,1,32,0,0,.125,.145,.125,.270
Mike M Morgan,LA,33,71,2,8,0,0,0,2,2,25,0,0,.113,.137,.113,.250
Terry T Mulholland,PHI,33,62,2,6,1,0,0,2,1,30,0,1,.097,.111,.113,.224
Francisco F Oliveras,SF,33,5,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000
Dennis D Rasmussen,SD,33,62,8,18,2,0,0,8,2,18,0,0,.290,.308,.323,.630
Luis L Sojo,TOR,33,80,14,18,3,0,1,9,5,5,1,1,.225,.271,.300,.571
Mark M Whiten R,TOR,33,88,12,24,1,1,2,7,7,14,2,0,.273,.323,.375,.698
Ed E Whitson,SD,33,67,6,10,1,0,1,4,2,16,0,0,.149,.174,.209,.383
Don D Aase,LA,32,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Andy A Benes,SD,32,60,2,6,1,0,0,2,2,25,0,0,.100,.127,.117,.244
Pat P Combs,PHI,32,60,6,9,2,0,0,2,3,24,0,0,.150,.190,.183,.374
David D Cone,NYM,32,70,7,14,1,0,0,5,5,12,0,0,.200,.253,.214,.468
Jose J De Leon,STL,32,56,1,6,0,1,0,3,1,23,0,0,.107,.123,.143,.266
Kevin K Gross,MON,32,50,3,10,4,0,1,4,2,21,0,0,.200,.231,.340,.571
Bill B Gullickson,HOU,32,57,2,9,0,0,1,5,4,14,0,0,.158,.210,.211,.420
Mike M Hartley,LA,32,13,1,1,0,0,0,0,0,8,0,0,.077,.077,.077,.154
Neal N Heaton,PIT,32,43,3,2,0,0,0,1,4,13,1,0,.047,.128,.047,.174
Ricky R Horton,STL,32,4,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Dennis D Martinez,MON,32,68,0,7,1,0,0,6,1,25,0,0,.103,.129,.118,.246
John J Marzano,BOS,32,83,8,20,4,0,0,6,5,10,0,1,.241,.281,.289,.570
Rodney R Mc Cray,CWS,32,6,8,0,0,0,0,0,1,4,6,0,.000,.143,.000,.143
Carl C Nichols,HOU,32,49,7,10,3,0,0,11,8,11,0,0,.204,.317,.265,.582
Mark M Portugal,HOU,32,66,2,9,0,0,0,5,1,8,0,0,.136,.149,.136,.286
Rich R Rodriguez,SD,32,3,1,0,0,0,0,0,1,1,0,0,.000,.250,.000,.250
Ed E Romero,DET,32,70,8,16,3,0,0,4,6,4,0,0,.229,.286,.271,.557
Bruce B Ruffin,PHI,32,44,3,3,0,0,0,0,3,9,0,0,.068,.128,.068,.196
Mike M Scott,HOU,32,54,0,7,0,0,0,1,4,22,1,0,.130,.190,.130,.319
Terry T Shumpert,KC,32,91,7,25,6,1,0,8,2,17,3,3,.275,.292,.363,.654
Oil Can O Boyd,MON,31,59,1,3,0,0,0,0,0,20,0,0,.051,.051,.051,.102
Joe J Magrane,STL,31,55,3,7,2,0,0,0,3,19,0,0,.127,.172,.164,.336
John J Orton,CAL,31,84,8,16,5,0,1,6,5,31,0,1,.190,.244,.286,.530
Jeff J Pico,CHC,31,22,2,6,1,0,0,1,3,5,0,0,.273,.360,.318,.678
Don D Robinson,SF,31,63,4,9,1,0,2,7,0,17,0,0,.143,.143,.254,.397
Thad T Bosley,TEX,30,28,3,4,0,0,1,3,4,6,1,0,.143,.250,.250,.500
Sid S Fernandez,NYM,30,58,3,11,1,0,0,4,0,22,0,0,.190,.190,.207,.397
Charlie C Kerfeld,ATL,30,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jeff J Manto,CLE,30,76,12,17,5,1,2,14,21,18,0,1,.224,.392,.395,.786
Louie L Meadows,PHI,30,28,4,3,0,0,0,0,3,6,0,0,.107,.194,.107,.301
Javier J Ortiz L,HOU,30,77,7,21,5,1,1,10,12,11,1,1,.273,.367,.403,.769
Jeff J Schulz R,KC,30,66,5,17,5,1,0,6,6,13,0,0,.258,.319,.364,.683
Matt M Sinatro,SEA,30,50,2,15,1,0,0,4,4,10,1,0,.300,.352,.320,.672
Jack J Armstrong,CIN,29,47,2,5,0,0,0,3,0,21,0,0,.106,.143,.106,.249
Tim T Birtsas,CIN,29,4,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jimmy J Kremers,ATL,29,73,7,8,1,1,1,2,6,27,0,0,.110,.177,.192,.369
Steve S Lake,PHI,29,80,4,20,2,0,0,6,3,12,0,0,.250,.286,.275,.561
Derek D Lilliquist,SD,29,43,6,11,0,0,2,3,1,8,0,0,.256,.273,.395,.668
Jeff J Mc Knight,BAL,29,75,11,15,2,0,1,4,5,17,0,0,.200,.259,.267,.526
Jose J Offerman S,LA,29,58,7,9,0,0,1,7,4,14,1,0,.155,.210,.207,.417
Jose J Rijo,CIN,29,62,3,10,1,0,0,2,2,10,1,0,.161,.188,.177,.365
Ray R Searage,LA,29,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Mark M Mc Lemore,CLE,28,60,6,9,2,0,0,2,4,15,1,0,.150,.203,.183,.386
Jeff J Musselman,NYM,28,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Bob B Tewksbury,STL,28,41,2,7,1,0,0,2,4,18,0,0,.171,.244,.195,.440
Mark M Gardner,MON,27,44,2,5,1,1,0,1,0,23,0,0,.114,.114,.182,.296
Mike M Harkey,CHC,27,56,4,14,4,0,0,4,1,16,0,0,.250,.276,.321,.597
Barry B Lyons,LA,27,85,9,20,0,0,3,9,2,10,0,0,.235,.261,.341,.602
Julio J Machado,NYM,27,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Billy Jo B Robidoux,BOS,27,44,3,8,4,0,1,4,6,14,0,0,.182,.288,.341,.629
Trevor T Wilson,SF,27,29,2,4,0,0,0,0,2,10,0,0,.138,.194,.138,.332
Tom T Lampkin,SD,26,63,4,14,0,1,1,4,4,9,0,1,.222,.269,.302,.570
Randy R O' Neal,SF,26,6,0,1,0,0,0,0,0,3,0,0,.167,.167,.167,.333
Darren D Reed,NYM,26,39,5,8,4,1,1,2,3,11,1,0,.205,.262,.436,.698
John J Smiley,PIT,26,49,1,6,0,0,0,3,3,15,0,0,.122,.173,.122,.296
Bryn B Smith,STL,26,39,2,10,1,0,1,7,1,9,0,0,.256,.275,.359,.634
Bob B Walk,PIT,26,37,3,6,1,0,0,4,1,13,0,0,.162,.205,.189,.394
Mike M Bordick,OAK,25,14,0,1,0,0,0,0,1,4,0,0,.071,.133,.071,.205
Marvin M Freeman,ATL,25,7,0,0,0,0,0,0,0,6,0,0,.000,.000,.000,.000
Juan J Gonzalez C,TEX,25,90,11,26,7,1,4,12,2,18,0,1,.289,.316,.522,.838
Darren D Lewis C,OAK,25,35,4,8,0,0,0,1,7,4,2,0,.229,.372,.229,.601
Orlando O Merced,PIT,25,24,3,5,1,0,0,0,1,9,0,0,.208,.240,.250,.490
Mickey M Morandini,PHI,25,79,9,19,4,0,1,3,6,19,3,0,.241,.294,.329,.623
John J Tudor,STL,25,46,3,7,2,0,0,3,2,19,0,0,.152,.188,.196,.383
Tim T Belcher,LA,24,43,5,7,1,0,0,1,0,15,0,0,.163,.200,.186,.386
Ron R Jones L,PHI,24,58,5,16,2,0,3,7,9,9,0,1,.276,.373,.466,.839
Charlie C Leibrandt,ATL,24,50,2,9,0,0,0,3,3,11,0,0,.180,.226,.180,.406
Tino T Martinez,SEA,24,68,4,15,4,0,0,5,9,9,0,0,.221,.308,.279,.587
Tim T Naehring S,BOS,24,85,10,23,6,0,2,12,8,15,0,0,.271,.333,.412,.745
Chris C Hoiles,BAL,23,63,7,12,3,0,1,6,5,12,0,0,.190,.250,.286,.536
Danny D Jackson,CIN,23,37,1,2,0,1,0,0,0,21,0,0,.054,.054,.108,.162
Mike M Laga,SF,23,27,4,5,1,0,2,4,1,7,0,0,.185,.241,.444,.686
Hensley H Meulens L,NYY,23,83,12,20,7,0,3,10,9,25,1,0,.241,.337,.434,.771
Mel M Rojas,MON,23,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Gary G Thurman R,KC,23,60,5,14,3,0,0,3,2,12,1,1,.233,.258,.283,.541
Doug D Bair,PIT,22,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
