PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
Mookie M Wilson L,TOR,86,241,26,58,12,4,2,28,8,35,11,3,.241,.277,.349,.626
Glenn G Braggs L,CIN,85,250,36,65,10,0,11,39,23,46,11,3,.260,.323,.432,.755
Mark M Davidson L,HOU,85,142,10,27,6,0,2,15,12,28,0,0,.190,.263,.275,.538
Brent B Mayne,KC,85,231,22,58,8,0,3,31,23,42,2,4,.251,.315,.325,.640
Lloyd L Mc Clendon,PIT,85,163,24,47,7,0,7,24,18,23,2,1,.288,.366,.460,.826
John J Morris,PHI,85,127,15,28,2,1,1,6,12,25,2,0,.220,.293,.276,.568
Kevin K Seitzer,KC,85,234,28,62,11,3,1,25,29,21,4,1,.265,.350,.350,.700
Curtis C Wilkerson,PIT,85,191,20,36,9,1,2,18,15,40,2,1,.188,.243,.277,.520
Bernie B Williams C,NYY,85,320,43,76,19,4,3,34,48,57,10,5,.238,.336,.350,.686
Jesse J Barfield R,NYY,84,284,37,64,12,0,17,48,36,80,1,0,.225,.312,.447,.759
Mark M Lewis,CLE,84,314,29,83,15,1,0,30,15,45,2,2,.264,.293,.318,.612
Mike M Macfarlane,KC,84,267,34,74,18,2,13,41,17,52,1,0,.277,.330,.506,.836
Jeff J Schaefer S,SEA,84,164,19,41,7,1,1,11,5,25,3,1,.250,.272,.323,.595
Scott S Bradley,SEA,83,172,10,35,7,0,0,11,19,19,0,0,.203,.280,.244,.524
Gilberto G Reyes,MON,83,207,11,45,9,0,0,13,19,51,2,4,.217,.285,.261,.546
Pat P Tabler,TOR,82,185,20,40,5,1,1,21,29,21,0,0,.216,.318,.270,.588
Max M Venable R,CAL,82,187,24,46,8,2,3,21,11,30,2,1,.246,.292,.358,.650
Bernard B Gilkey L,STL,81,268,28,58,7,2,5,20,39,33,14,8,.216,.316,.313,.630
Dean D Palmer,TEX,81,268,38,50,9,2,15,37,32,98,0,2,.187,.281,.403,.684
Matt M Merullo,CWS,80,140,8,32,1,0,5,21,9,18,0,0,.229,.268,.343,.611
Gary G Thurman L,KC,80,184,24,51,9,0,2,13,11,42,15,5,.277,.320,.359,.678
Randy R Velarde,NYY,80,184,19,45,11,1,1,15,18,43,3,1,.245,.322,.332,.654
Steve S Decker,SF,79,233,11,48,7,1,5,24,16,44,0,1,.206,.262,.309,.571
Tim T Hulett,BAL,79,206,29,42,9,0,7,18,13,49,0,1,.204,.255,.350,.604
Tracy T Jones L,SEA,79,175,30,44,8,1,3,24,18,22,2,0,.251,.321,.360,.681
Bob B Melvin,BAL,79,228,11,57,10,0,1,23,11,46,0,0,.250,.279,.307,.586
Eric E Yelding S,HOU,78,276,19,67,11,1,1,20,13,46,11,9,.243,.276,.301,.577
Von V Hayes C,PHI,77,284,43,64,15,1,0,21,31,42,9,2,.225,.303,.285,.589
Donnie D Hill,CAL,77,209,36,50,8,1,1,20,30,21,1,0,.239,.335,.301,.636
Barry B Jones,MON,77,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Don D Slaught,PIT,77,220,19,65,17,1,1,29,21,32,1,0,.295,.363,.395,.759
Jamie J Quirk,OAK,76,203,16,53,4,0,1,17,16,28,0,3,.261,.321,.296,.617
Randy R Ready,PHI,76,205,32,51,10,1,1,20,47,25,2,1,.249,.385,.322,.707
Paul P Assenmacher,CHC,75,4,1,1,0,0,0,0,1,1,0,0,.250,.400,.250,.650
Skeeter S Barnes,DET,75,159,28,46,13,2,5,17,9,24,10,7,.289,.325,.491,.816
Ron R Karkovice,CWS,75,167,25,41,13,0,5,22,15,42,0,0,.246,.310,.413,.723
Vance V Law,OAK,74,134,11,28,7,1,0,9,18,27,0,0,.209,.303,.276,.579
Lloyd L Moseby,DET,74,260,37,68,15,1,6,35,21,43,8,1,.262,.321,.396,.717
Mike M Stanton,ATL,74,6,0,3,1,0,0,1,1,1,0,0,.500,.571,.667,1.238
Mo M Vaughn,BOS,74,219,21,57,12,0,4,32,26,43,2,1,.260,.339,.370,.708
Eric E Bullock,MON,73,72,6,16,4,0,1,6,9,13,6,1,.222,.305,.319,.624
Juan J Agosto,STL,72,3,0,1,0,0,0,0,1,2,0,0,.333,.500,.333,.833
Tim T Burke,NYM,72,6,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000
Vince V Coleman C,NYM,72,278,45,71,7,5,1,17,39,47,37,14,.255,.347,.327,.674
Tommy T Gregg,ATL,72,107,13,20,8,1,1,4,12,24,2,2,.187,.275,.308,.583
Glenallen G Hill C,CLE,72,221,29,57,8,2,8,25,23,54,6,4,.258,.324,.421,.745
Darren D Lewis C,SF,72,222,41,55,5,3,1,15,36,30,13,7,.248,.358,.311,.668
Carlos C Martinez D,CLE,72,257,22,73,14,0,5,30,10,43,3,2,.284,.310,.397,.707
Roger R Mc Dowell,LA,72,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Mike M Fitzgerald,MON,71,198,17,40,5,2,4,28,22,35,4,2,.202,.278,.308,.586
Rene R Gonzales S,TOR,71,118,16,23,3,0,1,6,12,22,0,0,.195,.289,.246,.535
Chuck C Mc Elroy,CHC,71,10,1,3,1,0,0,2,0,3,0,1,.300,.300,.400,.700
Warren W Newson R,CWS,71,132,20,39,5,0,4,25,28,34,2,2,.295,.419,.424,.843
Al A Osuna,HOU,71,2,1,0,0,0,0,1,0,1,0,0,.000,.000,.000,.000
Cory C Snyder R,TOR,71,166,14,29,4,1,3,17,9,60,0,0,.175,.216,.265,.481
Hector H Villanueva,CHC,71,192,23,53,10,1,13,32,21,30,0,0,.276,.346,.542,.888
Warren W Cromartie,KC,69,131,13,41,7,2,1,20,15,18,1,3,.313,.381,.420,.801
Jeff J Innis,NYM,69,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Terry T Kennedy,SF,69,171,12,40,7,1,3,13,11,31,0,0,.234,.283,.339,.622
Charlie C O' Brien,NYM,69,168,16,31,6,0,2,14,17,25,0,2,.185,.272,.256,.528
Mitch M Williams,PHI,69,1,0,0,0,0,0,0,1,1,0,0,.000,.500,.000,.500
Joe J Boever,PHI,68,3,0,1,0,0,0,0,0,0,0,0,.333,.333,.333,.667
Ted T Power,CIN,68,3,0,0,0,0,0,1,1,3,0,0,.000,.250,.000,.250
Jeff J Brantley,SF,67,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Andujar A Cedeno S,HOU,67,251,27,61,13,2,9,36,9,74,4,3,.243,.270,.418,.688
Rob R Dibble,CIN,67,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Kirt K Manwaring,SF,67,178,16,40,9,0,0,19,9,22,1,1,.225,.271,.275,.546
Chito C Martinez R,BAL,67,216,32,58,12,1,13,33,11,51,1,1,.269,.303,.514,.816
Junior J Noboa,MON,67,95,5,23,3,0,1,2,1,8,2,3,.242,.250,.305,.555
Lee L Smith,STL,67,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Henry H Cotto L,SEA,66,177,35,54,6,2,6,23,10,27,16,3,.305,.347,.463,.811
Junior J Felix C,CAL,66,230,32,65,10,2,2,26,11,55,7,5,.283,.321,.370,.691
Dave D Cochrane L,SEA,65,178,16,44,13,0,2,22,9,38,0,1,.247,.286,.354,.640
Jim J Lindeman,PHI,65,95,13,32,5,0,0,12,13,14,0,1,.337,.413,.389,.802
Rich R Rodriguez,SD,65,5,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Scott S Terry,STL,65,7,1,1,0,0,0,1,0,2,0,0,.143,.143,.143,.286
Bob B Geren,NYY,64,128,7,28,3,0,2,12,9,31,0,1,.219,.270,.289,.559
Les L Lancaster,CHC,64,28,2,5,2,0,0,2,0,13,0,0,.179,.179,.250,.429
Mark M Leonard,SF,64,129,14,31,7,1,2,14,12,25,0,1,.240,.306,.357,.662
Mike M Maddux,SD,64,13,1,1,0,0,0,0,2,4,0,0,.077,.200,.077,.277
Scott S Ruskin,MON,64,2,1,0,0,0,0,0,1,1,0,0,.000,.333,.000,.333
Damon D Berryhill,ATL,63,160,13,30,7,0,5,14,11,42,1,2,.188,.243,.325,.568
Mike M Brumley S,BOS,63,118,16,25,5,0,0,5,10,22,2,0,.212,.273,.254,.528
Lenny L Dykstra C,PHI,63,246,48,73,13,5,3,12,37,20,24,4,.297,.391,.427,.818
Pat P Sheridan,NYY,62,113,13,23,3,0,4,7,13,30,1,1,.204,.286,.336,.622
Bill B Landrum,PIT,61,4,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
Junior J Ortiz,MIN,61,134,9,28,5,1,0,11,15,12,0,1,.209,.293,.261,.554
Dave D Righetti,SF,61,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Ed E Sprague,TOR,61,160,17,44,7,0,4,20,19,43,0,3,.275,.361,.394,.754
Andy A Allanson,DET,60,151,10,35,10,0,1,16,7,31,0,1,.232,.266,.318,.584
Stan S Belinda,PIT,60,7,0,0,0,0,0,1,2,5,0,0,.000,.222,.000,.222
Scott S Coolbaugh,SD,60,180,12,39,8,1,2,15,19,45,0,3,.217,.294,.306,.599
Tim T Crews,LA,60,1,0,0,0,0,0,0,1,1,0,0,.000,.500,.000,.500
Rick R Dempsey,MIL,60,147,15,34,5,0,4,21,23,20,0,2,.231,.329,.347,.676
Craig C Wilson,STL,60,82,5,14,2,0,0,13,6,10,0,0,.171,.222,.195,.417
John J Candelaria,LA,59,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Cris C Carpenter,STL,59,3,0,1,0,0,0,1,0,0,0,0,.333,.333,.333,.667
Greg G Litton,SF,59,127,13,23,7,1,1,15,11,25,0,2,.181,.250,.276,.526
Alejandro A Pena,ATL,59,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Jack J Daugherty L,TEX,58,144,8,28,3,2,1,11,16,23,1,0,.194,.270,.264,.534
Mike M Hartley,PHI,58,5,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Steve S Lake,PHI,58,158,12,36,4,1,1,11,2,26,0,0,.228,.238,.285,.522
Randy R Myers,CIN,58,29,3,5,1,0,0,2,1,16,0,0,.172,.200,.207,.407
Bret B Barberie,MON,57,136,16,48,12,2,2,18,20,22,0,0,.353,.435,.515,.950
Paul P Faries,SD,57,130,13,23,3,1,0,7,14,21,3,1,.177,.262,.215,.478
Alonzo A Powell L,SEA,57,111,16,24,6,1,3,12,11,24,0,2,.216,.288,.369,.657
Luis L Alicea,STL,56,68,5,13,3,0,0,0,8,19,0,1,.191,.276,.235,.512
Dave D Hollins,PHI,56,151,18,45,10,2,6,21,17,26,1,1,.298,.378,.510,.888
Ced C Landrum L,CHC,56,86,28,20,2,1,0,6,10,18,27,5,.233,.313,.279,.592
Curt C Schilling,HOU,56,3,0,1,0,0,0,1,0,0,0,0,.333,.333,.333,.667
Jim J Gott,LA,55,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000
Francisco F Oliveras,SF,55,10,0,2,0,0,0,0,0,4,0,0,.200,.200,.200,.400
Mike M Benjamin S,SF,54,106,12,13,3,0,2,8,7,26,3,0,.123,.188,.208,.396
Jim J Clancy,ATL,54,6,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Craig C Lefferts,SD,54,6,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000
Bob B Patterson,PIT,54,4,1,1,0,0,0,0,0,2,0,0,.250,.250,.250,.500
Deion D Sanders L,ATL,54,110,16,21,1,2,4,13,12,23,11,3,.191,.270,.345,.616
Dave D Hansen,LA,53,56,3,15,4,0,1,5,2,12,1,0,.268,.293,.393,.686
Ken K Oberkfell,HOU,53,70,7,16,4,0,0,14,14,8,0,0,.229,.357,.286,.643
Phil P Plantier R,BOS,53,148,27,49,7,1,11,35,23,38,1,0,.331,.420,.615,1.034
John J Shelby L,DET,53,143,19,22,8,1,3,8,8,23,0,2,.154,.204,.287,.491
John J Franco,NYM,52,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Ron R Hassey,MON,52,119,5,27,8,0,1,14,13,16,1,1,.227,.301,.319,.620
Dwayne D Henry,HOU,52,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Chris C Jones,CIN,52,89,14,26,1,2,2,6,2,31,2,1,.292,.304,.416,.720
Bob B Kipper,PIT,52,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jose J Offerman S,LA,52,113,10,22,2,0,0,3,25,32,3,2,.195,.345,.212,.558
Heathcliff H Slocumb,CHC,52,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Sandy S Alomar,CLE,51,184,10,40,9,0,0,7,8,24,0,4,.217,.264,.266,.530
Jeff J Fassero,MON,51,3,0,0,0,0,0,0,1,2,0,0,.000,.250,.000,.250
Pedro P Munoz R,MIN,51,138,15,39,7,1,7,26,9,31,3,0,.283,.327,.500,.827
Kent K Mercker,ATL,50,10,0,1,0,0,0,2,1,7,0,0,.100,.182,.100,.282
Gary G Sheffield,MIL,50,175,25,34,12,2,2,22,19,15,5,5,.194,.277,.320,.597
Juan J Berenguer,ATL,49,5,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
Glenn G Davis,BAL,49,176,29,40,9,1,10,28,16,29,4,0,.227,.307,.460,.767
Mike M Heath,ATL,49,139,4,29,3,1,1,12,7,26,0,0,.209,.250,.266,.516
John J Marzano,BOS,49,114,10,30,8,0,0,9,1,16,0,0,.263,.271,.333,.604
Mike M Simms R,HOU,49,123,18,25,5,0,3,16,18,38,1,0,.203,.301,.317,.618
Beau B Allred R,CLE,48,125,17,29,3,0,3,12,25,35,2,2,.232,.359,.328,.688
Kevin K Gross,LA,48,25,4,7,1,0,0,3,2,14,0,0,.280,.333,.320,.653
Keith K Mitchell L,ATL,48,66,11,21,0,0,2,5,8,12,3,1,.318,.392,.409,.801
Turner T Ward R,TOR,48,113,12,27,7,0,0,7,11,18,0,0,.239,.306,.301,.607
Trevor T Wilson,SF,48,51,7,12,1,0,1,5,4,16,0,0,.235,.304,.314,.617
Jim J Corsi,HOU,47,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Jeff J Manto,CLE,47,128,15,27,7,0,2,13,14,22,2,0,.211,.306,.313,.619
Javier J Ortiz,HOU,47,83,7,23,4,1,1,5,14,14,0,0,.277,.381,.386,.767
Kenny K Williams R,MON,47,99,16,25,7,2,1,4,7,27,3,1,.253,.312,.394,.706
Darrin D Fletcher,PHI,46,136,5,31,8,0,1,12,5,15,0,1,.228,.255,.309,.564
Rich R Gedman,STL,46,94,7,10,1,0,3,8,4,15,0,1,.106,.140,.213,.353
Kelly K Downs,SF,45,23,3,2,0,0,0,1,1,5,0,0,.087,.125,.087,.212
Jose J Hernandez S,TEX,45,98,8,18,2,1,0,4,3,31,0,1,.184,.208,.224,.432
Ron R Tingley,CAL,45,115,11,23,7,0,1,13,8,34,1,1,.200,.258,.287,.545
Francisco F Cabrera,ATL,44,95,7,23,6,0,4,23,6,20,1,1,.242,.284,.432,.716
Neal N Heaton,PIT,44,14,0,4,1,0,0,1,1,2,0,0,.286,.333,.357,.690
Jay J Howell,LA,44,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Scott S Livingstone,DET,44,127,19,37,5,0,2,11,10,25,2,1,.291,.341,.378,.718
Karl K Rhodes R,HOU,44,136,7,29,3,1,1,12,14,26,2,2,.213,.289,.272,.562
Kevin K Romine,BOS,44,55,7,9,2,0,1,7,3,10,1,1,.164,.207,.255,.461
Jose J Tolentino,HOU,44,54,6,14,4,0,1,6,4,9,0,0,.259,.305,.389,.694
Kevin K Ward L,SD,44,107,13,26,7,2,2,8,9,27,1,4,.243,.308,.402,.710
Cecil C Espy,PIT,43,82,7,20,4,0,1,11,5,17,4,0,.244,.281,.329,.610
Bill B Sampen,MON,43,13,2,3,0,0,0,1,0,6,0,0,.231,.231,.231,.462
Doug D Simons,NYM,42,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Mike M Bielecki,ATL,41,46,1,3,0,0,0,7,3,21,0,0,.065,.122,.065,.188
Norm N Charlton,CIN,41,23,1,1,1,0,0,0,0,10,0,0,.043,.043,.087,.130
Jeff J Hamilton,LA,41,94,4,21,4,0,1,14,4,21,0,0,.223,.255,.298,.553
Nelson N Santovenia,MON,41,96,7,24,5,0,2,14,2,18,0,0,.250,.255,.365,.620
Tony T Perezchica S,CLE,40,70,6,19,6,1,0,3,5,17,0,1,.271,.320,.386,.706
Bob B Scanlan,CHC,40,24,0,1,0,0,0,1,1,10,0,0,.042,.080,.042,.122
Walt W Weiss S,OAK,40,133,15,30,6,1,0,13,12,14,6,0,.226,.286,.286,.571
Eric E Anthony R,HOU,39,118,11,18,6,0,1,7,12,41,1,0,.153,.227,.229,.456
Rob R Ducey L,TOR,39,68,8,16,2,2,1,4,6,26,2,0,.235,.297,.368,.665
Greg G Maddux,CHC,39,88,8,18,2,0,1,7,2,24,1,0,.205,.222,.261,.484
Wally W Ritchie,PHI,39,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Larry L Andersen,SD,38,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Oscar O Azocar,SD,38,57,5,14,2,0,0,9,1,9,2,0,.246,.267,.281,.547
Jarvis J Brown,MIN,38,37,10,8,0,0,0,0,2,8,7,1,.216,.256,.216,.473
Tommy T Greene,PHI,38,71,4,19,2,0,2,7,4,15,0,0,.268,.307,.380,.687
Tom T Lampkin,SD,38,58,4,11,3,1,0,3,3,9,0,0,.190,.230,.276,.505
John J Smoltz,ATL,38,65,7,7,3,0,0,3,5,28,0,0,.108,.171,.154,.325
Steve S Avery,ATL,37,79,4,17,1,1,0,2,4,31,1,0,.215,.253,.253,.506
Chris C Donnels,NYM,37,89,7,20,2,0,0,5,14,19,1,1,.225,.330,.247,.577
Darryl D Kile,HOU,37,38,2,0,0,0,0,1,3,23,0,0,.000,.073,.000,.073
Mel M Rojas,MON,37,4,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
Craig C Shipley S,SD,37,91,6,25,3,0,1,6,2,14,0,1,.275,.298,.341,.638
Tim T Spehr,KC,37,74,7,14,5,0,3,14,9,18,1,0,.189,.282,.378,.661
John J Wehner,PIT,37,106,15,36,7,0,0,7,7,17,3,0,.340,.381,.406,.786
Scott S Brosius,OAK,36,68,9,16,5,0,2,4,3,11,3,1,.235,.268,.397,.665
Tom T Browning,CIN,36,70,3,12,3,0,1,5,3,19,0,1,.171,.205,.257,.463
John J Burkett,SF,36,55,0,5,1,0,0,1,3,26,0,0,.091,.138,.109,.247
Doug D Drabek,PIT,36,84,6,15,1,0,0,2,1,28,0,0,.179,.188,.190,.379
Tom T Glavine,ATL,36,74,1,17,1,0,0,6,6,19,1,0,.230,.288,.243,.531
Charlie C Leibrandt,ATL,36,70,1,3,2,1,0,2,3,18,0,0,.043,.082,.100,.182
Tino T Martinez,SEA,36,112,11,23,2,0,4,9,11,24,0,0,.205,.272,.330,.602
Vicente V Palacios,PIT,36,14,0,1,0,0,0,0,0,7,0,0,.071,.071,.071,.143
Zane Z Smith,PIT,36,71,3,13,3,0,0,10,3,8,0,0,.183,.224,.225,.449
Wally W Whitehurst,NYM,36,33,2,6,1,0,0,0,2,6,0,0,.182,.229,.212,.441
Bud B Black,SF,35,71,3,13,3,0,0,6,0,20,0,0,.183,.183,.225,.408
Willie W Fraser,STL,35,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Luis L Lopez,CLE,35,82,7,18,4,1,0,7,4,7,0,0,.220,.261,.293,.554
Terry T Mulholland,PHI,35,80,3,7,0,0,0,0,1,32,1,0,.088,.110,.088,.197
Don D Robinson,SF,35,40,1,6,1,0,0,4,1,13,0,0,.150,.171,.175,.346
Pete P Schourek,NYM,35,22,0,3,1,0,0,3,2,9,0,0,.136,.208,.182,.390
Dave D Smith,CHC,35,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Frank F Viola,NYM,35,71,2,9,2,0,0,1,2,13,0,0,.127,.151,.155,.306
Ernie E Whitt,BAL,35,62,5,15,2,0,0,3,8,12,0,0,.242,.329,.274,.603
David D Cone,NYM,34,72,3,9,0,0,0,5,3,14,0,0,.125,.179,.125,.304
Marvin M Freeman,ATL,34,7,0,0,0,0,0,0,0,5,0,0,.000,.000,.000,.000
Mike M Morgan,LA,34,76,2,7,0,0,0,3,1,11,0,0,.092,.101,.092,.193
Tim T Belcher,LA,33,67,3,8,2,0,0,3,0,26,0,0,.119,.119,.149,.269
Andy A Benes,SD,33,62,4,2,0,0,1,1,6,29,0,0,.032,.143,.081,.224
Pete P Harnisch,HOU,33,62,4,6,1,0,0,4,4,21,0,1,.097,.149,.113,.262
Jeff J King,PIT,33,109,16,26,1,1,4,18,14,15,3,1,.239,.328,.376,.704
Ramon R Martinez,LA,33,77,6,9,1,0,1,9,1,25,0,0,.117,.128,.169,.297
Mark M Portugal,HOU,33,46,4,9,1,0,0,3,4,4,0,0,.196,.269,.217,.487
Mark M Salas,DET,33,57,2,5,1,0,1,7,0,10,0,0,.088,.117,.158,.275
John J Smiley,PIT,33,70,3,7,0,0,0,3,3,24,0,0,.100,.137,.100,.237
Xavier X Hernandez,HOU,32,10,0,0,0,0,0,0,2,7,0,0,.000,.167,.000,.167
Jim J Leyritz,NYY,32,77,8,14,3,0,0,4,13,15,0,1,.182,.300,.221,.521
Dennis D Martinez,MON,32,72,8,11,4,0,0,2,1,24,0,0,.153,.164,.208,.373
Bob B Mc Clure,STL,32,1,1,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000
Randy R Tomlin,PIT,32,52,5,10,1,0,0,2,2,18,0,0,.192,.222,.212,.434
Rod R Beck,SF,31,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000
Sean S Berry,KC,31,60,5,8,3,0,0,1,5,23,0,0,.133,.212,.183,.396
Greg G Brock,MIL,31,60,9,17,4,0,1,6,14,9,1,1,.283,.419,.400,.819
Jose J De Jesus,PHI,31,62,3,8,0,0,0,4,2,39,0,0,.129,.156,.129,.285
Steve S Frey,MON,31,2,0,0,0,0,0,0,1,2,0,0,.000,.333,.000,.333
Bruce B Hurst,SD,31,67,3,9,1,0,0,6,4,23,0,0,.134,.183,.149,.332
Reggie R Jefferson,CLE,31,108,11,21,3,0,3,13,4,24,0,0,.194,.221,.306,.527
Jose J Melendez,SD,31,20,1,2,1,0,0,0,1,14,0,0,.100,.143,.150,.293
Bob B Ojeda,LA,31,56,2,9,0,0,1,3,3,10,0,0,.161,.200,.214,.414
Jose J Rijo,CIN,31,67,7,14,0,0,0,5,2,13,0,1,.209,.232,.209,.441
Bruce B Ruffin,PHI,31,24,0,0,0,0,0,0,4,18,0,0,.000,.143,.000,.143
Gary G Scott,CHC,31,79,8,13,3,0,1,5,13,14,0,1,.165,.305,.241,.546
Bryn B Smith,STL,31,65,6,16,1,0,0,8,1,11,0,0,.246,.254,.262,.515
Craig C Worthington,BAL,31,102,11,23,3,0,4,12,12,14,0,1,.225,.313,.373,.686
Darrel D Akerfelds,PHI,30,3,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
Shawn S Boskie,CHC,30,41,3,7,0,1,1,2,3,15,0,0,.171,.227,.293,.520
Ken K Griffey L,SEA,30,85,10,24,7,0,1,9,13,13,0,0,.282,.380,.400,.780
Ken K Hill,STL,30,50,2,5,0,0,0,3,4,12,0,0,.100,.167,.100,.267
Bob B Tewksbury,STL,30,58,5,9,1,0,0,2,4,16,0,0,.155,.210,.172,.382
Kip K Gross,CIN,29,22,1,2,0,0,0,1,0,6,0,0,.091,.091,.091,.182
John J Orton,CAL,29,69,7,14,4,0,0,3,10,17,0,1,.203,.313,.261,.573
Dave D Rohde,HOU,29,41,3,5,0,0,0,0,5,8,0,0,.122,.217,.122,.339
Brian B Barnes,MON,28,49,1,4,0,0,0,1,7,19,0,0,.082,.196,.082,.278
Rod R Booker S,PHI,28,53,3,12,1,0,0,7,1,7,0,0,.226,.236,.245,.482
Don D Carman,CIN,28,5,0,0,0,0,0,1,0,3,0,0,.000,.000,.000,.000
Braulio B Castillo C,PHI,28,52,3,9,3,0,0,2,1,15,1,1,.173,.189,.231,.419
Jose J De Leon,STL,28,46,0,2,0,0,0,0,0,17,0,0,.043,.043,.043,.087
Jim J Deshaies,HOU,28,41,1,4,0,0,0,0,4,16,0,0,.098,.178,.098,.275
Ron R Jones,PHI,28,26,0,4,2,0,0,3,2,9,0,0,.154,.214,.231,.445
Omar O Olivares,STL,28,53,4,12,3,0,0,6,2,16,0,0,.226,.255,.283,.538
Jack J Armstrong,CIN,27,43,3,4,1,0,0,2,1,18,0,0,.093,.114,.116,.230
John J Costello,SD,27,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Mark M Gardner,MON,27,55,1,5,0,0,0,4,1,18,0,0,.091,.107,.091,.198
Dwight D Gooden,NYM,27,63,7,15,3,0,1,6,0,9,1,1,.238,.238,.333,.571
Andy A Mota,HOU,27,90,4,17,2,0,1,6,1,17,2,0,.189,.198,.244,.442
Scott S Scudder,CIN,27,29,2,3,0,0,1,1,0,11,0,0,.103,.103,.207,.310
Jim J Thome,CLE,27,98,7,25,4,2,1,9,5,16,1,1,.255,.298,.367,.665
Jimmy J Jones,HOU,26,38,4,7,1,0,0,0,3,11,0,0,.184,.244,.211,.454
Tom T Prince,PIT,26,34,4,9,3,0,1,2,7,3,0,0,.265,.405,.441,.846
Paul P Sorrento,MIN,26,47,6,12,2,0,4,13,4,11,0,0,.255,.314,.553,.867
Eddie E Taubensee,CLE,26,66,5,16,2,1,0,8,5,16,0,0,.242,.288,.303,.591
Mike M Capel,HOU,25,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Mike M Humphreys L,NYY,25,40,9,8,0,0,0,3,9,7,2,0,.200,.347,.200,.547
Dennis D Rasmussen,SD,25,44,3,6,1,0,0,0,5,12,0,0,.136,.224,.159,.384
Bob B Walk,PIT,25,39,2,8,1,0,1,5,1,11,0,0,.205,.225,.308,.533
Freddie F Benavides S,CIN,24,63,11,18,1,0,0,3,1,15,1,0,.286,.303,.302,.605
Brad B Komminsk R,OAK,24,25,1,3,1,0,0,2,2,9,1,0,.120,.185,.160,.345
Rob R Mallicoat,HOU,24,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Mike M Marshall,CAL,24,69,4,18,4,0,1,7,0,20,0,0,.261,.261,.362,.623
Roger R Mason,PIT,24,0,1,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000
Chris C Nabholz,MON,24,52,5,6,0,0,0,1,3,14,0,0,.115,.164,.115,.279
Denny D Walling,TEX,24,44,1,4,1,0,0,2,3,8,0,0,.091,.184,.114,.297
Danny D Cox,PHI,23,29,4,3,0,0,0,1,2,16,0,0,.103,.161,.103,.265
Scott S Hemond,OAK,23,23,4,5,0,0,0,0,1,7,1,2,.217,.250,.217,.467
Bo B Jackson D,CWS,23,71,8,16,4,0,3,14,12,25,0,1,.225,.333,.408,.742
Tim T Layana,CIN,23,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Rick R Mahler,ATL,23,14,0,2,1,0,0,0,0,4,0,0,.143,.143,.214,.357
Terry T Mc Daniel L,NYM,23,29,3,6,1,0,0,2,1,11,2,0,.207,.233,.241,.475
Milt M Hill,CIN,22,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Torey T Lovullo,NYY,22,51,0,9,2,0,0,2,5,7,0,0,.176,.250,.216,.466
Bobby B Rose,CAL,22,65,5,18,5,1,1,8,3,13,0,0,.277,.304,.431,.735
