PLAYER,TEAM,W,L,ERA,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG
Pat P Neshek,MIN,7,2,2.94,74,0,0,0,0,3,70.1,44,25,23,7,2,27,74,1.01,.183
J. C. J Romero,PHI,2,2,1.92,74,0,0,0,1,2,56.1,39,12,12,3,2,40,42,1.40,.202
Matt M Guerrier,MIN,2,4,2.35,73,0,0,0,1,4,88.0,71,23,23,9,5,21,68,1.05,.220
Brandon B Lyon,ARI,6,4,2.68,73,0,0,0,2,5,74.0,70,25,22,2,1,22,40,1.24,.251
Rudy R Seanez,LAD,6,3,3.79,73,0,0,0,1,3,76.0,78,33,32,10,4,27,73,1.38,.266
George G Sherrill,SEA,2,0,2.36,73,0,0,0,3,7,45.2,28,12,12,4,1,17,56,0.99,.179
Brian B Shouse,MIL,1,1,3.02,73,0,0,0,1,4,47.2,46,19,16,0,2,14,32,1.26,.257
Michael M Wuertz,CHC,2,3,3.48,73,0,0,0,0,0,72.1,64,30,28,8,0,35,79,1.37,.234
Mike M Myers,CWS,4,0,4.80,72,0,0,0,0,3,54.1,59,33,29,6,3,23,27,1.51,.277
Matt M Lindstrom,FLA,3,4,3.09,71,0,0,0,0,2,67.0,66,27,23,2,3,21,62,1.30,.258
Scott S Linebrink,MIL,5,6,3.71,71,0,0,0,1,8,70.1,68,33,29,12,1,25,50,1.32,.253
Scot S Shields,LAA,4,5,3.86,71,0,0,0,2,8,77.0,62,36,33,7,4,33,77,1.23,.220
Rafael R Soriano,ATL,3,3,3.00,71,0,0,0,9,12,72.0,47,26,24,12,2,15,70,0.86,.181
Joaquin J Benoit,TEX,7,4,2.85,70,0,0,0,6,13,82.0,68,28,26,6,2,28,87,1.17,.225
Randy R Flores,STL,3,0,4.25,70,0,0,0,1,2,55.0,71,31,26,2,3,15,47,1.56,.310
Casey C Janssen,TOR,2,3,2.35,70,0,0,0,6,11,72.2,67,22,19,4,3,20,39,1.20,.247
Scott S Schoeneweis,NYM,0,2,5.03,70,0,0,0,2,3,59.0,62,36,33,8,3,28,41,1.53,.271
David D Weathers,CIN,2,6,3.59,70,0,0,0,33,39,77.2,67,33,31,4,5,27,48,1.21,.233
Dan D Wheeler,TB,1,9,5.30,70,0,0,0,11,18,74.2,74,48,44,11,3,23,82,1.30,.256
Joe J Borowski,CLE,4,5,5.07,69,0,0,0,45,53,65.2,77,39,37,9,2,17,58,1.43,.289
Ryan R Franklin,STL,4,4,3.04,69,0,0,0,1,6,80.0,70,28,27,8,3,11,44,1.01,.234
Brad B Hennessey,SF,4,5,3.42,69,0,0,0,19,24,68.1,66,26,26,7,3,23,40,1.30,.257
Mike M Stanton,CIN,1,3,5.93,69,0,0,0,0,3,57.2,75,39,38,6,5,18,40,1.61,.315
Rafael R Betancourt,CLE,5,1,1.47,68,0,0,0,3,6,79.1,51,13,13,4,0,9,80,0.76,.183
Alan A Embree,OAK,1,2,3.97,68,0,0,0,17,21,68.0,67,30,30,5,0,19,51,1.26,.258
Jorge J Julio,COL,0,5,5.23,68,0,0,0,0,8,62.0,68,39,36,8,3,31,56,1.60,.283
Steve S Kline,SF,1,2,4.70,68,0,0,0,2,4,46.0,58,25,24,2,2,18,17,1.65,.301
Boone B Logan,CWS,2,1,4.97,68,0,0,0,0,2,50.2,59,30,28,7,0,20,35,1.56,.298
Joe J Nathan,MIN,4,2,1.88,68,0,0,0,37,41,71.2,54,15,15,4,1,19,77,1.02,.209
J. J Putz,SEA,6,1,1.38,68,0,0,0,40,42,71.2,37,11,11,6,2,13,82,0.70,.153
Matt M Thornton,CWS,4,4,4.79,68,0,0,0,2,7,56.1,59,31,30,4,2,26,55,1.51,.269
Doug D Brocail,SD,5,1,3.05,67,0,0,0,0,0,76.2,66,33,26,8,2,24,43,1.17,.228
Gary G Glover,TB,6,5,4.89,67,0,0,0,2,4,77.1,87,44,42,12,1,27,51,1.47,.288
Ray R King,MIL,1,1,4.76,67,0,0,0,0,0,39.2,37,21,21,6,2,21,25,1.46,.248
Mariano M Rivera,NYY,3,4,3.15,67,0,0,0,30,34,71.1,68,25,25,4,6,12,74,1.12,.248
Taylor T Tankersley,FLA,6,1,3.99,67,0,0,0,1,3,47.1,42,22,21,4,3,29,49,1.50,.246
Francisco F Cordero,MIL,0,4,2.98,66,0,0,0,44,51,63.1,52,23,21,4,1,18,86,1.11,.218
Ryan R Dempster,CHC,2,7,4.73,66,0,0,0,28,31,66.2,59,36,35,8,1,30,55,1.34,.240
Bobby B Jenks,CWS,3,5,2.77,66,0,0,0,40,46,65.0,45,20,20,2,1,13,56,0.89,.198
Brad B Lidge,HOU,5,3,3.36,66,0,0,0,19,27,67.0,54,29,25,9,4,30,88,1.25,.219
Hideki H Okajima,BOS,3,2,2.22,66,0,0,0,5,7,69.0,50,17,17,6,1,17,63,0.97,.202
Billy B Wagner,NYM,2,2,2.63,66,0,0,0,34,39,68.1,55,22,20,6,2,22,80,1.13,.216
C. J. C Wilson,TEX,2,1,3.03,66,0,0,0,12,14,68.1,50,25,23,4,6,33,63,1.21,.208
Damaso D Marte,PIT,2,0,2.38,65,0,0,0,0,0,45.1,32,14,12,2,2,18,51,1.10,.200
David D Riske,KC,1,4,2.45,65,0,0,0,4,8,69.2,61,19,19,8,1,27,52,1.26,.240
Jose J Valverde,ARI,1,4,2.66,65,0,0,0,47,54,64.1,46,21,19,7,3,26,78,1.12,.196
Jeremy J Accardo,TOR,4,4,2.14,64,0,0,0,30,35,67.1,51,19,16,4,2,24,57,1.11,.206
Dave D Borkowski,HOU,5,3,5.15,64,0,0,0,1,4,71.2,76,46,41,8,4,34,63,1.53,.273
Shawn S Chacon,PIT,5,4,3.94,64,4,0,0,1,8,96.0,95,42,42,9,7,48,79,1.49,.265
Jon J Coutlangus,CIN,4,2,4.39,64,0,0,0,0,3,41.0,38,22,20,3,4,27,38,1.59,.250
Kyle K Farnsworth,NYY,2,1,4.80,64,0,0,0,0,3,60.0,60,35,32,9,2,27,48,1.45,.256
Brian B Fuentes,COL,3,5,3.08,64,0,0,0,20,27,61.1,46,26,21,6,7,23,56,1.13,.206
Sean S Green,SEA,5,2,3.84,64,0,0,0,0,3,68.0,77,31,29,2,3,34,53,1.63,.298
Francisco F Rodríguez Rodriguez,LAA,5,2,2.81,64,0,0,0,40,46,67.1,50,22,21,3,1,34,90,1.25,.204
John J Grabow,PIT,3,2,4.53,63,0,0,0,1,2,51.2,56,27,26,6,1,19,42,1.45,.277
Jason J Isringhausen,STL,4,0,2.48,63,0,0,0,32,34,65.1,42,21,18,4,2,28,54,1.07,.179
Todd T Jones,DET,1,4,4.26,63,0,0,0,38,44,61.1,64,29,29,3,0,23,33,1.42,.267
Juan J Rincon,MIN,3,3,5.13,63,0,0,0,0,2,59.2,65,38,34,9,3,28,49,1.56,.273
Takashi T Saito,LAD,2,1,1.40,63,0,0,0,39,43,64.1,33,10,10,5,3,13,78,0.72,.151
Jack J Taschner,SF,3,1,5.40,63,0,0,0,0,2,50.0,44,31,30,4,1,29,51,1.46,.235
Lee L Gardner,FLA,3,4,1.94,62,0,0,0,2,2,74.1,72,19,16,2,3,18,52,1.21,.254
La Troy L Hawkins,COL,2,5,3.42,62,0,0,0,0,5,55.1,52,21,21,6,0,16,29,1.23,.252
Justin J Miller,FLA,5,0,3.65,62,0,0,0,0,3,61.2,53,27,25,5,0,24,74,1.25,.228
Joel J Peralta,KC,1,3,3.80,62,0,0,0,1,5,87.2,93,39,37,9,2,19,66,1.28,.274
Joakim J Soria,KC,2,3,2.48,62,0,0,0,17,21,69.0,46,20,19,3,1,19,75,0.94,.187
Antonio A Alfonseca,PHI,5,2,5.44,61,0,0,0,8,13,49.2,65,31,30,3,1,27,24,1.85,.314
Jesus J Colome,WSH,5,1,3.82,61,0,0,0,1,4,66.0,64,30,28,6,1,27,43,1.38,.258
Trevor T Hoffman,SD,4,5,2.98,61,0,0,0,42,49,57.1,49,21,19,2,0,15,44,1.12,.228
Javier J López Lopez,BOS,2,1,3.10,61,0,0,0,0,2,40.2,36,16,14,2,4,18,26,1.33,.240
Darren D Oliver,LAA,3,1,3.78,61,0,0,0,0,0,64.1,58,31,27,5,1,23,51,1.26,.239
Al A Reyes,TB,2,4,4.90,61,0,0,0,26,30,60.2,49,35,33,13,2,21,70,1.15,.215
Doug D Slaten,ARI,3,2,2.72,61,0,0,0,0,1,36.1,41,15,11,4,0,14,28,1.51,.275
Randy R Messenger,SF,2,4,4.20,60,0,0,0,1,5,64.1,85,30,30,4,1,21,34,1.65,.329
Brandon B Morrow,SEA,3,4,4.12,60,0,0,0,0,2,63.1,56,29,29,3,1,50,66,1.67,.243
Kevin K Correia,SF,4,7,3.45,59,8,0,0,0,3,101.2,94,39,39,9,2,40,80,1.32,.242
Frank F Francisco,TEX,1,1,4.55,59,0,0,0,0,0,59.1,57,33,30,3,2,38,49,1.60,.258
Carlos C Marmol,CHC,5,1,1.43,59,0,0,0,1,2,69.1,41,11,11,3,4,35,96,1.10,.169
Jonathan J Papelbon,BOS,1,3,1.85,59,0,0,0,37,40,58.1,30,12,12,5,4,15,84,0.77,.146
Brian B Stokes,TB,2,7,7.07,59,0,0,0,0,2,62.1,90,49,49,11,3,25,35,1.84,.344
Carlos C Villanueva,MIL,8,5,3.94,59,6,0,0,1,3,114.1,101,52,50,16,3,53,99,1.35,.236
Brian B Bruney,NYY,3,2,4.68,58,0,0,0,0,2,50.0,44,28,26,5,3,37,39,1.62,.243
Todd T Coffey,CIN,2,1,5.82,58,0,0,0,0,3,51.0,70,36,33,12,5,19,43,1.75,.323
Ron R Mahay,ATL,3,0,2.55,58,0,0,0,1,3,67.0,52,20,19,4,1,37,55,1.33,.218
Bobby B Seay,DET,3,0,2.33,58,0,0,0,1,2,46.1,38,12,12,1,2,15,38,1.14,.228
Vinnie V Chulk,SF,5,4,3.57,57,0,0,0,0,2,53.0,53,22,21,3,2,14,41,1.26,.264
Geoff G Geary,PHI,3,2,4.41,57,0,0,0,0,3,67.1,72,44,33,8,9,25,38,1.44,.283
Jason J Grilli,DET,5,3,4.74,57,0,0,0,0,2,79.2,81,46,42,5,5,32,62,1.42,.263
Renyel R Pinto,FLA,2,4,3.68,57,0,0,0,1,6,58.2,45,25,24,7,3,32,56,1.31,.222
Bob B Wickman,ARI,3,4,3.58,57,0,0,0,20,26,50.1,54,24,20,4,3,21,37,1.49,.263
Jose J Mesa,PHI,2,3,7.11,56,0,0,0,1,1,50.2,53,48,40,9,2,25,29,1.54,.273
Eric E O' Flaherty,SEA,7,1,4.47,56,0,0,0,0,1,52.1,45,26,26,1,5,20,36,1.24,.232
Will W Ohman,CHC,2,4,4.95,56,0,0,0,1,1,36.1,42,20,20,3,1,16,33,1.60,.282
Salomon S Torres,PIT,2,4,5.47,56,0,0,0,12,18,52.2,57,34,32,7,4,17,45,1.41,.277
Matt M Wise,MIL,3,2,4.19,56,0,0,0,1,2,53.2,61,30,25,5,1,17,43,1.45,.285
Armando A Benitez,FLA,2,8,5.36,55,0,0,0,9,16,50.1,49,37,30,8,1,29,57,1.55,.257
Scott S Eyre,CHC,2,1,4.13,55,0,0,0,0,4,52.1,59,26,24,3,1,35,45,1.80,.294
Tyler T Johnson,STL,1,1,4.03,55,0,0,0,0,1,38.0,31,18,17,4,3,16,24,1.24,.217
Eric E Gagne,BOS,4,2,3.81,54,0,0,0,16,20,52.0,49,22,22,3,1,21,51,1.35,.245
Mike M Mac Dougal,CWS,2,5,6.80,54,0,0,0,0,3,42.1,50,37,32,3,2,33,39,1.96,.291
Joe J Smith,NYM,3,2,3.45,54,0,0,0,0,0,44.1,48,18,17,3,7,21,45,1.56,.274
Danys D Baez,BAL,0,6,6.44,53,0,0,0,3,5,50.1,50,36,36,8,7,29,29,1.57,.259
Juan J Cruz,ARI,6,1,3.10,53,0,0,0,0,0,61.0,45,28,21,7,5,32,87,1.26,.205
John J Parrish,SEA,2,2,5.71,53,0,0,0,0,2,52.0,63,34,33,2,2,37,41,1.92,.296
Zack Z Greinke,KC,7,7,3.69,52,14,0,0,1,1,122.0,122,52,50,12,3,36,106,1.30,.265
Guillermo G Mota,NYM,2,2,5.76,52,0,0,0,0,3,59.1,63,39,38,8,2,18,47,1.37,.264
Chris C Bootcheck,LAA,3,3,4.77,51,0,0,0,0,1,77.1,81,43,41,7,5,24,56,1.36,.274
Jason J Frasor,TOR,1,5,4.58,51,0,0,0,3,6,57.0,47,29,29,3,2,23,59,1.23,.220
Jay J Marshall,OAK,1,2,6.43,51,0,0,0,0,2,42.0,50,33,30,3,4,22,18,1.71,.298
Tom T Mastny,CLE,7,2,4.68,51,0,0,0,0,0,57.2,63,30,30,6,2,32,52,1.65,.283
Brett B Myers,PHI,5,7,4.33,51,3,0,0,21,24,68.2,61,33,33,9,1,27,83,1.28,.234
Justin J Speier,LAA,2,3,2.88,51,0,0,0,0,1,50.0,36,17,16,6,4,12,47,0.96,.202
Oscar O Villarreal,ATL,2,2,4.24,51,0,0,0,1,2,76.1,75,40,36,6,4,32,58,1.40,.260
Shawn S Camp,TB,0,3,7.20,50,0,0,0,0,2,40.0,63,33,32,7,3,18,36,2.03,.368
Roberto R Hernandez,LAD,3,3,6.41,50,0,0,0,0,1,46.1,59,37,33,5,3,25,31,1.81,.312
Dennys D Reyes,MIN,2,1,3.99,50,0,0,0,0,0,29.1,34,14,13,1,2,21,21,1.88,.309
Mike M Timlin,BOS,2,1,3.42,50,0,0,0,1,2,55.1,46,23,21,7,3,14,31,1.08,.232
Aaron A Fultz,CLE,4,3,2.92,49,0,0,0,0,1,37.0,31,12,12,2,1,18,28,1.32,.228
Chris C Spurling,MIL,2,1,4.68,49,0,0,0,0,0,50.0,63,31,26,6,2,14,28,1.54,.303
Kevin K Cameron,SD,2,0,2.79,48,0,0,0,0,0,58.0,55,24,18,0,0,36,50,1.57,.249
Fernando F Rodney,DET,2,6,4.26,48,0,0,0,1,3,50.2,46,27,24,5,3,21,54,1.32,.238
Huston H Street,OAK,5,2,2.88,48,0,0,0,16,21,50.0,35,20,16,5,0,12,63,0.94,.190
Brian B Tallet,TOR,2,4,3.47,48,0,0,0,0,3,62.1,49,26,24,1,6,28,54,1.24,.215
Jared J Burton,CIN,4,2,2.51,47,0,0,0,0,3,43.0,28,15,12,2,2,22,36,1.16,.187
Kiko K Calero,OAK,1,5,5.75,46,0,0,0,1,4,40.2,46,26,26,3,2,21,31,1.65,.293
Santiago S Casilla,OAK,3,1,4.44,46,0,0,0,2,5,50.2,43,25,25,6,1,23,52,1.30,.224
Dustin D Moseley,LAA,4,3,4.40,46,8,0,0,0,0,92.0,97,45,45,7,3,27,50,1.35,.277
Kyle K Snyder,BOS,2,3,3.81,46,0,0,0,0,0,54.1,45,29,23,7,6,32,41,1.42,.223
Ryan R Bukvich,CWS,1,0,5.05,45,0,0,0,0,1,35.2,36,23,20,5,3,24,18,1.68,.257
Luis L Ayala,WSH,2,2,3.19,44,0,0,0,1,2,42.1,43,16,15,5,1,12,28,1.30,.267
Manny M Delcarmen,BOS,0,0,2.05,44,0,0,0,1,2,44.0,28,11,10,4,2,17,41,1.02,.183
Tom T Gordon,PHI,3,2,4.73,44,0,0,0,6,11,40.0,40,21,21,7,2,13,32,1.33,.263
Wilfredo W Ledezma,SD,3,3,5.61,44,1,0,0,0,2,59.1,70,42,37,7,0,38,47,1.82,.295
Rafael R Perez,CLE,1,2,1.78,44,0,0,0,1,2,60.2,41,15,12,5,0,15,62,0.92,.187
Brad B Thompson,STL,8,6,4.73,44,17,0,0,0,0,129.1,157,76,68,23,13,40,53,1.52,.301
Chad C Billingsley,LAD,12,5,3.31,43,20,1,0,0,1,147.0,131,56,54,15,3,64,141,1.33,.241
Chris C Ray,BAL,5,6,4.43,43,0,0,0,16,20,42.2,35,22,21,5,2,18,44,1.24,.222
Brian B Moehler,HOU,1,4,4.07,42,0,0,0,1,1,59.2,67,29,27,8,0,17,36,1.41,.282
Joel J Pineiro,STL,7,5,4.33,42,11,0,0,0,0,97.2,110,49,47,14,2,26,60,1.39,.284
Jorge J Sosa,NYM,9,8,4.47,42,14,0,0,0,2,112.2,109,58,56,10,0,41,69,1.33,.255
Taylor T Buchholz,COL,6,5,4.23,41,8,0,0,0,0,93.2,105,47,44,8,2,20,61,1.33,.288
Chad C Paronto,ATL,3,1,3.57,41,0,0,0,1,2,40.1,47,20,16,1,3,19,14,1.64,.307
Casey C Fossum,TB,5,8,7.70,40,10,0,0,0,4,76.0,109,71,65,15,6,27,53,1.79,.339
Brett B Tomko,SD,4,12,5.55,40,19,0,0,0,0,131.1,149,89,81,18,2,48,105,1.50,.284
Jonah J Bayliss,PIT,4,3,8.36,39,0,0,0,0,1,37.2,51,36,35,8,2,18,29,1.83,.323
Tim T Byrdak,DET,3,0,3.20,39,0,0,0,1,2,45.0,38,23,16,3,1,26,49,1.42,.230
Clay C Condrey,PHI,5,0,5.04,39,0,0,0,2,2,50.0,61,30,28,4,5,16,27,1.54,.300
Justin J Hampson,SD,2,3,2.70,39,0,0,0,0,0,53.1,48,17,16,1,3,16,34,1.20,.242
Mark M Hendrickson,LAD,4,8,5.21,39,15,0,0,0,1,122.2,142,75,71,15,1,29,92,1.39,.292
Joe J Kennedy,TOR,4,9,4.80,39,16,0,0,0,1,110.2,119,66,59,9,9,55,51,1.57,.282
Ruddy R Lugo,OAK,6,0,5.40,38,0,0,0,0,2,48.1,48,29,29,3,2,37,34,1.76,.261
Ryan R Madson,PHI,2,2,3.05,38,0,0,0,1,2,56.0,48,19,19,5,2,23,43,1.27,.231
Shaun S Marcum,TOR,12,6,4.13,38,25,0,0,1,2,159.0,149,76,73,27,5,49,122,1.25,.249
Macay M Mc Bride,DET,1,1,4.96,38,0,0,0,0,0,32.2,33,21,18,4,2,25,30,1.78,.258
Ramon R Ortiz,COL,5,4,5.45,38,10,0,0,0,0,104.0,127,65,63,16,6,22,51,1.43,.299
Brian B Wolfe,TOR,3,1,2.98,38,0,0,0,0,2,45.1,36,17,15,5,2,9,22,0.99,.224
Brian B Burres,BAL,6,8,5.95,37,17,0,0,0,0,121.0,140,81,80,14,5,66,96,1.70,.288
Chris C Schroder,WSH,2,3,3.18,37,0,0,0,0,0,45.1,36,19,16,2,2,15,43,1.13,.208
Ron R Villone,NYY,0,0,4.25,37,0,0,0,0,1,42.1,36,20,20,5,3,18,25,1.28,.234
Chad C Durbin,DET,8,7,4.72,36,19,0,0,1,2,127.2,133,71,67,21,8,49,66,1.43,.268
Dustin D Nippert,ARI,1,1,5.56,36,0,0,0,0,0,45.1,48,30,28,5,0,16,38,1.41,.267
Andy A Pettitte,NYY,15,9,4.05,36,34,0,0,0,0,215.1,238,106,97,16,1,69,141,1.43,.286
Victor V Santos,BAL,1,6,5.83,36,3,0,0,0,0,63.1,71,41,41,15,3,33,48,1.64,.296
Jay J Witasick,TB,1,0,5.17,36,0,0,0,0,1,31.1,31,19,18,2,1,27,18,1.85,.267
Lenny L Di Nardo,OAK,8,10,4.11,35,20,0,0,0,0,131.1,136,74,60,13,3,50,59,1.42,.278
Matt M Herges,COL,5,1,2.96,35,0,0,0,0,2,48.2,34,17,16,4,0,15,30,1.01,.198
Wes W Littleton,TEX,3,2,4.31,35,0,0,0,2,3,48.0,48,23,23,6,3,16,24,1.33,.262
Dontrelle D Willis,FLA,10,15,5.17,35,35,0,0,0,0,205.1,241,131,118,29,14,87,146,1.60,.294
Bronson B Arroyo,CIN,9,15,4.23,34,34,1,0,0,0,210.2,232,109,99,28,13,63,156,1.40,.280
Joe J Blanton,OAK,14,10,3.95,34,34,3,1,0,0,230.0,240,106,101,16,4,40,140,1.22,.269
Daniel D Cabrera,BAL,9,18,5.55,34,34,1,0,0,0,204.1,207,133,126,25,15,108,166,1.54,.265
Jeff J Francis,COL,17,9,4.22,34,34,1,1,0,0,215.1,234,103,101,25,7,63,165,1.38,.278
Chad C Gaudin,OAK,11,13,4.42,34,34,1,0,0,0,199.1,205,108,98,21,8,100,154,1.53,.267
Tom T Glavine,NYM,13,8,4.45,34,34,1,1,0,0,200.1,219,102,99,23,4,64,89,1.41,.281
Aaron A Harang,CIN,16,6,3.73,34,34,2,1,0,0,231.2,213,100,96,28,8,52,218,1.14,.242
Dan D Haren,OAK,15,9,3.07,34,34,0,0,0,0,222.2,214,91,76,24,3,55,192,1.21,.247
Tim T Hudson,ATL,16,10,3.33,34,34,1,1,0,0,224.1,221,87,83,10,8,53,132,1.22,.261
Kelvin K Jimenez,STL,3,0,7.50,34,0,0,0,0,0,42.0,56,36,35,2,4,17,24,1.74,.320
Scott S Kazmir,TB,13,9,3.48,34,34,0,0,0,0,206.2,196,91,80,18,7,89,239,1.38,.251
Ted T Lilly,CHC,15,8,3.83,34,34,0,0,0,0,207.0,181,91,88,28,3,55,174,1.14,.236
Kyle K Lohse,PHI,9,12,4.62,34,32,2,1,0,0,192.2,207,109,99,22,12,57,122,1.37,.279
Greg G Maddux,SD,14,11,4.14,34,34,1,0,0,0,198.0,221,92,91,14,6,25,104,1.24,.285
Jason J Marquis,CHC,12,9,4.60,34,33,1,1,0,0,191.2,190,111,98,22,13,76,109,1.39,.256
Gil G Meche,KC,9,13,3.67,34,34,1,0,0,0,216.0,218,98,88,22,3,62,156,1.30,.263
Zach Z Miner,DET,3,4,3.02,34,1,0,0,0,2,53.2,56,22,18,3,0,22,34,1.45,.273
Akinori A Otsuka,TEX,2,1,2.51,34,0,0,0,4,7,32.1,26,10,9,0,0,9,23,1.08,.218
Jake J Peavy,SD,19,6,2.54,34,34,0,0,0,0,223.1,169,67,63,13,6,68,240,1.06,.208
Troy T Percival,STL,3,0,1.80,34,1,0,0,0,0,40.0,24,8,8,3,0,10,36,0.85,.171
Kirk K Saarloos,CIN,1,5,7.17,34,3,0,0,0,1,42.2,54,36,34,8,3,19,27,1.71,.305
C Sabathia,CLE,19,7,3.21,34,34,4,1,0,0,241.0,238,94,86,20,8,37,209,1.14,.259
Juan J Salas,TB,1,1,3.72,34,0,0,0,0,1,36.1,36,19,15,7,5,17,26,1.46,.248
Aaron A Sele,NYM,3,2,5.37,34,0,0,0,0,0,53.2,78,34,32,5,2,21,29,1.84,.358
Jeff J Suppan,MIL,12,12,4.62,34,34,1,0,0,0,206.2,243,113,106,18,11,68,114,1.50,.298
Julian J Tavarez,BOS,7,11,5.15,34,23,0,0,0,0,134.2,151,89,77,14,7,51,77,1.50,.281
Brandon B Webb,ARI,18,10,3.01,34,34,4,3,0,0,236.1,209,91,79,12,5,72,194,1.19,.237
Kip K Wells,STL,7,17,5.70,34,26,0,0,0,0,162.2,186,116,103,19,9,78,122,1.62,.287
Carlos C Zambrano,CHC,18,13,3.95,34,34,1,0,0,0,216.1,187,100,95,23,14,101,177,1.33,.233
Barry B Zito,SF,11,13,4.53,34,33,0,0,0,0,196.2,182,105,99,24,4,83,131,1.35,.244
Miguel M Batista,SEA,16,11,4.29,33,32,0,0,0,0,193.0,209,101,92,18,8,85,133,1.52,.276
Andrew A Brown,OAK,3,3,4.54,33,0,0,0,0,2,41.2,38,21,21,1,3,17,43,1.32,.245
Dave D Bush,MIL,12,10,5.12,33,31,0,0,0,0,186.1,217,110,106,27,11,44,134,1.40,.290
Fernando F Cabrera,BAL,1,2,7.21,33,0,0,0,1,1,43.2,50,36,35,9,0,31,48,1.85,.287
Doug D Davis,ARI,13,12,4.25,33,33,0,0,0,0,192.2,211,100,91,21,5,95,144,1.59,.281
Octavio O Dotel,ATL,2,1,4.11,33,0,0,0,11,15,30.2,29,16,14,4,4,12,41,1.34,.242
Willie W Eyre,TEX,4,6,5.16,33,2,0,0,1,1,68.0,78,42,39,8,1,32,42,1.62,.291
Livan L Hernandez,ARI,11,11,4.93,33,33,1,0,0,0,204.1,247,116,112,34,6,79,90,1.60,.308
John J Lackey,LAA,19,9,3.01,33,33,2,2,0,0,224.0,219,87,75,18,12,52,179,1.21,.254
Derek D Lowe,LAD,12,14,3.88,33,32,3,0,0,0,199.1,194,100,86,20,1,59,147,1.27,.254
Jamie J Moyer,PHI,14,12,5.01,33,33,1,0,0,0,199.1,222,118,111,30,5,66,133,1.44,.285
Scott S Olsen,FLA,10,15,5.81,33,33,0,0,0,0,176.2,226,134,114,29,1,85,133,1.76,.315
Roy R Oswalt,HOU,14,7,3.18,33,32,1,0,0,0,212.0,221,80,75,14,7,60,154,1.33,.265
Brad B Penny,LAD,16,4,3.03,33,33,0,0,0,0,208.0,199,75,70,9,5,73,135,1.31,.260
