PLAYER,TEAM,W,L,ERA,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG
Pat P Rapp,FLA,8,16,5.10,30,29,0,0,0,0,162.1,184,95,92,12,3,91,86,1.69,.301
Armando A Reynoso,COL,8,9,4.96,30,30,0,0,0,0,168.2,195,97,93,27,9,49,88,1.45,.291
Kenny K Rogers,NYY,12,8,4.68,30,30,2,1,0,0,179.0,179,97,93,16,8,83,92,1.46,.261
Bob B Wolcott,SEA,7,10,5.73,30,28,1,0,0,0,149.1,179,101,95,26,7,54,78,1.56,.297
Dwight D Gooden,NYY,11,7,5.01,29,29,1,1,0,0,170.2,169,101,95,19,9,88,126,1.51,.259
Kirk K Mc Caskill,CWS,5,5,6.97,29,4,0,0,0,0,51.2,72,41,40,6,2,31,28,1.99,.344
Ramon R Morel,PIT,2,1,5.36,29,0,0,0,0,0,42.0,57,27,25,4,1,19,22,1.81,.324
Chad C Ogea,CLE,10,6,4.79,29,21,1,1,0,0,146.2,151,82,78,22,5,42,101,1.32,.266
Tim T Pugh,CIN,1,2,7.27,29,1,0,0,0,0,52.0,66,44,42,12,3,23,36,1.71,.304
Roger R Salkeld,CIN,8,5,5.20,29,19,1,1,0,0,116.0,114,69,67,18,6,54,82,1.45,.261
Aaron A Sele,BOS,7,11,5.32,29,29,1,0,0,0,157.1,192,110,93,14,8,67,137,1.65,.303
Allen A Watson,SF,8,12,4.61,29,29,2,0,0,0,185.2,189,105,95,28,5,69,128,1.39,.273
James J Baldwin,CWS,11,6,4.42,28,28,0,0,0,0,169.0,168,88,83,24,4,57,127,1.33,.257
Tom T Candiotti,LA,9,11,4.49,28,27,1,0,0,0,152.1,172,91,76,18,3,43,79,1.41,.288
John J Ericks,PIT,4,5,5.79,28,4,0,0,8,8,46.2,56,35,30,11,0,19,46,1.61,.292
Kevin K Gross,TEX,11,8,5.22,28,19,1,0,0,0,129.1,151,78,75,19,4,50,78,1.55,.293
Eric E Gunderson,BOS,0,1,8.31,28,0,0,0,0,0,17.1,21,17,16,5,2,8,7,1.67,.300
Brian B Keyser,CWS,1,2,4.98,28,0,0,0,1,1,59.2,78,35,33,3,0,28,19,1.78,.328
Ramon R Martinez,LA,15,6,3.42,28,27,2,2,0,0,168.2,153,76,64,12,8,86,133,1.42,.245
Blas B Minor,SEA,0,1,4.24,28,0,0,0,0,0,51.0,50,25,24,10,0,17,34,1.31,.256
Arthur A Rhodes,BAL,9,1,4.08,28,2,0,0,1,1,53.0,48,28,24,6,0,23,62,1.34,.241
Paul P Spoljaric,TOR,2,2,3.08,28,0,0,0,1,1,38.0,30,17,13,6,2,19,38,1.29,.214
Anthony A Young,HOU,3,3,4.59,28,0,0,0,0,0,33.1,36,18,17,4,4,22,19,1.74,.279
Jim J Abbott,CAL,2,18,7.48,27,23,1,0,0,0,142.0,171,128,118,23,4,78,58,1.75,.306
Ron R Blazier,PHI,3,1,5.87,27,0,0,0,0,0,38.1,49,30,25,6,0,10,25,1.54,.310
Marvin M Freeman,CWS,7,9,6.15,27,24,0,0,0,0,131.2,155,103,90,21,6,58,72,1.62,.296
Juan J Guzman,TOR,11,8,2.93,27,27,4,1,0,0,187.2,158,68,61,20,7,53,165,1.12,.228
Mike M Hampton,HOU,10,10,3.59,27,27,2,1,0,0,160.1,175,79,64,12,3,49,101,1.40,.280
Jason J Isringhausen,NYM,6,14,4.77,27,27,2,1,0,0,171.2,190,103,91,13,8,73,114,1.53,.284
Jose J Parra,MIN,5,5,6.04,27,5,0,0,0,0,70.0,88,48,47,15,3,27,50,1.64,.308
Robert R Person,NYM,4,5,4.52,27,13,0,0,0,0,89.2,86,50,45,16,2,35,76,1.35,.247
Mark M Portugal,CIN,8,9,3.98,27,26,1,1,0,0,156.0,146,77,69,20,2,42,93,1.21,.248
Jimmy J Haynes,BAL,3,6,8.29,26,11,0,0,1,1,89.0,122,84,82,14,2,58,65,2.02,.333
Ricardo R Jordan,PHI,2,2,1.80,26,0,0,0,0,0,25.0,18,6,5,0,0,12,17,1.20,.202
Greg G Keagle,DET,3,6,7.39,26,6,0,0,0,0,87.2,104,76,72,13,9,68,70,1.96,.298
Jim J Mecir,NYY,1,1,5.13,26,0,0,0,0,0,40.1,42,24,23,6,0,23,38,1.61,.275
Kurt K Miller,FLA,1,3,6.80,26,5,0,0,0,0,46.1,57,41,35,5,2,33,30,1.94,.313
Matt M Ruebel,PIT,1,1,4.60,26,7,0,0,1,1,58.2,64,38,30,7,6,25,22,1.52,.277
Curt C Schilling,PHI,9,10,3.19,26,26,8,2,0,0,183.1,149,69,65,16,3,50,182,1.09,.223
Donne D Wall,HOU,9,8,4.56,26,23,2,1,0,0,150.0,170,84,76,17,6,34,99,1.36,.286
Paul P Wilson,NYM,5,12,5.38,26,26,1,0,0,0,149.0,157,102,89,15,10,71,109,1.53,.268
Marshall M Boze,MIL,0,2,7.79,25,0,0,0,1,1,32.1,47,29,28,5,6,25,19,2.23,.362
John J Cummings,DET,3,4,5.35,25,0,0,0,0,0,37.0,48,27,22,4,2,22,29,1.89,.314
Mark M Holzemer,CAL,1,0,8.76,25,0,0,0,0,0,24.2,35,28,24,7,3,8,20,1.74,.327
Steve S Howe,NYY,0,1,6.35,25,0,0,0,1,1,17.0,19,12,12,1,1,6,5,1.47,.284
Mark M Hutton,FLA,5,3,4.15,25,11,0,0,0,0,86.2,79,42,40,9,4,36,56,1.33,.239
Omar O Olivares,DET,7,11,4.89,25,25,4,0,0,0,160.0,169,90,87,16,9,75,81,1.53,.275
Bill B Risley,TOR,0,1,3.89,25,0,0,0,0,0,41.2,33,20,18,7,0,25,29,1.39,.221
Amaury A Telemaco,CHC,5,7,5.46,25,17,0,0,0,0,97.1,108,67,59,20,3,31,64,1.43,.281
Randy R Veres,DET,0,4,8.31,25,0,0,0,0,0,30.1,38,29,28,6,2,23,28,2.01,.306
John J Wasdin,OAK,8,7,5.96,25,21,1,0,0,0,131.1,145,96,87,24,4,50,75,1.48,.283
Andy A Ashby,SD,9,5,3.23,24,24,1,0,0,0,150.2,147,60,54,17,3,34,85,1.20,.259
Steve S Avery,ATL,7,10,4.47,24,23,1,0,0,0,131.0,146,70,65,10,4,40,86,1.42,.285
Roger R Bailey,COL,2,3,6.24,24,11,0,0,1,1,83.2,94,64,58,7,1,52,45,1.75,.288
Erik E Bennett,MIN,2,0,7.90,24,0,0,0,1,1,27.1,33,24,24,7,2,16,13,1.79,.306
Mark M Eichhorn,CAL,1,2,5.04,24,0,0,0,0,0,30.1,36,17,17,3,2,11,24,1.55,.308
Alan A Embree,CLE,1,1,6.39,24,0,0,0,0,0,31.0,30,26,22,10,0,21,33,1.65,.259
Kevin K Jarvis,CIN,8,9,5.98,24,20,2,1,0,0,120.1,152,93,80,17,2,43,63,1.62,.305
Kent K Mercker,CLE,4,6,6.98,24,12,0,0,0,0,69.2,83,60,54,13,3,38,29,1.74,.297
Mike M Perez,CHC,1,0,4.67,24,0,0,0,0,0,27.0,29,14,14,2,3,13,22,1.56,.264
Mike M Potts,MIL,1,2,7.15,24,0,0,0,1,1,45.1,58,39,36,7,0,30,21,1.94,.319
Doug D Brocail,HOU,1,5,4.58,23,4,0,0,0,0,53.0,58,31,27,7,2,23,34,1.53,.289
Rocky R Coppinger,BAL,10,6,5.18,23,22,0,0,0,0,125.0,126,76,72,25,2,60,104,1.49,.263
Mike M Maddux,BOS,3,2,4.48,23,7,0,0,0,0,64.1,76,37,32,12,5,27,32,1.60,.295
Marcus M Moore,CIN,3,3,5.81,23,0,0,0,2,2,26.1,26,21,17,3,2,22,27,1.82,.263
Mike M Morgan,CIN,6,11,4.63,23,23,0,0,0,0,130.1,146,72,67,16,1,47,74,1.48,.289
Dario D Veras,SD,3,1,2.79,23,0,0,0,0,0,29.0,24,10,9,3,1,10,23,1.17,.231
Mark M Acre,OAK,1,3,6.12,22,0,0,0,2,2,25.0,38,17,17,4,2,9,18,1.88,.339
Joe J Borowski,ATL,2,4,4.85,22,0,0,0,0,0,26.0,33,15,14,4,1,13,15,1.77,.324
Jeff J Darwin,CWS,0,1,2.93,22,0,0,0,0,0,30.2,26,10,10,5,2,9,15,1.14,.232
Rick R Huisman,KC,2,1,4.60,22,0,0,0,1,1,29.1,25,15,15,4,0,18,23,1.47,.231
Rick R Krivda,BAL,3,5,4.96,22,11,0,0,0,0,81.2,89,48,45,14,1,39,54,1.57,.283
Brad B Pennington,CAL,0,2,6.20,22,0,0,0,0,0,20.1,11,15,14,2,0,31,20,2.07,.157
A. J. A Sager,DET,4,5,5.01,22,9,0,0,0,0,79.0,91,46,44,10,2,29,52,1.52,.294
Felix F Heredia,FLA,1,1,4.32,21,0,0,0,0,0,16.2,21,8,8,1,0,10,10,1.86,.313
Doug D Linton,KC,7,9,5.02,21,18,0,0,0,0,104.0,111,65,58,13,8,26,87,1.32,.271
Mike M Mimbs,PHI,3,9,5.53,21,17,0,0,0,0,99.1,116,66,61,13,2,41,56,1.58,.294
Ariel A Prieto,OAK,6,7,4.15,21,21,2,0,0,0,125.2,130,66,58,9,7,54,75,1.46,.273
Greg G Swindell,CLE,1,4,7.14,21,6,0,0,0,0,51.2,66,46,41,13,1,19,36,1.65,.308
Kevin K Wickander,MIL,2,0,4.97,21,0,0,0,0,0,25.1,26,16,14,2,0,17,19,1.70,.265
Brian B Bohanon,TOR,0,1,7.77,20,0,0,0,1,1,22.0,27,19,19,4,2,19,17,2.09,.303
Bob B Mac Donald,NYM,0,2,4.26,20,0,0,0,0,0,19.0,16,10,9,2,0,9,12,1.32,.235
Dennis D Martinez,CLE,9,6,4.50,20,20,1,1,0,0,112.0,122,63,56,12,2,37,48,1.42,.278
Kirk K Rueter,SF,6,8,3.97,20,19,0,0,0,0,102.0,109,50,45,12,2,27,46,1.33,.275
Steve S Sparks,MIL,4,7,6.60,20,13,1,0,0,0,88.2,103,66,65,19,3,52,21,1.75,.297
Dennis D Springer,CAL,5,6,5.51,20,15,2,1,0,0,94.2,91,65,58,24,6,43,64,1.42,.251
Mike M Walker,DET,0,0,8.46,20,0,0,0,1,1,27.2,40,26,26,10,1,17,13,2.06,.351
Rick R Aguilera,MIN,8,6,5.42,19,19,2,0,0,0,111.1,124,69,67,20,3,27,83,1.36,.276
Giovanni G Carrara,CIN,1,1,8.05,19,5,0,0,0,0,38.0,54,36,34,11,2,25,23,2.08,.338
Darren D Dreifort,LA,1,4,4.94,19,0,0,0,0,0,23.2,23,13,13,2,0,12,24,1.48,.256
Mark M Gubicza,KC,4,12,5.13,19,19,2,1,0,0,119.1,132,70,68,22,7,34,55,1.39,.284
John J Habyan,COL,1,1,7.13,19,0,0,0,0,0,24.0,34,19,19,4,1,14,25,2.00,.347
Joe J Magrane,CWS,1,5,6.88,19,8,0,0,0,0,53.2,70,45,41,10,3,25,21,1.77,.318
Mike M Remlinger,CIN,0,1,5.60,19,4,0,0,0,0,27.1,24,17,17,4,3,19,19,1.57,.245
Jason J Schmidt,PIT,5,6,5.70,19,17,1,0,0,0,96.1,108,67,61,10,2,53,74,1.67,.286
Tom T Urbani,DET,3,2,8.15,19,4,0,0,0,0,35.1,46,32,32,11,2,18,21,1.81,.313
Derek D Wallace,NYM,2,3,4.01,19,0,0,0,3,3,24.2,29,12,11,2,0,14,15,1.74,.290
Armando A Benitez,BAL,1,0,3.77,18,0,0,0,4,4,14.1,7,6,6,2,0,6,20,0.91,.143
Chris C Bosio,SEA,4,4,5.93,18,9,0,0,0,0,60.2,72,44,40,8,4,24,39,1.58,.299
Scott S Brow,TOR,1,0,5.59,18,1,0,0,0,0,38.2,45,25,24,5,0,25,23,1.81,.294
Archie A Corbin,BAL,2,0,2.30,18,0,0,0,0,0,27.1,22,7,7,2,1,22,20,1.61,.222
Mark M Langston,CAL,6,5,4.82,18,18,2,0,0,0,123.1,116,68,66,18,2,45,83,1.31,.247
Jeff J Tabaka,HOU,0,2,6.64,18,0,0,0,1,1,20.1,28,18,15,5,3,14,18,2.07,.322
Jaime J Bluma,KC,0,0,3.60,17,0,0,0,5,5,20.0,18,9,8,2,2,4,14,1.10,.247
John J Briscoe,OAK,0,1,3.76,17,0,0,0,1,1,26.1,18,11,11,2,0,24,14,1.59,.205
Terry T Clark,HOU,1,3,8.75,17,0,0,0,0,0,23.2,44,25,23,4,1,9,17,2.24,.386
Jeff J D' Amico,MIL,6,6,5.44,17,17,0,0,0,0,86.0,88,53,52,21,0,31,53,1.38,.267
Kevin K Foster,CHC,7,6,6.21,17,16,1,0,0,0,87.0,98,63,60,16,2,35,53,1.53,.288
Lee L Guetterman,SEA,0,2,4.09,17,0,0,0,0,0,11.0,11,8,5,0,0,10,6,1.91,.275
Bob B Scanlan,KC,0,1,6.85,17,0,0,0,0,0,22.1,29,19,17,2,2,12,6,1.84,.322
David D Wainhouse,PIT,1,0,5.70,17,0,0,0,0,0,23.2,22,16,15,3,0,10,16,1.35,.250
Edwin E Hurtado,SEA,2,5,7.74,16,4,0,0,2,2,47.2,61,42,41,10,0,30,36,1.91,.324
Al A Levine,CWS,0,1,5.40,16,0,0,0,0,0,18.1,22,14,11,1,1,7,12,1.58,.289
Dave D Pavlas,NYY,0,0,2.35,16,0,0,0,1,1,23.0,23,7,6,0,1,7,18,1.30,.264
Chris C Peters,PIT,2,4,5.63,16,10,0,0,0,0,64.0,72,43,40,9,1,25,28,1.52,.287
Jose J Rosado,KC,8,6,3.21,16,16,2,1,0,0,106.2,101,39,38,7,4,26,64,1.19,.249
Mark M Small,HOU,0,1,5.92,16,0,0,0,0,0,24.1,33,23,16,1,1,13,16,1.89,.308
Zane Z Smith,PIT,4,6,5.08,16,16,1,1,0,0,83.1,104,53,47,7,4,21,47,1.50,.309
Dave D Telgheder,OAK,4,7,4.65,16,14,1,1,0,0,79.1,92,42,41,12,1,26,43,1.49,.292
Paul P Wagner,PIT,4,8,5.40,16,15,1,0,0,0,81.2,86,49,49,10,3,39,81,1.53,.275
Steve S Wojciechowski,OAK,5,5,5.65,16,15,0,0,0,0,79.2,97,57,50,10,2,28,30,1.57,.300
Jamey J Wright,COL,4,4,4.93,16,15,0,0,0,0,91.1,105,60,50,8,7,41,45,1.60,.298
Mike M Bertotti,CWS,2,0,5.14,15,2,0,0,0,0,28.0,28,18,16,5,0,20,19,1.71,.257
Brian B Boehringer,NYY,2,4,5.44,15,3,0,0,0,0,46.1,46,28,28,6,1,21,37,1.45,.260
Steve S Bourgeois,SF,1,3,6.30,15,5,0,0,0,0,40.0,60,35,28,4,4,21,17,2.03,.355
Elmer E Dessens,PIT,0,2,8.28,15,3,0,0,0,0,25.0,40,23,23,2,0,4,13,1.76,.385
Cal C Eldred,MIL,4,4,4.46,15,15,0,0,0,0,84.2,82,43,42,8,4,38,50,1.42,.259
Huck H Flener,TOR,3,2,4.58,15,11,0,0,0,0,70.2,68,40,36,9,1,33,44,1.43,.251
Jeff J Granger,KC,0,0,6.61,15,0,0,0,0,0,16.1,21,13,12,3,2,10,11,1.90,.313
Danny D Graves,CLE,2,0,4.55,15,0,0,0,0,0,29.2,29,18,15,2,0,10,22,1.31,.246
John J Hudek,HOU,2,0,2.81,15,0,0,0,2,2,16.0,12,5,5,2,0,5,14,1.06,.207
Marty M Janzen,TOR,4,6,7.33,15,11,0,0,0,0,73.2,95,65,60,16,2,38,47,1.81,.318
Rusty R Meacham,SEA,1,1,5.74,15,5,0,0,1,1,42.1,57,28,27,9,4,13,25,1.65,.328
Mike M Sirotka,CWS,1,2,7.18,15,4,0,0,0,0,26.1,34,27,21,3,0,12,11,1.75,.315
Matt M Wagner,SEA,3,5,6.86,15,14,1,0,0,0,80.0,91,62,61,15,3,38,41,1.61,.285
Rich R Hunter,PHI,3,7,6.49,14,14,0,0,0,0,69.1,84,54,50,10,5,33,32,1.69,.304
Randy R Johnson,SEA,5,0,3.67,14,8,0,0,1,1,61.1,48,27,25,8,2,25,85,1.19,.211
Matt M Mantei,FLA,1,0,6.38,14,0,0,0,0,0,18.1,13,13,13,2,1,21,25,1.85,.197
Bryan B Rekar,COL,2,4,8.95,14,11,0,0,0,0,58.1,87,61,58,11,5,26,25,1.94,.345
Matt M Whiteside,TEX,0,1,6.68,14,0,0,0,0,0,32.1,43,24,24,8,0,11,15,1.67,.321
Joe J Boever,PIT,0,2,5.40,13,0,0,0,2,2,15.0,17,11,9,2,1,6,6,1.53,.288
Mike M Campbell,CHC,3,1,4.46,13,5,0,0,0,0,36.1,29,19,18,7,0,10,19,1.07,.216
Bobby B Chouinard,OAK,4,2,6.10,13,11,0,0,0,0,59.0,75,41,40,10,3,32,32,1.81,.316
Mike M Christopher,DET,1,1,9.30,13,0,0,0,0,0,30.0,47,36,31,12,0,11,19,1.93,.351
Lee L Hancock,PIT,0,0,6.38,13,0,0,0,0,0,18.1,21,18,13,5,2,10,13,1.69,.276
Danny D Jackson,STL,1,1,4.46,13,4,0,0,0,0,36.1,33,18,18,3,1,16,27,1.35,.243
Albie A Lopez,CLE,5,4,6.39,13,10,0,0,0,0,62.0,80,47,44,14,2,22,45,1.65,.311
Jose J Paniagua,MON,2,4,3.53,13,11,0,0,0,0,51.0,55,24,20,7,3,23,27,1.53,.282
Keith K Shepherd,BAL,0,1,8.71,13,0,0,0,0,0,20.2,31,27,20,6,0,18,17,2.37,.341
Jeff J Ware,TOR,1,5,9.09,13,4,0,0,0,0,32.2,35,34,33,6,2,31,11,2.02,.271
Shad S Williams,CAL,0,2,8.89,13,2,0,0,0,0,28.1,42,34,28,7,2,21,26,2.22,.341
Willie W Adams,OAK,3,4,4.01,12,12,1,1,0,0,76.1,76,39,34,11,5,23,68,1.30,.257
Jim J Dougherty,HOU,0,2,9.00,12,0,0,0,0,0,13.0,14,14,13,2,1,11,6,1.92,.280
Mike M Grace,PHI,7,2,3.49,12,12,1,1,0,0,80.0,72,33,31,9,1,16,49,1.10,.238
Ramiro R Mendoza,NYY,4,5,6.79,12,11,0,0,0,0,53.0,80,43,40,5,4,10,34,1.70,.343
Rich R Monteleone,CAL,0,3,5.87,12,0,0,0,0,0,15.1,23,11,10,5,1,2,5,1.63,.348
Donn D Pall,FLA,1,1,5.79,12,0,0,0,0,0,18.2,16,15,12,3,0,9,9,1.34,.232
Pete P Schourek,CIN,4,5,6.01,12,12,0,0,0,0,67.1,79,48,45,7,3,24,54,1.53,.293
Aaron A Small,OAK,1,3,8.16,12,3,0,0,0,0,28.2,37,28,26,3,1,22,17,2.06,.308
Tim T Van Egmond,MIL,3,5,5.27,12,9,0,0,0,0,54.2,58,35,32,6,1,23,33,1.48,.274
Woody W Williams,TOR,4,5,4.73,12,10,1,0,0,0,59.0,64,33,31,8,1,21,43,1.44,.278
Jay J Witasick,OAK,1,1,6.23,12,0,0,0,0,0,13.0,12,9,9,5,0,5,12,1.31,.245
Tavo T Alvarez,MON,2,1,3.00,11,5,0,0,0,0,21.0,19,10,7,0,1,12,9,1.48,.235
Rich R Batchelor,STL,2,0,1.20,11,0,0,0,0,0,15.0,9,2,2,0,0,1,11,0.67,.173
Jim J Bruske,LA,0,0,5.68,11,0,0,0,0,0,12.2,17,8,8,2,1,3,12,1.58,.315
John J Burke,COL,2,1,7.47,11,0,0,0,0,0,15.2,21,13,13,3,1,7,19,1.79,.318
David D Cone,NYY,7,2,2.88,11,11,1,0,0,0,72.0,50,25,23,3,2,34,71,1.17,.198
Shawn S Estes,SF,3,5,3.60,11,11,0,0,0,0,70.0,63,30,28,3,2,39,60,1.46,.243
Sid S Fernandez,PHI,3,6,3.43,11,11,0,0,0,0,63.0,50,25,24,5,1,26,77,1.21,.215
Ryan R Hancock,CAL,4,1,7.48,11,4,0,0,0,0,27.2,34,23,23,2,2,17,19,1.84,.306
Pep P Harris,CAL,2,0,3.90,11,3,0,0,0,0,32.1,31,16,14,4,3,17,20,1.48,.254
Rick R Helling,FLA,3,3,4.31,11,6,0,0,0,0,48.0,37,23,23,9,0,16,42,1.10,.206
Kerry K Lacy,BOS,2,0,3.38,11,0,0,0,0,0,10.2,15,5,4,2,1,8,9,2.16,.333
Paul P Menhart,SEA,2,2,7.29,11,6,0,0,0,0,42.0,55,36,34,9,2,25,18,1.90,.327
Jose J Mercedes,MIL,0,2,9.18,11,0,0,0,0,0,16.2,20,18,17,6,0,5,6,1.50,.294
Jimmy J Myers,BAL,0,0,7.07,11,0,0,0,0,0,14.0,18,13,11,4,0,3,6,1.50,.305
C. J. C Nitkowski,DET,2,3,8.08,11,8,0,0,0,0,45.2,62,44,41,7,7,38,36,2.19,.332
Justin J Thompson,DET,1,6,4.58,11,11,0,0,0,0,59.0,62,35,30,7,2,31,44,1.58,.267
Marc M Valdes,FLA,1,3,4.81,11,8,0,0,0,0,48.2,63,32,26,5,1,23,13,1.77,.315
Brian B Anderson,CLE,3,1,4.91,10,9,0,0,0,0,51.1,58,29,28,9,0,14,21,1.40,.296
Chris C Hook,SF,0,1,7.43,10,0,0,0,0,0,13.1,16,13,11,3,2,14,4,2.25,.308
Dane D Johnson,TOR,0,0,3.00,10,0,0,0,0,0,9.0,5,3,3,0,0,5,7,1.11,.161
Scott S Klingenbeck,MIN,1,1,7.85,10,3,0,0,0,0,28.2,42,28,25,5,1,10,15,1.81,.339
Esteban E Loaiza,PIT,2,3,4.96,10,10,1,1,0,0,52.2,65,32,29,11,2,19,32,1.59,.308
Darrell D May,CAL,0,1,9.53,10,2,0,0,0,0,11.1,18,13,12,6,1,6,6,2.12,.353
Greg G Mc Carthy,SEA,0,0,1.86,10,0,0,0,0,0,9.2,8,2,2,0,4,4,7,1.24,.229
Al A Osuna,SD,0,0,2.25,10,0,0,0,0,0,4.0,5,1,1,0,1,2,4,1.75,.313
Salomon S Torres,SEA,3,3,4.59,10,7,1,1,0,0,49.0,44,27,25,5,3,23,36,1.37,.242
Joel J Adamson,FLA,0,0,7.36,9,0,0,0,0,0,11.0,18,9,9,1,1,7,7,2.27,.400
Miguel M Batista,FLA,0,0,5.56,9,0,0,0,0,0,11.1,9,8,7,0,0,7,6,1.41,.231
Darren D Hall,LA,0,2,6.00,9,0,0,0,0,0,12.0,13,9,8,2,0,5,12,1.50,.271
John J Johnstone,HOU,1,0,5.54,9,0,0,0,0,0,13.0,17,8,8,2,0,5,5,1.69,.321
Pedro P Martinez,CIN,0,0,6.30,9,0,0,0,0,0,10.0,13,9,7,2,0,8,9,2.10,.317
Jeff J Schmidt,CAL,2,0,7.88,9,0,0,0,0,0,8.0,13,9,7,2,0,8,2,2.63,.394
Luis L Andujar,TOR,1,3,6.99,8,7,0,0,0,0,37.1,46,30,29,8,1,16,11,1.66,.311
Matt M Beech,PHI,1,4,6.97,8,8,0,0,0,0,41.1,49,32,32,8,3,11,33,1.45,.306
Terry T Burrows,MIL,2,0,2.84,8,0,0,0,0,0,12.2,12,4,4,2,1,10,5,1.74,.261
Cris C Carpenter,MIL,0,0,7.56,8,0,0,0,0,0,8.1,12,8,7,1,0,2,2,1.68,.333
Ryan R Hawblitzel,COL,0,1,6.00,8,0,0,0,0,0,15.0,18,12,10,2,0,6,7,1.60,.290
Dustin D Hermanson,SD,1,0,8.56,8,0,0,0,0,0,13.2,18,15,13,3,0,4,11,1.61,.340
Brent B Knackert,BOS,0,1,9.00,8,0,0,0,0,0,10.0,16,12,10,1,0,7,5,2.30,.356
Steve S Montgomery,OAK,1,0,9.22,8,0,0,0,0,0,13.2,18,14,14,5,0,13,8,2.27,.310
Mike M Oquist,SD,0,0,2.35,8,0,0,0,0,0,7.2,6,2,2,0,0,4,4,1.30,.231
Steve S Parris,PIT,0,3,7.18,8,4,0,0,0,0,26.1,35,22,21,4,1,11,27,1.75,.321
Nerio N Rodriguez,BAL,0,1,4.32,8,1,0,0,0,0,16.2,18,11,8,2,1,7,12,1.50,.265
Jeff J Suppan,BOS,1,1,7.54,8,4,0,0,0,0,22.2,29,19,19,3,1,13,13,1.85,.330
Brad B Woodall,ATL,2,2,7.32,8,3,0,0,0,0,19.2,28,19,16,4,0,4,20,1.63,.333
Shawn S Barton,SF,0,0,9.72,7,0,0,0,0,0,8.1,19,12,9,2,0,1,3,2.40,.442
Jason J Dickson,CAL,1,4,4.57,7,7,0,0,0,0,43.1,52,22,22,6,1,18,20,1.62,.306
Glenn G Dishman,PHI,0,0,7.71,7,1,0,0,0,0,9.1,12,8,8,2,0,3,3,1.61,.316
Mike M Farmer,COL,0,1,7.71,7,4,0,0,0,0,28.0,32,25,24,8,0,13,16,1.61,.286
La Troy L Hawkins,MIN,1,1,8.20,7,6,0,0,0,0,26.1,42,24,24,8,0,9,24,1.94,.372
Scott S Kamieniecki,NYY,1,2,11.12,7,5,0,0,0,0,22.2,36,30,28,6,2,19,15,2.43,.364
Mark M Kiefer,MIL,0,0,8.10,7,0,0,0,0,0,10.0,15,9,9,1,0,5,5,2.00,.366
Bob B Milacki,SEA,1,4,6.86,7,4,0,0,0,0,21.0,30,20,16,3,0,15,13,2.14,.330
Travis T Miller,MIN,1,2,9.23,7,7,0,0,0,0,26.1,45,29,27,7,0,9,15,2.05,.388
Larry L Mitchell,PHI,0,0,4.50,7,0,0,0,0,0,12.0,14,6,6,1,0,5,7,1.58,.311
Danny D Patterson,TEX,0,0,0.00,7,0,0,0,0,0,8.2,10,4,0,0,0,3,5,1.50,.286
Clint C Sodowsky,DET,1,3,11.84,7,7,0,0,0,0,24.1,40,34,32,5,3,20,9,2.47,.370
Scott S Sullivan,CIN,0,0,2.25,7,0,0,0,0,0,8.0,7,2,2,0,1,5,3,1.50,.250
Bill B Swift,COL,1,1,5.40,7,3,0,0,2,2,18.1,23,12,11,1,0,5,5,1.53,.307
David D West,PHI,2,2,4.76,7,6,0,0,0,0,28.1,31,17,15,0,0,11,22,1.48,.272
Garvin G Alston,COL,1,0,9.00,6,0,0,0,0,0,6.0,9,6,6,1,1,3,5,2.00,.375
Kevin K Lomon,ATL,0,0,4.91,6,0,0,0,0,0,7.1,7,4,4,0,1,3,1,1.36,.259
Eric E Ludwick,STL,0,1,9.00,6,1,0,0,0,0,10.0,11,11,10,4,1,3,12,1.40,.275
Bobby B Munoz,PHI,0,3,7.82,6,6,0,0,0,0,25.1,42,28,22,5,1,7,8,1.93,.375
David D Nied,COL,0,2,13.50,6,1,0,0,0,0,5.1,5,8,8,1,0,8,4,2.44,.250
Tanyon T Sturtze,CHC,1,0,9.00,6,0,0,0,0,0,11.0,16,11,11,3,0,5,7,1.91,.348
Dave D Swartzbaugh,CHC,0,2,6.38,6,5,0,0,0,0,24.0,26,17,17,3,0,14,13,1.67,.277
Frank F Viola,TOR,1,3,7.71,6,6,0,0,0,0,30.1,43,28,26,6,2,21,18,2.11,.350
Jose J Alberro,TEX,0,1,5.79,5,1,0,0,0,0,9.1,14,6,6,1,0,7,2,2.25,.368
Robbie R Beckett,COL,0,0,13.50,5,0,0,0,0,0,5.1,6,8,8,3,0,9,6,2.81,.286
Jason J Bere,CWS,0,1,10.26,5,5,0,0,0,0,16.2,26,19,19,3,0,18,19,2.64,.356
Dan D Carlson,SF,1,0,2.70,5,0,0,0,0,0,10.0,13,6,3,2,0,2,4,1.50,.310
Scott S Davison,SEA,0,0,9.00,5,0,0,0,0,0,9.0,11,9,9,6,0,3,9,1.56,.297
John J Hope,PIT,1,3,6.98,5,4,0,0,0,0,19.1,17,18,15,5,2,11,13,1.45,.246
Derek D Lilliquist,CIN,0,0,7.36,5,0,0,0,0,0,3.2,5,3,3,1,0,0,1,1.36,.357
Rich R Loiselle,PIT,1,0,3.05,5,3,0,0,0,0,20.2,22,8,7,3,0,8,9,1.45,.268
Trever T Miller,DET,0,4,9.18,5,4,0,0,0,0,16.2,28,17,17,3,2,9,8,2.22,.384
Alex A Pacheco,MON,0,0,11.12,5,0,0,0,0,0,5.2,8,7,7,2,0,1,7,1.59,.320
