PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
James J Mouton C,HOU,86,180,24,38,9,1,3,23,18,30,9,7,.211,.287,.322,.609
Reggie R Sanders,CIN,86,312,52,79,19,2,19,56,42,93,13,7,.253,.347,.510,.857
Chris C Snopek,CWS,86,298,27,65,15,0,5,35,18,51,3,2,.218,.263,.319,.582
Curtis C Goodwin,CIN,85,265,27,67,11,0,1,12,24,53,22,13,.253,.316,.306,.622
Brent B Mayne,OAK,85,256,29,74,12,0,6,22,18,33,1,0,.289,.343,.406,.749
Marvin M Benard,SF,84,114,13,26,4,0,1,13,13,29,3,1,.228,.315,.289,.605
Jeff J Huson,MIL,84,143,12,29,3,0,0,11,5,15,3,0,.203,.238,.224,.462
Kevin K Jordan,PHI,84,177,19,47,8,0,6,30,3,26,0,1,.266,.273,.412,.686
Ryan R Mc Guire,MON,84,199,22,51,15,2,3,17,19,34,1,4,.256,.320,.397,.717
Matt M Mieske R,MIL,84,253,39,63,15,3,5,21,19,50,1,0,.249,.300,.391,.692
Kevin K Polcovich S,PIT,84,245,37,67,16,1,4,21,21,45,2,2,.273,.350,.396,.746
Mike M Sweeney,KC,84,240,30,58,8,0,7,31,17,33,3,2,.242,.306,.363,.668
Julian J Tavarez,SF,84,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Derrick D May R,PHI,83,149,8,34,5,1,1,13,8,26,4,1,.228,.266,.295,.561
Neifi N Perez S,COL,83,313,46,91,13,10,5,31,21,43,4,3,.291,.333,.444,.777
Mike M Macfarlane,KC,82,257,34,61,14,2,8,35,24,47,0,2,.237,.316,.401,.717
Stan S Belinda,CIN,81,3,0,1,0,0,0,0,0,1,0,0,.333,.333,.333,.667
Warren W Newson R,TEX,81,169,23,36,10,1,10,23,31,53,3,0,.213,.333,.462,.795
Curtis C Pride,BOS,81,164,22,35,4,4,3,20,24,46,6,4,.213,.316,.341,.657
Roger R Cedeno C,LA,80,194,31,53,10,2,3,17,25,44,9,1,.273,.362,.392,.753
David D Howard,KC,80,162,24,39,8,1,1,13,10,31,2,2,.241,.287,.321,.608
Rafael R Bournigal S,OAK,79,222,29,62,9,0,1,20,16,19,2,1,.279,.339,.333,.672
Fernando F Vina,MIL,79,324,37,89,12,2,4,28,12,23,8,7,.275,.312,.361,.673
Mark M Johnson,PIT,78,219,30,47,10,0,4,29,43,78,1,1,.215,.345,.315,.660
Luis L Lopez S,NYM,78,178,19,48,12,1,1,19,12,42,2,4,.270,.330,.365,.695
Jason J Mc Donald C,OAK,78,236,47,62,11,4,4,14,36,49,13,8,.263,.361,.394,.755
Jon J Nunnally C,CIN,78,230,46,71,12,4,14,39,31,58,7,3,.309,.394,.578,.972
Jack J Howell,ANA,77,174,25,45,7,0,14,34,13,36,1,0,.259,.305,.540,.846
Craig C Paquette,KC,77,252,26,58,15,1,8,33,10,57,2,2,.230,.263,.393,.656
Luis L Sojo,NYY,77,215,27,66,6,1,2,25,16,14,3,1,.307,.355,.372,.727
Rob R Ducey L,SEA,76,143,25,41,15,2,5,10,6,31,3,3,.287,.311,.524,.836
Nelson N Liriano,LA,76,88,10,20,6,0,1,11,6,12,0,0,.227,.274,.330,.603
Danny D Sheaffer,STL,76,132,10,33,5,0,0,11,8,17,1,0,.250,.296,.288,.584
Andy A Stankiewicz,MON,76,107,11,24,9,0,1,5,4,22,1,1,.224,.250,.336,.586
John J Vander Wal,COL,76,92,7,16,2,0,1,11,10,33,1,1,.174,.255,.228,.483
George G Williams,OAK,76,201,30,58,9,1,3,22,35,46,0,1,.289,.397,.388,.786
Luis L Castillo,FLA,75,263,27,63,8,0,0,8,27,53,16,10,.240,.310,.270,.580
Scott S Cooper,KC,75,159,12,32,6,1,3,15,17,32,1,1,.201,.283,.308,.592
Jermaine J Dye R,KC,75,263,26,62,14,0,7,22,17,51,2,1,.236,.284,.369,.652
Darrin D Jackson L,MIL,75,211,26,55,9,1,5,36,6,31,4,1,.261,.279,.384,.662
Jeff J Shaw,CIN,75,3,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
Terry T Adams,CHC,74,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Alex A Arias,FLA,74,93,13,23,2,0,1,11,12,12,0,1,.247,.352,.301,.653
Shane S Halter,KC,74,123,16,34,5,1,2,10,10,28,4,3,.276,.341,.382,.723
Orlando O Palmeiro C,ANA,74,134,19,29,2,2,0,8,17,11,2,2,.216,.307,.261,.568
Bob B Patterson,CHC,74,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Tim T Raines L,NYY,74,271,56,87,20,2,4,38,41,34,8,5,.321,.403,.454,.856
Mel M Rojas,NYM,74,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Devon D White C,FLA,74,265,37,65,13,1,6,34,32,65,13,5,.245,.338,.370,.708
Damon D Berryhill,SF,73,167,17,43,8,0,3,23,20,29,0,0,.257,.335,.359,.694
Mike M Kelly R,CIN,73,140,27,41,13,2,6,19,10,30,6,1,.293,.338,.543,.881
Barry B Larkin S,CIN,73,224,34,71,17,3,4,20,47,24,14,3,.317,.440,.473,.913
Eddie E Pérez Perez,ATL,73,191,20,41,5,0,6,18,10,35,0,1,.215,.259,.335,.594
Rafael R Belliard S,ATL,72,71,9,15,3,0,1,3,1,17,0,1,.211,.219,.296,.515
Doug D Henry,SF,72,4,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Tyler T Houston,CHC,72,196,15,51,10,0,2,28,9,35,1,0,.260,.290,.342,.632
Jerry J Spradlin,PHI,72,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Jack J Voigt L,MIL,72,151,20,37,9,2,8,22,19,36,1,2,.245,.331,.490,.822
Billy B Ashley,LA,71,131,12,32,7,0,6,19,8,46,0,0,.244,.293,.435,.728
Norberto N Martin S,CWS,71,213,24,64,7,1,2,27,6,31,1,4,.300,.320,.371,.690
Greg G Myers,ATL,71,174,24,45,11,1,5,29,17,32,0,0,.259,.321,.420,.741
Billy B Ripken S,TEX,71,203,18,56,9,1,3,24,9,32,0,1,.276,.300,.374,.674
Mark M Smith R,PIT,71,193,29,55,13,1,9,35,28,36,3,1,.285,.374,.503,.876
Turner T Ward C,PIT,71,167,33,59,16,1,7,33,18,17,4,1,.353,.420,.587,1.007
Rick R Wilkins,SEA,71,202,20,40,6,0,7,27,18,67,0,0,.198,.259,.332,.591
Ernie E Young C,OAK,71,175,22,39,7,0,5,15,19,57,1,3,.223,.303,.349,.652
Jerry J Dipoto,COL,70,9,0,1,0,0,0,0,0,5,0,0,.111,.111,.111,.222
Rich R Loiselle,PIT,70,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Greg G Mc Michael,NYM,70,3,0,2,0,0,0,0,0,1,0,0,.667,.667,.667,1.333
Tim T Naehring,BOS,70,259,38,74,18,1,9,40,38,40,1,1,.286,.375,.467,.843
Jay J Powell,FLA,70,4,0,2,0,0,0,1,0,1,0,0,.500,.500,.500,1.000
Scott S Radinsky,LA,70,4,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000
Mike M Remlinger,CIN,70,21,1,2,2,0,0,6,2,11,0,0,.095,.174,.190,.364
Charlie C O' Brien,TOR,69,225,22,49,15,1,4,27,22,45,0,2,.218,.311,.347,.657
Mark M Whiten L,NYY,69,215,34,57,11,0,5,24,30,47,4,2,.265,.360,.386,.746
Tony T Batista S,OAK,68,188,22,38,10,1,4,18,14,31,2,2,.202,.265,.330,.594
Rod R Beck,SF,68,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Mark M Bellhorn,OAK,68,224,33,51,9,1,6,19,32,70,7,1,.228,.324,.357,.681
Mike M Blowers,SEA,68,150,22,44,5,0,5,20,21,33,0,0,.293,.376,.427,.802
Tony T Fossas,STL,68,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Trevor T Hoffman,SD,68,3,0,1,0,0,0,1,0,1,0,0,.333,.333,.333,.667
Robb R Nen,FLA,68,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Marc M Wilkins,PIT,68,4,0,0,0,0,0,1,1,3,0,0,.000,.200,.000,.200
Mark M Wohlers,ATL,68,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Bill B Haselman,BOS,67,212,22,50,15,0,6,26,15,44,0,2,.236,.290,.392,.682
Pat P Kelly,NYY,67,120,25,29,6,1,2,10,14,37,8,1,.242,.324,.358,.682
Rich R Rodriguez,SF,67,3,1,1,0,0,0,0,1,1,0,0,.333,.500,.333,.833
Jose J Vidro,MON,67,169,19,42,12,1,2,17,11,20,1,0,.249,.297,.367,.664
David D Bell,STL,66,142,9,30,7,2,1,12,10,28,1,0,.211,.261,.310,.571
Ricky R Bottalico,PHI,66,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Tilson T Brito,OAK,66,172,17,41,5,1,2,14,10,38,1,0,.238,.285,.314,.599
Emil E Brown L,PIT,66,95,16,17,2,1,2,6,10,32,5,1,.179,.304,.284,.588
Alan A Embree,ATL,66,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Brent B Gates,SEA,65,151,18,36,8,0,3,20,14,21,0,0,.238,.298,.351,.649
Scott S Livingstone,STL,65,67,4,11,2,0,0,6,3,11,1,0,.164,.194,.194,.388
Danny D Bautista L,ATL,64,103,14,25,3,2,3,9,5,24,2,0,.243,.282,.398,.680
Kent K Bottenfield,CHC,64,4,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
Kevin K Seitzer D,CLE,64,198,27,53,14,0,2,24,18,25,0,0,.268,.326,.369,.694
Craig C Grebeck,ANA,63,126,12,34,9,0,1,6,18,11,0,1,.270,.359,.365,.724
Mike M Munoz,COL,63,1,0,0,0,0,0,0,1,1,0,0,.000,.500,.000,.500
Craig C Shipley,SD,63,139,22,38,9,0,5,19,7,20,1,1,.273,.306,.446,.752
Turk T Wendell,NYM,63,5,1,0,0,0,0,0,1,3,0,0,.000,.167,.000,.167
Jason J Bates,COL,62,121,17,29,10,0,3,11,15,27,0,1,.240,.338,.397,.735
Steve S Reed,COL,62,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Anthony A Telford,MON,62,15,0,3,1,0,0,1,0,3,0,0,.200,.200,.267,.467
Todd T Worrell,LA,62,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Brent B Brede R,MIN,61,190,25,52,11,1,3,21,21,38,7,2,.274,.347,.389,.737
Cliff C Floyd L,FLA,61,137,23,32,9,1,6,19,24,33,6,2,.234,.354,.445,.799
Mike M Mordecai,ATL,61,81,8,14,2,1,0,3,6,16,0,1,.173,.227,.222,.450
Kevin K Sefcik,PHI,61,119,11,32,3,0,2,6,4,9,1,2,.269,.298,.345,.643
Billy B Wagner,HOU,61,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Tony T Eusebio,HOU,60,164,12,45,2,0,1,18,19,27,0,1,.274,.364,.305,.668
Shane S Mack C,BOS,60,130,13,41,7,0,3,17,9,24,2,1,.315,.368,.438,.806
Jorge J Posada,NYY,60,188,29,47,12,0,6,25,30,33,1,2,.250,.359,.410,.768
Fernando F Tatis,TEX,60,223,29,57,9,0,8,29,14,42,3,0,.256,.297,.404,.701
Bobby B Abreu R,HOU,59,188,22,47,10,2,3,26,21,48,7,2,.250,.329,.372,.701
Dennis D Cook,FLA,59,9,2,5,0,0,1,2,0,0,0,0,.556,.556,.889,1.444
Darren D Hall,LA,59,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jim J Poole,SF,59,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Harvey H Pulliam,COL,59,67,15,19,3,0,3,9,5,15,0,1,.284,.333,.463,.796
Ricardo R Rincon,PIT,59,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Mike M Simms,TEX,59,111,13,28,8,0,5,22,8,27,0,1,.252,.298,.459,.757
Ugueth U Urbina,MON,59,5,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000
Jacob J Brumfield C,TOR,58,174,22,36,5,1,2,20,14,31,4,4,.207,.268,.282,.550
Mark M Guthrie,LA,58,4,0,1,0,0,0,0,0,0,0,0,.250,.250,.250,.500
Gregg G Zaun,FLA,58,143,21,43,10,2,2,20,26,18,1,0,.301,.415,.441,.856
Tony T Barron R,PHI,57,189,22,54,12,1,4,24,12,38,0,1,.286,.330,.423,.753
John J Frascatore,STL,57,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
John J Franco,NYM,56,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Pat P Lennon L,OAK,56,116,14,34,6,1,1,14,15,35,0,1,.293,.374,.388,.762
Scott S Sullivan,CIN,56,7,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000
Tim T Worrell,SD,56,15,3,3,0,0,0,1,2,8,0,0,.200,.294,.200,.494
Pat P Borders,CLE,55,159,17,47,7,1,4,15,9,27,0,2,.296,.341,.428,.769
Eddie E Murray,LA,55,167,13,37,7,0,3,18,15,26,1,0,.222,.281,.317,.598
Dennis D Eckersley,STL,54,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Scott S Pose L,NYY,54,87,19,19,2,1,0,5,9,11,3,1,.218,.292,.264,.556
Ramon R Tatis,CHC,54,3,0,0,0,0,0,0,1,3,0,0,.000,.250,.000,.250
Mario M Valdez,CWS,54,115,11,28,7,0,1,13,17,39,1,0,.243,.350,.330,.681
Robin R Ventura,CWS,54,183,27,48,10,1,6,26,34,21,0,0,.262,.373,.426,.799
Yamil Y Benitez L,KC,53,191,22,51,7,1,8,21,10,49,2,2,.267,.307,.440,.747
Pete P Incaviglia D,NYY,53,154,19,38,4,0,5,12,11,46,0,0,.247,.308,.370,.678
Curt C Leskanic,COL,53,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Mark M Petkovsek,STL,53,11,0,1,0,0,0,0,1,2,0,0,.091,.167,.091,.258
Russ R Springer,HOU,53,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Craig C Counsell,FLA,52,164,20,49,9,2,1,16,18,17,1,1,.299,.376,.396,.773
Will W Cunnane,SD,52,14,4,5,0,1,0,4,2,4,0,0,.357,.438,.500,.938
Mike M De Jean,COL,52,3,0,1,1,0,0,0,0,1,0,0,.333,.333,.667,1.000
Felix F Heredia,FLA,52,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000
Pat P Listach S,HOU,52,132,13,24,2,2,0,6,11,24,4,2,.182,.247,.227,.474
Tom T Martin,HOU,52,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Phil P Plantier R,STL,52,121,13,30,8,0,5,18,13,30,0,3,.248,.331,.438,.769
Jody J Reed,DET,52,112,6,22,2,0,0,8,10,15,3,2,.196,.278,.214,.492
Todd T Walker,MIN,52,156,15,37,7,1,3,16,11,30,7,0,.237,.288,.353,.641
Doug D Bochtler,SD,51,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Ron R Karkovice,CWS,51,138,10,25,3,0,6,18,11,32,0,0,.181,.248,.333,.582
Cory C Lidle,NYM,51,5,1,0,0,0,0,0,1,4,0,0,.000,.167,.000,.167
Joe J Vitiello R,KC,51,130,11,31,6,0,5,18,14,37,0,0,.238,.322,.400,.722
Brad B Clontz,ATL,50,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Carlos C Hernandez,SD,50,134,15,42,7,1,3,14,3,27,0,2,.313,.328,.448,.776
Rex R Hudler C,PHI,50,122,17,27,4,0,5,10,6,28,1,0,.221,.264,.377,.641
Jose J Lima,HOU,50,3,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
Orlando O Miller S,DET,50,111,13,26,7,1,2,10,5,24,1,0,.234,.289,.369,.659
Marc M Newfield L,MIL,50,157,14,36,8,0,1,18,14,27,0,0,.229,.295,.299,.595
Ricky R Otero C,PHI,50,151,20,38,6,2,0,3,19,15,0,3,.252,.339,.318,.657
Terry T Pendleton,CIN,50,113,11,28,9,0,1,17,12,14,2,1,.248,.320,.354,.674
Dave D Veres,MON,50,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000
Mike M Benjamin,BOS,49,116,12,27,9,1,0,7,4,27,2,3,.233,.262,.328,.590
Keith K Osik,PIT,49,105,10,27,9,1,0,7,9,21,0,1,.257,.322,.362,.684
Chris C Stynes L,CIN,49,198,31,69,7,1,6,28,11,13,11,2,.348,.394,.485,.879
Lee L Tinsley,SEA,49,122,12,24,6,2,0,6,11,34,2,0,.197,.263,.279,.542
Mike M Bielecki,ATL,48,2,0,0,0,0,0,0,1,1,0,0,.000,.333,.000,.333
Adrian A Brown C,PIT,48,147,17,28,6,0,1,10,13,18,8,4,.190,.273,.252,.524
Reggie R Harris,PHI,48,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Izzy I Molina,OAK,48,111,6,22,3,1,3,7,3,17,0,0,.198,.219,.324,.544
Eric E Anthony,LA,47,74,8,18,3,2,2,5,12,18,2,0,.243,.349,.419,.768
Steve S Bieser,NYM,47,69,16,17,3,0,0,4,7,20,2,3,.246,.346,.290,.636
Brook B Fordyce,CIN,47,96,7,20,5,0,1,8,8,15,2,0,.208,.267,.292,.558
Brian B Jordan R,STL,47,145,17,34,5,0,0,10,10,21,6,1,.234,.311,.269,.580
Tom T Prince,LA,47,100,17,22,5,0,3,14,5,15,0,0,.220,.275,.360,.635
Marc M Valdes,MON,47,19,0,2,0,0,0,1,1,9,0,0,.105,.150,.105,.255
Matt M Walbeck,DET,47,137,18,38,3,0,3,10,12,19,3,3,.277,.331,.365,.696
Rich R Aurilia S,SF,46,102,16,28,8,0,5,19,8,15,1,1,.275,.321,.500,.821
Brant B Brown L,CHC,46,137,15,32,7,1,5,15,7,28,2,1,.234,.286,.409,.694
Darren D Dreifort,LA,46,7,0,1,0,0,0,0,0,5,0,0,.143,.143,.143,.286
John J Jaha,MIL,46,162,25,40,7,0,11,26,25,40,1,0,.247,.354,.494,.848
Wayne W Kirby,LA,46,65,6,11,2,0,0,4,10,12,0,0,.169,.280,.200,.480
Brian B Lesher L,OAK,46,131,17,30,4,1,4,16,9,30,4,1,.229,.275,.366,.641
Juan J Samuel D,TOR,45,95,13,27,5,4,3,15,10,28,5,3,.284,.364,.516,.880
Todd T Dunn L,MIL,44,118,17,27,5,0,3,9,2,39,3,0,.229,.242,.347,.589
Clint C Sodowsky,PIT,44,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000
Shannon S Stewart C,TOR,44,168,25,48,13,7,0,22,19,24,10,3,.286,.368,.446,.814
Bubba B Trammell R,DET,44,123,14,28,5,0,4,13,15,35,3,1,.228,.307,.366,.673
John J Wehner R,FLA,44,36,8,10,2,0,0,2,2,5,1,0,.278,.333,.333,.667
Trey T Beamon,SD,43,65,5,18,3,0,0,7,2,17,1,2,.277,.309,.323,.632
Rob R Butler,PHI,43,89,10,26,9,1,0,13,5,8,1,0,.292,.326,.416,.742
Aaron A Ledesma,BAL,43,88,24,31,5,1,2,11,13,9,1,0,.352,.437,.500,.937
Antonio A Osuna,LA,43,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000
Matt M Ruebel,PIT,43,7,0,0,0,0,0,0,0,7,0,0,.000,.000,.000,.000
Eric E Davis R,BAL,42,158,29,48,11,0,8,25,14,47,6,0,.304,.358,.525,.883
Jesus J Tavarez C,BOS,42,69,12,12,3,1,0,9,4,9,0,0,.174,.216,.246,.463
Sean S Bergman,SD,41,13,2,3,1,0,0,0,0,7,0,0,.231,.231,.308,.538
Tom T Candiotti,LA,41,32,0,3,0,0,0,2,1,10,0,0,.094,.121,.094,.215
Darren D Holmes,COL,41,19,2,3,0,0,1,2,0,9,0,0,.158,.150,.316,.466
Sherman S Obando,MON,41,47,3,6,1,0,2,9,6,14,0,0,.128,.241,.277,.517
Juan J Castro S,LA,40,75,3,11,3,1,0,4,7,20,0,0,.147,.220,.213,.433
Ramon R Garcia,HOU,40,36,2,4,2,0,0,5,0,13,0,0,.111,.132,.167,.298
T. J. T Mathews,OAK,40,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Tony T Peña Pena,HOU,40,86,6,15,4,0,0,10,10,16,0,0,.174,.255,.221,.476
Tomas T Perez S,TOR,40,123,9,24,3,2,0,9,11,28,1,1,.195,.267,.252,.519
Kevin K Elster S,PIT,39,138,14,31,6,2,7,25,21,39,0,2,.225,.327,.449,.776
Brooks B Kieschnick L,CHC,39,90,9,18,2,0,4,12,12,21,1,0,.200,.294,.356,.650
John J Marzano,SEA,39,87,7,25,3,0,1,10,7,15,0,0,.287,.340,.356,.697
Mark M Parent,PHI,39,113,4,17,3,0,0,8,7,39,0,1,.150,.198,.177,.375
Todd T Pratt,NYM,39,106,12,30,6,0,2,19,13,32,0,1,.283,.372,.396,.768
Ruben R Sierra L,TOR,39,138,10,32,5,3,3,12,9,34,0,0,.232,.277,.377,.654
Hector H Carrasco,KC,38,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jason J Christiansen,PIT,38,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
John J Hudek,HOU,38,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Mark M Hutton,COL,38,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Marcus M Jensen,DET,38,85,6,13,2,0,1,4,8,28,0,0,.153,.226,.212,.438
Wendell W Magee C,PHI,38,115,7,23,4,0,1,9,9,20,1,4,.200,.254,.261,.515
Mike M Magnante,HOU,38,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Terry T Mulholland,SF,38,55,1,9,3,0,0,2,0,27,0,0,.164,.164,.218,.382
Eddie E Williams,PIT,38,96,12,23,5,0,3,12,11,25,1,0,.240,.327,.385,.713
Billy B Mc Millon L,PHI,37,90,10,23,5,1,2,14,6,24,2,1,.256,.293,.400,.693
Robert R Perez L,TOR,37,78,4,15,4,1,2,6,0,16,0,0,.192,.192,.346,.538
Pete P Smith,SD,37,30,2,5,1,1,0,3,1,16,0,0,.167,.194,.267,.460
Jim J Bullinger,MON,35,43,2,9,1,0,1,2,0,15,0,0,.209,.209,.302,.512
Alberto A Castillo,NYM,35,59,3,12,1,0,0,7,9,16,0,1,.203,.304,.220,.525
Shawn S Estes,SF,35,68,8,10,0,0,1,3,1,24,0,0,.147,.183,.191,.374
Todd T Helton L,COL,35,93,13,26,2,1,5,11,8,11,0,1,.280,.337,.484,.820
John J Smoltz,ATL,35,79,10,18,3,0,0,4,9,22,1,1,.228,.307,.266,.573
Rob R Stanifer,FLA,35,3,1,2,1,0,0,1,0,0,0,0,.667,.750,1.000,1.750
Rigo R Beltran,STL,34,7,1,1,1,0,0,0,0,1,0,0,.143,.143,.286,.429
Frank F Castillo,COL,34,58,1,7,0,0,0,5,1,19,0,0,.121,.133,.121,.254
Mike M Cather,ATL,34,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Wayne W Gomes,PHI,34,2,0,0,0,0,0,0,1,1,0,0,.000,.333,.000,.333
Todd T Greene,ANA,34,124,24,36,6,0,9,24,7,25,2,0,.290,.328,.556,.885
Jed J Hansen,KC,34,94,11,29,6,1,1,14,13,29,3,2,.309,.394,.426,.820
Darryl D Kile,HOU,34,89,4,11,3,0,0,7,3,38,0,0,.124,.179,.157,.336
Matt M Morris,STL,34,73,4,15,2,0,0,6,5,36,0,1,.205,.256,.233,.489
Erik E Plantenberg,PHI,34,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Curt C Schilling,PHI,34,81,4,14,1,0,0,1,1,32,1,0,.173,.181,.185,.366
Steve S Trachsel,CHC,34,60,5,7,3,0,0,4,5,19,0,0,.117,.185,.167,.351
Ron R Blazier,PHI,33,5,0,2,0,0,0,0,0,1,0,0,.400,.400,.400,.800
Alvaro A Espinoza S,SEA,33,72,3,13,1,0,0,7,2,12,1,1,.181,.213,.194,.408
Chris C Holt,HOU,33,67,6,6,0,0,0,1,1,33,0,0,.090,.103,.090,.192
Steve S Cooke,PIT,32,52,2,3,1,0,0,1,0,18,0,0,.058,.058,.077,.135
Omar O Daal,MON,32,5,0,1,0,0,0,1,0,0,0,0,.200,.200,.200,.400
Mike M Hampton,HOU,32,73,6,10,1,1,0,8,5,21,0,1,.137,.190,.178,.368
Sterling S Hitchcock,SD,32,50,4,5,0,0,0,1,3,30,0,1,.100,.151,.100,.251
Takashi T Kashiwada,NYM,32,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Jon J Lieber,PIT,32,58,1,7,2,0,0,8,4,23,0,0,.121,.177,.155,.333
Denny D Neagle,ATL,32,72,6,11,1,0,1,7,4,35,0,0,.153,.197,.208,.406
Andy A Sheets,SEA,32,89,18,22,3,0,4,9,7,34,2,0,.247,.299,.416,.715
Tim T Unroe,MIL,32,16,3,4,1,0,2,5,2,9,2,0,.250,.333,.688,1.021
Pedro P Astacio,COL,31,54,2,7,1,0,0,1,0,24,0,0,.130,.130,.148,.278
Kevin K Brown,FLA,31,72,4,9,1,0,0,4,5,25,0,0,.125,.182,.139,.321
Paul P Byrd,ATL,31,7,0,1,0,0,0,1,0,2,0,0,.143,.143,.143,.286
Mark M Clark,CHC,31,66,3,2,0,0,1,3,4,31,0,0,.030,.086,.076,.162
Alex A Fernandez,FLA,31,66,3,10,6,0,0,4,6,20,0,0,.152,.219,.242,.462
Mark M Gardner,SF,31,61,0,7,0,0,0,2,1,30,0,0,.115,.143,.115,.258
Tom T Glavine,ATL,31,63,6,14,0,0,0,7,7,13,0,0,.222,.310,.222,.532
Esteban E Loaiza,PIT,31,60,4,10,1,0,0,5,1,17,0,0,.167,.180,.183,.364
Greg G Maddux,ATL,31,67,3,7,2,0,0,4,5,21,1,0,.104,.167,.134,.301
Jeff J Mc Curry,COL,31,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Kent K Mercker,CIN,31,45,3,7,1,1,0,1,4,23,0,0,.156,.224,.222,.447
Rod R Myers L,KC,31,101,14,26,7,0,2,9,17,22,4,0,.257,.370,.386,.756
Chan Ho C Park,LA,31,51,5,9,4,0,0,2,4,21,0,0,.176,.236,.255,.491
Carlos C Perez,MON,31,64,3,11,2,0,1,2,2,31,0,0,.172,.197,.250,.447
Rick R Reed,NYM,31,57,6,10,5,0,1,5,3,18,0,0,.175,.217,.316,.532
Kirk K Rueter,SF,31,65,5,9,0,0,0,5,3,14,0,0,.138,.176,.138,.315
Dave D Burba,CIN,30,46,2,9,0,0,0,2,1,18,0,0,.196,.245,.196,.441
Joey J Hamilton,SD,30,54,4,7,0,0,2,6,1,26,0,0,.130,.140,.241,.381
Jason J Hardtke,NYM,30,56,9,15,2,0,2,8,4,6,1,1,.268,.323,.411,.733
Rick R Helling,TEX,30,14,0,1,0,0,0,0,0,5,0,0,.071,.071,.071,.143
Dustin D Hermanson,MON,30,48,1,5,1,0,1,1,2,24,0,0,.104,.140,.188,.328
Mark M Leiter,PHI,30,51,2,6,0,0,0,4,2,28,0,0,.118,.151,.118,.269
Dave D Mlicki,NYM,30,48,3,9,3,0,0,3,3,22,0,0,.188,.231,.250,.481
Mike M Morgan,CIN,30,44,1,4,0,1,0,2,0,14,0,0,.091,.111,.136,.248
Hideo H Nomo,LA,30,69,3,11,5,0,0,2,1,32,0,0,.159,.171,.232,.403
Chris C Peters,PIT,30,4,0,1,0,0,0,2,0,2,0,0,.250,.250,.250,.500
Jason J Schmidt,PIT,30,56,2,6,2,0,0,2,2,26,0,0,.107,.138,.143,.281
