PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
Paul P Sorrento,SEA,146,457,68,123,19,0,31,80,51,112,0,2,.269,.345,.514,.859
Frank F Thomas,CWS,146,530,110,184,35,0,35,125,109,69,1,1,.347,.456,.611,1.067
Dan D Wilson,SEA,146,508,66,137,31,1,15,74,39,72,7,2,.270,.326,.423,.749
Bernard B Gilkey L,NYM,145,518,85,129,31,1,18,78,70,111,7,11,.249,.338,.417,.755
Dave D Martinez R,CWS,145,504,78,144,16,6,12,55,55,69,12,6,.286,.356,.413,.768
Otis O Nixon C,LA,145,576,84,153,18,3,2,44,65,78,59,12,.266,.337,.318,.655
Quilvio Q Veras,SD,145,539,74,143,23,1,3,45,72,84,33,12,.265,.357,.328,.685
Greg G Gagne S,LA,144,514,49,129,20,3,9,57,31,120,2,5,.251,.298,.354,.652
Marquis M Grissom C,CLE,144,558,74,146,27,6,12,66,43,89,22,13,.262,.317,.396,.713
Jason J Kendall,PIT,144,486,71,143,36,4,8,49,49,53,18,6,.294,.391,.434,.825
Mike M Lansing,MON,144,572,86,161,45,2,20,70,45,92,11,5,.281,.338,.472,.810
Steve S Finley C,SD,143,560,101,146,26,5,28,92,43,92,15,3,.261,.313,.475,.788
Jose J Guillen R,PIT,143,498,58,133,20,5,14,70,17,88,1,2,.267,.300,.412,.712
Ryan R Klesko L,ATL,143,467,67,122,23,6,24,84,48,130,4,4,.261,.334,.490,.824
Dean D Palmer,KC,143,542,70,139,31,1,23,86,41,134,2,2,.256,.310,.445,.754
John J Valentin,BOS,143,575,95,176,47,5,18,77,58,66,7,4,.306,.372,.499,.871
Carl C Everett,NYM,142,443,58,110,28,3,14,57,32,102,17,9,.248,.308,.420,.728
Jason J Giambi L,OAK,142,519,66,152,41,2,20,81,55,89,0,1,.293,.362,.495,.857
Ozzie O Guillen S,CWS,142,490,59,120,21,6,4,52,22,24,5,3,.245,.275,.337,.612
Butch B Huskey R,NYM,142,471,61,135,26,2,24,81,25,84,8,5,.287,.319,.503,.822
Stan S Javier R,SF,142,440,69,126,16,4,8,50,56,70,25,3,.286,.368,.395,.764
Matt M Lawton R,MIN,142,460,74,114,29,3,14,60,76,81,7,4,.248,.366,.415,.781
Tony T Phillips,ANA,141,534,96,147,34,2,8,57,102,118,13,10,.275,.392,.391,.783
Alex A Rodriguez S,SEA,141,587,100,176,40,3,23,84,41,99,29,6,.300,.350,.496,.846
Mo M Vaughn,BOS,141,527,91,166,24,0,35,96,86,154,2,2,.315,.420,.560,.980
Ron R Coomer,MIN,140,523,63,156,30,2,13,85,22,91,4,3,.298,.324,.438,.762
Wil W Cordero L,BOS,140,570,82,160,26,3,18,72,31,122,1,3,.281,.320,.432,.752
Chili C Davis D,KC,140,477,71,133,20,0,30,90,85,96,6,3,.279,.386,.509,.896
Bret B Boone,CIN,139,443,40,99,25,1,7,46,45,101,5,5,.223,.298,.332,.630
Darin D Erstad,ANA,139,539,99,161,34,4,16,77,51,86,23,8,.299,.360,.466,.826
Ron R Gant L,STL,139,502,68,115,21,4,17,62,58,162,14,6,.229,.310,.388,.698
David D Justice L,CLE,139,495,84,163,31,1,33,101,80,79,3,5,.329,.418,.596,1.013
Ed E Sprague,TOR,138,504,63,115,29,4,14,48,51,102,0,1,.228,.306,.385,.691
Michael M Tucker R,ATL,138,499,80,141,25,7,14,56,44,116,12,7,.283,.347,.445,.792
Harold H Baines D,BAL,137,452,55,136,23,0,16,67,55,62,0,1,.301,.375,.458,.832
Ken K Caminiti,SD,137,486,92,141,28,0,26,90,80,118,11,2,.290,.389,.508,.897
Lee L Stevens,TEX,137,426,58,128,24,2,21,74,23,83,1,3,.300,.336,.514,.850
Darren D Daulton,FLA,136,395,68,104,21,8,14,63,76,74,6,1,.263,.378,.463,.841
Reggie R Jefferson D,BOS,136,489,74,156,33,1,13,67,24,93,1,2,.319,.358,.470,.828
Jose J Valentin S,MIL,136,494,58,125,23,1,17,58,39,109,19,8,.253,.310,.407,.717
Shawn S Green R,TOR,135,429,57,123,22,4,16,53,36,99,14,3,.287,.340,.469,.809
Wally W Joyner,SD,135,455,59,149,29,2,13,83,51,51,3,5,.327,.390,.486,.876
Paul P Molitor D,MIN,135,538,63,164,32,4,10,89,45,73,11,4,.305,.351,.435,.786
Rey R Sanchez,NYY,135,343,35,94,21,0,2,27,16,47,4,6,.274,.307,.353,.660
Ryne R Sandberg,CHC,135,447,54,118,26,0,12,64,28,94,7,4,.264,.308,.403,.711
Gary G Sheffield R,FLA,135,444,86,111,22,1,21,71,121,79,11,7,.250,.424,.446,.870
Mike M Lieberthal,PHI,134,455,59,112,27,1,20,77,44,76,3,4,.246,.314,.442,.756
Pat P Meares S,MIN,134,439,63,121,23,3,10,60,18,86,7,7,.276,.323,.410,.733
Carlos C Baerga,NYM,133,467,53,131,25,1,9,52,20,54,2,6,.281,.311,.396,.707
Jim J Edmonds C,ANA,133,502,82,146,27,0,26,80,60,80,5,7,.291,.368,.500,.868
Juan J Gonzalez D,TEX,133,533,87,158,24,3,42,131,33,107,0,0,.296,.335,.589,.924
Ray R Lankford C,STL,133,465,94,137,36,3,31,98,95,125,21,11,.295,.411,.585,.996
Matt M Stairs R,OAK,133,352,62,105,19,0,27,73,50,60,3,2,.298,.386,.582,.969
Rich R Becker C,MIN,132,443,61,117,22,3,10,45,62,130,17,5,.264,.354,.395,.749
Shawon S Dunston,PIT,132,490,71,147,22,5,14,57,8,75,32,8,.300,.312,.451,.763
Todd T Hundley,NYM,132,417,78,114,21,2,30,86,83,116,2,3,.273,.394,.549,.943
Mark M Loretta,MIL,132,418,56,120,17,5,5,47,47,60,5,5,.287,.354,.388,.742
Henry H Rodriguez L,MON,132,476,55,116,28,3,26,83,42,149,3,3,.244,.306,.479,.785
Bill B Spiers,HOU,132,291,51,93,27,4,4,48,61,42,10,5,.320,.438,.481,.919
Brad B Ausmus,HOU,130,425,45,113,25,1,4,44,38,78,14,6,.266,.326,.358,.684
Brian B Giles L,CLE,130,377,62,101,15,3,17,61,63,50,13,3,.268,.368,.459,.827
Gregg G Jefferies L,PHI,130,476,68,122,25,3,11,48,53,27,12,6,.256,.333,.391,.724
F. P. F Santangelo R,MON,130,350,56,87,19,5,5,31,50,73,8,5,.249,.379,.374,.753
Derek D Bell R,HOU,129,493,67,136,29,3,15,71,40,94,15,7,.276,.344,.438,.782
Scott S Brosius,OAK,129,479,59,97,20,1,11,41,34,102,9,4,.203,.259,.317,.576
John J Flaherty,SD,129,439,38,120,21,1,9,46,33,62,4,4,.273,.323,.387,.710
Bernie B Williams C,NYY,129,509,107,167,35,6,21,100,73,80,15,8,.328,.408,.544,.952
Luis L Alicea,ANA,128,388,59,98,16,7,5,37,69,65,22,8,.253,.375,.369,.743
Glenallen G Hill R,SF,128,398,47,104,28,4,11,64,19,87,7,4,.261,.297,.435,.731
Dave D Magadan,OAK,128,271,38,82,10,1,4,30,50,40,1,0,.303,.414,.391,.805
Bill B Mueller,SF,128,390,51,114,26,3,7,44,48,71,4,3,.292,.369,.428,.797
Pokey P Reese S,CIN,128,397,48,87,15,0,4,26,31,82,25,7,.219,.284,.287,.571
Jeff J Frye,BOS,127,404,56,126,36,2,3,51,27,44,19,8,.312,.352,.433,.785
Alex A Gonzalez S,TOR,126,426,46,102,23,2,12,35,34,94,15,6,.239,.302,.387,.689
Joe J Randa,PIT,126,443,58,134,27,9,7,60,41,64,4,2,.302,.366,.451,.817
Dale D Sveum,PIT,126,306,30,80,20,1,12,47,27,81,0,3,.261,.319,.451,.770
Sandy S Alomar,CLE,125,451,63,146,37,0,21,83,19,48,0,2,.324,.354,.545,.900
Darryl D Hamilton C,SF,125,460,78,124,23,3,5,43,61,61,15,10,.270,.354,.365,.719
David D Segui,MON,125,459,75,141,22,3,21,68,57,66,1,0,.307,.380,.505,.886
Mike M Stanley D,NYY,125,347,61,103,25,0,16,65,54,72,0,1,.297,.393,.507,.900
Charles C Johnson,FLA,124,416,43,104,26,1,19,63,60,109,0,2,.250,.347,.454,.802
Javy J Lopez,ATL,123,414,52,122,28,1,23,68,40,82,1,1,.295,.361,.534,.894
Mike M Matheny,MIL,123,320,29,78,16,1,4,32,17,68,0,1,.244,.294,.338,.631
Damon D Buford C,TEX,122,366,49,82,18,0,8,39,30,83,18,7,.224,.287,.339,.626
Kenny K Lofton C,ATL,122,493,90,164,20,6,5,48,64,83,27,20,.333,.409,.428,.837
Willie W Mc Gee R,STL,122,300,29,90,19,4,3,38,22,59,8,2,.300,.347,.420,.767
Scott S Servais,CHC,122,385,36,100,21,0,6,45,24,56,0,1,.260,.311,.361,.672
Terry T Steinbach,MIN,122,447,60,111,27,1,12,54,35,106,6,1,.248,.302,.394,.696
Jorge J Fabregas,CWS,121,360,33,93,11,1,7,51,14,46,1,1,.258,.285,.353,.638
Jose J Hernandez,CHC,121,183,33,50,8,5,7,26,14,42,2,5,.273,.323,.486,.810
Jim J Leyritz,TEX,121,379,58,105,11,0,11,64,60,78,2,1,.277,.379,.393,.772
Walt W Weiss S,COL,121,393,52,106,23,5,4,38,66,56,5,2,.270,.377,.384,.761
Jim J Eisenreich L,FLA,120,293,36,82,19,1,2,34,30,28,0,0,.280,.345,.372,.716
Tony T Fernandez,CLE,120,409,55,117,21,1,11,44,22,47,6,6,.286,.323,.423,.746
Julio J Franco D,MIL,120,430,68,116,16,1,7,44,69,116,15,6,.270,.369,.360,.730
Lenny L Harris,CIN,120,238,32,65,13,1,3,28,18,18,4,3,.273,.327,.374,.701
Rickey R Henderson D,ANA,120,403,84,100,14,0,8,34,97,85,45,8,.248,.400,.342,.742
Rey R Ordonez S,NYM,120,356,35,77,5,3,1,33,18,36,11,5,.216,.255,.256,.510
Bip B Roberts,CLE,120,431,63,130,20,2,4,44,28,67,18,3,.302,.345,.385,.730
Greg G Vaughn L,SD,120,361,60,78,10,0,18,57,56,110,7,4,.216,.322,.393,.716
Ellis E Burks C,COL,119,424,91,123,19,2,32,82,47,75,7,2,.290,.363,.571,.934
Russ R Davis,SEA,119,420,57,114,29,1,20,63,27,100,6,2,.271,.317,.488,.805
Jeffrey J Hammonds R,BAL,118,397,71,105,19,3,21,55,32,73,15,1,.264,.323,.486,.809
Mark M Lewis,SF,118,341,50,91,14,6,10,42,23,62,3,2,.267,.318,.431,.749
Doug D Strange,MON,118,327,40,84,16,2,12,47,36,76,0,2,.257,.332,.428,.761
Ruben R Amaro,PHI,117,175,18,41,6,1,2,21,21,24,1,1,.234,.320,.314,.634
Mike M Cameron C,CWS,116,379,63,98,18,3,14,55,55,105,23,2,.259,.356,.433,.789
John J Mabry R,STL,116,388,40,110,19,0,5,36,39,77,0,1,.284,.352,.371,.723
Melvin M Nieves R,DET,116,359,46,82,18,1,20,64,39,157,1,7,.228,.311,.451,.762
Midre M Cummings C,PHI,115,314,35,83,22,6,4,31,31,56,2,3,.264,.330,.411,.741
Chad C Curtis L,NYY,115,349,59,99,22,1,15,55,43,59,12,6,.284,.362,.481,.843
Denny D Hocking S,MIN,115,253,28,65,12,4,2,25,18,51,3,5,.257,.308,.360,.667
Deion D Sanders C,CIN,115,465,53,127,13,7,5,23,34,67,56,13,.273,.329,.363,.693
Mark M Sweeney,SD,115,164,16,46,7,0,2,23,20,32,2,3,.280,.358,.360,.718
Scott S Hatteberg,BOS,114,350,46,97,23,1,10,44,40,70,0,1,.277,.354,.434,.788
Kevin K Orie,CHC,114,364,40,100,23,5,8,44,39,57,2,2,.275,.350,.431,.781
Domingo D Cedeno,TEX,113,365,49,103,19,6,4,36,27,77,3,3,.282,.334,.400,.734
Al A Martin L,PIT,113,423,64,123,24,7,13,59,45,83,23,7,.291,.359,.473,.832
Alex A Ochoa R,NYM,113,238,31,58,14,1,3,22,18,32,3,4,.244,.300,.349,.649
Roberto R Alomar,BAL,112,412,64,137,23,2,14,60,40,43,9,3,.333,.390,.500,.890
Matt M Franco,NYM,112,163,21,45,5,0,5,21,13,23,1,0,.276,.330,.399,.728
Joe J Girardi,NYY,112,398,38,105,23,1,1,50,26,53,2,3,.264,.311,.334,.645
Wilton W Guerrero,LA,111,357,39,104,10,9,4,32,8,52,6,5,.291,.305,.403,.708
Lance L Johnson C,CHC,111,410,60,126,16,8,5,39,42,31,20,12,.307,.370,.422,.792
Joe J Oliver,CIN,111,349,28,90,13,0,14,43,25,58,1,3,.258,.313,.415,.728
Will W Clark,TEX,110,393,56,128,29,1,12,51,49,62,0,0,.326,.400,.496,.896
Benji B Gil S,TEX,110,317,35,71,13,2,5,31,17,96,1,2,.224,.263,.325,.588
Bob B Hamelin D,DET,110,318,47,86,15,0,18,52,48,72,2,1,.270,.366,.487,.853
Dmitri D Young,STL,110,333,38,86,14,3,5,34,38,63,6,5,.258,.335,.363,.698
Mark M Lemke,ATL,109,351,33,86,17,1,2,26,33,51,2,0,.245,.306,.316,.622
Jermaine J Allensworth C,PIT,108,369,55,94,18,2,3,43,44,79,14,7,.255,.340,.339,.679
Jose J Canseco D,OAK,108,388,56,91,19,0,23,74,51,122,8,2,.235,.325,.461,.786
Tom T Lampkin,STL,108,229,28,56,8,1,7,22,28,30,2,1,.245,.335,.380,.714
Eddie E Taubensee,CIN,108,254,26,68,18,0,10,34,22,66,0,1,.268,.323,.457,.779
Thomas T Howard,HOU,107,255,24,63,16,1,3,22,26,48,1,2,.247,.323,.353,.676
Darren D Lewis L,LA,107,154,22,41,4,1,1,15,17,31,14,6,.266,.339,.325,.664
Todd T Hollandsworth L,LA,106,296,39,73,20,2,4,31,17,60,5,5,.247,.286,.368,.654
Jose J Offerman,KC,106,424,59,126,23,6,2,39,41,64,9,10,.297,.359,.394,.753
Joe J Orsulak L,MON,106,150,13,34,12,1,1,7,18,17,0,1,.227,.310,.340,.650
Eduardo E Perez,CIN,106,297,44,75,18,0,16,52,29,76,5,1,.253,.321,.475,.796
Brett B Butler C,LA,105,343,52,97,8,3,0,18,42,40,15,10,.283,.363,.324,.686
Roberto R Kelly L,SEA,105,368,58,107,26,2,12,59,22,67,9,5,.291,.333,.470,.803
Jose J Cruz L,TOR,104,395,59,98,19,1,26,68,41,117,7,2,.248,.315,.499,.814
Tony T Graffanino,ATL,104,186,33,48,9,1,8,20,26,46,6,4,.258,.344,.446,.790
Kirt K Manwaring,COL,104,337,22,76,6,4,1,27,30,78,1,5,.226,.291,.276,.567
Wade W Boggs,NYY,103,353,55,103,23,1,4,28,48,38,0,1,.292,.373,.397,.769
John J Cangelosi,FLA,103,192,28,47,8,0,1,12,19,33,5,1,.245,.321,.302,.623
Marty M Cordova L,MIN,103,378,44,93,18,4,15,51,30,92,5,3,.246,.305,.434,.739
Carlos C Garcia,TOR,103,350,29,77,18,2,3,23,15,60,11,3,.220,.253,.309,.562
Dave D Clark,CHC,102,143,19,43,8,0,5,32,19,34,1,0,.301,.386,.462,.847
Ricky R Gutierrez S,HOU,102,303,33,79,14,4,3,34,21,50,5,2,.261,.315,.363,.678
Raul R Casanova,DET,101,304,27,74,10,1,5,24,26,48,1,1,.243,.308,.332,.641
Brian B Johnson,SF,101,318,32,83,13,3,13,45,19,45,1,1,.261,.303,.443,.747
Charlie C Hayes,NYY,100,353,39,91,16,0,11,53,40,66,3,2,.258,.332,.397,.728
Tony T Tarasco R,BAL,100,166,26,34,8,1,7,26,25,33,2,2,.205,.313,.392,.704
Chris C Hoiles,BAL,99,320,45,83,15,0,12,49,51,86,1,0,.259,.375,.419,.794
Jesse J Levis,MIL,99,200,19,57,7,0,1,19,24,17,1,0,.285,.361,.335,.696
Jeff J Reboulet,BAL,99,228,26,54,9,0,4,27,23,44,3,0,.237,.307,.329,.636
Greg G Colbrunn,ATL,98,271,27,76,17,0,7,35,10,49,1,2,.280,.309,.421,.729
Cecil C Fielder D,NYY,98,361,40,94,15,0,13,61,51,87,0,0,.260,.358,.410,.768
Orlando O Merced R,TOR,98,368,45,98,23,2,9,40,47,62,7,3,.266,.352,.413,.765
Lenny L Webster,BAL,98,259,29,66,8,1,7,37,22,46,0,1,.255,.317,.375,.691
Tim T Bogar S,HOU,97,241,30,60,14,4,4,30,24,42,4,1,.249,.320,.390,.710
Benito B Santiago,TOR,97,341,31,83,10,0,13,42,17,80,1,0,.243,.279,.387,.666
Kevin K Young,PIT,97,333,59,100,18,3,18,74,16,89,11,2,.300,.332,.535,.867
Sean S Berry,HOU,96,301,37,77,24,1,8,43,25,53,1,5,.256,.318,.422,.739
Darrin D Fletcher,MON,96,310,39,86,20,1,17,55,17,35,1,1,.277,.323,.513,.836
Keith K Lockhart,ATL,96,147,25,41,5,3,6,32,14,17,0,0,.279,.337,.476,.814
Hal H Morris,CIN,96,333,42,92,20,1,1,33,23,43,3,1,.276,.328,.351,.679
Kurt K Abbott,FLA,94,252,35,69,18,2,6,30,14,68,3,1,.274,.315,.433,.747
Jeff J Branson,CLE,94,170,14,34,7,1,3,12,14,40,1,2,.200,.262,.306,.568
Mike M Di Felice,STL,93,260,16,62,10,1,4,30,19,61,1,1,.238,.297,.331,.628
Phil P Nevin L,DET,93,251,32,59,16,1,9,35,25,68,0,1,.235,.306,.414,.720
Chris C Jones,SD,92,152,24,37,9,0,7,25,16,45,7,2,.243,.322,.441,.762
Damon D Mashore C,OAK,92,279,55,69,10,2,3,18,50,82,5,4,.247,.370,.330,.700
Scott S Stahoviak,MIN,91,275,33,63,17,0,10,33,24,73,5,2,.229,.301,.400,.701
Chris C Widger,MON,91,278,30,65,20,3,7,37,22,59,2,0,.234,.290,.403,.693
Vladimir V Guerrero R,MON,90,325,44,98,22,2,11,40,19,39,3,4,.302,.350,.483,.833
Dave D Hansen,CHC,90,151,19,47,8,2,3,21,31,32,1,2,.311,.429,.450,.880
Jeff J Reed,COL,90,256,43,76,10,0,17,47,35,55,2,1,.297,.386,.535,.921
Rich R Amaral L,SEA,89,190,34,54,5,0,1,21,10,34,12,8,.284,.327,.326,.653
Chuck C Carr,HOU,89,238,37,59,14,2,4,17,17,48,12,5,.248,.305,.374,.679
Archi A Cianfrocco,SD,89,220,25,54,12,0,4,26,25,80,7,1,.245,.328,.355,.682
Mariano M Duncan,TOR,89,339,36,80,14,0,1,25,12,78,6,3,.236,.268,.286,.554
Chad C Kreuter,ANA,89,255,25,59,9,2,5,21,29,66,0,3,.231,.310,.341,.651
Mark M Mc Lemore,TEX,89,349,47,91,17,2,1,25,40,54,7,5,.261,.338,.330,.668
Lyle L Mouton R,CWS,88,242,26,65,9,0,5,23,14,66,4,4,.269,.308,.368,.676
Manny M Alexander S,CHC,87,248,37,66,12,4,3,22,17,54,13,1,.266,.320,.383,.703
