PLAYER,TEAM,W,L,ERA,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG
Dennis D Eckersley,OAK,5,4,4.26,45,0,0,0,19,19,44.1,49,26,21,5,1,13,47,1.40,.275
Roberto R Hernandez,CWS,4,4,4.91,45,0,0,0,14,14,47.2,44,29,26,5,1,19,50,1.32,.238
Richie R Lewis,FLA,1,4,5.67,45,0,0,0,0,0,54.0,62,44,34,7,1,38,45,1.85,.284
Hipolito H Pichardo,KC,5,3,4.92,45,0,0,0,3,3,67.2,82,42,37,4,7,24,36,1.57,.309
Rick R Aguilera,MIN,1,4,3.63,44,0,0,0,23,23,44.2,57,23,18,7,0,10,46,1.50,.306
Paul P Assenmacher,CWS,1,2,3.55,44,0,0,0,1,1,33.0,26,13,13,2,1,13,29,1.18,.224
Tony T Fossas,BOS,2,0,4.76,44,0,0,0,1,1,34.0,35,18,18,6,1,15,31,1.47,.263
Steve S Frey,SF,1,0,4.94,44,0,0,0,0,0,31.0,37,17,17,6,2,15,20,1.68,.322
Mike M Hampton,HOU,2,1,3.70,44,0,0,0,0,0,41.1,46,19,17,4,2,16,24,1.50,.282
Robb R Nen,FLA,5,5,2.95,44,0,0,0,15,15,58.0,46,20,19,6,0,17,60,1.09,.222
Yorkis Y Perez,FLA,3,0,3.54,44,0,0,0,0,0,40.2,33,18,16,4,1,14,41,1.16,.220
Mark M Eichhorn,BAL,6,5,2.15,43,0,0,0,1,1,71.0,62,19,17,1,5,19,35,1.14,.240
Graeme G Lloyd,MIL,2,3,5.17,43,0,0,0,3,3,47.0,49,28,27,4,3,15,31,1.36,.269
Darren D Oliver,TEX,4,0,3.42,43,0,0,0,2,2,50.0,40,24,19,4,6,35,50,1.50,.223
Rick R White,PIT,4,5,3.82,43,5,0,0,6,6,75.1,79,35,32,9,6,17,38,1.27,.280
Tim T Davis,SEA,2,2,4.01,42,1,0,0,2,2,49.1,57,25,22,4,1,25,28,1.66,.295
Jose J De Leon,CWS,3,2,3.36,42,0,0,0,2,2,67.0,48,28,25,5,6,31,67,1.18,.200
Tom T Edens,PHI,5,1,4.33,42,0,0,0,1,1,54.0,59,26,26,3,2,18,39,1.43,.288
Mike M Fetters,MIL,1,4,2.54,42,0,0,0,17,17,46.0,41,16,13,0,1,27,31,1.48,.243
Rick R Honeycutt,TEX,1,2,7.20,42,0,0,0,1,1,25.0,37,21,20,4,2,9,18,1.84,.349
John J Hudek,HOU,0,2,2.97,42,0,0,0,16,16,39.1,24,14,13,5,1,18,39,1.07,.174
Jeff J Montgomery,KC,2,3,4.03,42,0,0,0,27,27,44.2,48,21,20,5,1,15,50,1.41,.276
Jeff J Russell,CLE,1,6,5.09,42,0,0,0,17,17,40.2,43,25,23,5,1,16,28,1.45,.269
Ken K Ryan,BOS,2,3,2.44,42,0,0,0,13,13,48.0,46,14,13,1,1,17,32,1.31,.256
Tony T Castillo,TOR,5,2,2.51,41,0,0,0,1,1,68.0,66,22,19,7,3,28,43,1.38,.260
Eric E Plunk,CLE,7,2,2.54,41,0,0,0,3,3,71.0,61,25,20,3,2,37,73,1.38,.231
Lee L Smith,BAL,1,4,3.29,41,0,0,0,33,33,38.1,34,16,14,6,0,11,42,1.17,.239
Billy B Taylor,OAK,1,3,3.50,41,0,0,0,1,1,46.1,38,24,18,4,2,18,48,1.21,.220
Larry L Casian,CLE,1,5,7.35,40,0,0,0,1,1,49.0,73,43,40,12,2,16,20,1.82,.358
Bryan B Eversgerd,STL,2,3,4.52,40,1,0,0,0,0,67.2,75,36,34,8,2,20,47,1.40,.295
Joe J Grahe,CAL,2,5,6.65,40,0,0,0,13,13,43.1,68,33,32,5,6,18,26,1.98,.362
Buddy B Groom,DET,0,1,3.94,40,0,0,0,1,1,32.0,31,14,14,4,2,13,27,1.38,.256
Steve S Howe,NYY,3,0,1.80,40,0,0,0,15,15,40.0,28,8,8,2,0,7,18,0.88,.194
Jay J Howell,TEX,4,1,5.44,40,0,0,0,2,2,43.0,44,29,26,10,1,16,22,1.40,.262
Mark M Leiter,CAL,4,7,4.72,40,7,0,0,2,2,95.1,99,56,50,13,9,35,71,1.41,.265
Kirk K Mc Caskill,CWS,1,4,3.42,40,0,0,0,3,3,52.2,51,22,20,6,0,22,37,1.39,.252
Jesse J Orosco,MIL,3,1,5.08,40,0,0,0,0,0,39.0,32,26,22,4,2,26,36,1.49,.222
Tim T Scott,MON,5,2,2.70,40,0,0,0,1,1,53.1,51,17,16,0,2,18,37,1.29,.251
Gil G Heredia,MON,6,3,3.46,39,3,0,0,0,0,75.1,85,34,29,7,2,13,62,1.30,.281
Rich R Monteleone,SF,4,3,3.18,39,0,0,0,0,0,45.1,43,18,16,6,0,13,16,1.24,.253
Jeff J Tabaka,SD,3,1,5.27,39,0,0,0,1,1,41.0,32,29,24,1,0,27,32,1.44,.212
Greg G Cadaret,DET,1,1,4.73,38,0,0,0,2,2,40.0,41,24,21,4,0,33,29,1.85,.259
Dennis D Cook,CWS,3,1,3.55,38,0,0,0,0,0,33.0,29,17,13,4,0,14,26,1.30,.230
Mike M Gardiner,DET,2,2,4.14,38,1,0,0,5,5,58.2,53,35,27,10,0,23,31,1.30,.233
Greg G Harris,NYY,3,5,7.99,38,0,0,0,2,2,50.2,64,49,45,9,3,26,48,1.78,.312
Randy R Myers,CHC,1,5,3.79,38,0,0,0,21,21,40.1,40,18,17,3,0,16,32,1.39,.260
Jim J Poole,BAL,1,0,6.64,38,0,0,0,0,0,20.1,32,15,15,4,0,11,18,2.11,.372
Woody W Williams,TOR,1,3,3.64,38,0,0,0,0,0,59.1,44,24,24,5,2,33,56,1.30,.205
Todd T Worrell,LA,6,5,4.29,38,0,0,0,11,11,42.0,37,21,20,4,1,12,44,1.17,.236
Stan S Belinda,KC,2,2,5.14,37,0,0,0,1,1,49.0,47,36,28,6,5,24,37,1.45,.250
John J Briscoe,OAK,4,2,4.01,37,0,0,0,1,1,49.1,31,24,22,7,1,39,45,1.42,.185
Jim J Gott,LA,5,3,5.94,37,0,0,0,2,2,36.1,46,24,24,3,3,20,29,1.82,.322
Tom T Henke,TEX,3,6,3.79,37,0,0,0,15,15,38.0,33,16,16,6,0,12,39,1.18,.232
Chris C Howard,BOS,1,0,3.63,37,0,0,0,1,1,39.2,35,17,16,5,0,12,22,1.18,.233
Josias J Manzanillo,NYM,3,2,2.66,37,0,0,0,2,2,47.1,34,15,14,4,3,13,48,0.99,.200
Bill B Risley,SEA,9,6,3.44,37,0,0,0,0,0,52.1,31,20,20,7,0,19,61,0.96,.170
Rich R Gossage,SEA,3,0,4.18,36,0,0,0,1,1,47.1,44,23,22,6,3,15,29,1.25,.251
Michael M Jackson,SF,3,2,1.49,36,0,0,0,4,4,42.1,23,8,7,4,2,11,51,0.80,.164
Derek D Lilliquist,CLE,1,3,4.91,36,0,0,0,1,1,29.1,34,17,16,6,1,8,15,1.43,.304
Mike M Magnante,KC,2,3,4.60,36,1,0,0,0,0,47.0,55,27,24,5,0,16,21,1.51,.289
Rusty R Meacham,KC,3,3,3.73,36,0,0,0,4,4,50.2,51,23,21,7,2,12,36,1.24,.263
Dave D Otto,CHC,0,1,3.80,36,0,0,0,0,0,45.0,49,20,19,4,1,22,19,1.58,.283
Mike M Perez,STL,2,3,8.71,36,0,0,0,12,12,31.0,52,32,30,5,3,10,20,2.00,.391
Storm S Davis,DET,2,4,3.56,35,0,0,0,0,0,48.0,36,23,19,3,0,34,38,1.46,.207
Tim T Mauser,SD,2,4,3.49,35,0,0,0,2,2,49.0,50,21,19,3,1,19,32,1.41,.270
Jeff J Mutis,FLA,1,0,5.40,35,0,0,0,0,0,38.1,51,25,23,6,1,15,30,1.72,.331
Paul P Quantrill,PHI,3,3,4.92,35,1,0,0,1,1,53.0,64,31,29,7,5,15,28,1.49,.308
Mark M Acre,OAK,5,1,3.41,34,0,0,0,0,0,34.1,24,13,13,4,1,23,21,1.37,.202
Mike M Timlin,TOR,0,1,5.18,34,0,0,0,2,2,40.0,41,25,23,5,2,20,38,1.53,.261
Jim J Bullinger,CHC,6,2,3.60,33,10,1,0,2,2,100.0,87,43,40,6,1,34,72,1.21,.235
Mike M Butcher,CAL,2,1,6.67,33,0,0,0,1,1,29.2,31,24,22,2,2,23,19,1.82,.274
Vince V Horsman,OAK,0,1,4.91,33,0,0,0,0,0,29.1,29,17,16,2,1,11,20,1.36,.266
Shane S Reynolds,HOU,8,5,3.05,33,14,1,1,0,0,124.0,128,46,42,10,6,21,110,1.20,.263
Doug D Linton,NYM,6,2,4.47,32,3,0,0,0,0,50.1,74,27,25,4,0,20,29,1.87,.341
Roger R Mc Dowell,LA,0,3,5.23,32,0,0,0,0,0,41.1,50,25,24,3,1,22,29,1.74,.303
Dave D Veres,HOU,3,3,2.41,32,0,0,0,1,1,41.0,39,13,11,4,1,7,28,1.12,.247
Xavier X Hernandez,NYY,4,4,5.85,31,0,0,0,6,6,40.0,48,27,26,7,2,21,37,1.73,.300
Vicente V Palacios,STL,3,8,4.44,31,17,1,1,1,1,117.2,104,60,58,16,3,43,95,1.25,.246
David D West,PHI,4,10,3.55,31,14,0,0,0,0,99.0,74,44,39,7,1,61,83,1.36,.205
Donnie D Elliott,SD,0,1,3.27,30,1,0,0,0,0,33.0,31,12,12,3,1,21,24,1.58,.250
Steve S Farr,BOS,2,1,5.72,30,0,0,0,4,4,28.1,41,21,18,5,2,18,20,2.08,.345
Paul P Gibson,NYY,1,1,4.97,30,0,0,0,0,0,29.0,26,17,16,5,1,17,21,1.48,.236
Darren D Hall,TOR,2,3,3.41,30,0,0,0,17,17,31.2,26,12,12,3,1,14,28,1.26,.226
Mike M Henneman,DET,1,3,5.19,30,0,0,0,8,8,34.2,43,27,20,5,2,17,27,1.73,.297
Craig C Lefferts,CAL,1,1,4.67,30,0,0,0,1,1,34.2,50,20,18,7,0,12,27,1.79,.350
Bob B Scanlan,MIL,2,6,4.11,30,12,0,0,2,2,103.0,117,53,47,11,4,28,65,1.41,.288
Larry L Andersen,PHI,1,2,4.41,29,0,0,0,0,0,32.2,33,20,16,2,0,15,27,1.47,.256
Luis L Aquino,FLA,2,1,3.73,29,1,0,0,0,0,50.2,39,22,21,3,3,22,22,1.20,.210
Greg G Harris,COL,3,12,6.65,29,19,1,0,1,1,130.0,154,99,96,22,5,52,82,1.58,.300
Darren D Holmes,COL,0,3,6.35,29,0,0,0,3,3,28.1,35,25,20,5,1,24,33,2.08,.313
Marcus M Moore,COL,1,1,6.15,29,0,0,0,0,0,33.2,33,26,23,4,5,21,33,1.60,.252
Jaime J Navarro,MIL,4,9,6.62,29,10,0,0,0,0,89.2,115,71,66,10,4,35,65,1.67,.314
Paul P Wagner,PIT,7,8,4.59,29,17,1,0,0,0,119.2,136,69,61,7,8,50,86,1.55,.293
Jeff J Ballard,PIT,1,1,6.66,28,0,0,0,2,2,24.1,32,19,18,5,1,10,11,1.73,.323
Bryan B Hickerson,SF,4,8,5.40,28,14,0,0,1,1,98.1,118,60,59,20,1,38,59,1.59,.301
Dan D Miceli,PIT,2,1,5.93,28,0,0,0,2,2,27.1,28,19,18,5,2,11,27,1.43,.267
Jeff J Nelson,SEA,0,0,2.76,28,0,0,0,0,0,42.1,35,18,13,3,8,20,44,1.30,.226
Donn D Pall,CHC,1,2,3.69,28,0,0,0,0,0,39.0,51,20,16,4,1,10,23,1.56,.311
Mark M Williamson,BAL,3,1,4.01,28,2,0,0,1,1,67.1,75,33,30,9,2,17,28,1.37,.278
Scott S Bankhead,BOS,3,2,4.54,27,0,0,0,0,0,37.2,34,21,19,5,0,12,25,1.22,.239
Darren D Dreifort,LA,0,5,6.21,27,0,0,0,6,6,29.0,45,21,20,0,4,15,22,2.07,.357
Mike M Maddux,NYM,2,1,5.11,27,0,0,0,2,2,44.0,45,25,25,7,0,13,32,1.32,.263
Steve S Ontiveros,OAK,6,4,2.65,27,13,2,0,0,0,115.1,93,39,34,7,6,26,56,1.03,.217
Carlos C Reyes,OAK,0,3,4.15,27,9,0,0,1,1,78.0,71,38,36,10,2,44,57,1.47,.242
Kevin K Brown,TEX,7,9,4.82,26,25,3,0,0,0,170.0,218,109,91,18,6,50,123,1.58,.314
Pat P Gomez,SF,0,1,3.78,26,0,0,0,0,0,33.1,23,14,14,2,0,20,14,1.29,.211
Dave D Leiper,OAK,0,0,1.93,26,0,0,0,1,1,18.2,13,4,4,0,1,6,14,1.02,.206
Jose J Rijo,CIN,9,6,3.08,26,26,2,0,0,0,172.1,177,73,59,16,4,52,171,1.33,.265
Todd T Stottlemyre,TOR,7,7,4.22,26,19,3,1,1,1,140.2,149,67,66,19,7,48,105,1.40,.276
Tim T Belcher,DET,7,15,5.89,25,25,3,0,0,0,162.0,192,124,106,21,4,78,76,1.67,.290
Andy A Benes,SD,6,14,3.86,25,25,2,2,0,0,172.1,155,82,74,20,1,51,189,1.20,.237
John J Burkett,SF,6,8,3.62,25,25,0,0,0,0,159.1,176,72,64,14,7,36,85,1.33,.286
Steve S Cooke,PIT,4,11,5.02,25,23,2,0,0,0,134.1,157,79,75,21,5,46,74,1.51,.298
Ron R Darling,OAK,10,11,4.50,25,25,4,0,0,0,160.0,162,89,80,18,7,59,108,1.38,.267
Jim J Deshaies,MIN,6,12,7.39,25,25,0,0,0,0,130.1,170,109,107,30,2,54,78,1.72,.321
Cal C Eldred,MIL,11,11,4.68,25,25,6,0,0,0,179.0,158,96,93,23,4,84,98,1.35,.236
Chuck C Finley,CAL,10,10,4.32,25,25,7,2,0,0,183.1,178,95,88,21,3,71,148,1.36,.260
Tim T Fortugno,CIN,1,0,4.20,25,0,0,0,0,0,30.0,32,14,14,2,3,14,29,1.53,.288
Tom T Glavine,ATL,13,9,3.97,25,25,2,0,0,0,165.1,173,76,73,10,1,70,140,1.47,.268
Kevin K Gross,LA,9,7,3.60,25,23,1,0,1,1,157.1,162,64,63,11,2,43,124,1.30,.263
Juan J Guzman,TOR,12,11,5.68,25,25,2,0,0,0,147.1,165,102,93,20,3,76,124,1.64,.282
Doug D Henry,MIL,2,3,4.60,25,0,0,0,0,0,31.1,32,17,16,7,1,23,20,1.76,.271
Joe J Hesketh,BOS,8,5,4.26,25,20,0,0,0,0,114.0,117,70,54,9,2,46,83,1.43,.267
Danny D Jackson,PHI,14,6,3.26,25,25,4,1,0,0,179.1,183,71,65,13,2,46,129,1.28,.266
Jimmy J Key,NYY,17,4,3.27,25,25,1,0,0,0,168.0,177,68,61,10,3,52,97,1.36,.273
Greg G Maddux,ATL,16,6,1.56,25,25,10,3,0,0,202.0,150,44,35,4,6,31,156,0.90,.207
Jack J Mc Dowell,CWS,10,9,3.73,25,25,6,2,0,0,181.0,186,82,75,12,5,42,127,1.26,.266
Mike M Moore,DET,11,10,5.42,25,25,4,0,0,0,154.1,152,97,93,27,3,89,62,1.56,.263
Zane Z Smith,PIT,10,8,3.27,25,24,2,1,0,0,157.0,162,67,57,18,0,34,57,1.25,.270
Bob B Welch,OAK,3,6,7.08,25,8,0,0,0,0,68.2,79,56,54,10,1,43,44,1.78,.290
Mitch M Williams,HOU,1,4,7.65,25,0,0,0,6,6,20.0,21,17,17,4,1,24,21,2.25,.269
Jim J Abbott,NYY,9,8,4.55,24,24,2,0,0,0,160.1,167,88,81,24,2,64,90,1.44,.273
Wilson W Alvarez,CWS,12,8,3.45,24,24,2,1,0,0,161.2,147,72,62,16,0,62,108,1.29,.241
Andy A Ashby,SD,6,11,3.40,24,24,4,0,0,0,164.1,145,75,62,16,3,43,121,1.14,.233
Steve S Avery,ATL,8,3,4.04,24,24,1,0,0,0,151.2,127,71,68,15,4,55,122,1.20,.227
Jason J Bere,CWS,12,2,3.81,24,24,0,0,0,0,141.2,119,65,60,17,1,80,127,1.40,.229
Ricky R Bones,MIL,10,9,3.43,24,24,4,1,0,0,170.2,166,76,65,17,3,45,57,1.24,.255
Toby T Borland,PHI,1,0,2.36,24,0,0,0,1,1,34.1,31,10,9,1,4,14,26,1.31,.248
Roger R Clemens,BOS,9,7,2.85,24,24,3,1,0,0,170.2,124,62,54,15,4,71,168,1.14,.204
Omar O Daal,LA,0,0,3.29,24,0,0,0,0,0,13.2,12,5,5,1,0,5,9,1.24,.245
Alex A Fernandez,CWS,11,7,3.86,24,24,4,3,0,0,170.1,163,83,73,25,1,50,122,1.25,.250
Tom T Gordon,KC,11,7,4.35,24,24,0,0,0,0,155.1,136,79,75,15,3,87,126,1.44,.237
Mike M Harkey,COL,1,6,5.79,24,13,0,0,0,0,91.2,125,61,59,10,1,35,39,1.75,.336
Gene G Harris,DET,1,1,7.61,24,0,0,0,1,1,23.2,34,21,20,3,1,12,19,1.94,.333
Butch B Henry,MON,8,3,2.43,24,15,0,0,1,1,107.1,97,30,29,10,2,20,70,1.09,.241
Pat P Hentgen,TOR,13,8,3.40,24,24,6,3,0,0,174.2,158,74,66,21,3,59,147,1.24,.240
Bobby B Jones,NYM,12,7,3.15,24,24,1,1,0,0,160.0,157,75,56,10,4,56,80,1.33,.257
Darryl D Kile,HOU,9,6,4.57,24,24,0,0,0,0,147.2,153,84,75,13,9,82,105,1.59,.275
Bill B Krueger,SD,3,4,6.38,24,9,1,0,0,0,60.2,68,48,43,8,2,24,47,1.52,.280
Dennis D Martinez,CLE,11,6,3.52,24,24,7,3,0,0,176.2,166,75,69,14,7,44,92,1.19,.247
Pedro P Martinez,MON,11,5,3.42,24,23,1,1,1,1,144.2,115,58,55,11,11,45,142,1.11,.220
Ramon R Martinez,LA,12,7,3.97,24,24,4,3,0,0,170.0,160,83,75,18,6,56,119,1.27,.249
Terry T Mathews,FLA,2,1,3.35,24,2,0,0,0,0,43.0,45,16,16,4,1,9,21,1.26,.268
Ben B Mc Donald,BAL,14,7,4.06,24,24,5,1,0,0,157.1,151,75,71,14,2,54,94,1.30,.255
Terry T Mulholland,NYY,6,7,6.49,24,19,2,0,0,0,120.2,150,94,87,24,3,37,72,1.55,.303
Mike M Mussina,BAL,16,5,3.06,24,24,3,0,0,0,176.1,163,63,60,19,1,42,99,1.16,.248
Denny D Neagle,PIT,9,10,5.12,24,24,2,0,0,0,137.0,135,80,78,18,3,49,122,1.34,.259
Pat P Rapp,FLA,7,8,3.85,24,23,2,1,0,0,133.1,132,67,57,13,7,69,75,1.51,.266
Kenny K Rogers,TEX,11,8,4.46,24,24,6,2,0,0,167.1,169,93,83,24,3,52,120,1.32,.260
Bret B Saberhagen,NYM,14,4,2.74,24,24,4,0,0,0,177.1,169,58,54,13,4,13,143,1.03,.254
John J Smiley,CIN,11,10,3.86,24,24,1,1,0,0,158.2,169,80,68,18,4,37,112,1.30,.275
Dave D Stevens,MIN,5,2,6.80,24,0,0,0,0,0,45.0,55,35,34,6,1,23,24,1.73,.302
Greg G Swindell,HOU,8,9,4.37,24,24,1,0,0,0,148.1,175,80,72,20,1,26,74,1.36,.302
Kevin K Tapani,MIN,11,7,4.62,24,24,4,1,0,0,156.0,181,86,80,13,4,39,91,1.41,.291
Bob B Tewksbury,STL,12,10,5.32,24,24,4,1,0,0,155.2,190,97,92,19,3,22,79,1.36,.304
Mike M Trombley,MIN,2,0,6.33,24,0,0,0,0,0,48.1,56,36,34,10,3,18,32,1.53,.287
David D Weathers,FLA,8,12,5.27,24,24,0,0,0,0,135.0,166,87,79,13,4,59,72,1.67,.306
Bobby B Witt,OAK,8,10,5.04,24,24,5,3,0,0,135.2,151,88,76,22,5,70,111,1.63,.283
Kevin K Appier,KC,7,6,3.83,23,23,1,0,0,0,155.0,137,68,66,11,4,63,145,1.29,.240
Pedro P Astacio,LA,6,8,4.29,23,23,3,1,0,0,149.0,142,77,71,18,4,47,108,1.27,.252
Willie W Banks,CHC,8,12,5.40,23,23,1,1,0,0,138.1,139,88,83,16,2,56,91,1.41,.261
Tom T Candiotti,LA,7,7,4.12,23,22,5,0,0,0,153.0,149,77,70,9,5,54,102,1.33,.259
David D Cone,KC,16,5,2.94,23,23,4,3,0,0,171.2,130,60,56,15,7,54,132,1.07,.209
Doug D Drabek,HOU,12,6,2.84,23,23,6,2,0,0,164.2,132,58,52,14,2,45,121,1.07,.220
Scott S Erickson,MIN,8,11,5.44,23,23,2,1,0,0,144.0,173,95,87,15,9,59,104,1.61,.299
Dave D Fleming,SEA,7,11,6.46,23,23,0,0,0,0,117.0,152,93,84,17,1,65,65,1.85,.311
Mauro M Gozzo,NYM,3,5,4.83,23,8,0,0,0,0,69.0,86,48,37,5,1,28,33,1.65,.304
Ken K Hill,MON,16,5,3.32,23,23,2,1,0,0,154.2,145,61,57,12,6,44,85,1.22,.248
Milt M Hill,SEA,1,0,6.94,23,0,0,0,0,0,35.0,48,29,27,7,0,17,26,1.86,.327
Sterling S Hitchcock,NYY,4,1,4.20,23,5,1,0,2,2,49.1,48,24,23,3,0,29,37,1.56,.265
Mike M Ignasiak,MIL,3,1,4.53,23,5,0,0,0,0,47.2,51,25,24,5,1,13,24,1.34,.276
Randy R Johnson,SEA,13,6,3.19,23,23,9,4,0,0,172.0,132,65,61,14,6,72,204,1.19,.216
Jack J Morris,CLE,10,6,5.60,23,23,1,0,0,0,141.1,163,96,88,14,4,67,100,1.63,.292
Jamie J Moyer,BAL,5,7,4.77,23,23,0,0,0,0,149.0,158,81,79,23,2,38,87,1.32,.271
Charles C Nagy,CLE,10,8,3.45,23,23,3,0,0,0,169.1,175,76,65,15,5,48,108,1.32,.265
Scott S Sanders,SD,4,8,4.78,23,20,0,0,1,1,111.0,103,63,59,10,5,48,109,1.36,.245
Todd T Van Poppel,OAK,7,10,6.09,23,23,0,0,0,0,116.2,108,80,79,20,3,89,83,1.69,.250
Tom T Bolton,BAL,1,2,5.40,22,0,0,0,0,0,23.1,29,15,14,3,0,13,12,1.80,.309
Shawn S Boskie,SEA,4,7,5.06,22,15,1,0,0,0,90.2,92,58,51,15,3,30,61,1.35,.259
Todd T Frohwirth,BOS,0,3,10.80,22,0,0,0,1,1,26.2,40,36,32,3,2,17,13,2.14,.339
Mark M Gubicza,KC,7,9,4.50,22,22,0,0,0,0,130.0,158,74,65,11,0,26,59,1.42,.301
Erik E Hanson,CIN,5,5,4.11,22,21,0,0,0,0,122.2,137,60,56,10,3,23,101,1.30,.283
Scott S Kamieniecki,NYY,8,6,3.76,22,16,1,0,0,0,117.1,115,53,49,13,3,59,71,1.48,.261
David D Nied,COL,9,7,4.80,22,22,2,1,0,0,122.0,137,70,65,15,4,47,74,1.51,.287
Alejandro A Pena,PIT,3,2,5.02,22,0,0,0,7,7,28.2,22,16,16,4,1,10,27,1.12,.206
