PLAYER,TEAM,W,L,ERA,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG
Melido M Perez,NYY,9,4,4.10,22,22,1,0,0,0,151.1,134,74,69,16,3,58,109,1.27,.238
A. J. A Sager,SD,1,4,5.98,22,3,0,0,0,0,46.2,62,34,31,4,2,16,26,1.67,.325
Pete P Schourek,CIN,7,2,4.09,22,10,0,0,0,0,81.1,90,39,37,11,3,29,69,1.46,.287
Aaron A Sele,BOS,8,7,3.83,22,22,2,0,0,0,143.1,140,68,61,13,9,60,105,1.40,.261
Dave D Stewart,TOR,7,8,5.87,22,22,1,0,0,0,133.1,151,89,87,26,4,62,111,1.60,.285
Steve S Trachsel,CHC,9,7,3.21,22,22,1,0,0,0,146.0,133,57,52,19,3,54,108,1.28,.242
Allen A Watson,STL,6,5,5.52,22,22,0,0,0,0,115.2,130,73,71,15,8,53,74,1.58,.286
John J Dopson,CAL,1,4,6.14,21,5,0,0,1,1,58.2,67,41,40,6,3,26,33,1.59,.288
Jeff J Fassero,MON,8,6,2.99,21,21,1,0,0,0,138.2,119,54,46,13,1,40,119,1.15,.229
Bill B Gullickson,DET,4,5,5.93,21,19,1,0,0,0,115.1,156,79,76,24,4,25,65,1.57,.322
Jeremy J Hernandez,FLA,3,3,2.70,21,0,0,0,9,9,23.1,16,9,7,0,2,14,13,1.29,.205
Orel O Hershiser,LA,6,6,3.79,21,21,1,0,0,0,135.1,146,67,57,15,2,42,72,1.39,.279
Charlie C Hough,FLA,5,9,5.15,21,21,1,1,0,0,113.2,118,74,65,17,10,52,65,1.50,.274
Pat P Mahomes,MIN,9,5,4.73,21,21,0,0,0,0,120.0,121,68,63,22,1,62,53,1.53,.269
Bobby B Munoz,PHI,7,5,2.67,21,14,1,0,1,1,104.1,101,40,31,8,1,35,59,1.30,.252
Mark M Portugal,SF,10,8,3.93,21,21,1,0,0,0,137.1,135,68,60,17,6,45,87,1.31,.260
Pete P Smith,NYM,4,10,5.55,21,21,1,0,0,0,131.1,145,83,81,25,2,42,62,1.42,.285
John J Smoltz,ATL,6,10,4.14,21,21,1,0,0,0,134.2,120,69,62,15,4,48,113,1.25,.239
Ismael I Valdez,LA,3,1,3.18,21,1,0,0,0,0,28.1,21,10,10,2,0,10,28,1.09,.206
Andy A Carter,PHI,0,2,4.46,20,0,0,0,0,0,34.1,34,18,17,5,6,12,18,1.34,.268
Mark M Clark,CLE,11,3,3.82,20,20,4,1,0,0,127.1,133,61,54,14,4,40,60,1.36,.273
Mark M Davis,SD,0,1,8.82,20,0,0,0,0,0,16.1,20,18,16,4,0,13,15,2.02,.299
Mark M Gardner,FLA,4,4,4.87,20,14,0,0,0,0,92.1,97,53,50,14,1,30,57,1.38,.276
Phil P Leftwich,CAL,5,10,5.68,20,20,1,0,0,0,114.0,127,75,72,16,3,42,67,1.48,.283
Al A Leiter,TOR,6,7,5.08,20,20,1,0,0,0,111.2,125,68,63,6,2,65,100,1.70,.285
Scott S Lewis,CAL,0,1,6.10,20,0,0,0,0,0,31.0,46,23,21,5,2,10,10,1.81,.359
Joe J Magrane,CAL,2,6,7.30,20,11,1,0,0,0,74.0,89,63,60,18,6,51,33,1.89,.300
Kent K Mercker,ATL,9,4,3.45,20,17,2,1,0,0,112.1,90,46,43,16,0,45,111,1.20,.220
Dave D Righetti,TOR,0,1,10.18,20,0,0,0,0,0,20.1,22,23,23,5,1,19,14,2.02,.278
Kirk K Rueter,MON,7,3,5.17,20,20,0,0,0,0,92.1,106,60,53,11,2,23,50,1.40,.294
Tom T Urbani,STL,3,7,5.15,20,10,0,0,0,0,80.1,98,48,46,12,3,21,43,1.48,.302
Brian B Williams,HOU,6,5,5.74,20,13,0,0,0,0,78.1,112,64,50,9,4,41,49,1.95,.343
Anthony A Young,CHC,4,6,3.92,20,19,0,0,0,0,114.2,103,57,50,12,0,46,65,1.30,.246
Mike M Bielecki,ATL,2,0,4.00,19,1,0,0,0,0,27.0,28,12,12,2,1,12,18,1.48,.277
Chris C Bosio,SEA,4,10,4.32,19,19,4,0,0,0,125.0,137,72,60,15,2,40,67,1.42,.277
Sid S Fernandez,BAL,6,6,5.15,19,19,2,0,0,0,115.1,109,66,66,27,2,46,95,1.34,.248
Marvin M Freeman,COL,10,2,2.80,19,18,0,0,0,0,112.2,113,39,35,10,5,23,67,1.21,.262
Kevin K King,SEA,0,2,7.04,19,0,0,0,0,0,15.1,21,13,12,0,1,17,6,2.48,.333
Jose J Mercedes,MIL,2,0,2.32,19,0,0,0,0,0,31.0,22,9,8,4,2,16,11,1.23,.216
Carlos C Pulido,MIN,3,7,5.98,19,14,0,0,0,0,84.1,87,57,56,17,1,40,32,1.51,.273
Gary G Wayne,LA,1,3,4.67,19,0,0,0,0,0,17.1,19,13,9,2,3,6,10,1.44,.279
Bill B Wegman,MIL,8,4,4.51,19,19,0,0,0,0,115.2,140,64,58,14,2,26,59,1.44,.303
Brian B Anderson,CAL,7,5,5.22,18,18,0,0,0,0,101.2,120,63,59,13,5,27,47,1.45,.300
Scott S Brow,TOR,0,3,5.90,18,0,0,0,2,2,29.0,34,27,19,4,1,19,15,1.83,.288
John J Doherty,DET,6,7,6.48,18,17,2,0,0,0,101.1,139,75,73,13,3,26,28,1.63,.337
Hector H Fajardo,TEX,5,7,6.91,18,12,0,0,0,0,83.1,95,67,64,15,2,26,45,1.45,.284
Mark M Langston,CAL,7,8,4.68,18,18,2,1,0,0,119.1,121,67,62,19,0,54,109,1.47,.268
Scott S Sanderson,CWS,8,4,5.09,18,14,1,0,0,0,92.0,110,57,52,20,2,12,36,1.33,.296
Russ R Springer,CAL,2,2,5.52,18,5,0,0,2,2,45.2,53,28,28,9,0,14,28,1.47,.291
John J Cummings,SEA,2,4,5.63,17,8,0,0,0,0,64.0,66,43,40,7,0,37,33,1.61,.270
Pete P Harnisch,HOU,8,5,5.40,17,17,1,0,0,0,95.0,100,59,57,13,3,39,62,1.46,.269
Teddy T Higuera,MIL,1,5,7.06,17,12,0,0,0,0,58.2,74,55,46,13,2,36,35,1.88,.311
John J Johnstone,FLA,1,2,5.91,17,0,0,0,0,0,21.1,23,20,14,4,1,16,23,1.83,.264
Jon J Lieber,PIT,6,7,3.73,17,17,1,0,0,0,108.2,116,62,45,12,1,25,71,1.30,.271
Blas B Minor,PIT,0,1,8.05,17,0,0,0,1,1,19.0,27,17,17,4,1,9,17,1.89,.351
Rudy R Seanez,LA,1,1,2.66,17,0,0,0,0,0,23.2,24,7,7,2,1,9,18,1.39,.273
Bill B Swift,SF,8,7,3.38,17,17,0,0,0,0,109.1,109,49,41,10,1,31,62,1.28,.262
Kent K Bottenfield,SF,3,1,6.15,16,1,0,0,1,1,26.1,33,18,18,2,2,10,15,1.63,.306
Jeff J Bronkey,MIL,1,1,4.35,16,0,0,0,1,1,20.2,20,10,10,3,0,12,13,1.55,.247
Joey J Hamilton,SD,9,6,2.98,16,16,1,1,0,0,108.2,98,40,36,7,6,29,61,1.17,.241
Gregg G Olson,ATL,0,2,9.20,16,0,0,0,1,1,14.2,19,15,15,1,1,13,10,2.18,.317
John J Roper,CIN,6,2,4.50,16,15,0,0,0,0,92.0,90,49,46,16,4,30,51,1.30,.255
Rick R Sutcliffe,STL,6,4,6.52,16,14,0,0,0,0,67.2,93,53,49,11,2,32,26,1.85,.331
Salomon S Torres,SF,2,8,5.44,16,14,1,0,0,0,84.1,95,55,51,10,7,34,42,1.53,.292
William W Van Landingham,SF,8,2,3.54,16,14,0,0,0,0,84.0,70,37,33,4,2,43,56,1.35,.223
Ed E Vosberg,OAK,0,2,3.95,16,0,0,0,0,0,13.2,16,7,6,2,0,5,12,1.54,.320
David D Wells,DET,5,7,3.96,16,16,5,1,0,0,111.1,113,54,49,13,2,24,71,1.23,.260
Greg G Hibbard,SEA,1,5,6.69,15,14,0,0,0,0,80.2,115,78,60,11,2,31,39,1.81,.328
Dane D Johnson,CWS,2,1,6.57,15,0,0,0,0,0,12.1,16,9,9,2,0,11,7,2.19,.327
Brett B Merriman,MIN,0,1,6.35,15,0,0,0,0,0,17.0,18,13,12,0,4,14,10,1.88,.269
Mike M Morgan,CHC,2,10,6.69,15,15,1,0,0,0,80.2,111,65,60,12,4,35,57,1.81,.338
Ed E Nunez,OAK,0,0,12.00,15,0,0,0,0,0,15.0,26,20,20,2,0,10,15,2.40,.382
Mike M Oquist,BAL,3,3,6.17,15,9,0,0,0,0,58.1,75,41,40,7,6,30,39,1.80,.319
Al A Osuna,LA,2,0,6.23,15,0,0,0,0,0,8.2,13,6,6,0,0,4,7,1.96,.333
Lance L Painter,COL,4,6,6.11,15,14,0,0,0,0,73.2,91,51,50,9,1,26,41,1.59,.302
Kevin K Ritz,COL,5,6,5.62,15,15,0,0,0,0,73.2,88,49,46,5,4,35,53,1.67,.303
Kevin K Campbell,MIN,1,0,2.92,14,0,0,0,0,0,24.2,20,8,8,2,1,5,15,1.01,.233
Mike M Dyer,PIT,1,1,5.87,14,0,0,0,4,4,15.1,15,12,10,1,3,12,13,1.76,.268
Jason J Grimsley,CLE,5,2,4.57,14,13,1,0,0,0,82.2,91,47,42,7,6,34,59,1.51,.283
Eric E Gunderson,NYM,0,0,0.00,14,0,0,0,0,0,9.0,5,0,0,0,0,4,4,1.00,.185
Chris C Nabholz,BOS,3,5,7.64,14,12,0,0,0,0,53.0,67,48,45,6,3,38,28,1.98,.318
Omar O Olivares,STL,3,4,5.74,14,12,1,0,1,1,73.2,84,53,47,10,4,37,26,1.64,.294
Paul P Shuey,CLE,0,1,8.49,14,0,0,0,5,5,11.2,14,11,11,1,0,12,16,2.23,.280
Joe J Ausanio,NYY,2,1,5.17,13,0,0,0,0,0,15.2,16,9,9,3,0,6,15,1.40,.254
Jim J Converse,SEA,0,5,8.69,13,8,0,0,0,0,48.2,73,49,47,5,1,40,39,2.32,.353
Danny D Darwin,BOS,7,5,6.30,13,13,0,0,0,0,75.2,101,54,53,13,1,24,54,1.65,.317
Kevin K Foster,CHC,3,4,2.89,13,13,0,0,0,0,81.0,70,31,26,7,1,35,75,1.30,.234
Chris C Hammond,FLA,4,4,3.07,13,13,1,1,0,0,73.1,79,30,25,5,1,23,40,1.39,.281
Roger R Salkeld,SEA,2,5,7.17,13,13,0,0,0,0,59.0,76,47,47,7,1,45,46,2.05,.314
Curt C Schilling,PHI,2,8,4.48,13,13,1,0,0,0,82.1,87,42,41,10,3,28,58,1.40,.270
Jeff J Schwarz,CAL,0,0,5.50,13,0,0,0,0,0,18.0,14,13,11,0,0,22,18,2.00,.219
Dan D Smith,TEX,1,2,4.30,13,0,0,0,0,0,14.2,18,11,7,2,0,12,9,2.05,.281
Wally W Whitehurst,SD,4,7,4.92,13,13,0,0,0,0,64.0,84,37,35,8,1,26,43,1.72,.319
Doug D Brocail,SD,0,0,5.82,12,0,0,0,0,0,17.0,21,13,11,1,2,5,11,1.53,.304
Bryan B Harvey,FLA,0,0,5.23,12,0,0,0,6,6,10.1,12,6,6,1,0,4,10,1.55,.279
Ross R Powell,HOU,0,0,1.23,12,0,0,0,0,0,7.1,6,1,1,0,1,5,5,1.50,.240
Russ R Swan,CLE,0,1,11.25,12,0,0,0,0,0,8.0,13,11,10,1,0,7,2,2.50,.382
Ricky R Trlicek,BOS,1,1,8.06,12,1,0,0,0,0,22.1,32,21,20,5,0,16,7,2.15,.330
Sergio S Valdez,BOS,0,1,8.16,12,1,0,0,0,0,14.1,25,14,13,4,0,8,4,2.30,.391
Mike M Williams,PHI,2,4,5.01,12,8,0,0,0,0,50.1,61,31,28,7,0,20,29,1.61,.310
Brian B Barnes,LA,0,1,5.89,11,0,0,0,0,0,18.1,22,14,12,3,0,19,10,2.24,.289
Brian B Bohanon,TEX,2,2,7.23,11,5,0,0,0,0,37.1,51,31,30,7,1,8,26,1.58,.321
Frank F Cimorelli,STL,0,0,8.78,11,0,0,0,1,1,13.1,20,14,13,0,2,10,1,2.25,.345
John J Dettmer,TEX,0,6,4.33,11,9,0,0,0,0,54.0,63,42,26,10,3,20,27,1.54,.286
Eric E Hillman,NYM,0,3,7.79,11,6,0,0,0,0,34.2,45,30,30,9,2,11,20,1.62,.321
Roger R Pavlik,TEX,2,5,7.69,11,11,0,0,0,0,50.1,61,45,43,8,4,30,31,1.81,.300
Jeff J Reardon,NYY,1,0,8.38,11,0,0,0,2,2,9.2,17,9,9,3,0,3,4,2.07,.386
Bud B Black,SF,4,2,4.47,10,10,0,0,0,0,54.1,50,31,27,9,3,16,28,1.21,.245
Denis D Boucher,MON,0,1,6.75,10,2,0,0,0,0,18.2,24,16,14,6,0,7,17,1.66,.324
Gary G Buckels,STL,0,1,2.25,10,0,0,0,0,0,12.0,8,5,3,2,0,7,9,1.25,.186
Danny D Cox,TOR,1,1,1.45,10,0,0,0,3,3,18.2,7,3,3,0,1,7,14,0.75,.113
Blaise B Ilsley,CHC,0,0,7.80,10,0,0,0,0,0,15.0,25,13,13,2,0,9,9,2.27,.385
Jose J Melendez,BOS,0,1,6.06,10,0,0,0,0,0,16.1,20,11,11,3,2,8,9,1.71,.323
Bob B Milacki,KC,0,5,6.14,10,10,0,0,0,0,55.2,68,43,38,6,1,20,17,1.58,.298
Tim T Pugh,CIN,3,3,6.04,10,9,1,0,0,0,47.2,60,37,32,5,3,26,24,1.80,.314
Mike M Remlinger,NYM,1,5,4.61,10,9,0,0,0,0,54.2,55,30,28,9,1,35,33,1.65,.261
Arthur A Rhodes,BAL,3,5,5.81,10,10,3,2,0,0,52.2,51,34,34,8,2,30,47,1.54,.254
Bill B Sampen,CAL,1,1,6.46,10,0,0,0,0,0,15.1,14,11,11,1,3,13,9,1.76,.241
Frank F Seminara,NYM,0,2,5.82,10,1,0,0,0,0,17.0,20,12,11,2,0,8,7,1.65,.303
Randy R Tomlin,PIT,0,3,3.92,10,4,0,0,0,0,20.2,23,9,9,1,0,10,17,1.60,.291
Randy R Veres,CHC,1,1,5.59,10,0,0,0,0,0,9.2,12,6,6,3,1,2,5,1.45,.308
Brad B Cornett,TOR,1,3,6.68,9,4,0,0,0,0,31.0,40,25,23,1,3,11,22,1.65,.331
Brian B Drahman,FLA,0,0,6.23,9,0,0,0,0,0,13.0,15,9,9,2,0,6,7,1.62,.300
Bryce B Florie,SD,0,0,0.96,9,0,0,0,0,0,9.1,8,1,1,0,0,3,8,1.18,.242
Willie W Fraser,FLA,2,0,5.84,9,0,0,0,0,0,12.1,20,9,8,1,0,6,7,2.11,.370
Rick R Helling,TEX,3,2,5.88,9,9,1,1,0,0,52.0,62,34,34,14,0,18,25,1.54,.295
John J Hope,PIT,0,0,5.79,9,0,0,0,0,0,14.0,18,12,9,1,2,4,6,1.57,.310
Armando A Reynoso,COL,3,4,4.82,9,9,1,0,0,0,52.1,54,30,28,5,6,22,25,1.45,.278
Ben B Rivera,PHI,3,4,6.87,9,7,0,0,0,0,38.0,40,29,29,7,1,22,19,1.63,.274
Kevin K Rogers,SF,0,0,3.48,9,0,0,0,0,0,10.1,10,4,4,1,0,6,7,1.55,.250
Erik E Schullstrom,MIN,0,0,2.77,9,0,0,0,1,1,13.0,13,7,4,0,1,5,13,1.38,.260
Matt M Turner,CLE,1,0,2.13,9,0,0,0,1,1,12.2,13,6,3,0,3,7,5,1.58,.241
Ryan R Bowen,FLA,1,5,4.94,8,8,1,0,0,0,47.1,50,28,26,9,2,19,32,1.46,.273
Rich R De Lucia,CIN,0,0,4.22,8,0,0,0,0,0,10.2,9,6,5,4,0,5,15,1.31,.214
Gar G Finnvold,BOS,0,4,5.94,8,8,0,0,0,0,36.1,45,27,24,4,3,15,17,1.65,.304
Greg G Gohr,DET,2,2,4.50,8,6,0,0,0,0,34.0,36,19,17,3,0,21,21,1.68,.263
Bruce B Hurst,TEX,2,1,7.11,8,8,0,0,0,0,38.0,53,30,30,8,0,16,24,1.82,.342
James J Hurst,TEX,0,0,10.13,8,0,0,0,0,0,10.2,17,12,12,1,0,8,5,2.34,.362
Jason J Jacome,NYM,4,3,2.67,8,8,1,1,0,0,54.0,54,17,16,3,0,17,30,1.31,.269
Miguel M Jimenez,OAK,1,4,7.41,8,7,0,0,0,0,34.0,38,33,28,9,1,32,22,2.06,.275
Curt C Leskanic,COL,1,1,5.64,8,3,0,0,0,0,22.1,27,14,14,2,0,10,17,1.66,.314
Angel A Miranda,MIL,2,5,5.28,8,8,1,0,0,0,46.0,39,28,27,8,0,27,24,1.43,.234
Brad B Pennington,BAL,0,1,12.00,8,0,0,0,0,0,6.0,9,8,8,2,0,8,7,2.83,.346
Rich R Robertson,PIT,0,0,6.89,8,0,0,0,0,0,15.2,20,12,12,2,0,10,8,1.91,.313
Rich R Scheid,FLA,1,3,3.34,8,5,0,0,0,0,32.1,35,18,12,6,2,8,17,1.33,.269
Willie W Smith,STL,1,1,9.00,8,0,0,0,0,0,7.0,9,7,7,4,0,3,7,1.71,.300
Fernando F Valenzuela,PHI,1,2,3.00,8,7,0,0,0,0,45.0,42,16,15,8,0,7,19,1.09,.247
Tom T Browning,CIN,3,1,4.20,7,7,2,1,0,0,40.2,34,20,19,8,1,13,22,1.16,.222
Rheal R Cormier,STL,3,2,5.45,7,7,0,0,0,0,39.2,40,24,24,6,3,7,26,1.18,.256
Jerry J Dipoto,CLE,0,0,8.04,7,0,0,0,0,0,15.2,26,14,14,1,1,10,9,2.30,.406
Keith K Garagozzo,MIN,0,0,9.64,7,0,0,0,0,0,9.1,9,10,10,3,0,13,3,2.36,.273
Dwight D Gooden,NYM,3,4,6.31,7,7,0,0,0,0,41.1,46,32,29,9,1,15,40,1.48,.282
Tommy T Greene,PHI,2,0,4.54,7,7,0,0,0,0,35.2,37,20,18,5,0,22,28,1.65,.272
Jonathan J Hurst,NYM,0,1,12.60,7,0,0,0,0,0,10.0,15,14,14,5,0,5,6,2.00,.341
Mark M Kiefer,MIL,1,0,8.44,7,0,0,0,0,0,10.2,15,12,10,4,0,8,8,2.16,.357
Bobby B Thigpen,SEA,0,2,9.39,7,0,0,0,0,0,7.2,12,9,8,3,0,5,4,2.22,.353
Tim T Van Egmond,BOS,2,3,6.34,7,7,1,0,0,0,38.1,38,27,27,7,0,21,22,1.54,.255
Bob B Wells,SEA,2,0,2.00,7,0,0,0,0,0,9.0,8,2,2,0,1,4,6,1.33,.242
Gabe G White,MON,1,1,6.08,7,5,0,0,1,1,23.2,24,16,16,4,1,11,17,1.48,.261
Chris C Haney,KC,2,2,7.31,6,6,0,0,0,0,28.1,36,25,23,2,1,11,18,1.66,.333
Kevin K Jarvis,CIN,1,1,7.13,6,3,0,0,0,0,17.2,22,14,14,4,0,5,10,1.53,.301
Jeff J Juden,PHI,1,4,6.18,6,5,0,0,0,0,27.2,29,25,19,4,1,12,22,1.48,.276
Tim T Leary,TEX,1,1,8.14,6,3,0,0,0,0,21.0,26,19,19,4,1,11,9,1.76,.306
Tony T Menendez,SF,0,1,21.60,6,0,0,0,0,0,3.1,8,8,8,2,0,2,2,3.00,.471
Nate N Minchey,BOS,2,3,8.61,6,5,0,0,0,0,23.0,44,26,22,1,0,14,15,2.52,.427
Erik E Plantenberg,SEA,0,0,0.00,6,0,0,0,0,0,7.0,4,0,0,0,1,7,1,1.57,.174
Scott S Service,CIN,1,2,7.36,6,0,0,0,0,0,7.1,8,9,6,2,0,3,5,1.50,.267
Jerry J Spradlin,CIN,0,0,10.13,6,0,0,0,0,0,8.0,12,11,9,2,0,2,4,1.75,.353
Dave D Telgheder,NYM,0,1,7.20,6,0,0,0,0,0,10.0,11,8,8,2,0,8,4,1.90,.282
Frank F Viola,BOS,1,1,4.65,6,6,0,0,0,0,31.0,34,17,16,2,0,17,9,1.65,.296
Turk T Wendell,CHC,0,1,11.93,6,2,0,0,0,0,14.1,22,20,19,3,0,10,9,2.23,.349
Cory C Bailey,BOS,0,1,12.46,5,0,0,0,0,0,4.1,10,6,6,2,0,3,4,3.00,.476
Jim J Czajkowski,COL,0,0,4.15,5,0,0,0,0,0,8.2,9,4,4,2,3,6,2,1.73,.281
Jose J De Jesus,KC,3,1,4.73,5,4,0,0,0,0,26.2,27,14,14,2,0,13,12,1.50,.276
Steve S Dreyer,TEX,1,1,5.71,5,3,0,0,0,0,17.1,19,15,11,1,1,8,11,1.56,.271
Phil P Stidham,DET,0,0,24.92,5,0,0,0,0,0,4.1,12,12,12,3,0,4,4,3.69,.571
Brad B Brink,SF,0,0,1.08,4,0,0,0,0,0,8.1,4,1,1,1,0,4,3,0.96,.143
Frank F Castillo,CHC,2,1,4.30,4,4,1,0,0,0,23.0,25,13,11,3,0,5,19,1.30,.278
Eddie E Guardado,MIN,0,2,8.47,4,4,0,0,0,0,17.0,26,16,16,3,0,4,8,1.76,.351
Jose J Guzman,CHC,2,2,9.15,4,4,0,0,0,0,19.2,22,20,20,1,1,13,11,1.78,.289
Heath H Haynes,MON,0,0,0.00,4,0,0,0,0,0,3.2,3,1,0,0,0,3,1,1.64,.231
Mike M Jeffcoat,FLA,0,0,10.13,4,0,0,0,0,0,2.2,4,3,3,2,0,0,1,1.50,.364
Joel J Johnston,PIT,0,0,29.70,4,0,0,0,0,0,3.1,14,12,11,0,2,4,5,5.40,.583
Steve S Karsay,OAK,1,1,2.57,4,4,1,0,0,0,28.0,26,8,8,1,1,8,15,1.21,.252
Kurt K Knudsen,DET,1,0,13.50,4,0,0,0,0,0,5.1,7,8,8,2,0,11,1,3.38,.304
Albie A Lopez,CLE,1,2,4.24,4,4,1,1,0,0,17.0,20,11,8,3,1,6,18,1.53,.290
Andrew A Lorraine,CAL,0,2,10.61,4,3,0,0,0,0,18.2,30,23,22,7,0,11,10,2.20,.366
Jose J Martinez,SD,0,2,6.75,4,1,0,0,0,0,12.0,18,9,9,2,0,5,7,1.92,.375
Kurt K Miller,FLA,1,3,8.10,4,4,0,0,0,0,20.0,26,18,18,3,2,7,11,1.65,.317
Chad C Ogea,CLE,0,1,6.06,4,1,0,0,0,0,16.1,21,11,11,2,1,10,11,1.90,.304
Rick R Reed,TEX,1,1,5.94,4,3,0,0,0,0,16.2,17,13,11,3,1,7,12,1.44,.254
Bruce B Walton,COL,1,0,8.44,4,0,0,0,0,0,5.1,6,5,5,1,0,3,1,1.69,.273
Armando A Benitez,BAL,0,0,0.90,3,0,0,0,0,0,10.0,8,1,1,0,1,4,14,1.20,.216
Sean S Bergman,DET,2,1,5.60,3,3,0,0,0,0,17.2,22,11,11,2,1,7,12,1.64,.301
Ricky R Bottalico,PHI,0,0,0.00,3,0,0,0,0,0,3.0,3,0,0,0,0,1,3,1.33,.250
Mike M Campbell,SD,1,1,12.96,3,2,0,0,0,0,8.1,13,12,12,5,0,5,10,2.16,.351
John J Farrell,CAL,1,2,9.00,3,3,0,0,0,0,13.0,16,14,13,2,1,8,10,1.85,.308
Rod R Henderson,MON,0,1,9.45,3,2,0,0,0,0,6.2,9,9,7,1,0,7,3,2.40,.333
Jose J Lima,DET,0,1,13.50,3,1,0,0,0,0,6.2,11,10,10,2,0,3,7,2.10,.355
Tim T Worrell,SD,0,1,3.68,3,3,0,0,0,0,14.2,9,7,6,0,0,5,14,0.95,.170
Jack J Armstrong,TEX,0,1,3.60,2,2,0,0,0,0,10.0,9,4,4,3,0,2,7,1.10,.231
Duff D Brumley,TEX,0,0,16.20,2,0,0,0,0,0,3.1,6,6,6,1,0,5,4,3.30,.400
Juan J Castillo,NYM,0,0,6.94,2,2,0,0,0,0,11.2,17,9,9,2,0,5,1,1.89,.362
Jeff J Darwin,SEA,0,0,13.50,2,0,0,0,0,0,4.0,7,6,6,1,1,3,1,2.50,.389
Steve S Dixon,STL,0,0,23.14,2,0,0,0,0,0,2.1,3,6,6,0,0,8,1,4.71,.333
George G Glinatsis,SEA,0,1,13.50,2,2,0,0,0,0,5.1,9,8,8,2,0,6,1,2.81,.429
Jeff J Granger,KC,0,1,6.75,2,2,0,0,0,0,9.1,13,8,7,2,0,6,3,2.04,.325
Atlee A Hammaker,CWS,0,0,0.00,2,0,0,0,0,0,1.1,1,0,0,0,0,0,1,0.75,.200
Mark M Hutton,NYY,0,0,4.91,2,0,0,0,0,0,3.2,4,3,2,0,0,0,1,1.09,.250
Bob B Ojeda,NYY,0,0,24.00,2,2,0,0,0,0,3.0,11,8,8,1,0,6,3,5.67,.611
Chan Ho C Park,LA,0,0,11.25,2,0,0,0,0,0,4.0,5,5,5,1,1,5,6,2.50,.294
Steve S Phoenix,OAK,0,0,6.23,2,0,0,0,0,0,4.1,4,3,3,0,0,2,3,1.38,.235
Scott S Ruffcorn,CWS,0,2,12.79,2,2,0,0,0,0,6.1,15,11,9,1,0,5,3,3.16,.455
Roger R Smithberg,OAK,0,0,15.43,2,0,0,0,0,0,2.1,6,4,4,1,0,1,3,3.00,.500
Paul P Spoljaric,TOR,0,1,38.57,2,1,0,0,0,0,2.1,5,10,10,3,0,9,2,6.00,.417
Randy R St. Claire,TOR,0,0,9.00,2,0,0,0,0,0,2.0,4,4,2,0,0,2,2,3.00,.444
Mark M Thompson,COL,1,1,9.00,2,2,0,0,0,0,9.0,16,9,9,2,1,8,5,2.67,.400
Terry T Burrows,TEX,0,0,9.00,1,0,0,0,0,0,1.0,1,1,1,1,0,1,0,2.00,.250
Joey J Eischen,MON,0,0,54.00,1,0,0,0,0,0,0.2,4,4,4,0,1,0,1,6.00,.667
John J Frascatore,STL,0,1,16.20,1,1,0,0,0,0,3.1,7,6,6,2,0,2,2,2.70,.438
David D Howard S,KC,0,0,4.50,1,0,0,0,0,0,2.0,2,1,1,0,0,5,0,3.50,.286
Scott S Klingenbeck,BAL,1,0,3.86,1,1,0,0,0,0,7.0,6,4,3,1,1,4,5,1.43,.240
Brian B Looney,MON,0,0,22.50,1,0,0,0,0,0,2.0,4,5,5,1,1,0,2,2.00,.400
Mike M Mohler,OAK,0,1,7.71,1,1,0,0,0,0,2.1,2,3,2,1,0,2,4,1.71,.167
Ken K Patterson,CAL,0,0,0.00,1,0,0,0,0,0,0.2,0,0,0,0,0,0,1,0.00,.000
Aaron A Small,TOR,0,0,9.00,1,0,0,0,0,0,2.0,5,2,2,1,0,2,0,3.50,.500
Julian J Tavarez,CLE,0,1,21.60,1,1,0,0,0,0,1.2,6,8,4,1,0,1,0,4.20,.500
Kerry K Taylor,SD,0,0,8.31,1,1,0,0,0,0,4.1,9,4,4,1,1,1,3,2.31,.409
Andy A Tomberlin R,BOS,0,0,0.00,1,0,0,0,0,0,2.0,1,0,0,0,0,1,1,1.00,.143
Bill B Wertz,CLE,0,0,10.38,1,0,0,0,0,0,4.1,9,5,5,0,0,1,1,2.31,.409
Brad B Woodall,ATL,0,1,4.50,1,1,0,0,0,0,6.0,5,3,3,2,0,2,2,1.17,.227
