PLAYER,TEAM,W,L,ERA,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG
Steve S Karsay,CLE,5,9,3.76,72,0,0,0,20,20,76.2,79,33,32,5,3,25,66,1.36,.266
Arthur A Rhodes,SEA,5,8,4.28,72,0,0,0,0,0,69.1,51,34,33,6,0,29,77,1.15,.205
Jeff J Tam,OAK,3,3,2.63,72,0,0,0,3,3,85.2,86,30,25,3,1,23,46,1.27,.268
Mike M Williams,PIT,3,4,3.50,72,0,0,0,24,24,72.0,56,34,28,8,4,40,71,1.33,.218
Mike M Remlinger,ATL,5,3,3.47,71,0,0,0,12,12,72.2,55,29,28,6,3,37,72,1.27,.207
Dave D Veres,STL,3,5,2.85,71,0,0,0,29,29,75.2,65,26,24,6,6,25,67,1.19,.239
Buddy B Groom,BAL,6,3,4.85,70,0,0,0,4,4,59.1,63,37,32,5,0,21,44,1.42,.275
Eddie E Guardado,MIN,7,4,3.94,70,0,0,0,9,9,61.2,55,27,27,14,1,25,52,1.30,.238
Trevor T Hoffman,SD,4,7,2.99,70,0,0,0,43,43,72.1,61,29,24,7,0,11,85,1.00,.224
Kevin K Walker,SD,7,1,4.19,70,0,0,0,0,0,66.2,49,35,31,5,5,38,56,1.31,.206
Matt M Anderson,DET,3,2,4.72,69,0,0,0,1,1,74.1,61,44,39,8,3,45,71,1.43,.228
Hector H Carrasco,BOS,5,4,4.69,69,1,0,0,1,1,78.2,90,46,41,8,4,38,64,1.63,.291
Jose J Paniagua,SEA,3,0,3.47,69,0,0,0,5,5,80.1,68,31,31,6,7,38,71,1.32,.234
Mike M Stanton,NYY,2,3,4.10,69,0,0,0,0,0,68.0,68,32,31,5,2,24,75,1.35,.263
David D Weathers,MIL,3,5,3.07,69,0,0,0,1,1,76.1,73,29,26,7,2,32,50,1.38,.260
Bob B Wickman,CLE,3,5,3.10,69,0,0,0,30,30,72.2,64,30,25,1,1,32,55,1.32,.235
Antonio A Alfonseca,FLA,5,6,4.24,68,0,0,0,45,45,70.0,82,35,33,7,1,24,47,1.51,.291
Dennis D Cook,NYM,6,3,5.34,68,0,0,0,2,2,59.0,63,35,35,8,5,31,53,1.59,.270
Tim T Crabtree,TEX,2,7,5.15,68,0,0,0,2,2,80.1,86,52,46,7,2,31,54,1.46,.274
Roberto R Hernandez,TB,4,7,3.19,68,0,0,0,32,32,73.1,76,33,26,9,3,23,61,1.35,.272
Billy B Koch,TOR,9,3,2.63,68,0,0,0,33,33,78.2,78,28,23,6,2,18,60,1.22,.258
Robb R Nen,SF,4,3,1.50,68,0,0,0,41,41,66.0,37,15,11,4,2,19,92,0.85,.162
Paul P Quantrill,TOR,2,5,4.52,68,0,0,0,1,1,83.2,100,45,42,7,2,25,47,1.49,.298
Gabe G White,COL,11,2,2.36,68,0,0,0,5,5,84.0,64,23,22,6,3,15,84,0.94,.211
Armando A Almanza,FLA,4,2,4.86,67,0,0,0,0,0,46.1,38,27,25,3,2,43,46,1.75,.228
Todd T Jones,DET,2,4,3.52,67,0,0,0,42,42,64.0,67,28,25,6,1,25,67,1.44,.276
Travis T Miller,MIN,2,3,3.90,67,0,0,0,1,1,67.0,83,35,29,4,1,32,62,1.72,.297
C. J. C Nitkowski,DET,4,9,5.25,67,11,0,0,0,0,109.2,124,79,64,13,4,49,81,1.58,.286
Terry T Adams,LA,6,9,3.52,66,0,0,0,2,2,84.1,80,42,33,6,0,39,56,1.41,.245
Valerio V De Los Santos,MIL,2,3,5.13,66,2,0,0,0,0,73.2,72,43,42,15,1,33,70,1.43,.254
Danny D Graves,CIN,10,5,2.56,66,0,0,0,30,30,91.1,81,31,26,8,3,42,53,1.35,.243
Shigetoshi S Hasegawa,ANA,10,5,3.48,66,0,0,0,9,9,95.2,100,42,37,11,2,38,59,1.44,.270
La Troy L Hawkins,MIN,2,5,3.39,66,0,0,0,14,14,87.2,85,34,33,7,1,32,59,1.33,.256
Jason J Isringhausen,OAK,6,4,3.78,66,0,0,0,33,33,69.0,67,34,29,6,3,32,57,1.43,.252
Jose J Mesa,SEA,4,6,5.36,66,0,0,0,1,1,80.2,89,48,48,11,5,41,84,1.61,.280
Mariano M Rivera,NYY,7,4,2.85,66,0,0,0,36,36,75.2,58,26,24,4,0,25,58,1.10,.208
Rick R White,NYM,5,9,3.52,66,0,0,0,3,3,99.2,83,44,39,9,7,38,67,1.21,.224
Jason J Christiansen,STL,3,8,5.06,65,0,0,0,1,1,48.0,41,29,27,3,2,27,53,1.42,.233
Wayne W Gomes,PHI,4,6,4.40,65,0,0,0,7,7,73.2,72,41,36,6,3,35,49,1.45,.262
Bob B Howry,CWS,2,4,3.17,65,0,0,0,7,7,71.0,54,26,25,6,4,29,60,1.17,.216
Heathcliff H Slocumb,SD,2,4,4.98,65,0,0,0,1,1,68.2,69,43,38,9,3,37,46,1.54,.265
Jeff J Zimmerman,TEX,4,5,5.30,65,0,0,0,1,1,69.2,80,45,41,10,2,34,74,1.64,.286
Rheal R Cormier,BOS,3,3,4.61,64,0,0,0,0,0,68.1,74,40,35,7,0,17,43,1.33,.275
Rich R Garces,BOS,8,1,3.25,64,0,0,0,1,1,74.2,64,28,27,7,1,23,69,1.17,.229
Mark M Petkovsek,ANA,4,2,4.33,64,1,0,0,2,2,81.0,86,40,39,8,3,23,31,1.35,.277
Greg G Swindell,ARI,2,6,3.20,64,0,0,0,1,1,76.0,71,29,27,7,1,20,64,1.20,.247
Anthony A Telford,MON,5,4,3.79,64,0,0,0,3,3,78.1,76,38,33,10,5,23,68,1.26,.257
Chris C Brock,PHI,7,8,4.34,63,5,0,0,1,1,93.1,85,48,45,21,3,41,69,1.35,.239
Alan A Embree,SF,3,5,4.95,63,0,0,0,2,2,60.0,62,34,33,4,3,25,49,1.45,.274
Jason J Grimsley,NYY,3,2,5.04,63,4,0,0,1,1,96.1,100,58,54,10,5,42,53,1.47,.268
Jim J Mecir,OAK,10,3,2.96,63,0,0,0,5,5,85.0,70,31,28,4,2,36,70,1.25,.225
Kazuhiro K Sasaki,SEA,2,5,3.16,63,0,0,0,37,37,62.2,42,25,22,10,2,31,78,1.16,.184
Juan J Acevedo,MIL,3,7,3.81,62,0,0,0,0,0,82.2,77,38,35,11,1,31,51,1.31,.246
Carlos C Almanzar,SD,4,5,4.39,62,0,0,0,0,0,69.2,73,35,34,12,4,25,56,1.41,.266
Ricky R Bottalico,KC,9,6,4.83,62,0,0,0,16,16,72.2,65,40,39,12,2,41,56,1.46,.239
John J Franco,NYM,5,4,3.40,62,0,0,0,4,4,55.2,46,24,21,6,2,26,56,1.29,.221
Dan D Plesac,ARI,5,1,3.15,62,0,0,0,0,0,40.0,34,21,14,4,0,26,45,1.50,.228
Dennys D Reyes,CIN,2,1,4.53,62,0,0,0,0,0,43.2,43,31,22,5,1,29,36,1.65,.262
Mike M Timlin,STL,5,4,4.18,62,0,0,0,12,12,64.2,67,33,30,8,4,35,52,1.58,.271
John J Wetteland,TEX,6,5,4.20,62,0,0,0,34,34,60.0,67,35,28,10,2,24,53,1.52,.285
Mike M Holtz,ANA,3,4,5.05,61,0,0,0,0,0,41.0,37,26,23,4,2,18,40,1.34,.248
Byung- Hyun B Kim,ARI,6,6,4.46,61,1,0,0,14,14,70.2,52,39,35,9,9,46,111,1.39,.200
John J Frascatore,TOR,2,4,5.42,60,0,0,0,0,0,73.0,87,51,44,14,7,33,30,1.64,.301
Mike M Morgan,ARI,5,5,4.87,60,4,0,0,5,5,101.2,123,55,55,10,1,40,56,1.60,.311
Jeff J Shaw,LA,3,4,4.24,60,0,0,0,27,27,57.1,61,29,27,7,1,16,39,1.34,.265
Bill B Simas,CWS,2,3,3.46,60,0,0,0,0,0,67.2,69,27,26,9,1,22,49,1.34,.276
Pedro P Borbon,TOR,1,1,6.48,59,0,0,0,1,1,41.2,45,37,30,5,5,38,29,1.99,.280
Matt M Herges,LA,11,3,3.17,59,4,0,0,1,1,110.2,100,43,39,7,6,40,75,1.27,.249
Kerry K Ligtenberg,ATL,2,3,3.61,59,0,0,0,12,12,52.1,43,21,21,7,0,24,51,1.28,.226
John J Rocker,ATL,1,2,2.89,59,0,0,0,24,24,53.0,42,25,17,5,2,48,77,1.70,.210
Tim T Worrell,CHC,5,6,2.99,59,0,0,0,3,3,69.1,72,26,23,10,1,29,57,1.46,.265
Aaron A Fultz,SF,5,2,4.67,58,0,0,0,1,1,69.1,67,38,36,8,3,28,62,1.37,.263
Danny D Patterson,DET,5,1,3.97,58,0,0,0,0,0,56.2,69,26,25,4,2,14,29,1.46,.309
Jerry J Spradlin,CHC,4,5,6.00,58,1,0,0,7,7,90.0,101,64,60,11,4,32,67,1.48,.291
Steve S Reed,CLE,2,0,4.34,57,0,0,0,0,0,56.0,58,30,27,7,1,21,39,1.41,.269
Paul P Shuey,CLE,4,2,3.39,57,0,0,0,0,0,63.2,51,25,24,4,3,30,69,1.27,.219
Stan S Belinda,ATL,1,3,7.71,56,0,0,0,1,1,46.2,55,44,40,14,3,22,51,1.65,.294
Ricky R Bones,FLA,2,3,4.54,56,0,0,0,0,0,77.1,94,43,39,6,3,27,59,1.56,.303
Francisco F Cordero,TEX,1,2,5.35,56,0,0,0,0,0,77.1,87,51,46,11,4,48,49,1.75,.285
Vic V Darensbourg,FLA,5,3,4.06,56,0,0,0,0,0,62.0,61,32,28,7,2,28,59,1.44,.260
Jeff J Brantley,PHI,2,7,5.86,55,0,0,0,23,23,55.1,64,36,36,12,2,29,57,1.68,.288
Mike M Magnante,OAK,1,1,4.31,55,0,0,0,0,0,39.2,50,22,19,3,2,19,17,1.74,.311
Vicente V Padilla,PHI,4,7,3.72,55,0,0,0,2,2,65.1,72,33,27,3,1,28,51,1.53,.283
Rick R Aguilera,CHC,1,2,4.91,54,0,0,0,29,29,47.2,47,28,26,11,4,18,38,1.36,.251
Manny M Aybar,FLA,2,2,4.31,54,0,0,0,0,0,79.1,74,42,38,11,2,35,45,1.37,.244
Mike M De Jean,COL,4,4,4.89,54,0,0,0,0,0,53.1,54,31,29,9,0,30,34,1.58,.269
Doug D Jones,OAK,4,2,3.93,54,0,0,0,2,2,73.1,86,34,32,6,2,18,54,1.42,.292
Terry T Mulholland,ATL,9,9,5.11,54,20,1,0,1,1,156.2,198,96,89,24,4,41,78,1.53,.308
Troy T Percival,ANA,5,5,4.50,54,0,0,0,32,32,50.0,42,27,25,7,2,30,49,1.44,.228
Joe J Slusarski,HOU,2,7,4.21,54,0,0,0,3,3,77.0,80,36,36,8,3,22,54,1.32,.268
Felipe F Lira,MON,5,8,5.40,53,7,0,0,0,0,101.2,129,71,61,11,4,36,51,1.62,.310
Pat P Mahomes,NYM,5,3,5.46,53,5,0,0,0,0,94.0,96,63,57,15,2,66,76,1.72,.263
Marc M Valdes,HOU,5,5,5.08,53,0,0,0,2,2,56.2,69,41,32,3,5,25,35,1.66,.301
Jose J Cabrera,HOU,2,3,5.92,52,0,0,0,2,2,59.1,74,40,39,10,3,17,41,1.53,.308
Scott S Kamieniecki,ATL,3,4,5.59,52,0,0,0,2,2,58.0,64,40,36,9,1,42,46,1.83,.282
Russ R Springer,ARI,2,4,5.08,52,0,0,0,0,0,62.0,63,36,35,11,2,34,59,1.56,.261
Marc M Wilkins,PIT,4,2,5.07,52,0,0,0,0,0,60.1,54,34,34,4,6,43,37,1.61,.248
Mike M Fetters,LA,6,2,3.24,51,0,0,0,5,5,50.0,35,18,18,7,2,25,40,1.20,.205
Mike M James,STL,2,2,3.16,51,0,0,0,2,2,51.1,40,22,18,7,3,24,41,1.25,.219
Al A Levine,ANA,3,4,3.87,51,5,0,0,2,2,95.1,98,44,41,10,2,49,42,1.54,.266
Jose J Silva,PIT,11,9,5.56,51,19,1,0,0,0,136.0,178,96,84,16,5,50,98,1.68,.317
Julian J Tavarez,COL,11,5,4.43,51,12,1,0,1,1,120.0,124,68,59,11,7,53,62,1.48,.268
Todd T Van Poppel,CHC,4,5,3.75,51,2,0,0,2,2,86.1,80,38,36,10,2,48,77,1.48,.249
Tim T Wakefield,BOS,6,10,5.48,51,17,0,0,0,0,159.1,170,107,97,31,4,65,102,1.47,.272
Octavio O Dotel,HOU,3,7,5.40,50,16,0,0,16,16,125.0,127,80,75,26,7,61,142,1.50,.265
Sean S Lowe,CWS,4,1,5.48,50,5,0,0,0,0,70.2,78,47,43,10,6,39,53,1.66,.284
T. J. T Mathews,OAK,2,3,6.03,50,0,0,0,0,0,59.2,73,40,40,10,2,25,42,1.64,.303
Doug D Brocail,DET,5,4,4.09,49,0,0,0,0,0,50.2,57,25,23,5,1,14,41,1.40,.285
Scott S Strickland,MON,4,3,3.00,49,0,0,0,9,9,48.0,38,18,16,3,1,16,48,1.13,.215
Scott S Williamson,CIN,5,8,3.29,48,10,0,0,6,6,112.0,92,45,41,7,3,75,136,1.49,.224
Willie W Blair,DET,10,6,4.88,47,17,0,0,0,0,156.2,185,89,85,20,2,35,74,1.40,.296
John J Johnstone,SF,3,4,6.30,47,0,0,0,0,0,50.0,64,35,35,11,2,13,37,1.54,.322
Matt M Mantei,ARI,1,1,4.57,47,0,0,0,17,17,45.1,31,24,23,4,2,35,53,1.46,.193
Justin J Speier,CLE,5,2,3.29,47,0,0,0,0,0,68.1,57,27,25,9,4,28,69,1.24,.226
Kyle K Farnsworth,CHC,2,9,6.43,46,5,0,0,1,1,77.0,90,58,55,14,4,50,74,1.82,.291
Antonio A Osuna,LA,3,6,3.74,46,0,0,0,0,0,67.1,57,30,28,7,2,35,70,1.37,.229
Doug D Creek,TB,1,3,4.60,45,0,0,0,1,1,60.2,49,33,31,10,2,39,73,1.45,.224
Albie A Lopez,TB,11,13,4.13,45,24,4,1,2,2,185.1,199,95,85,24,1,70,96,1.45,.277
Dan D Miceli,FLA,6,4,4.25,45,0,0,0,0,0,48.2,45,23,23,4,1,18,40,1.29,.242
Jose J Santiago,KC,8,6,3.91,45,0,0,0,2,2,69.0,70,33,30,7,3,26,44,1.39,.260
Dan D Reichert,KC,8,10,4.70,44,18,1,1,2,2,153.1,157,92,80,15,7,91,94,1.62,.271
Donne D Wall,SD,5,2,3.35,44,0,0,0,1,1,53.2,36,20,20,4,0,21,29,1.06,.193
Kelvim K Escobar,TOR,10,15,5.35,43,24,3,1,2,2,180.0,186,118,107,26,3,85,142,1.51,.267
Josias J Manzanillo,PIT,2,2,3.38,43,0,0,0,0,0,58.2,50,23,22,6,0,32,39,1.40,.240
Chuck C Mc Elroy,BAL,3,0,4.69,43,2,0,0,0,0,63.1,60,36,33,6,2,34,50,1.48,.247
Esteban E Yan,TB,7,8,6.21,43,20,0,0,0,0,137.2,158,98,95,26,11,42,111,1.45,.285
Scott S Forster,MON,0,1,7.88,42,0,0,0,0,0,32.0,28,31,28,5,2,25,23,1.66,.230
Lance L Painter,TOR,2,0,4.73,42,2,0,0,0,0,66.2,69,37,35,9,2,22,53,1.37,.271
B. J. B Ryan,BAL,2,3,5.91,42,0,0,0,0,0,42.2,36,29,28,7,0,31,41,1.57,.225
Mike M Johnson,MON,5,6,6.39,41,13,0,0,0,0,101.1,107,73,72,18,9,53,70,1.58,.269
Alan A Mills,BAL,4,1,5.29,41,0,0,0,2,2,49.1,56,29,29,9,2,35,36,1.84,.284
Elmer E Dessens,CIN,11,5,4.28,40,16,1,0,1,1,147.1,170,73,70,10,3,43,85,1.45,.296
Rich R Loiselle,PIT,2,3,5.10,40,0,0,0,0,0,42.1,43,27,24,5,3,30,32,1.72,.262
Steve S Woodard,CLE,4,10,5.85,40,22,1,0,0,0,147.2,182,105,96,26,6,44,100,1.53,.305
John J Wasdin,COL,1,6,5.38,39,4,1,0,1,1,80.1,90,48,48,14,5,24,71,1.42,.286
Jeff J Fassero,BOS,8,8,4.78,38,23,0,0,0,0,130.0,153,72,69,16,1,50,97,1.56,.296
Dustin D Hermanson,MON,12,14,4.77,38,30,2,1,4,4,198.0,226,128,105,26,4,75,94,1.52,.290
Hipolito H Pichardo,BOS,6,3,3.46,38,1,0,0,1,1,65.0,63,29,25,1,3,26,37,1.37,.260
Jeff J Wallace,PIT,2,0,7.07,38,0,0,0,0,0,35.2,42,32,28,5,4,34,27,2.13,.290
Bruce B Chen,PHI,7,4,3.29,37,15,0,0,0,0,134.0,116,54,49,18,2,46,112,1.21,.232
Steve S Rain,CHC,3,4,4.35,37,0,0,0,0,0,49.2,46,25,24,10,1,27,54,1.47,.250
Robert R Ramsay,SEA,1,1,3.40,37,1,0,0,0,0,50.1,43,22,19,3,1,40,32,1.65,.234
Todd T Erdos,SD,0,0,5.93,36,0,0,0,2,2,54.2,63,38,36,7,7,28,34,1.66,.286
Ray R King,MIL,3,2,1.26,36,0,0,0,0,0,28.2,18,7,4,1,0,10,19,0.98,.180
Jose J Mercedes,BAL,14,7,4.02,36,20,1,0,0,0,145.2,150,71,65,15,3,64,70,1.47,.270
Kevin K Millwood,ATL,10,13,4.66,36,35,0,0,0,0,212.2,213,115,110,26,3,62,168,1.29,.258
Julio J Santana,MON,1,5,5.67,36,4,0,0,0,0,66.2,69,45,42,11,2,33,58,1.53,.271
Paul P Abbott,SEA,9,7,4.22,35,27,0,0,0,0,179.0,164,89,84,23,5,80,100,1.36,.243
Tom T Glavine,ATL,21,9,3.40,35,35,4,2,0,0,241.0,222,101,91,24,4,65,152,1.19,.244
Rick R Helling,TEX,16,13,4.48,35,35,0,0,0,0,217.0,212,122,108,29,9,99,146,1.43,.252
Randy R Johnson,ARI,19,7,2.64,35,35,8,3,0,0,248.2,202,89,73,23,6,76,347,1.12,.224
Jon J Lieber,CHC,12,11,4.41,35,35,6,1,0,0,251.0,248,130,123,36,10,54,192,1.20,.257
Greg G Maddux,ATL,19,9,3.00,35,35,6,3,0,0,249.1,225,91,83,19,10,42,190,1.07,.238
Ricardo R Rincon,CLE,2,0,2.70,35,0,0,0,0,0,20.0,17,7,6,1,1,13,20,1.50,.224
Jeff J Suppan,KC,10,9,4.94,35,33,3,1,0,0,217.0,240,121,119,36,7,84,128,1.49,.284
Ron R Villone,CIN,10,10,5.43,35,23,2,0,0,0,141.0,154,95,85,22,9,78,77,1.65,.286
David D Wells,TOR,20,8,4.11,35,35,9,1,0,0,229.2,266,115,105,23,8,31,166,1.29,.289
Rod R Beck,BOS,3,0,3.10,34,0,0,0,0,0,40.2,34,15,14,2,2,12,35,1.13,.222
Brian B Bohanon,COL,12,10,4.68,34,26,2,1,0,0,177.0,181,101,92,24,6,79,98,1.47,.266
Chris C Carpenter,TOR,10,12,6.26,34,27,2,0,0,0,175.1,204,130,122,30,5,83,113,1.64,.290
Matt M Clement,SD,13,17,5.14,34,34,0,0,0,0,205.0,194,131,117,22,16,125,170,1.56,.248
Chuck C Finley,CLE,16,11,4.17,34,34,3,0,0,0,218.0,211,108,101,23,2,101,189,1.43,.256
Chris C Holt,HOU,8,16,5.35,34,32,3,1,0,0,207.0,247,131,123,22,8,75,136,1.56,.304
Darryl D Kile,STL,20,9,3.91,34,34,5,1,0,0,232.1,215,109,101,33,13,58,192,1.18,.247
Esteban E Loaiza,TOR,10,13,4.56,34,31,1,1,1,1,199.1,228,112,101,29,13,57,137,1.43,.288
Mike M Mussina,BAL,11,15,3.79,34,34,6,1,0,0,237.2,236,105,100,28,3,46,210,1.19,.255
Denny D Neagle,NYY,15,9,4.52,34,33,1,0,0,0,209.0,210,109,105,31,5,81,146,1.39,.261
Chan Ho C Park,LA,18,10,3.27,34,34,3,1,0,0,226.0,173,92,82,21,12,124,217,1.31,.214
Matt M Perisho,TEX,2,7,7.37,34,13,0,0,0,0,105.0,136,99,86,20,6,67,74,1.93,.316
Brad B Radke,MIN,12,16,4.45,34,34,4,1,0,0,226.2,261,119,112,27,5,51,141,1.38,.286
Kenny K Rogers,TEX,13,13,4.55,34,34,2,0,0,0,227.1,257,126,115,20,11,78,127,1.47,.285
Aaron A Sele,SEA,17,10,4.51,34,34,2,2,0,0,211.2,221,110,106,17,5,74,137,1.39,.271
Steve S Trachsel,TOR,8,15,4.80,34,34,3,1,0,0,200.2,232,116,107,26,6,74,110,1.52,.294
Brian B Anderson,ARI,11,7,4.05,33,32,2,0,0,0,213.1,226,101,96,38,3,39,104,1.24,.275
Kevin K Brown,LA,13,6,2.58,33,33,5,1,0,0,230.0,181,76,66,21,9,47,216,0.99,.213
Ryan R Dempster,FLA,14,10,3.66,33,33,2,1,0,0,226.1,210,102,92,30,5,97,209,1.36,.243
Mike M Hampton,NYM,15,10,3.14,33,33,3,1,0,0,217.2,194,89,76,10,8,99,151,1.35,.241
Jimmy J Haynes,MIL,12,13,5.33,33,33,0,0,0,0,199.1,228,128,118,21,7,100,88,1.65,.295
Pat P Hentgen,STL,15,12,4.72,33,33,1,1,0,0,194.1,202,107,102,24,3,89,118,1.50,.276
Livan L Hernandez,SF,17,11,3.75,33,33,5,2,0,0,240.0,254,114,100,22,4,73,165,1.36,.273
Jose J Lima,HOU,7,16,6.65,33,33,0,0,0,0,196.1,251,152,145,48,2,68,124,1.62,.313
Brian B Meadows,KC,13,10,5.13,33,32,2,0,0,0,196.1,234,119,112,32,8,64,79,1.52,.298
Eric E Milton,MIN,13,10,4.86,33,33,0,0,0,0,200.0,205,123,108,35,7,44,160,1.25,.260
Russ R Ortiz,SF,14,12,5.01,33,32,0,0,0,0,195.2,192,117,109,28,7,112,167,1.55,.261
Jim J Parque,CWS,13,6,4.28,33,32,0,0,0,0,187.0,208,105,89,21,11,71,111,1.49,.283
Steve S Parris,CIN,12,17,4.81,33,33,0,0,0,0,192.2,227,109,103,30,4,71,117,1.55,.294
Yorkis Y Perez,HOU,2,1,5.16,33,0,0,0,0,0,22.2,25,18,13,4,0,14,21,1.72,.266
Javier J Vazquez,MON,11,9,4.05,33,33,2,1,0,0,217.2,247,104,98,24,5,61,196,1.42,.286
Jay J Witasick,SD,6,10,5.82,33,25,2,0,0,0,150.0,178,107,97,24,7,73,121,1.67,.294
Rolando R Arrojo,BOS,10,11,5.63,32,32,0,0,0,0,172.2,187,118,108,24,16,68,124,1.48,.277
Pedro P Astacio,COL,12,9,5.27,32,32,3,0,0,0,196.1,217,119,115,32,15,77,193,1.50,.281
Kris K Benson,PIT,10,12,3.85,32,32,2,1,0,0,217.2,206,104,93,24,10,86,184,1.34,.249
Dave D Burba,CLE,16,6,4.47,32,32,0,0,0,0,191.1,199,99,95,19,2,91,180,1.52,.267
Roger R Clemens,NYY,13,8,3.70,32,32,1,0,0,0,204.1,184,96,84,26,10,84,188,1.31,.236
Omar O Daal,PHI,4,19,6.14,32,28,0,0,0,0,167.0,208,128,114,26,9,72,96,1.68,.305
Darren D Dreifort,LA,12,9,4.16,32,32,1,1,0,0,192.2,175,105,89,31,12,87,164,1.36,.238
Mike M Fyhrie,ANA,0,0,2.39,32,0,0,0,0,0,52.2,54,14,14,4,0,15,43,1.31,.269
Gil G Heredia,OAK,15,11,4.12,32,32,2,0,0,0,198.2,214,106,91,24,4,66,101,1.41,.274
Tim T Hudson,OAK,20,6,4.14,32,32,2,2,0,0,202.1,169,100,93,24,7,82,169,1.24,.227
Hideo H Nomo,DET,8,12,4.74,32,31,1,0,0,0,190.0,191,102,100,31,3,89,181,1.47,.263
Andy A Pettitte,NYY,19,9,4.35,32,32,3,1,0,0,204.2,219,111,99,17,4,80,125,1.46,.271
Sidney S Ponson,BAL,9,13,4.82,32,32,6,1,0,0,222.0,223,125,119,30,1,83,152,1.38,.258
Lou L Pote,ANA,1,1,3.40,32,1,0,0,1,1,50.1,52,23,19,4,0,17,44,1.37,.267
Mark M Redman,MIN,12,9,4.76,32,24,0,0,0,0,151.1,168,81,80,22,3,45,117,1.41,.281
Rich R Rodriguez,NYM,0,1,7.78,32,0,0,0,0,0,37.0,59,40,32,7,3,15,18,2.00,.364
Kirk K Rueter,SF,11,9,3.96,32,31,0,0,0,0,184.0,205,92,81,23,2,62,71,1.45,.290
Jesus J Sanchez,FLA,9,12,5.34,32,32,2,2,0,0,182.0,197,118,108,32,4,76,123,1.50,.280
Mike M Sirotka,CWS,15,10,3.79,32,32,1,0,0,0,197.0,203,101,83,23,1,69,128,1.38,.269
Garrett G Stephenson,STL,16,9,4.49,32,31,3,2,0,0,200.1,209,105,100,31,7,63,123,1.36,.270
Mac M Suzuki,KC,8,10,4.34,32,29,1,1,0,0,188.2,195,100,91,26,3,94,135,1.53,.265
Brett B Tomko,SEA,7,5,4.68,32,8,0,0,1,1,92.1,92,53,48,12,3,40,59,1.43,.264
Randy R Wolf,PHI,11,9,4.36,32,32,1,0,0,0,206.1,210,107,100,25,8,83,160,1.42,.269
Rick R Ankiel C,STL,11,7,3.50,31,30,0,0,0,0,175.0,137,80,68,21,6,90,194,1.30,.219
Kevin K Appier,OAK,15,11,4.52,31,31,1,1,0,0,195.1,200,109,98,23,9,102,129,1.55,.262
Andy A Ashby,ATL,12,13,4.92,31,31,3,1,0,0,199.1,216,124,109,29,6,61,106,1.39,.280
Jason J Bere,CLE,12,10,5.47,31,31,0,0,0,0,169.1,180,107,103,25,5,89,142,1.59,.275
John J Burkett,ATL,10,6,4.89,31,22,0,0,0,0,134.1,162,79,73,13,4,51,110,1.59,.303
Bobby B Chouinard,COL,2,2,3.86,31,0,0,0,0,0,32.2,35,17,14,4,1,9,23,1.35,.273
