PLAYER,TEAM,W,L,ERA,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG
Al A Leiter,NYM,16,8,3.20,31,31,2,1,0,0,208.0,176,84,74,19,11,76,200,1.21,.228
Cory C Lidle,TB,4,6,5.03,31,11,0,0,0,0,96.2,114,61,54,13,3,29,62,1.48,.294
Tom T Martin,CLE,1,0,4.05,31,0,0,0,0,0,33.1,32,16,15,3,1,15,21,1.41,.254
Joe J Mays,MIN,7,15,5.56,31,28,2,1,0,0,160.1,193,105,99,20,2,67,102,1.62,.299
Matt M Morris,STL,3,3,3.57,31,0,0,0,4,4,53.0,53,22,21,3,2,17,34,1.32,.261
Pat P Rapp,BAL,9,12,5.90,31,30,0,0,0,0,174.0,203,125,114,18,5,83,106,1.64,.290
Armando A Reynoso,ARI,11,12,5.27,31,30,2,0,0,0,170.2,179,102,100,22,6,52,89,1.35,.273
Todd T Ritchie,PIT,9,8,4.81,31,31,1,1,0,0,187.0,208,111,100,26,3,51,124,1.39,.282
Glendon G Rusch,NYM,11,11,4.01,31,30,2,0,0,0,190.2,196,91,85,18,6,44,157,1.26,.267
Ed E Vosberg,PHI,1,1,4.13,31,0,0,0,0,0,24.0,21,11,11,4,0,18,23,1.63,.241
Jeff J Weaver,DET,11,15,4.32,31,30,2,0,0,0,200.0,205,102,96,26,15,52,136,1.29,.267
Alan A Benes,STL,2,2,5.67,30,0,0,0,0,0,46.0,54,33,29,7,2,23,26,1.67,.290
Andy A Benes,STL,12,9,4.88,30,27,1,0,0,0,166.0,174,95,90,30,1,68,137,1.46,.275
Jason J Boyd,PHI,0,1,6.55,30,0,0,0,0,0,34.1,39,28,25,2,1,24,32,1.83,.293
Bartolo B Colon,CLE,15,8,3.88,30,30,2,1,0,0,188.0,163,86,81,21,4,98,212,1.39,.233
David D Cone,NYY,4,14,6.91,30,29,0,0,0,0,155.0,192,124,119,25,9,82,120,1.77,.306
Doug D Davis,TEX,7,6,5.38,30,13,1,0,0,0,98.2,109,61,59,14,3,58,66,1.69,.288
Scott S Elarton,HOU,17,7,4.81,30,30,2,0,0,0,192.2,198,117,103,29,6,84,131,1.46,.263
Shawn S Estes,SF,15,6,4.26,30,30,4,2,0,0,190.1,194,99,90,11,3,108,136,1.59,.275
Mark M Gardner,SF,11,7,4.05,30,20,0,0,0,0,149.0,155,72,67,16,5,42,92,1.32,.270
Daniel D Garibay,CHC,2,8,6.03,30,8,0,0,0,0,74.2,88,54,50,9,1,39,46,1.70,.299
John J Halama,SEA,14,9,5.08,30,30,1,1,0,0,166.2,206,108,94,19,2,56,87,1.57,.308
Carlos C Perez,LA,5,8,5.56,30,22,0,0,0,0,144.0,192,95,89,25,8,33,64,1.56,.324
Rick R Reed,NYM,11,5,4.11,30,30,0,0,0,0,184.0,192,90,84,28,5,34,121,1.23,.266
Bryan B Rekar,TB,7,10,4.41,30,27,2,0,0,0,173.1,200,92,85,22,4,39,95,1.38,.292
Johan J Santana,MIN,2,3,6.49,30,5,0,0,0,0,86.0,102,64,62,11,2,54,64,1.81,.302
Kevin K Tapani,CHC,8,12,5.01,30,30,2,0,0,0,195.2,208,113,109,35,8,47,150,1.30,.271
James J Baldwin,CWS,14,7,4.65,29,28,2,1,0,0,178.0,185,96,92,34,8,59,116,1.37,.272
Kevin K Beirne,CWS,1,3,6.70,29,1,0,0,0,0,49.2,50,41,37,9,4,20,41,1.41,.263
Kent K Bottenfield,PHI,8,10,5.40,29,29,1,1,0,0,171.2,185,106,103,30,3,77,106,1.53,.274
Bryce B Florie,BOS,0,4,4.56,29,0,0,0,1,1,49.1,57,30,25,5,1,19,34,1.54,.295
Orlando O Hernandez,NYY,12,13,4.51,29,29,3,0,0,0,195.2,186,104,98,34,6,51,141,1.21,.247
Pedro P Martinez,BOS,18,6,1.74,29,29,7,4,0,0,217.0,128,44,42,17,14,32,284,0.74,.167
Onan O Masaoka,LA,1,1,4.00,29,0,0,0,0,0,27.0,23,12,12,2,1,15,27,1.41,.230
Brian B Moehler,DET,12,9,4.50,29,29,2,0,0,0,178.0,222,99,89,20,2,40,103,1.47,.305
Guillermo G Mota,MON,1,1,6.00,29,0,0,0,0,0,30.0,27,21,20,3,2,12,24,1.30,.245
Jay J Powell,HOU,1,1,5.67,29,0,0,0,0,0,27.0,29,18,17,1,0,19,16,1.78,.271
Curt C Schilling,ARI,11,12,3.81,29,29,8,2,0,0,210.1,204,90,89,27,1,45,168,1.18,.255
Tanyon T Sturtze,TB,5,2,4.74,29,6,0,0,0,0,68.1,72,39,36,8,3,29,44,1.48,.272
Brian B Williams,CLE,1,1,7.23,29,0,0,0,1,1,42.1,51,36,34,6,4,31,20,1.94,.313
Masato M Yoshii,COL,6,15,5.86,29,29,0,0,0,0,167.1,201,112,109,32,2,53,88,1.52,.306
Mark M Buehrle,CWS,4,1,4.21,28,3,0,0,0,0,51.1,55,27,24,5,3,19,37,1.44,.272
Robert R Person,PHI,9,7,3.63,28,28,1,1,0,0,173.1,144,73,70,13,6,95,164,1.38,.229
Billy B Wagner,HOU,2,4,6.18,28,0,0,0,6,6,27.2,28,19,19,6,1,18,28,1.66,.255
Matt M Whiteside,SD,2,3,4.14,28,0,0,0,0,0,37.0,32,21,17,6,1,17,27,1.32,.232
Jimmy J Anderson,PIT,5,11,5.25,27,26,1,0,0,0,144.0,169,94,84,13,7,58,73,1.58,.294
Nelson N Cruz,DET,5,2,3.07,27,0,0,0,0,0,41.0,39,14,14,4,3,13,34,1.27,.253
Will W Cunnane,SD,1,1,4.23,27,3,0,0,0,0,38.1,35,21,18,2,1,21,34,1.46,.241
Dwight D Gooden,NYY,6,5,4.71,27,14,0,0,2,2,105.0,119,64,55,23,3,44,55,1.55,.287
Bobby B Jones,NYM,11,6,5.06,27,27,1,0,0,0,154.2,171,90,87,25,5,49,85,1.42,.281
Ramon R Martinez,BOS,10,8,6.13,27,27,0,0,0,0,127.2,143,94,87,16,9,67,89,1.64,.283
Mark M Mulder,OAK,9,10,5.44,27,27,0,0,0,0,154.0,191,106,93,22,4,69,88,1.69,.308
Brian B Rose,COL,7,10,5.79,27,24,0,0,0,0,116.2,130,78,75,21,6,51,64,1.55,.278
Scott S Schoeneweis,ANA,7,10,5.45,27,27,1,1,0,0,170.0,183,112,103,21,6,67,78,1.47,.276
Bryan B Ward,ANA,0,0,3.29,27,0,0,0,0,0,27.1,22,11,10,3,0,10,14,1.17,.216
Rob R Bell,CIN,7,8,5.00,26,26,1,0,0,0,140.1,130,84,78,32,1,73,112,1.45,.243
Jamie J Brewington,CLE,3,0,5.36,26,0,0,0,0,0,45.1,56,28,27,3,2,19,34,1.65,.311
Jamie J Moyer,SEA,13,10,5.49,26,26,0,0,0,0,154.0,173,103,94,22,3,53,98,1.47,.281
Jamey J Wright,MIL,7,9,4.10,26,25,0,0,0,0,164.2,157,81,75,12,18,88,96,1.49,.261
Frank F Castillo,TOR,10,5,3.59,25,24,0,0,0,0,138.0,112,58,55,18,5,56,104,1.22,.220
Wayne W Franklin,HOU,0,0,5.48,25,0,0,0,0,0,21.1,24,14,13,2,4,12,21,1.69,.282
Mark M Holzemer,PHI,0,1,7.71,25,0,0,0,0,0,25.2,36,23,22,4,1,8,19,1.71,.336
Jason J Johnson,BAL,1,10,7.02,25,13,0,0,0,0,107.2,119,95,84,21,4,61,79,1.67,.278
Ryan R Kohlmeier,BAL,0,1,2.39,25,0,0,0,13,13,26.1,30,9,7,1,0,15,17,1.71,.291
Kevin K Jarvis,COL,3,4,5.95,24,19,0,0,0,0,115.0,138,83,76,26,4,33,60,1.49,.300
Dave D Mlicki,DET,6,11,5.58,24,21,0,0,0,0,119.1,143,79,74,17,3,44,57,1.57,.291
Mike M Mohler,CLE,1,2,9.00,24,0,0,0,0,0,20.0,27,21,20,2,2,15,10,2.10,.318
Derrick D Turnbow,ANA,0,0,4.74,24,1,0,0,0,0,38.0,36,21,20,7,2,36,25,1.89,.254
Matt M Whisenant,SD,2,2,3.80,24,0,0,0,0,0,21.1,16,12,9,1,0,17,12,1.55,.213
Scott S Aldred,PHI,1,3,5.75,23,0,0,0,0,0,20.1,23,14,13,3,1,10,21,1.62,.284
Jeff J D' Amico,MIL,12,7,2.66,23,23,1,1,0,0,162.1,143,55,48,14,6,46,101,1.16,.238
Scott S Karl,ANA,4,5,7.42,23,13,0,0,0,0,87.1,126,77,72,16,3,45,38,1.96,.341
Ron R Mahay,FLA,1,1,7.19,23,2,0,0,0,0,41.1,57,35,33,10,0,25,32,1.98,.333
Brad B Penny,FLA,8,7,4.81,23,22,0,0,0,0,119.2,120,70,64,13,5,60,80,1.50,.263
Jim J Poole,MON,1,0,10.97,23,0,0,0,0,0,10.2,21,14,13,5,1,4,8,2.34,.420
Frankie F Rodriguez,SEA,2,1,6.27,23,0,0,0,0,0,47.1,60,33,33,8,0,22,19,1.73,.317
Rudy R Seanez,ATL,2,4,4.29,23,0,0,0,2,2,21.0,15,11,10,3,1,9,20,1.14,.192
John J Snyder,MIL,3,10,6.17,23,23,0,0,0,0,127.0,147,95,87,8,9,77,69,1.76,.296
Woody W Williams,SD,10,8,3.75,23,23,4,0,0,0,168.0,152,74,70,23,3,54,111,1.23,.239
Kerry K Wood,CHC,8,7,4.80,23,23,1,0,0,0,137.0,112,77,73,17,9,87,132,1.45,.226
Lorenzo L Barcelo,CWS,4,2,3.69,22,1,0,0,0,0,39.0,34,17,16,5,0,9,26,1.10,.231
Randy R Choate,NYY,0,1,4.76,22,0,0,0,0,0,17.0,14,10,9,3,1,8,12,1.29,.215
Reid R Cornelius,FLA,4,10,4.82,22,21,0,0,0,0,125.0,135,74,67,19,4,50,50,1.48,.282
Adam A Eaton,SD,7,4,4.13,22,22,0,0,0,0,135.0,134,63,62,14,2,61,90,1.44,.260
Pete P Harnisch,CIN,8,6,4.74,22,22,3,1,0,0,131.0,133,76,69,23,1,46,71,1.37,.261
Jesus J Pena,BOS,2,1,5.13,22,0,0,0,1,1,26.1,28,19,15,7,1,19,20,1.78,.277
Carlos C Reyes,SD,1,3,5.72,22,0,0,0,1,1,28.1,25,18,18,7,1,13,17,1.34,.238
Shane S Reynolds,HOU,7,8,5.22,22,22,0,0,0,0,131.0,150,86,76,20,6,45,93,1.49,.287
Freddy F Garcia,SEA,9,5,3.91,21,20,0,0,0,0,124.1,112,62,54,16,2,64,79,1.42,.241
Andy A Larkin,KC,0,3,7.96,21,0,0,0,1,1,26.0,35,24,23,6,0,16,24,1.96,.324
Mike M Maddux,HOU,2,2,6.26,21,0,0,0,0,0,27.1,31,20,19,6,2,12,17,1.57,.282
Kent K Mercker,ANA,1,3,6.52,21,7,0,0,0,0,48.1,57,35,35,12,2,29,30,1.78,.300
Omar O Olivares,OAK,4,8,6.75,21,16,1,0,0,0,108.0,134,86,81,10,7,60,57,1.80,.309
Darren D Oliver,TEX,2,9,7.42,21,21,0,0,0,0,108.0,151,95,89,16,4,42,49,1.79,.339
Ruben R Quevedo,CHC,3,10,7.47,21,15,1,0,0,0,88.0,96,81,73,21,3,54,65,1.70,.271
Pete P Schourek,BOS,3,10,5.11,21,21,0,0,0,0,107.1,116,67,61,17,3,38,63,1.43,.278
Ismael I Valdez,LA,2,7,5.64,21,20,0,0,0,0,107.0,124,69,67,22,3,40,74,1.53,.294
Bronson B Arroyo,PIT,2,6,6.40,20,12,0,0,0,0,71.2,88,61,51,10,4,36,50,1.73,.302
Darwin D Cubillan,TEX,1,0,9.45,20,0,0,0,0,0,33.1,52,36,35,9,1,25,27,2.31,.364
Cal C Eldred,CWS,10,2,4.58,20,20,2,1,0,0,112.0,103,61,57,12,5,59,97,1.45,.243
Chris C Fussell,KC,5,3,6.30,20,9,0,0,0,0,70.0,76,52,49,18,2,44,46,1.71,.286
Eric E Gagne,LA,4,6,5.15,20,19,0,0,0,0,101.1,106,62,58,20,3,60,79,1.64,.270
Joe J Nathan,SF,5,2,5.21,20,15,0,0,0,0,93.1,89,63,54,12,4,63,61,1.63,.255
Steve S Schrenk,PHI,2,3,7.33,20,0,0,0,0,0,23.1,25,20,19,3,1,13,19,1.63,.269
Scott S Service,OAK,1,2,6.38,20,0,0,0,1,1,36.2,45,31,26,5,1,19,35,1.75,.302
Steve S Sparks,DET,7,5,4.07,20,15,1,1,1,1,104.0,108,55,47,7,4,29,53,1.32,.263
Gene G Stechschulte,STL,1,0,6.31,20,0,0,0,0,0,25.2,24,22,18,6,0,17,12,1.60,.247
Everett E Stull,MIL,2,3,5.82,20,4,0,0,0,0,43.1,41,30,28,7,4,30,33,1.64,.256
Mark M Thompson,STL,1,1,5.04,20,0,0,0,0,0,25.0,24,21,14,4,3,15,19,1.56,.250
Kip K Wells,CWS,6,9,6.02,20,20,0,0,0,0,98.2,126,76,66,15,2,58,71,1.86,.312
Kris K Wilson,KC,0,1,4.19,20,0,0,0,0,0,34.1,38,16,16,3,0,11,17,1.43,.288
Mark M Wohlers,CIN,1,2,4.50,20,0,0,0,0,0,28.0,19,14,14,3,0,17,20,1.29,.192
Scott S Downs,MON,4,3,5.29,19,19,0,0,0,0,97.0,122,62,57,13,5,40,63,1.67,.312
Roy R Halladay,TOR,4,7,10.64,19,13,0,0,0,0,67.2,107,87,80,14,2,42,44,2.20,.357
Al A Reyes,LA,1,0,4.58,19,0,0,0,0,0,19.2,15,10,10,2,0,12,18,1.37,.211
Chuck C Smith,FLA,6,6,3.23,19,19,1,0,0,0,122.2,111,53,44,6,3,54,118,1.35,.248
Brian B Tollberg,SD,4,5,3.58,19,19,1,0,0,0,118.0,126,58,47,13,5,35,76,1.36,.274
Ben B Weber,ANA,1,1,6.35,19,0,0,0,0,0,22.2,28,19,16,0,0,6,14,1.50,.292
Miguel M Batista,KC,2,7,8.54,18,9,0,0,0,0,65.1,85,68,62,19,2,37,37,1.87,.317
Francisco F Cordova,PIT,6,8,5.21,18,17,0,0,0,0,95.0,107,63,55,12,2,38,66,1.53,.285
Ken K Hill,CWS,5,8,7.16,18,17,0,0,0,0,81.2,107,67,65,16,2,59,50,2.03,.327
Darren D Holmes,ARI,0,1,13.03,18,0,0,0,1,1,19.1,37,28,28,6,2,9,16,2.38,.416
Andrew A Lorraine,CLE,1,2,5.88,18,5,0,0,0,0,41.1,44,29,27,6,0,23,30,1.62,.272
Ramon R Ortiz,ANA,8,6,5.09,18,18,2,0,0,0,111.1,96,69,63,18,2,55,73,1.36,.236
Chris C Peters,PIT,0,1,2.86,18,0,0,0,1,1,28.1,23,9,9,2,1,14,16,1.31,.221
Ryan R Rupe,TB,5,6,6.92,18,18,0,0,0,0,91.0,121,75,70,19,9,31,61,1.67,.321
Todd T Stottlemyre,ARI,9,6,4.91,18,18,0,0,0,0,95.1,98,55,52,18,2,36,76,1.41,.268
Joe J Strong,FLA,1,1,7.32,18,0,0,0,1,1,19.2,26,16,16,3,2,12,18,1.93,.325
Tony T Armas,MON,7,9,4.36,17,17,0,0,0,0,95.0,74,49,46,10,3,50,59,1.31,.218
Jim J Brower,CLE,2,3,6.24,17,11,0,0,0,0,62.0,80,45,43,11,2,31,32,1.79,.309
Paul P Byrd,PHI,2,9,6.51,17,15,0,0,0,0,83.0,89,67,60,17,3,35,53,1.49,.271
Jerry J Dipoto,COL,0,0,3.95,17,0,0,0,0,0,13.2,16,6,6,1,0,5,9,1.54,.314
Dave D Eiland,TB,2,3,7.24,17,10,0,0,0,0,54.2,77,46,44,8,4,18,17,1.74,.326
Vladimir V Nunez,FLA,0,6,7.90,17,12,0,0,0,0,68.1,88,63,60,12,2,34,45,1.79,.319
Paul P Rigdon,MIL,5,5,5.15,17,16,0,0,0,0,87.1,89,52,50,18,1,35,63,1.42,.264
Blake B Stein,KC,8,5,4.68,17,17,1,0,0,0,107.2,98,57,56,19,3,57,78,1.44,.247
Billy B Taylor,TB,1,3,8.56,17,0,0,0,0,0,13.2,13,13,13,2,2,9,13,1.61,.255
Mike M Thurman,MON,4,9,6.42,17,17,0,0,0,0,88.1,112,69,63,9,3,46,52,1.79,.315
Allen A Watson,NYY,0,0,10.23,17,0,0,0,0,0,22.0,30,25,25,6,2,18,20,2.18,.330
Eric E Weaver,ANA,0,2,6.87,17,0,0,0,0,0,18.1,20,16,14,5,0,16,8,1.96,.267
Chad C Durbin,KC,2,5,8.21,16,16,0,0,0,0,72.1,91,71,66,14,0,43,37,1.85,.301
Scott S Erickson,BAL,5,8,7.87,16,16,1,0,0,0,92.2,127,81,81,14,5,48,41,1.89,.331
Ryan R Glynn,TEX,5,7,5.58,16,16,0,0,0,0,88.2,107,65,55,15,3,41,33,1.67,.293
Craig C House,COL,1,1,7.24,16,0,0,0,0,0,13.2,13,11,11,3,2,17,8,2.20,.265
Trever T Miller,LA,0,0,10.47,16,0,0,0,0,0,16.1,27,22,19,3,2,12,11,2.39,.365
Wade W Miller,HOU,6,6,5.14,16,16,2,0,0,0,105.0,104,66,60,14,3,42,89,1.39,.257
Jim J Morris,TB,0,0,4.35,16,0,0,0,0,0,10.1,10,9,5,1,0,7,10,1.65,.250
Jason J Ryan,MIN,0,1,7.62,16,1,0,0,0,0,26.0,37,24,22,8,1,10,19,1.81,.330
Sean S Bergman,MIN,4,5,9.66,15,14,0,0,0,0,68.0,111,76,73,18,2,33,35,2.12,.374
Jim J Bruske,MIL,1,0,6.48,15,0,0,0,0,0,16.2,22,15,12,5,2,12,8,2.04,.314
Cameron C Cairncross,CLE,1,0,3.86,15,0,0,0,0,0,9.1,11,4,4,1,0,3,8,1.50,.306
Brian B Cooper,ANA,4,8,5.90,15,15,1,1,0,0,87.0,105,66,57,18,2,35,36,1.61,.300
Osvaldo O Fernandez,CIN,4,3,3.62,15,14,1,0,0,0,79.2,69,33,32,6,2,31,36,1.26,.238
Jon J Garland,CWS,4,8,6.46,15,13,0,0,0,0,69.2,82,55,50,10,1,40,42,1.75,.292
Jonathan J Johnson,TEX,1,1,6.21,15,0,0,0,0,0,29.0,34,23,20,3,6,19,23,1.83,.291
Calvin C Maduro,BAL,0,0,9.64,15,2,0,0,0,0,23.1,29,25,25,8,2,16,18,1.93,.315
Jason J Marquis,ATL,1,0,5.01,15,0,0,0,0,0,23.1,23,16,13,4,1,12,17,1.50,.261
Greg G Mc Michael,ATL,0,0,4.41,15,0,0,0,0,0,16.1,12,8,8,3,0,4,14,0.98,.214
Gil G Meche,SEA,4,4,3.78,15,15,1,1,0,0,85.2,75,37,36,7,1,40,60,1.34,.240
Carl C Pavano,MON,8,4,3.06,15,15,0,0,0,0,97.0,89,40,33,8,8,34,64,1.27,.248
Jeff J Sparks,TB,0,1,3.54,15,0,0,0,0,0,20.1,13,8,8,2,2,18,24,1.52,.186
Jamie J Arnold,CHC,0,3,6.18,14,4,0,0,1,1,39.1,38,31,27,1,4,24,16,1.58,.259
Jason J Green,HOU,1,1,6.62,14,0,0,0,0,0,17.2,15,16,13,3,1,20,19,1.98,.234
Larry L Luebbers,CIN,0,2,6.20,14,1,0,0,1,1,20.1,27,15,14,1,0,12,9,1.92,.333
Mike M Matthews,STL,0,0,11.57,14,0,0,0,0,0,9.1,15,12,12,2,1,10,8,2.68,.349
Dave D Maurer,SD,1,0,3.68,14,0,0,0,0,0,14.2,15,8,6,2,2,5,13,1.36,.263
Ramiro R Mendoza,NYY,7,4,4.25,14,9,1,1,0,0,65.2,66,32,31,9,4,20,30,1.31,.260
Dan D Serafini,PIT,2,5,5.51,14,11,0,0,0,0,65.1,79,41,40,11,4,28,35,1.64,.306
Matt M Skrmetta,PIT,2,2,11.66,14,0,0,0,0,0,14.2,19,22,19,3,1,9,11,1.91,.311
Jarrod J Washburn,ANA,7,2,3.74,14,14,0,0,0,0,84.1,64,38,35,16,1,37,49,1.20,.215
Barry B Zito,OAK,7,4,2.72,14,14,1,1,0,0,92.2,64,30,28,6,2,45,78,1.18,.195
Matt M Blank,MON,0,1,5.14,13,0,0,0,0,0,14.0,12,8,8,1,1,5,4,1.21,.226
A. J. A Burnett,FLA,3,7,4.79,13,13,0,0,0,0,82.2,80,46,44,8,2,44,57,1.50,.259
Sean S De Paula,CLE,0,0,5.94,13,0,0,0,0,0,16.2,20,11,11,3,0,14,16,2.04,.294
Scott S Eyre,CWS,1,1,6.63,13,1,0,0,0,0,19.0,29,15,14,3,1,12,16,2.16,.372
Mike M Garcia,PIT,0,2,11.12,13,0,0,0,0,0,11.1,21,15,14,1,0,7,9,2.47,.429
Geraldo G Guzman,ARI,5,4,5.37,13,10,0,0,0,0,60.1,66,36,36,8,2,22,52,1.46,.286
Kevin K Hodges,SEA,0,0,5.19,13,0,0,0,0,0,17.1,18,10,10,4,2,12,7,1.73,.310
Matt M Karchner,CHC,1,1,6.14,13,0,0,0,0,0,14.2,19,11,10,3,0,11,5,2.05,.311
Allen A Mc Dill,DET,0,0,7.20,13,0,0,0,0,0,10.0,13,9,8,2,1,1,7,1.40,.317
Tomo T Ohka,BOS,3,6,3.12,13,12,0,0,0,0,69.1,70,25,24,7,2,26,40,1.38,.263
Gregg G Olson,LA,0,1,5.09,13,0,0,0,0,0,17.2,21,11,10,4,1,7,15,1.58,.300
John J Riedling,CIN,3,1,2.35,13,0,0,0,1,1,15.1,11,7,4,1,1,8,18,1.24,.208
Paul P Spoljaric,KC,0,0,6.52,13,0,0,0,0,0,9.2,9,7,7,4,0,5,6,1.45,.265
Amaury A Telemaco,PHI,1,3,6.66,13,2,0,0,0,0,24.1,25,22,18,6,0,14,22,1.60,.275
Ugueth U Urbina,MON,0,1,4.05,13,0,0,0,8,8,13.1,11,6,6,1,0,5,22,1.20,.224
Adam A Bernero,DET,0,1,4.19,12,4,0,0,0,0,34.1,33,18,16,3,1,13,20,1.34,.270
Chad C Bradford,CWS,1,0,1.98,12,0,0,0,0,0,13.2,13,4,3,0,0,1,9,1.02,.255
Tim T Byrdak,KC,0,1,11.37,12,0,0,0,0,0,6.1,11,8,8,3,0,4,8,2.37,.367
Mark M Clark,TEX,3,5,7.98,12,8,0,0,0,0,44.0,66,42,39,10,3,24,16,2.05,.347
Hector H Mercado,CIN,0,0,4.50,12,0,0,0,0,0,14.0,12,7,7,2,0,8,13,1.43,.240
Jaime J Navarro,CLE,0,6,10.53,12,7,0,0,0,0,33.1,54,44,39,9,1,23,16,2.31,.375
Cliff C Politte,PHI,4,3,3.66,12,8,0,0,0,0,59.0,55,24,24,8,0,27,50,1.39,.248
J. C. J Romero,MIN,2,7,7.02,12,11,0,0,0,0,57.2,72,51,45,8,1,30,50,1.77,.312
Luis L Vizcaino,OAK,0,1,7.45,12,0,0,0,0,0,19.1,25,17,16,2,2,11,18,1.86,.305
Juan J Alvarez,ANA,0,0,13.50,11,0,0,0,0,0,6.0,14,9,9,3,0,7,2,3.50,.467
Jack J Cressend,MIN,0,0,5.27,11,0,0,0,0,0,13.2,20,8,8,0,0,6,6,1.90,.364
Rick R Croushore,BOS,2,1,7.88,11,0,0,0,0,0,16.0,19,14,14,1,2,11,14,1.88,.297
Tom T Davey,SD,2,1,0.71,11,0,0,0,0,0,12.2,12,1,1,0,0,2,6,1.11,.250
Darrell D Einertson,NYY,0,0,3.55,11,0,0,0,0,0,12.2,16,9,5,1,0,4,3,1.58,.302
Seth S Etherton,ANA,5,1,5.52,11,11,0,0,0,0,60.1,68,38,37,16,1,22,32,1.49,.278
Tony T Fiore,TB,1,1,8.40,11,0,0,0,0,0,15.0,21,16,14,3,2,9,8,2.00,.333
Sterling S Hitchcock,SD,1,6,4.93,11,11,0,0,0,0,65.2,69,38,36,12,5,26,61,1.45,.267
Hideki H Irabu,MON,2,5,7.24,11,11,0,0,0,0,54.2,77,45,44,9,1,14,42,1.66,.339
Bobby B Jones,NYM,0,1,4.15,11,1,0,0,0,0,21.2,18,11,10,2,3,14,20,1.48,.222
Brandon B Kolb,SD,0,1,4.50,11,0,0,0,0,0,14.0,16,8,7,0,0,11,12,1.93,.296
Scott S Linebrink,HOU,0,0,6.00,11,0,0,0,0,0,12.0,18,8,8,4,3,8,6,2.17,.346
Gabe G Molina,ATL,0,0,9.00,11,0,0,0,0,0,15.0,28,18,15,3,1,10,9,2.53,.394
Scott S Mullen,KC,0,0,4.35,11,0,0,0,0,0,10.1,10,5,5,2,0,3,7,1.26,.244
Charles C Nagy,CLE,2,7,8.21,11,11,0,0,0,0,57.0,71,53,52,15,2,21,41,1.61,.300
Jeremy J Powell,MON,0,3,7.96,11,4,0,0,0,0,26.0,35,27,23,6,0,9,19,1.69,.321
Jason J Rakers,KC,2,0,9.14,11,0,0,0,0,0,21.2,33,22,22,5,0,7,16,1.85,.351
Jason J Schmidt,PIT,2,5,5.40,11,11,0,0,0,0,63.1,71,43,38,6,1,41,51,1.77,.284
Dan D Wheeler,TB,1,1,5.48,11,2,0,0,0,0,23.0,29,14,14,2,2,11,17,1.74,.302
Matt M Williams,MIL,0,0,7.00,11,0,0,0,0,0,9.0,7,7,7,2,1,13,7,2.22,.219
Paul P Wilson,TB,1,4,3.35,11,7,0,0,0,0,51.0,38,20,19,1,4,16,40,1.06,.209
Craig C Dingman,NYY,0,0,6.55,10,0,0,0,0,0,11.0,18,8,8,1,0,3,8,1.91,.375
Orel O Hershiser,LA,1,5,13.14,10,6,0,0,0,0,24.2,42,36,36,5,11,14,13,2.27,.389
Kevin K Mc Glinchy,ATL,0,0,2.16,10,0,0,0,0,0,8.1,11,4,2,1,0,6,9,2.04,.314
Dan D Murray,KC,0,0,4.66,10,0,0,0,0,0,19.1,20,10,10,7,1,10,16,1.55,.278
Brad B Rigby,MON,0,0,11.85,10,0,0,0,2,2,13.2,27,21,18,6,2,8,5,2.56,.397
Rich R Sauveur,OAK,0,0,4.35,10,0,0,0,0,0,10.1,13,5,5,3,0,1,7,1.35,.310
Brian B Sikorski,TEX,1,3,5.73,10,5,0,0,0,0,37.2,46,31,24,9,1,25,32,1.88,.288
Don D Wengert,ATL,0,1,7.20,10,0,0,0,0,0,10.0,12,9,8,2,0,5,7,1.70,.286
Tim T Belcher,ANA,4,5,6.86,9,9,1,0,0,0,40.2,45,31,31,8,2,22,22,1.65,.281
Miguel M Del Toro,SF,2,0,5.19,9,1,0,0,0,0,17.1,17,10,10,3,2,6,16,1.33,.250
Trevor T Enders,TB,0,1,10.61,9,0,0,0,0,0,9.1,14,13,11,2,0,5,5,2.04,.359
Thomas T Jacquez,PHI,0,0,11.05,9,0,0,0,1,1,7.1,10,9,9,2,0,3,6,1.77,.333
Mark M Johnson,DET,0,1,7.50,9,3,0,0,0,0,24.0,25,23,20,3,1,16,11,1.71,.266
Sang- Hoon S Lee,BOS,0,0,3.09,9,0,0,0,0,0,11.2,11,4,4,2,2,4,6,1.29,.262
Pete P Munro,TOR,1,1,5.96,9,3,0,0,0,0,25.2,38,22,17,1,3,16,16,2.10,.355
Brian B Powell,HOU,2,1,5.74,9,5,0,0,0,0,31.1,34,21,20,8,1,13,14,1.50,.279
David D Wainhouse,STL,0,1,9.35,9,0,0,0,0,0,8.2,13,10,9,2,2,4,5,1.96,.351
Jaret J Wright,CLE,3,4,4.70,9,9,1,1,0,0,51.2,44,27,27,6,1,28,36,1.39,.235
Clayton C Andrews,TOR,1,2,10.02,8,2,0,0,0,0,20.2,34,23,23,6,0,9,12,2.08,.374
Eric E Cammack,NYM,0,0,6.30,8,0,0,0,0,0,10.0,7,7,7,1,1,10,9,1.70,.194
Giovanni G Carrara,COL,0,1,12.83,8,0,0,0,0,0,13.1,21,19,19,5,1,11,15,2.40,.356
Kane K Davis,MIL,0,3,12.60,8,2,0,0,0,0,15.0,27,24,21,4,2,13,4,2.67,.386
Matt M De Witt,TOR,1,0,8.56,8,0,0,0,0,0,13.2,20,13,13,4,2,9,6,2.12,.351
Alex A Fernandez,FLA,4,4,4.13,8,8,0,0,0,0,52.1,59,25,24,7,0,16,27,1.43,.292
