PLAYER,TEAM,W,L,ERA,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG
Scott S Ruskin,MON,3,2,2.75,67,0,0,0,2,2,75.1,75,28,23,4,2,38,57,1.50,.260
Tim T Crews,LA,4,5,2.77,66,2,0,0,5,5,107.1,98,40,33,9,1,24,76,1.14,.238
Doug D Jones,CLE,5,5,2.56,66,0,0,0,43,43,84.1,66,26,24,5,2,22,55,1.04,.218
Randy R Myers,CIN,4,6,2.08,66,0,0,0,31,31,86.2,59,24,20,6,3,38,98,1.12,.193
Dan D Plesac,MIL,3,7,4.43,66,0,0,0,24,24,69.0,67,36,34,5,3,31,65,1.42,.257
Larry L Andersen,BOS,5,2,1.79,65,0,0,0,7,7,95.2,79,22,19,2,2,27,93,1.11,.227
Barry B Jones,CWS,11,4,2.31,65,0,0,0,1,1,74.0,62,20,19,2,1,33,45,1.28,.235
Lee L Guetterman,NYY,11,7,3.39,64,0,0,0,2,2,93.0,80,37,35,6,0,26,48,1.14,.236
Gregg G Olson,BAL,6,5,2.42,64,0,0,0,37,37,74.1,57,20,20,3,3,31,74,1.18,.213
Lee L Smith,STL,5,5,2.06,64,0,0,0,31,31,83.0,71,24,19,3,0,29,87,1.20,.229
Dennis D Eckersley,OAK,4,2,0.61,63,0,0,0,48,48,73.1,41,9,5,2,0,4,73,0.61,.160
Rick R Honeycutt,OAK,2,2,2.70,63,0,0,0,7,7,63.1,46,23,19,2,1,22,38,1.07,.204
Michael M Jackson,SEA,5,7,4.54,63,0,0,0,3,3,77.1,64,42,39,8,2,44,69,1.40,.229
Frank F Di Pino,STL,5,2,4.56,62,0,0,0,3,3,81.0,92,45,41,8,1,31,49,1.52,.294
Scott S Radinsky,CWS,6,1,4.82,62,0,0,0,4,4,52.1,47,29,28,1,2,36,46,1.59,.241
Paul P Gibson,DET,5,4,3.05,61,0,0,0,3,3,97.1,99,36,33,10,1,44,56,1.47,.269
Tom T Henke,TOR,2,4,2.17,61,0,0,0,32,32,74.2,58,18,18,8,1,19,75,1.03,.213
Keith K Comstock,SEA,7,4,2.89,60,0,0,0,2,2,56.0,40,22,18,4,0,26,50,1.18,.206
Mark M Eichhorn,CAL,2,5,3.08,60,0,0,0,13,13,84.2,98,36,29,2,6,23,69,1.43,.289
Jim J Acker,TOR,4,4,3.83,59,0,0,0,1,1,91.2,103,49,39,9,3,30,54,1.45,.281
Don D Carman,PHI,6,2,4.15,59,1,0,0,1,1,86.2,69,43,40,13,4,38,58,1.23,.218
Mark M Grant,ATL,2,3,4.73,59,1,0,0,3,3,91.1,108,53,48,9,1,37,69,1.59,.298
Bill B Sampen,MON,12,7,2.99,59,4,0,0,2,2,90.1,94,34,30,7,2,33,69,1.41,.268
Mitch M Williams,CHC,1,8,3.93,59,2,0,0,16,16,66.1,60,38,29,4,1,50,55,1.66,.239
Tim T Burke,MON,3,3,2.52,58,0,0,0,20,20,75.0,71,29,21,6,2,21,47,1.23,.247
Ken K Dayley,STL,4,4,3.56,58,0,0,0,2,2,73.1,63,32,29,5,0,30,51,1.27,.233
Steve S Farr,KC,13,7,1.98,57,6,1,1,1,1,127.0,99,32,28,6,5,48,94,1.16,.220
Jerry Don J Gleaton,DET,1,3,2.94,57,0,0,0,13,13,82.2,62,27,27,5,3,25,56,1.05,.213
Rick R Aguilera,MIN,5,3,2.76,56,0,0,0,32,32,65.1,55,27,20,5,4,19,61,1.13,.224
Norm N Charlton,CIN,12,9,2.74,56,16,1,1,2,2,154.1,131,53,47,10,4,70,117,1.30,.231
Craig C Lefferts,SD,7,5,2.52,56,0,0,0,23,23,78.2,68,26,22,10,1,22,60,1.14,.228
Donn D Pall,CWS,3,5,3.32,56,0,0,0,2,2,76.0,63,33,28,7,4,24,39,1.14,.232
Stan S Belinda,PIT,3,4,3.55,55,0,0,0,8,8,58.1,48,23,23,4,1,29,55,1.32,.227
Jeff J Brantley,SF,5,3,1.56,55,0,0,0,19,19,86.2,77,18,15,3,3,33,61,1.27,.240
John J Franco,NYM,5,3,2.53,55,0,0,0,33,33,67.2,66,22,19,4,0,21,56,1.29,.252
Les L Lancaster,CHC,9,5,4.62,55,6,1,1,6,6,109.0,121,57,56,11,1,40,65,1.48,.283
Tim T Layana,CIN,5,3,3.49,55,0,0,0,2,2,80.0,71,33,31,7,2,44,53,1.44,.244
Terry T Leach,MIN,2,5,3.20,55,0,0,0,2,2,81.2,84,31,29,2,1,21,46,1.29,.268
Jesse J Orosco,CLE,5,4,3.90,55,0,0,0,2,2,64.2,58,35,28,9,0,38,55,1.48,.239
Bob B Patterson,PIT,8,5,2.95,55,5,0,0,5,5,94.2,88,33,31,9,3,21,70,1.15,.249
Bill B Swift,SEA,6,4,2.39,55,8,0,0,6,6,128.0,135,46,34,4,7,21,42,1.22,.272
Greg G Cadaret,NYY,5,4,4.15,54,6,0,0,3,3,121.1,120,62,56,8,1,64,80,1.52,.268
Bryan B Harvey,CAL,4,4,3.22,54,0,0,0,25,25,64.1,45,24,23,4,0,35,82,1.24,.201
Bill B Landrum,PIT,7,3,2.13,54,0,0,0,13,13,71.2,69,22,17,4,0,21,39,1.26,.262
Jeff J Robinson,NYY,3,6,3.45,54,4,1,0,0,0,88.2,82,35,34,8,1,34,43,1.31,.248
Brad B Arnsberg,TEX,6,1,2.15,53,0,0,0,5,5,62.2,56,20,15,4,2,33,44,1.42,.235
Mark M Davis,KC,2,7,5.11,53,3,0,0,6,6,68.2,71,43,39,9,4,52,73,1.79,.259
Dave D Righetti,NYY,1,1,3.57,53,0,0,0,36,36,53.0,48,24,21,8,2,26,43,1.40,.234
Tony T Castillo,ATL,5,1,4.23,52,3,0,0,1,1,76.2,93,41,36,5,1,20,64,1.47,.302
Tom T Niedenfuer,STL,0,6,3.46,52,0,0,0,2,2,65.0,66,26,25,3,0,25,32,1.40,.269
Alejandro A Pena,NYM,3,3,3.20,52,0,0,0,5,5,76.0,71,31,27,4,1,22,76,1.22,.245
Juan J Berenguer,MIN,8,5,3.41,51,0,0,0,0,0,100.1,85,43,38,9,2,58,77,1.43,.232
Steve S Frey,MON,8,2,2.10,51,0,0,0,9,9,55.2,44,15,13,4,1,29,29,1.31,.219
Gene G Nelson,OAK,3,3,1.57,51,0,0,0,5,5,74.2,55,14,13,5,3,17,38,0.96,.208
Dan D Schatzeder,NYM,1,3,2.20,51,2,0,0,0,0,69.2,66,23,17,2,0,23,39,1.28,.261
Jim J Gott,LA,3,5,2.90,50,0,0,0,3,3,62.0,59,27,20,5,0,34,44,1.50,.257
Steve S Olin,CLE,4,4,3.41,50,1,0,0,1,1,92.1,96,41,35,3,6,26,64,1.32,.270
Joe J Price,BAL,3,4,3.58,50,0,0,0,0,0,65.1,62,29,26,8,0,24,54,1.32,.253
Scott S Terry,STL,2,6,4.75,50,2,0,0,2,2,72.0,75,45,38,7,4,27,35,1.42,.264
Mike M Schooler,SEA,1,4,2.25,49,0,0,0,30,30,56.0,47,18,14,5,1,16,45,1.13,.227
Dave D Smith,HOU,6,6,2.39,49,0,0,0,23,23,60.1,45,18,16,4,0,20,50,1.08,.210
Mark M Williamson,BAL,8,2,2.21,49,0,0,0,1,1,85.1,65,25,21,8,0,28,60,1.09,.215
Danny D Darwin,HOU,11,4,2.21,48,17,3,0,2,2,162.2,136,42,40,11,4,31,109,1.03,.225
John J Candelaria,TOR,7,6,3.95,47,3,0,0,5,5,79.2,87,36,35,11,2,20,63,1.34,.276
Dennis D Cook,LA,9,4,3.92,47,16,2,1,1,1,156.0,155,74,68,20,2,56,64,1.35,.262
Dennis D Lamp,BOS,3,5,4.68,47,1,0,0,0,0,105.2,114,61,55,10,3,30,49,1.36,.279
Eric E Plunk,NYY,6,3,2.72,47,0,0,0,0,0,72.2,58,27,22,6,2,43,67,1.39,.225
Jeff J Reardon,BOS,5,3,3.16,47,0,0,0,21,21,51.1,39,19,18,5,1,19,33,1.13,.206
Steve S Crawford,KC,5,4,4.16,46,0,0,0,1,1,80.0,79,38,37,7,3,23,54,1.28,.254
Bill B Long,CHC,6,2,4.55,46,0,0,0,5,5,61.1,72,34,31,10,1,23,34,1.55,.298
Willie W Fraser,CAL,5,4,3.08,45,0,0,0,2,2,76.0,69,29,26,4,0,24,32,1.22,.241
Joe J Hesketh,BOS,1,6,4.53,45,2,0,0,5,5,59.2,69,35,30,7,1,25,50,1.58,.285
Jay J Howell,LA,5,5,2.18,45,0,0,0,16,16,66.0,59,17,16,5,6,20,59,1.20,.242
Steve S Wilson,CHC,4,9,4.79,45,15,1,0,1,1,139.0,140,77,74,17,2,43,95,1.32,.259
Jeff J Ballard,BAL,2,11,4.93,44,17,0,0,0,0,133.1,152,79,73,22,3,42,50,1.46,.290
Mike M Jeffcoat,TEX,5,6,4.39,44,12,1,0,5,5,110.2,122,56,54,12,2,28,58,1.36,.283
Paul P Mirabella,MIL,4,2,3.97,44,2,0,0,0,0,59.0,66,32,26,9,2,27,28,1.58,.281
Frank F Wills,TOR,6,4,4.73,44,4,0,0,0,0,99.0,101,54,52,13,1,38,72,1.40,.266
Todd T Burns,OAK,3,3,2.97,43,2,0,0,3,3,78.2,78,28,26,8,0,32,43,1.40,.263
Ken K Patterson,CWS,2,1,3.39,43,0,0,0,2,2,66.1,58,27,25,6,2,34,40,1.39,.242
Mark M Thurmond,SF,2,3,3.34,43,0,0,0,4,4,56.2,53,26,21,6,0,18,24,1.25,.257
David D Wells,TOR,11,6,3.14,43,25,0,0,3,3,189.0,165,72,66,14,2,45,115,1.11,.235
Wayne W Edwards,CWS,5,3,3.22,42,5,0,0,2,2,95.0,81,39,34,6,3,41,63,1.28,.234
Drew D Hall,MON,4,7,5.09,42,0,0,0,3,3,58.1,52,35,33,6,0,29,40,1.39,.242
Ed E Nunez,DET,3,1,2.24,42,0,0,0,6,6,80.1,65,26,20,4,2,37,66,1.27,.218
Calvin C Schiraldi,SD,3,8,4.41,42,8,0,0,1,1,104.0,105,59,51,11,1,60,74,1.59,.264
Jeff J Gray,BOS,2,4,4.44,41,0,0,0,9,9,50.2,53,27,25,3,1,15,50,1.34,.268
Bob B Kipper,PIT,5,2,3.02,41,1,0,0,3,3,62.2,44,24,21,7,3,26,35,1.12,.195
Joe J Klink,OAK,0,0,2.04,40,0,0,0,1,1,39.2,34,9,9,1,0,18,19,1.31,.233
Ted T Power,PIT,1,3,3.66,40,0,0,0,7,7,51.2,50,23,21,5,0,17,42,1.30,.255
Eric E Show,SD,6,8,5.76,39,12,0,0,1,1,106.1,131,74,68,16,4,41,55,1.62,.306
Bob B Ojeda,NYM,7,6,3.66,38,12,0,0,0,0,118.0,123,53,48,10,2,40,62,1.38,.272
Gary G Wayne,MIN,1,1,4.19,38,0,0,0,1,1,38.2,38,19,18,5,1,13,28,1.32,.255
Wally W Whitehurst,NYM,1,0,3.29,38,0,0,0,2,2,65.2,63,27,24,5,0,9,46,1.10,.251
Kevin K Hickey,BAL,1,3,5.13,37,0,0,0,1,1,26.1,26,16,15,3,0,13,17,1.48,.265
Rick R Luecken,TOR,1,4,5.83,37,0,0,0,1,1,54.0,75,37,35,6,3,31,35,1.96,.339
Julio J Machado,MIL,4,1,2.47,37,0,0,0,3,3,47.1,41,14,13,4,2,25,39,1.39,.233
Mike M Bielecki,CHC,8,11,4.93,36,29,0,0,1,1,168.0,188,101,92,13,5,70,103,1.54,.287
Kent K Mercker,ATL,4,7,3.17,36,0,0,0,7,7,48.1,43,22,17,6,2,24,39,1.39,.236
Alan A Mills,NYY,1,5,4.10,36,0,0,0,0,0,41.2,48,21,19,4,1,33,24,1.94,.298
Jack J Morris,DET,15,18,4.51,36,36,11,3,0,0,249.2,231,144,125,26,6,97,162,1.31,.242
Dave D Stewart,OAK,22,11,2.56,36,36,11,4,0,0,267.0,226,84,76,16,5,83,166,1.16,.231
Tom T Browning,CIN,15,9,3.80,35,35,2,1,0,0,227.2,235,98,96,24,5,52,99,1.26,.266
Tim T Drummond,MIN,3,5,4.35,35,4,0,0,1,1,91.0,104,46,44,8,1,36,49,1.54,.295
Tom T Edens,MIL,4,5,4.45,35,6,0,0,2,2,89.0,89,52,44,8,4,33,40,1.37,.262
Greg G Maddux,CHC,15,15,3.46,35,35,8,2,0,0,237.0,242,116,91,11,4,71,144,1.32,.265
Rick R Mahler,CIN,7,6,4.28,35,16,2,1,4,4,134.2,134,67,64,16,3,39,68,1.28,.261
Melido M Perez,CWS,13,14,4.61,35,35,3,3,0,0,197.0,177,111,101,14,2,86,161,1.34,.241
Curt C Schilling,BAL,1,2,2.54,35,0,0,0,3,3,46.0,38,13,13,1,0,19,32,1.24,.229
Frank F Viola,NYM,20,12,2.67,35,35,7,3,0,0,249.2,227,83,74,15,2,60,182,1.15,.242
Bob B Welch,OAK,27,6,2.95,35,35,2,2,0,0,238.0,214,90,78,26,5,77,127,1.22,.242
Mike M Boddicker,BOS,17,8,3.36,34,34,4,0,0,0,228.0,225,92,85,16,10,69,143,1.29,.258
Jim J Deshaies,HOU,7,12,3.78,34,34,2,0,0,0,209.1,186,93,88,21,8,84,119,1.29,.245
Wes W Gardner,BOS,3,7,4.89,34,9,0,0,0,0,77.1,77,43,42,6,2,35,58,1.45,.259
Dwight D Gooden,NYM,19,7,3.83,34,34,2,1,0,0,232.2,229,106,99,10,7,70,223,1.29,.258
Atlee A Hammaker,SD,4,9,4.36,34,7,0,0,0,0,86.2,85,44,42,8,0,27,44,1.29,.259
Greg G Harris,BOS,13,9,4.00,34,30,1,0,0,0,184.1,186,90,82,13,6,77,117,1.43,.265
Dwayne D Henry,ATL,2,2,5.63,34,0,0,0,0,0,38.1,41,26,24,3,0,25,34,1.72,.273
Xavier X Hernandez,HOU,2,1,4.62,34,1,0,0,0,0,62.1,60,34,32,8,4,24,24,1.35,.256
Dale D Mohorcic,MON,1,2,3.23,34,0,0,0,2,2,53.0,56,21,19,6,4,18,29,1.40,.286
Scott S Sanderson,OAK,17,11,3.88,34,34,2,1,0,0,206.1,205,99,89,27,4,66,128,1.31,.255
Dave D Schmidt,MON,3,3,4.31,34,0,0,0,13,13,48.0,58,26,23,3,0,13,22,1.48,.299
John J Smoltz,ATL,14,11,3.85,34,34,6,2,0,0,231.1,206,109,99,20,1,90,170,1.28,.240
Greg G Swindell,CLE,12,9,4.40,34,34,3,0,0,0,214.2,245,110,105,27,1,47,135,1.36,.288
Frank F Tanana,DET,9,8,5.31,34,29,1,0,1,1,176.1,190,104,104,25,9,66,114,1.45,.280
Matt M Young,SEA,8,18,3.51,34,33,7,1,0,0,225.1,198,106,88,15,6,107,176,1.35,.237
Jim J Abbott,CAL,10,14,4.51,33,33,4,1,0,0,211.2,246,116,106,16,5,72,105,1.50,.295
John J Barfield,TEX,4,3,4.67,33,0,0,0,1,1,44.1,42,25,23,2,1,13,17,1.24,.268
John J Burkett,SF,14,7,3.79,33,32,2,0,1,1,204.0,201,92,86,18,4,61,118,1.28,.257
Jim J Clancy,HOU,2,8,6.51,33,10,0,0,1,1,76.0,100,58,55,4,3,33,44,1.75,.322
Marty M Clary,ATL,1,10,5.67,33,14,0,0,0,0,101.2,128,72,64,9,1,39,44,1.64,.308
Ron R Darling,NYM,7,9,4.50,33,18,1,0,0,0,126.0,135,73,63,20,5,44,99,1.42,.273
Doug D Drabek,PIT,22,6,2.76,33,33,9,3,0,0,231.1,190,78,71,15,3,56,131,1.06,.225
Tom T Glavine,ATL,10,12,4.28,33,33,1,0,0,0,214.1,232,111,102,18,1,78,129,1.45,.281
Erik E Hanson,SEA,18,9,3.24,33,33,5,1,0,0,236.0,205,88,85,15,2,68,211,1.16,.232
Greg G Hibbard,CWS,14,9,3.16,33,33,3,1,0,0,211.0,202,80,74,11,6,55,92,1.22,.255
Brian B Holton,BAL,2,3,4.50,33,0,0,0,0,0,58.0,68,31,29,7,0,21,27,1.53,.292
Bruce B Hurst,SD,11,9,3.14,33,33,9,4,0,0,223.2,188,85,78,21,1,63,162,1.12,.228
Randy R Johnson,SEA,14,11,3.65,33,33,5,2,0,0,219.2,174,103,89,26,5,120,194,1.34,.216
Mark M Langston,CAL,10,17,4.40,33,33,5,1,0,0,223.0,215,120,109,13,5,104,195,1.43,.259
Ramon R Martinez,LA,20,6,2.92,33,33,12,3,0,0,234.1,191,89,76,22,4,67,223,1.10,.221
Jack J Mc Dowell,CWS,14,9,3.82,33,33,4,0,0,0,205.0,189,93,87,20,7,77,165,1.30,.244
Gary G Mielke,TEX,0,3,3.95,33,0,0,0,0,0,41.0,42,18,18,4,2,15,13,1.39,.271
Mike M Moore,OAK,13,15,4.65,33,33,3,0,0,0,199.1,204,113,103,14,3,84,73,1.44,.267
Mike M Morgan,LA,11,15,3.75,33,33,6,4,0,0,211.0,216,100,88,19,5,60,106,1.31,.266
Jamie J Moyer,TEX,2,6,4.66,33,10,1,0,0,0,102.1,115,59,53,6,4,39,58,1.50,.290
Terry T Mulholland,PHI,9,10,3.34,33,26,6,1,0,0,180.2,172,78,67,15,2,42,75,1.18,.252
Francisco F Oliveras,SF,2,2,2.77,33,2,0,0,2,2,55.1,47,22,17,5,2,21,41,1.23,.230
Jerry J Reed,BOS,2,2,4.82,33,0,0,0,2,2,52.1,63,31,28,2,0,19,19,1.57,.300
Zane Z Smith,PIT,12,9,2.55,33,31,4,2,0,0,215.1,196,77,61,15,3,50,130,1.14,.245
Dave D Stieb,TOR,18,6,2.93,33,33,2,2,0,0,208.2,179,73,68,11,10,64,125,1.16,.230
Todd T Stottlemyre,TOR,13,17,4.34,33,33,4,0,0,0,203.0,214,101,98,18,8,69,115,1.39,.274
Fernando F Valenzuela,LA,13,13,4.59,33,33,5,2,0,0,204.0,223,112,104,19,0,77,115,1.47,.276
Bobby B Witt,TEX,17,10,3.36,33,32,7,1,0,0,222.0,197,98,83,12,4,110,221,1.38,.238
Don D Aase,LA,3,1,4.97,32,0,0,0,3,3,38.0,33,24,21,5,0,19,24,1.37,.232
Kevin K Appier,KC,12,8,2.76,32,24,3,3,0,0,185.2,179,67,57,13,6,54,127,1.25,.252
Andy A Benes,SD,10,11,3.60,32,31,2,0,0,0,192.1,177,87,77,18,1,69,140,1.28,.242
Bud B Black,TOR,13,11,3.57,32,31,5,2,0,0,206.2,181,86,82,19,5,61,106,1.17,.233
Pat P Combs,PHI,10,10,4.07,32,31,3,2,0,0,183.1,179,90,83,12,4,86,108,1.45,.257
Jose J De Leon,STL,7,19,4.43,32,32,0,0,0,0,182.2,168,96,90,15,5,86,164,1.39,.246
Chuck C Finley,CAL,18,9,2.40,32,32,7,2,0,0,236.0,210,77,63,17,2,81,177,1.23,.243
Tony T Fossas,MIL,2,3,6.44,32,0,0,0,0,0,29.1,44,23,21,5,0,10,24,1.84,.331
Tom T Gordon,KC,12,11,3.73,32,32,6,1,0,0,195.1,192,99,81,17,3,99,175,1.49,.258
Bill B Gullickson,HOU,10,14,3.82,32,32,2,1,0,0,193.1,221,100,82,21,2,61,73,1.46,.287
Mike M Hartley,LA,6,3,2.95,32,6,1,1,1,1,79.1,58,32,26,7,2,30,76,1.11,.200
Ricky R Horton,STL,1,1,4.93,32,0,0,0,1,1,42.0,52,25,23,3,1,22,18,1.76,.315
Charlie C Hough,TEX,12,12,4.07,32,32,5,0,0,0,218.2,190,108,99,24,11,119,114,1.41,.235
Dana D Kiecker,BOS,8,9,3.97,32,25,0,0,0,0,152.0,145,74,67,7,9,54,93,1.31,.253
Dennis D Martinez,MON,10,11,2.95,32,32,7,2,0,0,226.0,191,80,74,16,6,49,156,1.06,.228
Jaime J Navarro,MIL,8,7,4.46,32,22,3,0,1,1,149.1,176,83,74,11,4,41,75,1.45,.293
Dan D Petry,DET,10,9,4.45,32,23,1,0,0,0,149.2,148,78,74,14,1,77,73,1.50,.263
Mark M Portugal,HOU,11,10,3.62,32,32,1,0,0,0,196.2,187,90,79,21,4,67,136,1.29,.250
Dennis D Rasmussen,SD,11,15,4.51,32,32,3,1,0,0,187.2,217,110,94,28,3,62,86,1.49,.292
Rich R Rodriguez,SD,1,1,2.83,32,0,0,0,1,1,47.2,52,17,15,2,1,16,22,1.43,.287
Bruce B Ruffin,PHI,6,13,5.38,32,25,2,1,0,0,149.0,178,99,89,14,1,62,79,1.61,.297
Mike M Scott,HOU,9,13,3.81,32,32,4,2,0,0,205.2,194,102,87,27,1,66,121,1.26,.246
Roy R Smith,MIN,5,10,4.81,32,23,1,1,0,0,153.1,191,91,82,20,0,47,87,1.55,.313
Ed E Whitson,SD,14,9,2.60,32,32,6,3,0,0,228.2,215,73,66,13,1,47,127,1.15,.251
Allan A Anderson,MIN,7,18,4.53,31,31,5,1,0,0,188.2,214,106,95,20,5,39,82,1.34,.289
Oil Can O Boyd,MON,10,6,2.93,31,31,3,3,0,0,190.2,164,64,62,19,3,52,113,1.13,.234
Tom T Candiotti,CLE,15,11,3.65,31,29,3,1,0,0,202.0,207,92,82,23,6,55,128,1.30,.263
Roger R Clemens,BOS,21,6,1.93,31,31,7,4,0,0,228.1,193,59,49,7,7,54,209,1.08,.228
David D Cone,NYM,14,10,3.23,31,30,6,2,0,0,211.2,177,84,76,21,1,65,233,1.14,.226
Scott S Garrelts,SF,12,11,4.15,31,31,4,2,0,0,182.0,190,91,84,16,3,70,80,1.43,.272
Kevin K Gross,MON,9,12,4.57,31,26,2,1,0,0,163.1,171,86,83,9,4,65,111,1.44,.272
Pete P Harnisch,BAL,11,11,4.34,31,31,3,0,0,0,188.2,189,96,91,17,1,86,122,1.46,.261
Tim T Leary,NYY,9,19,4.11,31,31,6,1,0,0,208.0,202,105,95,18,7,78,138,1.35,.257
Joe J Magrane,STL,10,17,3.59,31,31,3,2,0,0,203.1,204,86,81,10,8,59,100,1.29,.264
Jeff J Pico,CHC,4,4,4.79,31,8,0,0,2,2,92.0,120,53,49,7,1,37,37,1.71,.321
John J Cerutti,TOR,9,9,4.76,30,23,0,0,0,0,140.0,162,77,74,23,4,49,49,1.51,.297
Sid S Fernandez,NYM,9,14,3.46,30,30,2,1,0,0,179.1,130,79,69,18,5,67,181,1.10,.200
Neal N Heaton,PIT,12,9,3.45,30,24,0,0,0,0,146.0,143,66,56,17,2,38,68,1.24,.263
Dave D Johnson,BAL,13,9,4.10,30,29,3,0,0,0,180.0,196,83,82,30,3,43,68,1.33,.280
Charlie C Kerfeld,ATL,3,3,6.62,30,0,0,0,2,2,34.0,40,28,25,2,0,29,31,2.03,.303
Mark M Knudson,MIL,10,9,4.12,30,27,4,2,0,0,168.1,187,84,77,14,3,40,56,1.35,.282
Bill B Krueger,MIL,6,8,3.98,30,17,0,0,0,0,129.0,137,70,57,10,3,54,64,1.48,.276
Nolan N Ryan,TEX,13,9,3.44,30,30,5,2,0,0,204.0,137,86,78,18,7,74,232,1.03,.188
Sergio S Valdez,CLE,6,6,4.85,30,13,0,0,0,0,107.2,115,66,58,17,1,38,66,1.42,.276
Jack J Armstrong,CIN,12,9,3.42,29,27,2,1,0,0,166.0,151,72,63,9,6,59,110,1.27,.242
Tim T Birtsas,CIN,1,3,3.86,29,0,0,0,0,0,51.1,69,24,22,7,1,24,41,1.81,.325
Kirk K Mc Caskill,CAL,12,11,3.25,29,29,2,1,0,0,174.1,161,77,63,9,2,72,78,1.34,.244
Clay C Parker,DET,3,3,3.58,29,3,0,0,0,0,73.0,64,29,29,11,1,32,40,1.32,.238
Jose J Rijo,CIN,14,8,2.70,29,29,7,1,0,0,197.0,151,65,59,10,2,78,152,1.16,.212
Ray R Searage,LA,1,0,2.78,29,0,0,0,0,0,32.1,30,11,10,1,0,10,19,1.24,.250
Walt W Terrell,DET,8,11,5.24,29,28,0,0,0,0,158.0,184,98,92,20,12,57,64,1.53,.293
David D West,MIN,7,9,5.10,29,27,2,0,0,0,146.1,142,88,83,21,4,78,92,1.50,.256
Chuck C Cary,NYY,6,12,4.19,28,27,2,0,0,0,156.2,155,77,73,21,1,55,134,1.34,.260
Andy A Hawkins,NYY,5,12,5.37,28,26,2,1,0,0,157.2,156,101,94,20,2,82,74,1.51,.260
Brian B Holman,SEA,11,11,4.03,28,28,3,0,0,0,189.2,188,92,85,17,6,66,121,1.34,.260
Dave D La Point,NYY,7,10,4.11,28,27,2,0,0,0,157.2,180,84,72,11,1,57,67,1.50,.292
Derek D Lilliquist,SD,5,11,5.31,28,18,1,1,0,0,122.0,136,74,72,16,3,42,63,1.46,.285
Andy A Mc Gaffigan,KC,4,3,3.89,28,11,0,0,1,1,83.1,85,49,36,8,2,32,53,1.40,.262
Jeff J Musselman,NYM,0,2,5.63,28,0,0,0,0,0,32.0,40,22,20,3,1,11,14,1.59,.310
Ron R Robinson,MIL,14,7,3.26,28,27,7,2,0,0,179.2,194,78,65,7,6,51,71,1.36,.279
Kevin K Tapani,MIN,12,8,4.07,28,28,1,1,0,0,159.1,164,75,72,12,2,29,101,1.21,.264
Bob B Tewksbury,STL,10,9,3.47,28,20,3,2,1,1,145.1,151,67,56,7,3,15,50,1.14,.267
Scott S Bailes,CAL,2,0,6.37,27,0,0,0,0,0,35.1,46,30,25,8,1,20,16,1.87,.315
Willie W Blair,TOR,3,5,4.06,27,6,0,0,0,0,68.2,66,33,31,4,1,28,43,1.37,.250
Mark M Gardner,MON,7,9,3.42,27,26,3,3,0,0,152.2,129,62,58,13,9,61,135,1.24,.230
Mike M Harkey,CHC,12,6,3.26,27,27,2,1,0,0,173.2,153,71,63,14,7,59,94,1.22,.234
Teddy T Higuera,MIL,11,10,3.76,27,27,4,1,0,0,170.0,167,80,71,16,3,50,129,1.28,.256
Jimmy J Key,TOR,13,7,4.25,27,27,0,0,0,0,154.2,169,79,73,20,1,22,88,1.23,.281
Bob B Milacki,BAL,5,8,4.46,27,24,1,1,0,0,135.1,143,73,67,18,0,61,60,1.51,.273
