PLAYER,TEAM,W,L,ERA,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG
Jeff J Robinson,DET,10,9,5.96,27,27,1,1,0,0,145.0,141,101,96,23,6,88,76,1.58,.256
Jeff J Russell,TEX,1,5,4.26,27,0,0,0,10,10,25.1,23,15,12,1,0,16,16,1.54,.253
Trevor T Wilson,SF,8,7,4.00,27,17,3,2,0,0,110.1,87,52,49,11,1,49,66,1.23,.218
Kevin K Brown,TEX,12,10,3.60,26,26,6,2,0,0,180.0,175,84,72,13,3,60,88,1.31,.255
Mike M Fetters,CAL,1,1,4.12,26,2,0,0,1,1,67.2,77,33,31,9,2,20,35,1.43,.287
Cecilio C Guante,CLE,2,3,5.01,26,1,0,0,0,0,46.2,38,26,26,10,3,18,30,1.20,.220
Randy R O' Neal,SF,1,0,3.83,26,0,0,0,0,0,47.0,58,23,20,3,0,18,30,1.62,.314
Don D Robinson,SF,10,7,4.57,26,25,4,0,0,0,157.2,173,84,80,18,1,41,78,1.36,.280
John J Smiley,PIT,9,10,4.64,26,25,2,0,0,0,149.1,161,83,77,15,2,36,86,1.32,.275
Bryn B Smith,STL,9,8,4.27,26,25,0,0,0,0,141.1,160,81,67,11,4,30,78,1.34,.286
Randy R Veres,MIL,0,3,3.67,26,0,0,0,1,1,41.2,38,17,17,5,1,16,16,1.30,.247
Bob B Walk,PIT,7,5,3.75,26,24,1,1,1,1,129.2,136,59,54,17,4,36,73,1.33,.270
Mike M Witt,NYY,5,9,4.00,26,16,2,1,1,1,117.0,106,62,52,9,5,47,74,1.31,.241
Curt C Young,OAK,9,6,4.85,26,21,0,0,0,0,124.1,124,70,67,17,2,53,56,1.42,.266
Marvin M Freeman,ATL,1,2,4.31,25,3,0,0,1,1,48.0,41,24,23,5,5,17,38,1.21,.224
Gene G Harris,SEA,1,2,4.74,25,0,0,0,0,0,38.0,31,25,20,5,1,30,43,1.61,.217
Eric E King,CWS,12,4,3.28,25,25,2,2,0,0,151.0,135,59,55,10,6,40,70,1.16,.237
John J Tudor,STL,12,4,2.40,25,22,1,1,0,0,146.1,120,48,39,10,2,30,63,1.03,.225
Tim T Belcher,LA,9,9,4.00,24,24,5,2,0,0,153.0,136,76,68,17,2,48,102,1.20,.240
Mark M Guthrie,MIN,7,9,3.79,24,21,3,1,0,0,144.2,154,65,61,8,1,39,101,1.33,.276
Brent B Knackert,SEA,1,1,6.51,24,2,0,0,0,0,37.1,50,28,27,5,2,21,28,1.90,.313
Charlie C Leibrandt,ATL,9,11,3.16,24,24,5,2,0,0,162.1,164,72,57,9,4,35,76,1.23,.261
John J Mitchell,BAL,6,6,4.64,24,17,0,0,0,0,114.1,133,63,59,7,3,48,43,1.58,.300
Rudy R Seanez,CLE,2,1,5.60,24,0,0,0,0,0,27.1,22,17,17,2,1,25,24,1.72,.220
Bert B Blyleven,CAL,8,7,5.24,23,23,2,0,0,0,134.0,163,85,78,15,7,25,69,1.40,.303
Craig C Mc Murtry,TEX,0,3,4.32,23,3,0,0,0,0,41.2,43,25,20,4,1,30,14,1.75,.281
Mel M Rojas,MON,3,1,3.60,23,0,0,0,1,1,40.0,34,17,16,5,2,24,26,1.45,.234
Doug D Bair,PIT,0,0,4.81,22,0,0,0,0,0,24.1,30,15,13,3,0,11,19,1.68,.306
Jose J Bautista,BAL,1,0,4.05,22,0,0,0,0,0,26.2,28,15,12,4,0,7,15,1.31,.272
Jose J De Jesus,PHI,7,8,3.74,22,22,3,1,0,0,130.0,97,63,54,10,2,73,87,1.31,.211
Danny D Jackson,CIN,6,6,3.61,22,21,0,0,0,0,117.1,119,54,47,11,2,40,76,1.36,.266
Randy R Kramer,CHC,0,3,4.50,22,4,0,0,0,0,46.0,47,25,23,6,3,21,27,1.48,.264
Colby C Ward,CLE,1,3,4.25,22,0,0,0,1,1,36.0,31,17,17,3,1,21,23,1.44,.238
John J Wetteland,LA,2,4,4.81,22,5,0,0,0,0,43.0,44,28,23,6,4,17,36,1.42,.263
Steve S Avery,ATL,3,11,5.64,21,20,1,1,0,0,99.0,121,79,62,7,2,45,75,1.68,.302
Tom T Bolton,BOS,10,5,3.38,21,16,3,0,0,0,119.2,111,46,45,6,3,47,65,1.32,.251
Storm S Davis,KC,7,10,4.74,21,20,0,0,0,0,112.0,129,66,59,9,0,35,62,1.46,.281
Ben B Mc Donald,BAL,8,5,2.43,21,15,3,2,0,0,118.2,88,36,32,9,0,35,65,1.04,.205
Jose Antonio J Nunez,CHC,4,7,6.53,21,10,0,0,0,0,60.2,61,47,44,5,0,34,40,1.57,.270
Scott S Scudder,CIN,5,5,5.02,21,10,0,0,0,0,71.2,74,41,40,12,3,30,42,1.45,.265
Luis L Aquino,KC,4,1,3.16,20,3,1,0,0,0,68.1,59,25,24,6,4,27,28,1.26,.237
Chris C Bosio,MIL,4,9,4.00,20,20,4,1,0,0,132.2,131,67,59,15,3,38,76,1.27,.258
Lance L Mc Cullers,DET,2,0,3.02,20,1,0,0,0,0,44.2,32,19,15,4,0,19,31,1.14,.195
Adam A Peterson,CWS,2,5,4.55,20,11,2,0,0,0,85.0,90,46,43,12,2,26,29,1.36,.278
Bret B Saberhagen,KC,5,9,3.27,20,20,5,0,0,0,135.0,146,52,49,9,1,28,87,1.29,.279
Dave D Walsh,LA,1,0,3.86,20,0,0,0,1,1,16.1,15,12,7,1,0,6,15,1.29,.242
Scott S Erickson,MIN,8,4,2.87,19,17,1,0,0,0,113.0,108,49,36,9,5,51,53,1.41,.256
Ken K Howell,PHI,8,7,4.64,18,18,2,0,0,0,106.2,106,60,55,12,3,49,70,1.45,.260
Jeff J Innis,NYM,1,3,2.39,18,0,0,0,1,1,26.1,19,9,7,4,1,10,12,1.10,.209
Joe J Kraemer,CHC,0,0,7.20,18,0,0,0,0,0,25.0,31,25,20,2,2,14,16,1.80,.310
Ed E Vosberg,SF,1,1,5.55,18,0,0,0,0,0,24.1,21,16,15,3,0,12,12,1.36,.233
Mike M Walker,CLE,2,6,4.88,18,11,0,0,0,0,75.2,82,49,41,6,6,42,34,1.64,.277
John J Farrell,CLE,4,5,4.28,17,17,1,0,0,0,96.2,108,49,46,10,1,33,44,1.46,.286
Ken K Hill,STL,5,6,5.49,17,14,1,0,0,0,78.2,79,49,48,7,1,33,58,1.42,.264
Jimmy J Jones,NYY,1,2,6.30,17,7,0,0,0,0,50.0,72,42,35,8,1,23,25,1.90,.344
Jack J Savage,MIN,0,2,8.31,17,0,0,0,1,1,26.0,37,26,24,3,0,11,12,1.85,.339
Cliff C Young,CAL,1,1,3.52,17,0,0,0,0,0,30.2,40,14,12,2,1,7,19,1.53,.325
Mark M Gubicza,KC,4,7,4.50,16,16,2,0,0,0,94.0,101,48,47,5,4,38,71,1.48,.283
Reggie R Harris,OAK,1,0,3.48,16,1,0,0,0,0,41.1,25,16,16,5,2,21,31,1.11,.176
Chuck C Mc Elroy,PHI,0,1,7.71,16,0,0,0,0,0,14.0,24,13,12,0,0,10,16,2.43,.369
Jim J Poole,LA,0,0,4.22,16,0,0,0,0,0,10.2,7,5,5,1,0,8,6,1.41,.184
Steve S Searcy,DET,2,7,4.66,16,12,1,0,0,0,75.1,76,44,39,9,0,51,66,1.69,.270
Shawn S Boskie,CHC,5,6,3.69,15,15,1,0,0,0,97.2,99,42,40,8,1,31,49,1.33,.265
Tommy T Greene,PHI,3,3,5.08,15,9,0,0,0,0,51.1,50,31,29,8,1,26,21,1.48,.256
Rick R Reuschel,SF,3,6,3.93,15,13,0,0,1,1,87.0,102,40,38,8,1,31,49,1.53,.297
Jay J Tibbs,PIT,3,7,5.31,15,10,0,0,0,0,57.2,62,36,34,8,0,16,27,1.35,.277
Ernie E Camacho,STL,0,0,5.17,14,0,0,0,0,0,15.2,17,10,9,3,0,9,15,1.66,.279
Mark M Dewey,SF,1,1,2.78,14,0,0,0,0,0,22.2,22,7,7,1,0,5,11,1.19,.259
Darren D Holmes,LA,0,1,5.19,14,0,0,0,0,0,17.1,15,10,10,1,0,11,19,1.50,.238
Brian B Meyer,HOU,0,4,2.21,14,0,0,0,1,1,20.1,16,7,5,3,0,6,6,1.08,.211
Mike M Norris,OAK,1,0,3.00,14,0,0,0,0,0,27.0,24,10,9,0,2,9,16,1.22,.242
Kelly K Downs,SF,3,2,3.43,13,9,0,0,0,0,63.0,56,26,24,2,2,20,31,1.21,.233
Alex A Fernandez,CWS,5,5,3.80,13,13,3,0,0,0,87.2,89,40,37,6,3,34,61,1.40,.265
Michael M La Coss,SF,6,4,3.94,13,12,1,0,0,0,77.2,75,37,34,5,0,39,39,1.47,.259
Urbano U Lugo,DET,2,0,7.03,13,1,0,0,0,0,24.1,30,19,19,9,3,13,12,1.77,.313
Larry L Mc Williams,KC,0,0,9.72,13,0,0,0,0,0,8.1,10,9,9,2,1,9,7,2.28,.313
Dave D Pavlas,CHC,2,0,2.11,13,0,0,0,0,0,21.1,23,7,5,2,0,6,12,1.36,.271
Mike M Perez,STL,1,0,3.95,13,0,0,0,1,1,13.2,12,6,6,0,0,3,5,1.10,.240
Rick R Reed,PIT,2,3,4.36,13,8,1,1,1,1,53.2,62,32,26,6,1,12,27,1.38,.279
Pete P Smith,ATL,5,6,4.79,13,13,3,0,0,0,77.0,77,45,41,11,0,24,56,1.31,.260
Mel M Stottlemyre,KC,0,1,4.88,13,2,0,0,0,0,31.1,35,18,17,3,0,12,14,1.50,.280
Russ R Swan,SEA,2,4,3.65,13,9,0,0,0,0,49.1,48,26,20,3,0,22,16,1.42,.258
Efrain E Valdez,CLE,1,1,3.04,13,0,0,0,0,0,23.2,20,10,8,2,0,14,13,1.44,.233
Bryan B Clark,SEA,2,0,3.27,12,0,0,0,0,0,11.0,9,4,4,0,0,10,3,1.73,.237
Brian B Dubois,DET,3,5,5.09,12,11,0,0,0,0,58.1,70,37,33,9,1,22,34,1.58,.310
Bob B Knepper,SF,3,3,5.68,12,7,0,0,0,0,44.1,56,28,28,7,1,19,24,1.69,.311
Jim J Neidlinger,LA,5,3,3.28,12,12,0,0,0,0,74.0,67,30,27,4,1,15,46,1.11,.241
Al A Osuna,HOU,2,0,4.76,12,0,0,0,0,0,11.1,10,6,6,1,3,6,6,1.41,.270
Jeff J Shaw,CLE,3,4,6.66,12,9,0,0,0,0,48.2,73,38,36,11,0,20,25,1.91,.356
Randy R Tomlin,PIT,4,4,2.55,12,12,2,0,0,0,77.2,62,24,22,5,1,12,42,0.95,.221
Brian B Bohanon,TEX,0,3,6.62,11,6,0,0,0,0,34.0,40,30,25,6,2,18,15,1.71,.299
Jason J Grimsley,PHI,3,2,3.30,11,11,0,0,0,0,57.1,47,21,21,1,2,43,41,1.57,.227
Daryl D Irvine,BOS,1,1,4.67,11,0,0,0,0,0,17.1,15,10,9,0,0,10,9,1.44,.246
Paul P Kilgus,TOR,0,0,6.06,11,0,0,0,0,0,16.1,19,11,11,2,1,7,7,1.59,.306
Mark M Lee,MIL,1,0,2.11,11,0,0,0,0,0,21.1,20,5,5,1,0,4,14,1.13,.256
Mike M Maddux,LA,0,1,6.53,11,2,0,0,0,0,20.2,24,15,15,3,1,4,11,1.35,.293
Greg G Mathews,STL,0,5,5.33,11,10,0,0,0,0,50.2,53,34,30,2,2,30,18,1.64,.277
Bob B Mc Clure,CAL,2,0,6.43,11,0,0,0,0,0,7.0,7,6,5,0,0,3,6,1.43,.269
Greg G Minton,CAL,1,1,2.35,11,0,0,0,0,0,15.1,11,4,4,1,1,7,4,1.17,.212
Chris C Nabholz,MON,6,2,2.83,11,11,1,1,0,0,70.0,43,23,22,6,2,32,53,1.07,.176
Dennis D Powell,MIL,0,4,7.02,11,7,0,0,0,0,42.1,64,40,33,0,2,21,23,2.01,.342
Israel I Sanchez,KC,0,0,8.38,11,0,0,0,0,0,9.2,16,9,9,1,1,3,5,1.97,.381
Mike M Dunne,SD,0,3,5.65,10,6,0,0,0,0,28.2,28,21,18,4,0,17,15,1.57,.241
Bob B Sebra,MIL,1,2,8.18,10,0,0,0,0,0,11.0,20,10,10,1,1,5,4,2.27,.408
Kevin K Wickander,CLE,0,1,3.65,10,0,0,0,0,0,12.1,14,6,5,0,1,4,10,1.46,.304
Pat P Clements,SD,0,0,4.15,9,0,0,0,0,0,13.0,20,9,6,1,0,7,6,2.08,.357
Eric E Hetzel,BOS,1,4,5.91,9,8,0,0,0,0,35.0,39,28,23,3,1,21,20,1.71,.281
Charles C Nagy,CLE,2,4,5.91,9,8,0,0,0,0,45.2,58,31,30,7,1,21,26,1.73,.315
Al A Nipper,CLE,2,3,6.75,9,5,0,0,0,0,24.0,35,19,18,2,2,19,12,2.25,.354
Omar O Olivares,STL,1,1,2.92,9,6,0,0,0,0,49.1,45,17,16,2,2,17,20,1.26,.249
Rosario R Rodriguez,CIN,0,0,6.10,9,0,0,0,0,0,10.1,15,7,7,3,1,2,8,1.65,.357
Mark M Ross,PIT,1,0,3.55,9,0,0,0,0,0,12.2,11,5,5,2,0,4,5,1.18,.244
Mickey M Weston,BAL,0,1,7.71,9,2,0,0,0,0,21.0,28,20,18,6,0,6,9,1.62,.322
Keith K Brown,CIN,0,0,4.76,8,0,0,0,0,0,11.1,12,6,6,2,0,3,8,1.32,.286
Steve S Chitren,OAK,1,0,1.02,8,0,0,0,0,0,17.2,7,2,2,0,0,4,19,0.62,.117
Kevin K Coffman,CHC,0,2,11.29,8,2,0,0,0,0,18.1,26,24,23,0,0,19,9,2.45,.338
John J Costello,MON,0,0,5.91,8,0,0,0,0,0,10.2,12,8,7,3,1,2,2,1.31,.279
Richard R Dotson,KC,0,4,8.48,8,7,0,0,0,0,28.2,43,29,27,3,0,14,9,1.99,.355
Gary G Eave,SEA,0,3,4.20,8,5,0,0,0,0,30.0,27,16,14,5,2,20,16,1.57,.241
Pete P Filson,KC,0,4,5.91,8,7,0,0,0,0,35.0,42,31,23,6,2,13,9,1.57,.282
Joe J Grahe,CAL,3,4,4.98,8,8,0,0,0,0,43.1,51,30,24,3,3,23,25,1.71,.293
Mark M Leiter,NYY,1,1,6.84,8,3,0,0,0,0,26.1,33,20,20,5,2,9,21,1.59,.314
Mike M Munoz,LA,0,1,3.18,8,0,0,0,0,0,5.2,6,2,2,0,0,3,2,1.59,.300
Tim T Sherrill,STL,0,0,6.23,8,0,0,0,0,0,4.1,10,5,3,0,0,3,3,3.00,.476
Anthony A Telford,BAL,3,3,4.95,8,8,0,0,0,0,36.1,43,22,20,4,1,19,20,1.71,.295
Bill B Wegman,MIL,2,2,4.85,8,5,1,1,0,0,29.2,37,21,16,6,0,6,20,1.45,.298
Paul P Abbott,MIN,0,5,5.97,7,7,0,0,0,0,34.2,37,24,23,0,1,28,25,1.88,.282
Jay J Aldrich,BAL,1,2,8.25,7,0,0,0,1,1,12.0,17,13,11,1,0,7,5,2.00,.327
Kevin K Brown,MIL,1,1,2.35,7,3,0,0,0,0,23.0,16,7,6,1,1,8,12,1.04,.188
Tom T Filer,MIL,2,3,6.14,7,4,0,0,0,0,22.0,26,17,15,2,0,9,8,1.59,.289
Eric E Gunderson,SF,1,2,5.49,7,4,0,0,0,0,19.2,24,14,12,2,0,11,14,1.78,.293
Shawn S Hillegas,CWS,0,0,0.79,7,0,0,0,0,0,11.1,4,1,1,0,0,5,5,0.79,.111
Jerry J Kutzler,CWS,2,1,6.03,7,7,0,0,0,0,31.1,38,23,21,2,0,14,21,1.66,.304
Chuck C Malone,PHI,1,0,3.68,7,0,0,0,0,0,7.1,3,4,3,1,0,11,7,1.91,.130
Paul P Marak,ATL,1,2,3.69,7,7,1,1,0,0,39.0,39,16,16,2,3,19,15,1.49,.267
Jose J Mesa,BAL,3,2,3.86,7,7,0,0,0,0,46.2,37,20,20,2,1,27,24,1.37,.218
Rafael R Novoa,SF,0,1,6.75,7,2,0,0,1,1,18.2,21,14,14,3,0,13,14,1.82,.284
Vicente V Palacios,PIT,0,0,0.00,7,0,0,0,3,3,15.0,4,0,0,0,0,2,8,0.40,.083
Pat P Perry,LA,0,0,8.10,7,0,0,0,0,0,6.2,9,7,6,0,1,5,2,2.10,.310
Mike M Stanton,ATL,0,3,18.00,7,0,0,0,2,2,7.0,16,16,14,1,1,4,7,2.86,.444
Dean D Wilkins,CHC,0,0,9.82,7,0,0,0,1,1,7.1,11,8,8,1,1,7,3,2.45,.333
Joe J Bitker,TEX,0,0,2.25,6,0,0,0,0,0,12.0,8,3,3,0,1,4,8,1.00,.190
Dave D Burba,SEA,0,0,4.50,6,0,0,0,0,0,8.0,8,6,4,0,1,2,4,1.25,.267
Scott S Chiamparino,TEX,1,2,2.63,6,6,0,0,0,0,37.2,36,14,11,1,2,12,19,1.27,.250
Chris C Codiroli,KC,0,1,9.58,6,2,0,0,0,0,10.1,13,11,11,1,4,17,8,2.90,.325
Steve S Cummings,TOR,0,0,5.11,6,2,0,0,0,0,12.1,22,7,7,4,1,5,4,2.19,.431
John J Davis,SD,0,1,5.79,6,0,0,0,0,0,9.1,9,7,6,1,0,4,7,1.39,.257
Howard H Farmer,MON,0,3,7.04,6,4,0,0,0,0,23.0,26,18,18,9,0,10,14,1.57,.302
John J Habyan,NYY,0,0,2.08,6,0,0,0,0,0,8.2,10,2,2,0,1,2,4,1.38,.294
Steve S Rosenberg,CWS,1,0,5.40,6,0,0,0,0,0,10.0,10,6,6,2,0,5,4,1.50,.256
Steve S Adkins,NYY,1,2,6.38,5,5,0,0,0,0,24.0,19,18,17,4,0,29,14,2.00,.226
Don D August,MIL,0,3,6.55,5,0,0,0,0,0,11.0,13,10,8,0,0,5,2,1.64,.295
Larry L Casian,MIN,2,1,3.22,5,3,0,0,0,0,22.1,26,9,8,2,0,4,11,1.34,.306
Rich R De Lucia,SEA,1,2,2.00,5,5,1,0,0,0,36.0,30,9,8,2,0,9,20,1.08,.226
Dave D Eiland,NYY,2,1,3.56,5,5,0,0,0,0,30.1,31,14,12,2,0,5,16,1.19,.254
Mike M Flanagan,TOR,2,2,5.31,5,5,0,0,0,0,20.1,28,14,12,3,0,8,5,1.77,.329
Todd T Frohwirth,PHI,0,1,18.00,5,0,0,0,0,0,1.0,3,2,2,0,0,6,1,9.00,.500
Rich R Garces,MIN,0,0,1.59,5,0,0,0,2,2,5.2,4,2,1,0,0,4,1,1.41,.200
Mike M Gardiner,SEA,0,2,10.66,5,3,0,0,0,0,12.2,22,17,15,1,2,5,6,2.13,.379
Kip K Gross,CIN,0,0,4.26,5,0,0,0,0,0,6.1,6,3,3,0,0,2,3,1.26,.273
Jeff J Kaiser,CLE,0,0,3.55,5,0,0,0,0,0,12.2,16,5,5,2,0,7,9,1.82,.308
Vance V Lovelace,SEA,0,0,3.86,5,0,0,0,0,0,2.1,3,1,1,0,1,6,1,3.86,.300
Scott S Medvin,SEA,0,1,6.23,5,0,0,0,0,0,4.1,7,4,3,0,1,2,1,2.08,.368
Rich R Monteleone,NYY,0,1,6.14,5,0,0,0,0,0,7.1,8,5,5,0,0,2,8,1.36,.276
Steve S Ontiveros,PHI,0,0,2.70,5,0,0,0,0,0,10.0,9,3,3,1,0,3,6,1.20,.225
Dan D Quisenberry,SF,0,1,13.50,5,0,0,0,0,0,6.2,13,12,10,1,0,3,2,2.40,.419
Mike M Roesler,PIT,1,0,3.00,5,0,0,0,0,0,6.0,5,2,2,1,0,2,4,1.17,.217
Rick R Sutcliffe,CHC,0,2,5.91,5,5,0,0,0,0,21.1,25,14,14,2,0,12,7,1.73,.305
Hector H Wagner,KC,0,2,8.10,5,5,0,0,0,0,23.1,32,24,21,4,0,11,14,1.84,.323
Terry T Wells,LA,1,2,7.84,5,5,0,0,0,0,20.2,25,23,18,4,0,14,18,1.89,.287
Scott S Aldred,DET,1,2,3.77,4,3,0,0,0,0,14.1,13,6,6,0,1,10,7,1.60,.265
Scott S Anderson,MON,0,1,3.00,4,3,0,0,0,0,18.0,12,6,6,1,0,5,16,0.94,.188
Scott S Bankhead,SEA,0,2,11.08,4,4,0,0,0,0,13.0,18,16,16,2,0,7,10,1.92,.333
Brian B Barnes,MON,1,1,2.89,4,4,1,0,0,0,28.0,25,10,9,2,0,7,23,1.14,.236
Danny D Boone,BAL,0,0,2.79,4,1,0,0,0,0,9.2,12,3,3,1,1,3,2,1.55,.308
Cris C Carpenter,STL,0,0,4.50,4,0,0,0,0,0,8.0,5,4,4,2,0,2,6,0.88,.167
Mark M Clear,CAL,0,0,5.87,4,0,0,0,0,0,7.2,5,7,5,0,2,9,6,1.83,.200
Sherman S Corbett,CAL,0,0,9.00,4,0,0,0,0,0,5.0,8,5,5,0,0,3,2,2.20,.364
John J Dopson,BOS,0,0,2.04,4,4,0,0,0,0,17.2,13,7,4,2,0,9,9,1.25,.200
Narciso N Elvira,MIL,0,0,5.40,4,0,0,0,0,0,5.0,6,3,3,0,0,5,6,2.20,.300
Luis L Encarnacion,KC,0,0,7.84,4,0,0,0,0,0,10.1,14,10,9,1,0,4,8,1.74,.311
Brian B Fisher,HOU,0,0,7.20,4,0,0,0,0,0,5.0,9,5,4,1,0,0,1,1.80,.409
Orel O Hershiser,LA,1,1,4.26,4,4,0,0,0,0,25.1,26,12,12,1,1,4,16,1.18,.260
Al A Leiter,TOR,0,0,0.00,4,0,0,0,0,0,6.1,1,0,0,0,0,2,5,0.47,.050
Bob B Mac Donald,TOR,0,0,0.00,4,0,0,0,0,0,2.1,0,0,0,0,0,2,0,0.86,.000
Carlos C Maldonado,KC,0,0,9.00,4,0,0,0,0,0,6.0,9,6,6,0,0,4,9,2.17,.346
Paul P Mc Clellan,SF,0,1,11.74,4,1,0,0,0,0,7.2,14,10,10,3,1,6,2,2.61,.389
Rod R Nichols,CLE,0,3,7.88,4,2,0,0,0,0,16.0,24,14,14,5,2,6,3,1.88,.343
Jerry J Reuss,PIT,0,0,3.52,4,1,0,0,0,0,7.2,8,3,3,1,0,3,1,1.43,.267
Kevin K Ritz,DET,0,4,11.05,4,4,0,0,0,0,7.1,14,12,9,0,0,14,3,3.82,.400
Dorn D Taylor,BAL,0,1,2.45,4,0,0,0,0,0,3.2,4,3,1,0,0,2,4,1.64,.250
Steve S Wapnick,DET,0,0,6.43,4,0,0,0,0,0,7.0,8,5,5,0,0,10,6,2.57,.296
Rich R Yett,MIN,0,0,2.08,4,0,0,0,0,0,4.1,6,2,1,1,0,1,2,1.62,.353
Mike M York,PIT,1,1,2.84,4,1,0,0,0,0,12.2,13,5,4,0,1,5,4,1.42,.277
Gerald G Alexander,TEX,0,0,7.71,3,2,0,0,0,0,7.0,14,6,6,0,1,5,8,2.71,.438
Jay J Baller,KC,0,1,15.43,3,0,0,0,0,0,2.1,4,4,4,1,1,2,1,2.57,.364
Kevin K Bearse,CLE,0,2,12.91,3,3,0,0,0,0,7.2,16,11,11,2,2,5,2,2.74,.421
Kevin K Blankenship,CHC,0,2,5.84,3,2,0,0,0,0,12.1,13,10,8,1,0,6,5,1.54,.265
Lance L Dickson,CHC,0,3,7.24,3,3,0,0,0,0,13.2,20,12,11,2,0,4,4,1.76,.370
Chris C Hammond,CIN,0,2,6.35,3,3,0,0,0,0,11.1,13,9,8,2,0,12,4,2.21,.302
Randy R Hennis,HOU,0,0,0.00,3,1,0,0,0,0,9.2,1,0,0,0,1,3,4,0.41,.033
Randy R Mc Cament,SF,0,0,3.00,3,0,0,0,0,0,6.0,8,2,2,0,0,5,5,2.17,.333
Jose J Melendez,SEA,0,0,11.81,3,0,0,0,0,0,5.1,8,8,7,2,1,3,7,2.06,.333
Brad B Moore,PHI,0,0,3.38,3,0,0,0,0,0,2.2,4,1,1,0,0,2,1,2.25,.400
Randy R Nosek,DET,1,1,7.71,3,2,0,0,0,0,7.0,7,7,6,1,0,9,3,2.29,.280
Pascual P Perez,NYY,1,2,1.29,3,3,0,0,0,0,14.0,8,3,2,0,0,3,12,0.79,.163
Rick R Rodriguez,SF,0,0,8.10,3,0,0,0,0,0,3.1,5,3,3,0,0,2,2,2.10,.357
Doug D Sisk,ATL,0,0,3.86,3,0,0,0,0,0,2.1,1,1,1,0,0,4,1,2.14,.143
Rafael R Valdez,SD,0,1,11.12,3,0,0,0,0,0,5.2,11,7,7,4,0,2,3,2.29,.393
Julio J Valera,NYM,1,1,6.92,3,3,0,0,0,0,13.0,20,11,10,1,0,7,4,2.08,.351
Greg G Booker,SF,0,0,13.50,2,0,0,0,0,0,2.0,7,3,3,0,0,0,1,3.50,.538
Jim J Campbell,KC,1,0,8.38,2,2,0,0,0,0,9.2,15,9,9,1,0,1,2,1.66,.349
Mike M Capel,MIL,0,0,135.00,2,0,0,0,0,0,0.1,6,6,5,0,1,1,1,21.00,.857
Stan S Clarke,STL,0,0,2.70,2,0,0,0,0,0,3.1,2,1,1,0,0,0,3,0.60,.167
Tom T Gilles,TOR,1,0,6.75,2,0,0,0,0,0,1.1,2,1,1,0,0,0,1,1.50,.333
Mauro M Gozzo,CLE,0,0,0.00,2,0,0,0,0,0,3.0,2,0,0,0,0,2,2,1.33,.182
Howard H Hilton,STL,0,0,0.00,2,0,0,0,0,0,3.0,2,0,0,0,0,3,2,1.67,.182
John J Hoover,TEX,0,0,11.57,2,0,0,0,0,0,4.2,8,6,6,0,0,3,0,2.36,.364
Mark M Huismann,PIT,1,0,9.00,2,0,0,0,0,0,3.0,6,5,3,2,1,1,2,2.33,.462
John J Leister,BOS,0,0,4.76,2,1,0,0,0,0,5.2,7,5,3,0,0,4,3,1.94,.304
Scott S Lewis,CAL,1,1,2.20,2,2,1,0,0,0,16.1,10,4,4,2,0,2,9,0.73,.172
Gino G Minutelli,CIN,0,0,9.00,2,0,0,0,0,0,1.0,0,1,1,0,1,2,0,2.00,.000
John J Moses C,MIN,0,0,13.50,2,0,0,0,0,0,2.0,5,3,3,0,0,2,0,3.50,.455
Dave D Otto,OAK,0,0,7.71,2,0,0,0,0,0,2.1,3,3,2,0,0,3,2,2.57,.300
Mike M Rochford,BOS,0,1,18.00,2,1,0,0,0,0,4.0,10,10,8,1,0,4,0,3.50,.526
Daryl D Smith,KC,0,1,4.05,2,1,0,0,0,0,6.2,5,3,3,0,0,4,6,1.35,.238
Mike M Smith,BAL,0,0,12.00,2,0,0,0,0,0,3.0,4,4,4,2,0,1,2,1.67,.308
Terry T Clark,HOU,0,0,13.50,1,1,0,0,0,0,4.0,9,7,6,0,0,3,2,3.00,.429
Doug D Dascenzo C,CHC,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1.00,.333
Brett B Gideon,MON,0,0,9.00,1,0,0,0,0,0,1.0,2,1,1,0,0,4,0,6.00,.500
Danny D Heep R,BOS,0,0,9.00,1,0,0,0,0,0,1.0,4,1,1,0,0,0,0,4.00,.667
Donnie D Hill,CAL,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,1.00,.000
Tim T Jones S,STL,0,0,6.75,1,0,0,0,0,0,1.1,1,2,1,0,0,2,0,2.25,.167
Matt M Kinzer,DET,0,0,16.20,1,0,0,0,0,0,1.2,3,3,3,0,0,3,1,3.60,.375
Steve S Lyons C,CWS,0,0,4.50,1,0,0,0,0,0,2.0,2,1,1,0,0,4,1,3.00,.250
Bob B Malloy,MON,0,0,0.00,1,0,0,0,0,0,2.0,1,0,0,0,0,1,1,1.00,.143
Ramon R Manon,TEX,0,0,13.50,1,0,0,0,0,0,2.0,3,3,3,0,0,3,0,3.00,.333
Dave D Martinez R,MON,0,0,54.00,1,0,0,0,0,0,0.1,2,2,2,0,0,2,0,12.00,.667
Junior J Noboa,MON,0,0,0.00,1,0,0,0,0,0,0.2,0,0,0,0,0,1,0,1.50,.000
Dickie D Noles,PHI,0,1,27.00,1,0,0,0,0,0,0.1,2,1,1,0,0,0,0,6.00,.667
