PLAYER,TEAM,W,L,ERA,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG
Mark M Guthrie,LA,5,5,4.21,60,0,0,0,0,0,62.0,66,33,29,6,2,25,67,1.47,.274
Roberto R Hernandez,CWS,3,7,3.92,60,0,0,0,32,32,59.2,63,30,26,9,3,28,84,1.53,.266
John J Wetteland,NYY,1,5,2.93,60,0,0,0,31,31,61.1,40,22,20,6,0,14,66,0.88,.185
Brad B Clontz,ATL,8,1,3.65,59,0,0,0,4,4,69.0,71,29,28,5,4,22,55,1.35,.269
John J Habyan,CAL,4,4,3.44,59,0,0,0,0,0,73.1,68,34,28,2,2,27,60,1.30,.249
Xavier X Hernandez,CIN,7,2,4.60,59,0,0,0,3,3,90.0,95,47,46,8,4,31,84,1.40,.273
Jeff J Parrett,STL,4,7,3.64,59,0,0,0,0,0,76.2,71,33,31,8,1,28,71,1.29,.243
Mel M Rojas,MON,1,4,4.12,59,0,0,0,30,30,67.2,69,32,31,2,7,29,61,1.45,.262
Jeff J Shaw,CWS,1,6,4.88,59,0,0,0,3,3,72.0,70,42,39,6,4,27,51,1.35,.259
Todd T Worrell,LA,4,1,2.02,59,0,0,0,32,32,62.1,50,15,14,4,1,19,61,1.11,.221
Jerry J Dipoto,NYM,4,6,3.78,58,0,0,0,2,2,78.2,77,41,33,2,4,29,49,1.35,.267
Tony T Fossas,STL,3,0,1.47,58,0,0,0,0,0,36.2,28,6,6,1,1,10,40,1.04,.214
Dan D Miceli,PIT,4,4,4.66,58,0,0,0,21,21,58.0,61,30,30,7,4,28,56,1.53,.270
Dan D Plesac,PIT,4,4,3.58,58,0,0,0,3,3,60.1,53,26,24,3,1,27,57,1.33,.237
Terry T Mathews,FLA,4,4,3.38,57,0,0,0,3,3,82.2,70,32,31,9,1,27,72,1.17,.235
Randy R Myers,CHC,1,2,3.88,57,0,0,0,38,38,55.2,49,25,24,7,0,28,59,1.38,.237
Julian J Tavarez,CLE,10,2,2.44,57,0,0,0,0,0,85.0,76,36,23,7,3,21,68,1.14,.235
Jeff J Brantley,CIN,3,2,2.82,56,0,0,0,28,28,70.1,53,22,22,11,1,20,62,1.04,.206
Rich R De Lucia,STL,8,7,3.39,56,1,0,0,0,0,82.1,63,38,31,9,3,36,76,1.20,.213
Jim J Dougherty,HOU,8,4,4.92,56,0,0,0,0,0,67.2,76,37,37,7,3,25,49,1.49,.292
Bryan B Hickerson,COL,3,3,8.57,56,0,0,0,1,1,48.1,69,52,46,8,1,28,40,2.01,.332
Steve S Howe,NYY,6,3,4.96,56,0,0,0,2,2,49.0,66,29,27,7,4,17,28,1.69,.324
Eric E Plunk,CLE,6,2,2.67,56,0,0,0,2,2,64.0,48,19,19,5,4,27,71,1.17,.211
Dave D Stevens,MIN,5,4,5.07,56,0,0,0,10,10,65.2,74,40,37,14,1,32,47,1.61,.285
Tony T Castillo,TOR,1,5,3.22,55,0,0,0,13,13,72.2,64,27,26,7,3,24,38,1.21,.243
Norm N Charlton,SEA,4,6,3.36,55,0,0,0,14,14,69.2,46,31,26,4,4,31,70,1.11,.189
Mike M Dyer,PIT,4,5,4.34,55,0,0,0,0,0,74.2,81,40,36,9,5,30,53,1.49,.281
Trevor T Hoffman,SD,7,4,3.88,55,0,0,0,31,31,53.1,48,25,23,10,0,14,52,1.16,.235
Kirk K Mc Caskill,CWS,6,4,4.89,55,1,0,0,2,2,81.0,97,50,44,10,5,33,50,1.60,.302
Jeff J Mc Curry,PIT,1,4,5.02,55,0,0,0,1,1,61.0,82,38,34,9,5,30,27,1.84,.337
Jeff J Montgomery,KC,2,3,3.43,54,0,0,0,31,31,65.2,60,27,25,7,2,25,49,1.29,.252
Rick R Aguilera,BOS,3,3,2.60,52,0,0,0,32,32,55.1,46,16,16,6,1,13,52,1.07,.225
Shawn S Barton,SF,4,1,4.26,52,0,0,0,1,1,44.1,37,22,21,3,2,19,22,1.26,.237
Jose J Bautista,SF,3,8,6.44,52,6,0,0,0,0,100.2,120,77,72,24,5,26,45,1.45,.295
Brian B Bohanon,DET,1,1,5.54,52,10,0,0,1,1,105.2,121,68,65,10,4,41,63,1.53,.285
Dave D Burba,CIN,10,4,3.97,52,9,1,1,0,0,106.2,90,50,47,9,0,51,96,1.32,.228
Dennis D Eckersley,OAK,4,6,4.83,52,0,0,0,29,29,50.1,53,29,27,5,1,11,40,1.27,.269
Tom T Henke,STL,1,1,1.82,52,0,0,0,36,36,54.1,42,11,11,2,0,18,48,1.10,.209
Rick R Honeycutt,NYY,5,1,2.96,52,0,0,0,2,2,45.2,39,16,15,6,1,10,21,1.07,.236
Doug D Jones,BAL,0,4,5.01,52,0,0,0,22,22,46.2,55,30,26,6,2,16,42,1.52,.286
Lee L Smith,CAL,0,5,3.47,52,0,0,0,37,37,49.1,42,19,19,3,1,25,43,1.36,.237
Eddie E Guardado,MIN,4,9,5.12,51,5,0,0,2,2,91.1,99,54,52,13,0,45,71,1.58,.280
Doug D Henry,NYM,3,6,2.96,51,0,0,0,4,4,67.0,48,23,22,7,1,25,62,1.09,.198
Toby T Borland,PHI,1,3,3.77,50,0,0,0,6,6,74.0,81,37,31,3,5,37,59,1.59,.277
Mike M Henneman,HOU,0,2,2.15,50,0,0,0,26,26,50.1,45,12,12,1,2,13,43,1.15,.241
Dave D Leiper,MON,1,3,3.22,50,0,0,0,2,2,44.2,39,18,16,5,1,19,22,1.30,.231
Eric E Gunderson,BOS,3,2,4.17,49,0,0,0,0,0,36.2,38,17,17,2,3,17,28,1.50,.277
Rusty R Meacham,KC,4,3,4.98,49,0,0,0,2,2,59.2,72,36,33,6,1,19,30,1.53,.304
Pedro P Astacio,LA,7,8,4.24,48,11,1,1,0,0,104.0,103,53,49,12,4,29,80,1.27,.261
Billy B Brewer,KC,2,4,5.56,48,0,0,0,0,0,45.1,54,28,28,9,2,20,31,1.63,.290
Rheal R Cormier,BOS,7,5,4.07,48,12,0,0,0,0,115.0,131,60,52,12,3,31,69,1.41,.294
John J Doherty,DET,5,9,5.10,48,2,0,0,6,6,113.0,130,66,64,10,6,37,46,1.48,.288
John J Franco,NYM,5,3,2.44,48,0,0,0,29,29,51.2,48,17,14,4,0,17,41,1.26,.251
Mike M Stanton,BOS,2,1,4.24,48,0,0,0,1,1,40.1,48,23,19,6,1,14,23,1.54,.300
Paul P Assenmacher,CLE,6,2,2.82,47,0,0,0,0,0,38.1,32,13,12,3,3,12,40,1.15,.225
Bryce B Florie,SD,2,2,3.01,47,0,0,0,1,1,68.2,49,30,23,8,4,38,68,1.27,.202
Pat P Mahomes,MIN,4,10,6.37,47,7,0,0,3,3,94.2,100,74,67,22,2,47,67,1.55,.271
Randy R Veres,FLA,4,4,3.88,47,0,0,0,1,1,48.2,46,25,21,6,1,22,31,1.40,.251
Dennis D Cook,TEX,0,2,4.53,46,1,0,0,2,2,57.2,63,32,29,9,2,26,53,1.54,.289
Mike M James,CAL,3,0,3.88,46,0,0,0,1,1,55.2,49,27,24,6,3,26,36,1.35,.238
Scott S Radinsky,CWS,2,1,5.45,46,0,0,0,1,1,38.0,46,23,23,7,0,17,14,1.66,.309
Jose J De Leon,MON,5,4,5.45,45,0,0,0,0,0,76.0,67,48,46,12,7,35,65,1.34,.238
Greg G Harris,MON,2,3,2.61,45,0,0,0,0,0,48.1,45,18,14,6,1,16,47,1.26,.245
Chris C Hook,SF,5,1,5.50,45,0,0,0,0,0,52.1,55,33,32,7,3,29,40,1.61,.274
Bill B Risley,SEA,2,1,3.13,45,0,0,0,1,1,60.1,55,21,21,7,1,18,65,1.21,.244
Armando A Benitez,BAL,1,5,5.66,44,0,0,0,2,2,47.2,37,33,30,8,5,37,56,1.55,.213
Mike M Maddux,BOS,5,1,4.10,44,4,0,0,1,1,98.2,100,49,45,5,2,18,69,1.20,.258
Chuck C Mc Elroy,CIN,3,4,6.02,44,0,0,0,0,0,40.1,46,29,27,5,1,15,27,1.51,.291
Alejandro A Pena,ATL,3,1,4.72,44,0,0,0,0,0,55.1,55,32,29,8,0,19,64,1.34,.251
Hipolito H Pichardo,KC,8,4,4.36,44,0,0,0,1,1,64.0,66,34,31,4,4,30,43,1.50,.265
Ed E Vosberg,TEX,5,5,3.00,44,0,0,0,4,4,36.0,32,15,12,3,0,16,36,1.33,.241
Brian B Williams,SD,3,10,6.00,44,6,0,0,0,0,72.0,79,54,48,3,8,38,75,1.63,.279
Mark M Acre,OAK,1,2,5.71,43,0,0,0,0,0,52.0,52,35,33,7,2,28,47,1.54,.256
Turk T Wendell,CHC,3,1,4.92,43,0,0,0,0,0,60.1,71,35,33,11,2,24,50,1.57,.298
Larry L Casian,CHC,1,0,1.93,42,0,0,0,0,0,23.1,23,6,5,1,0,15,11,1.63,.258
Jim J Poole,CLE,3,3,3.75,42,0,0,0,0,0,50.1,40,22,21,7,2,17,41,1.13,.217
Mike M Walker,CHC,1,3,3.22,42,0,0,0,1,1,44.2,45,21,16,2,0,24,20,1.54,.259
Rene R Arocha,STL,3,5,3.99,41,0,0,0,0,0,49.2,55,24,22,6,3,18,25,1.47,.297
Pedro P Borbon,ATL,2,2,3.09,41,0,0,0,2,2,32.0,29,12,11,2,1,17,33,1.44,.240
Terry T Clark,BAL,2,5,3.59,41,0,0,0,1,1,42.2,43,17,17,3,1,20,20,1.48,.272
Brian B Maxcy,DET,4,5,6.88,41,0,0,0,0,0,52.1,61,48,40,6,2,31,20,1.76,.293
Willie W Blair,SD,7,5,4.34,40,12,0,0,0,0,114.0,112,60,55,11,2,45,83,1.38,.262
Mike M Butcher,CAL,6,1,4.73,40,0,0,0,0,0,51.1,49,28,27,7,1,31,29,1.56,.257
Mike M Fetters,MIL,0,3,3.38,40,0,0,0,22,22,34.2,40,16,13,3,0,20,33,1.73,.286
Dean D Hartgraves,HOU,2,0,3.22,40,0,0,0,0,0,36.1,30,14,13,2,0,16,24,1.27,.227
Gil G Heredia,MON,5,6,4.31,40,18,0,0,1,1,119.0,137,60,57,7,5,21,74,1.33,.291
Michael M Jackson,CIN,6,1,2.39,40,0,0,0,2,2,49.0,38,13,13,5,1,19,41,1.16,.213
Carlos C Reyes,OAK,4,6,5.09,40,1,0,0,0,0,69.0,71,43,39,10,5,28,48,1.43,.264
Matt M Whiteside,TEX,5,4,4.08,40,0,0,0,3,3,53.0,48,24,24,5,1,19,46,1.26,.242
Roger R Bailey,COL,7,6,4.98,39,6,0,0,0,0,81.1,88,49,45,9,1,39,33,1.56,.283
John J Cummings,LA,3,1,4.06,39,0,0,0,0,0,44.1,46,24,20,3,0,17,25,1.42,.267
Mark M Gardner,FLA,5,5,4.49,39,11,1,1,1,1,102.1,109,60,51,14,5,43,87,1.49,.272
Joe J Hudson,BOS,0,1,4.11,39,0,0,0,1,1,46.0,53,21,21,2,2,23,29,1.65,.301
Mark M Lee,BAL,2,0,4.86,39,0,0,0,1,1,33.1,31,18,18,5,1,18,27,1.47,.246
Antonio A Osuna,LA,2,4,4.43,39,0,0,0,0,0,44.2,39,22,22,5,1,20,46,1.32,.241
Jim J Corsi,OAK,2,4,2.20,38,0,0,0,2,2,45.0,31,14,11,2,2,26,26,1.27,.203
Ron R Villone,SD,2,3,5.80,38,0,0,0,1,1,45.0,44,31,29,11,1,34,63,1.73,.254
Andres A Berumen,SD,2,3,5.68,37,0,0,0,1,1,44.1,37,29,28,3,3,36,42,1.65,.226
Tim T Fortugno,CWS,1,3,5.59,37,0,0,0,0,0,38.2,30,24,24,7,0,19,24,1.27,.213
Buddy B Groom,FLA,2,5,7.44,37,4,0,0,1,1,55.2,81,47,46,8,2,32,35,2.03,.343
Felipe F Lira,DET,9,13,4.31,37,22,0,0,1,1,146.1,151,74,70,17,8,56,89,1.41,.271
Bruce B Ruffin,COL,0,1,2.12,37,0,0,0,11,11,34.0,26,8,8,1,0,19,23,1.32,.222
Jeff J Russell,TEX,1,0,3.03,37,0,0,0,20,20,32.2,36,12,11,3,0,9,21,1.38,.277
Erik E Schullstrom,MIN,0,0,6.89,37,0,0,0,0,0,47.0,66,36,36,8,1,22,21,1.87,.332
Rudy R Seanez,LA,1,3,6.75,37,0,0,0,3,3,34.2,39,27,26,5,1,18,29,1.64,.285
Bill B Wegman,MIL,5,7,5.35,37,4,0,0,2,2,70.2,89,45,42,14,3,21,50,1.56,.312
Doug D Brocail,HOU,6,4,4.19,36,7,0,0,1,1,77.1,87,40,36,10,4,22,39,1.41,.280
Mike M Christopher,DET,4,0,3.82,36,0,0,0,1,1,61.1,71,28,26,8,2,14,34,1.39,.292
Todd T Van Poppel,OAK,4,8,4.88,36,14,1,0,0,0,138.1,125,77,75,16,4,56,122,1.31,.244
Mike M Mimbs,PHI,9,7,4.15,35,19,2,1,1,1,136.2,127,70,63,10,6,75,93,1.48,.250
Blas B Minor,NYM,4,2,3.66,35,0,0,0,1,1,46.2,44,21,19,6,1,13,43,1.22,.253
Luis L Aquino,SF,0,3,5.10,34,0,0,0,2,2,42.1,57,34,24,6,3,13,26,1.65,.315
Doug D Bochtler,SD,4,4,3.57,34,0,0,0,1,1,45.1,38,18,18,5,0,19,45,1.26,.239
Chris C Nabholz,CHC,0,1,5.40,34,0,0,0,0,0,23.1,22,15,14,4,0,14,21,1.54,.253
Ron R Rightnowar,MIL,2,1,5.40,34,0,0,0,1,1,36.2,35,23,22,3,5,18,22,1.45,.271
Jeff J Tabaka,HOU,1,0,3.23,34,0,0,0,0,0,30.2,27,11,11,2,0,17,25,1.43,.243
Mark M Gubicza,KC,12,14,3.75,33,33,3,2,0,0,213.1,222,97,89,21,6,62,81,1.33,.272
Graeme G Lloyd,MIL,0,5,4.22,33,0,0,0,4,4,32.0,28,15,15,4,0,8,13,1.13,.246
Bob B Mac Donald,NYY,1,1,4.86,33,0,0,0,0,0,46.1,50,25,25,7,1,22,41,1.55,.282
Lance L Painter,COL,3,0,4.37,33,1,0,0,1,1,45.1,55,23,22,9,2,10,36,1.43,.296
Paul P Quantrill,PHI,11,12,4.67,33,29,0,0,0,0,179.1,212,102,93,20,6,44,103,1.43,.295
Steve S Sparks,MIL,9,11,4.63,33,27,3,0,0,0,202.0,210,111,104,17,5,86,96,1.47,.274
Russ R Springer,PHI,1,2,5.29,33,6,0,0,1,1,78.1,82,48,46,16,7,35,70,1.49,.270
Greg G Swindell,HOU,10,9,4.47,33,26,1,1,0,0,153.0,180,86,76,21,2,39,96,1.43,.297
Kevin K Tapani,LA,10,13,4.96,33,31,3,1,0,0,190.2,227,116,105,29,5,48,131,1.44,.295
Ismael I Valdez,LA,13,11,3.05,33,27,6,2,1,1,197.2,168,76,67,17,1,51,150,1.11,.228
Paul P Wagner,PIT,5,16,4.80,33,25,3,1,1,1,165.0,174,96,88,18,7,72,120,1.49,.273
Mike M Williams,PHI,3,3,3.29,33,8,0,0,0,0,87.2,78,37,32,10,3,29,57,1.22,.239
Ricky R Bones,MIL,10,12,4.63,32,31,3,0,0,0,200.1,218,108,103,26,4,83,77,1.50,.281
Scott S Erickson,BAL,13,10,4.81,32,31,7,2,0,0,196.1,213,108,105,18,5,67,106,1.43,.281
Chuck C Finley,CAL,15,12,4.21,32,32,2,1,0,0,203.0,192,106,95,20,7,93,195,1.40,.249
Esteban E Loaiza,PIT,8,9,5.16,32,31,1,0,0,0,172.2,205,115,99,21,5,55,85,1.51,.300
Mike M Mussina,BAL,19,9,3.29,32,32,7,4,0,0,221.2,187,86,81,24,1,50,158,1.07,.226
Anthony A Young,CHC,3,4,3.70,32,1,0,0,2,2,41.1,47,20,17,5,3,14,15,1.48,.288
Kevin K Appier,KC,15,10,3.89,31,31,4,1,0,0,201.1,163,90,87,14,8,80,185,1.21,.221
Andy A Ashby,SD,12,10,2.94,31,31,2,2,0,0,192.2,180,79,63,17,11,62,150,1.26,.253
Andy A Benes,SEA,11,9,4.76,31,31,1,1,0,0,181.2,193,107,96,18,6,78,171,1.49,.271
Chris C Bosio,SEA,10,8,4.92,31,31,0,0,0,0,170.0,211,98,93,18,5,69,85,1.65,.313
Tim T Crabtree,TOR,0,2,3.09,31,0,0,0,0,0,32.0,30,16,11,1,2,13,21,1.34,.240
Rob R Dibble,MIL,1,2,7.18,31,0,0,0,1,1,26.1,16,21,21,2,3,46,26,2.35,.188
Doug D Drabek,HOU,10,9,4.77,31,31,2,1,0,0,185.0,205,104,98,18,8,54,143,1.40,.282
Steve S Frey,PHI,0,4,3.18,31,0,0,0,1,1,28.1,26,14,10,2,1,10,14,1.27,.252
Tom T Gordon,KC,12,12,4.43,31,31,2,0,0,0,189.0,204,110,93,12,4,89,119,1.55,.279
Kevin K Gross,TEX,9,15,5.54,31,30,4,0,0,0,183.2,200,124,113,27,8,89,106,1.57,.280
Joey J Hamilton,SD,6,9,3.08,31,30,2,2,0,0,204.1,189,89,70,17,11,56,123,1.20,.246
Matt M Karchner,CWS,4,2,1.69,31,0,0,0,0,0,32.0,33,8,6,2,1,12,24,1.41,.275
Mark M Langston,CAL,15,7,4.63,31,31,2,1,0,0,200.1,212,109,103,21,3,64,142,1.38,.272
Denny D Neagle,PIT,13,8,3.43,31,31,5,1,0,0,209.2,221,91,80,20,3,45,150,1.27,.273
Roger R Pavlik,TEX,10,10,4.37,31,31,2,1,0,0,191.2,174,96,93,19,4,90,149,1.38,.243
Andy A Pettitte,NYY,12,9,4.17,31,26,3,0,0,0,175.0,183,86,81,15,1,63,114,1.41,.272
Mark M Portugal,CIN,11,10,4.01,31,31,1,0,0,0,181.2,185,91,81,17,4,56,96,1.33,.262
Kevin K Ritz,COL,11,11,4.21,31,28,0,0,2,2,173.1,171,91,81,16,6,65,120,1.36,.259
Kenny K Rogers,TEX,17,7,3.38,31,31,3,1,0,0,208.0,192,87,78,26,2,76,140,1.29,.243
Todd T Stottlemyre,OAK,14,7,4.55,31,31,2,0,0,0,209.2,228,117,106,26,6,80,205,1.47,.276
Mike M Timlin,TOR,4,3,2.14,31,0,0,0,5,5,42.0,38,13,10,1,2,17,36,1.31,.242
Jim J Abbott,CAL,11,8,3.70,30,30,4,1,0,0,197.0,209,93,81,14,2,64,86,1.39,.274
John J Burkett,FLA,14,14,4.30,30,30,4,0,0,0,188.1,208,95,90,22,6,57,126,1.41,.282
Tom T Candiotti,LA,7,14,3.50,30,30,1,1,0,0,190.1,187,93,74,18,9,58,141,1.29,.255
David D Cone,NYY,18,8,3.57,30,30,6,2,0,0,229.1,195,95,91,24,6,88,191,1.23,.228
Jeff J Fassero,MON,13,14,4.33,30,30,1,0,0,0,189.0,207,102,91,15,2,74,164,1.49,.283
Alex A Fernandez,CWS,12,8,3.80,30,30,5,2,0,0,203.2,200,98,86,19,0,65,159,1.30,.255
Kevin K Foster,CHC,12,11,4.51,30,28,0,0,0,0,167.2,149,90,84,32,6,65,146,1.28,.240
Pat P Hentgen,TOR,10,14,5.11,30,30,2,0,0,0,200.2,236,129,114,24,5,90,135,1.62,.290
Ken K Hill,CLE,10,8,4.62,30,29,1,0,0,0,185.0,202,107,95,21,1,77,98,1.51,.279
Randy R Johnson,SEA,18,2,2.48,30,30,6,3,0,0,214.1,159,65,59,12,6,65,294,1.05,.201
Bobby B Jones,NYM,10,10,4.19,30,30,3,1,0,0,195.2,209,107,91,20,7,53,127,1.34,.274
Mark M Leiter,SF,10,12,3.82,30,29,7,1,0,0,195.2,185,91,83,19,17,55,129,1.23,.254
Pedro P Martinez,MON,14,10,3.51,30,30,2,2,0,0,194.2,158,79,76,21,11,66,174,1.15,.227
Ramon R Martinez,LA,17,7,3.66,30,30,4,2,0,0,206.1,176,95,84,19,5,81,138,1.25,.231
Jack J Mc Dowell,NYY,15,10,3.93,30,30,8,2,0,0,217.2,211,106,95,25,5,78,157,1.33,.254
Angel A Miranda,MIL,4,5,5.23,30,10,0,0,1,1,74.0,83,47,43,8,0,49,45,1.78,.291
Shane S Reynolds,HOU,10,11,3.47,30,30,3,2,0,0,189.1,196,87,73,15,2,37,175,1.23,.263
Steve S Trachsel,CHC,7,13,5.15,30,29,2,0,0,0,160.2,174,104,92,25,0,76,117,1.56,.277
Bob B Wells,SEA,4,3,5.75,30,4,0,0,0,0,76.2,88,51,49,11,3,39,38,1.66,.284
Wilson W Alvarez,CWS,8,11,4.32,29,29,3,0,0,0,175.0,171,96,84,21,2,93,118,1.51,.258
Steve S Avery,ATL,7,13,4.67,29,29,3,1,0,0,173.1,165,92,90,22,6,52,141,1.25,.252
Steve S Bedrosian,ATL,1,2,6.11,29,0,0,0,0,0,28.0,40,21,19,6,1,12,22,1.86,.354
Frank F Castillo,CHC,11,10,3.21,29,29,2,2,0,0,188.0,179,75,67,22,6,52,135,1.23,.248
Tom T Glavine,ATL,16,7,3.08,29,29,3,1,0,0,198.2,182,76,68,9,5,66,127,1.25,.246
Erik E Hanson,BOS,15,5,4.24,29,29,1,1,0,0,186.2,187,94,88,17,1,59,139,1.32,.258
Kent K Mercker,ATL,7,8,4.15,29,26,0,0,0,0,143.0,140,73,66,16,3,61,102,1.41,.258
Dave D Mlicki,NYM,9,7,4.26,29,25,0,0,0,0,160.2,160,82,76,23,4,54,123,1.33,.256
Terry T Mulholland,SF,5,13,5.80,29,24,2,0,0,0,149.0,190,112,96,25,4,38,65,1.53,.313
Charles C Nagy,CLE,16,6,4.55,29,29,2,1,0,0,178.0,194,95,90,20,6,61,139,1.43,.278
Jaime J Navarro,CHC,14,6,3.28,29,29,1,1,0,0,200.1,194,79,73,19,3,56,128,1.25,.251
Brad B Radke,MIN,11,14,5.32,29,28,2,1,0,0,181.0,195,112,107,32,4,47,75,1.34,.275
Pete P Schourek,CIN,18,7,3.22,29,29,2,0,0,0,190.1,158,72,68,17,8,45,160,1.07,.228
John J Smoltz,ATL,12,7,3.18,29,29,2,1,0,0,192.2,166,76,68,15,4,72,193,1.24,.232
Fernando F Valenzuela,SD,8,3,4.98,29,15,0,0,0,0,90.1,101,53,50,16,0,34,57,1.49,.289
David D Wells,CIN,16,8,3.24,29,29,6,0,0,0,203.0,194,88,73,23,2,53,133,1.22,.251
Kevin K Wickander,MIL,0,0,1.93,29,0,0,0,1,1,23.1,19,6,5,1,1,12,11,1.33,.229
Bobby B Witt,TEX,5,11,4.13,29,29,2,0,0,0,172.0,185,87,79,12,3,68,141,1.47,.278
Joe J Ausanio,NYY,2,0,5.73,28,0,0,0,1,1,37.2,42,24,24,9,0,23,36,1.73,.286
Tim T Belcher,SEA,10,12,4.52,28,28,1,0,0,0,179.1,188,101,90,19,5,88,96,1.54,.269
Sean S Bergman,DET,7,10,5.12,28,28,1,1,0,0,135.1,169,95,77,19,4,67,86,1.74,.307
Terry T Burrows,TEX,2,2,6.45,28,3,0,0,1,1,44.2,60,37,32,11,2,19,22,1.77,.323
Omar O Daal,LA,4,0,7.20,28,0,0,0,0,0,20.0,29,16,16,1,1,15,11,2.20,.354
Al A Leiter,TOR,11,11,3.64,28,28,2,1,0,0,183.0,162,80,74,15,6,108,153,1.48,.238
Derek D Lilliquist,BOS,2,1,6.26,28,0,0,0,0,0,23.0,27,17,16,7,0,9,9,1.57,.303
Greg G Maddux,ATL,19,2,1.63,28,28,10,3,0,0,209.2,147,39,38,8,4,23,181,0.81,.197
Mike M Magnante,KC,1,1,4.23,28,0,0,0,0,0,44.2,45,23,21,6,2,16,28,1.37,.268
Dennis D Martinez,CLE,12,5,3.08,28,28,3,2,0,0,187.0,174,71,64,17,12,46,99,1.18,.247
Mike M Mohler,OAK,1,1,3.04,28,0,0,0,1,1,23.2,16,8,8,0,0,18,15,1.44,.198
Hideo H Nomo,LA,13,6,2.54,28,28,4,3,0,0,191.1,124,63,54,14,5,78,236,1.06,.182
Carlos C Perez,MON,10,8,3.69,28,23,2,1,0,0,141.1,142,61,58,18,5,28,106,1.20,.257
Tim T Pugh,CIN,6,5,3.84,28,12,0,0,0,0,98.1,100,46,42,13,1,32,38,1.34,.267
Pat P Rapp,FLA,14,7,3.44,28,28,3,2,0,0,167.1,158,72,64,10,7,76,102,1.40,.253
Ken K Ryan,BOS,0,4,4.96,28,0,0,0,7,7,32.2,34,20,18,4,1,24,34,1.78,.268
Scott S Service,SF,3,1,3.19,28,0,0,0,0,0,31.0,18,11,11,4,2,20,30,1.23,.176
John J Smiley,CIN,12,5,3.46,28,27,1,0,0,0,176.2,173,72,68,11,4,39,124,1.20,.263
David D Weathers,FLA,4,5,5.98,28,15,0,0,0,0,90.1,104,68,60,8,5,52,60,1.73,.295
Jason J Bere,CWS,8,15,7.19,27,27,1,0,0,0,137.2,151,120,110,21,6,106,110,1.87,.277
