date,homeTeam,visitingTeam,scoreDifference,gamesPlayedInSeason
19900528,Pittsburgh Pirates,Los Angeles Dodgers,1,44,45
19900529,Chicago White Sox,New York Yankees,1,42,43
19900529,Kansas City Royals,Detroit Tigers,2,44,48
19900529,Minnesota Twins,Baltimore Orioles,-4,45,46
19900529,Oakland Athletics,Toronto Blue Jays,-1,44,48
19900529,Seattle Mariners,Milwaukee Brewers,-2,48,43
19900529,Texas Rangers,Boston Red Sox,-1,46,44
19900529,Chicago Cubs,San Francisco Giants,-4,46,46
19900529,Cincinnati Reds,New York Mets,1,41,43
19900529,Houston Astros,St. Louis Cardinals,-1,45,46
19900529,Pittsburgh Pirates,Los Angeles Dodgers,4,45,46
19900530,Chicago White Sox,New York Yankees,3,43,44
19900530,Kansas City Royals,Detroit Tigers,1,45,49
19900530,Minnesota Twins,Baltimore Orioles,9,46,47
19900530,Oakland Athletics,Toronto Blue Jays,3,45,49
19900530,Seattle Mariners,Milwaukee Brewers,1,49,44
19900530,Texas Rangers,Boston Red Sox,1,47,45
19900530,Chicago Cubs,San Francisco Giants,-3,47,47
19900530,Houston Astros,St. Louis Cardinals,1,46,47
19900530,Philadelphia Phillies,San Diego Padres,-5,44,45
19900530,Pittsburgh Pirates,Los Angeles Dodgers,2,46,47
19900531,Chicago White Sox,Minnesota Twins,-1,44,47
19900531,Kansas City Royals,Oakland Athletics,-2,46,46
19900531,Los Angeles Dodgers,Cincinnati Reds,1,48,42
19900531,San Diego Padres,Atlanta Braves,1,46,44
19900531,San Francisco Giants,Houston Astros,-2,48,47
19900601,Chicago White Sox,Minnesota Twins,1,45,48
19900601,Cleveland Indians,Boston Red Sox,-1,46,46
19900601,Kansas City Royals,Oakland Athletics,-1,47,47
19900601,New York Yankees,Baltimore Orioles,1,45,48
19900601,Seattle Mariners,Detroit Tigers,-2,50,50
19900601,Toronto Blue Jays,Milwaukee Brewers,-6,50,45
19900601,Los Angeles Dodgers,Cincinnati Reds,-3,49,43
19900601,Philadelphia Phillies,New York Mets,-4,45,44
19900601,San Diego Padres,Atlanta Braves,-5,47,45
19900601,San Francisco Giants,Houston Astros,1,49,48
19900601,St. Louis Cardinals,Chicago Cubs,2,48,48
19900602,Chicago White Sox,Minnesota Twins,-1,46,49
19900602,Cleveland Indians,Boston Red Sox,2,47,47
19900602,Kansas City Royals,Oakland Athletics,6,48,48
19900602,New York Yankees,Baltimore Orioles,-2,46,49
19900602,Seattle Mariners,Detroit Tigers,2,51,51
19900602,Toronto Blue Jays,Milwaukee Brewers,-1,51,46
19900602,Los Angeles Dodgers,Cincinnati Reds,-5,50,44
19900602,Philadelphia Phillies,New York Mets,1,46,45
19900602,San Diego Padres,Atlanta Braves,9,48,46
19900602,San Francisco Giants,Houston Astros,1,50,49
19900602,St. Louis Cardinals,Chicago Cubs,-1,49,49
19900603,Chicago White Sox,Minnesota Twins,3,47,50
19900603,Cleveland Indians,Boston Red Sox,-6,48,48
19900603,Kansas City Royals,Oakland Athletics,6,49,49
19900603,New York Yankees,Baltimore Orioles,-1,47,50
19900603,Seattle Mariners,Detroit Tigers,-2,52,52
19900603,Toronto Blue Jays,Milwaukee Brewers,3,52,47
19900603,Los Angeles Dodgers,Cincinnati Reds,-2,51,45
19900603,Philadelphia Phillies,New York Mets,5,47,46
19900603,San Diego Padres,Atlanta Braves,-2,49,47
19900603,San Francisco Giants,Houston Astros,4,51,50
19900603,St. Louis Cardinals,Chicago Cubs,3,50,50
19900604,Boston Red Sox,New York Yankees,2,49,48
19900604,Milwaukee Brewers,Baltimore Orioles,-2,48,51
19900604,Los Angeles Dodgers,Atlanta Braves,6,52,48
19900604,Pittsburgh Pirates,Chicago Cubs,4,50,51
19900604,San Diego Padres,Houston Astros,8,50,51
19900604,San Francisco Giants,Cincinnati Reds,9,52,46
19900604,St. Louis Cardinals,Philadelphia Phillies,1,51,48
19900605,Boston Red Sox,New York Yankees,1,50,49
19900605,Chicago White Sox,Seattle Mariners,-4,48,53
19900605,Cleveland Indians,Detroit Tigers,-4,49,53
19900605,Milwaukee Brewers,Baltimore Orioles,2,49,52
19900605,Texas Rangers,Oakland Athletics,-3,52,50
19900605,Toronto Blue Jays,Minnesota Twins,4,53,51
19900605,Los Angeles Dodgers,Atlanta Braves,-2,53,49
19900605,Pittsburgh Pirates,Chicago Cubs,1,51,52
19900605,San Diego Padres,Houston Astros,9,51,52
19900605,San Francisco Giants,Cincinnati Reds,5,53,47
19900605,St. Louis Cardinals,Philadelphia Phillies,-3,52,49
19900606,Boston Red Sox,New York Yankees,3,51,50
19900606,Chicago White Sox,Seattle Mariners,5,49,54
19900606,Cleveland Indians,Detroit Tigers,-2,50,54
19900606,Milwaukee Brewers,Baltimore Orioles,-1,50,53
19900606,Texas Rangers,Oakland Athletics,-1,53,51
19900606,Toronto Blue Jays,Minnesota Twins,-7,54,52
19900606,Los Angeles Dodgers,Atlanta Braves,2,54,50
19900606,Pittsburgh Pirates,Chicago Cubs,5,52,53
19900606,San Diego Padres,Houston Astros,1,52,53
19900606,San Francisco Giants,Cincinnati Reds,1,54,48
19900606,St. Louis Cardinals,Philadelphia Phillies,1,53,50
19900607,Boston Red Sox,New York Yankees,3,52,51
19900607,Chicago White Sox,Seattle Mariners,-1,50,55
19900607,Cleveland Indians,Detroit Tigers,-8,51,55
19900607,Milwaukee Brewers,Baltimore Orioles,-3,51,54
19900607,Texas Rangers,Oakland Athletics,2,54,52
19900607,Toronto Blue Jays,Minnesota Twins,7,55,53
19900607,Chicago Cubs,Philadelphia Phillies,-2,54,51
19900607,Houston Astros,Cincinnati Reds,-5,54,49
19900607,New York Mets,Pittsburgh Pirates,-1,50,53
19900608,Baltimore Orioles,New York Yankees,1,55,52
19900608,Boston Red Sox,Cleveland Indians,1,53,52
19900608,Detroit Tigers,Seattle Mariners,-3,56,56
19900608,Detroit Tigers,Seattle Mariners,3,57,57
19900608,Milwaukee Brewers,Toronto Blue Jays,-6,52,56
19900608,Minnesota Twins,Chicago White Sox,-1,54,51
19900608,Oakland Athletics,Kansas City Royals,2,53,53
19900608,Atlanta Braves,San Francisco Giants,-15,51,55
19900608,Chicago Cubs,Philadelphia Phillies,13,55,52
19900608,Houston Astros,Cincinnati Reds,2,55,50
19900608,New York Mets,Pittsburgh Pirates,6,51,54
19900608,San Diego Padres,Los Angeles Dodgers,6,53,55
19900609,Baltimore Orioles,New York Yankees,9,56,53
19900609,Boston Red Sox,Cleveland Indians,5,54,53
19900609,Detroit Tigers,Seattle Mariners,-3,58,58
19900609,Milwaukee Brewers,Toronto Blue Jays,-4,53,57
19900609,Minnesota Twins,Chicago White Sox,-2,55,52
19900609,Oakland Athletics,Kansas City Royals,5,54,54
19900609,Atlanta Braves,San Francisco Giants,2,52,56
19900609,Chicago Cubs,Philadelphia Phillies,1,56,53
19900609,Houston Astros,Cincinnati Reds,3,56,51
19900609,New York Mets,Pittsburgh Pirates,6,52,55
19900609,San Diego Padres,Los Angeles Dodgers,-1,54,56
19900610,Baltimore Orioles,New York Yankees,-3,57,54
19900610,Boston Red Sox,Cleveland Indians,-4,55,54
19900610,Detroit Tigers,Seattle Mariners,1,59,59
19900610,Milwaukee Brewers,Toronto Blue Jays,-8,54,58
19900610,Minnesota Twins,Chicago White Sox,-2,56,53
19900610,Oakland Athletics,Kansas City Royals,1,55,55
19900610,Atlanta Braves,San Francisco Giants,-6,53,57
19900610,Chicago Cubs,Philadelphia Phillies,4,57,54
19900610,Houston Astros,Cincinnati Reds,2,57,52
19900610,New York Mets,Pittsburgh Pirates,5,53,56
19900610,San Diego Padres,Los Angeles Dodgers,1,55,57
19900611,Boston Red Sox,Cleveland Indians,-1,56,55
19900611,Milwaukee Brewers,Toronto Blue Jays,3,55,59
19900611,Oakland Athletics,Texas Rangers,-5,56,58
19900611,Seattle Mariners,Chicago White Sox,-2,60,54
19900611,Atlanta Braves,San Francisco Giants,-5,54,58
19900611,Chicago Cubs,New York Mets,3,58,54
19900611,Houston Astros,Los Angeles Dodgers,2,58,58
19900611,St. Louis Cardinals,Pittsburgh Pirates,-1,58,57
19900612,Baltimore Orioles,Milwaukee Brewers,1,58,56
19900612,Detroit Tigers,Cleveland Indians,-4,60,56
19900612,Minnesota Twins,Toronto Blue Jays,-1,57,60
19900612,New York Yankees,Boston Red Sox,1,55,57
19900612,Oakland Athletics,Texas Rangers,-1,57,59
19900612,Seattle Mariners,Chicago White Sox,3,61,55
19900612,Chicago Cubs,New York Mets,-11,59,55
19900612,Cincinnati Reds,Atlanta Braves,-5,53,55
19900612,Cincinnati Reds,Atlanta Braves,-1,54,56
19900612,Houston Astros,Los Angeles Dodgers,1,59,59
19900612,San Diego Padres,San Francisco Giants,-5,56,59
19900612,St. Louis Cardinals,Pittsburgh Pirates,-3,59,58
19900613,Baltimore Orioles,Milwaukee Brewers,-5,59,57
19900613,Detroit Tigers,Cleveland Indians,1,61,57
19900613,Minnesota Twins,Toronto Blue Jays,-9,58,61
19900613,New York Yankees,Boston Red Sox,-3,56,58
19900613,Oakland Athletics,Texas Rangers,1,58,60
19900613,Seattle Mariners,Chicago White Sox,-9,62,56
19900613,Chicago Cubs,New York Mets,-5,60,56
19900613,Chicago Cubs,New York Mets,-3,61,57
19900613,Cincinnati Reds,Atlanta Braves,9,55,57
19900613,Houston Astros,Los Angeles Dodgers,4,60,60
19900613,San Diego Padres,San Francisco Giants,-6,57,60
19900613,St. Louis Cardinals,Pittsburgh Pirates,-1,60,59
19900614,Baltimore Orioles,Milwaukee Brewers,-3,60,58
19900614,Chicago White Sox,Oakland Athletics,1,57,59
19900614,Detroit Tigers,Cleveland Indians,4,62,58
19900614,Minnesota Twins,Toronto Blue Jays,-6,59,62
19900614,New York Yankees,Boston Red Sox,2,57,59
19900614,Seattle Mariners,Texas Rangers,1,63,61
19900614,Cincinnati Reds,Atlanta Braves,1,56,58
19900614,San Diego Padres,San Francisco Giants,-4,58,61
19900615,Baltimore Orioles,Boston Red Sox,-1,61,60
19900615,Chicago White Sox,Oakland Athletics,-1,58,60
19900615,Cleveland Indians,Milwaukee Brewers,2,59,59
19900615,Kansas City Royals,Minnesota Twins,4,59,60
19900615,New York Yankees,Toronto Blue Jays,-1,58,63
19900615,Seattle Mariners,Texas Rangers,-1,64,62
19900615,Cincinnati Reds,Houston Astros,3,57,61
19900615,Los Angeles Dodgers,San Diego Padres,-2,61,59
19900615,Philadelphia Phillies,Chicago Cubs,1,59,62
19900615,Philadelphia Phillies,Chicago Cubs,7,60,63
19900615,Pittsburgh Pirates,New York Mets,-2,60,58
19900615,San Francisco Giants,Atlanta Braves,6,62,59
19900616,Baltimore Orioles,Boston Red Sox,-3,62,61
19900616,Chicago White Sox,Oakland Athletics,-9,59,61
19900616,Cleveland Indians,Milwaukee Brewers,1,60,60
19900616,Kansas City Royals,Minnesota Twins,2,60,61
19900616,New York Yankees,Toronto Blue Jays,-1,59,64
19900616,Seattle Mariners,Texas Rangers,5,65,63
19900616,Cincinnati Reds,Houston Astros,4,58,62
19900616,Los Angeles Dodgers,San Diego Padres,3,62,60
19900616,Philadelphia Phillies,Chicago Cubs,1,61,64
19900616,Pittsburgh Pirates,New York Mets,5,61,59
19900616,San Francisco Giants,Atlanta Braves,7,63,60
19900617,Baltimore Orioles,Boston Red Sox,-1,63,62
19900617,Chicago White Sox,Oakland Athletics,-3,60,62
19900617,Cleveland Indians,Milwaukee Brewers,8,61,61
19900617,Kansas City Royals,Minnesota Twins,-3,61,62
19900617,New York Yankees,Toronto Blue Jays,-7,60,65
19900617,Seattle Mariners,Texas Rangers,3,66,64
19900617,Cincinnati Reds,Houston Astros,6,59,63
19900617,Los Angeles Dodgers,San Diego Padres,3,63,61
19900617,Philadelphia Phillies,Chicago Cubs,-2,62,65
19900617,Pittsburgh Pirates,New York Mets,-1,62,60
19900617,San Francisco Giants,Atlanta Braves,2,64,61
19900618,Baltimore Orioles,Boston Red Sox,5,64,63
19900618,Detroit Tigers,Oakland Athletics,5,66,63
19900618,Kansas City Royals,Seattle Mariners,4,62,67
19900618,Milwaukee Brewers,New York Yankees,2,62,61
19900618,Texas Rangers,Minnesota Twins,6,65,63
19900618,Los Angeles Dodgers,Houston Astros,3,64,64
19900618,San Francisco Giants,San Diego Padres,1,65,62
19900619,Cleveland Indians,Baltimore Orioles,1,62,65
19900619,Detroit Tigers,Oakland Athletics,1,67,64
19900619,Kansas City Royals,Seattle Mariners,1,63,68
19900619,Milwaukee Brewers,New York Yankees,-4,63,62
19900619,Texas Rangers,Minnesota Twins,1,66,64
19900619,Toronto Blue Jays,Boston Red Sox,-2,66,64
19900619,Atlanta Braves,Cincinnati Reds,-2,62,60
19900619,Atlanta Braves,Cincinnati Reds,3,63,61
19900619,Los Angeles Dodgers,Houston Astros,4,65,65
19900619,New York Mets,St. Louis Cardinals,6,61,65
19900619,Philadelphia Phillies,Pittsburgh Pirates,1,63,63
19900619,San Francisco Giants,San Diego Padres,-1,66,63
19900620,Cleveland Indians,Baltimore Orioles,-2,63,66
19900620,Detroit Tigers,Oakland Athletics,-5,68,65
19900620,Kansas City Royals,Seattle Mariners,-1,64,69
19900620,Milwaukee Brewers,New York Yankees,-1,64,63
19900620,Texas Rangers,Minnesota Twins,8,67,65
19900620,Toronto Blue Jays,Boston Red Sox,11,67,65
19900620,Atlanta Braves,Cincinnati Reds,-1,64,62
19900620,Los Angeles Dodgers,Houston Astros,1,66,66
19900620,New York Mets,St. Louis Cardinals,3,62,66
19900620,Philadelphia Phillies,Pittsburgh Pirates,5,64,64
19900620,San Francisco Giants,San Diego Padres,-1,67,64
19900621,Cleveland Indians,Baltimore Orioles,1,64,67
19900621,Minnesota Twins,Kansas City Royals,-10,66,65
19900621,Toronto Blue Jays,New York Yankees,-1,68,64
19900621,Atlanta Braves,Cincinnati Reds,1,65,63
19900622,Boston Red Sox,Baltimore Orioles,1,66,68
19900622,Milwaukee Brewers,Cleveland Indians,2,65,65
19900622,Minnesota Twins,Kansas City Royals,1,67,66
19900622,Oakland Athletics,Chicago White Sox,-5,66,64
19900622,Texas Rangers,Seattle Mariners,3,68,70
19900622,Toronto Blue Jays,New York Yankees,-1,69,65
19900622,Chicago Cubs,St. Louis Cardinals,-7,69,67
19900622,Cincinnati Reds,Los Angeles Dodgers,-1,64,67
19900622,Houston Astros,San Francisco Giants,-1,67,68
19900622,New York Mets,Philadelphia Phillies,4,63,65
19900623,Boston Red Sox,Baltimore Orioles,1,67,69
19900623,Milwaukee Brewers,Cleveland Indians,10,66,66
19900623,Minnesota Twins,Kansas City Royals,4,68,67
19900623,Oakland Athletics,Chicago White Sox,-2,67,65
19900623,Texas Rangers,Seattle Mariners,-2,69,71
19900623,Toronto Blue Jays,New York Yankees,4,70,66
19900623,Atlanta Braves,San Diego Padres,-2,66,65
19900623,Chicago Cubs,St. Louis Cardinals,-1,70,68
19900623,Cincinnati Reds,Los Angeles Dodgers,5,65,68
19900623,Houston Astros,San Francisco Giants,2,68,69
19900623,New York Mets,Philadelphia Phillies,3,64,66
19900624,Boston Red Sox,Baltimore Orioles,2,68,70
19900624,Milwaukee Brewers,Cleveland Indians,-4,67,67
19900624,Minnesota Twins,Kansas City Royals,-9,69,68
19900624,Oakland Athletics,Chicago White Sox,-1,68,66
19900624,Texas Rangers,Seattle Mariners,-6,70,72
19900624,Toronto Blue Jays,New York Yankees,5,71,67
19900624,Atlanta Braves,San Diego Padres,1,67,66
19900624,Chicago Cubs,St. Louis Cardinals,1,71,69
19900624,Cincinnati Reds,Los Angeles Dodgers,4,66,69
19900624,Houston Astros,San Francisco Giants,6,69,70
19900624,New York Mets,Philadelphia Phillies,1,65,67
19900625,Boston Red Sox,Toronto Blue Jays,2,69,72
19900625,Milwaukee Brewers,Cleveland Indians,-5,68,68
19900625,Minnesota Twins,Texas Rangers,8,70,71
19900625,Oakland Athletics,Detroit Tigers,1,69,73
19900625,Atlanta Braves,Los Angeles Dodgers,-3,68,70
19900625,Cincinnati Reds,San Francisco Giants,3,67,71
19900625,Houston Astros,San Diego Padres,2,70,67
19900625,Pittsburgh Pirates,Philadelphia Phillies,5,68,68
19900625,St. Louis Cardinals,New York Mets,-1,70,66
19900626,Baltimore Orioles,Cleveland Indians,-2,71,69
19900626,Boston Red Sox,Toronto Blue Jays,3,70,73
19900626,Minnesota Twins,Texas Rangers,1,71,72
19900626,New York Yankees,Milwaukee Brewers,6,68,69
19900626,Oakland Athletics,Detroit Tigers,1,70,74
19900626,Seattle Mariners,Kansas City Royals,-3,73,69
19900626,Atlanta Braves,Los Angeles Dodgers,2,69,71
19900626,Cincinnati Reds,San Francisco Giants,1,68,72
19900626,Houston Astros,San Diego Padres,-7,71,68
19900626,Pittsburgh Pirates,Philadelphia Phillies,1,69,69
19900626,St. Louis Cardinals,New York Mets,-2,71,67
19900627,Baltimore Orioles,Cleveland Indians,3,72,70
19900627,Boston Red Sox,Toronto Blue Jays,4,71,74
19900627,Minnesota Twins,Texas Rangers,-7,72,73
19900627,New York Yankees,Milwaukee Brewers,-1,69,70
19900627,Oakland Athletics,Detroit Tigers,-1,71,75
19900627,Seattle Mariners,Kansas City Royals,1,74,70
19900627,Atlanta Braves,Los Angeles Dodgers,4,70,72
19900627,Cincinnati Reds,San Francisco Giants,-5,69,73
19900627,Houston Astros,San Diego Padres,8,72,69
19900627,Pittsburgh Pirates,Philadelphia Phillies,2,70,70
19900627,St. Louis Cardinals,New York Mets,-3,72,68
19900628,Baltimore Orioles,Cleveland Indians,-3,73,71
19900628,Boston Red Sox,Toronto Blue Jays,1,72,75
19900628,Minnesota Twins,Texas Rangers,-2,73,74
19900628,New York Yankees,Milwaukee Brewers,1,70,71
19900628,Seattle Mariners,Kansas City Royals,2,75,71
19900628,Houston Astros,San Diego Padres,1,73,70
19900628,New York Mets,Cincinnati Reds,1,69,70
19900628,St. Louis Cardinals,Pittsburgh Pirates,4,73,71
19900629,Boston Red Sox,Texas Rangers,-1,73,75
19900629,Chicago White Sox,New York Yankees,1,70,71
19900629,Kansas City Royals,Detroit Tigers,1,72,76
19900629,Minnesota Twins,Baltimore Orioles,-4,74,74
19900629,Seattle Mariners,Milwaukee Brewers,2,76,72
19900629,Toronto Blue Jays,Oakland Athletics,-5,76,72
19900629,Los Angeles Dodgers,St. Louis Cardinals,6,73,74
19900629,New York Mets,Cincinnati Reds,2,70,71
19900629,Philadelphia Phillies,Houston Astros,2,71,74
19900629,San Diego Padres,Chicago Cubs,-1,71,76
19900629,San Francisco Giants,Pittsburgh Pirates,4,74,72
19900630,Boston Red Sox,Texas Rangers,-1,74,76
19900630,Chicago White Sox,New York Yankees,-3,71,72
19900630,Kansas City Royals,Detroit Tigers,-2,73,77
19900630,Minnesota Twins,Baltimore Orioles,-6,75,75
19900630,Seattle Mariners,Milwaukee Brewers,4,77,73
19900630,Toronto Blue Jays,Oakland Athletics,-5,77,73
19900630,Los Angeles Dodgers,St. Louis Cardinals,-1,74,75
19900630,New York Mets,Cincinnati Reds,-3,71,72
19900630,Philadelphia Phillies,Houston Astros,-5,72,75
19900630,San Diego Padres,Chicago Cubs,-4,72,77
19900630,San Francisco Giants,Pittsburgh Pirates,-1,75,73
19900701,Boston Red Sox,Texas Rangers,11,75,77
19900701,Chicago White Sox,New York Yankees,4,72,73
19900701,Kansas City Royals,Detroit Tigers,-5,74,78
19900701,Minnesota Twins,Baltimore Orioles,1,76,76
19900701,Seattle Mariners,Milwaukee Brewers,1,78,74
19900701,Toronto Blue Jays,Oakland Athletics,1,78,74
19900701,Los Angeles Dodgers,St. Louis Cardinals,-1,75,76
19900701,New York Mets,Cincinnati Reds,1,72,73
19900701,Philadelphia Phillies,Houston Astros,4,73,76
19900701,San Diego Padres,Chicago Cubs,-1,73,78
19900701,San Francisco Giants,Pittsburgh Pirates,-3,76,74
19900702,Boston Red Sox,Texas Rangers,1,76,78
19900702,Chicago White Sox,Detroit Tigers,1,73,79
19900702,Kansas City Royals,New York Yankees,6,75,74
19900702,Toronto Blue Jays,Oakland Athletics,-1,79,75
19900702,Los Angeles Dodgers,Chicago Cubs,2,76,79
19900702,Philadelphia Phillies,Houston Astros,4,74,77
19900702,San Diego Padres,Pittsburgh Pirates,-1,74,75
19900702,San Francisco Giants,St. Louis Cardinals,1,77,77
19900703,Chicago White Sox,Detroit Tigers,-6,74,80
19900703,Cleveland Indians,Seattle Mariners,5,76,79
19900703,Kansas City Royals,New York Yankees,5,76,75
19900703,Milwaukee Brewers,Oakland Athletics,-5,75,76
19900703,Minnesota Twins,Boston Red Sox,4,77,77
19900703,Texas Rangers,Baltimore Orioles,5,79,77
19900703,Los Angeles Dodgers,Chicago Cubs,1,77,80
19900703,New York Mets,Houston Astros,12,73,78
19900703,Philadelphia Phillies,Atlanta Braves,4,75,75
19900703,San Diego Padres,Pittsburgh Pirates,-2,75,76
19900703,San Francisco Giants,St. Louis Cardinals,4,78,78
19900704,Chicago White Sox,Detroit Tigers,-3,75,81
19900704,Cleveland Indians,Seattle Mariners,-1,77,80
19900704,Kansas City Royals,New York Yankees,7,77,76
19900704,Milwaukee Brewers,Oakland Athletics,6,76,77
19900704,Minnesota Twins,Boston Red Sox,-1,78,78
19900704,Texas Rangers,Baltimore Orioles,-5,80,78
19900704,Los Angeles Dodgers,Chicago Cubs,-2,78,81
19900704,New York Mets,Houston Astros,3,74,79
19900704,Philadelphia Phillies,Atlanta Braves,-3,76,76
19900704,San Diego Padres,Pittsburgh Pirates,1,76,77
19900704,San Francisco Giants,St. Louis Cardinals,7,79,79
19900705,Cleveland Indians,Seattle Mariners,-3,78,81
19900705,Detroit Tigers,Kansas City Royals,-12,82,78
19900705,Milwaukee Brewers,Oakland Athletics,1,77,78
19900705,Minnesota Twins,Boston Red Sox,3,79,79
19900705,Texas Rangers,Baltimore Orioles,1,81,79
19900705,Atlanta Braves,New York Mets,-1,77,75
19900705,Los Angeles Dodgers,Pittsburgh Pirates,-3,79,78
19900705,Philadelphia Phillies,Cincinnati Reds,-7,77,76
19900705,San Diego Padres,St. Louis Cardinals,-3,77,80
19900706,Chicago White Sox,Baltimore Orioles,2,76,80
19900706,Cleveland Indians,Oakland Athletics,5,79,79
19900706,Cleveland Indians,Oakland Athletics,-11,80,80
19900706,Detroit Tigers,Kansas City Royals,4,83,79
19900706,New York Yankees,Minnesota Twins,-2,77,80
19900706,New York Yankees,Minnesota Twins,2,78,81
19900706,Texas Rangers,Boston Red Sox,4,82,80
19900706,Toronto Blue Jays,Seattle Mariners,1,83,82
19900706,Atlanta Braves,New York Mets,-3,78,76
