PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
Greg G Dobbs,PHI,97,154,15,38,6,0,5,20,11,29,1,0,.247,.296,.383,.679
Wladimir W Balentien L,CIN,96,265,30,62,17,1,7,24,28,70,2,1,.234,.305,.385,.690
Omir O Santos,NYM,96,281,28,73,14,1,7,40,15,44,0,0,.260,.296,.391,.688
Matt M Wieters,BAL,96,354,35,102,15,1,9,43,28,86,0,0,.288,.340,.412,.753
Greg G Norton,ATL,95,76,3,11,2,0,0,7,20,20,0,0,.145,.330,.171,.501
Will W Venable R,SD,95,293,38,75,14,2,12,38,25,89,6,1,.256,.323,.440,.763
Travis T Hafner D,CLE,94,338,46,92,19,0,16,49,41,67,0,0,.272,.355,.470,.826
Jayson J Nix,CWS,94,255,36,57,11,0,12,32,28,64,10,2,.224,.308,.408,.716
Jamey J Carroll,CLE,93,315,53,87,10,2,2,26,36,63,4,2,.276,.355,.340,.695
Eric E Hinske R,NYY,93,190,31,46,12,0,8,25,27,52,1,0,.242,.348,.432,.780
Chris C Iannetta,COL,93,289,41,66,15,2,16,52,43,75,0,1,.228,.344,.460,.804
Luis Antonio L Rodriguez S,SD,93,208,18,42,6,0,2,16,37,23,1,0,.202,.319,.260,.578
Ramon R Santiago S,DET,93,262,29,70,6,2,7,35,17,57,1,2,.267,.318,.385,.704
Brett B Carroll R,FLA,92,141,18,33,8,2,3,18,11,33,0,0,.234,.306,.383,.689
Josh J Bard,WSH,90,274,20,63,18,0,6,31,24,50,0,1,.230,.293,.361,.655
Joe J Crede,MIN,90,333,42,75,16,1,15,48,29,56,0,0,.225,.289,.414,.703
Ryan R Hanigan,CIN,90,251,22,66,6,1,3,11,37,31,0,0,.263,.361,.331,.692
Paul P Janish S,CIN,90,256,36,54,21,0,1,16,26,40,2,0,.211,.296,.305,.601
Gregg G Zaun,TB,90,262,34,68,17,0,8,27,31,48,0,2,.260,.345,.416,.761
Carlos C González Gonzalez L,COL,89,278,53,79,14,7,13,29,28,70,16,4,.284,.353,.525,.878
Josh J Hamilton C,TEX,89,336,43,90,19,2,10,54,24,79,8,3,.268,.315,.426,.741
Kelly K Shoppach,CLE,89,271,33,58,14,0,12,40,33,98,0,0,.214,.335,.399,.734
Chris C Coste,HOU,88,205,15,46,13,0,2,18,22,55,0,0,.224,.301,.317,.618
Julio J Lugo,STL,88,257,40,72,13,5,3,21,29,45,9,0,.280,.352,.405,.756
Angel A Pagán Pagan C,NYM,88,343,54,105,22,11,6,32,25,56,14,7,.306,.350,.487,.837
Chris C Duncan L,STL,87,260,25,59,15,2,5,32,41,67,0,1,.227,.329,.358,.687
Adam A Rosales,CIN,87,230,23,49,10,1,4,19,26,46,1,2,.213,.303,.317,.620
Marcus M Thames D,DET,87,258,33,65,11,1,13,36,29,72,0,2,.252,.323,.453,.777
Brian B Anderson R,BOS,86,202,32,49,9,0,4,18,23,54,3,6,.243,.328,.347,.674
Edwin E Encarnación,TOR,85,293,35,66,11,2,13,39,37,67,2,1,.225,.320,.410,.729
Eric E Byrnes L,ARI,84,239,26,54,14,1,8,31,12,30,9,3,.226,.270,.393,.663
Jeff J Mathis,LAA,84,237,26,50,8,0,5,28,22,73,2,3,.211,.288,.308,.596
Jarrod J Saltalamacchia,TEX,84,283,34,66,12,0,9,34,22,97,0,2,.233,.290,.371,.661
Eugenio E Velez L,SF,84,285,40,76,13,5,5,31,16,55,11,5,.267,.308,.400,.708
Dewayne D Wise C,CWS,84,142,17,32,8,3,2,11,3,27,4,5,.225,.262,.366,.628
Koyie K Hill,CHC,83,253,26,60,12,2,2,24,27,78,0,0,.237,.312,.324,.636
Peter P Moylan,ATL,83,3,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
Alex A Cora S,NYM,82,271,31,68,11,1,1,18,25,28,8,3,.251,.320,.310,.630
Pedro P Feliciano,NYM,82,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000
Jake J Fox,CHC,82,216,23,56,12,0,11,44,14,47,0,0,.259,.311,.468,.779
Edgar E Gonzalez,SD,82,153,16,33,8,2,4,18,11,36,1,2,.216,.278,.373,.651
Andruw A Jones D,TEX,82,281,43,60,18,0,17,43,45,72,5,1,.214,.323,.459,.782
Garrett G Jones R,PIT,82,314,45,92,21,1,21,44,40,76,10,2,.293,.372,.567,.938
Aramis A Ramirez,CHC,82,306,46,97,14,1,15,65,28,43,2,1,.317,.389,.516,.905
Jeff J Baker,CHC,81,226,27,65,15,2,4,24,18,53,1,0,.288,.343,.425,.768
Carlos C Beltrán Beltran,NYM,81,308,50,100,22,1,10,48,47,43,11,1,.325,.415,.500,.915
Carlos C Guillen L,DET,81,277,36,67,10,3,11,41,39,56,1,3,.242,.339,.419,.757
Jose J Guillen R,KC,81,281,30,68,8,0,9,40,22,50,1,0,.242,.314,.367,.681
Ramon R Hernandez,CIN,81,287,25,74,13,1,5,37,33,34,1,0,.258,.336,.362,.699
Alexi A Casilla,MIN,80,228,25,46,7,3,0,17,22,36,11,0,.202,.280,.259,.538
Rob R Johnson,SEA,80,258,21,55,19,2,2,27,26,60,1,1,.213,.289,.326,.615
Austin A Kearns R,WSH,80,174,20,34,6,2,3,17,32,51,1,1,.195,.336,.305,.641
Ronny R Paulino,FLA,80,239,24,65,10,1,8,27,25,48,1,0,.272,.340,.423,.762
Josh J Fields,CWS,79,239,29,53,5,2,7,30,25,76,2,3,.222,.301,.347,.648
Robert R Andino S,BAL,78,198,31,44,7,0,2,10,15,47,3,3,.222,.274,.288,.562
Nick N Hundley,SD,78,256,23,61,15,2,8,30,28,76,5,1,.238,.313,.406,.719
Kevin K Millar,TOR,78,251,29,56,14,0,7,29,31,49,0,0,.223,.311,.363,.674
Frank F Catalanotto,MIL,77,144,18,40,6,3,1,9,14,23,2,0,.278,.346,.382,.728
Michael M Gonzalez,ATL,77,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Khalil K Greene,STL,77,170,21,34,7,0,6,24,15,35,2,1,.200,.272,.347,.619
Travis T Snider L,TOR,77,241,34,58,14,1,9,29,29,78,1,1,.241,.328,.419,.748
Tim T Byrdak,HOU,75,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Todd T Coffey,MIL,75,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Ryan R Doumit,PIT,75,280,31,70,16,0,10,38,20,49,4,0,.250,.299,.414,.714
Carlos C Marmol,CHC,75,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Rafael R Soriano,ATL,75,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Andres A Torres C,SF,75,152,30,41,6,8,6,23,16,45,6,1,.270,.343,.533,.876
Sean S Green,NYM,74,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Ryan R Madson,PHI,74,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Aaron A Miles,CHC,74,157,17,29,7,1,0,5,8,21,3,0,.185,.224,.242,.466
Eric E O' Flaherty,ATL,74,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Mike M Sweeney D,SEA,74,242,25,68,15,0,8,34,17,31,0,0,.281,.335,.442,.777
Jeremy J Affeldt,SF,73,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000
John J Grabow,CHC,73,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
John J Mc Donald S,TOR,73,151,18,39,7,0,4,13,1,18,0,2,.258,.271,.384,.655
Eric E Bruntlett,PHI,72,105,15,18,7,0,0,7,5,26,2,0,.171,.224,.238,.462
Luke L Gregerson,SD,72,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Wil W Nieves,WSH,72,224,20,58,6,0,1,26,17,45,1,0,.259,.313,.299,.612
Juan Carlos J Oviedo,FLA,72,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Renyel R Pinto,FLA,72,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Dennys D Reyes,STL,72,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Oscar O Salazar,SD,72,139,16,42,8,2,5,25,14,20,0,0,.302,.364,.496,.860
Josh J Wilson S,SEA,72,192,19,42,11,1,3,13,12,44,1,2,.219,.279,.333,.612
Jesse J Chavez,PIT,71,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Kenji K Johjima,SEA,71,239,24,59,11,0,9,22,12,28,2,2,.247,.296,.406,.702
Nick N Masset,CIN,71,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Matt M Tolbert,MIN,71,198,28,46,7,1,2,19,21,37,6,2,.232,.303,.308,.611
Sean S Burnett,WSH,70,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Kevin K Gregg,CHC,70,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Omar O Infante,ATL,70,203,24,62,9,1,2,27,19,28,2,0,.305,.361,.389,.750
Akinori A Iwamura,TB,69,231,28,67,16,2,1,22,24,44,9,1,.290,.355,.390,.745
Dan D Meyer,FLA,69,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Ramiro R Pena S,NYY,69,115,17,33,6,1,1,10,5,20,4,1,.287,.317,.383,.699
Jonathan J Broxton,LAD,68,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Trevor T Crowe L,CLE,68,183,22,43,9,3,1,17,11,39,6,0,.235,.278,.333,.611
Aaron A Heilman,CHC,68,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Trever T Miller,STL,68,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Ramon R Troncoso,LAD,68,5,0,0,0,0,0,0,0,5,0,0,.000,.000,.000,.000
Henry H Blanco,SD,67,204,21,48,12,0,6,16,26,50,0,0,.235,.320,.382,.703
Daniel D Herrera,CIN,67,2,0,0,0,0,0,0,1,1,0,0,.000,.333,.000,.333
Mark M Kotsay,CWS,67,187,16,52,9,0,4,23,15,21,3,2,.278,.327,.390,.717
Mitch M Stetter,MIL,67,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Brian B Wilson,SF,67,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Ronald R Belisario,LAD,66,4,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
Francisco F Cordero,CIN,66,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jason J Motte,STL,66,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Alex A Romero,ARI,66,145,14,36,6,2,1,18,11,23,2,0,.248,.306,.338,.644
Brian B Stokes,NYM,66,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
David D Weathers,MIL,66,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Joe J Beimel,COL,65,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Heath H Bell,SD,65,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Kiko K Calero,FLA,65,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Sam S Fuld L,CHC,65,97,17,29,6,1,1,2,17,10,2,1,.299,.409,.412,.821
Nomar N Garciaparra,OAK,65,160,17,45,8,0,3,16,8,28,2,0,.281,.314,.388,.701
Joel J Hanrahan,PIT,65,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Reed R Johnson C,CHC,65,165,23,42,10,2,4,22,13,27,2,1,.255,.330,.412,.742
Lastings L Milledge,PIT,65,244,21,68,11,0,4,21,13,47,7,4,.279,.323,.373,.696
Bobby B Parnell,NYM,65,8,1,1,0,0,0,0,0,3,0,0,.125,.125,.125,.250
Francisco F Rodríguez Rodriguez,NYM,65,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Kyle K Mc Clellan,STL,64,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Brayan B Peña Pena,KC,64,165,17,45,10,0,6,18,12,18,0,0,.273,.318,.442,.761
Cory C Sullivan L,NYM,64,136,17,34,2,5,2,15,19,22,7,1,.250,.338,.382,.720
Yorvit Y Torrealba,COL,64,213,27,62,11,1,2,31,21,42,1,1,.291,.351,.380,.732
Jason J Jaramillo,PIT,63,206,20,52,14,0,3,26,17,33,1,0,.252,.309,.364,.674
Brad B Lidge,PHI,63,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Edward E Mujica,SD,63,8,1,2,0,0,0,0,0,2,0,0,.250,.250,.250,.500
Arthur A Rhodes,CIN,63,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Rocco R Baldelli,BOS,62,150,23,38,4,1,7,23,11,37,1,0,.253,.311,.433,.744
Juan J Gutierrez,ARI,62,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
La Troy L Hawkins,HOU,62,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Omar O Vizquel S,TEX,62,177,17,47,7,2,1,14,13,27,4,0,.266,.316,.345,.660
Emmanuel E Burriss,SF,61,202,18,48,6,0,0,13,14,34,11,4,.238,.292,.267,.560
Brian B Buscher,MIN,61,136,14,32,3,1,2,12,24,35,0,0,.235,.360,.316,.676
Mat M Gamel,MIL,61,128,11,31,6,1,5,20,18,54,1,0,.242,.338,.422,.760
Brian B Giles R,SD,61,225,18,43,10,1,2,23,26,31,1,0,.191,.277,.271,.548
Bob B Howry,SF,61,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Chris C Snyder,ARI,61,165,20,33,7,0,6,22,32,47,0,0,.200,.333,.352,.685
Carlos C Villanueva,MIL,61,11,0,1,0,0,0,0,1,7,0,0,.091,.167,.091,.258
Rich R Aurilia,SF,60,122,10,26,2,0,2,16,8,24,0,0,.213,.256,.279,.534
Ryan R Franklin,STL,60,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jeff J Fulchino,HOU,60,3,0,1,1,0,0,0,0,0,0,0,.333,.333,.667,1.000
Brandon B Medders,SF,60,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Steve S Pearce,PIT,60,165,19,34,13,1,4,16,21,43,1,0,.206,.296,.370,.665
Cliff C Pennington S,OAK,60,208,27,58,11,3,4,21,19,46,7,5,.279,.342,.418,.760
Humberto H Quintero,HOU,60,157,11,37,8,1,4,14,7,41,0,0,.236,.286,.376,.662
Huston H Street,COL,60,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Taylor T Teagarden,TEX,60,198,26,43,13,0,6,24,14,76,0,0,.217,.270,.374,.644
John J Buck,KC,59,186,16,46,12,4,8,36,13,55,1,1,.247,.299,.484,.782
Brian B Schneider,NYM,59,170,11,37,11,0,3,24,18,21,0,0,.218,.292,.335,.627
Guillermo G Mota,LAD,58,3,0,1,0,0,0,1,0,1,0,0,.333,.333,.333,.667
Omar O Quintanilla,COL,58,58,7,10,2,0,0,2,8,27,0,0,.172,.273,.207,.480
Ron R Villone,WSH,58,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Juan J Castro S,LAD,57,112,18,31,4,0,1,9,6,25,0,0,.277,.311,.339,.650
Ramon R Castro,CWS,57,155,13,34,8,0,7,25,16,39,0,0,.219,.292,.406,.699
Matt M Capps,PIT,56,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Chad C Durbin,PHI,56,7,0,1,0,0,0,0,0,3,0,0,.143,.143,.143,.286
Jason J Bergmann,WSH,55,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Matt M Daley,COL,55,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Angel A Guzman,CHC,55,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Jon J Rauch,ARI,55,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Daric D Barton,OAK,54,160,31,43,12,1,3,24,26,25,0,2,.269,.372,.413,.784
Kyle K Blanks R,SD,54,148,24,37,9,0,10,22,18,55,1,1,.250,.355,.514,.868
Endy E Chavez L,SEA,54,161,17,44,3,1,2,13,14,22,9,1,.273,.328,.342,.669
Mark M Di Felice,MIL,54,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Cameron C Maybin,FLA,54,176,30,44,12,2,4,13,17,51,1,3,.250,.318,.409,.727
Jose J Morales,MIN,54,119,14,37,6,0,0,7,14,22,0,0,.311,.381,.361,.742
Robb R Quinlan,LAA,54,115,13,28,5,0,2,14,5,30,1,1,.243,.275,.339,.614
David D Ross,ATL,54,128,18,35,9,0,7,20,21,39,0,0,.273,.380,.508,.888
Andres A Blanco,CHC,53,123,15,31,8,0,1,12,8,14,0,2,.252,.303,.341,.644
Trevor T Hoffman,MIL,53,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Matt M Lindstrom,FLA,53,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Brian B Barden,STL,52,103,13,24,3,0,4,10,6,21,0,0,.233,.286,.379,.664
Matt M La Porta L,CLE,52,181,29,46,13,0,7,21,12,37,2,0,.254,.308,.442,.750
Jose J Molina,NYY,52,138,15,30,4,0,1,11,14,28,0,0,.217,.292,.268,.560
Raul R Chavez,TOR,51,159,10,41,8,0,2,15,6,23,1,1,.258,.285,.346,.631
Jason J La Rue,STL,51,104,10,25,3,0,2,6,3,22,1,0,.240,.288,.327,.615
Drew D Macias,SD,51,76,8,15,6,0,1,7,13,15,0,1,.197,.322,.316,.638
Sean S Marshall,CHC,51,13,2,3,0,0,0,2,1,5,0,0,.231,.286,.231,.516
Bobby B Scales L,CHC,51,124,15,30,8,2,3,15,11,32,0,0,.242,.312,.411,.723
Jared J Burton,CIN,50,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Jordan J Schafer C,ATL,50,167,18,34,8,0,2,8,27,63,2,1,.204,.313,.287,.600
Esmerling E Vasquez,ARI,50,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Coco C Crisp,KC,49,180,30,41,8,5,3,14,29,23,13,2,.228,.336,.378,.714
Alex A Gordon,KC,49,164,28,38,6,0,6,22,21,43,5,0,.232,.324,.378,.702
Joe J Thatcher,SD,49,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Eli E Whiteside,SF,49,127,15,29,6,1,2,13,4,30,0,0,.228,.269,.339,.607
Reggie R Willits L,LAA,49,80,16,17,2,0,0,6,5,17,5,1,.213,.256,.238,.493
Tyler T Greene S,STL,48,108,9,24,5,0,2,7,4,32,3,0,.222,.270,.324,.594
Chad C Qualls,ARI,48,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Jose J Valverde,HOU,48,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Wesley W Wright,HOU,48,4,2,1,0,0,0,0,0,1,0,0,.250,.250,.250,.500
Blaine B Boyer,ARI,47,4,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000
Mike M Mac Dougal,WSH,47,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Andy A Marte,CLE,47,155,20,36,6,1,6,25,14,30,0,0,.232,.293,.400,.693
Darnell D Mc Donald L,CIN,47,105,12,28,6,1,2,10,5,31,1,0,.267,.306,.400,.706
Julio J Borbon D,TEX,46,157,30,49,4,0,4,20,15,28,19,4,.312,.376,.414,.790
Brent B Lillibridge,CWS,46,95,9,15,2,0,0,3,14,26,6,3,.158,.273,.179,.452
Landon L Powell,OAK,46,140,19,32,7,0,7,30,14,36,0,0,.229,.297,.429,.725
Chris C Sampson,HOU,46,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Michael M Saunders L,SEA,46,122,13,27,1,3,0,4,6,40,4,1,.221,.258,.279,.536
Merkin M Valdez,SF,46,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Josh J Whitesell,ARI,46,108,7,21,7,0,1,14,24,29,0,0,.194,.346,.287,.633
Chris C Gimenez,CLE,45,111,12,16,2,0,3,7,17,36,1,1,.144,.256,.243,.499
George G Kottaras,BOS,45,93,15,22,11,0,1,10,11,25,0,0,.237,.308,.387,.696
Mike M Redmond,MIN,45,135,9,32,5,1,0,7,11,19,0,0,.237,.299,.289,.588
Clay C Zavada,ARI,45,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Paul P Bako,PHI,44,116,12,26,4,0,3,9,13,32,0,1,.224,.308,.336,.644
Greg G Burke,SD,44,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Clay C Condrey,PHI,44,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
James J Mc Donald,LAD,44,9,0,0,0,0,0,0,0,6,0,0,.000,.000,.000,.000
Sergio S Romo,SF,44,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Brian B Sanches,FLA,43,4,1,0,0,0,0,1,0,0,0,0,.000,.000,.000,.000
Francisco F Cervelli,NYY,42,94,13,28,4,0,1,11,2,11,0,3,.298,.309,.372,.682
Justin J Miller,SF,42,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Chan Ho C Park,PHI,42,14,1,2,0,0,1,1,3,5,0,0,.143,.294,.357,.651
Scott S Schoeneweis,ARI,42,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Drew D Stubbs C,CIN,42,180,27,48,5,1,8,17,15,49,10,4,.267,.323,.439,.762
Drew D Sutton,CIN,42,66,10,14,4,1,1,9,7,20,0,2,.212,.297,.348,.646
Tyler T Clippard,WSH,41,7,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000
Robinzon R Diaz,PIT,41,129,9,36,7,0,1,19,3,9,0,1,.279,.307,.357,.663
Scott S Eyre,PHI,41,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Ryan R Freel,KC,41,88,11,17,2,0,0,5,11,23,1,0,.193,.290,.216,.506
Mike M Rivera,MIL,41,114,10,26,7,0,2,14,15,32,1,0,.228,.326,.342,.668
Wilson W Valdez S,NYM,41,86,11,22,3,2,0,7,8,10,0,1,.256,.326,.337,.664
Alberto A Arias,HOU,40,1,0,0,0,0,0,0,1,1,0,0,.000,.500,.000,.500
Matt M Kata,HOU,40,50,2,10,1,0,0,5,0,5,1,0,.200,.212,.220,.432
Justin J Maxwell C,WSH,40,89,13,22,4,1,4,9,12,32,6,1,.247,.343,.449,.793
Franklin F Morales,COL,40,5,0,2,0,0,0,1,0,2,0,0,.400,.400,.400,.800
Tony T Pena S,KC,40,51,3,5,1,0,0,2,2,13,0,0,.098,.132,.118,.250
Steven S Jackson,PIT,39,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
John J Mayberry L,PHI,39,57,8,12,3,0,4,8,2,23,0,0,.211,.250,.474,.724
Edwin E Maysonet,HOU,39,69,9,20,2,0,1,7,5,19,0,0,.290,.333,.362,.696
Evan E Meek,PIT,39,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Micah M Owings,CIN,39,54,7,14,4,1,3,10,1,19,0,0,.259,.281,.537,.818
Eric E Patterson L,OAK,39,94,15,27,5,1,1,11,14,25,6,1,.287,.373,.394,.766
Nick N Stavinoha,STL,39,87,6,20,7,0,2,17,2,15,1,0,.230,.242,.379,.621
Adam A Wainwright,STL,39,89,7,16,5,1,2,4,1,26,0,0,.180,.189,.326,.515
Alcides A Escobar S,MIL,38,125,20,38,3,1,1,11,4,18,4,2,.304,.333,.368,.701
Ryan R Langerhans L,SEA,38,101,12,22,6,1,3,10,14,28,0,1,.218,.311,.386,.697
Seth S Mc Clung,MIL,38,7,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000
Kris K Medlen,ATL,38,13,0,0,0,0,0,0,0,7,0,0,.000,.000,.000,.000
Julian J Tavarez,WSH,38,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Eliezer E Alfonzo,SD,37,114,6,20,3,0,2,8,3,34,0,0,.175,.197,.254,.451
Joey J Gathright L,BOS,37,30,9,8,0,0,0,0,2,8,2,2,.267,.313,.267,.579
Luis L Hernandez S,KC,37,73,4,15,1,0,0,4,4,18,1,0,.205,.256,.219,.476
Jeff J Karstens,PIT,37,22,2,1,0,0,0,0,2,12,0,0,.045,.160,.045,.206
George G Sherrill,LAD,37,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Javier J Vazquez,ATL,37,68,6,12,3,0,0,3,3,14,0,0,.176,.211,.221,.432
Rickie R Weeks Jr.,MIL,37,147,28,40,5,2,9,24,12,39,2,2,.272,.340,.517,.856
Brad B Ausmus,LAD,36,95,9,28,4,0,1,9,5,21,1,0,.295,.343,.368,.712
Mike M Aviles S,KC,36,120,10,22,3,1,1,8,4,26,1,0,.183,.208,.250,.458
Travis T Buck R,OAK,36,105,11,23,3,0,3,10,10,20,1,1,.219,.287,.333,.620
Tony T Clark,ARI,36,66,7,12,4,0,4,11,11,24,0,0,.182,.295,.424,.719
Kevin K Correia,SD,36,55,2,8,1,0,0,0,2,21,0,1,.145,.175,.164,.339
Joe J Inglett L,TOR,36,89,11,25,4,1,0,6,8,21,3,1,.281,.347,.348,.695
Jason J Marquis,COL,36,64,7,11,3,0,0,8,2,14,0,0,.172,.197,.219,.416
Jose J Reyes S,NYM,36,147,18,41,7,2,2,15,18,19,11,2,.279,.355,.395,.750
Claudio C Vargas,MIL,36,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Angel A Berroa S,NYM,35,49,10,7,2,0,0,3,3,12,0,0,.143,.208,.184,.391
Carlos C Fisher,CIN,35,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Dan D Haren,ARI,35,73,6,18,5,0,1,10,3,22,0,0,.247,.269,.356,.625
Michel M Hernandez,TB,35,99,12,24,3,1,1,12,7,12,2,1,.242,.292,.323,.616
Jair J Jurrjens,ATL,35,65,7,8,2,0,0,4,8,24,0,0,.123,.219,.154,.373
Hung- Chih H Kuo,LAD,35,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Corky C Miller,CIN,35,95,9,18,4,0,1,15,12,23,0,0,.189,.284,.263,.548
Manny M Acosta,ATL,34,1,0,0,0,0,0,0,1,1,0,0,.000,.500,.000,.500
Mike M Adams,SD,34,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Bronson B Arroyo,CIN,34,62,4,7,3,0,0,0,0,27,0,0,.113,.113,.161,.274
Rafael R Betancourt,COL,34,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Alan A Embree,COL,34,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Brent B Leach,LAD,34,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Craig C Monroe,PIT,34,79,8,17,2,0,3,16,7,21,0,0,.215,.287,.354,.642
Ramon R Pena,ARI,34,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Luis L Perdomo,SD,34,6,0,0,0,0,0,0,0,5,0,0,.000,.000,.000,.000
Chris C Smith,MIL,34,2,0,0,0,0,0,0,1,1,0,0,.000,.333,.000,.333
Manny M Corpas,COL,33,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
J. A. J Happ,PHI,33,43,2,4,1,0,0,1,1,15,0,0,.093,.114,.116,.230
Diory D Hernandez S,ATL,33,85,6,12,3,0,1,6,6,22,0,1,.141,.198,.212,.410
Cla C Meredith,SD,33,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Leo L Rosales,ARI,33,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Randy R Ruiz D,TOR,33,115,25,36,7,0,10,17,10,35,1,1,.313,.385,.635,1.019
