PLAYER,TEAM,W,L,ERA,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG
Jaime J García Garcia,STL,13,7,3.56,32,32,2,2,0,0,194.2,207,100,77,15,2,50,156,1.32,.273
Gio G Gonzalez,OAK,16,12,3.12,32,32,0,0,0,0,202.0,175,81,70,17,8,91,197,1.32,.230
Roy R Halladay,PHI,19,6,2.35,32,32,8,1,0,0,233.2,208,65,61,10,4,35,220,1.04,.239
Cole C Hamels,PHI,14,9,2.79,32,31,3,0,0,0,216.0,169,68,67,19,5,44,194,0.99,.214
Jason J Hammel,COL,7,13,4.76,32,27,0,0,1,1,170.1,175,100,90,21,6,68,94,1.43,.270
Aaron A Heilman,ARI,4,1,6.88,32,0,0,0,0,1,35.1,48,28,27,8,1,11,33,1.67,.318
Roberto R Hernandez,CLE,7,15,5.25,32,32,0,0,0,0,188.2,205,125,110,22,14,60,109,1.40,.276
Derek D Holland,TEX,16,5,3.95,32,32,4,4,0,0,198.0,201,97,87,22,6,67,162,1.35,.262
Edwin E Jackson,STL,12,9,3.79,32,31,1,1,0,0,199.2,225,92,84,16,2,62,148,1.44,.290
Ubaldo U Jiménez Jimenez,CLE,10,13,4.68,32,32,2,1,0,0,188.1,186,111,98,17,9,78,180,1.40,.254
Hiroki H Kuroda,LAD,13,16,3.07,32,32,0,0,0,0,202.0,196,77,69,24,5,49,161,1.21,.254
Cliff C Lee,PHI,17,8,2.40,32,32,6,6,0,0,232.2,197,66,62,18,6,42,238,1.03,.229
Colby C Lewis,TEX,14,10,4.40,32,32,2,1,0,0,200.1,187,103,98,35,6,56,169,1.21,.244
Clay C Rapada,BAL,2,0,6.06,32,0,0,0,0,0,16.1,14,11,11,3,0,7,18,1.29,.230
Ricky R Romero,TOR,15,11,2.92,32,32,4,2,0,0,225.0,176,85,73,26,14,80,178,1.14,.216
Anibal A Sánchez Sanchez,FLA,8,9,3.67,32,32,3,2,0,0,196.1,187,85,80,20,5,64,202,1.28,.250
Jason J Vargas,SEA,10,13,4.25,32,32,4,3,0,0,201.0,205,105,95,22,4,59,131,1.31,.260
Javier J Vazquez,FLA,13,11,3.69,32,32,2,1,0,0,192.2,178,91,79,21,2,50,162,1.18,.243
Jeremy J Accardo,BAL,3,3,5.73,31,0,0,0,0,1,37.2,43,24,24,5,1,18,23,1.62,.295
Mark M Buehrle,CWS,13,9,3.59,31,31,0,0,0,0,205.1,221,93,82,21,2,45,109,1.30,.277
Jhoulys J Chacín Chacin,COL,11,14,3.62,31,31,2,1,0,0,194.0,168,87,78,20,4,87,150,1.31,.231
Josh J Collmenter,ARI,10,10,3.38,31,24,0,0,0,0,154.1,137,61,58,17,5,28,100,1.07,.237
Gavin G Floyd,CWS,12,13,4.37,31,30,1,0,0,0,193.2,180,97,94,22,11,45,151,1.16,.247
Jeff J Francis,KC,6,16,4.82,31,31,1,0,0,0,183.0,224,102,98,19,5,39,91,1.44,.301
Matt M Garza,CHC,10,10,3.32,31,31,2,0,0,0,198.0,186,90,73,14,3,63,197,1.26,.245
Matt M Harrison,TEX,14,9,3.39,31,30,0,0,0,0,185.2,180,79,70,13,1,57,126,1.28,.257
Luke L Hochevar,KC,11,11,4.68,31,31,0,0,0,0,198.0,192,110,103,23,7,62,128,1.28,.252
Mat M Latos,SD,9,14,3.47,31,31,0,0,0,0,194.1,168,82,75,16,1,62,185,1.18,.233
Jon J Lester,BOS,15,9,3.47,31,31,0,0,0,0,191.2,166,77,74,20,11,75,182,1.26,.234
James J Mc Donald,PIT,9,9,4.21,31,31,0,0,0,0,171.0,176,86,80,24,7,78,142,1.49,.268
Daniel D Moskos,PIT,1,1,2.96,31,0,0,0,0,0,24.1,29,11,8,0,0,9,11,1.56,.302
Bud B Norris,HOU,6,11,3.77,31,31,0,0,0,0,186.0,177,93,78,24,5,70,176,1.33,.250
Alexi A Ogando,TEX,13,8,3.51,31,29,1,1,0,0,169.0,149,73,66,16,7,43,126,1.14,.234
Brad B Penny,DET,11,11,5.30,31,31,0,0,0,0,181.2,222,117,107,24,4,62,74,1.56,.306
Rick R Porcello,DET,14,9,4.75,31,31,0,0,0,0,182.0,210,103,96,18,8,46,104,1.41,.292
Dan D Runzler,SF,1,2,6.26,31,1,0,0,0,0,27.1,29,21,19,0,0,16,25,1.65,.282
Doug D Slaten,WSH,0,2,4.41,31,0,0,0,0,0,16.1,26,10,8,3,1,9,13,2.14,.356
Tim T Stauffer,SD,9,12,3.73,31,31,0,0,0,0,185.2,180,81,77,20,8,53,128,1.25,.258
Esmerling E Vasquez,ARI,1,1,4.15,31,0,0,0,0,2,30.1,27,16,14,2,4,13,20,1.32,.239
Josh J Beckett,BOS,13,7,2.89,30,30,1,1,0,0,193.0,146,65,62,21,9,52,175,1.03,.211
Bobby B Cassevah,LAA,1,1,2.72,30,0,0,0,0,1,39.2,28,12,12,1,1,19,24,1.18,.207
Dillon D Gee,NYM,13,6,4.43,30,27,1,0,0,0,160.2,150,85,79,18,14,71,114,1.38,.248
Tom T Gorzelanny,WSH,4,6,4.03,30,15,0,0,0,1,105.0,102,50,47,15,6,33,95,1.29,.258
Jeff J Gray,SEA,0,1,4.28,30,0,0,0,1,4,48.1,52,23,23,4,1,21,23,1.51,.275
Jeff J Karstens,PIT,9,9,3.38,30,26,1,1,0,0,162.1,163,69,61,22,4,33,96,1.21,.263
Kyle K Lohse,STL,14,8,3.39,30,30,1,1,0,0,188.1,178,80,71,16,3,42,111,1.17,.249
Brandon B Morrow,TOR,11,11,4.72,30,30,0,0,0,0,179.1,162,103,94,21,12,69,203,1.29,.237
Chris C Narveson,MIL,11,8,4.45,30,28,0,0,0,0,161.2,160,82,80,17,1,65,126,1.39,.257
Hector H Noesí Noesi,NYY,2,2,4.47,30,2,0,0,0,0,56.1,63,29,28,6,2,22,45,1.51,.286
Wandy W Rodriguez,HOU,11,11,3.49,30,30,0,0,0,0,191.0,182,81,74,25,5,69,166,1.31,.251
Takashi T Saito,MIL,4,2,2.03,30,0,0,0,0,2,26.2,21,6,6,2,1,9,23,1.13,.216
Ryan R Vogelsong,SF,13,7,2.71,30,28,1,1,0,0,179.2,164,62,54,15,5,61,139,1.25,.244
Fernando F Abad,HOU,1,4,7.32,29,0,0,0,0,2,19.2,28,18,16,5,1,9,15,1.88,.326
Danys D Baez,PHI,2,4,6.25,29,0,0,0,0,1,36.0,43,28,25,5,3,13,18,1.56,.293
Bartolo B Colon,NYY,8,10,4.00,29,26,1,1,0,0,164.1,172,85,73,21,3,40,135,1.29,.267
Wade W Davis,TB,11,10,4.45,29,29,1,0,0,0,184.0,190,96,91,23,8,63,105,1.38,.267
Jeremy J Hellickson,TB,13,10,2.95,29,29,2,1,0,0,189.0,146,64,62,21,4,72,117,1.15,.210
Livan L Hernandez,WSH,8,13,4.47,29,29,1,1,0,0,175.1,199,98,87,16,5,46,99,1.40,.291
Mike M Leake,CIN,12,9,3.86,29,26,0,0,0,0,167.2,159,74,72,23,8,38,118,1.17,.250
Charlie C Morton,PIT,10,10,3.83,29,29,2,1,0,0,171.2,186,82,73,6,13,77,110,1.53,.281
Chris C Ray,SEA,3,2,4.68,29,0,0,0,0,2,32.2,33,18,17,2,0,12,22,1.38,.270
Jo- Jo J Reyes,BAL,7,11,5.57,29,25,1,0,0,0,140.2,176,99,87,21,7,48,87,1.59,.303
Chris C Volstad,FLA,5,13,4.89,29,29,0,0,0,0,165.2,187,96,90,23,1,49,117,1.42,.289
Zack Z Britton,BAL,11,11,4.61,28,28,0,0,0,0,154.1,162,93,79,12,1,62,97,1.45,.276
Charlie C Furbush,SEA,4,10,5.48,28,12,0,0,0,0,85.1,97,59,52,16,6,30,67,1.49,.294
Zack Z Greinke,MIL,16,6,3.83,28,28,0,0,0,0,171.2,161,82,73,19,4,45,201,1.20,.245
Jason J Grilli,PIT,2,1,2.48,28,0,0,0,1,1,32.2,24,10,9,2,4,15,37,1.19,.200
J. A. J Happ,HOU,6,15,5.35,28,28,0,0,0,0,156.1,157,103,93,21,2,83,134,1.54,.265
Aaron A Harang,SD,14,7,3.64,28,28,0,0,0,0,170.2,175,73,69,20,3,58,124,1.37,.269
Philip P Humber,CWS,9,9,3.75,28,26,0,0,0,0,163.0,151,71,68,14,6,41,116,1.18,.243
John J Lackey,BOS,12,12,6.41,28,28,0,0,0,0,160.0,203,119,114,20,19,56,108,1.62,.308
Jesse J Litsch,TOR,6,3,4.44,28,8,0,0,1,2,75.0,69,40,37,10,3,28,66,1.29,.245
Ivan I Nova,NYY,16,4,3.70,28,27,0,0,0,0,165.1,163,74,68,13,6,57,98,1.33,.258
Michael M Pineda,SEA,9,10,3.74,28,28,0,0,0,0,171.0,133,76,71,18,5,55,173,1.10,.211
Anthony A Bass,SD,2,0,1.68,27,3,0,0,0,0,48.1,41,9,9,3,1,21,24,1.28,.236
Joba J Chamberlain,NYY,2,0,2.83,27,0,0,0,0,1,28.2,23,10,9,3,1,7,24,1.05,.228
Tyler T Chatwood,LAA,6,11,4.75,27,25,0,0,0,0,142.0,166,81,75,14,6,71,74,1.67,.303
Kevin K Correia,PIT,12,11,4.79,27,26,1,0,0,0,154.0,175,90,82,24,2,39,77,1.39,.287
John J Danks,CWS,8,12,4.33,27,27,2,1,0,0,170.1,182,89,82,19,7,46,135,1.34,.274
Josh J Lindblom,LAD,1,0,2.73,27,0,0,0,0,1,29.2,21,9,9,0,2,10,28,1.04,.212
Jonathon J Niese,NYM,11,11,4.40,27,26,0,0,0,0,157.1,178,88,77,14,5,44,138,1.41,.284
Joel J Pineiro,LAA,7,7,5.13,27,24,0,0,0,0,145.2,182,90,83,16,2,38,62,1.51,.311
Anthony A Swarzak,MIN,4,7,4.32,27,11,0,0,0,0,102.0,111,53,49,9,6,26,55,1.34,.275
Nick N Blackburn,MIN,7,10,4.49,26,26,1,0,0,0,148.1,183,91,74,19,4,54,76,1.60,.305
Jerry J Blevins,OAK,0,0,2.86,26,0,0,0,0,0,28.1,24,14,9,2,1,14,26,1.34,.235
Joey J Devine,OAK,1,1,3.52,26,0,0,0,0,1,23.0,18,9,9,0,2,11,20,1.26,.214
Freddy F Garcia,NYY,12,8,3.62,26,25,0,0,0,0,146.2,152,63,59,16,3,45,96,1.34,.268
Jim J Hoey,MIN,1,2,5.47,26,0,0,0,0,1,24.2,34,20,15,4,0,13,14,1.91,.330
Francisco F Liriano,MIN,9,10,5.09,26,24,1,1,0,0,134.1,125,81,76,14,7,75,112,1.49,.249
Rodrigo R Lopez,CHC,6,6,4.42,26,16,0,0,0,0,97.2,116,56,48,18,5,29,54,1.48,.299
Paul P Maholm,PIT,6,14,3.66,26,26,1,1,0,0,162.1,160,72,66,11,8,50,97,1.29,.262
Sergio S Mitre,NYY,0,1,4.46,26,0,0,0,0,1,38.1,39,23,19,3,2,14,16,1.38,.262
Eduardo E Sanchez,STL,3,1,1.80,26,0,0,0,5,7,30.0,14,6,6,1,3,16,35,1.00,.144
Everett E Teaford,KC,2,1,3.27,26,3,0,0,1,1,44.0,36,17,16,8,1,14,28,1.14,.231
Josh J Tomlin,CLE,12,7,4.25,26,26,0,0,0,0,165.1,157,80,78,24,3,21,89,1.08,.248
Jordan J Zimmermann,WSH,8,11,3.18,26,26,1,0,0,0,161.1,154,62,57,12,7,31,124,1.15,.251
Brandon B Beachy,ATL,7,3,3.68,25,25,0,0,0,0,141.2,125,62,58,16,5,46,169,1.21,.236
Zach Z Braddock,MIL,0,1,7.27,25,0,0,0,0,1,17.1,16,15,14,2,2,11,18,1.56,.239
Bruce B Chen,KC,12,8,3.77,25,25,1,0,0,0,155.0,152,71,65,18,7,50,97,1.30,.258
Brad B Lidge,PHI,0,2,1.40,25,0,0,0,1,1,19.1,16,3,3,0,1,13,23,1.50,.225
Josh J Lueke,SEA,1,1,6.06,25,0,0,0,0,0,32.2,34,22,22,2,0,13,29,1.44,.270
Brandon B Mc Carthy,OAK,9,9,3.32,25,25,5,1,0,0,170.2,168,73,63,11,0,25,123,1.13,.258
Pat P Neshek,SD,1,1,4.01,25,0,0,0,0,0,24.2,19,12,11,4,1,22,20,1.66,.216
Tom T Wilhelmsen,SEA,2,0,3.31,25,0,0,0,0,0,32.2,25,13,12,2,2,13,30,1.16,.210
Vance V Worley,PHI,11,3,3.01,25,21,1,0,0,0,131.2,116,47,44,10,3,46,119,1.23,.237
Nate N Adcock,KC,1,1,4.62,24,3,0,0,1,1,60.1,63,34,31,5,3,26,36,1.48,.272
Erik E Bedard,BOS,5,9,3.62,24,24,0,0,0,0,129.1,118,63,52,14,1,48,125,1.28,.241
Johnny J Cueto,CIN,9,5,2.31,24,24,3,1,0,0,156.0,123,51,40,8,10,47,104,1.09,.220
Tim T Dillard,MIL,1,1,4.08,24,0,0,0,0,0,28.2,26,13,13,3,2,4,27,1.05,.241
Evan E Meek,PIT,1,1,3.48,24,0,0,0,0,1,20.2,27,11,8,1,0,12,17,1.89,.310
Carlos C Zambrano,CHC,9,7,4.82,24,24,0,0,0,0,145.2,154,80,78,19,5,56,101,1.44,.277
Scott S Baker,MIN,8,6,3.14,23,21,1,0,0,0,134.2,126,50,47,15,4,32,123,1.17,.248
Collin C Balester,WSH,1,4,4.54,23,0,0,0,0,1,35.2,38,21,18,7,1,14,34,1.46,.268
Brian B Bruney,CWS,1,0,6.86,23,0,0,0,0,0,19.2,26,15,15,4,0,12,16,1.93,.338
Taylor T Buchholz,NYM,1,1,3.12,23,0,0,0,0,0,26.0,22,10,9,5,1,7,26,1.12,.234
Jair J Jurrjens,ATL,13,6,2.96,23,23,2,1,0,0,152.0,142,52,50,14,4,44,90,1.22,.249
Chris C Leroux,PIT,1,1,2.88,23,0,0,0,0,1,25.0,26,9,8,0,1,7,24,1.32,.257
Jason J Marquis,ARI,8,6,4.43,23,23,1,1,0,0,132.0,154,74,65,11,5,43,76,1.49,.294
Marcos M Mateo,CHC,1,2,4.30,23,0,0,0,0,0,23.0,24,11,11,2,0,10,25,1.48,.276
Guillermo G Moscoso,OAK,8,10,3.38,23,21,0,0,0,0,128.0,102,59,48,14,2,38,74,1.09,.212
Jeff J Niemann,TB,11,7,4.06,23,23,1,0,0,0,135.1,131,65,61,18,5,37,105,1.24,.250
Roy R Oswalt,PHI,9,10,3.69,23,23,0,0,0,0,139.0,153,60,57,10,5,33,93,1.34,.280
Alfredo A Simon,BAL,4,9,4.90,23,16,0,0,0,0,115.2,128,69,63,15,4,40,83,1.45,.284
Pedro P Strop,BAL,2,1,2.05,23,0,0,0,0,2,22.0,15,5,5,0,1,10,21,1.14,.197
Randy R Wells,CHC,7,6,4.99,23,23,2,1,0,0,135.1,141,76,75,23,2,47,82,1.39,.269
Jake J Arrieta,BAL,10,8,5.05,22,22,0,0,0,0,119.1,115,70,67,21,4,59,93,1.46,.253
Homer H Bailey,CIN,9,7,4.43,22,22,0,0,0,0,132.0,136,68,65,18,5,33,106,1.28,.264
Tommy T Hanson,ATL,11,7,3.60,22,22,0,0,0,0,130.0,106,55,52,17,3,46,142,1.17,.219
Ramon R Ortiz,CHC,1,2,4.86,22,2,0,0,0,0,33.1,31,20,18,6,0,11,25,1.26,.244
Travis T Wood,CIN,6,6,4.84,22,18,0,0,0,0,106.0,118,57,57,10,4,40,76,1.49,.293
Carlos C Carrasco,CLE,8,9,4.62,21,21,1,0,0,0,124.2,130,68,64,15,4,40,85,1.36,.270
Zach Z Duke,ARI,3,4,4.93,21,9,0,0,1,1,76.2,101,42,42,6,1,19,32,1.57,.324
Ryan R Franklin,STL,1,4,8.46,21,0,0,0,1,5,27.2,44,27,26,9,1,7,17,1.84,.367
Wesley W Wright,HOU,0,0,1.50,21,0,0,0,0,1,12.0,6,2,2,1,0,5,11,0.92,.154
Brett B Cecil,TOR,4,11,4.73,20,20,2,1,0,0,123.2,122,68,65,22,6,42,87,1.33,.256
Danny D Duffy,KC,4,8,5.64,20,20,0,0,0,0,105.1,119,66,66,15,5,51,87,1.61,.287
Juan J Gutierrez,ARI,0,0,5.40,20,0,0,0,0,1,18.1,22,16,11,3,1,9,23,1.69,.275
Tommy T Hunter,BAL,4,4,4.68,20,11,0,0,0,1,84.2,100,50,44,12,4,15,45,1.36,.291
Jordan J Lyles,HOU,2,8,5.36,20,15,0,0,0,0,94.0,107,61,56,14,5,26,67,1.41,.285
Dustin D Moseley,SD,3,10,3.30,20,20,0,0,0,0,120.0,117,59,44,10,2,36,64,1.28,.255
Troy T Patton,BAL,2,1,3.00,20,0,0,0,0,0,30.0,25,10,10,2,0,5,22,1.00,.223
Edinson E Vólquez Volquez,CIN,5,7,5.71,20,20,0,0,0,0,108.2,106,72,69,19,4,65,104,1.57,.259
Trevor T Bell,LAA,1,1,3.41,19,0,0,0,0,1,34.1,39,14,13,2,1,10,17,1.43,.291
Casey C Coleman,CHC,3,9,6.40,19,17,0,0,0,0,84.1,102,62,60,10,4,46,75,1.75,.300
Willie W Eyre,BAL,2,2,3.44,19,0,0,0,0,0,18.1,12,7,7,2,0,5,10,0.93,.188
Bobby B Jenks,BOS,2,2,6.32,19,0,0,0,0,2,15.2,22,12,11,1,0,13,17,2.23,.328
Lester L Oliveros,MIN,0,0,4.64,19,0,0,0,0,0,21.1,21,11,11,0,0,11,13,1.50,.269
Jake J Peavy,CWS,7,7,4.92,19,18,1,1,0,0,111.2,117,61,61,10,3,24,95,1.26,.268
Josh J Roenicke,COL,0,0,3.78,19,0,0,0,0,0,16.2,14,7,7,1,1,7,12,1.26,.233
Jonathan J Sánchez Sanchez,SF,4,7,4.26,19,19,0,0,0,0,101.1,80,54,48,9,6,66,102,1.44,.220
Brian B Tallet,TOR,0,2,9.45,19,0,0,0,0,1,13.1,22,15,14,4,2,7,10,2.18,.355
Aaron A Cook,COL,3,10,6.03,18,17,0,0,0,0,97.0,127,67,65,9,5,37,48,1.69,.326
Kyle K Drabek,TOR,4,5,6.06,18,14,0,0,0,0,78.2,87,54,53,10,1,55,51,1.81,.289
Cory C Gearrin,ATL,1,1,7.85,18,0,0,0,0,1,18.1,17,16,16,0,2,12,25,1.58,.243
Daniel D Herrera,NYM,0,1,4.66,18,0,0,0,0,0,9.2,13,6,5,1,0,3,5,1.66,.342
Lance L Lynn,STL,1,1,3.12,18,2,0,0,1,2,34.2,25,12,12,3,1,11,40,1.04,.203
Clayton C Richard,SD,5,9,3.88,18,18,0,0,0,0,99.2,104,52,43,8,2,38,53,1.42,.272
Esmil E Rogers,COL,6,6,7.05,18,13,0,0,0,0,83.0,110,65,65,14,6,47,63,1.89,.320
Joe J Thatcher,SD,0,0,4.50,18,0,0,0,0,0,10.0,8,5,5,1,0,7,9,1.50,.216
Ramon R Troncoso,LAD,0,0,6.75,18,0,0,0,0,0,22.2,38,18,17,5,0,4,14,1.85,.388
Anthony A Varvaro,ATL,0,2,2.63,18,0,0,0,0,1,24.0,15,7,7,3,0,11,23,1.08,.183
Scott S Atchison,BOS,1,0,3.26,17,0,0,0,1,1,30.1,31,11,11,0,2,6,17,1.22,.279
Dave D Bush,TEX,0,1,5.79,17,3,0,0,0,0,37.1,47,27,24,6,3,9,23,1.50,.309
Alberto A Castillo,ARI,1,0,2.31,17,0,0,0,0,0,11.2,10,3,3,0,1,7,6,1.46,.244
Jose J Ceda,FLA,0,1,4.43,17,0,0,0,0,0,20.1,16,11,10,1,0,12,21,1.38,.211
Jose J Contreras,PHI,0,0,3.86,17,0,0,0,5,5,14.0,11,6,6,0,1,8,13,1.36,.220
Carlos C Fisher,CIN,0,3,4.50,17,0,0,0,0,0,24.0,25,15,12,3,1,11,17,1.50,.263
Phil P Hughes,NYY,5,5,5.79,17,14,1,1,0,0,74.2,84,48,48,9,4,27,47,1.49,.283
Andrew A Miller,BOS,6,3,5.54,17,12,0,0,0,0,65.0,77,43,40,8,3,41,50,1.82,.302
Ramon R Pena,CWS,1,1,6.20,17,0,0,0,0,1,20.1,25,15,14,2,0,10,17,1.72,.301
Jordan J Smith,CIN,0,0,7.20,17,0,0,0,0,1,20.0,32,16,16,3,1,8,13,2.00,.390
Arodys A Vizcaíno Vizcaino,ATL,1,1,4.67,17,0,0,0,0,2,17.1,16,9,9,1,1,9,17,1.44,.239
Kevin K Jepsen,LAA,1,2,7.62,16,0,0,0,0,1,13.0,21,11,11,2,1,9,6,2.31,.375
Clayton C Mortensen,COL,2,4,3.86,16,6,0,0,0,0,58.1,55,30,25,9,2,24,30,1.35,.257
Darren D O' Day,TEX,0,1,5.40,16,0,0,0,0,0,16.2,17,10,10,7,2,5,18,1.32,.262
Mitch M Stetter,MIL,0,0,5.14,16,0,0,0,0,0,7.0,8,4,4,2,1,1,7,1.29,.296
Brayan B Villarreal,DET,1,1,6.75,16,0,0,0,0,0,16.0,21,12,12,3,0,10,14,1.94,.323
Blake B Beavan,SEA,5,6,4.27,15,15,0,0,0,0,97.0,106,46,46,13,3,15,42,1.25,.278
Michael M Crotta,PIT,0,1,9.28,15,0,0,0,0,1,10.2,20,11,11,2,0,5,7,2.34,.392
Ross R Detwiler,WSH,4,5,3.00,15,10,0,0,0,0,66.0,63,26,22,7,3,20,41,1.26,.258
Rich R Harden,OAK,4,4,5.12,15,15,0,0,0,0,82.2,87,48,47,17,2,31,91,1.43,.267
Dusty D Hughes,MIN,1,0,9.95,15,0,0,0,0,0,12.2,19,14,14,4,1,8,11,2.13,.365
Michael M Kirkman,TEX,1,1,6.59,15,0,0,0,0,0,27.1,26,22,20,5,3,12,21,1.39,.250
Brandon B Lyon,HOU,3,3,11.48,15,0,0,0,4,8,13.1,27,17,17,4,0,5,6,2.40,.409
Mike M Minor,ATL,5,3,4.14,15,15,0,0,0,0,82.2,93,39,38,7,1,30,77,1.49,.285
Lance L Pendleton,HOU,0,0,6.75,15,0,0,0,0,0,18.2,20,14,14,6,2,11,13,1.66,.274
Chance C Ruffin,SEA,1,0,4.08,15,0,0,0,0,0,17.2,18,8,8,4,0,9,18,1.53,.261
Andy A Sonnanstine,TB,0,2,5.55,15,4,0,0,0,0,35.2,40,22,22,10,1,12,12,1.46,.292
Duane D Below,DET,0,2,4.34,14,2,0,0,0,0,29.0,28,16,14,2,1,11,14,1.34,.252
Michael M Bowden,BOS,0,0,4.05,14,0,0,0,0,0,20.0,19,9,9,3,0,11,17,1.50,.241
Jonathan J Broxton,LAD,1,2,5.68,14,0,0,0,7,8,12.2,15,10,8,2,0,9,10,1.89,.283
Clay C Buchholz,BOS,6,3,3.48,14,14,0,0,0,0,82.2,76,34,32,10,2,31,60,1.29,.241
Edgmer E Escalona,COL,0,0,1.75,14,0,0,0,0,0,25.2,17,5,5,3,0,7,14,0.94,.187
Sean S Green,MIL,0,1,5.40,14,0,0,0,0,0,11.2,14,8,7,0,0,6,7,1.71,.280
Erik E Hamren,SD,1,0,4.38,14,0,0,0,0,0,12.1,10,7,6,2,2,9,10,1.54,.244
Jeremy J Jeffress,KC,1,1,4.70,14,0,0,0,1,2,15.1,12,8,8,1,0,11,13,1.50,.222
Michael M Kohn,LAA,0,1,7.30,14,0,0,0,1,2,12.1,14,10,10,6,1,9,9,1.86,.280
Wade W Le Blanc,SD,5,6,4.63,14,14,0,0,0,0,79.2,84,42,41,7,1,28,51,1.41,.276
Kevin K Slowey,MIN,0,8,6.67,14,8,0,0,0,0,59.1,78,44,44,10,3,5,34,1.40,.321
Josh J Stinson,NYM,0,2,6.92,14,0,0,0,1,2,13.0,14,10,10,1,0,7,8,1.62,.286
Brett B Anderson,OAK,3,6,4.00,13,13,1,0,0,0,83.1,86,40,37,8,7,25,61,1.33,.270
Kyle K Davies,KC,1,9,6.75,13,13,0,0,0,0,61.1,84,52,46,7,5,26,50,1.79,.332
Rubby R De La Rosa,LAD,4,5,3.71,13,10,0,0,0,1,60.2,54,26,25,6,0,31,60,1.40,.244
Steve S Edlefsen,SF,0,0,9.53,13,0,0,0,0,0,11.1,17,12,12,2,1,10,6,2.38,.347
Josh J Kinney,CWS,0,0,6.62,13,0,0,0,0,0,17.2,23,13,13,1,2,7,20,1.70,.319
Peter P Moylan,ATL,2,1,3.24,13,0,0,0,0,0,8.1,12,3,3,0,0,3,10,1.80,.343
Juan J Nicasio,COL,4,4,4.14,13,13,0,0,0,0,71.2,73,35,33,8,1,18,58,1.27,.262
Josh J Outman,OAK,3,5,3.70,13,9,0,0,0,0,58.1,62,27,24,4,0,23,35,1.46,.277
Greg G Reynolds,COL,3,0,6.19,13,3,0,0,0,0,32.0,40,22,22,6,1,10,18,1.56,.303
Zach Z Stewart,CWS,2,6,5.88,13,11,1,1,0,0,67.1,90,44,44,11,2,18,45,1.60,.331
Chris C Tillman,BAL,3,5,5.52,13,13,0,0,0,0,62.0,77,41,38,5,4,25,46,1.65,.301
Raul R Valdes,NYY,0,1,3.00,13,0,0,0,0,0,12.0,14,4,4,1,1,6,15,1.67,.292
Dontrelle D Willis,CIN,1,6,5.00,13,13,0,0,0,0,75.2,78,42,42,6,2,37,57,1.52,.271
Tim T Wood,PIT,0,3,5.63,13,0,0,0,0,0,8.0,8,5,5,1,0,8,2,2.00,.286
Barry B Zito,SF,3,4,5.87,13,9,0,0,0,0,53.2,51,35,35,10,0,24,32,1.40,.256
Drew D Carpenter,SD,0,0,7.98,12,0,0,0,0,1,14.2,19,13,13,3,0,7,16,1.77,.322
Ryan R Cook,ARI,0,1,7.04,12,0,0,0,0,0,7.2,11,6,6,0,0,8,7,2.48,.333
Brad B Hand,FLA,1,8,4.20,12,12,0,0,0,0,60.0,53,32,28,10,1,35,38,1.47,.241
Jeremy J Horst,CIN,0,0,2.93,12,0,0,0,0,0,15.1,18,6,5,2,0,6,9,1.57,.290
Jared J Hughes,PIT,0,1,4.09,12,0,0,0,0,0,11.0,9,5,5,1,0,4,10,1.18,.220
Josh J Judy,CLE,0,0,7.07,12,0,0,0,0,0,14.0,18,11,11,4,4,4,10,1.57,.321
Cole C Kimball,WSH,1,0,1.93,12,0,0,0,0,1,14.0,8,3,3,0,1,11,11,1.36,.174
Brad B Lincoln,PIT,2,3,4.72,12,8,0,0,0,0,47.2,54,27,25,4,2,16,29,1.47,.286
Brian B Matusz,BAL,1,9,10.69,12,12,0,0,0,0,49.2,81,60,59,18,0,24,38,2.11,.372
Sean S O' Sullivan,KC,2,6,7.25,12,10,0,0,0,1,58.1,78,52,47,10,2,26,19,1.78,.328
Horacio H Ramirez,LAA,1,0,6.00,12,0,0,0,0,0,9.0,16,7,6,1,0,2,4,2.00,.432
Michael M Schwimer,PHI,1,1,5.02,12,0,0,0,0,2,14.1,15,8,8,2,1,7,16,1.53,.278
Mitch M Talbot,CLE,2,6,6.64,12,12,0,0,0,0,63.2,90,47,47,10,3,28,36,1.85,.344
Brad B Thomas,DET,0,1,9.00,12,0,0,0,0,0,11.0,17,12,11,1,1,6,7,2.09,.386
Jose G. J Valdez,HOU,0,0,9.00,12,0,0,0,0,0,14.0,17,14,14,2,1,7,15,1.71,.304
Joe J Blanton,PHI,1,2,5.01,11,8,0,0,0,0,41.1,52,23,23,5,1,9,35,1.48,.319
Brian B Broderick,WSH,0,1,6.57,11,0,0,0,0,0,12.1,16,9,9,0,2,3,4,1.54,.320
Joel J Carreno,TOR,1,0,1.15,11,0,0,0,0,0,15.2,11,2,2,1,0,4,14,0.96,.200
Frankie F De La Cruz,MIL,0,0,2.77,11,0,0,0,0,0,13.0,10,4,4,0,2,5,9,1.15,.213
Felix F Doubront,BOS,0,0,6.10,11,0,0,0,1,1,10.1,12,7,7,1,0,8,6,1.94,.316
Scott S Feldman,TEX,2,1,3.94,11,2,0,0,0,0,32.0,25,14,14,3,2,10,22,1.09,.216
Jeanmar J Gómez Gomez,CLE,5,3,4.47,11,10,0,0,0,0,58.1,73,31,29,6,1,15,31,1.51,.303
