PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
Juan J Castro S,MIN,97,272,27,70,18,1,5,33,9,39,0,1,.257,.279,.386,.665
Corey C Koskie,TOR,97,354,49,88,20,0,11,36,44,90,4,1,.249,.337,.398,.735
Rondell R White L,DET,97,374,49,117,24,3,12,53,17,48,1,0,.313,.348,.489,.837
Alex A Cora,BOS,96,250,25,58,8,4,3,24,11,30,7,2,.232,.275,.332,.607
David D Newhan C,BAL,96,218,31,44,9,0,5,21,22,45,9,2,.202,.279,.312,.591
Rickie R Weeks Jr.,MIL,96,360,56,86,13,2,13,42,40,96,15,2,.239,.333,.394,.727
Wes W Helms,MIL,95,168,18,50,13,1,4,24,14,30,0,1,.298,.356,.458,.815
Mark M Bellhorn,NYY,94,300,43,63,20,0,8,30,52,112,3,0,.210,.324,.357,.681
Tomas T Perez,PHI,94,159,17,37,7,0,0,22,11,27,1,0,.233,.289,.277,.566
Carlos C Baerga,WSH,93,158,18,40,7,0,2,19,7,17,0,0,.253,.318,.335,.653
Sean S Burroughs,SD,93,284,20,71,7,2,1,17,24,41,4,0,.250,.318,.299,.618
Humberto H Cota,PIT,93,297,29,72,20,1,7,43,17,80,0,0,.242,.285,.387,.672
Robert R Fick,SD,93,230,25,61,10,2,3,30,26,33,0,2,.265,.340,.365,.705
Reggie R Sanders L,STL,93,295,49,80,14,2,21,54,28,75,14,1,.271,.340,.546,.886
J D Closser,COL,92,237,31,52,12,2,7,27,32,48,1,0,.219,.314,.376,.689
Eric E Bruntlett,HOU,91,109,19,24,5,2,4,14,10,25,7,2,.220,.292,.413,.704
Miguel M Olivo,SD,91,267,30,58,11,1,9,34,8,80,7,2,.217,.246,.367,.614
B. J. B Surhoff L,BAL,91,303,30,78,11,2,5,34,11,32,0,0,.257,.282,.356,.639
Larry L Bigbie C,COL,90,272,27,65,10,2,5,23,24,67,5,3,.239,.301,.346,.647
Victor V Diaz R,NYM,89,280,41,72,17,3,12,38,30,82,6,2,.257,.329,.468,.797
Chris C Gomez,BAL,89,219,27,61,11,0,1,18,27,17,2,1,.279,.359,.342,.701
Bret B Boone,MIN,88,326,33,72,15,3,7,37,28,65,4,2,.221,.290,.350,.639
Mike M Edwards,LAD,88,239,23,59,9,2,3,15,16,34,1,1,.247,.300,.339,.638
Richard R Hidalgo,TEX,88,308,43,68,12,0,16,43,26,74,1,2,.221,.289,.416,.705
Ryan R Howard,PHI,88,312,52,90,17,2,22,63,33,100,0,1,.288,.356,.567,.924
Luis L Terrero C,ARI,88,161,23,37,6,1,4,20,14,40,3,2,.230,.313,.354,.667
Carlos C Guillen S,DET,87,334,48,107,15,4,5,23,24,45,2,3,.320,.368,.434,.803
Kelly K Johnson L,ATL,87,290,46,70,12,3,9,40,40,75,2,1,.241,.334,.397,.731
Kazuo K Matsui,NYM,87,267,31,68,9,4,3,24,14,43,6,1,.255,.300,.352,.652
Doug D Mientkiewicz,NYM,87,275,36,66,13,0,11,29,32,39,0,1,.240,.322,.407,.729
John J Olerud,BOS,87,173,18,50,7,0,7,37,16,20,0,0,.289,.344,.451,.795
Jose J Vidro,WSH,87,309,38,85,21,2,7,32,31,30,0,0,.275,.339,.424,.763
Ruben R Gotay,KC,86,282,32,64,14,2,5,29,22,51,2,2,.227,.288,.344,.632
Jose J Offerman,NYM,86,105,11,24,3,1,2,13,11,17,0,0,.229,.308,.333,.641
Russell R Branyan,MIL,85,202,23,52,11,0,12,31,39,80,1,0,.257,.378,.490,.868
Bobby B Crosby S,OAK,84,333,66,92,25,4,9,38,35,54,0,0,.276,.346,.456,.802
Jose J Hernandez,CLE,84,234,28,54,7,0,6,31,14,60,1,3,.231,.277,.338,.614
Scott S Eyre,SF,83,2,0,0,0,0,0,0,1,2,0,0,.000,.333,.000,.333
Lenny L Harris,FLA,83,70,5,22,4,0,1,13,7,11,0,1,.314,.385,.414,.799
Joe J Mc Ewing,KC,83,180,16,43,7,0,1,6,6,35,4,4,.239,.263,.294,.558
Willie W Bloomquist,SEA,82,249,27,64,15,2,0,22,11,38,14,1,.257,.289,.333,.622
Magglio M Ordonez R,DET,82,305,38,92,17,0,8,46,30,35,0,0,.302,.359,.436,.795
Clint C Barmes S,COL,81,350,55,101,19,1,10,46,16,36,6,4,.289,.330,.434,.764
Chris C Woodward,NYM,81,173,16,49,10,0,3,18,13,46,0,0,.283,.337,.393,.730
Danny D Ardoin,COL,80,210,28,48,10,0,6,22,20,69,1,1,.229,.320,.362,.681
Marlon M Byrd L,WSH,79,229,20,61,15,2,2,26,19,50,5,1,.266,.323,.376,.698
Carlos C Pena,DET,79,260,37,61,9,0,18,44,31,95,0,1,.235,.325,.477,.802
Luis Antonio L Rodriguez,MIN,79,175,21,47,10,2,2,20,18,23,2,2,.269,.335,.383,.718
Jeff J Cirillo,MIL,77,185,29,52,15,0,4,23,23,22,4,2,.281,.373,.427,.800
Maicer M Izturis,LAA,77,191,18,47,8,4,1,15,17,21,9,3,.246,.306,.346,.652
Eduardo E Perez,TB,77,161,23,41,6,0,11,28,26,30,0,2,.255,.368,.497,.865
Junior J Spivey,WSH,77,259,37,60,15,1,7,24,29,83,9,3,.232,.315,.378,.693
Mike M Cameron R,NYM,76,308,47,84,23,2,12,39,29,85,13,1,.273,.342,.477,.819
Bubba B Crosby C,NYY,76,98,15,27,0,1,1,6,4,14,4,1,.276,.304,.327,.630
Brian B Fuentes,COL,76,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Joey J Gathright C,TB,76,203,29,56,7,3,0,13,10,39,20,5,.276,.316,.340,.656
Brian B Jordan L,ATL,76,231,25,57,8,2,3,24,14,46,2,0,.247,.295,.338,.632
Timo T Perez,CWS,76,179,13,39,8,0,2,15,12,25,2,2,.218,.266,.296,.562
Yorvit Y Torrealba,SEA,76,201,32,47,12,0,3,15,16,50,1,0,.234,.297,.338,.635
Javier J Valentin,CIN,76,221,36,62,11,0,14,50,30,37,0,0,.281,.362,.520,.883
Milton M Bradley C,LAD,75,283,49,82,14,1,13,38,25,47,6,1,.290,.350,.484,.835
Ryan R Doumit,PIT,75,231,25,59,13,1,6,35,11,48,2,1,.255,.324,.398,.722
Ryan R Madson,PHI,75,6,0,0,0,0,0,0,1,0,0,0,.000,.143,.000,.143
Gary G Majewski,WSH,75,6,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
Kent K Mercker,CIN,75,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jose J Molina,LAA,75,184,14,42,4,0,6,25,13,41,2,0,.228,.286,.348,.634
Chad C Qualls,HOU,75,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Duaner D Sanchez,LAD,75,4,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Salomon S Torres,PIT,75,4,0,2,0,0,0,0,0,2,0,0,.500,.500,.500,1.000
Jason J Bartlett S,MIN,74,224,33,54,10,1,3,16,21,37,4,0,.241,.316,.335,.651
Ray R King,STL,74,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Chris C Reitsma,ATL,74,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Billy B Wagner,PHI,74,3,0,1,0,0,0,0,0,2,0,0,.333,.333,.333,.667
Yhency Y Brazoban,LAD,73,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Desi D Relaford S,COL,73,210,24,47,13,2,1,16,22,42,3,3,.224,.308,.319,.627
Michael M Wuertz,CHC,73,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Chad C Cordero,WSH,72,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
J. D. J Drew R,LAD,72,252,48,72,12,1,15,36,51,50,1,1,.286,.412,.520,.931
Michael M Morse S,SEA,72,230,27,64,10,1,3,23,18,50,3,1,.278,.349,.370,.718
Julian J Tavarez,STL,71,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jeff J Francoeur R,ATL,70,257,41,77,20,1,14,45,11,58,3,2,.300,.336,.549,.884
Scott S Linebrink,SD,70,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Frank F Menechino D,TOR,70,148,22,32,7,0,4,13,25,33,0,1,.216,.352,.345,.696
Pablo P Ozuna,CWS,70,203,27,56,7,2,0,11,7,26,14,7,.276,.313,.330,.643
David D Weathers,CIN,70,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jim J Brower,ATL,69,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Giovanni G Carrara,LAD,69,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Edwin E Encarnación,CIN,69,211,25,49,16,0,9,31,20,60,3,0,.232,.308,.436,.744
Gary G Bennett,WSH,68,199,11,44,7,0,1,21,21,37,0,1,.221,.298,.271,.569
John J Mc Donald S,DET,68,166,18,46,6,1,0,16,11,24,6,1,.277,.326,.325,.651
Dan D Wheeler,HOU,68,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Rick R White,PIT,68,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Brad B Lidge,HOU,67,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Will W Ohman,CHC,67,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Mark M De Rosa R,TEX,66,148,26,36,5,0,8,20,16,35,1,0,.243,.325,.439,.764
Jason J Dubois D,CLE,66,187,21,44,12,0,9,24,12,74,0,1,.235,.292,.444,.736
La Troy L Hawkins,SF,66,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Chad C Moeller,MIL,66,199,23,41,9,1,7,23,13,48,0,0,.206,.257,.367,.624
Michael M Restovich,PIT,66,115,15,27,5,1,3,8,11,29,0,0,.235,.302,.374,.676
Chris C Aguila L,FLA,65,78,11,19,3,0,0,4,3,19,0,1,.244,.272,.282,.554
Luis L Ayala,WSH,65,3,0,1,0,0,0,0,0,0,0,0,.333,.333,.333,.667
Lance L Cormier,ARI,65,6,0,2,0,0,0,1,0,1,0,0,.333,.333,.333,.667
Jason J Grabowski,LAD,65,112,14,18,0,0,4,12,10,29,1,0,.161,.228,.268,.496
Mike M De Jean,COL,64,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Sal S Fasano,BAL,64,160,25,40,3,0,11,20,9,41,0,0,.250,.310,.475,.785
Geronimo G Gil,BAL,64,125,7,24,3,0,4,17,5,23,0,0,.192,.220,.312,.532
Roberto R Hernandez,NYM,64,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Todd T Jones,FLA,64,3,0,1,0,0,0,0,0,2,0,0,.333,.333,.333,.667
Hector H Luna R,STL,64,137,26,39,10,2,1,18,9,25,10,2,.285,.344,.409,.753
Derrick D Turnbow,MIL,64,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Dan D Kolb,ATL,63,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Brian B Meadows,PIT,63,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Laynce L Nix C,TEX,63,229,28,55,12,3,6,32,9,45,2,0,.240,.267,.397,.664
Al A Reyes,STL,63,1,0,0,0,0,0,0,1,1,0,0,.000,.500,.000,.500
Tyler T Walker,SF,63,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Nomar N Garciaparra,CHC,62,230,28,65,12,0,9,30,12,24,0,0,.283,.320,.452,.772
Akinori A Otsuka,SD,62,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Alex A Sanchez,SF,62,176,32,57,11,1,2,16,8,34,8,5,.324,.353,.432,.785
Hector H Carrasco,WSH,61,8,1,0,0,0,0,0,0,7,0,0,.000,.000,.000,.000
Ryan R Dempster,CHC,61,14,0,1,0,0,0,0,0,5,0,0,.071,.071,.071,.143
John J Grabow,PIT,61,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Dallas D Mc Pherson,LAA,61,205,29,50,14,2,8,26,14,64,3,3,.244,.295,.449,.744
Jorge J Piedra,COL,61,112,19,35,8,1,6,16,10,15,2,1,.313,.371,.563,.934
Ruben R Sierra D,NYY,61,170,14,39,12,0,4,29,9,41,0,0,.229,.265,.371,.636
Vance V Wilson,DET,61,152,18,30,4,0,3,19,11,26,0,0,.197,.275,.283,.558
Matt M Belisle,CIN,60,7,0,1,0,0,0,0,0,3,0,0,.143,.143,.143,.286
Yuniesky Y Betancourt S,SEA,60,211,24,54,11,5,1,15,11,24,1,3,.256,.296,.370,.666
Dave D Hansen,SEA,60,75,5,13,0,0,2,11,9,19,1,0,.173,.256,.253,.509
Trevor T Hoffman,SD,60,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Todd T Linden R,SF,60,171,20,37,8,0,4,13,10,54,3,0,.216,.280,.333,.613
Todd T Pratt,PHI,60,175,17,44,4,0,7,23,19,50,0,0,.251,.332,.394,.726
Greg G Dobbs,SEA,59,142,8,35,7,1,1,20,9,25,1,0,.246,.288,.331,.619
John J Foster,ATL,59,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jody J Gerut R,PIT,59,170,15,43,11,1,1,14,20,20,1,1,.253,.330,.347,.677
Brian B Mc Cann,ATL,59,180,20,50,7,0,5,23,18,26,1,1,.278,.345,.400,.745
Miguel M Ojeda,SEA,59,102,8,15,3,1,1,9,15,24,1,2,.147,.256,.225,.482
Luis L Rivas,MIN,59,136,21,35,3,1,1,12,9,17,4,0,.257,.311,.316,.627
Scott S Seabol,STL,59,105,11,23,5,0,1,10,8,23,0,0,.219,.272,.295,.567
Russ R Springer,HOU,59,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Kelly K Stinnett,ARI,59,129,15,32,4,0,6,12,12,32,0,0,.248,.317,.419,.736
Jim J Thome,PHI,59,193,26,40,7,0,7,30,45,59,0,0,.207,.360,.352,.712
Craig C Wilson R,PIT,59,197,23,52,14,1,5,22,30,69,3,0,.264,.387,.421,.808
Einar E Díaz Diaz,STL,58,130,14,27,6,0,1,17,5,12,0,0,.208,.248,.277,.525
Joey J Eischen,WSH,58,3,0,1,0,0,0,0,0,2,0,0,.333,.333,.333,.667
Aaron A Fultz,PHI,58,3,1,1,0,0,0,0,0,2,0,0,.333,.333,.333,.667
Bobby B Hill,PIT,58,93,12,25,6,0,0,11,9,17,0,0,.269,.343,.333,.676
Jason J Isringhausen,STL,58,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Matt M Treanor,FLA,58,134,10,27,8,0,0,13,16,28,0,0,.201,.301,.261,.562
Jose J Valverde,ARI,58,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Braden B Looper,NYM,57,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Michael M Ryan,MIN,57,117,7,27,5,0,2,13,9,22,1,2,.231,.283,.325,.608
Ty T Wigginton,PIT,57,155,20,40,9,1,7,25,14,30,0,1,.258,.324,.465,.788
Tony T Blanco,WSH,56,62,7,11,3,0,1,7,2,19,1,0,.177,.215,.274,.490
Willie W Harris,CWS,56,121,17,31,2,1,1,8,13,25,10,3,.256,.333,.314,.647
John J Rodriguez L,STL,56,149,15,44,6,0,5,24,19,45,2,0,.295,.382,.436,.818
Scott S Rolen,STL,56,196,28,46,12,1,5,28,25,28,1,2,.235,.323,.383,.706
Jose J Valentin,LAD,56,147,17,25,4,2,2,14,31,38,3,1,.170,.326,.265,.591
Eric E Young Sr.,SD,56,142,22,39,9,0,2,12,18,12,7,6,.275,.356,.380,.736
Brad B Eldred,PIT,55,190,23,42,9,0,12,27,13,77,1,1,.221,.279,.458,.737
Ugueth U Urbina,PHI,55,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Henry H Blanco,CHC,54,161,16,39,6,0,6,25,11,24,0,0,.242,.287,.391,.679
Todd T Coffey,CIN,54,3,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
Jose J Lopez,SEA,54,190,18,47,19,0,2,25,6,25,4,2,.247,.282,.379,.661
Eli E Marrero L,BAL,54,138,19,25,7,2,7,19,11,38,1,0,.181,.239,.413,.652
Ray R Olmedo,CIN,54,77,10,17,4,1,1,4,6,22,4,0,.221,.282,.338,.620
Robb R Quinlan,LAA,54,134,17,31,8,0,5,14,7,26,0,1,.231,.273,.403,.676
Terry T Tiffee,MIN,54,150,9,31,8,1,1,15,8,15,1,0,.207,.245,.293,.539
Chip C Ambres,KC,53,145,25,35,8,0,4,9,16,32,3,2,.241,.323,.379,.702
Jason J Christiansen,SF,53,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jose J Mesa,PIT,53,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Guillermo G Mota,FLA,53,3,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
Rudy R Seanez,SD,53,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Rheal R Cormier,PHI,52,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Chris C Hammond,SD,52,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Ramon R Martinez,PHI,52,112,11,31,3,0,1,14,6,11,0,0,.277,.309,.330,.639
Keith K Ginter,OAK,51,137,12,22,5,0,3,25,13,25,0,0,.161,.234,.263,.496
Matt M Murton L,CHC,51,140,19,45,3,2,7,14,16,22,2,1,.321,.386,.521,.908
David D Ross,SD,51,125,11,30,8,1,3,15,6,28,0,0,.240,.279,.392,.671
Wilson W Valdez S,SD,51,139,9,28,7,1,0,9,8,26,2,2,.201,.245,.266,.511
Tim T Worrell,ARI,51,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Doug D Mirabelli,BOS,50,136,16,31,7,0,6,18,14,48,2,0,.228,.309,.412,.721
Dioner D Navarro,LAD,50,176,21,48,9,0,3,14,20,21,0,0,.273,.354,.375,.728
Michael M Gonzalez,PIT,49,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Aaron A Heilman,NYM,49,14,0,0,0,0,0,0,1,7,0,0,.000,.067,.000,.067
Jim J Mecir,FLA,48,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Roberto R Novoa,CHC,48,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Steve S Schmoll,LAD,48,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
David D Cortes,COL,47,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
John J Flaherty,NYY,47,127,10,21,5,0,2,11,6,26,0,0,.165,.206,.252,.458
Randy R Flores,STL,47,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Curtis C Granderson,DET,47,162,18,44,6,3,8,20,10,43,1,1,.272,.314,.494,.808
Casey C Kotchman D,LAA,47,126,16,35,5,0,7,22,15,18,1,1,.278,.352,.484,.836
Josh J Phelps D,TB,47,158,21,42,10,0,5,26,12,48,0,0,.266,.328,.424,.752
Sandy S Alomar,TEX,46,128,11,35,7,0,0,14,5,12,0,0,.273,.306,.328,.634
Matt M Wise,MIL,46,1,0,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000
Mike M Redmond,MIN,45,148,17,46,9,0,1,26,6,14,0,0,.311,.350,.392,.742
Glendon G Rusch,CHC,45,41,2,6,2,0,0,0,1,9,0,0,.146,.186,.195,.381
Chris C Widger,CWS,45,141,18,34,8,0,4,11,10,22,0,2,.241,.296,.383,.679
Brian B Bruney,ARI,44,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jeff J Fassero,SF,44,13,0,0,0,0,0,0,0,6,0,0,.000,.000,.000,.000
Marquis M Grissom C,SF,44,137,8,29,4,0,2,15,7,18,1,1,.212,.248,.285,.533
Mike M Koplove,ARI,44,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Kelly K Wunsch,LAD,44,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Kevin K Youkilis,BOS,44,79,11,22,7,0,1,9,14,19,0,1,.278,.400,.405,.805
Adrian A González Gonzalez D,TEX,43,150,17,34,7,1,6,17,10,37,0,0,.227,.272,.407,.678
Jason J Marquis,STL,43,87,10,27,8,1,1,10,2,11,0,0,.310,.326,.460,.786
Jorge J Sosa,ATL,43,31,1,3,0,0,0,0,1,15,0,0,.097,.125,.097,.222
Eddy E Garabito,COL,42,88,15,27,5,0,1,8,8,12,3,2,.307,.384,.398,.782
Blaine B Boyer,ATL,41,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Ronny R Cedeno S,CHC,41,80,13,24,3,0,1,6,5,11,1,0,.300,.356,.375,.731
Erubiel E Durazo D,OAK,41,152,15,36,6,1,4,16,14,24,1,0,.237,.305,.368,.674
Nate N Mc Louth C,PIT,41,109,20,28,6,0,5,12,3,20,2,0,.257,.305,.450,.755
Raul R Mondesi,ATL,41,142,17,30,7,1,4,17,12,35,0,1,.211,.271,.359,.630
Ryan R Vogelsong,PIT,41,9,0,1,1,0,0,0,0,4,0,0,.111,.200,.222,.422
Gabe G Gross R,TOR,40,92,11,23,4,1,1,7,10,21,1,1,.250,.324,.348,.671
Conor C Jackson,ARI,40,85,8,17,3,0,2,8,12,11,0,0,.200,.303,.306,.609
Matt M Kata,PHI,40,37,7,7,2,1,0,0,5,6,0,1,.189,.286,.297,.583
Scott S Munter,SF,40,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Julio J Santana,MIL,40,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Ryan R Wagner,CIN,40,1,1,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Jeff J Bagwell,HOU,39,100,11,25,4,0,3,19,18,21,0,0,.250,.358,.380,.738
Heath H Bell,NYM,39,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Pat P Borders,SEA,39,117,12,23,5,0,1,7,4,22,0,0,.197,.228,.265,.493
Chris C Duffy,PIT,39,126,22,43,4,2,1,9,7,22,2,2,.341,.385,.429,.814
Prince P Fielder,MIL,39,59,2,17,4,0,2,10,2,17,0,0,.288,.306,.458,.764
Byung- Hyun B Kim,COL,39,38,0,3,0,0,0,2,2,6,0,0,.079,.122,.079,.201
Adam A Melhuse,OAK,39,97,11,24,7,0,2,12,5,28,0,0,.247,.284,.381,.666
Omar O Quintanilla S,COL,39,128,16,28,1,1,0,7,9,15,2,1,.219,.270,.242,.512
Ramon R Vázquez,CLE,39,85,7,18,5,0,0,5,5,17,0,0,.212,.256,.271,.526
Gerald G Williams L,NYM,39,30,9,7,2,0,1,3,1,7,2,0,.233,.258,.400,.658
Dontrelle D Willis,FLA,39,92,14,24,4,0,1,11,3,13,0,0,.261,.289,.337,.626
Ricky R Bottalico,MIL,38,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Todd T Greene,COL,38,126,10,32,4,0,7,23,7,21,0,0,.254,.299,.452,.751
Marcus M Thames L,DET,38,107,11,21,2,0,7,16,9,38,0,0,.196,.263,.411,.674
Brad B Thompson,STL,38,6,0,1,0,0,0,0,0,2,0,0,.167,.167,.167,.333
Marcos M Carvajal,COL,37,4,0,1,0,0,0,2,0,3,0,0,.250,.250,.250,.500
Roger R Cedeno,STL,37,57,4,9,1,0,0,8,2,6,0,2,.158,.197,.175,.372
Raul R Chavez,HOU,37,99,6,17,3,0,2,6,4,18,1,0,.172,.210,.263,.472
Geoff G Geary,PHI,37,6,0,1,0,0,0,0,0,4,0,0,.167,.167,.167,.333
Danny D Graves,NYM,37,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jose J Acevedo,COL,36,8,0,1,0,0,0,0,1,6,0,0,.125,.300,.125,.425
Jorge J De La Rosa,MIL,36,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Mike M Gallo,HOU,36,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Gabe G Kapler R,BOS,36,97,15,24,7,0,1,9,3,15,1,0,.247,.282,.351,.632
Brian B Moehler,FLA,36,40,1,3,1,0,0,3,1,15,0,0,.075,.119,.100,.219
Brian B Shackelford,CIN,36,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Ryan R Shealy,COL,36,91,14,30,7,0,2,16,13,22,1,0,.330,.413,.473,.886
Adam A Stern,BOS,36,15,4,2,0,0,1,2,0,4,1,1,.133,.188,.333,.521
Jeff J Weaver,LAD,36,70,6,16,2,0,0,7,2,19,0,0,.229,.250,.257,.507
Alberto A Castillo,OAK,35,101,13,21,5,1,1,14,12,22,1,0,.208,.289,.307,.596
Ken K Huckaby,TOR,35,87,8,18,4,0,0,6,5,19,0,0,.207,.250,.253,.503
D' Angelo D Jimenez,CIN,35,105,14,24,7,0,0,5,14,23,2,1,.229,.319,.295,.615
Mike M Stanton,WSH,35,1,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Greg G Aquino,ARI,34,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Josh J Bard,CLE,34,83,6,16,4,0,1,9,9,11,0,0,.193,.266,.277,.543
Matt M Diaz L,KC,34,89,7,25,4,2,1,9,4,15,0,1,.281,.323,.404,.727
Chad C Harville,HOU,34,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Livan L Hernandez,WSH,34,82,7,20,2,1,2,7,0,8,0,0,.244,.253,.366,.619
Koyie K Hill,ARI,34,78,6,17,5,0,0,6,11,27,0,1,.218,.308,.282,.590
D. J. D Houlton,LAD,34,30,1,3,1,0,0,1,3,18,0,0,.100,.182,.133,.315
Jon J Lieber,PHI,34,73,7,7,2,0,0,4,1,29,0,0,.096,.107,.123,.230
Greg G Maddux,CHC,34,76,4,13,0,0,1,5,0,15,1,0,.171,.171,.211,.382
Josh J Paul,LAA,34,37,4,7,1,0,2,4,2,9,0,0,.189,.231,.378,.609
Horacio H Ramirez,ATL,34,73,4,16,3,0,0,2,1,17,0,0,.219,.230,.260,.490
Mike M Remlinger,CHC,34,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Luke L Scott,HOU,34,80,6,15,4,2,0,4,9,23,1,1,.188,.270,.288,.557
Frank F Thomas D,CWS,34,105,19,23,3,0,12,26,16,31,0,0,.219,.315,.590,.905
Jamey J Wright,COL,34,55,2,8,1,0,0,3,1,21,0,0,.145,.161,.164,.324
Antonio A Alfonseca,FLA,33,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Adam A Bernero,ATL,33,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000
Chris C Capuano,MIL,33,71,5,12,3,0,0,9,2,33,0,0,.169,.189,.211,.400
Doug D Davis,MIL,33,73,2,10,3,1,0,3,1,34,0,0,.137,.149,.205,.354
Josh J Fogg,PIT,33,47,3,5,1,0,0,3,3,14,0,0,.106,.160,.128,.288
Aaron A Guiel C,KC,33,109,18,32,5,0,4,7,6,21,1,0,.294,.355,.450,.805
Dae- Sung D Koo,NYM,33,2,1,1,1,0,0,0,0,1,0,0,.500,.500,1.000,1.500
Esteban E Loaiza,WSH,33,74,3,12,2,0,0,4,0,23,0,1,.162,.162,.189,.351
Derek D Lowe,LAD,33,65,3,10,2,0,0,4,2,17,1,0,.154,.179,.185,.364
Brett B Myers,PHI,33,65,1,10,1,0,0,5,4,19,0,0,.154,.203,.169,.372
Roy R Oswalt,HOU,33,73,1,13,0,0,0,2,2,19,0,0,.178,.211,.178,.389
Dennys D Reyes,SD,33,5,0,1,0,0,0,0,0,2,0,0,.200,.200,.200,.400
Carlos C Zambrano,CHC,33,80,8,24,6,2,1,6,0,25,0,0,.300,.300,.463,.762
