PLAYER,TEAM,W,L,ERA,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG
Scott S Dohmann,COL,2,1,6.10,32,0,0,0,0,3,31.0,33,21,21,6,0,19,35,1.68,.266
Ryan R Franklin,SEA,8,15,5.10,32,30,2,1,0,0,190.2,212,110,108,28,7,62,93,1.44,.280
Jon J Garland,CWS,18,10,3.50,32,32,3,3,0,0,221.0,212,93,86,26,7,47,115,1.17,.255
Aaron A Harang,CIN,11,13,3.83,32,32,1,0,0,0,211.2,217,93,90,22,8,51,163,1.27,.267
Bobby B Jenks,CWS,1,1,2.75,32,0,0,0,6,8,39.1,34,15,12,3,1,15,50,1.25,.225
Scott S Kazmir,TB,10,9,3.77,32,32,0,0,0,0,186.0,172,90,78,12,10,100,174,1.46,.248
Cliff C Lee,CLE,18,5,3.79,32,32,1,0,0,0,202.0,194,91,85,22,0,52,143,1.22,.251
Jose J Lima,KC,5,16,6.99,32,32,1,0,0,0,168.2,219,140,131,31,9,61,80,1.66,.314
Javier J López Lopez,ARI,1,1,11.02,32,0,0,0,2,4,16.1,26,20,20,2,1,11,12,2.27,.351
Brandon B Lyon,ARI,0,2,6.44,32,0,0,0,14,15,29.1,44,25,21,6,2,10,17,1.84,.341
Jamie J Moyer,SEA,13,7,4.28,32,32,1,0,0,0,200.0,225,99,95,23,8,52,102,1.39,.283
Mark M Mulder,STL,16,8,3.64,32,32,3,2,0,0,205.0,212,90,83,19,9,70,111,1.38,.273
Tomo T Ohka,MIL,11,9,4.04,32,29,1,1,0,0,180.1,189,88,81,22,3,55,98,1.35,.268
Nate N Robertson,DET,7,16,4.48,32,32,2,0,0,0,196.2,202,113,98,28,7,65,122,1.36,.266
Curt C Schilling,BOS,8,8,5.69,32,11,0,0,9,11,93.1,121,59,59,12,3,22,87,1.53,.314
Jeff J Suppan,STL,16,10,3.57,32,32,0,0,0,0,194.1,206,93,77,24,7,63,114,1.38,.275
Randy R Williams,COL,3,1,6.84,32,0,0,0,0,2,26.1,33,21,20,5,1,13,21,1.75,.300
Chad C Bradford,BOS,2,1,3.86,31,0,0,0,0,1,23.1,29,10,10,1,3,4,10,1.41,.312
Nate N Bump,FLA,0,3,4.03,31,0,0,0,0,1,38.0,43,18,17,5,2,12,18,1.45,.289
Paul P Byrd,LAA,12,11,3.74,31,31,2,1,0,0,204.1,216,95,85,22,7,28,102,1.19,.272
Scott S Elarton,CLE,11,9,4.61,31,31,1,0,0,0,181.2,189,100,93,32,6,48,103,1.30,.267
Cal C Eldred,STL,1,0,2.19,31,1,0,0,0,1,37.0,35,9,9,3,2,18,29,1.43,.259
John J Franco,HOU,0,1,7.20,31,0,0,0,0,1,15.0,23,13,12,0,1,9,16,2.13,.343
Mark M Hendrickson,TB,11,8,5.90,31,31,1,0,0,0,178.1,227,126,117,24,2,49,89,1.55,.311
Cory C Lidle,PHI,13,11,4.53,31,31,1,0,0,0,184.2,210,105,93,18,6,40,121,1.35,.289
Kyle K Lohse,MIN,9,13,4.18,31,30,0,0,0,0,178.2,211,85,83,22,9,44,86,1.43,.299
Pedro P Martinez,NYM,15,8,2.82,31,31,4,1,0,0,217.0,159,69,68,19,4,47,208,0.95,.204
Joe J Mays,MIN,6,10,5.65,31,26,1,1,0,0,156.0,203,109,98,23,3,41,59,1.56,.318
Matt M Morris,STL,14,10,4.11,31,31,2,0,0,0,192.2,209,101,88,22,8,37,117,1.28,.276
John J Patterson,WSH,9,7,3.13,31,31,2,1,0,0,198.1,172,71,69,19,5,65,185,1.19,.233
Brad B Radke,MIN,9,12,4.04,31,31,3,1,0,0,200.2,214,98,90,33,7,23,117,1.18,.272
C Sabathia,CLE,15,10,4.03,31,31,1,0,0,0,196.2,185,92,88,19,7,62,161,1.26,.248
John J Wasdin,TEX,3,2,4.28,31,6,0,0,4,6,75.2,77,37,36,9,1,20,44,1.28,.261
Chris C Young,TEX,12,7,4.26,31,31,0,0,0,0,164.2,162,84,78,19,7,45,137,1.26,.252
Victor V Zambrano,NYM,7,12,4.17,31,27,0,0,0,0,166.1,170,85,77,12,15,77,112,1.48,.264
Armando A Benitez,SF,2,3,4.50,30,0,0,0,19,23,30.0,25,17,15,5,0,16,23,1.37,.229
Ron R Mahay,TEX,0,2,6.81,30,0,0,0,1,1,35.2,47,28,27,8,0,16,30,1.77,.313
Kevin K Millwood,CLE,9,11,2.86,30,30,1,0,0,0,192.0,182,72,61,20,4,52,146,1.22,.248
Mike M Mussina,NYY,13,8,4.41,30,30,2,2,0,0,179.2,199,93,88,23,7,47,142,1.37,.284
Ramon R Ortiz,CIN,9,11,5.36,30,30,1,0,0,0,171.1,206,110,102,34,7,51,96,1.50,.302
Chan Ho C Park,SD,12,8,5.74,30,29,0,0,0,0,155.1,180,103,99,11,10,80,113,1.67,.293
Jake J Peavy,SD,13,7,2.88,30,30,3,3,0,0,203.0,162,70,65,18,7,50,216,1.04,.217
Joel J Pineiro,SEA,7,11,5.62,30,30,2,0,0,0,189.0,224,118,118,23,6,56,107,1.48,.300
Mark M Redman,PIT,5,15,4.90,30,30,2,1,0,0,178.1,188,100,97,18,2,56,101,1.37,.278
Steve S Reed,BAL,1,2,6.61,30,0,0,0,0,0,32.2,41,24,24,5,4,11,15,1.59,.308
Kenny K Rogers,TEX,14,8,3.46,30,30,1,1,0,0,195.1,205,86,75,15,8,53,87,1.32,.271
David D Wells,BOS,15,7,4.45,30,30,2,0,0,0,184.0,220,95,91,21,9,21,107,1.31,.296
Josh J Beckett,FLA,15,8,3.38,29,29,2,1,0,0,178.2,153,75,67,14,7,58,166,1.18,.234
Jeremy J Bonderman,DET,14,13,4.57,29,29,4,0,0,0,189.0,199,101,96,21,4,57,145,1.35,.271
Daniel D Cabrera,BAL,10,13,4.52,29,29,0,0,0,0,161.1,144,92,81,14,11,87,157,1.43,.235
Shawn S Camp,KC,1,4,6.43,29,0,0,0,0,2,49.0,69,40,35,4,4,13,28,1.67,.332
Brandon B Claussen,CIN,10,11,4.21,29,29,0,0,0,0,166.2,178,89,78,24,7,57,121,1.41,.273
Runelvys R Hernandez,KC,8,14,5.52,29,29,0,0,0,0,159.2,172,101,98,18,7,70,88,1.52,.277
Tim T Hudson,ATL,14,9,3.52,29,29,2,0,0,0,192.0,194,79,75,20,9,65,115,1.35,.265
Gil G Meche,SEA,10,8,5.09,29,26,0,0,0,0,143.1,153,92,81,18,2,72,83,1.57,.275
Randy R Messenger,FLA,0,0,5.35,29,0,0,0,0,0,37.0,39,22,22,5,0,30,29,1.86,.273
Brad B Penny,LAD,7,9,3.90,29,29,1,0,0,0,175.1,185,78,76,17,3,41,122,1.29,.270
Tommy T Phelps,MIL,0,2,4.63,29,0,0,0,1,2,23.1,25,12,12,2,2,12,14,1.59,.272
Scott S Proctor,NYY,1,0,6.04,29,1,0,0,0,0,44.2,46,32,30,10,2,17,36,1.41,.257
John J Riedling,FLA,4,1,7.16,29,0,0,0,0,0,27.2,34,23,22,3,1,13,16,1.70,.298
Kirk K Saarloos,OAK,10,9,4.17,29,27,2,1,0,0,159.2,170,75,74,11,11,54,53,1.40,.278
Victor V Santos,MIL,4,13,4.57,29,24,1,0,0,0,141.2,153,87,72,20,5,60,89,1.50,.269
Jason J Schmidt,SF,12,7,4.40,29,29,0,0,0,0,172.0,160,90,84,16,5,85,165,1.42,.246
George G Sherrill,SEA,4,3,5.21,29,0,0,0,0,0,19.0,13,12,11,3,1,7,24,1.05,.194
Doug D Waechter,TB,5,12,5.62,29,25,0,0,0,0,157.0,191,109,98,29,3,38,87,1.46,.298
Jarrod J Washburn,LAA,8,8,3.20,29,29,1,1,0,0,177.1,184,66,63,19,8,51,94,1.33,.274
Jeremy J Accardo,SF,1,5,3.94,28,0,0,0,0,1,29.2,26,13,13,2,1,9,16,1.18,.232
James J Baldwin,BAL,0,2,3.81,28,0,0,0,1,1,56.2,54,28,24,8,3,16,29,1.24,.254
Kris K Benson,NYM,10,8,4.13,28,28,0,0,0,0,174.1,171,86,80,24,4,49,95,1.26,.253
Juan J Cruz,OAK,0,3,7.44,28,0,0,0,0,0,32.2,38,33,27,5,4,22,34,1.84,.290
Elmer E Dessens,LAD,1,2,3.56,28,7,0,0,0,0,65.2,63,30,26,6,1,19,37,1.25,.249
Jimmy J Gobble,KC,1,1,5.70,28,4,0,0,0,0,53.2,64,34,34,9,1,30,38,1.75,.299
Geremi G Gonzalez,BOS,2,1,6.11,28,3,0,0,0,0,56.0,64,39,38,7,2,16,28,1.43,.288
Brad B Halsey,ARI,8,12,4.61,28,26,0,0,0,0,160.0,191,101,82,20,9,39,82,1.44,.300
Matt M Herges,ARI,1,1,7.14,28,0,0,0,0,0,29.0,35,23,23,6,1,12,9,1.62,.304
Joel J Peralta,LAA,1,0,3.89,28,0,0,0,0,0,34.2,28,15,15,6,0,14,30,1.21,.219
Woody W Williams,SD,9,12,4.85,28,28,0,0,0,0,159.2,174,92,86,24,3,51,106,1.41,.275
Jake J Woods,LAA,1,1,4.55,28,0,0,0,0,0,27.2,30,18,14,7,2,8,20,1.37,.270
Mike M Burns,HOU,0,0,4.94,27,0,0,0,0,0,31.0,29,18,17,6,5,8,20,1.19,.238
Shawn S Chacon,NYY,8,10,3.44,27,24,0,0,0,0,151.2,135,59,58,14,14,66,79,1.33,.242
Valerio V De Los Santos,FLA,1,2,6.14,27,0,0,0,0,1,22.0,25,15,15,4,2,12,16,1.68,.281
Dana D Eveland,MIL,1,1,5.97,27,0,0,0,1,2,31.2,40,21,21,2,1,18,23,1.83,.317
Brandon B Medders,ARI,4,1,1.78,27,0,0,0,0,0,30.1,21,6,6,2,1,11,31,1.05,.194
Vicente V Padilla,PHI,9,12,4.71,27,27,0,0,0,0,147.0,146,79,77,22,8,74,103,1.50,.260
Mark M Prior,CHC,11,7,3.67,27,27,1,0,0,0,166.2,143,73,68,25,4,59,188,1.21,.227
Carlos C Silva,MIN,9,8,3.44,27,27,2,0,0,0,188.1,212,83,72,25,3,9,71,1.17,.290
Brandon B Backe,HOU,10,8,4.76,26,25,1,1,0,0,149.1,151,82,79,19,4,67,97,1.46,.263
Scott S Downs,TOR,4,3,4.31,26,13,0,0,0,0,94.0,93,49,45,12,5,34,75,1.35,.253
Troy T Percival,DET,1,3,5.76,26,0,0,0,8,11,25.0,19,16,16,7,2,11,20,1.20,.207
Robinson R Tejeda,PHI,4,3,3.57,26,13,0,0,0,0,85.2,67,36,34,5,8,51,72,1.38,.218
Dave D Bush,TOR,5,11,4.49,25,24,2,0,0,0,136.1,142,73,68,20,13,29,75,1.25,.269
Ted T Lilly,TOR,10,11,5.56,25,25,0,0,0,0,126.1,135,79,78,23,3,58,96,1.53,.272
Matt M Perisho,BOS,2,0,2.57,25,0,0,0,0,0,14.0,13,5,4,1,1,11,10,1.71,.260
Wandy W Rodriguez,HOU,10,10,5.53,25,22,0,0,0,0,128.2,135,82,79,19,8,53,80,1.46,.274
Claudio C Vargas,ARI,9,9,5.24,25,23,0,0,0,0,132.1,146,81,77,25,7,47,95,1.46,.278
Dave D Williams,PIT,10,11,4.41,25,25,1,1,0,0,138.2,137,74,68,20,8,58,88,1.41,.261
Pedro P Astacio,SD,6,10,4.69,24,22,0,0,0,0,126.2,133,66,66,17,2,37,78,1.34,.271
Erik E Bedard,BAL,6,8,4.00,24,24,0,0,0,0,141.2,139,66,63,10,5,57,125,1.38,.260
Adam A Eaton,SD,11,5,4.27,24,22,0,0,0,0,128.2,140,70,61,14,5,44,100,1.43,.275
Clay C Hensley,SD,1,1,1.70,24,1,0,0,0,0,47.2,33,12,9,0,0,17,28,1.05,.195
Orlando O Hernandez,CWS,9,9,5.12,24,22,0,0,1,1,128.1,137,77,73,18,12,50,91,1.46,.275
Randy R Keisler,CIN,2,1,6.27,24,4,0,0,0,0,56.0,64,45,39,10,1,28,43,1.64,.277
Sun- Woo S Kim,COL,6,3,4.90,24,10,1,1,0,0,82.2,97,46,45,10,3,21,55,1.43,.293
Darrell D May,NYY,1,4,6.78,24,9,0,0,0,0,66.1,87,51,50,14,0,23,35,1.66,.315
Franquelis F Osoria,LAD,0,2,3.94,24,0,0,0,0,2,29.2,28,14,13,3,3,8,15,1.21,.259
Juan J Padilla,NYM,3,1,1.49,24,0,0,0,1,2,36.1,24,7,6,0,2,13,17,1.02,.180
Jack J Taschner,SF,2,0,1.59,24,0,0,0,0,1,22.2,15,5,4,0,0,13,19,1.24,.185
C. J. C Wilson,TEX,1,7,6.94,24,6,0,0,1,1,48.0,63,39,37,5,2,18,30,1.69,.321
Ryan R Drese,WSH,7,12,5.78,23,23,1,0,0,0,129.1,162,90,83,8,8,46,46,1.61,.312
Justin J Lehr,MIL,1,1,3.89,23,0,0,0,0,1,34.2,32,19,15,4,1,18,23,1.44,.242
Macay M Mc Bride,ATL,1,0,5.79,23,0,0,0,1,1,14.0,18,11,9,0,0,7,22,1.79,.305
Matt M Miller,CLE,1,0,1.82,23,0,0,0,1,2,29.2,22,6,6,1,3,10,23,1.08,.212
Wes W Obermueller,MIL,1,4,5.26,23,8,0,0,0,0,65.0,74,41,38,7,5,36,33,1.69,.289
Sidney S Ponson,BAL,7,11,6.21,23,23,1,0,0,0,130.1,177,97,90,16,3,48,68,1.73,.331
Ervin E Santana,LAA,12,8,4.65,23,23,1,1,0,0,133.2,139,73,69,17,8,47,99,1.39,.266
Ricky R Stone,CIN,0,0,6.75,23,0,0,0,0,0,30.2,48,24,23,8,2,7,15,1.79,.364
Ezequiel E Astacio,HOU,3,6,5.67,22,14,0,0,0,0,81.0,100,56,51,23,1,25,66,1.54,.301
Manny M Aybar,NYM,0,0,6.04,22,0,0,0,0,1,25.1,31,17,17,4,1,7,27,1.50,.301
Vic V Darensbourg,DET,1,1,2.82,22,0,0,0,0,0,22.1,24,7,7,2,0,7,9,1.39,.282
Juan J Dominguez,TEX,4,6,4.22,22,10,0,0,0,1,70.1,78,37,33,11,2,25,45,1.46,.277
Jason J Grimsley,BAL,1,2,5.73,22,0,0,0,0,3,22.0,24,15,14,5,0,9,10,1.50,.289
Rich R Harden,OAK,10,5,2.53,22,19,2,1,0,0,128.0,93,42,36,7,2,43,121,1.06,.201
Russ R Ortiz,ARI,5,11,6.89,22,22,0,0,0,0,115.0,147,92,88,18,4,65,46,1.84,.313
Ben B Sheets,MIL,10,9,3.33,22,22,3,0,0,0,156.2,142,66,58,19,2,25,141,1.07,.237
Ryan R Speier,COL,2,1,3.65,22,0,0,0,0,1,24.2,26,12,10,0,1,13,10,1.58,.277
Todd T Wellemeyer,CHC,2,1,6.12,22,0,0,0,1,1,32.1,32,23,22,7,0,22,32,1.67,.264
Jerome J Williams,CHC,6,10,4.26,22,20,0,0,0,0,122.2,119,62,58,14,10,49,70,1.37,.262
Wilson W Alvarez,LAD,1,4,5.63,21,2,0,0,0,0,24.0,31,15,15,7,0,7,16,1.58,.316
D. J. D Carrasco,KC,6,8,4.79,21,20,1,0,0,0,114.2,129,67,61,11,6,51,49,1.57,.289
Kyle K Davies,ATL,7,6,4.93,21,14,0,0,0,1,87.2,98,51,48,8,1,49,62,1.68,.280
Shawn S Estes,ARI,7,8,4.80,21,21,2,0,0,0,123.2,132,70,66,15,4,45,63,1.43,.280
Brad B Hennessey,SF,5,8,4.64,21,21,0,0,0,0,118.1,127,63,61,15,4,52,64,1.51,.276
Sergio S Mitre,CHC,2,5,5.37,21,7,1,1,0,0,60.1,62,37,36,11,3,23,37,1.41,.261
Aaron A Sele,SEA,6,12,5.66,21,21,1,1,0,0,116.0,147,76,73,18,5,41,53,1.62,.315
Kerry K Wood,CHC,3,4,4.23,21,10,0,0,0,0,66.0,52,32,31,14,2,26,77,1.18,.215
Dewon D Brazelton,TB,1,8,7.61,20,8,0,0,0,1,71.0,87,65,60,12,4,60,43,2.07,.307
Jaime J Cerda,KC,1,4,6.63,20,0,0,0,0,1,19.0,21,14,14,3,0,11,18,1.68,.284
Doug D Creek,DET,0,0,6.85,20,0,0,0,0,0,22.1,27,18,17,7,0,7,18,1.52,.293
Jason J Jennings,COL,6,9,5.02,20,20,1,0,0,0,122.0,130,73,68,11,5,62,75,1.57,.274
Steve S Karsay,TEX,0,1,7.06,20,0,0,0,0,0,21.2,36,19,17,2,0,7,14,1.98,.371
Brandon B League,TOR,1,0,6.56,20,0,0,0,0,0,35.2,42,27,26,8,2,20,17,1.74,.302
Oliver O Pérez Perez,PIT,7,5,5.85,20,20,0,0,0,0,103.0,102,68,67,23,6,70,97,1.67,.264
Kirk K Rueter,SF,2,7,5.95,20,18,0,0,0,0,107.1,131,78,71,12,1,47,25,1.66,.305
Tony T Armas,WSH,7,7,4.97,19,19,0,0,0,0,101.1,100,57,56,16,5,54,59,1.52,.258
Cliff C Bartosh,CHC,0,2,5.49,19,0,0,0,0,0,19.2,23,13,12,7,2,11,15,1.73,.307
Scott S Erickson,LAD,1,4,6.02,19,8,0,0,0,0,55.1,62,37,37,12,4,25,15,1.57,.288
Roy R Halladay,TOR,12,4,2.41,19,19,5,2,0,0,141.2,118,39,38,11,7,18,108,0.96,.225
Luke L Hudson,CIN,6,9,6.38,19,16,0,0,0,0,84.2,83,62,60,14,11,50,53,1.57,.268
Kaz K Ishii,NYM,3,9,5.14,19,16,0,0,0,0,91.0,87,59,52,13,3,49,53,1.49,.257
Dan D Miceli,COL,1,2,5.89,19,0,0,0,0,2,18.1,19,12,12,1,1,13,19,1.75,.271
Blaine B Neal,COL,1,3,7.15,19,0,0,0,0,2,22.2,35,19,18,4,0,12,11,2.07,.372
Hideo H Nomo,TB,5,8,7.24,19,19,0,0,0,0,100.2,127,82,81,16,2,51,59,1.77,.314
Odalis O Perez,LAD,7,8,4.56,19,19,0,0,0,0,108.2,109,59,55,13,0,28,74,1.26,.262
Sean S Douglass,DET,5,5,5.56,18,16,0,0,0,0,87.1,92,57,54,13,2,33,55,1.43,.276
Nick N Regilio,TEX,1,2,4.58,18,0,0,0,0,2,17.2,22,10,9,2,1,7,14,1.64,.297
Chien- Ming C Wang,NYY,8,5,4.02,18,17,0,0,0,0,116.1,113,58,52,9,6,32,47,1.25,.256
Jose J Capellan,MIL,1,1,2.87,17,0,0,0,0,0,15.2,17,6,5,1,0,5,14,1.40,.293
Zach Z Day,COL,1,3,6.85,17,8,0,0,0,1,47.1,61,40,36,6,1,32,23,1.96,.314
Jonathan J Papelbon,BOS,3,1,2.65,17,3,0,0,0,1,34.0,33,11,10,4,3,17,34,1.47,.260
Carl C Pavano,NYY,4,6,4.77,17,17,1,1,0,0,100.0,129,66,53,17,8,18,56,1.47,.315
Bobby B Seay,COL,0,0,8.49,17,0,0,0,0,1,11.2,18,11,11,3,0,8,11,2.23,.367
John J Thomson,ATL,4,6,4.47,17,17,1,0,0,0,98.2,111,52,49,6,2,28,61,1.41,.284
Jason J Vargas,FLA,5,5,4.03,17,13,1,0,0,0,73.2,71,34,33,4,4,31,59,1.38,.249
Scott S Williamson,CHC,0,0,5.65,17,0,0,0,0,0,14.1,15,9,9,3,2,6,23,1.47,.273
Terry T Adams,PHI,0,2,12.83,16,0,0,0,0,1,13.1,25,19,19,3,4,10,4,2.63,.403
Kevin K Correia,SF,2,5,4.63,16,11,0,0,0,0,58.1,61,31,30,12,4,31,44,1.58,.274
Kelvim K Escobar,LAA,3,2,3.02,16,7,0,0,1,1,59.2,45,21,20,4,2,21,63,1.11,.207
Wade W Miller,BOS,4,4,4.95,16,16,0,0,0,0,91.0,96,53,50,8,3,47,64,1.57,.267
Erasmo E Ramirez,TEX,0,0,3.91,16,0,0,0,0,1,23.0,24,10,10,3,2,3,6,1.17,.273
Joe J Valentine,CIN,0,1,8.16,16,0,0,0,0,1,14.1,18,15,13,4,2,11,9,2.02,.295
Jason J Bergmann,WSH,2,0,2.75,15,1,0,0,0,0,19.2,14,6,6,1,2,11,21,1.27,.200
Fernando F Cabrera,CLE,2,1,1.47,15,0,0,0,0,0,30.2,24,7,5,1,0,11,29,1.14,.212
Kane K Davis,MIL,1,1,2.70,15,0,0,0,0,2,16.2,10,6,5,2,0,10,11,1.20,.167
Octavio O Dotel,OAK,1,2,3.52,15,0,0,0,7,11,15.1,10,6,6,2,0,11,16,1.37,.185
Eric E Du Bose,BAL,2,3,5.52,15,3,0,0,0,0,29.1,28,21,18,4,1,19,17,1.60,.243
Gary G Glover,MIL,5,4,5.57,15,11,0,0,0,0,64.2,74,41,40,10,2,20,58,1.45,.288
Rick R Helling,MIL,3,1,2.39,15,7,0,0,0,0,49.0,39,13,13,2,2,18,42,1.16,.219
J. P. J Howell,KC,3,5,6.19,15,15,0,0,0,0,72.2,73,55,50,9,6,39,54,1.54,.264
Jon J Rauch,WSH,2,4,3.60,15,1,0,0,0,0,30.0,24,12,12,3,1,11,23,1.17,.218
Chris C Resop,FLA,2,0,8.47,15,0,0,0,0,0,17.0,22,16,16,1,1,9,15,1.82,.324
Royce R Ring,NYM,0,2,5.06,15,0,0,0,0,0,10.2,10,6,6,0,0,10,8,1.88,.250
Aaron A Small,NYY,10,0,3.20,15,9,1,1,0,1,76.0,71,27,27,4,5,24,37,1.25,.250
Ian I Snell,PIT,1,2,5.14,15,5,0,0,0,0,42.0,43,25,24,5,1,24,34,1.60,.267
Tim T Stauffer,SD,3,6,5.33,15,14,0,0,0,0,81.0,92,50,48,10,2,29,49,1.49,.286
Craig C Breslow,SD,0,0,2.20,14,0,0,0,0,0,16.1,15,6,4,1,1,13,14,1.71,.238
Jonathan J Broxton,LAD,1,0,5.93,14,0,0,0,0,1,13.2,13,11,9,0,1,12,22,1.83,.245
Zach Z Duke,PIT,8,2,1.81,14,14,0,0,0,0,84.2,79,20,17,3,2,23,58,1.20,.253
Eric E Gagne,LAD,1,0,2.70,14,0,0,0,8,8,13.1,10,4,4,2,0,3,22,0.98,.200
Matt M Ginter,DET,0,1,6.17,14,1,0,0,0,0,35.0,49,25,24,6,2,9,15,1.66,.340
Travis T Hughes,WSH,1,1,5.54,14,0,0,0,0,1,13.0,18,8,8,4,1,8,8,2.00,.333
John J Parrish,BAL,1,0,3.12,14,0,0,0,0,0,17.1,19,6,6,1,0,17,25,2.08,.279
Jae Weong J Seo,NYM,8,2,2.59,14,14,1,0,0,0,90.1,84,26,26,9,1,16,59,1.11,.251
Ismael I Valdez,FLA,2,2,5.33,14,7,0,0,0,0,50.2,64,32,30,6,5,22,27,1.70,.314
Mike M Adams,MIL,0,1,2.70,13,0,0,0,1,2,13.1,12,4,4,2,0,10,14,1.65,.235
Kevin K Brown,NYY,4,7,6.50,13,13,0,0,0,0,73.1,107,57,53,5,7,19,50,1.72,.341
Aaron A Cook,COL,7,2,3.67,13,13,2,0,0,0,83.1,101,38,34,8,2,16,24,1.40,.301
Wayne W Franklin,NYY,0,1,6.39,13,0,0,0,0,3,12.2,11,12,9,1,1,8,10,1.50,.239
Mike M Gosling,ARI,0,3,4.45,13,5,0,0,0,0,32.1,40,20,16,2,0,19,14,1.82,.301
Dustin D Mc Gowan,TOR,1,3,6.35,13,7,0,0,0,0,45.1,49,34,32,7,7,17,34,1.46,.277
Kyle K Snyder,KC,1,3,6.75,13,3,0,0,0,0,36.0,55,29,27,3,1,10,19,1.81,.353
T. J. T Tucker,WSH,1,0,6.39,13,0,0,0,0,0,12.2,20,9,9,4,0,2,5,1.74,.370
Randy R Wolf,PHI,6,4,4.39,13,13,0,0,0,0,80.0,87,40,39,14,6,26,61,1.41,.282
Jaret J Wright,NYY,5,5,6.08,13,13,0,0,0,0,63.2,81,51,43,8,6,32,34,1.77,.313
Matt M Anderson,COL,0,0,12.60,12,0,0,0,0,0,10.0,19,17,14,3,2,11,4,3.00,.404
Mike M Hampton,ATL,5,3,3.50,12,12,1,1,0,0,69.1,74,28,27,5,0,18,27,1.33,.281
Felix F Hernández Hernandez,SEA,4,4,2.67,12,12,0,0,0,0,84.1,61,26,25,5,2,23,77,1.00,.203
Brandon B Mc Carthy,CWS,3,2,4.03,12,10,0,0,0,0,67.0,62,30,30,13,2,17,48,1.18,.242
Ricardo R Rodriguez,TEX,2,3,5.53,12,10,0,0,0,0,57.0,67,39,35,11,1,17,24,1.47,.289
Travis T Smith,FLA,0,0,6.75,12,0,0,0,0,0,10.2,17,8,8,1,0,5,9,2.06,.370
Jonah J Bayliss,KC,0,0,4.63,11,0,0,0,0,0,11.2,7,6,6,2,2,4,10,0.94,.167
Scott S Cassidy,SD,1,1,8.31,11,0,0,0,0,0,13.0,19,13,12,3,0,3,12,1.69,.345
Jason J Davis,CLE,4,2,4.69,11,4,0,0,0,0,40.1,44,22,21,4,3,20,32,1.59,.282
Ron R Flores,OAK,0,0,1.04,11,0,0,0,0,0,8.2,8,1,1,1,0,0,6,0.92,.235
Chad C Fox,CHC,0,0,6.75,11,0,0,0,1,1,8.0,8,6,6,2,0,8,11,2.00,.276
Josh J Hancock,CIN,1,0,1.93,11,0,0,0,0,0,14.0,11,4,3,1,0,1,5,0.86,.208
Jeff J Harris,SEA,2,5,4.19,11,8,0,0,0,0,53.2,48,27,25,9,3,20,25,1.27,.238
Aquilino A Lopez,PHI,0,1,2.16,11,0,0,0,0,0,16.2,16,5,4,2,0,7,22,1.38,.250
Allan A Simpson,CIN,0,1,12.27,11,0,0,0,0,1,7.1,6,10,10,1,1,8,6,1.91,.231
Oscar O Villarreal,ARI,2,0,5.27,11,0,0,0,0,2,13.2,11,8,8,2,1,6,5,1.24,.234
Scott S Baker,MIN,3,3,3.35,10,9,0,0,0,0,53.2,48,21,20,5,0,14,32,1.16,.241
Buddy B Carlyle,LAD,0,0,8.36,10,0,0,0,0,1,14.0,16,13,13,4,1,4,13,1.43,.291
Tim T Corcoran,TB,0,0,5.96,10,1,0,0,0,0,22.2,19,15,15,1,1,12,13,1.37,.226
Manny M Delcarmen,BOS,0,0,3.00,10,0,0,0,0,0,9.0,8,3,3,0,1,7,9,1.67,.242
Brian B Falkenborg,SD,0,0,8.18,10,0,0,0,0,0,11.0,17,11,10,2,0,5,10,2.00,.347
Rich R Hill,CHC,0,2,9.13,10,4,0,0,0,0,23.2,25,24,24,3,1,17,21,1.77,.260
Wilfredo W Ledezma,DET,2,4,7.07,10,10,0,0,0,0,49.2,61,46,39,10,2,24,30,1.71,.303
John J Maine,BAL,2,3,6.30,10,8,0,0,0,0,40.0,39,30,28,8,1,24,24,1.58,.248
Aaron A Rakers,BAL,1,0,3.29,10,0,0,0,0,0,13.2,11,5,5,3,0,3,11,1.02,.220
Tim T Redding,NYY,0,6,10.57,10,7,0,0,0,0,30.2,44,41,36,7,2,17,19,1.99,.341
Chin-hui C Tsao,COL,1,0,6.55,10,0,0,0,3,4,11.0,16,8,8,3,1,5,4,1.91,.333
Ben B Weber,CIN,0,0,8.03,10,0,0,0,0,0,12.1,20,11,11,0,1,9,8,2.35,.364
Jason J Bulger,ARI,1,0,5.40,9,0,0,0,0,0,10.0,14,6,6,1,0,5,9,1.90,.333
R. A. R Dickey,TEX,1,2,6.67,9,4,0,0,0,0,29.2,29,23,22,4,2,17,15,1.55,.254
Ryan R Jensen,KC,3,2,7.11,9,3,0,0,0,1,25.1,31,20,20,4,2,7,18,1.50,.298
Hung- Chih H Kuo,LAD,0,1,6.75,9,0,0,0,0,1,5.1,5,4,4,1,0,5,10,1.88,.238
Al A Levine,SF,0,0,9.58,9,0,0,0,0,0,10.1,16,11,11,2,0,4,4,1.94,.340
Kevin K Walker,CWS,0,1,9.00,9,0,0,0,0,1,7.0,10,7,7,1,0,5,5,2.14,.333
Paul P Wilson,CIN,1,5,7.77,9,9,0,0,0,0,46.1,68,41,40,10,4,17,30,1.83,.343
Rob R Bell,TB,1,1,8.28,8,3,0,0,0,0,25.0,41,25,23,7,2,12,13,2.12,.360
