PLAYER,TEAM,W,L,ERA,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG
Braden B Looper,NYM,4,7,3.94,60,0,0,0,28,36,59.1,65,31,26,7,5,22,27,1.47,.271
Jay J Witasick,OAK,1,5,2.84,60,0,0,0,1,4,63.1,53,26,20,4,6,29,73,1.29,.223
Ambiorix A Burgos,KC,3,5,3.98,59,0,0,0,2,6,63.1,60,29,28,6,5,31,65,1.44,.251
Mike M Stanton,BOS,3,3,4.64,59,0,0,0,0,1,42.2,49,24,22,3,0,15,27,1.50,.295
Kiko K Calero,OAK,4,1,3.23,58,0,0,0,1,2,55.2,45,20,20,6,1,18,52,1.13,.216
Franklyn F German,DET,4,0,3.66,58,0,0,0,1,3,59.0,63,26,24,7,7,34,38,1.64,.284
Eddie E Guardado,SEA,2,3,2.72,58,0,0,0,36,41,56.1,52,23,17,7,0,15,48,1.19,.239
David D Riske,CLE,3,4,3.10,58,0,0,0,1,1,72.2,55,28,25,11,4,15,48,0.96,.208
Scott S Sauerbeck,CLE,1,0,4.04,58,0,0,0,0,2,35.2,35,18,16,4,4,16,35,1.43,.259
Todd T Coffey,CIN,4,1,4.50,57,0,0,0,1,2,58.0,84,33,29,5,5,11,26,1.64,.344
Rheal R Cormier,PHI,4,2,5.89,57,0,0,0,0,2,47.1,56,33,31,9,2,16,34,1.52,.296
Joey J Eischen,WSH,2,1,3.22,57,0,0,0,0,1,36.1,34,14,13,1,6,19,30,1.46,.252
Dustin D Hermanson,CWS,2,4,2.04,57,0,0,0,34,39,57.1,46,17,13,4,1,17,33,1.10,.222
Rudy R Seanez,SD,7,1,2.69,57,0,0,0,0,2,60.1,49,19,18,4,2,22,84,1.18,.222
Guillermo G Mota,FLA,2,2,4.70,56,0,0,0,2,4,67.0,65,38,35,5,1,32,60,1.45,.254
Chris C Spurling,DET,3,4,3.44,56,0,0,0,0,1,70.2,58,30,27,8,2,22,26,1.13,.230
Chris C Hammond,SD,5,1,3.84,55,0,0,0,0,3,58.2,51,25,25,9,2,14,34,1.11,.229
Julio J Mateo,SEA,3,6,3.06,55,1,0,0,0,2,88.1,79,32,30,12,7,17,52,1.09,.237
Jose J Mesa,PIT,2,8,4.76,55,0,0,0,27,34,56.2,61,30,30,7,3,26,37,1.54,.285
Matt M Thornton,SEA,0,4,5.21,55,0,0,0,0,1,57.0,54,33,33,13,0,42,57,1.68,.248
Rafael R Betancourt,CLE,4,3,2.79,54,0,0,0,1,3,67.2,57,23,21,5,0,17,73,1.09,.224
Aaron A Heilman,NYM,5,3,3.17,53,7,1,1,5,6,108.0,87,40,38,6,6,37,106,1.15,.223
Travis T Harper,TB,4,6,6.75,52,0,0,0,0,3,73.1,88,57,55,14,1,24,40,1.53,.304
Jim J Mecir,FLA,1,4,3.12,52,0,0,0,0,4,43.1,39,17,15,2,5,17,34,1.29,.248
Michael M Gonzalez,PIT,1,3,2.70,51,0,0,0,3,3,50.0,35,15,15,2,1,31,58,1.32,.197
Tim T Worrell,ARI,1,2,4.07,51,0,0,0,1,4,48.2,59,30,22,8,2,12,39,1.46,.299
David D Cortes,COL,2,0,4.10,50,0,0,0,2,3,52.2,50,24,24,9,1,10,36,1.14,.251
Randy R Flores,STL,3,1,3.46,50,0,0,0,1,3,41.2,37,22,16,5,3,13,43,1.20,.240
Paul P Quantrill,FLA,2,2,5.35,50,0,0,0,0,1,69.0,93,44,41,8,3,14,36,1.55,.330
Jeremy J Affeldt,KC,0,2,5.26,49,0,0,0,0,0,49.2,56,35,29,3,0,29,39,1.71,.277
Terry T Mulholland,MIN,0,2,4.27,49,0,0,0,0,1,59.0,61,30,28,6,2,17,18,1.32,.276
Jeff J Nelson,SEA,1,3,3.93,49,0,0,0,1,4,36.2,32,17,16,3,4,22,34,1.47,.237
Roberto R Novoa,CHC,4,5,4.43,49,0,0,0,0,5,44.2,47,22,22,4,0,25,47,1.61,.264
Matt M Wise,MIL,4,4,3.36,49,0,0,0,1,3,64.1,37,25,24,6,3,25,62,0.96,.160
Esteban E Yan,LAA,1,1,4.59,49,0,0,0,0,0,66.2,66,36,34,8,0,30,45,1.44,.258
Jeff J Fassero,SF,4,7,4.05,48,6,0,0,0,2,91.0,92,48,41,7,0,31,60,1.35,.268
Kameron K Loe,TEX,9,6,3.42,48,8,0,0,1,4,92.0,89,43,35,7,2,31,45,1.30,.252
Steve S Schmoll,LAD,2,2,5.01,48,0,0,0,3,4,46.2,47,29,26,4,3,22,29,1.48,.275
Brian B Bruney,ARI,1,3,7.43,47,0,0,0,12,16,46.0,56,39,38,6,5,35,51,1.98,.299
Buddy B Groom,ARI,1,1,4.83,47,0,0,0,1,1,41.0,51,22,22,5,3,12,20,1.54,.304
Arthur A Rhodes,CLE,3,1,2.08,47,0,0,0,0,3,43.1,33,13,10,2,1,12,43,1.04,.206
Mike M Wood,KC,5,8,4.46,47,10,0,0,2,2,115.0,129,66,57,18,8,52,60,1.57,.287
Shigetoshi S Hasegawa,SEA,1,3,4.19,46,0,0,0,0,1,66.2,66,31,31,4,3,16,30,1.23,.259
Glendon G Rusch,CHC,9,8,4.52,46,19,1,1,0,1,145.1,175,79,73,14,1,53,111,1.57,.302
Chad C Harville,BOS,0,3,4.76,45,0,0,0,0,1,45.1,43,26,24,8,5,27,36,1.54,.256
Scott S Munter,SF,2,0,2.56,45,0,0,0,0,3,38.2,40,15,11,1,1,12,11,1.34,.280
Kelly K Wunsch,LAD,1,1,4.56,45,0,0,0,0,1,23.2,20,12,12,2,2,14,22,1.44,.227
Mike M Koplove,ARI,2,1,5.07,44,0,0,0,0,2,49.2,48,31,28,6,6,20,28,1.37,.257
Jorge J Sosa,ATL,13,3,2.55,44,20,0,0,0,0,134.0,122,42,38,12,0,64,85,1.39,.241
Ryan R Vogelsong,PIT,2,2,4.43,44,0,0,0,0,1,81.1,82,43,40,5,8,40,52,1.50,.259
Joe J Borowski,TB,1,5,4.47,43,0,0,0,0,4,46.1,38,23,23,8,0,12,27,1.08,.222
Blaine B Boyer,ATL,4,2,3.11,43,0,0,0,0,2,37.2,32,13,13,1,2,17,33,1.30,.234
Keith K Foulke,BOS,5,5,5.91,43,0,0,0,15,19,45.2,53,30,30,8,5,18,34,1.55,.288
Matt M Guerrier,MIN,0,3,3.39,43,0,0,0,0,0,71.2,71,29,27,6,3,24,46,1.33,.259
Mike M Remlinger,BOS,0,3,6.58,43,0,0,0,0,1,39.2,46,33,29,7,2,17,35,1.59,.288
Heath H Bell,NYM,1,3,5.59,42,0,0,0,0,0,46.2,56,30,29,3,1,13,43,1.48,.298
Kevin K Gryboski,TEX,1,1,5.52,42,0,0,0,0,2,31.0,41,25,19,1,3,20,10,1.97,.328
Ryan R Wagner,CIN,3,2,6.11,42,0,0,0,0,1,45.2,56,33,31,4,4,17,39,1.60,.303
Tim T Byrdak,BAL,0,1,4.05,41,0,0,0,1,1,26.2,27,14,12,1,1,21,31,1.80,.255
Juan Carlos J Oviedo,KC,3,2,7.55,41,0,0,0,0,1,53.2,73,45,45,9,3,18,32,1.70,.329
Chris C Ray,BAL,1,3,2.66,41,0,0,0,0,4,40.2,34,15,12,5,1,18,43,1.28,.222
Julio J Santana,MIL,3,5,4.50,41,0,0,0,1,4,42.0,34,21,21,6,0,19,49,1.26,.221
Pete P Walker,TOR,6,6,3.54,41,4,0,0,2,5,84.0,81,33,33,10,2,33,43,1.36,.254
Ricky R Bottalico,MIL,2,2,4.54,40,0,0,0,2,6,41.2,43,24,21,7,3,19,29,1.49,.265
Geoff G Geary,PHI,2,1,3.72,40,0,0,0,0,1,58.0,54,29,24,5,1,21,42,1.29,.248
Danny D Graves,NYM,1,1,6.52,40,0,0,0,10,12,38.2,59,35,28,9,3,20,20,2.04,.347
John J Halama,WSH,1,4,5.68,40,4,0,0,0,0,65.0,79,44,41,6,7,17,37,1.48,.293
Byung- Hyun B Kim,COL,5,12,4.86,40,22,0,0,0,2,148.0,156,82,80,17,14,71,115,1.53,.275
Shingo S Takatsu,NYM,2,2,5.20,40,0,0,0,8,11,36.1,41,21,21,11,0,19,38,1.65,.281
Brad B Thompson,STL,4,0,2.95,40,0,0,0,1,1,55.0,46,22,18,5,4,15,29,1.11,.227
Keiichi K Yabu,OAK,4,0,4.50,40,0,0,0,1,2,58.0,64,34,29,6,8,26,44,1.55,.287
Lance L Carter,TB,1,2,4.89,39,0,0,0,1,4,57.0,61,31,31,9,1,15,22,1.33,.279
Marcos M Carvajal,COL,0,2,5.09,39,0,0,0,0,1,53.0,52,30,30,8,3,21,47,1.38,.259
Fernando F Rodney,DET,2,3,2.86,39,0,0,0,9,15,44.0,39,14,14,5,2,17,42,1.27,.238
Jorge J De La Rosa,MIL,2,2,4.46,38,0,0,0,0,2,42.1,48,23,21,1,0,38,42,2.03,.289
Brian B Moehler,FLA,6,12,4.55,37,25,0,0,0,0,158.1,198,82,80,16,5,42,95,1.52,.313
Chad C Orvella,TB,3,3,3.60,37,0,0,0,1,2,50.0,47,26,20,4,1,23,43,1.40,.246
Brian B Shackelford,CIN,1,0,2.43,37,0,0,0,0,0,29.2,21,9,8,2,6,9,17,1.01,.204
Jose J Acevedo,COL,2,4,6.47,36,5,0,0,1,2,64.0,86,48,46,13,1,16,31,1.59,.321
Adam A Bernero,ATL,4,3,6.51,36,0,0,0,0,1,47.0,61,35,34,5,4,12,37,1.55,.313
Jesus J Colome,TB,2,3,4.57,36,0,0,0,0,1,45.1,54,29,23,7,2,18,28,1.59,.283
Casey C Fossum,TB,8,12,4.92,36,25,0,0,0,1,162.2,170,100,89,21,18,60,128,1.41,.266
Mike M Gallo,HOU,0,1,2.66,36,0,0,0,0,2,20.1,18,6,6,1,2,10,12,1.38,.250
Dennys D Reyes,SD,3,2,5.15,36,1,0,0,0,1,43.2,57,30,25,3,1,32,35,2.04,.315
Greg G Aquino,ARI,0,1,7.76,35,0,0,0,1,3,31.1,42,29,27,7,4,17,34,1.88,.318
Bronson B Arroyo,BOS,14,10,4.51,35,32,0,0,0,0,205.1,213,116,103,22,14,54,100,1.30,.266
Chris C Capuano,MIL,18,12,3.99,35,35,0,0,0,0,219.0,212,105,97,31,12,91,176,1.38,.256
Roman R Colon,DET,2,6,5.58,35,7,0,0,0,1,69.1,82,45,43,17,0,21,47,1.49,.293
Doug D Davis,MIL,11,11,3.84,35,35,2,1,0,0,222.2,196,103,95,26,4,93,208,1.30,.235
Livan L Hernandez,WSH,15,10,3.98,35,35,2,0,0,0,246.1,268,116,109,25,13,84,147,1.43,.284
D. J. D Houlton,LAD,6,9,5.16,35,19,0,0,0,0,129.0,145,79,74,21,8,52,90,1.53,.289
Joe J Kennedy,OAK,8,13,6.01,35,24,0,0,0,2,152.2,192,114,102,20,7,64,97,1.68,.308
Jon J Lieber,PHI,17,13,4.20,35,35,1,0,0,0,218.1,223,107,102,33,5,41,149,1.21,.263
Rodrigo R Lopez,BAL,15,12,4.90,35,35,0,0,0,0,209.1,232,126,114,28,7,63,118,1.41,.276
Derek D Lowe,LAD,12,15,3.61,35,35,2,2,0,0,222.0,223,113,89,28,5,55,146,1.25,.260
Greg G Maddux,CHC,13,15,4.24,35,35,3,0,0,0,225.0,239,112,106,29,7,36,136,1.22,.275
Roy R Oswalt,HOU,20,12,2.94,35,35,4,1,0,0,241.2,243,85,79,18,8,48,184,1.20,.262
Barry B Zito,OAK,14,13,3.86,35,35,0,0,0,0,228.1,185,106,98,26,13,89,171,1.20,.221
Gustavo G Chacin,TOR,13,9,3.72,34,34,0,0,0,0,203.0,213,93,84,20,8,70,121,1.39,.274
Bruce B Chen,BAL,13,10,3.83,34,32,1,0,0,0,197.1,187,94,84,33,9,63,133,1.27,.248
Craig C Dingman,DET,2,3,3.66,34,0,0,0,4,5,32.0,30,14,13,5,1,9,24,1.22,.259
Josh J Fogg,PIT,6,11,5.05,34,28,0,0,0,0,169.1,196,106,95,27,6,53,85,1.47,.291
Dan D Haren,OAK,14,12,3.73,34,34,3,0,0,0,217.0,212,101,90,26,6,53,163,1.22,.255
Randy R Johnson,NYY,17,8,3.79,34,34,4,0,0,0,225.2,207,102,95,32,12,47,211,1.13,.243
Esteban E Loaiza,WSH,12,10,3.77,34,34,0,0,0,0,217.0,227,93,91,18,5,55,173,1.30,.270
Matt M Mantei,BOS,1,0,6.49,34,0,0,0,0,0,26.1,23,20,19,1,5,24,22,1.78,.240
Mike M Maroth,DET,14,14,4.74,34,34,0,0,0,0,209.0,235,123,110,30,9,51,115,1.37,.288
Seth S Mc Clung,TB,7,11,6.59,34,17,0,0,0,1,109.1,106,85,80,20,7,62,92,1.54,.249
Eric E Milton,CIN,8,15,6.47,34,34,0,0,0,0,186.1,237,141,134,40,7,52,123,1.55,.302
Brett B Myers,PHI,13,8,3.72,34,34,2,0,0,0,215.1,193,94,89,31,11,68,208,1.21,.237
Felix F Rodriguez,NYY,0,0,5.01,34,0,0,0,0,0,32.1,33,18,18,2,2,20,18,1.64,.264
Jason J Standridge,CIN,2,2,4.59,34,0,0,0,0,0,33.1,45,17,17,3,1,17,19,1.86,.331
Jeff J Weaver,LAD,14,11,4.22,34,34,3,2,0,0,224.0,220,111,105,35,18,43,157,1.17,.256
Jake J Westbrook,CLE,15,15,4.49,34,34,2,0,0,0,210.2,218,121,105,19,7,56,119,1.30,.265
Dontrelle D Willis,FLA,22,10,2.63,34,34,7,5,0,0,236.1,213,79,69,11,8,55,170,1.13,.243
Jamey J Wright,COL,8,16,5.46,34,27,0,0,0,0,171.1,201,119,104,22,15,81,101,1.65,.296
Antonio A Alfonseca,FLA,1,1,4.94,33,0,0,0,0,2,27.1,29,15,15,2,2,14,16,1.57,.299
Joe J Blanton,OAK,12,12,3.53,33,33,2,0,0,0,201.1,178,86,79,23,5,67,116,1.22,.236
Mark M Buehrle,CWS,16,8,3.12,33,33,3,1,0,0,236.2,240,99,82,20,4,40,149,1.18,.262
Chris C Carpenter,STL,21,5,2.83,33,33,7,4,0,0,241.2,204,82,76,18,3,51,213,1.06,.231
Bartolo B Colon,LAA,21,8,3.48,33,33,2,0,0,0,222.2,215,93,86,26,3,43,157,1.16,.254
Jeff J Francis,COL,14,12,5.68,33,33,0,0,0,0,183.2,228,119,116,26,8,70,128,1.62,.311
Freddy F Garcia,CWS,14,8,3.87,33,33,2,0,0,0,228.0,225,102,98,26,3,60,146,1.25,.259
Tom T Glavine,NYM,13,13,3.53,33,33,2,1,0,0,211.1,227,88,83,12,3,61,105,1.36,.279
Kevin K Gregg,LAA,1,2,5.04,33,2,0,0,0,1,64.1,70,37,36,8,3,29,52,1.54,.273
Zack Z Greinke,KC,5,17,5.80,33,33,2,0,0,0,183.0,233,125,118,23,13,53,114,1.56,.309
Jason J Johnson,DET,8,13,4.54,33,33,1,0,0,0,210.0,233,117,106,23,6,49,93,1.34,.285
Dae- Sung D Koo,NYM,0,0,3.91,33,0,0,0,0,2,23.0,22,12,10,2,2,13,23,1.52,.250
John J Lackey,LAA,14,5,3.44,33,33,1,0,0,0,209.0,208,85,80,13,11,71,199,1.33,.258
Brian B Lawrence,SD,7,15,4.83,33,33,1,0,0,0,195.2,211,106,105,18,11,57,109,1.37,.273
Al A Leiter,NYY,7,12,6.13,33,26,0,0,0,0,142.1,154,103,97,13,12,98,97,1.77,.282
Noah N Lowry,SF,13,13,3.78,33,33,0,0,0,0,204.2,193,92,86,21,7,76,172,1.31,.249
Jason J Marquis,STL,13,14,4.13,33,32,3,1,0,0,207.0,206,110,95,29,5,69,100,1.33,.262
Andy A Pettitte,HOU,17,9,2.39,33,33,0,0,0,0,222.1,188,66,59,17,3,41,171,1.03,.230
Horacio H Ramirez,ATL,11,9,4.63,33,32,1,1,0,0,202.1,214,108,104,31,2,67,80,1.39,.282
Johan J Santana,MIN,16,7,2.87,33,33,3,2,0,0,231.2,180,77,74,22,1,45,238,0.97,.210
John J Smoltz,ATL,14,7,3.06,33,33,3,1,0,0,229.2,210,83,78,18,1,53,169,1.15,.243
Brett B Tomko,SF,8,15,4.48,33,30,3,0,1,1,190.2,205,99,95,20,7,57,114,1.37,.274
Josh J Towers,TOR,13,12,3.71,33,33,2,1,0,0,208.2,237,101,86,24,6,29,112,1.27,.285
Javier J Vazquez,ARI,11,15,4.42,33,33,3,1,0,0,215.2,223,112,106,35,5,46,192,1.25,.266
Tim T Wakefield,BOS,16,12,4.15,33,33,3,0,0,0,225.1,210,113,104,35,11,68,151,1.23,.245
Brandon B Webb,ARI,14,12,3.54,33,33,1,0,0,0,229.0,229,98,90,21,2,59,172,1.26,.265
Kip K Wells,PIT,8,18,5.09,33,33,1,1,0,0,182.0,186,116,103,23,12,99,132,1.57,.266
Carlos C Zambrano,CHC,14,6,3.26,33,33,2,0,0,0,223.1,170,88,81,21,8,86,202,1.15,.212
Joaquin J Benoit,TEX,4,4,3.72,32,9,0,0,0,0,87.0,69,39,36,9,2,38,78,1.23,.212
A. J. A Burnett,FLA,12,12,3.44,32,32,4,2,0,0,209.0,184,97,80,12,7,79,198,1.26,.237
Roger R Clemens,HOU,13,8,1.87,32,32,1,0,0,0,211.1,151,51,44,11,3,62,185,1.01,.198
Matt M Clement,BOS,13,6,4.57,32,32,1,0,0,0,191.0,192,102,97,18,16,68,146,1.36,.260
Jose J Contreras,CWS,15,7,3.61,32,32,1,0,0,0,204.2,177,91,82,23,9,75,154,1.23,.232
