PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
Eduardo E Perez,STL,96,154,22,31,9,0,10,26,17,36,0,0,.201,.290,.455,.744
Tom T Wilson,TOR,96,265,33,68,10,0,8,37,28,79,0,0,.257,.334,.385,.719
Brandon B Inge,DET,95,321,27,65,15,3,7,24,24,101,1,3,.202,.266,.333,.599
Luis L Alicea,KC,94,237,28,54,8,2,1,23,32,34,2,3,.228,.322,.291,.613
Ricky R Gutierrez,CLE,94,353,38,97,13,0,4,38,20,48,0,1,.275,.325,.346,.671
Shane S Spencer R,NYY,94,288,32,71,15,2,6,34,31,62,0,3,.247,.324,.375,.699
John J Mc Donald,CLE,93,264,35,66,11,3,1,12,10,50,3,0,.250,.288,.326,.614
Mike M Mordecai S,FLA,93,151,19,37,8,0,0,11,13,27,2,2,.245,.313,.298,.611
Luis L Rivas,MIN,93,316,46,81,23,4,4,35,19,51,9,4,.256,.305,.392,.697
Brian B Buchanan,SD,92,227,31,61,10,1,11,28,15,59,2,2,.269,.322,.467,.789
Todd T Hundley,CHC,92,266,32,56,8,0,16,35,32,80,0,0,.211,.301,.421,.722
Tomas T Perez,PHI,92,212,22,53,13,1,5,20,21,40,1,0,.250,.319,.392,.711
Adrian A Brown C,PIT,91,208,20,45,10,2,1,21,19,34,10,6,.216,.284,.298,.582
Gene G Kingsale R,SD,91,219,27,62,10,3,2,28,20,47,9,2,.283,.350,.384,.733
Gary G Bennett,COL,90,291,26,77,10,2,4,26,15,45,1,3,.265,.314,.354,.668
Eric E Byrnes L,OAK,90,94,24,23,4,2,3,11,4,17,3,0,.245,.291,.426,.717
Tony T Clark,BOS,90,275,25,57,12,1,3,29,21,57,0,0,.207,.265,.291,.556
Joe J Girardi,CHC,90,234,19,53,10,1,1,13,16,35,1,0,.226,.275,.291,.566
Chris C Woodward S,TOR,90,312,48,86,13,4,13,45,26,72,3,0,.276,.330,.468,.798
Sandy S Alomar,COL,89,283,29,79,14,1,7,37,9,33,0,0,.279,.302,.410,.712
Trenidad T Hubbard R,SD,89,129,16,27,5,0,1,7,14,28,9,6,.209,.285,.271,.556
Mike M Redmond,FLA,89,256,19,78,15,0,2,28,21,34,0,2,.305,.372,.387,.758
Ken K Huckaby,TOR,88,273,29,67,6,1,3,22,9,44,0,0,.245,.270,.308,.577
Julio J Lugo S,HOU,88,322,45,84,15,1,8,35,28,74,9,3,.261,.322,.388,.710
Paul P Bako,MIL,87,234,24,55,8,1,4,20,20,46,0,2,.235,.295,.329,.624
Chris C Magruder L,CLE,87,258,34,56,15,1,6,29,15,55,2,0,.217,.261,.353,.614
Mark M Johnson,CWS,86,263,31,55,8,1,4,18,30,52,0,0,.209,.297,.293,.590
Damion D Easley,DET,85,304,29,68,14,1,8,30,27,43,1,3,.224,.307,.355,.662
Jose J Guillen R,CIN,85,240,25,57,7,0,8,31,14,43,4,5,.238,.287,.367,.654
Toby T Hall,TB,85,330,37,85,19,1,6,42,17,27,0,1,.258,.293,.376,.669
Wes W Helms,ATL,85,210,20,51,16,0,6,22,11,57,1,1,.243,.283,.405,.687
Felipe F Lopez S,TOR,85,282,35,64,15,3,8,34,23,90,5,4,.227,.287,.387,.673
Lou L Merloni,BOS,84,194,28,48,12,2,4,18,20,35,1,2,.247,.332,.392,.724
John J Vander Wal R,NYY,84,219,30,57,17,1,6,20,23,58,1,1,.260,.327,.429,.756
Hiram H Bocachica C,DET,83,168,26,37,7,0,8,17,10,41,3,3,.220,.264,.405,.669
Charles C Johnson,FLA,83,244,18,53,19,0,6,36,31,61,0,0,.217,.301,.369,.670
Damon D Minor,SF,83,173,21,41,6,0,10,24,24,34,0,0,.237,.333,.445,.778
Paul P Quantrill,LA,83,3,0,1,0,0,0,0,0,2,0,0,.333,.333,.333,.667
Henry H Blanco,ATL,81,221,17,45,9,1,6,22,20,51,0,2,.204,.267,.335,.602
Matt M Franco,ATL,81,205,25,65,15,4,6,30,27,31,1,0,.317,.395,.517,.912
Damian D Jackson,DET,81,245,31,63,20,1,1,25,21,36,12,3,.257,.320,.359,.679
Ray R Lankford L,SD,81,205,20,46,7,1,6,26,30,61,2,2,.224,.326,.356,.682
Jason J Michaels,PHI,81,105,16,28,10,3,2,11,13,33,1,1,.267,.347,.476,.823
Ben B Davis,SEA,80,228,24,59,10,1,7,43,18,58,1,1,.259,.313,.404,.717
Octavio O Dotel,HOU,80,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Chuck C Knoblauch L,KC,80,300,41,63,9,0,6,22,28,32,19,3,.210,.284,.300,.584
Charles C Gipson L,SEA,79,72,22,17,5,2,0,8,9,14,4,0,.236,.329,.361,.690
Mark M Little R,ARI,79,130,28,27,5,3,0,7,15,34,2,2,.208,.327,.292,.619
Jason J Conti C,TB,78,222,26,57,15,2,3,21,18,55,4,2,.257,.315,.383,.698
Tom T Goodwin L,SF,78,154,23,40,5,2,1,17,14,25,16,2,.260,.321,.338,.659
Tim T Worrell,SF,77,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Erubiel E Durazo,ARI,76,222,46,58,12,2,16,48,49,60,0,1,.261,.395,.550,.944
John J Flaherty,TB,76,281,27,73,20,0,4,33,15,50,2,2,.260,.296,.374,.669
Todd T Jones,COL,76,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Jeff J Liefer,CWS,76,204,28,47,8,0,7,26,19,60,0,0,.230,.295,.373,.667
Julius J Matos,SD,76,185,19,44,3,0,2,19,9,33,1,1,.238,.279,.286,.566
Armando A Rios R,PIT,76,208,20,55,11,0,1,24,16,39,1,1,.264,.319,.332,.650
Gregg G Zaun,HOU,76,185,18,41,7,1,3,24,12,36,1,0,.222,.275,.319,.594
Scott S Sauerbeck,PIT,75,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Chris C Donnels,ARI,74,80,5,19,4,1,3,16,10,14,0,0,.238,.312,.425,.737
Ray R King,MIL,74,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Josh J Phelps D,TOR,74,265,41,82,20,1,15,58,19,82,0,0,.309,.362,.562,.925
Ricky R Stone,HOU,74,4,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Luis L Vizcaino,MIL,74,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Vance V Wilson,NYM,74,163,19,40,7,0,5,26,5,32,0,1,.245,.301,.380,.682
Carlos C Baerga,BOS,73,182,17,52,11,0,2,19,7,20,6,0,.286,.316,.379,.695
Eric E Gagne,LA,73,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Braden B Looper,FLA,73,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Robert R Machado,MIL,73,211,19,55,14,1,3,22,17,41,0,0,.261,.316,.379,.695
Vladimir V Nunez,FLA,73,5,0,1,0,0,0,0,0,4,0,0,.200,.200,.200,.400
Donnie D Sadler C,TEX,73,98,16,16,2,1,0,7,7,19,5,3,.163,.231,.204,.436
Brian B Schneider,MON,73,207,21,57,19,2,5,29,21,41,1,2,.275,.339,.459,.798
Joe J Borowski,CHC,72,7,1,2,0,0,0,0,0,5,0,0,.286,.286,.286,.571
Greg G Colbrunn,ARI,72,171,30,57,16,2,10,27,13,19,0,0,.333,.378,.626,1.004
Wil W Cordero,MON,72,161,22,43,9,0,6,30,17,29,2,0,.267,.337,.435,.772
Mark M De Rosa,ATL,72,212,24,63,9,2,5,23,12,24,2,3,.297,.339,.429,.768
Shawon S Dunston,SF,72,147,7,34,5,0,1,9,3,33,1,0,.231,.250,.286,.536
Rickey R Henderson L,BOS,72,179,40,40,6,1,5,16,38,47,8,2,.223,.369,.352,.721
A. J. A Hinch,KC,72,197,25,49,7,1,7,27,18,35,3,3,.249,.321,.401,.722
George G Lombard C,DET,72,241,34,58,11,3,5,13,20,78,13,2,.241,.300,.373,.674
Ramon R Martinez S,SF,72,181,26,49,10,2,4,25,14,26,2,0,.271,.335,.414,.749
Craig C Paquette,DET,72,252,20,49,14,1,4,20,10,53,1,0,.194,.223,.306,.528
John J Smoltz,ATL,72,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Jeff J Fassero,STL,71,3,0,1,0,0,0,0,0,2,0,0,.333,.333,.333,.667
Rod R Barajas,ARI,70,154,12,36,10,0,3,23,10,25,1,0,.234,.288,.357,.645
Mike M Di Felice,STL,70,174,17,40,11,0,4,19,17,42,0,0,.230,.297,.362,.660
Juan J Gonzalez R,TEX,70,277,38,78,21,1,8,35,17,56,2,0,.282,.324,.451,.776
Tony T Graffanino,CWS,70,229,35,60,12,4,6,31,22,38,2,1,.262,.329,.428,.757
Ken K Griffey C,CIN,70,197,17,52,8,0,8,23,28,39,1,2,.264,.358,.426,.784
Aaron A Guiel R,KC,70,240,30,56,13,0,4,38,19,61,1,5,.233,.296,.338,.633
Jose J Jimenez,COL,70,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Bill B Haselman,TEX,69,179,16,44,7,0,3,18,11,25,0,0,.246,.297,.335,.632
Jose J Mesa,PHI,69,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Ruben R Rivera C,TEX,69,158,17,33,4,0,4,14,17,45,4,2,.209,.302,.310,.612
Mike M Timlin,PHI,69,6,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000
Greg G Vaughn D,TB,69,251,28,41,10,2,8,29,41,82,3,2,.163,.286,.315,.601
Frank F Catalanotto L,TEX,68,212,42,57,16,6,3,23,25,27,9,5,.269,.364,.443,.808
Marcus M Giles,ATL,68,213,27,49,10,1,8,23,25,41,1,1,.230,.315,.399,.714
Mike M Remlinger,ATL,68,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Olmedo O Saenz,OAK,68,156,15,43,10,1,6,18,13,31,1,1,.276,.354,.468,.822
Scott S Sullivan,CIN,68,3,0,1,0,0,0,0,0,1,0,0,.333,.333,.333,.667
Dave D Veres,STL,68,3,0,1,0,0,0,0,0,1,0,0,.333,.333,.333,.667
Billy B Wagner,HOU,68,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
David D Weathers,NYM,68,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Mike M De Jean,MIL,67,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Delino D De Shields,CHC,67,146,20,28,6,1,3,10,21,38,10,1,.192,.292,.308,.600
Pedro P Feliz,SF,67,146,14,37,4,1,2,13,6,27,0,0,.253,.281,.336,.617
Geoff G Jenkins L,MIL,67,243,35,59,17,1,10,29,22,60,1,2,.243,.320,.444,.764
Brian B Boehringer,PIT,66,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Byung- Hyun B Kim,ARI,66,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000
Felix F Rodriguez,SF,66,1,1,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000
Carlos C Silva,PHI,66,2,0,0,0,0,0,0,1,1,0,0,.000,.333,.000,.333
Marvin M Benard,SF,65,123,16,34,9,2,1,13,7,26,5,1,.276,.321,.407,.727
Jorge J Fabregas,MIL,65,155,13,28,4,0,3,22,8,13,0,0,.181,.216,.265,.480
Danny D Graves,CIN,65,6,1,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Mark M Guthrie,NYM,65,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Greg G Myers,OAK,65,144,15,32,5,0,6,21,26,36,0,0,.222,.341,.382,.723
Mike M Myers,ARI,65,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jose J Ortiz,COL,65,192,22,48,7,1,1,12,16,30,2,0,.250,.315,.313,.627
Ramon R Santiago S,DET,65,222,33,54,5,5,4,20,13,48,8,5,.243,.306,.365,.671
Bill B Selby,CLE,65,159,15,34,7,2,6,21,15,27,0,1,.214,.278,.396,.675
Scott S Strickland,NYM,65,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Antonio A Alfonseca,CHC,64,3,0,2,0,0,0,2,0,0,0,0,.667,.667,.667,1.333
Steve S Kline,STL,64,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Robb R Nen,SF,64,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000
Sean S Burroughs,SD,63,192,18,52,5,1,1,11,12,30,2,0,.271,.317,.323,.640
Homer H Bush,FLA,63,132,16,30,2,0,1,7,5,25,4,1,.227,.266,.265,.531
Carl C Crawford L,TB,63,259,23,67,11,6,2,30,9,41,9,5,.259,.290,.371,.661
Mike M Fetters,ARI,63,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Matthew M Le Croy D,MIN,63,181,19,47,11,1,7,27,13,38,0,2,.260,.306,.448,.754
Graeme G Lloyd,FLA,62,4,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Ryan R Thompson L,MIL,62,137,16,34,9,2,8,24,7,38,1,0,.248,.295,.518,.813
Luis L Ugueto,SEA,62,23,19,5,0,0,1,1,2,8,8,4,.217,.280,.348,.628
Benny B Agbayani L,BOS,61,154,15,35,6,0,4,27,16,40,1,0,.227,.298,.344,.642
Brady B Clark,NYM,61,78,9,15,4,0,0,10,7,11,1,2,.192,.267,.244,.511
Jeremy J Fikac,SD,61,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Benji B Gil,ANA,61,130,11,37,8,1,3,20,5,33,2,1,.285,.307,.431,.737
Steve S Reed,NYM,61,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Scott S Stewart,MON,61,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Rick R White,STL,61,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Scott S Williamson,CIN,61,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jason J Isringhausen,STL,60,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Justin J Speier,COL,60,3,0,1,0,0,0,0,0,2,0,0,.333,.333,.333,.667
Tony T Tarasco,NYM,60,96,15,24,5,0,6,15,8,13,2,1,.250,.305,.490,.794
Matt M Williams,ARI,60,215,29,56,7,2,12,40,21,41,3,1,.260,.324,.479,.803
Enrique E Wilson,NYY,60,105,17,19,2,2,2,11,8,22,1,1,.181,.239,.295,.534
Armando A Benitez,NYM,59,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Giovanni G Carrara,LA,59,6,0,0,0,0,0,0,1,3,0,0,.000,.143,.000,.143
Felix F Escalona S,TB,59,157,17,34,8,2,0,9,3,44,7,2,.217,.262,.293,.555
Chris C Hammond,ATL,59,1,0,0,0,0,0,0,1,1,0,0,.000,.500,.000,.500
Bobby B Hill,CHC,59,190,26,48,7,2,4,20,17,42,6,1,.253,.327,.374,.701
Adam A Hyzdu C,PIT,59,155,24,36,6,0,11,34,21,44,0,0,.232,.324,.484,.808
Matt M Herges,MON,58,1,0,0,0,0,0,0,1,1,0,0,.000,.500,.000,.500
Trevor T Hoffman,SD,58,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Darren D Lewis L,CHC,58,79,7,19,3,1,0,7,7,11,1,3,.241,.326,.304,.630
Luis L Lopez,BAL,58,117,11,23,6,0,2,10,5,21,1,0,.197,.230,.299,.529
Kent K Mercker,COL,58,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Gabe G White,CIN,58,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Doug D Mirabelli,BOS,57,151,17,34,7,0,7,25,17,33,0,0,.225,.312,.411,.723
Mike M Williams,PIT,57,1,0,0,0,0,0,0,0,1,0,0,.000,.500,.000,.500
Joey J Eischen,MON,56,8,1,1,1,0,0,0,1,3,0,0,.125,.222,.250,.472
Brook B Fordyce,BAL,56,130,7,30,8,0,1,8,9,19,1,0,.231,.301,.315,.616
Wiki W Gonzalez,SD,56,164,16,36,8,1,1,20,27,24,0,0,.220,.330,.299,.629
Randy R Velarde,OAK,56,133,22,30,8,0,2,8,15,32,3,0,.226,.325,.331,.656
Ron R Coomer,NYY,55,148,14,39,7,0,3,17,6,23,0,0,.264,.290,.372,.662
Joe J Lawrence,TOR,55,150,16,27,4,0,2,15,16,38,2,1,.180,.262,.247,.508
Keith K Osik,PIT,55,100,6,16,3,0,2,11,6,25,0,0,.160,.211,.250,.461
Adam A Piatt L,OAK,55,137,18,32,8,0,5,18,12,33,2,1,.234,.303,.401,.704
Pedro P Borbon,HOU,54,3,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
Juan J Castro S,CIN,54,82,5,18,3,0,2,11,7,18,0,0,.220,.278,.329,.607
Ramon R Castro,FLA,54,101,11,24,4,0,6,18,14,24,0,0,.238,.322,.455,.778
Bruce B Chen,CIN,54,15,3,5,1,0,0,1,0,4,0,0,.333,.333,.400,.733
Orlando O Hudson,TOR,54,192,20,53,10,5,4,23,11,27,0,1,.276,.319,.443,.762
Dmitri D Young,DET,54,201,25,57,14,0,7,27,12,39,2,0,.284,.329,.458,.786
Rheal R Cormier,PHI,53,3,0,1,0,0,0,0,1,0,0,0,.333,.500,.333,.833
Joe J Crede,CWS,53,200,28,57,10,0,12,35,8,40,0,2,.285,.311,.515,.826
Karim K Garcia R,CLE,53,202,30,60,8,0,16,52,6,41,0,3,.297,.314,.574,.888
Kevin K Gryboski,ATL,53,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Mike M Koplove,ARI,53,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Mike M Lincoln,PIT,53,5,0,0,0,0,0,0,0,5,0,0,.000,.000,.000,.000
Jesse J Orosco,LA,53,0,1,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000
Brandon B Puffer,HOU,53,6,0,0,0,0,0,0,1,5,0,0,.000,.143,.000,.143
Yorvit Y Torrealba,SF,53,136,17,38,10,0,2,14,14,20,0,0,.279,.355,.397,.752
T. J. T Tucker,MON,53,4,1,3,0,0,0,0,0,0,0,0,.750,.750,.750,1.500
Joe J Beimel,PIT,51,10,0,3,1,0,0,1,1,3,0,0,.300,.364,.400,.764
Brandon B Berger R,KC,51,134,16,27,5,1,6,17,8,32,1,0,.201,.255,.388,.643
Jim J Brower,MON,51,9,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
Rusty R Greer L,TEX,51,199,24,59,9,2,1,17,19,17,1,0,.296,.356,.377,.733
Darren D Holmes,ATL,51,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Tom T Prince,MIN,51,125,14,28,7,1,4,16,14,26,1,3,.224,.317,.392,.709
Angel A Echevarria,CHC,50,98,14,30,7,0,3,21,8,17,0,0,.306,.351,.469,.821
Kerry K Ligtenberg,ATL,50,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Sean S Lowe,COL,50,14,0,1,0,0,0,0,0,6,0,0,.071,.071,.071,.143
Chris C Richard D,BAL,50,155,15,36,11,0,4,21,12,30,0,3,.232,.292,.381,.673
Tim T Spooneybarger,ATL,50,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Hank H Blalock,TEX,49,147,16,31,8,0,3,17,20,43,0,0,.211,.306,.327,.632
Mike M Crudale,STL,49,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Valerio V De Los Santos,MIL,49,2,0,0,0,0,0,0,1,1,0,0,.000,.333,.000,.333
Morgan M Ensberg,HOU,49,132,14,32,7,2,3,19,18,25,2,0,.242,.346,.394,.740
Willie W Harris,CWS,49,163,14,38,4,0,2,12,9,21,8,0,.233,.270,.294,.565
Shawn S Wooten D,ANA,49,113,13,33,8,0,3,19,6,24,2,0,.292,.331,.442,.773
Jolbert J Cabrera,LA,48,84,8,12,2,0,0,8,7,15,1,1,.143,.215,.167,.382
Calvin C Murray,TEX,48,89,16,13,5,1,0,1,7,17,4,0,.146,.216,.225,.441
Mark M Sweeney,SD,48,65,3,11,3,0,1,4,4,19,0,0,.169,.217,.262,.479
Jose J Cabrera,MIL,47,19,1,2,0,0,0,0,0,10,0,0,.105,.105,.105,.210
Jason J Romano,COL,47,91,17,23,4,1,0,5,7,24,6,1,.253,.303,.319,.622
Michael M Tejera,FLA,47,37,5,7,0,0,1,5,1,6,0,0,.189,.231,.270,.501
Chad C Zerbe,SF,47,6,0,1,0,0,0,1,0,2,0,0,.167,.167,.167,.333
Armando A Almanza,FLA,46,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Ruben R Mateo,CIN,46,86,11,22,6,0,2,7,6,20,0,0,.256,.319,.395,.714
Ty T Wigginton,NYM,46,116,18,35,8,0,6,18,8,19,2,1,.302,.354,.526,.880
Terry T Adams,PHI,45,25,0,2,0,0,0,1,3,13,0,0,.080,.179,.080,.259
Darrin D Fletcher,TOR,45,127,8,28,6,0,3,22,4,13,0,0,.220,.239,.339,.577
Russ R Johnson,TB,45,111,15,24,5,0,1,12,16,22,5,2,.216,.320,.288,.609
Mike M Matthews,MIL,45,6,0,1,0,0,0,0,0,4,0,0,.167,.167,.167,.333
Jose J Nieves,ANA,45,97,17,28,2,0,0,6,2,14,1,1,.289,.303,.309,.612
Juan J Cruz,CHC,44,14,0,2,0,0,0,0,0,4,0,0,.143,.143,.143,.286
Jason J Lane R,HOU,44,69,12,20,3,1,4,10,10,12,1,1,.290,.375,.536,.911
Jason J Tyner L,TB,44,168,17,36,2,1,0,9,7,19,7,1,.214,.249,.238,.487
Ron R Villone,PIT,44,16,1,4,0,1,0,1,0,3,0,0,.250,.250,.375,.625
Kyle K Farnsworth,CHC,43,1,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,.000
Aaron A Fultz,SF,42,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Alex A Gonzalez S,FLA,42,151,15,34,7,1,2,18,12,32,3,1,.225,.296,.325,.620
Todd T Greene,TEX,42,112,15,30,5,0,10,19,2,23,0,0,.268,.282,.580,.862
Mark M Johnson,NYM,42,51,5,7,4,0,1,4,9,18,0,0,.137,.267,.275,.541
Eddie E Pérez Perez,CLE,42,117,6,25,9,0,0,4,5,25,0,0,.214,.252,.291,.543
Dewayne D Wise R,TOR,42,112,14,20,4,1,3,13,4,15,5,0,.179,.207,.313,.519
Jay J Witasick,SF,42,5,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000
Michael M Cuddyer R,MIN,41,112,12,29,7,0,4,13,8,30,2,0,.259,.311,.429,.740
Vic V Darensbourg,FLA,41,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Luther L Hackman,STL,41,16,0,1,0,0,0,0,1,6,0,0,.063,.118,.063,.180
Chad C Kreuter,LA,41,95,8,25,5,0,2,12,10,31,1,0,.263,.333,.379,.712
Andy A Sheets,TB,41,149,18,37,4,0,4,22,12,41,2,3,.248,.301,.356,.656
Danny D Bautista R,ARI,40,154,22,50,5,2,6,23,11,21,4,2,.325,.367,.500,.868
Nelson N Cruz,HOU,40,13,0,0,0,0,0,1,1,8,0,0,.000,.071,.000,.071
Adam A Everett S,HOU,40,88,11,17,3,0,0,4,12,19,3,0,.193,.297,.227,.524
Raul R Gonzalez C,NYM,40,104,13,27,3,0,3,12,6,22,4,2,.260,.297,.375,.672
Guillermo G Mota,LA,40,4,1,1,0,0,0,0,0,2,0,0,.250,.250,.250,.500
Britt B Reames,MON,40,9,0,1,0,0,0,1,0,1,0,0,.111,.111,.111,.222
Dennys D Reyes,COL,40,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Ben B Broussard L,CLE,39,112,10,27,4,0,4,9,7,25,0,0,.241,.292,.384,.676
Jesse J Garcia,ATL,39,61,6,12,1,0,0,5,0,14,0,1,.197,.197,.213,.410
Corky C Miller,CIN,39,114,9,29,10,0,3,15,9,20,0,0,.254,.328,.421,.749
Todd T Pratt,PHI,39,106,14,33,11,0,3,16,24,28,2,0,.311,.449,.500,.948
Mike M Rivera,DET,39,132,11,30,8,1,1,11,4,35,0,0,.227,.254,.326,.579
Alan A Zinter,HOU,39,44,5,6,2,0,2,3,0,19,0,0,.136,.136,.318,.454
Jay J Canizaro,MIN,38,112,14,24,8,1,0,11,10,22,0,1,.214,.280,.304,.584
Alex A Cintron,ARI,38,75,11,16,6,0,0,4,12,13,0,0,.213,.322,.293,.615
Omar O Daal,LA,38,39,2,6,2,0,1,4,1,11,0,0,.154,.175,.282,.457
Bobby B Estalella,COL,38,112,17,23,8,0,8,25,14,33,0,1,.205,.285,.491,.776
Joey J Hamilton,CIN,38,28,3,7,3,0,0,1,0,7,0,0,.250,.241,.357,.598
Frank F Menechino,OAK,38,132,22,27,7,0,3,15,20,32,0,0,.205,.312,.326,.637
Ben B Petrick L,COL,38,95,10,20,3,1,5,11,9,33,0,1,.211,.283,.421,.704
Jeff J Reboulet,LA,38,48,3,10,3,0,0,2,6,13,0,0,.208,.291,.271,.562
Jose J Santiago,PHI,38,2,0,0,0,0,0,0,1,1,0,0,.000,.333,.000,.333
Mike M Kinkade,LA,37,50,7,19,5,0,2,11,4,10,1,0,.380,.483,.600,1.083
Chad C Moeller,ARI,37,105,10,30,11,1,2,16,17,23,0,1,.286,.385,.467,.852
Dan D Plesac,PHI,37,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Brian B Roberts,BAL,37,128,18,29,6,0,1,11,15,21,9,2,.227,.308,.297,.605
Brian B Anderson,ARI,36,43,0,5,1,1,0,2,0,9,0,0,.116,.136,.186,.322
Endy E Chavez C,MON,36,125,20,37,8,5,1,9,5,16,3,5,.296,.321,.464,.785
David D Coggin,PHI,36,8,0,0,0,0,0,0,1,6,0,0,.000,.111,.000,.111
Jayson J Durocher,MIL,36,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Tom T Glavine,ATL,36,68,0,7,1,0,0,3,3,13,0,0,.103,.141,.118,.258
Jose J Leon,BAL,36,89,8,22,2,0,3,10,3,20,1,0,.247,.280,.371,.650
Carl C Pavano,FLA,36,40,2,8,1,1,0,2,0,12,0,0,.200,.200,.275,.475
Glendon G Rusch,MIL,36,66,6,19,0,0,1,8,1,24,0,0,.288,.299,.333,.632
Jacob J Cruz D,DET,35,88,12,24,3,1,2,6,13,20,3,1,.273,.377,.398,.775
Jack J Cust,COL,35,65,8,11,2,0,1,8,12,32,0,1,.169,.295,.246,.541
Jimmy J Haynes,CIN,35,61,5,10,2,0,0,6,1,12,0,0,.164,.177,.197,.374
Brady B Anderson C,CLE,34,80,4,13,4,0,1,5,18,23,4,0,.163,.327,.250,.577
Alan A Embree,SD,34,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Tom T Gordon,HOU,34,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Randy R Johnson,ARI,34,89,4,12,3,0,0,8,3,40,0,0,.135,.161,.169,.330
Kevin K Millwood,ATL,34,70,5,14,5,0,1,11,0,27,0,0,.200,.200,.314,.514
Denny D Neagle,COL,34,45,5,12,4,0,0,1,0,11,0,0,.267,.267,.356,.622
Pablo P Ozuna,FLA,34,47,4,13,2,2,0,3,1,3,1,1,.277,.300,.404,.704
Kirk K Rueter,SF,34,62,3,11,0,0,0,3,2,11,0,0,.177,.197,.177,.374
Curt C Schilling,ARI,34,86,7,15,0,0,0,3,4,26,0,0,.174,.211,.174,.386
Kelly K Stinnett,CIN,34,93,10,21,5,0,3,13,15,25,2,0,.226,.333,.376,.710
Kip K Wells,PIT,34,63,4,12,2,0,1,5,0,28,0,0,.190,.190,.270,.460
Miguel M Batista,ARI,33,51,5,8,2,0,1,2,3,28,0,0,.157,.204,.255,.459
