PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
Julio J Lugo S,TB,157,581,83,160,41,4,7,75,54,106,21,5,.275,.338,.396,.734
Corey C Patterson,CHC,157,631,91,168,33,6,24,72,45,168,32,9,.266,.320,.452,.771
Jack J Wilson S,PIT,157,652,82,201,41,12,11,59,26,71,8,4,.308,.335,.459,.794
Randy R Winn C,SEA,157,626,84,179,34,6,14,81,53,98,21,7,.286,.346,.427,.772
Jeff J Bagwell,HOU,156,572,104,152,29,2,27,89,96,131,6,4,.266,.377,.465,.842
Adrian A Beltré,LA,156,598,104,200,32,0,48,121,53,87,7,2,.334,.388,.629,1.017
Craig C Biggio L,HOU,156,633,100,178,47,0,24,63,40,94,7,2,.281,.337,.469,.806
Vladimir V Guerrero R,ANA,156,612,124,206,39,2,39,126,52,74,15,3,.337,.391,.598,.989
Moises M Alou L,CHC,155,601,106,176,36,3,39,106,68,80,3,0,.293,.361,.557,.919
Eric E Hinske,TOR,155,570,66,140,23,3,15,69,54,109,12,8,.246,.312,.375,.688
Paul P Konerko,CWS,155,563,84,156,22,0,41,117,69,107,1,0,.277,.359,.535,.894
Rob R Mackowiak,PIT,155,491,65,121,22,6,17,75,50,114,13,4,.246,.319,.420,.739
Tike T Redman C,PIT,155,546,65,153,19,4,8,51,23,52,18,6,.280,.310,.374,.684
Alex A Rodriguez,NYY,155,601,112,172,24,2,36,106,80,131,28,4,.286,.375,.512,.888
Craig C Wilson R,PIT,155,561,97,148,35,5,29,82,50,169,2,2,.264,.354,.499,.853
Alex A Cintron S,ARI,154,564,56,148,31,7,4,49,31,59,3,3,.262,.301,.363,.665
Lew L Ford,MIN,154,569,89,170,31,4,15,72,67,75,20,2,.299,.381,.446,.828
Todd T Helton,COL,154,547,115,190,49,2,32,96,127,72,3,0,.347,.469,.620,1.088
Derek D Jeter S,NYY,154,643,111,188,44,1,23,78,46,99,23,4,.292,.352,.471,.823
Andruw A Jones C,ATL,154,570,85,149,34,4,29,91,71,147,6,6,.261,.345,.488,.833
Mark M Loretta,SD,154,620,108,208,47,2,16,76,58,45,5,3,.335,.391,.495,.886
Rafael R Palmeiro,BAL,154,550,68,142,29,0,23,88,86,61,2,1,.258,.359,.436,.796
Scott S Podsednik C,MIL,154,640,85,156,27,7,12,39,58,105,70,13,.244,.313,.364,.677
Albert A Pujols,STL,154,592,133,196,51,2,46,123,84,52,5,5,.331,.415,.657,1.072
Jimmy J Rollins S,PHI,154,657,119,190,43,12,14,73,57,73,30,9,.289,.348,.455,.803
Gary G Sheffield R,NYY,154,573,117,166,30,1,36,121,92,83,5,6,.290,.393,.534,.927
Jose J Cruz R,TB,153,545,76,132,25,8,21,78,76,117,11,6,.242,.333,.433,.766
Jim J Edmonds C,STL,153,498,102,150,38,3,42,111,101,150,8,3,.301,.418,.643,1.061
Carlos C Lee L,CWS,153,591,103,180,37,0,31,99,54,86,11,5,.305,.366,.525,.891
Ronnie R Belliard,CLE,152,599,78,169,48,1,12,70,60,98,3,2,.282,.348,.426,.774
Casey C Blake,CLE,152,587,93,159,36,3,28,88,68,139,5,8,.271,.354,.486,.839
Carl C Crawford L,TB,152,626,104,185,26,19,11,55,35,81,59,15,.296,.331,.450,.781
Scott S Hatteberg,OAK,152,550,87,156,30,0,15,82,72,48,0,0,.284,.367,.420,.787
D' Angelo D Jimenez,CIN,152,563,76,152,28,3,12,67,82,99,13,7,.270,.364,.394,.758
Manny M Ramirez L,BOS,152,568,108,175,44,0,43,130,82,124,2,4,.308,.397,.613,1.009
Bobby B Crosby S,OAK,151,545,70,130,34,1,22,64,58,141,7,3,.239,.319,.426,.744
Jacque J Jones R,MIN,151,555,69,141,22,1,24,80,40,117,13,10,.254,.315,.427,.742
Jeromy J Burnitz R,COL,150,540,94,153,30,4,37,110,58,124,5,6,.283,.356,.559,.916
Luis L Castillo,FLA,150,564,91,164,12,7,2,47,75,68,21,4,.291,.373,.348,.720
Johnny J Damon C,BOS,150,621,123,189,35,6,20,94,76,71,19,8,.304,.380,.477,.857
Matt M Lawton L,CLE,150,591,109,164,25,0,20,70,74,84,23,9,.277,.366,.421,.788
Javy J Lopez,BAL,150,579,83,183,33,3,23,86,47,97,0,0,.316,.370,.503,.872
Kevin K Millar,BOS,150,508,74,151,36,0,18,74,57,91,1,1,.297,.383,.474,.857
David D Ortiz,BOS,150,582,94,175,47,3,41,139,75,133,0,0,.301,.380,.603,.983
Edgar E Renteria S,STL,149,586,84,168,37,0,10,72,39,78,17,11,.287,.327,.401,.728
Bret B Boone,SEA,148,593,74,149,30,0,24,83,56,135,10,5,.251,.317,.423,.740
Vinny V Castilla,COL,148,583,93,158,43,3,35,131,51,113,0,0,.271,.332,.535,.867
Chone C Figgins,ANA,148,577,83,171,22,17,5,60,49,94,34,13,.296,.350,.419,.770
Jose J Guillen L,ANA,148,565,88,166,28,3,27,104,37,92,5,4,.294,.352,.497,.849
Shea S Hillenbrand,ARI,148,562,68,174,36,3,15,80,24,49,2,0,.310,.348,.464,.812
Mark M Kotsay C,OAK,148,606,78,190,37,3,15,63,55,70,8,5,.314,.370,.459,.828
Omar O Vizquel S,CLE,148,567,82,165,28,3,7,59,57,62,19,6,.291,.353,.388,.741
Bernie B Williams C,NYY,148,561,105,147,29,1,22,70,85,96,1,5,.262,.360,.435,.795
Barry B Bonds L,SF,147,373,129,135,27,3,45,101,232,41,6,1,.362,.609,.812,1.422
Jason J Kendall,PIT,147,574,86,183,32,0,3,51,60,41,11,8,.319,.399,.390,.789
Phil P Nevin,SD,147,547,78,158,31,1,26,105,66,121,0,0,.289,.368,.492,.859
Sean S Casey,CIN,146,571,101,185,44,2,24,99,46,36,2,0,.324,.381,.534,.915
Royce R Clayton S,COL,146,574,95,160,36,4,8,54,48,125,10,5,.279,.338,.397,.735
J. D. J Drew R,ATL,145,518,118,158,28,8,31,93,118,116,12,3,.305,.436,.569,1.006
Marquis M Grissom C,SF,145,562,78,157,26,2,22,90,37,83,3,1,.279,.323,.450,.773
Cristian C Guzman S,MIN,145,576,84,158,31,4,8,46,30,64,10,5,.274,.309,.384,.693
Jeff J Kent,HOU,145,540,96,156,34,8,27,107,49,96,7,3,.289,.348,.531,.880
Aramis A Ramirez,CHC,145,547,99,174,32,1,36,103,49,62,0,2,.318,.373,.578,.951
Alfonso A Soriano,TEX,145,608,77,170,32,4,28,91,33,121,18,5,.280,.324,.484,.807
Mark M Teixeira,TEX,145,545,101,153,34,2,38,112,68,117,4,1,.281,.370,.560,.929
Tony T Womack,STL,145,553,91,170,22,3,5,38,36,60,26,5,.307,.349,.385,.735
Joe J Crede,CWS,144,490,67,117,25,0,21,69,34,81,1,2,.239,.299,.418,.717
Pedro P Feliz,SF,144,503,72,139,33,3,22,84,23,85,5,2,.276,.305,.485,.790
Richard R Hidalgo,NYM,144,523,67,125,26,3,25,82,44,129,4,4,.239,.301,.444,.745
Adam A Kennedy,ANA,144,468,70,130,20,5,10,48,41,92,15,5,.278,.351,.406,.757
Ty T Wigginton,PIT,144,494,63,129,30,2,17,66,45,82,7,1,.261,.324,.433,.757
David D Bell,PHI,143,533,67,155,33,1,18,77,57,75,1,1,.291,.363,.458,.820
Eric E Byrnes L,OAK,143,569,91,161,39,3,20,73,46,111,17,1,.283,.347,.467,.814
Ryan R Freel,CIN,143,505,74,140,21,8,3,28,67,88,37,10,.277,.375,.368,.743
Rafael R Furcal S,ATL,143,563,103,157,24,5,14,59,58,71,29,6,.279,.344,.414,.758
Paul P Lo Duca,FLA,143,535,68,153,29,2,13,80,36,49,4,5,.286,.338,.421,.758
Jay J Payton C,SD,143,458,57,119,17,4,8,55,43,56,2,0,.260,.326,.367,.693
Jim J Thome,PHI,143,508,97,139,28,1,42,105,104,144,0,2,.274,.396,.581,.977
Chad C Tracy,ARI,143,481,45,137,29,3,8,53,45,60,2,3,.285,.343,.407,.750
Erubiel E Durazo D,OAK,142,511,80,164,35,1,22,88,56,104,3,2,.321,.396,.523,.919
David D Eckstein S,ANA,142,566,92,156,24,1,2,35,42,49,16,5,.276,.339,.332,.671
Omar O Infante,DET,142,503,69,133,27,9,16,55,40,112,13,7,.264,.317,.449,.766
Carlos C Pena,DET,142,481,89,116,22,4,27,82,70,146,7,1,.241,.338,.472,.810
Scott S Rolen,STL,142,500,109,157,32,4,34,124,72,92,4,3,.314,.409,.598,1.007
Danny D Bautista R,ARI,141,539,64,154,27,1,11,65,35,66,6,2,.286,.332,.401,.733
Milton M Bradley C,LA,141,516,72,138,24,0,19,67,71,123,15,11,.267,.362,.424,.786
Reed R Johnson L,TOR,141,537,68,145,25,2,10,61,28,98,6,3,.270,.320,.380,.699
Edgar E Martinez D,SEA,141,486,45,128,23,0,12,63,58,107,1,0,.263,.342,.385,.727
Victor V Martinez,CLE,141,520,77,147,38,1,23,108,60,69,0,1,.283,.359,.492,.851
Mike M Cameron C,NYM,140,493,76,114,30,1,30,76,57,143,22,6,.231,.319,.479,.798
Jeff J Conine L,FLA,140,521,55,146,35,1,14,83,48,78,5,5,.280,.340,.432,.772
Craig C Counsell S,MIL,140,473,59,114,19,5,2,23,59,88,17,4,.241,.330,.315,.645
Travis T Hafner D,CLE,140,482,96,150,41,3,28,109,68,111,3,2,.311,.410,.583,.993
Melvin M Mora,BAL,140,550,111,187,41,0,27,104,66,95,11,6,.340,.419,.562,.981
Aaron A Rowand C,CWS,140,487,94,151,38,2,24,69,30,91,17,5,.310,.361,.544,.905
Michael M Tucker R,SF,140,464,77,119,21,6,13,62,70,106,5,2,.256,.353,.412,.765
Edgardo E Alfonzo,SF,139,519,66,150,26,1,11,77,46,40,1,1,.289,.350,.407,.757
Larry L Bigbie,BAL,139,478,76,134,23,1,15,68,45,113,8,3,.280,.341,.427,.768
Ben B Broussard,CLE,139,418,57,115,28,5,17,82,52,95,4,2,.275,.370,.488,.858
Coco C Crisp,CLE,139,491,78,146,24,2,15,71,36,69,20,13,.297,.344,.446,.790
Khalil K Greene S,SD,139,484,67,132,31,4,15,65,53,94,4,2,.273,.349,.446,.795
Mark M Bellhorn,BOS,138,523,93,138,37,3,17,82,88,177,6,1,.264,.373,.444,.817
Brady B Clark R,MIL,138,353,41,99,18,1,7,46,53,48,15,8,.280,.385,.397,.782
Alex A Cora,LA,138,405,47,107,9,4,10,47,47,41,3,4,.264,.364,.380,.745
Torii T Hunter C,MIN,138,520,79,141,37,0,23,81,40,101,21,7,.271,.330,.475,.805
Tino T Martinez,TB,138,458,63,120,20,1,23,76,66,72,3,1,.262,.362,.461,.823
Jose J Vizcaino S,HOU,138,358,34,98,21,3,3,33,20,39,1,1,.274,.311,.374,.685
Jermaine J Dye R,OAK,137,532,87,141,29,4,23,80,49,128,4,2,.265,.329,.464,.793
Chipper C Jones,ATL,137,472,69,117,20,1,30,96,84,96,2,0,.248,.362,.485,.847
Jorge J Posada,NYY,137,449,72,122,31,0,21,81,88,92,1,3,.272,.400,.481,.881
Marco M Scutaro,OAK,137,455,50,124,32,1,7,43,16,58,0,0,.273,.297,.393,.690
Jason J Varitek,BOS,137,463,67,137,30,1,18,73,62,126,10,3,.296,.390,.482,.872
Todd T Zeile,NYM,137,348,30,81,16,0,9,35,44,83,0,0,.233,.319,.356,.675
Rocco R Baldelli C,TB,136,518,79,145,27,3,16,74,30,88,17,4,.280,.326,.436,.762
Carlos C Guillen S,DET,136,522,97,166,37,10,20,97,52,87,12,5,.318,.379,.542,.922
Gabe G Kapler R,BOS,136,290,51,79,14,1,6,33,15,49,5,4,.272,.311,.390,.700
Terrence T Long L,SD,136,288,31,85,19,4,3,28,19,51,3,2,.295,.335,.420,.756
Juan J Encarnacion R,FLA,135,484,63,114,30,2,16,62,38,86,5,4,.236,.299,.405,.704
Orlando O Hudson,TOR,135,489,73,132,32,7,12,58,51,98,7,3,.270,.341,.438,.779
Ivan I Rodriguez,DET,135,527,72,176,32,2,19,86,41,91,7,4,.334,.383,.510,.893
Reggie R Sanders,STL,135,446,64,116,27,3,22,67,33,118,21,5,.260,.315,.482,.797
Brian B Schneider,MON,135,436,40,112,20,3,12,49,42,63,0,1,.257,.325,.399,.724
Michael M Barrett,CHC,134,456,55,131,32,6,16,65,33,64,1,4,.287,.337,.489,.826
Angel A Berroa S,KC,134,512,72,134,27,6,8,43,23,87,14,8,.262,.308,.385,.693
Johnny J Estrada,ATL,134,462,56,145,36,0,9,76,39,66,0,0,.314,.378,.450,.828
Jody J Gerut R,CLE,134,481,72,121,31,5,11,51,54,59,13,6,.252,.334,.405,.739
Aaron A Miles,COL,134,522,75,153,15,3,6,47,29,53,12,7,.293,.329,.368,.697
Juan J Rivera R,MON,134,391,48,120,24,1,12,49,34,45,6,2,.307,.364,.465,.829
Juan J Uribe,CWS,134,502,82,142,31,6,23,74,32,96,9,11,.283,.327,.506,.832
Vernon V Wells C,TOR,134,536,82,146,34,2,23,67,51,83,9,2,.272,.337,.472,.809
Terrmel T Sledge L,MON,133,398,45,107,20,6,15,62,40,66,3,3,.269,.336,.462,.799
Endy E Chavez C,MON,132,502,65,139,20,6,5,34,30,40,32,7,.277,.318,.371,.688
Morgan M Ensberg,HOU,131,411,51,113,20,3,10,66,36,46,6,4,.275,.330,.411,.742
Bobby B Higginson R,DET,131,448,63,110,24,2,12,64,70,84,5,2,.246,.353,.388,.742
Brandon B Inge,DET,131,408,43,117,15,7,13,64,32,72,5,4,.287,.340,.453,.793
Mike M Lieberthal,PHI,131,476,58,129,31,1,17,61,37,69,1,1,.271,.335,.447,.783
A. J. A Pierzynski,SF,131,471,45,128,28,2,11,77,19,27,0,1,.272,.319,.410,.729
Sean S Burroughs,SD,130,523,76,156,23,3,2,47,31,52,5,4,.298,.348,.365,.713
Eric E Valent,NYM,130,270,39,72,15,2,13,34,28,61,0,1,.267,.337,.481,.818
Brad B Ausmus,HOU,129,403,38,100,14,1,5,31,33,56,2,2,.248,.306,.325,.631
Jose J Castillo,PIT,129,383,44,98,15,2,8,39,23,92,3,2,.256,.298,.368,.666
Willie W Harris,CWS,129,409,68,107,15,2,2,27,51,79,19,7,.262,.343,.323,.665
Mike M Piazza,NYM,129,455,47,121,21,0,20,54,68,78,0,0,.266,.362,.444,.806
Todd T Walker,CHC,129,372,60,102,19,4,15,50,43,52,0,3,.274,.352,.468,.820
Carlos C Delgado,TOR,128,458,74,123,26,0,32,99,69,115,0,1,.269,.372,.535,.907
Craig C Monroe L,DET,128,447,65,131,27,3,18,72,29,79,3,4,.293,.337,.488,.824
Jason J Phillips,NYM,128,362,34,79,18,0,7,34,35,42,0,1,.218,.298,.326,.624
Joe J Randa,KC,128,485,65,139,31,2,8,56,40,77,0,1,.287,.343,.408,.752
Pat P Burrell L,PHI,127,448,66,115,17,0,24,84,78,130,2,0,.257,.365,.455,.820
Deivi D Cruz S,SF,127,397,46,116,30,2,7,55,17,32,1,3,.292,.322,.431,.752
Ryan R Klesko L,SD,127,402,58,117,32,2,9,66,73,67,3,2,.291,.399,.448,.846
Doug D Mientkiewicz,BOS,127,391,47,93,24,1,6,35,48,56,2,3,.238,.326,.350,.676
John J Olerud,NYY,127,425,45,110,20,1,9,48,61,61,0,0,.259,.359,.374,.733
Hee- Seop H Choi,LA,126,343,53,86,21,1,15,46,63,96,1,0,.251,.370,.449,.818
Bill B Hall,MIL,126,390,43,93,20,3,9,53,20,119,12,6,.238,.276,.374,.650
Bobby B Hill,PIT,126,233,28,62,7,2,2,27,20,39,0,3,.266,.353,.339,.692
Neifi N Perez S,CHC,126,381,40,97,17,1,4,39,24,41,1,1,.255,.296,.336,.632
Placido P Polanco,PHI,126,503,74,150,21,0,17,55,27,39,7,4,.298,.345,.441,.786
Sammy S Sosa R,CHC,126,478,69,121,21,0,35,80,56,133,0,0,.253,.332,.517,.849
Matt M Stairs R,KC,126,439,48,117,21,3,18,66,49,92,1,0,.267,.345,.451,.796
Eric E Chavez,OAK,125,475,87,131,20,0,29,77,95,99,6,3,.276,.397,.501,.898
Darin D Erstad,ANA,125,495,79,146,29,1,7,69,37,74,16,1,.295,.346,.400,.746
Julio J Franco,ATL,125,320,37,99,18,3,6,57,36,68,4,2,.309,.378,.441,.818
Kevin K Mench R,TEX,125,438,69,122,30,3,26,71,33,63,0,0,.279,.335,.539,.874
Jose J Valentin S,CWS,125,450,73,97,20,3,30,70,43,139,8,6,.216,.287,.473,.760
Rich R Aurilia,SD,124,399,49,98,21,2,6,44,37,71,1,0,.246,.314,.353,.667
Ben B Grieve,CHC,123,250,30,65,17,0,8,35,39,70,0,0,.260,.361,.424,.784
Raul R Ibanez L,SEA,123,481,67,146,31,1,16,62,36,72,1,2,.304,.353,.472,.825
Miguel M Cairo,NYY,122,360,48,105,17,5,6,42,18,49,11,3,.292,.346,.417,.763
Mike M Matheny,STL,122,385,28,95,22,1,5,50,23,83,0,2,.247,.292,.348,.640
Mark M Sweeney,COL,122,177,25,47,12,2,9,40,32,51,1,0,.266,.377,.508,.885
Matt M Holliday L,COL,121,400,65,116,31,3,14,57,31,86,3,3,.290,.349,.488,.837
Rondell R White L,DET,121,448,76,121,21,2,19,67,39,77,1,2,.270,.337,.453,.790
Jason J Bay L,PIT,120,411,61,116,24,4,26,82,41,129,4,6,.282,.358,.550,.908
Ray R Durham,SF,120,471,95,133,28,8,17,65,57,60,10,4,.282,.364,.484,.848
Ken K Harvey,KC,120,456,47,131,20,1,13,55,28,89,1,1,.287,.338,.421,.759
Toby T Hall,TB,119,404,35,103,21,0,8,60,24,41,0,2,.255,.300,.366,.666
Mark M De Rosa,ATL,118,309,33,74,16,0,3,31,23,53,1,3,.239,.293,.320,.614
Corey C Koskie,MIN,118,422,68,106,24,2,25,71,49,103,9,3,.251,.342,.495,.838
Dustan D Mohr R,SF,117,263,52,72,20,1,7,28,46,64,0,3,.274,.394,.437,.831
Abraham M. A Nunez R,KC,117,285,40,61,10,1,6,34,34,69,1,3,.214,.297,.319,.616
Michael M Cuddyer,MIN,115,339,49,89,22,1,12,45,37,74,5,5,.263,.339,.440,.779
Jason J Michaels C,PHI,115,299,44,82,12,0,10,40,42,80,2,2,.274,.364,.415,.779
Laynce L Nix C,TEX,115,371,58,92,20,4,14,46,23,113,1,1,.248,.293,.437,.730
Henry H Blanco,MIN,114,315,36,65,19,1,10,37,21,56,0,3,.206,.260,.368,.628
Jason J La Rue,CIN,114,390,46,98,24,2,14,55,26,108,0,2,.251,.334,.431,.765
Kazuo K Matsui S,NYM,114,460,65,125,32,2,7,44,40,97,14,3,.272,.331,.396,.727
Desi D Relaford,KC,114,380,45,84,14,0,6,34,34,56,5,4,.221,.296,.305,.601
Marlon M Anderson,STL,113,253,31,60,12,0,8,28,12,38,6,2,.237,.269,.379,.649
Jolbert J Cabrera,SEA,113,359,38,97,19,2,6,47,16,70,10,3,.270,.312,.384,.696
Cliff C Floyd L,NYM,113,396,55,103,26,0,18,63,47,103,11,4,.260,.352,.462,.814
Keith K Ginter,MIL,113,386,47,101,23,2,19,60,37,100,8,1,.262,.333,.479,.812
Jason J Grabowski,LA,113,173,18,38,7,0,7,20,19,50,0,0,.220,.297,.382,.678
Dave D Roberts L,BOS,113,319,64,81,14,7,4,35,38,48,38,3,.254,.337,.379,.716
Garret G Anderson C,ANA,112,442,57,133,20,1,14,75,29,75,2,1,.301,.343,.446,.789
Geoff G Blum,TB,112,339,38,73,21,0,8,35,24,58,2,3,.215,.266,.348,.614
Mike M Lamb,HOU,112,278,38,80,14,3,14,58,31,63,1,1,.288,.356,.511,.867
Abraham O. A Nunez,PIT,112,182,17,43,9,0,2,13,10,36,1,3,.236,.275,.319,.593
Scott S Spiezio,SEA,112,367,38,79,12,3,10,41,36,60,4,1,.215,.288,.346,.634
Juan J Castro,CIN,111,299,36,73,21,2,5,26,14,51,1,0,.244,.277,.378,.655
Ramon R Hernandez,SD,111,384,45,106,23,0,18,63,35,45,1,0,.276,.341,.477,.818
Barry B Larkin S,CIN,111,346,55,100,15,3,8,44,34,39,2,0,.289,.352,.419,.771
Alex A Rios R,TOR,111,426,55,122,24,7,1,28,31,84,15,3,.286,.338,.383,.720
Ross R Gload,CWS,110,234,28,75,16,0,7,44,20,37,0,3,.321,.375,.479,.853
Adam A La Roche,ATL,110,324,45,90,27,1,13,45,27,78,0,0,.278,.333,.488,.821
Damian D Miller,OAK,110,397,39,108,25,0,9,58,39,87,0,1,.272,.339,.403,.742
Bill B Mueller,BOS,110,399,75,113,27,1,12,57,51,56,2,2,.283,.365,.446,.811
Wily Mo W Peña Pena R,CIN,110,336,45,87,10,1,26,66,22,108,5,2,.259,.316,.527,.843
Jose J Vidro,MON,110,412,51,121,24,0,14,60,49,43,3,1,.294,.367,.454,.821
Chris C Gomez S,TOR,109,341,41,96,11,1,3,37,28,41,3,2,.282,.337,.346,.683
Charles C Johnson,COL,109,305,42,72,20,0,13,47,49,91,2,1,.236,.350,.430,.780
Eric E Munson,DET,109,321,36,68,14,2,19,49,29,90,1,1,.212,.289,.445,.735
Luis L Rivas,MIN,109,336,44,86,19,5,10,34,13,53,15,1,.256,.283,.432,.715
So S Taguchi L,STL,109,179,26,52,10,2,3,25,12,23,6,3,.291,.337,.419,.756
Rod R Barajas,TEX,108,358,50,89,26,1,15,58,13,63,0,1,.249,.276,.453,.728
Jeff J Da Vanon C,ANA,108,285,41,79,11,4,7,34,46,54,18,3,.277,.372,.418,.790
David D Dellucci L,TEX,107,331,59,80,13,1,17,61,47,88,9,4,.242,.342,.441,.783
Jason J Lane,HOU,107,136,21,37,10,2,4,19,16,33,1,0,.272,.348,.463,.812
Ruben R Sierra D,NYY,107,307,40,75,12,1,17,65,25,55,1,0,.244,.296,.456,.752
J. T. J Snow,SF,107,346,62,113,32,1,12,60,58,61,4,0,.327,.429,.529,.958
Gregg G Zaun,TOR,107,338,46,91,24,0,6,36,47,61,0,2,.269,.367,.393,.761
Marlon M Byrd C,PHI,106,346,48,79,13,2,5,33,22,68,2,2,.228,.287,.321,.608
Tony T Clark,NYY,106,253,37,56,12,0,16,49,26,92,0,0,.221,.297,.458,.755
Mike M Sweeney,KC,106,411,56,118,23,0,22,79,33,44,3,2,.287,.347,.504,.851
Luis L Gonzalez,ARI,105,379,69,98,28,5,17,48,68,58,2,2,.259,.373,.493,.866
Adam A Everett S,HOU,104,384,66,105,15,2,8,31,17,56,13,2,.273,.317,.385,.703
Ricky R Ledee,SF,104,176,25,41,9,0,7,30,27,47,3,0,.233,.337,.403,.740
Dmitri D Young,DET,104,389,72,106,23,2,18,60,33,71,0,1,.272,.336,.481,.816
Eric E Young Sr. L,TEX,104,344,55,99,25,2,1,27,43,28,14,9,.288,.377,.381,.758
Timo T Perez R,CWS,103,293,38,72,12,0,5,40,15,29,3,1,.246,.285,.338,.623
Josh J Phelps D,CLE,103,371,51,93,19,2,17,61,22,93,0,0,.251,.304,.450,.754
Dan D Wilson,SEA,103,319,23,80,13,0,2,33,26,57,0,1,.251,.305,.310,.615
Jamey J Carroll,MON,102,218,36,63,14,2,0,16,32,21,5,1,.289,.378,.372,.750
Marcus M Giles,ATL,102,379,61,118,22,2,8,48,36,70,17,4,.311,.378,.443,.822
Luis L Gonzalez,COL,102,322,42,94,17,2,12,40,15,67,1,5,.292,.330,.469,.799
Ramon R Martinez S,CHC,102,260,22,64,15,1,3,30,26,40,1,0,.246,.313,.346,.659
Orlando O Palmeiro,HOU,102,133,19,32,5,0,3,12,18,19,2,1,.241,.344,.346,.690
Robin R Ventura,LA,102,152,19,37,3,0,5,28,22,31,0,0,.243,.337,.362,.699
Scott S Hairston,ARI,101,339,39,84,15,6,13,29,21,88,3,3,.248,.293,.442,.735
Chad C Moeller,MIL,101,317,25,66,13,1,5,27,21,74,0,1,.208,.265,.303,.568
B. J. B Surhoff R,BAL,100,343,49,106,12,1,8,50,30,46,2,0,.309,.365,.420,.785
Damion D Easley,FLA,98,223,26,53,20,1,9,43,24,36,4,1,.238,.331,.457,.788
Jose J Macias,CHC,98,194,23,52,6,3,3,22,5,38,4,1,.268,.292,.376,.668
Jay J Gibbons R,BAL,97,346,36,85,14,1,10,47,29,64,1,1,.246,.303,.379,.682
Bengie B Molina,ANA,97,337,36,93,13,0,10,54,18,35,0,1,.276,.313,.404,.717
Jacob J Cruz,CIN,96,147,22,33,8,0,3,28,16,43,0,0,.224,.317,.340,.658
David D De Jesus C,KC,96,363,58,104,15,3,7,39,33,53,8,11,.287,.360,.402,.763
Miguel M Olivo,SEA,96,301,46,70,15,4,13,40,20,84,7,6,.233,.286,.439,.725
Pokey P Reese S,BOS,96,244,32,54,7,2,3,29,17,60,6,2,.221,.271,.303,.574
Roger R Cedeno,STL,95,200,22,53,9,2,3,23,19,41,5,1,.265,.327,.375,.702
Nick N Green,ATL,95,264,40,72,15,3,3,26,12,63,1,2,.273,.312,.386,.698
Jose J Hernandez,LA,95,211,32,61,12,1,13,29,26,61,3,1,.289,.370,.540,.910
David D Newhan,BAL,95,373,66,116,15,7,8,54,27,72,11,1,.311,.361,.453,.814
Chase C Utley,PHI,94,267,36,71,11,2,13,57,15,40,4,1,.266,.308,.468,.776
