PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
Adam A Frazier,PIT,58,209,22,48,7,0,7,23,17,35,1,3,.230,.297,.364,.661
Paul P Goldschmidt,STL,58,191,31,58,13,0,6,21,37,43,1,0,.304,.417,.466,.883
Bryce B Harper R,PHI,58,190,41,51,9,2,13,33,49,43,8,2,.268,.420,.542,.962
Cesar C Hernández,CLE,58,233,35,66,20,0,3,20,24,57,0,0,.283,.355,.408,.763
Isiah I Kiner- Falefa,TEX,58,211,28,59,4,3,3,10,14,32,8,5,.280,.329,.370,.699
Kyle K Lewis C,SEA,58,206,37,54,3,0,11,28,34,71,5,1,.262,.364,.437,.800
Max M Muncy,LAD,58,203,36,39,4,0,12,27,39,60,1,0,.192,.331,.389,.720
Jose J Ramírez,CLE,58,219,45,64,16,1,17,46,31,43,10,3,.292,.386,.607,.993
Anthony A Rizzo,CHC,58,203,26,45,6,0,11,24,28,38,3,1,.222,.342,.414,.755
Nick N Solak L,TEX,58,209,27,56,10,0,2,23,18,42,7,1,.268,.326,.344,.671
Kyle K Tucker L,HOU,58,209,33,56,12,6,9,42,18,46,8,1,.268,.325,.512,.836
Christian C Yelich L,MIL,58,200,39,41,7,1,12,22,46,76,4,2,.205,.356,.430,.786
Nick N Ahmed S,ARI,57,199,29,53,10,1,5,29,18,46,4,0,.266,.327,.402,.729
Pete P Alonso,NYM,57,208,31,48,6,0,16,35,24,61,1,0,.231,.326,.490,.817
Josh J Bell,PIT,57,195,22,44,3,0,8,22,22,59,0,0,.226,.305,.364,.669
Miguel M Cabrera D,DET,57,204,28,51,4,0,10,35,24,51,1,0,.250,.329,.417,.746
Willson W Contreras,CHC,57,189,37,46,10,0,7,26,20,57,1,2,.243,.356,.407,.763
Rafael R Devers,BOS,57,232,32,61,16,1,11,43,13,67,0,0,.263,.310,.483,.793
Adam A Duvall L,ATL,57,190,34,45,8,0,16,33,15,54,0,0,.237,.301,.532,.833
Joey J Gallo R,TEX,57,193,23,35,8,0,10,26,29,79,2,0,.181,.301,.378,.679
Lourdes L Gurriel Jr.,TOR,57,208,28,64,14,0,11,33,14,48,3,1,.308,.348,.534,.882
Yuli Y Gurriel,HOU,57,211,27,49,12,1,6,22,12,27,0,1,.232,.274,.384,.658
Ian I Happ C,CHC,57,198,27,51,11,1,12,28,30,63,1,3,.258,.361,.505,.866
Andrew A Mc Cutchen L,PHI,57,217,32,55,9,0,10,34,22,48,4,0,.253,.324,.433,.757
Victor V Reyes C,DET,57,202,30,56,7,2,4,14,9,45,8,2,.277,.315,.391,.706
Eddie E Rosario L,MIN,57,210,31,54,7,0,13,42,19,34,3,1,.257,.316,.476,.792
Eugenio E Suárez,CIN,57,198,29,40,8,0,15,38,30,67,2,0,.202,.312,.470,.781
Christian C Walker,ARI,57,218,35,59,18,1,7,34,19,50,1,1,.271,.333,.459,.792
Cody C Bellinger,LAD,56,213,33,51,10,0,12,30,30,42,6,1,.239,.333,.455,.789
Xander X Bogaerts S,BOS,56,203,36,61,8,0,11,28,21,41,8,0,.300,.364,.502,.867
J. D. J Davis,NYM,56,190,26,47,9,0,6,19,31,56,0,0,.247,.371,.389,.761
Nicky N Lopez,KC,56,169,15,34,8,0,1,13,18,41,0,5,.201,.286,.266,.552
Brandon B Lowe,TB,56,193,36,52,9,2,14,37,25,58,3,0,.269,.362,.554,.916
Jurickson J Profar L,SD,56,180,28,50,6,0,7,25,15,28,7,1,.278,.343,.428,.771
Josh J Reddick R,HOU,56,188,22,46,11,1,4,23,20,42,1,0,.245,.316,.378,.693
Luis L Robert C,CWS,56,202,33,47,8,0,11,31,20,73,9,2,.233,.302,.436,.738
Chris C Taylor S,LAD,56,185,30,50,10,2,8,32,26,55,3,2,.270,.366,.476,.842
Luke L Voit,NYY,56,213,41,59,5,0,22,52,17,54,0,0,.277,.338,.610,.948
Mookie M Betts R,LAD,55,219,47,64,9,1,16,39,24,38,10,2,.292,.366,.562,.928
Jackie J Bradley C,BOS,55,191,32,54,11,0,7,22,23,48,5,2,.283,.364,.450,.814
Tommy T Edman,STL,55,204,29,51,7,1,5,26,16,48,2,4,.250,.317,.368,.685
Wilmer W Flores D,SF,55,198,30,53,11,1,12,32,13,36,1,0,.268,.315,.515,.830
Randal R Grichuk C,TOR,55,216,38,59,9,0,12,35,13,49,1,1,.273,.312,.481,.793
Eloy E Jiménez Jimenez L,CWS,55,213,26,63,14,0,14,41,12,56,0,0,.296,.332,.559,.890
Tommy T La Stella,OAK,55,196,31,55,14,2,5,25,27,12,1,0,.281,.370,.449,.819
Wil W Myers R,SD,55,198,34,57,14,2,15,40,18,56,2,1,.288,.353,.606,.959
Brandon B Nimmo C,NYM,55,186,33,52,8,3,8,18,33,43,1,2,.280,.404,.484,.888
Jorge J Polanco S,MIN,55,209,22,54,8,0,4,19,13,35,4,2,.258,.304,.354,.658
A J Pollock L,LAD,55,196,30,54,9,0,16,34,12,45,2,2,.276,.314,.566,.881
Bryan B Reynolds L,PIT,55,185,24,35,6,2,7,19,21,57,1,1,.189,.275,.357,.632
Willy W Adames S,TB,54,185,29,48,15,1,8,23,20,74,2,1,.259,.332,.481,.813
Shogo S Akiyama L,CIN,54,155,16,38,6,1,0,9,25,34,7,3,.245,.357,.297,.654
Hanser H Alberto,BAL,54,219,35,62,15,0,3,22,5,30,3,0,.283,.306,.393,.698
Kole K Calhoun R,ARI,54,190,35,43,9,0,16,40,28,50,1,1,.226,.338,.526,.864
Michael M Conforto R,NYM,54,202,40,65,12,0,9,31,24,57,3,3,.322,.412,.515,.927
Brandon B Crawford S,SF,54,172,26,44,12,0,8,28,15,47,1,2,.256,.326,.465,.792
Jake J Cronenworth,SD,54,172,26,49,15,3,4,20,18,30,3,1,.285,.354,.477,.831
Mauricio M Dubón Dubon C,SF,54,157,21,43,4,1,4,19,15,36,2,3,.274,.337,.389,.726
Eduardo E Escobar,ARI,54,203,22,43,7,3,4,20,15,41,1,0,.212,.270,.335,.605
Aaron A Hicks C,NYY,54,169,28,38,10,2,6,21,41,38,4,1,.225,.379,.414,.793
Ramon R Laureano C,OAK,54,183,27,39,8,1,6,25,24,58,2,1,.213,.338,.366,.704
J. D. J Martinez D,BOS,54,211,22,45,16,0,7,27,22,59,1,0,.213,.291,.389,.680
David D Peralta L,ARI,54,203,19,61,10,1,5,34,13,45,1,0,.300,.339,.433,.773
Kevin K Pillar C,COL,54,208,34,60,12,3,6,26,13,41,5,2,.288,.336,.462,.798
Rio R Ruiz,BAL,54,185,25,41,11,0,9,32,17,46,1,2,.222,.286,.427,.713
Jean J Segura,PHI,54,192,28,51,5,2,7,25,23,45,2,2,.266,.347,.422,.769
Donovan D Solano,SF,54,190,22,62,15,1,3,29,10,39,0,0,.326,.365,.463,.828
Joey J Votto,CIN,54,186,32,42,8,0,11,22,37,43,0,0,.226,.354,.446,.800
Evan E White,SEA,54,182,19,32,7,0,8,26,18,84,1,2,.176,.252,.346,.599
Jesse J Winker D,CIN,54,149,27,38,7,0,12,23,28,46,1,0,.255,.388,.544,.932
Mike M Yastrzemski C,SF,54,192,39,57,14,4,10,35,30,55,2,1,.297,.400,.568,.968
J. P. J Crawford S,SEA,53,204,33,52,7,2,2,24,23,39,6,3,.255,.336,.338,.674
Nelson N Cruz D,MIN,53,185,33,56,6,0,16,33,25,58,0,0,.303,.397,.595,.992
Avisail A García Garcia C,MIL,53,181,20,43,10,0,2,15,20,49,1,3,.238,.333,.326,.659
Marwin M Gonzalez,MIN,53,175,15,37,4,0,5,22,17,41,0,0,.211,.286,.320,.606
Garrett G Hampson,COL,53,167,25,39,4,3,5,11,13,60,6,1,.234,.287,.383,.670
Evan E Longoria,SF,53,193,26,49,10,1,7,28,11,39,0,1,.254,.297,.425,.722
Miguel M Sanó,MIN,53,186,31,38,12,0,13,25,18,90,0,0,.204,.278,.478,.756
Marcus M Semien S,OAK,53,211,28,47,9,1,7,23,25,50,4,0,.223,.305,.374,.680
Mike M Trout C,LAA,53,199,41,56,9,2,17,46,35,56,1,1,.281,.390,.603,.993
Alex A Verdugo R,BOS,53,201,36,62,16,0,6,15,17,45,4,0,.308,.367,.478,.844
Kolten K Wong,STL,53,181,26,48,4,2,1,16,20,30,5,2,.265,.350,.326,.676
Asdrubal A Cabrera,WSH,52,190,23,46,9,3,8,31,19,40,0,0,.242,.305,.447,.752
Jeimer J Candelario,DET,52,185,30,55,11,3,7,29,20,49,1,1,.297,.369,.503,.872
Alex A Dickerson L,SF,52,151,28,45,10,1,10,27,16,30,0,0,.298,.371,.576,.947
Corey C Dickerson L,MIA,52,194,25,50,5,1,7,17,15,35,1,1,.258,.311,.402,.713
Ryan R Mc Mahon,COL,52,172,23,37,6,1,9,26,18,66,0,1,.215,.295,.419,.714
Jeff J Mc Neil L,NYM,52,183,19,57,14,0,4,23,20,24,0,2,.311,.383,.454,.836
Yoan Y Moncada,CWS,52,200,28,45,8,3,6,24,28,72,0,0,.225,.320,.385,.705
Colin C Moran D,PIT,52,178,28,44,10,0,10,23,19,52,0,0,.247,.325,.472,.797
Renato R Núñez,BAL,52,195,29,50,10,0,12,31,17,64,0,0,.256,.324,.492,.816
Anthony A Rendon,LAA,52,189,29,54,11,1,9,31,38,31,0,0,.286,.418,.497,.916
Victor V Robles C,WSH,52,168,20,37,5,1,3,15,9,53,4,1,.220,.293,.315,.608
Corey C Seager S,LAD,52,212,38,65,12,1,15,41,17,37,1,0,.307,.358,.585,.943
Pat P Valaika S,BAL,52,141,24,39,4,0,8,16,8,34,0,2,.277,.315,.475,.791
Jonathan J Villar,TOR,52,185,13,43,5,0,2,15,19,54,16,5,.232,.301,.292,.593
Tyler T Wade,NYY,52,88,19,15,3,0,3,10,12,22,4,1,.170,.288,.307,.595
Jesus J Aguilar,MIA,51,188,31,52,10,0,8,34,23,40,0,1,.277,.352,.457,.809
Brandon B Belt,SF,51,149,25,46,13,1,9,30,30,36,0,0,.309,.425,.591,1.015
Robbie R Grossman L,OAK,51,166,23,40,12,2,8,23,21,38,8,1,.241,.344,.482,.826
Austin A Riley,ATL,51,188,24,45,7,1,8,27,16,49,0,0,.239,.301,.415,.716
George G Springer C,HOU,51,189,37,50,6,2,14,32,24,38,1,2,.265,.359,.540,.899
Raimel R Tapia L,COL,51,184,26,59,8,2,1,17,14,38,8,2,.321,.369,.402,.772
Yoshi Y Tsutsugo D,TB,51,157,27,31,5,1,8,24,26,50,0,0,.197,.314,.395,.708
Harrison H Bader C,STL,50,106,21,24,7,2,4,11,13,40,3,1,.226,.336,.443,.779
Matt M Carpenter,STL,50,140,22,26,6,0,4,24,23,48,0,0,.186,.325,.314,.640
Erik E González Gonzalez S,PIT,50,181,14,41,13,1,3,20,8,51,2,3,.227,.255,.359,.614
Brian B Goodwin C,CIN,50,144,17,31,9,1,6,22,17,54,5,0,.215,.299,.417,.715
Alex A Gordon L,KC,50,163,15,34,4,0,4,11,18,37,0,0,.209,.299,.307,.606
Teoscar T Hernández Hernandez R,TOR,50,190,33,55,7,0,16,34,14,63,6,1,.289,.340,.579,.919
Jason J Heyward R,CHC,50,147,20,39,6,2,6,22,30,37,2,0,.265,.392,.456,.848
D J Le Mahieu,NYY,50,195,41,71,10,2,10,27,18,21,3,0,.364,.421,.590,1.011
Tyler T O' Neill L,STL,50,139,20,24,5,0,7,19,15,43,3,1,.173,.261,.360,.621
Gregory G Polanco R,PIT,50,157,12,24,6,0,7,22,13,65,3,1,.153,.214,.325,.539
Travis T Shaw,TOR,50,163,17,39,10,0,6,17,16,50,0,0,.239,.306,.411,.717
Dominic Do Smith,NYM,50,177,27,56,21,1,10,42,14,45,0,0,.316,.377,.616,.993
Joey J Wendle,TB,50,168,24,48,9,2,4,17,10,35,8,2,.286,.342,.435,.777
Tim T Anderson S,CWS,49,208,45,67,11,1,10,21,10,50,5,2,.322,.357,.529,.886
Robinson R Canó,NYM,49,171,23,54,9,0,10,30,9,24,0,0,.316,.352,.544,.896
David D Fletcher S,LAA,49,207,31,66,13,0,3,18,20,25,2,1,.319,.376,.425,.801
Brett B Gardner L,NYY,49,130,20,29,5,1,5,15,26,35,3,3,.223,.354,.392,.747
Andres A Gimenez S,NYM,49,118,22,31,3,2,3,12,7,28,8,1,.263,.333,.398,.732
Tony T Kemp,OAK,49,93,15,23,5,0,0,4,15,14,3,1,.247,.363,.301,.664
Kevin K Kiermaier C,TB,49,138,16,30,5,3,3,22,20,42,8,1,.217,.321,.362,.683
Gary G Sánchez Sanchez,NYY,49,156,19,23,4,0,10,24,18,64,0,0,.147,.253,.365,.618
Jose J Altuve,HOU,48,192,32,42,9,0,5,18,17,39,2,3,.219,.286,.344,.630
Nolan N Arenado,COL,48,182,23,46,9,0,8,26,15,20,0,0,.253,.303,.434,.738
Enrique K Hernández,LAD,48,139,20,32,8,1,5,20,6,31,0,1,.230,.270,.410,.680
Nico N Hoerner,CHC,48,108,19,24,4,0,0,13,12,24,3,2,.222,.312,.259,.571
Max M Kepler R,MIN,48,171,27,39,9,0,9,23,22,36,3,0,.228,.321,.439,.760
Brad B Miller D,STL,48,142,21,33,8,1,7,25,25,46,1,0,.232,.357,.451,.807
Cedric C Mullins,BAL,48,140,16,38,4,3,3,12,8,37,7,2,.271,.315,.407,.723
Austin A Nola,SD,48,161,24,44,9,1,7,28,18,34,0,0,.273,.353,.472,.825
Pedro P Severino,BAL,48,160,17,40,5,1,5,21,16,40,1,0,.250,.322,.388,.710
Lewis L Brinson R,MIA,47,106,14,24,6,0,3,12,6,30,4,0,.226,.268,.368,.636
Freddy F Galvis S,CIN,47,141,18,31,5,0,7,16,13,30,1,1,.220,.308,.404,.712
Martin M Maldonado,HOU,47,135,19,29,4,0,6,24,27,51,1,0,.215,.350,.378,.728
Manuel M Margot C,TB,47,145,19,39,9,0,1,11,13,25,12,4,.269,.327,.352,.679
J. T. J Realmuto,PHI,47,173,33,46,6,0,11,32,16,48,4,1,.266,.349,.491,.840
Juan J Soto L,WSH,47,154,39,54,14,0,13,37,41,28,6,2,.351,.490,.695,1.185
Christian C Vázquez Vazquez,BOS,47,173,22,49,9,0,7,23,16,43,4,3,.283,.344,.457,.801
Ronald R Acuña Acuna C,ATL,46,160,46,40,11,0,14,29,38,60,8,1,.250,.406,.581,.987
Michael M Brantley D,HOU,46,170,24,51,15,0,5,22,17,28,2,0,.300,.364,.476,.840
Yasmani Y Grandal,CWS,46,161,27,37,7,0,8,27,30,58,0,0,.230,.351,.422,.773
Ender E Inciarte C,ATL,46,116,17,22,2,1,1,10,12,25,4,1,.190,.262,.250,.512
Matt M Joyce R,MIA,46,127,16,32,4,0,2,14,20,41,1,0,.252,.351,.331,.682
Tim T Lopes D,SEA,46,143,16,34,12,0,2,15,6,34,5,0,.238,.278,.364,.642
Amed A Rosario S,NYM,46,143,20,36,3,1,4,15,4,34,0,1,.252,.272,.371,.643
David D Bote,CHC,45,125,15,25,3,1,7,29,17,40,2,0,.200,.303,.408,.711
Paul P De Jong S,STL,45,152,17,38,6,0,3,25,17,50,1,0,.250,.322,.349,.670
Todd T Frazier,NYM,45,157,16,37,9,1,4,12,11,42,1,1,.236,.302,.382,.684
Ketel K Marte,ARI,45,181,19,52,14,1,2,17,7,21,1,0,.287,.323,.409,.732
Stephen S Piscotty R,OAK,45,159,17,36,6,0,5,29,9,53,4,0,.226,.271,.358,.629
Wilson W Ramos,NYM,45,142,13,34,6,0,5,15,10,31,0,0,.239,.297,.387,.684
Ehire E Adrianza,MIN,44,89,10,17,7,0,0,3,11,23,1,0,.191,.287,.270,.557
Alec A Bohm,PHI,44,160,24,54,11,0,4,23,16,36,1,1,.338,.400,.481,.881
Victor V Caratini D,CHC,44,116,10,28,7,0,1,16,12,31,0,1,.241,.333,.328,.661
Hunter H Dozier,KC,44,158,29,36,4,2,6,12,27,48,4,0,.228,.344,.392,.736
Edwin E Encarnación Encarnacion D,CWS,44,159,19,25,5,0,10,19,16,54,0,0,.157,.250,.377,.627
Jason J Kipnis,CHC,44,114,13,27,8,1,3,16,18,41,1,0,.237,.341,.404,.744
Mike M Moustakas,CIN,44,139,13,32,9,0,8,27,18,36,1,0,.230,.331,.468,.799
Kevin K Newman S,PIT,44,156,12,35,5,0,1,10,12,21,0,1,.224,.281,.276,.556
Shohei S Ohtani D,LAA,44,153,23,29,6,0,7,24,22,50,7,1,.190,.291,.366,.657
Jonathan J Schoop,DET,44,162,26,45,4,2,8,23,8,39,0,0,.278,.324,.475,.799
Travis Td' Arnaudd' Arnaud,ATL,44,165,19,53,8,0,9,34,16,50,1,0,.321,.386,.533,.919
Ty T France,SEA,43,141,19,43,9,1,4,23,11,37,0,0,.305,.368,.468,.836
Niko N Goodrum S,DET,43,158,15,29,7,1,5,20,18,69,7,1,.184,.263,.335,.598
Danny D Jansen,TOR,43,120,18,22,3,0,6,20,21,31,0,0,.183,.313,.358,.671
Matt M Kemp D,COL,43,117,18,28,3,0,6,21,15,41,1,0,.239,.326,.419,.745
Sean S Murphy,OAK,43,116,21,27,5,0,7,14,24,37,0,0,.233,.364,.457,.821
Joc J Pederson L,LAD,43,121,21,23,4,0,7,16,11,34,1,0,.190,.285,.397,.681
Eric E Sogard,MIL,43,115,10,24,5,0,1,10,11,20,0,0,.209,.281,.278,.560
Jorge J Soler D,KC,43,149,17,34,8,0,8,24,19,60,0,0,.228,.326,.443,.768
Mike M Tauchman L,NYY,43,95,18,23,6,0,0,14,14,26,6,0,.242,.342,.305,.648
Gio G Urshela,NYY,43,151,24,45,11,0,6,30,18,25,1,0,.298,.368,.490,.858
Alex A Bregman,HOU,42,153,19,37,12,1,6,22,24,26,0,0,.242,.350,.451,.801
Jake J Cave C,MIN,42,113,17,25,3,2,4,15,5,44,0,2,.221,.285,.389,.674
Michael M Chavis,BOS,42,146,16,31,5,2,5,19,8,50,3,0,.212,.259,.377,.636
Ji- Man J Choi,TB,42,122,16,28,13,0,3,16,20,36,0,0,.230,.331,.410,.741
Jedd J Gyorko,MIL,42,117,19,29,3,0,9,17,15,38,0,0,.248,.333,.504,.838
Nomar N Mazara R,CWS,42,136,13,31,6,0,1,15,10,44,0,1,.228,.295,.294,.589
Yadier Y Molina,STL,42,145,12,38,2,0,4,16,6,21,0,0,.262,.303,.359,.662
Mitch M Moreland,SD,42,136,22,36,9,0,10,29,15,32,0,0,.265,.342,.551,.894
Ryan R O' Hearn,KC,42,113,7,22,6,0,2,18,18,37,0,0,.195,.303,.301,.604
Hunter H Renfroe R,TB,42,122,18,19,5,0,8,22,14,37,2,0,.156,.252,.393,.645
Jacob J Stallings,PIT,42,125,13,31,7,0,3,18,15,40,0,0,.248,.326,.376,.702
Gleyber G Torres S,NYY,42,136,17,33,8,0,3,16,22,28,1,0,.243,.356,.368,.724
Justin J Turner,LAD,42,150,26,46,9,1,4,23,18,26,1,0,.307,.400,.460,.860
Justin J Upton L,LAA,42,147,20,30,5,0,9,22,11,43,0,2,.204,.289,.422,.711
Tony T Wolters,COL,42,100,10,23,4,0,0,8,6,30,0,0,.230,.280,.270,.550
Adam A Eaton R,WSH,41,159,22,36,11,1,4,17,12,32,3,0,.226,.285,.384,.668
Rhys R Hoskins,PHI,41,151,35,37,9,0,10,26,29,43,1,0,.245,.384,.503,.887
Joe J Panik,TOR,41,120,18,27,6,0,1,7,20,27,0,0,.225,.340,.300,.640
Roman R Quinn C,PHI,41,108,14,23,3,1,2,7,5,39,12,0,.213,.261,.315,.576
Eric E Thames,WSH,41,123,10,25,5,0,3,12,14,42,1,0,.203,.300,.317,.617
Luis L Urías,MIL,41,109,11,26,4,1,0,11,10,32,2,2,.239,.308,.294,.602
Ben B Gamel R,MIL,40,114,13,27,8,1,3,10,13,39,0,2,.237,.315,.404,.718
Luis L García,WSH,40,134,18,37,6,0,2,16,5,29,1,1,.276,.302,.366,.668
Adam A Haseley C,PHI,40,79,7,22,5,0,0,13,7,17,0,0,.278,.348,.342,.690
Daniel D Murphy,COL,40,123,10,29,3,0,3,16,7,21,0,0,.236,.275,.333,.608
Tyler T Naquin R,CLE,40,133,15,29,8,1,4,20,5,40,0,1,.218,.248,.383,.632
Omar O Narváez Narvaez,MIL,40,108,8,19,4,0,2,10,16,39,0,0,.176,.294,.269,.562
Josh J Naylor L,CLE,40,97,13,24,3,1,1,6,5,12,1,0,.247,.291,.330,.621
Miguel M Rojas S,MIA,40,125,20,38,10,1,4,20,16,18,5,1,.304,.392,.496,.888
Darin D Ruf L,SF,40,87,11,24,6,0,5,18,13,23,1,0,.276,.370,.517,.887
Andrew A Velazquez S,BAL,40,63,11,10,1,1,0,3,10,23,4,2,.159,.274,.206,.480
Jon J Berti,MIA,39,120,21,31,5,0,2,14,23,37,9,2,.258,.388,.350,.738
Ryan R Braun,MIL,39,129,14,30,7,1,8,26,7,27,1,0,.233,.281,.488,.769
Byron B Buxton C,MIN,39,130,19,33,3,0,13,27,2,36,2,1,.254,.267,.577,.844
Clint C Frazier R,NYY,39,131,24,35,6,1,8,26,25,44,3,0,.267,.394,.511,.905
Phil P Gosselin D,PHI,39,92,14,23,5,0,3,12,10,27,0,0,.250,.324,.402,.726
Jose J Iglesias S,BAL,39,142,16,53,17,0,3,24,3,17,0,0,.373,.400,.556,.956
Carson C Kelly,ARI,39,122,11,27,5,0,5,19,6,29,0,0,.221,.264,.385,.649
Albert A Pujols,LAA,39,152,15,34,8,0,6,25,9,25,0,0,.224,.270,.395,.665
Daniel D Vogelbach,MIL,39,115,16,24,3,0,6,16,20,33,0,0,.209,.331,.391,.722
Jo Adell R,LAA,38,124,9,20,4,0,3,7,7,55,0,1,.161,.212,.266,.478
Tucker T Barnhart,CIN,38,98,10,20,3,0,5,13,12,28,0,0,.204,.291,.388,.679
Eric E Hosmer,SD,38,143,23,41,6,0,9,36,9,28,4,0,.287,.333,.517,.851
Dylan D Moore L,SEA,38,137,26,35,9,0,8,17,14,43,12,5,.255,.358,.496,.855
Rougned R Odor,TEX,38,138,15,23,4,0,10,30,7,47,0,1,.167,.209,.413,.622
Michael M Perez,TB,38,84,7,14,3,0,1,13,7,27,0,0,.167,.237,.238,.475
Michael A. M Taylor L,WSH,38,92,11,18,6,0,5,16,6,27,0,0,.196,.253,.424,.676
Matt M Chapman,OAK,37,142,22,33,9,2,10,25,8,54,0,0,.232,.276,.535,.812
Delino D De Shields C,CLE,37,107,10,27,3,2,0,7,9,29,3,2,.252,.310,.318,.628
Phillip P Ervin R,SEA,37,74,10,11,3,0,0,4,14,22,1,0,.149,.292,.189,.481
Nick N Markakis R,ATL,37,130,15,33,15,0,1,15,10,23,0,1,.254,.312,.392,.704
Salvador S Perez,KC,37,150,22,50,12,0,11,32,3,36,1,0,.333,.353,.633,.986
Austin Au Romine,DET,37,130,12,31,5,0,2,17,4,47,0,0,.238,.259,.323,.582
Anthony A Santander R,BAL,37,153,24,40,13,1,11,32,10,25,0,1,.261,.315,.575,.890
Will W Smith,LAD,37,114,23,33,9,0,8,25,20,22,0,0,.289,.401,.579,.980
Cole C Tucker,PIT,37,109,17,24,3,0,1,8,5,31,1,0,.220,.252,.275,.527
Daulton D Varsho C,ARI,37,101,16,19,5,2,3,9,12,33,3,1,.188,.287,.366,.653
Mike M Brosseau,TB,36,86,12,26,5,1,5,12,8,31,2,0,.302,.378,.558,.936
Willi W Castro S,DET,36,129,21,45,4,2,6,24,7,38,0,1,.349,.381,.550,.932
Adam A Engel R,CWS,36,88,11,26,5,1,3,12,3,19,1,0,.295,.333,.477,.811
Sam S Hilliard L,COL,36,105,13,22,2,2,6,10,9,42,3,0,.210,.272,.438,.710
Brock B Holt L,WSH,36,95,12,20,6,0,0,5,9,24,1,0,.211,.283,.274,.557
Scott S Kingery,PHI,36,113,12,18,5,0,3,6,9,35,0,0,.159,.228,.283,.511
Ryan R Mc Broom,KC,36,81,8,20,3,0,6,10,4,30,0,0,.247,.282,.506,.788
Austin A Meadows L,TB,36,132,19,27,8,1,4,13,17,50,2,1,.205,.296,.371,.667
Oscar O Mercado C,CLE,36,86,6,11,1,0,1,6,5,27,3,0,.128,.174,.174,.348
Chance C Sisco,BAL,36,98,11,21,4,0,4,10,17,41,0,0,.214,.364,.378,.741
Justin J Smoak D,SF,36,119,14,21,7,0,5,15,10,42,0,0,.176,.250,.361,.611
Christin C Stewart L,DET,36,90,6,15,3,0,3,9,5,30,0,0,.167,.224,.300,.524
Johan J Camargo,ATL,35,120,16,24,8,0,4,9,6,35,0,0,.200,.244,.367,.611
Dylan D Carlson R,STL,35,110,11,22,7,1,3,16,8,35,1,1,.200,.252,.364,.616
Greg G Garcia,SD,35,60,6,12,3,0,0,11,7,18,1,0,.200,.279,.250,.529
