PLAYER,TEAM,W,L,ERA,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG
Brooks B Kieschnick,MIL,1,1,5.26,42,0,0,0,0,0,53.0,66,32,31,5,6,13,39,1.49,.299
Brian B Reith,CIN,2,3,4.11,42,1,0,0,1,1,61.1,61,32,28,8,1,36,39,1.58,.263
Kelvim K Escobar,TOR,13,9,4.29,41,26,1,1,4,4,180.1,189,94,86,15,9,78,159,1.48,.270
Jim J Mecir,OAK,2,3,5.59,41,0,0,0,1,1,37.0,40,25,23,4,1,16,25,1.51,.280
Salomon S Torres,PIT,7,5,4.76,41,16,0,0,2,2,121.0,128,65,64,19,7,42,84,1.40,.276
Hector H Carrasco,BAL,2,6,4.93,40,0,0,0,1,1,38.1,40,22,21,5,2,20,27,1.57,.270
Jason J Christiansen,SF,0,0,5.19,40,0,0,0,0,0,26.0,25,15,15,3,1,11,22,1.38,.243
Jason J Isringhausen,STL,0,1,2.36,40,0,0,0,22,22,42.0,31,14,11,2,0,18,41,1.17,.200
Jason J Kershner,TOR,3,3,3.17,40,0,0,0,0,0,54.0,43,21,19,5,2,15,32,1.07,.217
Pete P Munro,HOU,3,4,4.67,40,2,0,0,0,0,54.0,63,30,28,7,5,26,27,1.65,.294
Rafael R Soriano,SEA,3,0,1.53,40,0,0,0,1,1,53.0,30,9,9,2,3,12,68,0.79,.162
Tanyon T Sturtze,TOR,7,6,5.94,40,8,0,0,0,0,89.1,107,67,59,14,7,43,54,1.68,.296
Juan J Acevedo,TOR,1,5,6.57,39,0,0,0,6,6,38.1,52,32,28,6,2,18,28,1.83,.319
R. A. R Dickey,TEX,9,8,5.09,38,13,1,1,1,1,116.2,135,68,66,16,5,38,94,1.48,.292
Chad C Fox,FLA,3,3,3.12,38,0,0,0,3,3,43.1,35,16,15,3,1,31,46,1.52,.224
John J Franco,NYM,0,3,2.62,38,0,0,0,2,2,34.1,35,11,10,5,1,13,16,1.40,.265
Dan D Kolb,MIL,1,2,1.96,37,0,0,0,21,21,41.1,34,10,9,2,1,19,39,1.28,.221
Ramiro R Mendoza,BOS,3,5,6.75,37,5,0,0,0,0,66.2,98,51,50,10,5,20,36,1.77,.349
Jeremy J Affeldt,KC,7,6,3.93,36,18,0,0,4,4,126.0,126,58,55,12,5,38,98,1.30,.261
Miguel M Batista,ARI,10,9,3.54,36,29,2,1,0,0,193.1,197,85,76,13,8,60,142,1.33,.267
Rod R Beck,SD,3,2,1.78,36,0,0,0,20,20,35.1,25,7,7,4,1,11,32,1.02,.197
Wayne W Franklin,MIL,10,13,5.50,36,34,1,1,0,0,194.2,201,129,119,36,10,94,116,1.52,.268
Roy R Halladay,TOR,22,7,3.25,36,36,9,2,0,0,266.0,253,111,96,26,9,32,204,1.07,.247
Mike M Lincoln,PIT,3,4,5.20,36,0,0,0,5,5,36.1,38,22,21,5,1,13,28,1.40,.277
Greg G Maddux,ATL,16,11,3.96,36,36,1,0,0,0,218.1,225,112,96,24,8,33,124,1.18,.268
Kirk K Saarloos,HOU,2,1,4.93,36,4,0,0,0,0,49.1,55,31,27,4,3,17,43,1.46,.281
Hector H Almonte,MON,1,2,7.12,35,0,0,0,0,0,36.2,43,29,29,5,2,24,32,1.83,.295
Rick R Bauer,BAL,0,0,4.55,35,0,0,0,0,0,61.1,58,36,31,5,4,24,43,1.34,.256
Mark M Buehrle,CWS,14,14,4.14,35,35,2,0,0,0,230.1,250,124,106,22,5,61,119,1.35,.278
John J Halama,OAK,3,5,4.22,35,13,0,0,0,0,108.2,117,68,51,18,2,36,51,1.41,.268
Rick R Helling,FLA,8,8,5.17,35,24,0,0,0,0,155.0,167,91,89,31,12,45,98,1.37,.277
Sterling S Hitchcock,STL,6,4,4.72,35,7,0,0,0,0,87.2,91,50,46,14,1,32,68,1.40,.265
Ron R Mahay,TEX,3,3,3.18,35,0,0,0,0,0,45.1,33,19,16,3,0,20,38,1.17,.195
Darrell D May,KC,10,8,3.77,35,32,2,1,0,0,210.0,197,98,88,31,2,53,115,1.19,.246
Kevin K Millwood,PHI,14,12,4.01,35,35,5,3,0,0,222.0,210,103,99,19,4,68,169,1.25,.250
Kazuhiro K Sasaki,SEA,1,2,4.05,35,0,0,0,10,10,33.1,31,17,15,2,1,15,29,1.38,.238
John J Thomson,TEX,13,14,4.85,35,35,3,1,0,0,217.0,234,125,117,27,4,49,136,1.30,.276
Tim T Wakefield,BOS,11,7,4.09,35,33,0,0,1,1,202.1,193,106,92,23,12,71,169,1.30,.246
Dan D Wheeler,NYM,1,3,3.71,35,0,0,0,2,2,51.0,49,23,21,6,1,17,35,1.29,.253
Barry B Zito,OAK,14,12,3.30,35,35,4,1,0,0,231.2,186,98,85,19,6,88,146,1.18,.219
Bartolo B Colon,CWS,15,13,3.87,34,34,9,0,0,0,242.0,223,107,104,30,5,67,173,1.20,.248
Elmer E Dessens,ARI,8,8,5.07,34,30,0,0,0,0,175.2,212,107,99,22,4,57,113,1.53,.299
Tim T Hudson,OAK,16,7,2.70,34,34,3,2,0,0,240.0,197,84,72,15,10,61,162,1.08,.223
Wilfredo W Ledezma,DET,3,7,5.79,34,8,0,0,0,0,84.0,99,55,54,12,3,35,49,1.60,.297
Esteban E Loaiza,CWS,21,9,2.90,34,34,1,0,0,0,226.1,196,75,73,17,10,56,207,1.11,.233
Brian B Meadows,PIT,2,1,4.72,34,7,0,0,1,1,76.1,91,45,40,8,1,11,38,1.34,.290
Tomo T Ohka,MON,10,12,4.16,34,34,2,0,0,0,199.0,233,106,92,24,9,45,118,1.40,.292
Russ R Ortiz,ATL,21,7,3.81,34,34,1,1,0,0,212.1,177,101,90,17,4,102,149,1.31,.223
Erasmo E Ramirez,TEX,3,1,3.86,34,0,0,0,0,0,49.0,46,21,21,4,4,9,28,1.12,.251
Ben B Sheets,MIL,11,13,4.45,34,34,1,0,0,0,220.2,232,122,109,29,6,43,157,1.25,.268
Javier J Vazquez,MON,13,12,3.24,34,34,4,1,0,0,230.2,198,93,83,28,4,57,241,1.11,.229
Jake J Westbrook,CLE,7,10,4.33,34,22,1,0,0,0,133.0,142,70,64,9,12,56,58,1.49,.281
Woody W Williams,STL,18,9,3.87,34,33,0,0,0,0,220.2,220,101,95,20,11,55,153,1.25,.256
Victor V Zambrano,TB,12,10,4.21,34,28,1,0,0,0,188.1,165,97,88,21,20,106,132,1.44,.237
Rafael R Betancourt,CLE,2,2,2.13,33,0,0,0,1,1,38.0,27,11,9,5,1,13,36,1.05,.196
Jeremy J Bonderman,DET,6,19,5.56,33,28,0,0,0,0,162.0,193,118,100,23,4,58,108,1.55,.294
Roger R Clemens,NYY,17,9,3.91,33,33,1,1,0,0,211.2,199,99,92,24,5,58,190,1.21,.247
Jack J Cressend,CLE,2,1,2.51,33,0,0,0,0,0,43.0,40,12,12,1,2,9,28,1.14,.252
Freddy F Garcia,SEA,12,14,4.51,33,33,1,0,0,0,201.1,196,109,101,31,11,71,144,1.33,.255
Livan L Hernandez,MON,15,10,3.20,33,33,8,0,0,0,233.1,225,92,83,27,10,57,178,1.21,.253
Matt M Kinney,MIL,10,13,5.19,33,31,1,0,0,0,190.2,201,121,110,27,6,80,152,1.47,.272
John J Lackey,ANA,10,16,4.63,33,33,2,2,0,0,204.0,223,117,105,31,10,66,151,1.42,.278
Brian B Lawrence,SD,10,15,4.19,33,33,1,0,0,0,210.2,206,106,98,27,11,57,116,1.25,.258
Kyle K Lohse,MIN,14,11,4.61,33,33,2,1,0,0,201.0,211,107,103,28,5,45,130,1.27,.268
Derek D Lowe,BOS,17,7,4.47,33,33,1,0,0,0,203.1,216,113,101,17,11,72,110,1.42,.272
Mike M Maroth,DET,9,21,5.73,33,33,1,0,0,0,193.1,231,131,123,34,8,50,87,1.45,.299
Wade W Miller,HOU,14,13,4.13,33,33,1,0,0,0,187.1,168,96,86,17,10,77,161,1.31,.242
Jamie J Moyer,SEA,21,7,3.27,33,33,1,0,0,0,215.0,199,83,78,19,8,66,129,1.23,.246
Hideo H Nomo,LA,16,13,3.09,33,33,2,2,0,0,218.1,175,82,75,24,1,98,177,1.25,.223
Darren D Oliver,COL,13,11,5.04,33,32,1,0,0,0,180.1,201,108,101,21,8,61,88,1.45,.284
Carl C Pavano,FLA,12,13,4.30,33,32,2,0,0,0,201.0,204,99,96,19,7,49,133,1.26,.265
Andy A Pettitte,NYY,21,8,4.02,33,33,1,0,0,0,208.1,227,109,93,21,1,50,180,1.33,.272
Brad B Radke,MIN,14,10,4.49,33,33,3,1,0,0,212.1,242,111,106,32,5,28,120,1.27,.288
Tim T Redding,HOU,10,14,3.68,33,32,0,0,0,0,176.0,179,85,72,16,7,65,116,1.39,.261
Kenny K Rogers,MIN,13,8,4.57,33,31,0,0,0,0,195.0,227,108,99,22,11,50,116,1.42,.292
Scott S Service,TOR,0,2,4.72,33,0,0,0,1,1,34.1,38,18,18,4,0,8,35,1.34,.281
Tim T Spooneybarger,FLA,1,2,4.07,33,0,0,0,0,0,42.0,27,21,19,1,1,11,32,0.90,.190
Brett B Tomko,STL,13,9,5.28,33,32,2,0,0,0,202.2,252,126,119,35,5,57,114,1.52,.305
Billy B Traber,CLE,6,9,5.24,33,18,1,1,0,0,111.2,132,67,65,15,5,40,88,1.54,.293
Steve S Trachsel,NYM,16,10,3.78,33,33,2,2,0,0,204.2,204,90,86,26,3,65,111,1.31,.264
Randy R Wolf,PHI,16,10,4.23,33,33,2,2,0,0,200.0,176,101,94,27,6,78,177,1.27,.233
Chad C Zerbe,SF,1,1,4.71,33,1,0,0,0,0,49.2,60,26,26,3,1,14,17,1.49,.311
Brian B Anderson,KC,14,11,3.78,32,31,2,1,0,0,197.2,212,110,83,27,4,43,87,1.29,.279
Kevin K Brown,LA,14,9,2.39,32,32,0,0,0,0,211.0,184,67,56,11,5,56,185,1.14,.236
Nate N Bump,FLA,4,0,4.71,32,0,0,0,0,0,36.1,34,21,19,3,7,20,17,1.49,.248
John J Burkett,BOS,12,9,5.15,32,30,1,0,0,0,181.2,202,108,104,20,9,47,107,1.37,.281
Matt M Clement,CHC,14,12,4.11,32,32,2,1,0,0,201.2,169,100,92,22,14,79,171,1.23,.227
Nate N Cornejo,DET,6,17,4.67,32,32,2,0,0,0,194.2,236,111,101,18,3,58,46,1.51,.307
Ryan R Franklin,SEA,11,13,3.57,32,32,2,1,0,0,212.0,199,93,84,34,9,61,99,1.23,.251
