PLAYER,TEAM,W,L,ERA,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG
Jeff J Tam,OAK,2,4,3.01,70,0,0,0,3,3,74.2,68,27,25,3,3,29,44,1.30,.250
Mike M Venafro,TEX,5,5,4.80,70,0,0,0,4,4,60.0,54,35,32,2,7,28,29,1.37,.240
Turk T Wendell,PHI,4,5,4.43,70,0,0,0,1,1,67.0,63,36,33,12,4,34,56,1.45,.249
Bob B Wickman,CLE,5,0,2.39,70,0,0,0,32,32,67.2,61,18,18,4,2,14,66,1.11,.240
Bob B Howry,CWS,4,5,4.69,69,0,0,0,5,5,78.2,85,41,41,11,4,30,64,1.46,.279
Todd T Jones,MIN,5,5,4.24,69,0,0,0,13,13,68.0,87,39,32,9,0,29,54,1.71,.312
Billy B Koch,TOR,2,5,4.80,69,0,0,0,36,36,69.1,69,39,37,7,6,33,55,1.47,.265
Jeff J Nelson,SEA,4,3,2.76,69,0,0,0,4,4,65.1,30,21,20,3,6,44,88,1.13,.136
Kazuhiro K Sasaki,SEA,0,4,3.24,69,0,0,0,45,45,66.2,48,24,24,6,4,11,62,0.89,.195
Mike M Trombley,LA,3,8,4.38,69,0,0,0,6,6,78.0,65,40,38,9,2,37,72,1.31,.230
Gabe G White,COL,1,7,6.25,69,0,0,0,0,0,67.2,70,47,47,18,1,26,47,1.42,.270
Rod R Beck,BOS,6,4,3.90,68,0,0,0,6,6,80.2,77,42,35,15,3,28,63,1.30,.252
John J Rocker,CLE,5,9,4.32,68,0,0,0,23,23,66.2,58,36,32,4,5,41,79,1.49,.234
Mike M Timlin,STL,4,5,4.09,68,0,0,0,3,3,72.2,78,35,33,6,3,19,47,1.33,.277
Eddie E Guardado,MIN,7,1,3.51,67,0,0,0,12,12,66.2,47,27,26,5,1,23,67,1.05,.197
Michael M Jackson,HOU,5,3,4.70,67,0,0,0,4,4,69.0,68,36,36,14,2,22,46,1.30,.260
Derek D Lowe,BOS,5,10,3.53,67,3,0,0,24,24,91.2,103,39,36,7,5,29,82,1.44,.283
Ricardo R Rincon,CLE,2,1,2.83,67,0,0,0,2,2,54.0,44,18,17,3,0,21,50,1.20,.223
Gene G Stechschulte,STL,1,5,3.86,67,0,0,0,6,6,70.0,71,35,30,10,4,30,51,1.44,.273
Ricky R Bottalico,PHI,3,4,3.90,66,0,0,0,3,3,67.0,58,31,29,11,4,25,57,1.24,.241
Doug D Creek,TB,2,5,4.31,66,0,0,0,0,0,62.2,51,34,30,7,4,49,66,1.60,.230
Nelson N Cruz,HOU,3,3,4.15,66,0,0,0,2,2,82.1,72,41,38,11,9,24,75,1.17,.237
Aaron A Fultz,SF,3,1,4.56,66,0,0,0,1,1,71.0,70,40,36,9,1,21,67,1.28,.259
Danny D Graves,CIN,6,5,4.15,66,0,0,0,32,32,80.1,83,41,37,7,4,18,49,1.26,.268
Jeff J Zimmerman,TEX,4,4,2.40,66,0,0,0,28,28,71.1,48,19,19,10,4,16,72,0.90,.192
Chad C Fox,MIL,5,2,1.89,65,0,0,0,2,2,66.2,44,16,14,6,5,36,80,1.20,.181
Jason J Isringhausen,OAK,4,3,2.65,65,0,0,0,34,34,71.1,54,24,21,5,0,23,74,1.08,.203
Mike M Magnante,OAK,3,1,2.77,65,0,0,0,0,0,55.1,50,23,17,7,1,13,23,1.14,.244
Bob B Wells,MIN,8,5,5.11,65,0,0,0,2,2,68.2,72,39,39,12,10,18,49,1.31,.273
Mike M Williams,HOU,6,4,3.80,65,0,0,0,22,22,64.0,60,28,27,9,0,35,59,1.48,.244
Al A Levine,ANA,8,10,2.38,64,1,0,0,2,2,75.2,71,25,20,7,2,28,40,1.31,.257
Greg G Swindell,ARI,2,6,4.53,64,0,0,0,2,2,53.2,51,27,27,12,0,8,42,1.10,.250
Ugueth U Urbina,BOS,2,2,3.65,64,0,0,0,24,24,66.2,58,29,27,9,0,24,89,1.23,.231
Billy B Wagner,HOU,2,5,2.73,64,0,0,0,39,39,62.2,44,19,19,5,5,20,79,1.02,.198
Roberto R Hernandez,KC,5,6,4.12,63,0,0,0,28,28,67.2,69,34,31,7,1,26,46,1.40,.266
Mike M Holtz,ANA,1,2,4.86,63,0,0,0,0,0,37.0,40,24,20,5,2,15,38,1.49,.274
Jay J Witasick,NYY,8,2,3.30,63,0,0,0,1,1,79.0,78,41,29,8,6,33,106,1.41,.253
Matt M Anderson,DET,3,1,4.82,62,0,0,0,22,22,56.0,56,33,30,2,0,18,52,1.32,.257
Dennis D Cook,PHI,1,1,4.53,62,0,0,0,0,0,45.2,43,24,23,8,2,14,38,1.25,.247
Rich R Garces,BOS,6,1,3.90,62,0,0,0,1,1,67.0,55,32,29,6,4,25,51,1.19,.219
La Troy L Hawkins,MIN,1,5,5.96,62,0,0,0,28,28,51.1,59,34,34,3,1,39,36,1.91,.291
Trevor T Hoffman,SD,3,4,3.43,62,0,0,0,43,43,60.1,48,25,23,10,1,21,63,1.14,.216
Jose J Nunez,SD,4,2,4.58,62,0,0,0,0,0,59.0,62,35,30,7,4,25,60,1.47,.267
Dan D Plesac,TOR,4,5,3.57,62,0,0,0,1,1,45.1,34,18,18,4,1,24,68,1.28,.207
Scott S Stewart,MON,3,1,3.78,62,0,0,0,3,3,47.2,43,20,20,5,3,13,39,1.17,.243
Ricky R Bones,FLA,4,4,5.06,61,0,0,0,0,0,64.0,71,39,36,7,3,33,41,1.63,.286
Octavio O Dotel,HOU,7,5,2.66,61,4,0,0,2,2,105.0,79,35,31,5,2,47,145,1.20,.205
Alan A Embree,CWS,1,4,7.33,61,0,0,0,0,0,54.0,65,47,44,14,3,17,59,1.52,.297
C. J. C Nitkowski,NYM,1,3,4.94,61,0,0,0,0,0,51.0,54,30,28,7,5,34,42,1.73,.274
B. J. B Ryan,BAL,2,4,4.25,61,0,0,0,2,2,53.0,47,31,25,6,2,30,54,1.45,.233
Mark M Wohlers,NYY,4,1,4.26,61,0,0,0,0,0,67.2,69,40,32,8,2,25,54,1.39,.262
Rheal R Cormier,PHI,5,6,4.21,60,0,0,0,1,1,51.1,49,26,24,5,4,17,37,1.29,.247
Bob B File,TOR,5,3,3.27,60,0,0,0,0,0,74.1,57,28,27,6,7,29,38,1.16,.220
Jose J Paniagua,SEA,4,3,4.36,60,0,0,0,3,3,66.0,59,35,32,7,4,38,46,1.47,.233
Danny D Patterson,DET,5,4,3.06,60,0,0,0,1,1,64.2,64,24,22,4,4,12,27,1.18,.274
Juan J Acevedo,FLA,2,5,4.18,59,0,0,0,0,0,60.1,68,35,28,6,2,35,47,1.71,.285
Troy T Brohawn,ARI,2,3,4.93,59,0,0,0,1,1,49.1,55,27,27,5,1,23,30,1.58,.289
Kelvim K Escobar,TOR,6,8,3.50,59,11,1,1,0,0,126.0,93,51,49,8,3,52,121,1.15,.204
Todd T Van Poppel,CHC,4,1,2.52,59,0,0,0,0,0,75.0,63,22,21,9,0,38,90,1.35,.223
Antonio A Alfonseca,FLA,4,4,3.06,58,0,0,0,28,28,61.2,68,24,21,6,5,15,40,1.35,.281
Vic V Darensbourg,FLA,1,2,4.25,58,0,0,0,1,1,48.2,52,24,23,4,1,10,33,1.27,.277
John J Franco,NYM,6,2,4.05,58,0,0,0,2,2,53.1,55,25,24,8,2,19,50,1.39,.264
Kane K Davis,COL,2,4,4.35,57,0,0,0,0,0,68.1,66,36,33,11,1,32,47,1.43,.252
Troy T Percival,ANA,4,2,2.65,57,0,0,0,39,39,57.2,39,19,17,3,2,18,71,0.99,.187
Hector H Carrasco,MIN,4,3,4.64,56,0,0,0,1,1,73.2,77,40,38,8,0,30,70,1.45,.277
Jose J Jimenez,COL,6,1,4.09,56,0,0,0,17,17,55.0,56,27,25,6,0,22,37,1.42,.264
Pat P Mahomes,TEX,7,6,5.70,56,4,0,0,0,0,107.1,115,71,68,17,0,55,61,1.58,.280
Ramiro R Mendoza,NYY,8,4,3.75,56,2,0,0,6,6,100.2,89,44,42,9,2,23,70,1.11,.241
Hector H Mercado,CIN,3,2,4.08,56,0,0,0,0,0,53.0,55,27,24,6,0,30,59,1.60,.267
Ben B Weber,ANA,6,2,3.42,56,0,0,0,0,0,68.1,66,28,26,4,5,31,40,1.42,.251
Jose J Cabrera,ATL,7,4,2.88,55,0,0,0,2,2,59.1,52,24,19,5,2,25,43,1.30,.239
Jason J Christiansen,SF,2,1,3.22,55,0,0,0,3,3,36.1,29,13,13,5,1,15,31,1.21,.225
Wayne W Gomes,SF,6,3,5.29,55,0,0,0,1,1,63.0,72,37,37,7,1,29,52,1.60,.294
Mark M Petkovsek,TEX,1,2,6.69,55,0,0,0,0,0,76.2,103,61,57,14,5,28,42,1.71,.323
Rick R White,NYM,4,5,3.88,55,0,0,0,2,2,69.2,71,38,30,7,2,17,51,1.26,.257
Mike M Fetters,PIT,3,2,5.51,54,0,0,0,9,9,47.1,49,32,29,7,4,26,37,1.58,.259
Mark M Guthrie,OAK,6,2,4.47,54,0,0,0,1,1,52.1,49,29,26,7,4,20,52,1.32,.249
Jim J Mecir,OAK,2,8,3.43,54,0,0,0,3,3,63.0,54,25,24,4,1,26,61,1.27,.231
Justin J Speier,COL,6,3,4.58,54,0,0,0,0,0,76.2,71,40,39,13,8,20,62,1.19,.247
Esteban E Yan,TB,4,6,3.90,54,0,0,0,22,22,62.1,64,34,27,7,5,11,64,1.20,.262
Cory C Bailey,KC,1,1,3.48,53,0,0,0,0,0,67.1,57,28,26,3,0,33,61,1.34,.234
Doug D Henry,KC,2,2,6.07,53,0,0,0,0,0,75.2,75,53,51,14,3,45,57,1.59,.262
Kerry K Ligtenberg,ATL,3,3,3.02,53,0,0,0,1,1,59.2,50,22,20,4,0,30,56,1.34,.226
Guillermo G Mota,MON,1,3,5.26,53,0,0,0,0,0,49.2,51,30,29,9,1,18,31,1.39,.271
Rich R Rodriguez,CLE,2,2,4.15,53,0,0,0,0,0,39.0,41,24,18,2,2,17,31,1.49,.270
Ron R Villone,HOU,6,10,5.89,53,12,0,0,0,0,114.2,133,81,75,18,5,53,113,1.62,.287
Armando A Almanza,FLA,2,2,4.83,52,0,0,0,0,0,41.0,34,24,22,8,0,26,45,1.46,.230
Vladimir V Nunez,FLA,4,5,2.74,52,3,0,0,0,0,92.0,79,33,28,9,5,30,64,1.18,.234
Brian B Boehringer,SF,0,4,3.65,51,0,0,0,2,2,69.0,67,35,28,7,5,29,60,1.39,.247
Mike M Matthews,STL,3,4,3.24,51,10,0,0,1,1,89.0,74,32,32,11,4,33,72,1.20,.227
Dan D Miceli,COL,2,5,4.80,51,0,0,0,1,1,45.0,47,29,24,7,0,16,48,1.40,.263
Chuck C Mc Elroy,SD,2,3,5.28,49,5,0,0,0,0,75.0,87,53,44,14,2,46,47,1.77,.284
Travis T Phelps,TB,2,2,3.48,49,0,0,0,5,5,62.0,53,30,24,6,3,24,54,1.24,.226
Miguel M Batista,ARI,11,8,3.36,48,18,0,0,0,0,139.1,113,57,52,13,10,60,90,1.24,.226
Felix F Heredia,CHC,2,2,6.17,48,0,0,0,0,0,35.0,45,27,24,6,2,16,28,1.74,.315
Giovanni G Carrara,LA,6,1,3.16,47,3,0,0,0,0,85.1,73,30,30,12,1,24,70,1.14,.231
Tom T Gordon,CHC,1,2,3.38,47,0,0,0,27,27,45.1,32,18,17,4,1,16,67,1.06,.188
Paul P Shuey,CLE,5,3,2.82,47,0,0,0,2,2,54.1,53,25,17,1,1,26,70,1.45,.251
Jim J Brower,CIN,7,10,3.97,46,10,0,0,1,1,129.1,119,65,57,17,5,60,94,1.38,.247
Gary G Glover,CWS,5,5,4.93,46,11,0,0,0,0,100.1,98,61,55,16,4,32,63,1.30,.252
Shigetoshi S Hasegawa,ANA,5,6,4.04,46,0,0,0,0,0,55.2,52,28,25,5,2,20,41,1.29,.248
Bret B Prinz,ARI,4,1,2.63,46,0,0,0,9,9,41.0,33,13,12,4,1,19,27,1.27,.220
Willis W Roberts,BAL,9,10,4.91,46,18,1,0,6,6,132.0,142,75,72,15,11,55,95,1.49,.274
Sean S Lowe,CWS,9,4,3.61,45,11,0,0,3,3,127.0,123,55,51,12,7,32,71,1.22,.256
Travis T Miller,MIN,1,4,4.81,45,0,0,0,0,0,48.2,54,30,26,5,1,20,30,1.52,.283
Juan J Moreno,TEX,3,3,3.92,45,0,0,0,0,0,41.1,22,21,18,6,0,28,36,1.21,.153
Omar O Olivares,PIT,6,9,6.55,45,12,1,0,1,1,110.0,123,87,80,17,10,42,69,1.50,.283
Tim T Wakefield,BOS,9,12,3.90,45,17,0,0,3,3,168.2,156,84,73,13,18,73,148,1.36,.248
Norm N Charlton,SEA,4,2,3.02,44,0,0,0,1,1,47.2,36,19,16,4,4,11,48,0.99,.212
Jack J Cressend,MIN,3,2,3.67,44,0,0,0,0,0,56.1,50,24,23,6,1,16,40,1.17,.237
Lou L Pote,ANA,2,0,4.15,44,1,0,0,2,2,86.2,88,41,40,11,3,32,66,1.38,.258
John J Wasdin,BAL,3,2,5.11,44,0,0,0,0,0,74.0,86,44,42,11,6,24,64,1.49,.292
Terry T Adams,LA,12,8,4.33,43,22,0,0,0,0,166.1,172,84,80,9,3,54,141,1.36,.267
Danys D Baez,CLE,5,3,2.50,43,0,0,0,0,0,50.1,34,22,14,5,3,20,52,1.07,.191
Chris C Nichting,COL,0,3,4.46,43,0,0,0,1,1,42.1,55,27,21,8,0,8,40,1.49,.313
Joe J Beimel,PIT,7,11,5.23,42,15,0,0,0,0,115.1,131,72,67,12,6,49,58,1.56,.290
Erik E Sabel,ARI,3,2,4.38,42,0,0,0,0,0,51.1,57,26,25,8,3,12,25,1.34,.282
Masato M Yoshii,MON,4,7,4.78,42,11,0,0,0,0,113.0,127,65,60,18,5,26,63,1.35,.279
Rolando R Arrojo,BOS,5,4,3.48,41,9,0,0,5,5,103.1,88,44,40,8,12,35,78,1.19,.230
David D Lee,SD,1,0,3.70,41,0,0,0,0,0,48.2,52,20,20,6,6,27,42,1.62,.278
Terry T Mulholland,LA,1,1,4.66,41,4,0,0,0,0,65.2,78,35,34,12,2,17,42,1.45,.295
Britt B Reames,MON,4,8,5.59,41,13,0,0,0,0,95.0,101,68,59,16,5,48,86,1.57,.273
Mike M James,STL,1,2,5.21,40,0,0,0,0,0,38.0,43,24,22,5,5,17,26,1.58,.293
Heath H Murray,DET,1,7,6.54,40,4,0,0,0,0,63.1,82,48,46,11,3,40,42,1.93,.322
Kip K Wells,CWS,10,11,4.79,40,20,0,0,0,0,133.1,145,80,71,14,12,61,99,1.55,.281
Tony T Cogan,KC,0,4,5.84,39,0,0,0,0,0,24.2,32,17,16,7,5,13,17,1.82,.320
Tom T Davey,SD,2,4,4.50,39,0,0,0,0,0,38.0,41,22,19,3,1,17,37,1.53,.272
Tanyon T Sturtze,TB,11,12,4.42,39,27,0,0,1,1,195.1,200,98,96,23,9,79,110,1.43,.271
Ryan R Franklin,SEA,5,1,3.56,38,0,0,0,0,0,78.1,76,32,31,13,4,24,60,1.28,.250
Jason J Marquis,ATL,5,6,3.48,38,16,0,0,0,0,129.1,113,62,50,14,4,59,98,1.33,.234
Rudy R Seanez,ATL,0,2,2.75,38,0,0,0,1,1,36.0,23,12,11,4,1,19,41,1.17,.178
Randy R Choate,NYY,3,1,3.35,37,0,0,0,0,0,48.1,34,21,18,0,9,27,35,1.26,.202
Rodney R Myers,SD,1,2,5.32,37,0,0,0,1,1,47.1,53,31,28,6,4,20,29,1.54,.291
Bill B Pulsipher,CWS,0,0,6.00,37,0,0,0,0,0,30.0,36,23,20,5,3,21,20,1.90,.300
Paul P Wilson,TB,8,9,4.88,37,24,0,0,0,0,151.1,165,94,82,21,13,52,119,1.43,.278
Courtney C Duncan,CHC,3,3,5.06,36,0,0,0,0,0,42.2,42,24,24,5,2,25,49,1.57,.259
Esteban E Loaiza,TOR,11,11,5.02,36,30,1,1,0,0,190.0,239,113,106,27,9,40,110,1.47,.307
Chan Ho C Park,LA,15,11,3.50,36,35,2,1,0,0,234.0,183,98,91,23,20,91,218,1.17,.216
Chris C Reitsma,CIN,7,15,5.29,36,29,0,0,0,0,182.0,209,121,107,23,5,49,96,1.42,.288
John J Smoltz,ATL,3,3,3.36,36,5,0,0,10,10,59.0,53,24,22,7,2,10,57,1.07,.238
Blake B Stein,KC,7,8,4.74,36,15,0,0,1,1,131.0,112,73,69,20,3,79,113,1.46,.233
Luis L Vizcaino,OAK,2,1,4.66,36,0,0,0,1,1,36.2,38,19,19,8,0,12,31,1.36,.266
Victor V Zambrano,TB,6,2,3.16,36,0,0,0,2,2,51.1,38,21,18,6,3,18,58,1.09,.201
Chad C Bradford,OAK,2,1,2.70,35,0,0,0,1,1,36.2,41,12,11,6,1,6,34,1.28,.281
Jon J Garland,CWS,6,7,3.69,35,16,0,0,1,1,117.0,123,59,48,16,4,55,61,1.52,.277
Tom T Glavine,ATL,16,7,3.57,35,35,1,1,0,0,219.1,213,92,87,24,2,97,116,1.41,.261
Luther L Hackman,STL,1,2,4.29,35,0,0,0,1,1,35.2,28,18,17,7,2,14,24,1.18,.212
Tim T Hudson,OAK,18,9,3.37,35,35,3,0,0,0,235.0,216,100,88,20,6,71,181,1.22,.245
Randy R Johnson,ARI,21,6,2.49,35,34,3,2,0,0,249.2,181,74,69,19,18,71,372,1.01,.203
Chris C Michalak,TEX,8,9,4.41,35,18,0,0,1,1,136.2,157,74,67,19,13,55,67,1.55,.293
Eric E Milton,MIN,15,7,4.32,35,34,2,1,0,0,220.2,222,109,106,35,5,61,157,1.28,.257
Jesse J Orosco,LA,0,1,3.94,35,0,0,0,0,0,16.0,17,7,7,3,0,7,21,1.50,.279
Dennys D Reyes,CIN,2,6,4.92,35,6,0,0,0,0,53.0,51,35,29,5,1,35,52,1.62,.248
Jerrod J Riggan,NYM,3,3,3.40,35,0,0,0,0,0,47.2,42,19,18,5,0,24,41,1.38,.243
Curt C Schilling,ARI,22,6,2.98,35,35,6,1,0,0,256.2,237,86,85,37,1,39,293,1.08,.245
Steve S Sparks,DET,14,9,3.65,35,33,8,1,0,0,232.0,244,110,94,22,6,64,116,1.33,.271
Barry B Zito,OAK,17,8,3.49,35,35,3,2,0,0,214.1,184,92,83,18,13,80,205,1.23,.230
Jimmy J Anderson,PIT,9,17,5.10,34,34,1,0,0,0,206.1,232,123,117,15,11,83,89,1.53,.287
Tony T Armas,MON,9,14,4.03,34,34,0,0,0,0,196.2,180,101,88,18,10,91,176,1.38,.247
John J Burkett,ATL,12,12,3.04,34,34,1,1,0,0,219.1,187,83,74,17,6,70,187,1.17,.230
Chris C Carpenter,TOR,11,11,4.09,34,34,3,2,0,0,215.2,229,112,98,29,16,75,157,1.41,.274
Bartolo B Colon,CLE,14,12,4.09,34,34,1,0,0,0,222.1,220,106,101,26,2,90,201,1.39,.261
Ryan R Dempster,FLA,15,12,4.94,34,34,2,1,0,0,211.1,218,123,116,21,10,112,171,1.56,.269
Elmer E Dessens,CIN,10,14,4.48,34,34,1,1,0,0,205.0,221,103,102,32,1,56,128,1.35,.279
Freddy F Garcia,SEA,18,6,3.05,34,34,4,3,0,0,238.2,199,88,81,16,5,69,163,1.12,.225
Rick R Helling,TEX,12,11,5.17,34,34,2,1,0,0,215.2,256,134,124,38,4,63,154,1.48,.297
Livan L Hernandez,SF,13,15,5.24,34,34,2,0,0,0,226.2,266,143,132,24,3,85,138,1.55,.297
Darryl D Kile,STL,16,11,3.09,34,34,2,1,0,0,227.1,228,83,78,22,11,65,179,1.29,.265
Ryan R Kohlmeier,BAL,1,2,7.30,34,1,0,0,6,6,40.2,48,33,33,13,2,19,29,1.65,.291
Jon J Lieber,CHC,20,6,3.80,34,34,5,1,0,0,232.1,226,104,98,25,7,41,148,1.15,.255
Greg G Maddux,ATL,17,11,3.05,34,34,3,3,0,0,233.0,220,86,79,20,7,27,173,1.06,.253
Joe J Mays,MIN,17,13,3.16,34,34,4,2,0,0,233.2,205,87,82,25,5,64,123,1.15,.235
Dave D Mlicki,HOU,11,11,6.17,34,29,0,0,0,0,167.2,203,122,115,37,15,74,97,1.65,.305
Matt M Morris,STL,22,8,3.16,34,34,2,1,0,0,216.1,218,86,76,13,13,54,185,1.26,.265
Mark M Mulder,OAK,21,8,3.45,34,34,6,4,0,0,229.1,214,92,88,16,5,51,153,1.16,.249
Mike M Mussina,NYY,17,11,3.15,34,34,4,3,0,0,228.2,202,87,80,20,4,42,214,1.07,.237
Kirk K Rueter,SF,14,12,4.42,34,34,0,0,0,0,195.1,213,105,96,25,4,66,83,1.43,.283
Aaron A Sele,SEA,15,5,3.60,34,33,2,1,0,0,215.0,216,93,86,25,7,51,114,1.24,.261
Jeff J Suppan,KC,10,14,4.37,34,34,1,0,0,0,218.1,227,120,106,26,12,74,120,1.38,.267
Julian J Tavarez,CHC,10,9,4.52,34,28,0,0,0,0,161.1,172,98,81,13,11,69,107,1.49,.277
Woody W Williams,STL,15,9,4.05,34,34,3,1,0,0,220.0,224,110,99,35,8,56,154,1.27,.268
Kevin K Appier,NYM,11,10,3.57,33,33,1,1,0,0,206.2,181,89,82,22,15,64,172,1.19,.237
Roger R Clemens,NYY,20,3,3.51,33,33,0,0,0,0,220.1,205,94,86,19,5,72,213,1.26,.246
Eric E Gagne,LA,6,7,4.75,33,24,0,0,0,0,151.2,144,90,80,24,16,46,130,1.25,.251
Dustin D Hermanson,STL,14,13,4.45,33,33,0,0,0,0,192.1,195,106,95,34,8,73,123,1.39,.264
Bobby B Jones,SD,8,19,5.12,33,33,1,0,0,0,195.0,250,137,111,37,4,38,113,1.48,.305
Albie A Lopez,ARI,9,19,4.81,33,33,3,3,0,0,205.2,226,123,110,26,4,75,136,1.46,.281
Jose J Mercedes,BAL,8,17,5.82,33,31,2,0,0,0,184.0,219,125,119,20,10,63,123,1.53,.294
Jamie J Moyer,SEA,20,6,3.43,33,33,1,0,0,0,209.2,187,84,80,24,10,44,119,1.10,.239
Hideo H Nomo,BOS,13,10,4.50,33,33,2,2,0,0,198.0,171,105,99,26,3,96,220,1.35,.231
Russ R Ortiz,SF,17,9,3.29,33,33,1,1,0,0,218.2,187,90,80,13,0,91,169,1.27,.232
Robert R Person,PHI,15,7,4.19,33,33,3,1,0,0,208.1,179,103,97,34,8,80,183,1.24,.234
Brad B Radke,MIN,15,11,3.94,33,33,6,2,0,0,226.0,235,105,99,24,10,26,137,1.15,.271
Todd T Ritchie,PIT,11,15,4.47,33,33,4,2,0,0,207.1,211,118,103,23,7,52,124,1.27,.259
Glendon G Rusch,NYM,8,12,4.63,33,33,1,0,0,0,179.0,216,101,92,23,7,43,156,1.45,.301
C Sabathia,CLE,17,5,4.39,33,33,0,0,0,0,180.1,149,93,88,19,7,95,171,1.35,.228
Victor V Santos,DET,2,2,3.30,33,7,0,0,0,0,76.1,62,33,28,9,3,49,52,1.45,.222
Pete P Schourek,BOS,1,5,4.45,33,0,0,0,0,0,30.1,35,19,15,4,1,15,20,1.65,.292
Mac M Suzuki,MIL,5,12,5.86,33,19,0,0,0,0,118.1,122,87,77,20,8,73,89,1.65,.269
Jeff J Weaver,DET,13,16,4.08,33,33,5,0,0,0,229.1,235,116,104,19,14,68,152,1.32,.266
Jamey J Wright,MIL,11,12,4.90,33,33,1,1,0,0,194.2,201,115,106,26,20,98,129,1.54,.272
Kelly K Wunsch,CWS,2,1,7.66,33,0,0,0,0,0,22.1,21,19,19,4,6,9,16,1.34,.247
