PLAYER,TEAM,W,L,ERA,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG
Gene G Nelson,TEX,0,5,3.12,52,0,0,0,5,5,60.2,60,28,21,3,2,24,35,1.38,.259
Bob B Patterson,TEX,2,4,4.78,52,0,0,0,1,1,52.2,59,28,28,8,1,11,46,1.33,.282
Tony T Castillo,TOR,3,2,3.38,51,0,0,0,0,0,50.2,44,19,19,4,0,22,28,1.30,.242
Steve S Howe,NYY,3,5,4.97,51,0,0,0,4,4,50.2,58,31,28,7,3,10,19,1.34,.297
Dave D Righetti,SF,1,1,5.70,51,0,0,0,1,1,47.1,58,31,30,11,1,17,31,1.58,.305
Jeff J Russell,BOS,1,4,2.70,51,0,0,0,33,33,46.2,39,16,14,1,1,14,45,1.14,.231
Les L Lancaster,STL,4,1,2.93,50,0,0,0,0,0,61.1,56,24,20,5,1,21,36,1.26,.242
Denny D Neagle,PIT,3,5,5.31,50,7,0,0,1,1,81.1,82,49,48,10,3,37,73,1.46,.258
Gregg G Olson,BAL,0,2,1.60,50,0,0,0,29,29,45.0,37,9,8,1,0,18,44,1.22,.223
Steve S Bedrosian,ATL,5,2,1.63,49,0,0,0,0,0,49.2,34,11,9,4,2,14,33,0.97,.194
Todd T Burns,STL,0,8,5.08,49,5,0,0,0,0,95.2,95,57,54,14,2,41,45,1.42,.260
Steve S Farr,NYY,2,2,4.21,49,0,0,0,25,25,47.0,44,22,22,8,2,28,39,1.53,.253
Mark M Gubicza,KC,5,8,4.66,49,6,0,0,2,2,104.1,128,61,54,2,2,43,80,1.64,.307
Chuck C Mc Elroy,CHC,2,2,4.56,49,0,0,0,0,0,47.1,51,30,24,4,1,25,31,1.61,.280
Paul P Quantrill,BOS,6,12,3.91,49,14,1,1,1,1,138.0,151,73,60,13,2,44,66,1.41,.279
Tom T Gordon,KC,12,6,3.58,48,14,2,0,1,1,155.2,125,65,62,11,1,77,143,1.30,.223
John J Habyan,KC,2,1,4.15,48,0,0,0,1,1,56.1,59,27,26,6,0,20,39,1.40,.272
Mark M Williamson,BAL,7,5,4.91,48,1,0,0,0,0,88.0,106,54,48,5,0,25,45,1.49,.304
Greg G Cadaret,KC,3,2,4.31,47,0,0,0,1,1,48.0,54,24,23,3,2,30,25,1.75,.293
Omar O Daal,LA,2,3,5.09,47,0,0,0,0,0,35.1,36,20,20,5,0,21,19,1.61,.277
Bryan B Hickerson,SF,7,5,4.26,47,15,0,0,0,0,120.1,137,58,57,14,1,39,69,1.46,.291
Donn D Pall,PHI,3,3,3.07,47,0,0,0,1,1,76.1,77,32,26,6,2,14,40,1.19,.260
Ken K Ryan,BOS,7,2,3.60,47,0,0,0,1,1,50.0,43,23,20,2,3,29,49,1.44,.235
Willie W Blair,COL,6,10,4.75,46,18,1,0,0,0,146.0,184,90,77,20,3,42,84,1.55,.306
Billy B Brewer,KC,2,2,3.46,46,0,0,0,0,0,39.0,31,16,15,6,0,20,28,1.31,.230
Jerry J Dipoto,CLE,4,4,2.40,46,0,0,0,11,11,56.1,57,21,15,0,1,30,41,1.54,.270
Ken K Patterson,CAL,1,1,4.58,46,0,0,0,1,1,59.0,54,30,30,7,0,35,36,1.51,.249
Mark M Wohlers,ATL,6,2,4.50,46,0,0,0,0,0,48.0,37,25,24,2,1,22,45,1.23,.218
Rob R Dibble,CIN,1,4,6.48,45,0,0,0,19,19,41.2,34,33,30,8,2,42,49,1.82,.225
Mike M Fetters,MIL,3,3,3.34,45,0,0,0,0,0,59.1,59,29,22,4,2,22,23,1.37,.278
Joe J Grahe,CAL,4,1,2.86,45,0,0,0,11,11,56.2,54,22,18,5,2,25,31,1.39,.251
Alan A Mills,BAL,5,4,3.23,45,0,0,0,4,4,100.1,80,39,36,14,4,51,68,1.31,.225
Ted T Power,SEA,2,4,5.36,45,0,0,0,13,13,45.1,57,28,27,3,0,17,27,1.63,.310
Danny D Cox,TOR,7,6,3.12,44,0,0,0,2,2,83.2,73,31,29,8,0,29,84,1.22,.230
Al A Osuna,HOU,1,1,3.20,44,0,0,0,2,2,25.1,17,10,9,3,1,13,21,1.18,.200
Mike M Trombley,MIN,6,6,4.88,44,10,0,0,2,2,114.1,131,72,62,15,3,41,85,1.50,.290
Paul P Wagner,PIT,8,8,4.27,44,17,1,1,2,2,141.1,143,72,67,15,1,42,114,1.31,.263
Kevin K Wickander,CIN,1,0,6.09,44,0,0,0,0,0,34.0,47,27,23,8,2,22,23,2.03,.324
Bobby B Ayala,CIN,7,10,5.60,43,9,0,0,3,3,98.0,106,72,61,16,7,45,65,1.54,.274
Tom T Bolton,DET,6,6,4.47,43,8,0,0,0,0,102.2,113,57,51,5,7,45,66,1.54,.282
Storm S Davis,DET,2,8,5.05,43,8,0,0,4,4,98.0,93,57,55,9,3,48,73,1.44,.250
Kent K Mercker,ATL,3,1,2.86,43,6,0,0,0,0,66.0,52,24,21,2,2,36,59,1.33,.214
Kelly K Downs,OAK,5,10,5.64,42,12,0,0,0,0,119.2,135,80,75,14,2,60,66,1.63,.287
Mike M Mohler,OAK,1,6,5.60,42,9,0,0,0,0,64.1,57,45,40,10,2,44,42,1.57,.241
Rich R Monteleone,NYY,7,4,4.94,42,0,0,0,0,0,85.2,85,52,47,14,0,35,50,1.40,.262
Bobby B Thigpen,PHI,3,1,5.83,42,0,0,0,1,1,54.0,74,38,35,7,6,21,29,1.76,.335
Brian B Williams,HOU,4,4,4.83,42,5,0,0,3,3,82.0,76,48,44,7,4,38,56,1.39,.248
Pete P Schourek,NYM,5,12,5.96,41,18,0,0,0,0,128.1,168,90,85,13,3,45,72,1.66,.319
Jeff J Schwarz,CWS,2,2,3.71,41,0,0,0,0,0,51.0,35,21,21,1,3,38,41,1.43,.201
Ricky R Trlicek,LA,1,2,4.08,41,0,0,0,1,1,64.0,59,32,29,3,2,21,41,1.25,.244
George G Tsamis,MIN,1,2,6.19,41,0,0,0,1,1,68.1,86,51,47,9,3,27,30,1.65,.317
Bob B Wickman,NYY,14,4,4.63,41,19,1,1,4,4,140.0,156,82,72,13,5,69,70,1.61,.284
Scott S Bankhead,BOS,2,1,3.50,40,0,0,0,0,0,64.1,59,28,25,7,0,29,47,1.37,.250
Lee L Guetterman,STL,3,3,2.93,40,0,0,0,1,1,46.0,41,18,15,1,2,16,19,1.24,.240
Vince V Horsman,OAK,2,0,5.40,40,0,0,0,0,0,25.0,25,15,15,2,3,15,17,1.60,.255
Jeff J Parrett,COL,3,3,5.38,40,6,0,0,1,1,73.2,78,47,44,6,2,45,66,1.67,.274
Shawn S Boskie,CHC,5,3,3.43,39,2,0,0,0,0,65.2,63,30,25,7,7,21,39,1.28,.258
Rich R Gossage,OAK,4,5,4.53,39,0,0,0,1,1,47.2,49,24,24,6,1,26,40,1.57,.266
Tom T Kramer,CLE,7,3,4.02,39,16,1,0,0,0,121.0,126,60,54,19,2,59,71,1.53,.269
Anthony A Young,NYM,1,16,3.77,39,10,1,0,3,3,100.1,103,62,42,8,1,42,62,1.45,.265
Luis L Aquino,FLA,6,8,3.42,38,13,0,0,0,0,110.2,115,43,42,6,5,40,67,1.40,.276
Rheal R Cormier,STL,7,6,4.33,38,21,1,0,0,0,145.1,163,80,70,18,4,27,75,1.31,.284
Tom T Edens,HOU,1,1,3.12,38,0,0,0,0,0,49.0,47,17,17,4,0,19,21,1.35,.263
Bobby B Munoz,NYY,3,3,5.32,38,0,0,0,0,0,45.2,48,27,27,1,0,26,33,1.62,.270
Kent K Bottenfield,COL,5,10,5.07,37,25,1,0,0,0,159.2,179,102,90,24,6,71,63,1.57,.294
Jerry J Spradlin,CIN,2,1,3.49,37,0,0,0,2,2,49.0,44,20,19,4,0,9,24,1.08,.249
Jack J Armstrong,FLA,9,17,4.49,36,33,0,0,0,0,196.1,210,105,98,29,7,78,118,1.47,.271
Brian B Bohanon,TEX,4,4,4.76,36,8,0,0,0,0,92.2,107,54,49,8,4,46,45,1.65,.296
Cal C Eldred,MIL,16,16,4.01,36,36,8,1,0,0,258.0,232,120,115,32,10,91,180,1.25,.239
Tom T Glavine,ATL,22,6,3.20,36,36,4,2,0,0,239.1,236,91,85,16,2,90,120,1.36,.259
Greg G Maddux,ATL,20,10,2.36,36,36,8,1,0,0,267.0,228,85,70,14,6,52,197,1.05,.232
Tim T Mauser,SD,0,1,4.00,36,0,0,0,0,0,54.0,51,28,24,6,1,24,46,1.39,.245
Mike M Moore,DET,13,9,5.22,36,36,4,3,0,0,213.2,227,135,124,35,3,89,89,1.48,.271
Jose J Rijo,CIN,14,9,2.48,36,36,2,1,0,0,257.1,218,76,71,19,2,62,227,1.09,.230
Kevin K Tapani,MIN,12,15,4.43,36,35,3,1,0,0,225.2,243,123,111,21,6,57,150,1.33,.272
Kerry K Taylor,SD,0,5,6.45,36,7,0,0,0,0,68.1,72,53,49,5,4,49,45,1.77,.277
Steve S Avery,ATL,18,6,2.94,35,35,3,1,0,0,223.1,216,81,73,14,0,43,125,1.16,.261
Jose J De Leon,CWS,3,0,2.98,35,3,0,0,0,0,57.1,44,27,19,7,6,30,40,1.29,.218
Chuck C Finley,CAL,16,14,3.15,35,35,13,2,0,0,251.1,243,108,88,22,6,82,187,1.29,.253
John J Franco,NYM,4,3,5.20,35,0,0,0,10,10,36.1,46,24,21,6,1,19,29,1.79,.313
Greg G Harris,COL,11,17,4.59,35,35,4,0,0,0,225.1,239,127,115,33,7,69,123,1.37,.271
Randy R Johnson,SEA,19,8,3.24,35,34,10,3,1,1,255.1,185,97,92,22,16,99,308,1.11,.203
Mark M Langston,CAL,16,11,3.20,35,35,7,0,0,0,256.1,220,100,91,22,1,85,196,1.19,.234
Dennis D Martinez,MON,15,9,3.85,35,34,2,0,1,1,224.2,211,110,96,27,11,64,138,1.22,.246
Jaime J Navarro,MIL,11,12,5.33,35,34,5,1,0,0,214.1,254,135,127,21,11,73,114,1.53,.300
Kenny K Rogers,TEX,16,10,4.10,35,33,5,0,0,0,208.1,210,108,95,18,4,71,140,1.35,.263
John J Smoltz,ATL,15,11,3.62,35,35,3,1,0,0,243.2,208,104,98,23,6,100,208,1.26,.230
Bobby B Witt,OAK,14,13,4.21,35,33,5,1,0,0,220.0,226,112,103,16,3,91,131,1.44,.269
Todd T Worrell,LA,1,1,6.05,35,0,0,0,5,5,38.2,46,28,26,6,0,11,31,1.47,.313
Kevin K Appier,KC,18,8,2.56,34,34,5,1,0,0,238.2,183,74,68,8,1,81,186,1.11,.212
Tim T Belcher,CWS,12,11,4.44,34,33,5,3,0,0,208.2,198,108,103,19,8,74,135,1.30,.250
Andy A Benes,SD,15,15,3.78,34,34,4,2,0,0,230.2,200,111,97,23,4,86,179,1.24,.232
Kevin K Brown,TEX,15,12,3.59,34,34,12,3,0,0,233.0,228,105,93,14,15,74,142,1.30,.252
John J Burkett,SF,22,7,3.65,34,34,2,1,0,0,231.2,224,100,94,18,11,40,145,1.14,.255
Norm N Charlton,SEA,1,3,2.34,34,0,0,0,18,18,34.2,22,12,9,4,0,17,48,1.13,.179
David D Cone,KC,11,14,3.33,34,34,6,1,0,0,254.0,205,102,94,20,10,114,191,1.26,.223
Danny D Darwin,BOS,15,11,3.26,34,34,2,1,0,0,229.1,196,93,83,31,3,49,130,1.07,.230
John J Dopson,BOS,7,11,4.97,34,28,1,1,0,0,155.2,170,93,86,16,2,59,89,1.47,.281
Doug D Drabek,HOU,9,18,3.79,34,34,7,2,0,0,237.2,242,108,100,18,3,60,157,1.27,.267
Scott S Erickson,MIN,8,19,5.19,34,34,1,0,0,0,218.2,266,138,126,17,10,71,116,1.54,.305
Alex A Fernandez,CWS,18,9,3.13,34,34,3,1,0,0,247.1,221,95,86,27,6,67,169,1.16,.240
Mike M Gardiner,DET,2,3,4.93,34,2,0,0,0,0,49.1,52,33,27,3,1,26,25,1.58,.271
Dwayne D Henry,SEA,2,2,6.44,34,1,0,0,2,2,58.2,62,48,42,6,2,39,37,1.72,.273
Pat P Hentgen,TOR,19,9,3.87,34,32,3,0,0,0,216.1,215,103,93,27,7,74,122,1.34,.258
Charlie C Hough,FLA,9,16,4.27,34,34,0,0,0,0,204.1,202,109,97,20,8,71,126,1.34,.259
Jimmy J Key,NYY,18,6,3.00,34,34,4,2,0,0,236.2,219,84,79,26,1,43,173,1.11,.246
Al A Leiter,TOR,9,6,4.11,34,12,1,1,2,2,105.0,93,52,48,8,4,56,66,1.42,.240
Ben B Mc Donald,BAL,13,14,3.39,34,34,7,1,0,0,220.1,185,92,83,17,5,86,171,1.23,.228
Jack J Mc Dowell,CWS,22,10,3.37,34,34,10,4,0,0,256.2,261,104,96,20,3,69,158,1.29,.266
Jose J Mesa,CLE,10,12,4.92,34,33,3,0,0,0,208.2,232,122,114,21,7,62,118,1.41,.286
Brad B Pennington,BAL,3,2,6.55,34,0,0,0,4,4,33.0,34,25,24,7,2,25,39,1.79,.266
Curt C Schilling,PHI,16,7,4.02,34,34,7,2,0,0,235.1,234,114,105,23,4,57,186,1.24,.259
Bill B Swift,SF,21,8,2.82,34,34,1,1,0,0,232.2,195,82,73,18,6,55,157,1.07,.226
Bill B Wertz,CLE,2,3,3.62,34,0,0,0,0,0,59.2,54,28,24,5,1,32,53,1.44,.238
Tom T Candiotti,LA,8,10,3.12,33,32,2,0,0,0,213.2,192,86,74,12,6,71,155,1.23,.241
Kevin K Gross,LA,13,13,4.14,33,32,3,0,0,0,202.1,224,110,93,15,5,74,150,1.47,.282
Juan J Guzman,TOR,14,3,3.99,33,33,2,1,0,0,221.0,211,107,98,17,3,110,194,1.45,.252
Pete P Harnisch,HOU,16,9,2.98,33,33,5,4,0,0,217.2,171,84,72,20,6,79,185,1.15,.214
Orel O Hershiser,LA,12,14,3.59,33,33,5,1,0,0,215.2,201,106,86,17,7,72,141,1.27,.246
Joel J Johnston,PIT,2,4,3.38,33,0,0,0,2,2,53.1,38,20,20,7,0,19,31,1.07,.203
Tim T Leary,SEA,11,9,5.05,33,27,0,0,0,0,169.1,202,104,95,21,8,58,68,1.54,.300
Mark M Portugal,HOU,18,4,2.77,33,33,1,1,0,0,208.0,194,75,64,10,4,77,131,1.30,.248
Dennis D Powell,SEA,0,0,4.15,33,2,0,0,0,0,47.2,42,22,22,7,1,24,32,1.38,.255
Jim J Abbott,NYY,11,14,4.37,32,32,4,1,0,0,214.0,221,115,104,22,3,73,95,1.37,.271
Rene R Arocha,STL,11,8,3.78,32,29,1,0,0,0,188.0,197,89,79,20,3,31,96,1.21,.271
Andy A Ashby,SD,3,10,6.80,32,21,0,0,1,1,123.0,168,100,93,19,4,56,77,1.82,.333
Ricky R Bones,MIL,11,11,4.86,32,31,3,0,0,0,203.2,222,122,110,28,8,63,63,1.40,.278
Steve S Cooke,PIT,10,10,3.89,32,32,3,1,0,0,210.2,207,101,91,22,3,59,132,1.26,.258
Jim J Deshaies,SF,13,15,4.39,32,31,1,0,0,0,184.1,183,94,90,26,7,57,85,1.30,.264
John J Doherty,DET,14,11,4.44,32,31,3,2,0,0,184.2,205,104,91,19,5,48,63,1.37,.286
Chris C Hammond,FLA,11,12,4.66,32,32,1,0,0,0,191.0,207,106,99,18,1,66,108,1.43,.277
Danny D Jackson,PHI,12,11,3.77,32,32,2,1,0,0,210.1,214,105,88,12,4,80,120,1.40,.263
Darryl D Kile,HOU,15,8,3.51,32,26,4,2,0,0,171.2,152,73,67,12,15,69,141,1.29,.239
Bill B Krueger,DET,6,4,3.40,32,7,0,0,0,0,82.0,90,43,31,6,4,30,60,1.46,.285
Pedro P Martinez,SD,3,1,2.43,32,0,0,0,0,0,37.0,23,11,10,4,1,13,32,0.97,.172
Ramon R Martinez,LA,10,12,3.44,32,32,4,3,0,0,211.2,202,88,81,15,4,104,127,1.45,.255
Mike M Morgan,CHC,10,15,4.03,32,32,1,1,0,0,207.2,206,100,93,15,7,74,111,1.35,.262
Scott S Sanderson,SF,11,13,4.21,32,29,4,1,0,0,184.0,201,97,86,27,6,34,102,1.28,.280
Frank F Tanana,NYY,7,17,4.35,32,32,0,0,0,0,202.2,216,110,98,28,9,55,116,1.34,.273
Bob B Tewksbury,STL,17,10,3.83,32,32,2,0,0,0,213.2,258,99,91,15,6,20,97,1.30,.301
Fernando F Valenzuela,BAL,8,10,4.94,32,31,5,2,0,0,178.2,179,104,98,18,4,79,78,1.44,.266
Bob B Walk,PIT,13,14,5.68,32,32,3,0,0,0,187.0,214,121,118,23,5,70,80,1.52,.294
David D Wells,DET,11,9,4.19,32,30,0,0,0,0,187.0,183,93,87,26,7,42,139,1.20,.254
Wilson W Alvarez,CWS,15,8,2.95,31,31,1,1,0,0,207.2,168,78,68,14,7,122,155,1.40,.230
Pedro P Astacio,LA,14,9,3.57,31,31,3,2,0,0,186.1,165,80,74,14,5,68,122,1.25,.239
Jim J Austin,MIL,1,2,3.82,31,0,0,0,0,0,33.0,28,15,14,3,1,13,15,1.24,.230
Willie W Banks,MIN,11,12,4.04,31,30,0,0,0,0,171.1,186,91,77,17,3,78,138,1.54,.280
Ron R Darling,OAK,5,9,5.16,31,29,3,0,0,0,178.0,198,107,102,22,5,72,95,1.52,.281
Tommy T Greene,PHI,16,4,3.42,31,30,7,2,0,0,200.0,175,84,76,12,3,62,167,1.19,.233
Erik E Hanson,SEA,11,12,3.47,31,30,7,0,0,0,215.0,215,91,83,17,5,60,163,1.28,.263
Greg G Hibbard,CHC,15,11,3.96,31,31,1,0,0,0,191.0,209,96,84,19,3,47,82,1.34,.286
Tim T Pugh,CIN,10,15,5.26,31,27,3,1,0,0,164.1,200,102,96,19,7,59,94,1.58,.303
Greg G Swindell,HOU,12,13,4.16,31,30,1,1,0,0,190.1,215,98,88,24,1,40,124,1.34,.283
Rich R De Lucia,SEA,3,6,4.64,30,1,0,0,0,0,42.2,46,24,22,5,1,23,48,1.62,.272
Jose J Guzman,CHC,12,10,4.34,30,30,2,1,0,0,191.0,188,98,92,25,3,74,163,1.37,.258
Butch B Henry,MON,3,9,6.12,30,16,1,0,0,0,103.0,135,76,70,15,1,28,47,1.58,.317
Scott S Kamieniecki,NYY,10,7,4.08,30,20,2,0,1,1,154.1,163,73,70,17,3,59,72,1.44,.277
Kurt K Knudsen,DET,3,2,4.78,30,0,0,0,2,2,37.2,41,22,20,9,4,16,29,1.51,.281
