PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
Hideki H Matsui D,NYY,93,337,43,99,17,0,9,45,38,47,0,0,.294,.370,.424,.795
Scott S Podsednik,COL,93,162,22,41,8,1,1,15,16,28,12,4,.253,.322,.333,.656
Denard D Span R,MIN,93,347,70,102,16,7,6,47,50,60,18,7,.294,.387,.432,.819
Matt M Joyce L,DET,92,242,40,61,16,3,12,33,31,65,0,2,.252,.339,.492,.831
Howie H Kendrick,LAA,92,340,43,104,26,2,3,37,12,58,11,4,.306,.333,.421,.754
Mike M Lamb,MIL,92,247,22,58,12,3,1,32,17,33,0,1,.235,.276,.320,.596
Ryan R Raburn L,DET,92,182,26,43,10,1,4,20,16,49,3,1,.236,.298,.368,.666
Fernando F Tatis L,NYM,92,273,33,81,16,1,11,47,29,59,3,0,.297,.369,.484,.853
Omar O Vizquel S,SF,92,266,24,59,10,1,0,23,24,29,5,4,.222,.283,.267,.550
Chase C Headley L,SD,91,331,34,89,19,2,9,38,30,104,4,1,.269,.337,.420,.757
Ryan R Church,NYM,90,319,54,88,14,1,12,49,33,83,2,3,.276,.346,.439,.785
Jesus J Flores,WSH,90,301,23,77,18,1,8,59,15,78,0,1,.256,.296,.402,.698
Chris C Gomez,PIT,90,183,26,50,8,0,1,20,13,30,0,0,.273,.322,.333,.655
Jeff J Salazar,ARI,90,128,17,27,5,3,2,12,21,41,0,2,.211,.331,.344,.675
Esteban E German L,KC,89,216,30,53,14,3,0,22,18,42,7,3,.245,.303,.338,.640
Juan J Rivera L,LAA,89,256,31,63,13,0,12,45,16,33,1,1,.246,.282,.438,.720
Ryan R Spilborghs,COL,89,233,38,73,14,2,6,36,38,41,7,4,.313,.407,.468,.875
Daryle D Ward,CHC,89,102,8,22,7,0,4,17,16,24,0,0,.216,.319,.402,.721
Frank F Catalanotto,TEX,88,248,28,68,23,1,2,21,20,29,1,1,.274,.342,.399,.741
Ruben R Gotay,ATL,88,102,10,24,5,0,2,8,13,32,1,1,.235,.322,.343,.665
Adam A Lind L,TOR,88,326,48,92,16,4,9,40,16,59,2,0,.282,.316,.439,.755
So S Taguchi L,PHI,88,91,18,20,5,1,0,9,8,14,3,0,.220,.283,.297,.580
Chad C Tracy,ARI,88,273,25,73,16,0,8,39,16,49,0,0,.267,.308,.414,.722
Marlon M Anderson,NYM,87,138,16,29,6,0,1,10,9,27,2,1,.210,.255,.275,.530
Wilson W Betemit,NYY,87,189,24,50,13,0,6,25,6,56,0,1,.265,.289,.429,.718
Luis L Castillo,NYM,87,298,46,73,7,1,3,28,50,35,17,2,.245,.355,.305,.660
Jack J Wilson S,PIT,87,305,24,83,18,1,1,22,13,27,2,2,.272,.312,.348,.659
Chris C Burke,ARI,86,165,20,32,5,1,2,12,27,33,5,0,.194,.310,.273,.582
Mark M Grudzielanek,KC,86,331,36,99,24,0,3,24,19,41,2,1,.299,.345,.399,.743
Austin A Kearns R,WSH,86,313,40,68,10,0,7,32,35,63,2,2,.217,.311,.316,.627
Gregg G Zaun,TOR,86,245,29,58,12,0,6,30,38,38,2,1,.237,.340,.359,.700
Carlos C González Gonzalez,OAK,85,302,31,73,22,1,4,26,13,81,4,1,.242,.273,.361,.634
Tadahito T Iguchi,PHI,85,310,29,72,15,1,2,24,26,75,8,1,.232,.292,.306,.598
Jose J Vidro D,SEA,85,308,28,72,11,0,7,45,18,36,2,1,.234,.274,.338,.612
Angel A Berroa S,LAD,84,226,26,52,13,1,1,16,20,41,0,0,.230,.304,.310,.614
Pedro P Feliciano,NYM,84,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
John J Mc Donald S,TOR,84,186,21,39,8,0,1,18,10,25,3,1,.210,.255,.269,.524
Miguel M Olivo,KC,84,306,29,78,22,0,12,41,7,82,7,0,.255,.278,.444,.722
Todd T Helton,COL,83,299,39,79,16,0,7,29,61,50,0,0,.264,.391,.388,.778
Delwyn D Young,LAD,83,126,10,31,9,0,1,7,14,34,0,0,.246,.321,.341,.663
Brian B Barton,STL,82,153,23,41,9,2,2,13,19,39,3,1,.268,.354,.392,.746
Julio J Lugo S,BOS,82,261,27,70,13,0,1,22,34,51,12,4,.268,.355,.330,.685
Reggie R Willits L,LAA,82,108,21,21,4,0,0,7,21,26,2,1,.194,.321,.231,.552
Brad B Ausmus,HOU,81,216,15,47,8,0,3,24,25,41,0,2,.218,.303,.296,.600
Elijah E Dukes R,WSH,81,276,48,73,16,2,13,44,50,79,13,4,.264,.386,.478,.864
Jed J Lowrie S,BOS,81,260,34,67,25,3,2,46,35,68,1,0,.258,.339,.400,.739
Omar O Quintanilla,COL,81,210,28,50,17,0,2,15,15,46,0,0,.238,.288,.348,.635
Ian I Stewart,COL,81,266,33,69,18,2,10,41,30,94,1,1,.259,.349,.455,.804
Chris C Davis,TEX,80,295,51,84,23,2,17,55,20,88,1,2,.285,.331,.549,.880
Cliff C Floyd D,TB,80,246,32,66,13,0,11,39,28,58,1,0,.268,.349,.455,.804
Jerry J Hairston S,CIN,80,261,47,85,20,2,6,36,23,36,15,3,.326,.384,.487,.871
Andy A Marte,CLE,80,235,21,52,11,1,3,17,14,52,1,2,.221,.268,.315,.583
Will W Ohman,ATL,80,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000
Brendan B Ryan S,STL,80,197,30,48,9,0,0,10,16,31,7,2,.244,.307,.289,.596
Joe J Smith,NYM,80,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Luis L Ayala,NYM,79,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Maicer M Izturis S,LAA,79,290,44,78,14,2,3,37,26,27,11,2,.269,.329,.362,.691
Brandon B Moss L,PIT,79,236,19,58,15,3,8,34,21,70,1,2,.246,.304,.436,.741
Luis L Rivas S,PIT,79,206,25,45,6,2,3,20,13,27,3,2,.218,.267,.311,.578
Carlos C Marmol,CHC,78,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Mike M Napoli,LAA,78,227,39,62,9,1,20,49,35,70,7,3,.273,.374,.586,.960
Martin M Prado,ATL,78,228,36,73,18,4,2,33,21,29,3,1,.320,.377,.461,.838
Alex A Romero R,ARI,78,135,13,31,8,2,1,12,3,20,4,0,.230,.250,.341,.591
Jonny J Gomes D,TB,77,154,23,28,5,1,8,21,15,46,8,1,.182,.282,.383,.666
J. C. J Romero,PHI,77,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Chris C Duncan L,STL,76,222,26,55,8,0,6,27,34,52,2,1,.248,.346,.365,.711
Andy A La Roche,PIT,76,223,17,37,5,0,5,18,24,37,2,0,.166,.252,.256,.508
Alex A Cora S,BOS,75,152,14,41,8,2,0,9,16,13,1,1,.270,.371,.349,.720
Aaron A Heilman,NYM,75,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Andruw A Jones C,LAD,75,209,21,33,8,1,3,14,27,76,0,1,.158,.256,.249,.505
Chad C Qualls,ARI,75,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Alberto A Callaspo,KC,74,213,21,65,8,3,0,16,19,14,2,1,.305,.361,.371,.731
Manny M Corpas,COL,74,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Ryan R Langerhans,WSH,73,111,17,26,5,2,3,12,25,31,2,0,.234,.380,.396,.776
Ryan R Madson,PHI,73,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Victor V Martinez,CLE,73,266,30,74,17,0,2,35,24,32,0,0,.278,.337,.365,.701
Blaine B Boyer,ATL,72,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Saul S Rivera,WSH,72,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Ron R Villone,STL,72,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Wladimir W Balentien R,SEA,71,243,23,49,13,0,7,24,16,79,0,1,.202,.250,.342,.592
Willie W Bloomquist C,SEA,71,165,32,46,1,0,0,9,25,29,14,3,.279,.377,.285,.662
Michael M Cuddyer R,MIN,71,249,30,62,13,4,3,36,25,40,5,1,.249,.330,.369,.699
John J Grabow,PIT,71,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Brad B Lidge,PHI,71,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Scott S Schoeneweis,NYM,71,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Frank F Thomas D,OAK,71,246,27,59,7,1,8,30,39,57,0,0,.240,.349,.374,.724
Heath H Bell,SD,70,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jonathan J Broxton,LAD,70,2,0,0,0,0,0,0,1,0,0,0,.000,.333,.000,.333
Brian B Buscher,MIN,70,218,29,64,9,0,4,47,19,42,0,2,.294,.340,.390,.730
Ryan R Franklin,STL,70,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Miguel M Montero,ARI,70,184,24,47,16,1,5,18,19,49,0,0,.255,.330,.435,.765
Ramon R Pena,ARI,70,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jon J Rauch,ARI,70,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Yorvit Y Torrealba,COL,70,236,19,58,17,0,6,31,12,44,0,4,.246,.293,.394,.687
Tyler T Yates,PIT,70,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Joe J Beimel,LAD,69,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Sean S Casey,BOS,69,199,14,64,14,0,0,17,17,25,1,0,.322,.381,.392,.773
Francisco F Cordero,CIN,69,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Chad C Durbin,PHI,69,9,0,1,0,0,0,0,0,3,0,0,.111,.111,.111,.222
Kevin K Gregg,FLA,69,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Bob B Howry,CHC,69,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Salomon S Torres,MIL,69,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jose J Valverde,HOU,69,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Jeremy J Affeldt,CIN,68,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jeff J Bennett,ATL,68,9,0,2,1,0,0,1,2,2,0,0,.222,.364,.333,.697
Wil W Nieves,WSH,68,176,15,46,9,1,1,20,13,29,0,1,.261,.309,.341,.650
Pablo P Ozuna,LAD,68,96,11,25,3,1,1,9,3,8,1,3,.260,.290,.344,.634
Robb R Quinlan,LAA,68,164,15,43,1,2,1,11,14,28,4,2,.262,.326,.311,.637
Wesley W Wright,HOU,68,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Paul P Lo Duca,FLA,67,173,16,42,9,0,0,15,15,11,1,0,.243,.321,.295,.616
Cla C Meredith,SD,67,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Seth S Smith,COL,67,108,13,28,7,0,4,15,15,23,1,0,.259,.350,.435,.785
David D Weathers,CIN,67,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Kory K Casto,WSH,66,163,15,35,10,0,2,16,19,36,1,0,.215,.297,.313,.610
Jeff J Clement,SEA,66,203,17,46,10,1,5,23,15,63,0,1,.227,.295,.360,.654
Paul P Mc Anulty L,SD,66,135,9,28,7,1,3,13,26,41,0,0,.207,.341,.341,.682
Hank H Blalock,TEX,65,258,37,74,19,1,12,38,19,40,1,0,.287,.338,.508,.846
Doug D Brocail,HOU,65,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Joel J Hanrahan,WSH,65,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Chin- Lung C Hu S,LAD,65,116,16,21,2,2,0,9,11,23,2,0,.181,.252,.233,.485
Matt M Lindstrom,FLA,65,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Brian B Shouse,MIL,65,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Matt M Treanor,FLA,65,206,18,49,7,0,2,23,18,53,1,0,.238,.306,.301,.607
David D Newhan,HOU,64,104,11,27,5,2,2,12,6,28,1,0,.260,.297,.404,.701
Wily Mo W Peña Pena L,WSH,64,195,10,40,6,0,2,10,10,48,0,1,.205,.243,.267,.509
Luis Antonio L Rodriguez S,SD,64,202,22,58,11,1,0,12,13,13,1,1,.287,.326,.351,.677
Duaner D Sanchez,NYM,64,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Russ R Springer,STL,64,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Kerry K Wood,CHC,64,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Brian B Fuentes,COL,63,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Kyle K Mc Clellan,STL,62,5,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000
Renyel R Pinto,FLA,62,1,0,0,0,0,0,0,1,1,0,0,.000,.500,.000,.500
Jack J Taschner,SF,62,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Ben B Zobrist S,TB,62,198,32,50,10,2,12,30,25,37,3,0,.253,.339,.505,.844
John J Baker,FLA,61,197,32,59,14,0,5,32,30,48,0,0,.299,.392,.447,.839
Kevin K Cash,BOS,61,142,11,32,7,0,3,15,18,50,0,0,.225,.309,.338,.647
Juan J Castro S,BAL,61,161,16,31,6,0,2,16,11,26,0,0,.193,.246,.267,.513
Alex A Cintron S,BAL,61,133,12,38,5,1,1,10,7,15,0,2,.286,.321,.361,.682
Jason J La Rue,STL,61,164,17,35,8,1,4,21,15,20,0,0,.213,.296,.348,.643
Mike M Lincoln,CIN,61,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jarrod J Saltalamacchia,TEX,61,198,27,50,13,0,3,26,31,74,0,2,.253,.352,.364,.716
Tyler T Walker,SF,61,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Brian B Wilson,SF,61,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
German G Duran,TEX,60,143,22,33,6,1,3,16,7,32,1,1,.231,.275,.350,.624
Nick N Hundley,SD,60,198,21,47,7,1,5,24,11,52,0,0,.237,.278,.359,.636
Brandon B Lyon,ARI,60,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
David D Ross,BOS,60,142,18,32,9,0,3,13,32,39,0,1,.225,.369,.352,.721
Taylor T Buchholz,COL,59,0,0,0,0,0,0,1,1,0,0,0,.000,1.000,.000,1.000
Humberto H Quintero,HOU,59,168,16,38,6,0,2,12,6,34,0,0,.226,.270,.298,.567
Sean S Rodríguez,LAA,59,167,18,34,8,1,3,10,14,55,3,1,.204,.276,.317,.593
Henry H Blanco,CHC,58,120,15,35,3,0,3,12,6,22,0,0,.292,.325,.392,.717
Bill B Bray,CIN,58,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Jesus J Colome,WSH,58,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Brandon B Fahey S,BAL,58,106,8,24,9,2,0,12,3,25,0,0,.226,.252,.349,.601
Craig C Monroe D,MIN,58,163,22,33,9,0,8,29,16,48,0,1,.202,.274,.405,.679
Nyjer N Morgan L,PIT,58,160,26,47,13,0,0,7,10,32,9,5,.294,.345,.375,.720
Ramon R Santiago S,DET,58,124,30,35,6,2,4,18,22,17,1,0,.282,.411,.460,.870
Josh J Bard,SD,57,178,11,36,9,0,1,16,18,25,0,0,.202,.279,.270,.549
Travis T Hafner D,CLE,57,198,21,39,10,0,5,24,27,55,1,1,.197,.305,.323,.628
Guillermo G Mota,MIL,57,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Dewayne D Wise L,CWS,57,129,20,32,4,2,6,18,8,32,9,0,.248,.293,.450,.742
Keiichi K Yabu,SF,57,1,1,0,0,0,0,0,1,0,0,0,.000,.500,.000,.500
Tim T Byrdak,HOU,56,6,0,1,0,0,0,0,0,2,0,0,.167,.167,.167,.333
Joe J Dillon,MIL,56,75,13,16,3,0,1,6,13,21,1,0,.213,.337,.293,.630
Charlie C Manning,WSH,56,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Andy A Phillips,CIN,56,78,12,18,3,0,3,10,6,14,0,0,.231,.294,.385,.679
Guillermo G Quiroz,BAL,56,134,12,25,5,0,2,14,12,34,0,0,.187,.259,.269,.527
Sean S Burnett,PIT,55,3,1,1,1,0,0,0,0,2,0,0,.333,.333,.667,1.000
Clay C Condrey,PHI,55,3,1,1,1,0,0,0,0,2,0,0,.333,.333,.667,1.000
Nomar N Garciaparra S,LAD,55,163,24,43,9,0,8,28,15,11,1,1,.264,.326,.466,.792
Aaron A Hill,TOR,55,205,19,54,14,0,2,20,16,31,4,2,.263,.324,.361,.685
Joe J Nelson,FLA,55,1,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Brandon B Wood,LAA,55,150,12,30,4,0,5,13,4,43,4,0,.200,.224,.327,.551
Juan J Cruz,ARI,54,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Matt M Herges,COL,54,3,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
Joe J Mather L,STL,54,133,20,32,7,0,8,18,12,32,1,0,.241,.306,.474,.780
J. R. J Towles,HOU,54,146,10,20,5,0,4,16,16,40,0,0,.137,.250,.253,.503
Geoff G Geary,HOU,53,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Chan Ho C Park,LAD,53,9,0,1,0,0,0,0,0,5,0,0,.111,.111,.111,.222
Cory C Wade,LAD,53,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000
Eric E Byrnes L,ARI,52,206,28,43,13,1,6,23,16,36,4,4,.209,.272,.369,.641
Ramon R Castro,NYM,52,143,15,35,7,0,7,24,13,34,0,0,.245,.312,.441,.753
Dave D Roberts L,SF,52,107,18,24,2,2,0,9,20,18,5,3,.224,.341,.280,.622
Chris C Sampson,HOU,52,22,0,3,0,0,0,0,1,9,0,0,.136,.174,.136,.310
Shannon S Stewart L,TOR,52,175,14,42,4,2,1,14,22,18,3,1,.240,.325,.303,.628
Mike M Adams,SD,51,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Kevin K Mench,TOR,51,115,18,28,11,1,0,10,14,18,2,0,.243,.321,.357,.677
Jorge J Posada,NYY,51,168,18,45,13,1,3,22,24,38,0,0,.268,.364,.411,.775
Brian B Bixler S,PIT,50,108,16,17,2,1,0,2,6,36,1,0,.157,.229,.194,.423
Russell R Branyan,MIL,50,132,24,33,8,0,12,20,19,42,1,0,.250,.342,.583,.925
Jared J Burton,CIN,50,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Nick N Evans L,NYM,50,109,18,28,10,0,2,9,7,24,0,0,.257,.303,.404,.706
Eric E Gagne,MIL,50,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Dmitri D Young,WSH,50,150,15,42,6,0,4,10,28,28,0,0,.280,.394,.400,.794
Emilio E Bonifácio,WSH,49,169,29,41,6,5,0,14,14,46,7,4,.243,.296,.337,.633
Steve S Holm,SF,49,84,10,22,9,0,1,6,10,16,0,1,.262,.357,.405,.762
Daniel D Murphy L,NYM,49,131,24,41,9,3,2,17,18,28,0,2,.313,.397,.473,.871
Pete P Orr,WSH,49,75,10,19,2,1,0,7,2,16,1,0,.253,.282,.307,.589
Argenis A Reyes,NYM,49,110,13,24,0,0,1,3,4,20,2,0,.218,.259,.245,.504
Jamie J Burke,SEA,48,92,10,24,3,0,1,8,5,7,0,1,.261,.303,.326,.629
Jolbert J Cabrera L,CIN,48,115,17,29,6,1,3,12,8,29,2,0,.252,.310,.400,.710
Matt M Capps,PIT,48,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Adam A Everett S,MIN,48,127,19,27,6,1,2,20,12,15,0,0,.213,.278,.323,.601
Ryan R Freel C,CIN,48,131,17,39,8,0,0,10,8,18,6,4,.298,.340,.359,.699
Jason J Grilli,COL,47,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Trevor T Hoffman,SD,47,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Ivan I Ochoa S,SF,47,120,7,24,8,0,0,3,4,28,0,1,.200,.244,.267,.511
Logan L Kensing,FLA,46,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Donnie D Murphy,OAK,46,103,10,19,3,0,3,13,11,38,2,1,.184,.274,.301,.574
Buddy B Carlyle,ATL,45,9,1,2,0,0,0,0,1,1,0,0,.222,.300,.222,.522
Alberto A Gonzalez S,WSH,45,101,13,26,8,0,1,10,8,14,0,1,.257,.318,.366,.684
Bryan B La Hair,SEA,45,136,15,34,4,0,3,10,13,40,0,1,.250,.315,.346,.661
Luis L Maza,LAD,45,79,7,18,1,0,1,4,5,11,0,0,.228,.282,.278,.561
Justin J Ruggiano L,TB,45,76,9,15,4,0,2,7,4,27,2,0,.197,.247,.329,.576
Carlos C Villanueva,MIL,45,17,1,2,0,0,0,2,1,8,0,0,.118,.167,.118,.284
Robert R Andino,FLA,44,63,7,13,2,0,2,9,4,23,0,0,.206,.254,.333,.587
Neal N Cotts,CHC,44,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Alex A Hinshaw,SF,44,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Damaso D Marte,PIT,44,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Shawn S Riggans,TB,44,135,21,30,7,0,6,24,12,30,0,0,.222,.287,.407,.694
David D Riske,MIL,44,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Doug D Waechter,FLA,44,6,0,1,0,0,0,0,0,1,0,0,.167,.167,.167,.333
Manny M Acosta,ATL,43,5,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
Matt M Diaz L,ATL,43,135,9,33,2,0,2,14,3,32,4,2,.244,.264,.304,.568
Eric E Patterson,OAK,43,130,16,25,4,0,1,15,17,36,10,1,.192,.284,.246,.530
Felix F Pie C,CHC,43,83,9,20,2,1,1,10,7,29,3,0,.241,.312,.325,.637
Takashi T Saito,LAD,43,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Doug D Slaten,ARI,43,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Julian J Tavarez,ATL,43,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Raul R Chavez,PIT,42,116,12,30,4,0,1,10,4,14,0,0,.259,.287,.319,.606
Brett B Gardner C,NYY,42,127,18,29,5,2,0,16,8,30,13,1,.228,.283,.299,.582
Jacque J Jones,FLA,42,116,15,17,2,1,1,7,14,26,0,1,.147,.239,.207,.446
Jeff J Larish D,DET,42,104,12,27,6,0,2,16,7,34,2,2,.260,.306,.375,.681
Justin J Miller,FLA,42,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Mike M Sweeney D,OAK,42,126,13,36,8,0,2,12,7,6,0,0,.286,.331,.397,.728
Billy B Wagner,NYM,42,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Randy R Flores,STL,41,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Toby T Hall,CWS,41,127,7,33,3,0,2,7,6,19,0,0,.260,.304,.331,.634
Brandon B Jones L,ATL,41,116,16,31,10,1,1,17,7,28,1,0,.267,.312,.397,.709
Hung- Chih H Kuo,LAD,41,12,1,3,1,0,0,0,0,4,0,0,.250,.250,.333,.583
Chad C Moeller,NYY,41,91,13,21,6,0,1,9,7,18,0,0,.231,.311,.330,.640
Franquelis F Osoria,PIT,41,6,1,2,0,0,0,1,0,3,0,0,.333,.333,.333,.667
Pablo P Sandoval,SF,41,145,24,50,10,1,3,24,4,14,0,0,.345,.357,.490,.847
Rudy R Seanez,PHI,41,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Chris C Shelton,TEX,41,97,14,21,5,0,2,11,17,33,1,0,.216,.333,.330,.663
Matt M Tolbert,MIN,41,113,18,32,6,3,0,6,7,19,7,1,.283,.322,.389,.712
Luis L Vizcaino,COL,41,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Josh J Anderson C,ATL,40,136,21,40,7,1,3,12,8,33,10,1,.294,.338,.426,.764
Freddie F Bynum S,BAL,40,112,13,20,3,1,0,8,5,31,2,3,.179,.220,.223,.444
Braden B Looper,STL,40,63,5,16,3,1,0,4,4,21,0,0,.254,.299,.333,.632
Ronny R Paulino,PIT,40,118,8,25,5,0,2,18,11,24,0,0,.212,.277,.305,.582
Clete C Thomas L,DET,40,116,7,33,9,1,1,9,14,26,2,0,.284,.366,.405,.772
Michael M Wuertz,CHC,40,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Micah M Owings,CIN,39,56,7,17,3,0,1,6,5,21,0,0,.304,.361,.411,.771
Royce R Ring,ATL,39,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Steven S Shell,WSH,39,4,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
Bronson B Arroyo,CIN,38,61,4,12,3,0,1,6,4,21,1,0,.197,.246,.295,.541
Travis T Buck R,OAK,38,155,16,35,9,1,7,25,11,38,1,0,.226,.291,.432,.723
Jorge J Campillo,ATL,38,45,4,8,1,0,0,2,1,16,0,0,.178,.196,.200,.396
Jose J Cruz,HOU,38,49,6,6,1,0,0,1,11,9,0,0,.122,.283,.143,.426
Paul P Janish S,CIN,38,80,5,15,2,0,1,6,7,18,0,0,.188,.270,.250,.520
Nick N Johnson,WSH,38,109,15,24,8,0,5,20,33,25,0,0,.220,.415,.431,.846
Rob R Mackowiak,WSH,38,53,7,7,1,0,1,4,8,17,0,0,.132,.254,.208,.462
Jason J Marquis,CHC,38,59,8,12,3,0,2,10,3,17,0,0,.203,.242,.356,.598
Luis L Montanez,BAL,38,112,18,33,6,1,3,14,4,20,0,0,.295,.316,.446,.763
Daniel D Ortmeier,SF,38,64,4,14,6,0,0,5,7,18,2,2,.219,.315,.313,.628
Chris C Perez,STL,38,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Scott S Proctor,LAD,38,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Mike M Redmond,MIN,38,129,14,37,6,0,0,12,5,11,0,0,.287,.321,.333,.654
Ryan R Speier,COL,38,3,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
Rob R Bowen,OAK,37,91,6,16,5,1,1,9,4,38,0,0,.176,.219,.286,.504
Jason J Isringhausen,STL,37,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
Steve S Pearce R,PIT,37,109,6,27,7,0,4,15,5,22,2,0,.248,.294,.422,.716
Carlos C Zambrano,CHC,37,83,9,28,4,1,4,14,0,24,0,0,.337,.337,.554,.892
Luke L Carlin,SD,36,94,12,14,3,1,1,6,10,34,0,0,.149,.238,.234,.472
Rafael R Furcal S,LAD,36,143,34,51,12,2,5,16,20,17,8,3,.357,.439,.573,1.012
Luis L Hernandez S,BAL,36,79,9,19,1,0,0,3,7,11,2,0,.241,.295,.253,.549
Jair J Jurrjens,ATL,36,58,7,6,0,1,0,0,6,18,0,0,.103,.188,.138,.325
Cliff C Pennington,OAK,36,99,14,24,5,0,0,9,13,18,4,1,.242,.339,.293,.632
Glendon G Rusch,COL,36,20,0,1,0,0,0,0,0,3,0,0,.050,.050,.050,.100
Denny D Bautista,PIT,35,5,0,1,0,0,0,1,0,3,0,0,.200,.200,.200,.400
