PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
Jason J Bay L,BOS,155,577,111,165,35,4,31,101,81,137,10,0,.286,.373,.522,.895
Jorge J Cantu,FLA,155,628,92,174,41,0,29,95,40,111,6,2,.277,.327,.481,.808
Jeff J Francoeur R,ATL,155,599,70,143,33,3,11,71,39,111,0,1,.239,.294,.359,.653
Matt M Kemp C,LAD,155,606,93,176,38,5,18,76,46,153,35,11,.290,.340,.459,.799
Derrek D Lee,CHC,155,623,93,181,41,3,20,90,71,119,8,2,.291,.361,.462,.823
Russell R Martin,LAD,155,553,87,155,25,0,13,69,90,83,18,6,.280,.385,.396,.781
Alex A Rios R,TOR,155,635,91,185,47,8,15,79,44,112,32,8,.291,.337,.461,.798
Brian B Roberts,BAL,155,611,107,181,51,8,9,57,82,104,40,10,.296,.378,.450,.828
Randy R Winn,SF,155,598,84,183,38,2,10,64,59,88,25,2,.306,.363,.426,.790
Michael M Young S,TEX,155,645,102,183,36,2,12,82,55,109,10,0,.284,.339,.402,.740
Jermaine J Dye R,CWS,154,590,96,172,41,2,34,96,44,104,3,2,.292,.344,.541,.885
Aubrey A Huff D,BAL,154,598,96,182,48,2,32,108,53,89,4,0,.304,.360,.552,.912
Kevin K Kouzmanoff,SD,154,624,71,162,31,4,23,84,23,139,0,0,.260,.299,.433,.732
Jhonny J Peralta S,CLE,154,605,104,167,42,4,23,89,48,126,3,1,.276,.331,.473,.804
Yuniesky Y Betancourt S,SEA,153,559,66,156,36,3,7,51,17,42,4,4,.279,.300,.392,.691
Carlos C Gómez Gomez,MIN,153,577,79,149,24,7,7,59,25,142,33,11,.258,.296,.360,.657
Jose J Guillen R,KC,153,598,66,158,42,1,20,97,23,106,2,1,.264,.300,.438,.738
Hanley H Ramirez S,FLA,153,589,125,177,34,4,33,67,92,122,35,12,.301,.400,.540,.940
Manny M Ramirez L,LAD,153,552,102,183,36,1,37,121,87,124,3,0,.332,.430,.601,1.031
Skip S Schumaker C,STL,153,540,87,163,22,5,8,46,47,60,8,2,.302,.359,.406,.765
Nick N Swisher,CWS,153,497,86,109,21,1,24,69,82,135,3,3,.219,.332,.410,.743
Casey C Blake,LAD,152,536,71,147,36,1,21,81,49,120,3,0,.274,.345,.463,.808
Stephen S Drew,ARI,152,611,91,178,44,11,21,67,41,109,3,3,.291,.333,.502,.836
Akinori A Iwamura,TB,152,627,91,172,30,9,6,48,70,131,8,6,.274,.349,.380,.729
Ryan R Ludwick,STL,152,538,104,161,40,3,37,113,62,146,4,4,.299,.375,.591,.966
Nate N Mc Louth C,PIT,152,597,113,165,46,4,26,94,65,93,23,3,.276,.356,.497,.853
Mark M Reynolds,ARI,152,539,87,129,28,3,28,97,64,204,11,2,.239,.320,.458,.778
Aaron A Rowand C,SF,152,549,57,149,37,0,13,70,44,126,2,4,.271,.339,.410,.749
Delmon D Young L,MIN,152,575,80,167,28,4,10,69,35,105,14,5,.290,.336,.405,.741
Ryan R Braun L,MIL,151,611,92,174,39,7,37,106,42,129,14,4,.285,.335,.553,.888
Troy T Glaus,STL,151,544,69,147,33,1,27,99,87,104,0,1,.270,.372,.483,.856
Jason J Kendall,MIL,151,516,46,127,30,2,2,49,50,45,8,3,.246,.327,.324,.651
Joey J Votto,CIN,151,526,69,156,32,3,24,84,59,102,7,5,.297,.368,.506,.874
Kosuke K Fukudome R,CHC,150,501,79,129,25,3,10,58,81,104,12,4,.257,.359,.379,.738
Derek D Jeter S,NYY,150,596,88,179,25,3,11,69,52,85,11,5,.300,.363,.408,.771
Kelly K Johnson,ATL,150,547,86,157,39,6,12,69,52,113,11,6,.287,.349,.446,.795
Mark M De Rosa,CHC,149,505,103,144,30,3,21,87,69,106,6,0,.285,.376,.481,.857
Aramis A Ramirez,CHC,149,554,97,160,44,1,27,111,74,94,2,2,.289,.380,.518,.898
Mark M Teahen R,KC,149,572,66,146,31,4,15,59,46,131,4,3,.255,.313,.402,.715
Ryan R Theriot S,CHC,149,580,85,178,19,4,1,38,73,58,22,13,.307,.387,.359,.745
Jim J Thome D,CWS,149,503,93,123,28,0,34,90,91,147,1,0,.245,.362,.503,.865
Jack J Cust L,OAK,148,481,77,111,19,0,33,77,111,197,0,0,.231,.375,.476,.851
Xavier X Nady L,NYY,148,555,76,169,37,1,25,97,39,103,2,1,.305,.357,.510,.867
Albert A Pujols,STL,148,524,100,187,44,0,37,116,104,54,7,3,.357,.462,.653,1.114
Luke L Scott,BAL,148,475,67,122,29,2,23,65,53,102,2,2,.257,.336,.472,.807
Kurt K Suzuki,OAK,148,530,54,148,25,1,7,42,44,69,2,3,.279,.346,.370,.716
Brian B Giles R,SD,147,559,81,171,40,4,12,63,87,52,2,2,.306,.398,.456,.854
Edwin E Encarnación,CIN,146,506,75,127,29,1,26,68,61,102,1,0,.251,.340,.466,.807
J. J Hardy S,MIL,146,569,78,161,31,4,24,74,52,98,2,1,.283,.343,.478,.821
Torii T Hunter C,LAA,146,551,85,153,37,2,21,78,50,108,19,5,.278,.344,.466,.810
Joe J Mauer,MIN,146,536,98,176,31,4,9,85,84,50,1,1,.328,.413,.451,.864
Magglio M Ordonez R,DET,146,561,72,178,32,2,21,103,53,76,1,5,.317,.376,.494,.869
Dan D Uggla,FLA,146,531,97,138,37,1,32,92,77,171,5,5,.260,.360,.514,.874
Shane S Victorino C,PHI,146,570,102,167,30,8,14,58,45,69,36,11,.293,.352,.447,.800
Garret G Anderson L,LAA,145,557,66,163,27,3,15,84,29,77,7,4,.293,.325,.433,.758
Bobby B Crosby S,OAK,145,556,66,132,39,1,7,61,47,96,7,3,.237,.296,.349,.645
Jacoby J Ellsbury C,BOS,145,554,98,155,22,7,9,47,41,80,50,11,.280,.336,.394,.729
Jason J Giambi,NYY,145,458,68,113,19,1,32,96,76,111,2,1,.247,.373,.502,.876
Brian B Mc Cann,ATL,145,509,68,153,42,1,23,87,57,64,5,0,.301,.373,.523,.896
Kevin K Millar,BAL,145,531,73,124,25,0,20,72,71,93,0,1,.234,.323,.394,.716
Bengie B Molina,SF,145,530,47,155,33,0,16,95,19,38,0,0,.292,.322,.445,.767
Cody C Ross,FLA,145,461,59,120,29,5,22,73,33,116,6,1,.260,.316,.488,.804
Freddy F Sanchez,PIT,145,569,75,154,26,2,9,52,21,63,0,1,.271,.298,.371,.669
Marco M Scutaro S,TOR,145,517,76,138,23,1,7,60,57,65,7,2,.267,.341,.356,.697
B. J. B Upton C,TB,145,531,85,145,37,2,9,67,97,134,44,16,.273,.383,.401,.784
Kevin K Youkilis,BOS,145,538,91,168,43,4,29,115,62,108,3,5,.312,.390,.569,.958
Gregor G Blanco L,ATL,144,430,52,108,14,4,1,38,74,99,13,5,.251,.366,.309,.676
Conor C Jackson L,ARI,144,540,87,162,31,6,12,75,59,61,10,2,.300,.376,.446,.823
Adrian A Beltré,SEA,143,556,74,148,29,1,25,77,50,90,8,2,.266,.327,.457,.784
Johnny J Damon L,NYY,143,555,95,168,27,5,17,71,64,82,29,8,.303,.375,.461,.836
Ken K Griffey C,CWS,143,490,67,122,30,1,18,71,78,89,0,1,.249,.353,.424,.778
Gabe G Gross R,TB,143,345,46,82,16,3,13,40,50,82,4,2,.238,.336,.414,.750
Vladimir V Guerrero R,LAA,143,541,85,164,31,3,27,91,51,77,5,3,.303,.365,.521,.886
Jack J Hannahan,OAK,143,436,48,95,27,0,9,47,55,131,2,0,.218,.305,.342,.647
Casey C Kotchman,ATL,143,525,65,143,28,1,14,74,36,39,2,1,.272,.328,.410,.738
Felipe F Lopez,STL,143,481,64,136,28,2,6,46,43,82,8,8,.283,.343,.387,.730
Jeremy J Hermida R,FLA,142,502,74,125,22,3,17,61,48,138,6,1,.249,.323,.406,.729
Andre A Ethier R,LAD,141,525,90,160,38,5,20,77,59,88,6,3,.305,.375,.510,.885
Ryan R Garko,CLE,141,495,61,135,21,1,14,90,45,86,0,0,.273,.346,.404,.750
Curtis C Granderson,DET,141,553,112,155,26,13,22,66,71,111,12,4,.280,.365,.494,.858
Mike M Jacobs,FLA,141,477,67,118,27,2,32,93,36,119,1,0,.247,.299,.514,.812
Jason J Kubel D,MIN,141,463,74,126,22,5,20,78,47,91,0,1,.272,.335,.471,.806
Brandon B Phillips,CIN,141,559,80,146,24,7,21,78,39,93,23,10,.261,.312,.442,.754
Placido P Polanco,DET,141,580,90,178,34,3,8,58,35,43,7,1,.307,.350,.417,.768
Geovany G Soto,CHC,141,494,66,141,35,2,23,86,62,121,0,1,.285,.364,.504,.868
Rich R Aurilia,SF,140,407,33,115,21,1,10,52,30,56,1,1,.283,.332,.413,.745
Daric D Barton,OAK,140,446,59,101,17,5,9,47,65,99,2,1,.226,.327,.348,.674
Darin D Erstad L,HOU,140,322,49,89,16,0,4,31,14,68,2,3,.276,.309,.363,.672
Willie W Harris L,WSH,140,367,58,92,14,4,13,43,50,66,13,3,.251,.344,.417,.761
Matt M Holliday L,COL,139,539,107,173,38,2,25,88,74,104,28,2,.321,.409,.538,.947
Carlos C Pena,TB,139,490,76,121,24,2,31,102,96,166,1,1,.247,.377,.494,.871
Michael M Bourn C,HOU,138,467,57,107,10,4,5,29,37,111,41,10,.229,.288,.300,.588
Cristian C Guzman S,WSH,138,579,77,183,35,5,9,55,23,57,6,5,.316,.345,.440,.786
Brad B Hawpe R,COL,138,488,69,138,24,3,25,85,76,134,2,2,.283,.381,.498,.879
Lastings L Milledge C,WSH,138,523,65,140,24,2,14,61,38,96,24,9,.268,.330,.402,.731
Edgar E Renteria S,DET,138,503,69,136,22,2,10,55,37,64,6,3,.270,.317,.382,.699
Alex A Rodriguez,NYY,138,510,104,154,33,0,35,103,65,117,18,3,.302,.392,.573,.965
Jimmy J Rollins S,PHI,137,556,76,154,38,9,11,59,58,55,47,3,.277,.349,.437,.786
Yunel Y Escobar S,ATL,136,514,71,148,24,2,10,60,59,62,2,5,.288,.366,.401,.766
Luis L Gonzalez,FLA,136,341,30,89,26,1,8,47,41,43,1,2,.261,.336,.413,.749
Adam A La Roche,PIT,136,492,66,133,32,3,25,85,54,122,1,1,.270,.341,.500,.841
Alexei A Ramirez,CWS,136,480,65,139,22,2,21,77,18,61,13,9,.290,.317,.475,.792
David D De Jesus L,KC,135,518,70,159,25,7,12,73,46,71,11,8,.307,.366,.452,.818
Cesar C Izturis S,STL,135,414,50,109,10,3,1,24,29,26,24,6,.263,.319,.309,.628
Melvin M Mora,BAL,135,513,77,146,29,2,23,104,37,70,3,7,.285,.342,.483,.826
Corey C Patterson,CIN,135,366,46,75,17,2,10,34,16,57,14,9,.205,.238,.344,.582
Alex A Gordon,KC,134,493,72,128,35,1,16,59,66,120,9,2,.260,.351,.432,.783
Franklin F Gutierrez R,CLE,134,399,54,99,26,2,8,41,27,87,9,3,.248,.307,.383,.691
Aaron A Miles,STL,134,379,49,120,15,2,4,31,23,37,3,3,.317,.355,.398,.753
A. J. A Pierzynski,CWS,134,534,66,150,31,1,13,60,19,71,1,0,.281,.312,.416,.728
Jayson J Werth R,PHI,134,418,73,114,16,3,24,67,57,119,20,1,.273,.363,.498,.861
Endy E Chavez R,NYM,133,270,30,72,10,2,1,12,17,22,6,1,.267,.308,.330,.638
Pedro P Feliz,PHI,133,425,43,106,19,2,14,58,33,54,0,0,.249,.302,.402,.704
Ramon R Hernandez,BAL,133,463,49,119,22,1,15,65,32,62,0,0,.257,.308,.406,.714
Eric E Hinske R,TB,133,381,59,94,21,1,20,60,47,88,10,3,.247,.333,.465,.798
Fred F Lewis L,SF,133,468,81,132,25,11,9,40,51,124,21,7,.282,.351,.440,.791
Willy W Taveras C,COL,133,479,64,120,15,2,1,26,36,79,68,7,.251,.308,.296,.604
Wes W Helms,FLA,132,251,28,61,11,0,5,31,17,65,0,0,.243,.299,.347,.645
Adam A Jones C,BAL,132,477,61,129,21,7,9,57,23,108,10,3,.270,.311,.400,.711
Jason J Varitek,BOS,131,423,37,93,20,0,13,43,52,122,0,1,.220,.313,.359,.672
Brendan B Harris S,MIN,130,434,57,115,29,3,7,49,39,98,1,1,.265,.327,.394,.721
Carlos C Quentin L,CWS,130,480,96,138,26,1,36,100,66,80,7,3,.288,.394,.571,.964
Melky M Cabrera C,NYY,129,414,42,103,12,1,8,37,29,58,9,2,.249,.301,.341,.641
Rickie R Weeks Jr.,MIL,129,475,89,111,22,7,14,46,66,115,19,5,.234,.342,.398,.740
Jason J Bartlett S,TB,128,454,48,130,25,3,1,37,22,69,20,6,.286,.329,.361,.690
Jose J Bautista,TOR,128,370,45,88,17,0,15,54,40,91,1,1,.238,.313,.405,.718
Greg G Dobbs,PHI,128,226,30,68,14,1,9,40,11,40,3,1,.301,.333,.491,.824
Ray R Durham,MIL,128,370,64,107,35,0,6,45,53,72,8,4,.289,.380,.432,.813
Bill B Hall,MIL,128,404,50,91,22,1,15,55,37,124,5,6,.225,.293,.396,.689
Chipper C Jones,ATL,128,439,82,160,24,1,22,75,90,61,4,0,.364,.470,.574,1.044
Jose J Castillo,HOU,127,426,46,105,29,4,6,37,27,81,2,2,.246,.292,.376,.668
Gary G Matthews R,LAA,127,426,53,103,19,3,8,46,45,95,8,3,.242,.319,.357,.676
Jay J Payton L,BAL,127,338,41,82,10,2,7,41,22,53,8,1,.243,.291,.346,.637
Milton M Bradley D,TEX,126,414,78,133,32,1,22,77,80,112,5,3,.321,.436,.563,.999
Alfredo A Amezaga C,FLA,125,311,41,82,13,5,3,32,19,47,8,2,.264,.312,.367,.679
Doug D Mientkiewicz,PIT,125,285,37,79,19,2,2,30,44,28,0,0,.277,.374,.379,.753
Billy B Butler D,KC,124,443,44,122,22,0,11,55,33,57,0,1,.275,.324,.400,.724
Yadier Y Molina,STL,124,444,37,135,18,0,7,56,32,29,0,2,.304,.349,.392,.740
Jason J Michaels,PIT,123,286,28,64,13,1,8,53,27,65,2,1,.224,.292,.360,.652
Marlon M Byrd C,TEX,122,403,70,120,28,4,10,53,46,62,7,2,.298,.380,.462,.842
Ross R Gload,KC,122,388,46,106,18,1,3,37,23,39,3,4,.273,.317,.348,.664
Paul P Konerko,CWS,122,438,59,105,19,1,22,62,65,80,2,0,.240,.344,.438,.783
Evan E Longoria,TB,122,448,67,122,31,2,27,85,46,122,7,0,.272,.343,.531,.874
Ben B Francisco L,CLE,121,447,65,119,32,0,15,54,40,86,4,3,.266,.332,.438,.770
Jeff J Kent,LAD,121,440,42,123,23,1,12,59,25,52,0,1,.280,.327,.418,.745
Jeff J Keppinger S,CIN,121,459,45,122,24,2,3,43,30,24,3,1,.266,.310,.346,.657
Ian I Kinsler,TEX,121,518,102,165,41,4,18,71,45,67,26,2,.319,.375,.517,.892
Matt M Stairs,PHI,121,337,46,85,12,1,13,49,42,90,1,1,.252,.341,.409,.751
Rick R Ankiel C,STL,120,413,65,109,21,2,25,71,42,100,2,1,.264,.337,.506,.843
Eric E Bruntlett S,PHI,120,212,37,46,9,1,2,15,21,35,9,2,.217,.297,.297,.594
Mike M Cameron C,MIL,120,444,69,108,25,2,25,70,54,142,17,5,.243,.331,.477,.809
Dioner D Navarro,TB,120,427,43,126,27,0,7,54,34,49,0,4,.295,.349,.407,.756
Mike M Fontenot,CHC,119,243,42,74,22,1,9,40,34,51,2,0,.305,.395,.514,.909
Juan J Pierre L,LAD,119,375,44,106,10,2,1,28,22,24,40,12,.283,.327,.328,.655
Coco C Crisp,BOS,118,361,55,102,18,3,7,41,35,59,20,7,.283,.344,.407,.751
Emil E Brown L,OAK,117,402,48,98,14,2,13,59,27,65,4,2,.244,.297,.386,.682
Blake B De Witt,LAD,117,368,45,97,13,2,9,52,45,68,3,0,.264,.344,.383,.728
Mark M Ellis,OAK,117,442,55,103,20,3,12,41,53,65,14,2,.233,.321,.373,.694
Greg G Norton,ATL,117,187,29,49,12,0,7,35,33,44,0,0,.262,.373,.439,.811
Carlos C Ruiz,PHI,117,320,47,70,14,0,4,31,44,38,1,2,.219,.320,.300,.620
Ryan R Doumit,PIT,116,431,71,137,34,0,15,69,23,55,2,2,.318,.357,.501,.858
Chone C Figgins,LAA,116,453,72,125,14,1,1,22,62,80,34,13,.276,.367,.318,.685
Geoff G Jenkins R,PHI,115,293,27,72,16,0,9,29,24,68,1,1,.246,.301,.392,.694
Adam A Kennedy,STL,115,339,42,95,17,4,2,36,21,43,7,1,.280,.321,.372,.692
Carlos C Lee L,HOU,115,436,61,137,27,0,28,100,37,49,4,1,.314,.368,.569,.937
Ivan I Rodriguez,NYY,115,398,44,110,20,3,7,35,23,67,10,1,.276,.319,.394,.714
Scott S Rolen,TOR,115,408,58,107,30,3,11,50,46,71,5,0,.262,.349,.431,.780
Chris C Snyder,ARI,115,334,47,79,22,1,16,64,56,101,0,0,.237,.348,.452,.800
Ryan R Sweeney,OAK,115,384,53,110,18,2,5,45,38,67,9,1,.286,.350,.383,.733
Geoff G Blum,HOU,114,325,36,78,14,1,14,53,21,54,1,2,.240,.287,.418,.705
Asdrubal A Cabrera,CLE,114,352,48,91,20,0,6,47,46,77,4,4,.259,.346,.366,.713
Gary G Sheffield D,DET,114,418,52,94,16,0,19,57,58,83,9,2,.225,.326,.400,.725
Jamey J Carroll,CLE,113,347,60,96,13,4,1,36,34,65,7,3,.277,.355,.346,.700
Rajai R Davis C,OAK,113,214,30,52,5,4,3,19,8,40,29,6,.243,.272,.346,.618
David D Dellucci L,CLE,113,336,41,80,19,2,11,47,24,76,3,2,.238,.307,.405,.711
Damion D Easley,NYM,113,316,33,85,10,2,6,44,19,38,0,0,.269,.322,.370,.692
Carlos C Guillen,DET,113,420,68,120,29,2,10,54,60,67,9,3,.286,.376,.436,.812
Brandon B Inge,DET,113,347,41,71,16,4,11,51,43,94,4,3,.205,.303,.369,.672
Mike M Lowell,BOS,113,419,58,115,27,0,17,73,38,61,2,2,.274,.338,.461,.798
Scott S Hairston C,SD,112,326,42,81,18,3,17,31,28,84,3,1,.248,.312,.479,.790
Kenji K Johjima,SEA,112,379,29,86,19,0,7,39,19,33,2,0,.227,.277,.332,.609
Kelly K Shoppach,CLE,112,352,67,92,27,0,21,55,36,133,0,0,.261,.348,.517,.864
John J Bowker,SF,111,326,31,83,14,3,10,43,19,74,1,1,.255,.300,.408,.708
Jim J Edmonds C,CHC,111,340,53,80,19,2,20,55,55,82,2,2,.235,.343,.479,.822
Edgar E Gonzalez,SD,111,325,38,89,15,0,7,33,25,76,1,3,.274,.329,.385,.713
Ty T Wigginton,HOU,111,386,50,110,22,1,23,58,32,69,4,6,.285,.350,.526,.876
Craig C Counsell,MIL,110,248,31,56,14,1,1,14,46,42,3,1,.226,.355,.302,.658
Mark M Kotsay R,BOS,110,402,45,111,25,4,6,49,32,45,2,4,.276,.329,.403,.732
Brian B Schneider,NYM,110,335,30,86,10,0,9,38,42,53,0,0,.257,.339,.367,.707
Juan J Uribe,CWS,110,324,38,80,22,1,7,40,22,64,1,3,.247,.296,.386,.682
Brian B Anderson C,CWS,109,181,24,42,13,0,8,26,10,45,5,1,.232,.272,.436,.709
John J Buck,KC,109,370,48,83,23,1,9,48,38,96,0,3,.224,.304,.365,.669
Carl C Crawford L,TB,109,443,69,121,12,10,8,57,30,60,25,7,.273,.319,.400,.718
J. D. J Drew R,BOS,109,368,79,103,23,4,19,64,79,80,4,1,.280,.408,.519,.927
Joe J Inglett,TOR,109,344,45,102,15,7,3,39,28,43,9,2,.297,.355,.407,.762
Reed R Johnson C,CHC,109,333,52,101,21,0,6,50,19,68,5,6,.303,.358,.420,.778
David D Ortiz,BOS,109,416,74,110,30,1,23,89,70,74,1,0,.264,.369,.507,.877
Alfonso A Soriano L,CHC,109,453,76,127,27,0,29,75,43,103,19,3,.280,.344,.532,.876
Jay J Bruce R,CIN,108,413,63,105,17,1,21,52,33,110,4,6,.254,.314,.453,.767
Miguel M Cairo,SEA,108,221,34,55,14,2,0,23,18,32,5,2,.249,.316,.330,.646
Tony T Clark,ARI,108,151,12,34,5,0,3,24,31,55,0,0,.225,.359,.318,.677
David D Murphy R,TEX,108,415,64,114,28,3,15,74,31,70,7,2,.275,.321,.465,.786
Justin J Upton R,ARI,108,356,52,89,19,6,15,42,54,121,1,4,.250,.353,.463,.816
Vernon V Wells C,TOR,108,427,63,128,22,1,20,78,29,46,4,2,.300,.343,.496,.840
Clint C Barmes,COL,107,393,47,114,25,6,11,44,17,69,13,4,.290,.322,.468,.790
Orlando O Hudson,ARI,107,407,54,124,29,3,8,41,40,62,4,1,.305,.367,.450,.817
Ryan R Zimmerman,WSH,106,428,51,121,24,1,14,51,31,71,1,1,.283,.333,.442,.774
Joey J Gathright C,KC,105,279,41,71,3,1,0,22,20,40,21,4,.254,.311,.272,.584
Khalil K Greene S,SD,105,389,30,83,15,2,10,35,22,100,5,1,.213,.260,.339,.599
Augie A Ojeda,ARI,105,231,27,56,9,2,0,17,26,24,0,0,.242,.343,.299,.642
Ramon R Vázquez,TEX,105,300,44,87,18,3,6,40,38,66,0,1,.290,.365,.430,.796
Jeff J Baker,COL,104,299,55,80,22,1,12,48,26,85,4,0,.268,.322,.468,.790
Rod R Barajas,TOR,104,349,44,87,23,0,11,49,17,61,0,0,.249,.294,.410,.704
Aaron A Boone,WSH,104,232,23,56,13,1,6,28,18,52,0,1,.241,.299,.384,.683
Chris C Iannetta,COL,104,333,50,88,22,2,18,65,56,92,0,0,.264,.390,.505,.895
Brad B Wilkerson R,TOR,104,264,21,58,12,2,4,28,35,68,3,5,.220,.308,.326,.634
Marcus M Thames L,DET,103,316,50,76,12,0,25,56,24,95,0,3,.241,.292,.516,.808
Mike M Aviles S,KC,102,419,68,136,27,4,10,51,18,58,8,3,.325,.354,.480,.834
Josh J Willingham L,FLA,102,351,54,89,21,5,15,51,48,82,3,2,.254,.364,.470,.834
Brandon B Boggs L,TEX,101,283,30,64,17,4,8,41,44,93,3,2,.226,.333,.399,.733
Mark M Loretta,HOU,101,261,27,73,15,0,4,38,29,30,0,0,.280,.350,.383,.733
Troy T Tulowitzki S,COL,101,377,48,99,24,2,8,46,38,56,1,6,.263,.332,.401,.732
Jody J Gerut C,SD,100,328,46,97,15,4,14,43,28,52,6,4,.296,.351,.494,.845
Jose J Molina,NYY,100,268,32,58,17,0,3,18,12,52,0,0,.216,.263,.313,.576
Paul P Bako,CIN,99,299,30,65,11,2,6,35,34,90,0,2,.217,.299,.328,.626
Ronny R Cedeno,CHC,99,216,36,58,12,0,2,28,18,41,4,1,.269,.328,.352,.680
Nick N Punto S,MIN,99,338,43,96,19,4,2,28,32,57,15,6,.284,.344,.382,.726
Erick E Aybar S,LAA,98,346,53,96,18,5,3,39,14,45,7,2,.277,.314,.384,.699
Alexi A Casilla,MIN,98,385,58,108,15,0,7,50,31,45,7,2,.281,.333,.374,.707
Chris C Coste,PHI,98,274,28,72,17,0,9,36,16,51,0,1,.263,.325,.423,.748
Mark M Sweeney,LAD,98,92,2,12,3,0,0,5,15,28,0,0,.130,.250,.163,.413
Eugenio E Velez,SF,98,275,32,72,16,7,1,30,14,40,15,6,.262,.299,.382,.681
Joe J Crede,CWS,97,335,41,83,18,1,17,55,30,45,0,3,.248,.314,.460,.773
Jeremy J Reed C,SEA,97,286,30,77,18,1,2,31,18,38,2,3,.269,.314,.360,.674
Ronnie R Belliard,WSH,96,296,37,85,22,0,11,46,37,58,3,2,.287,.372,.473,.845
Omar O Infante L,ATL,96,317,45,93,24,3,3,40,22,44,0,1,.293,.338,.416,.755
Gabe G Kapler C,MIL,96,229,36,69,17,2,8,38,13,39,3,1,.301,.340,.498,.838
Kazuo K Matsui,HOU,96,375,58,110,26,3,6,33,37,53,20,5,.293,.354,.427,.781
Richie R Sexson,NYY,96,280,29,62,9,0,12,36,43,86,1,0,.221,.321,.382,.703
Willy W Aybar,TB,95,324,33,82,17,2,10,33,32,44,2,2,.253,.327,.410,.737
Emmanuel E Burriss S,SF,95,240,36,68,6,1,1,18,23,24,13,5,.283,.357,.329,.686
Gerald G Laird,TEX,95,344,54,95,24,0,6,41,23,63,2,4,.276,.329,.398,.727
Tony T Pena S,KC,95,225,22,38,4,1,1,14,6,49,3,1,.169,.189,.209,.398
Shin- Soo S Choo R,CLE,94,317,68,98,28,3,14,66,44,78,4,3,.309,.397,.549,.946
David D Eckstein,ARI,94,324,32,86,21,0,2,27,31,32,2,1,.265,.343,.349,.692
Jeff J Mathis,LAA,94,283,35,55,8,0,9,42,30,90,2,2,.194,.275,.318,.593
Javier J Valentin,CIN,94,129,10,33,8,0,4,18,14,27,0,0,.256,.326,.411,.737
