PLAYER,TEAM,W,L,ERA,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG
Guillermo G Mota,LA,1,3,4.15,43,0,0,0,0,0,60.2,45,30,28,4,2,27,49,1.19,.202
Corey C Thurman,TOR,2,3,4.37,43,1,0,0,0,0,68.0,65,34,33,11,2,45,56,1.62,.248
Vic V Darensbourg,FLA,1,2,6.14,42,0,0,0,0,0,48.1,61,34,33,10,2,26,33,1.80,.305
Britt B Reames,MON,1,4,5.03,42,6,0,0,0,0,68.0,70,42,38,8,3,38,76,1.59,.266
Jose J Santiago,PHI,1,3,6.70,42,0,0,0,0,0,47.0,56,35,35,7,3,15,30,1.51,.290
Victor V Zambrano,TB,8,8,5.53,42,11,0,0,1,1,114.0,120,77,70,15,4,68,73,1.65,.278
Ryan R Franklin,SEA,7,5,4.02,41,12,0,0,0,0,118.2,117,62,53,14,5,22,65,1.17,.255
Gary G Glover,CWS,7,8,5.20,41,22,0,0,1,1,138.1,136,86,80,21,7,52,70,1.36,.253
Jeff J Nelson,SEA,3,2,3.94,41,0,0,0,2,2,45.2,36,20,20,4,3,27,55,1.38,.221
Jose J Paniagua,DET,0,1,5.83,41,0,0,0,1,1,41.2,50,30,27,10,3,15,34,1.56,.294
Jeff J Tam,OAK,1,2,5.13,40,0,0,0,0,0,40.1,56,26,23,2,2,13,14,1.71,.333
Danys D Baez,CLE,10,11,4.41,39,26,1,0,6,6,165.1,160,84,81,14,9,82,130,1.46,.256
Francisco F Cordero,TEX,2,0,1.79,39,0,0,0,10,10,45.1,33,12,9,2,2,13,41,1.01,.204
Omar O Daal,LA,11,9,3.90,39,23,0,0,0,0,161.1,142,73,70,20,4,54,105,1.21,.239
Jayson J Durocher,MIL,1,1,1.88,39,0,0,0,0,0,48.0,27,13,10,3,2,21,44,1.00,.164
Joey J Hamilton,CIN,4,10,5.27,39,17,0,0,1,1,124.2,136,78,73,11,6,50,85,1.49,.279
David D Coggin,PHI,2,5,4.68,38,7,0,0,0,0,77.0,65,42,40,4,4,51,64,1.51,.231
Hideki H Irabu,TEX,3,8,5.74,38,2,0,0,16,16,47.0,51,30,30,11,1,16,30,1.43,.279
Julio J Santana,DET,3,5,2.84,38,0,0,0,0,0,57.0,49,19,18,8,2,28,38,1.35,.238
Pete P Walker,TOR,10,5,4.36,38,20,0,0,1,1,140.1,145,73,68,18,3,51,80,1.40,.271
Cory C Bailey,KC,3,4,4.11,37,0,0,0,1,1,46.0,53,24,21,5,2,31,24,1.83,.306
Dennis D Cook,ANA,1,1,3.38,37,0,0,0,0,0,24.0,21,9,9,2,1,10,13,1.29,.241
Travis T Harper,TB,5,9,5.46,37,7,0,0,1,1,85.2,101,54,52,14,9,27,60,1.49,.289
Terry T Mulholland,CLE,3,2,5.70,37,3,0,0,0,0,79.0,101,56,50,15,6,21,38,1.54,.314
Carl C Pavano,FLA,6,10,5.16,37,22,0,0,0,0,136.0,174,88,78,19,10,45,92,1.61,.313
Joel J Pineiro,SEA,14,7,3.24,37,28,2,1,0,0,194.1,189,75,70,24,7,54,136,1.25,.256
Miguel M Batista,ARI,8,9,4.29,36,29,1,0,0,0,184.2,172,99,88,12,6,70,112,1.31,.245
Frank F Castillo,BOS,6,15,5.07,36,23,0,0,1,1,163.1,174,101,92,19,7,58,112,1.42,.274
Tom T Glavine,ATL,18,11,2.96,36,36,2,1,0,0,224.2,210,85,74,21,8,78,127,1.28,.252
Rich R Rodriguez,TEX,3,2,5.40,36,0,0,0,1,1,16.2,14,10,10,1,1,11,12,1.50,.237
Curt C Schilling,ARI,23,7,3.23,36,35,5,1,0,0,259.1,218,95,93,29,3,33,316,0.97,.224
Bob B Wickman,CLE,1,3,4.46,36,0,0,0,20,20,34.1,42,22,17,3,1,10,36,1.51,.284
Brian B Anderson,ARI,6,11,4.79,35,24,0,0,0,0,156.0,174,86,83,23,1,32,81,1.32,.284
Dave D Burba,CLE,5,5,5.20,35,21,1,0,0,0,145.1,155,91,84,16,9,57,95,1.46,.270
Randy R Johnson,ARI,24,5,2.32,35,35,8,4,0,0,260.0,197,78,67,26,13,71,334,1.03,.208
Brian B Lawrence,SD,12,12,3.69,35,31,2,2,0,0,210.0,230,97,86,16,11,52,149,1.34,.281
Kevin K Millwood,ATL,18,8,3.24,35,34,1,1,0,0,217.0,186,83,78,16,8,65,178,1.16,.230
Denny D Neagle,COL,8,11,5.26,35,28,1,0,0,0,164.1,170,101,96,26,10,63,111,1.42,.266
Roy R Oswalt,HOU,19,9,3.01,35,34,0,0,0,0,233.0,215,86,78,17,5,62,208,1.19,.247
Barry B Zito,OAK,23,5,2.75,35,35,1,0,0,0,229.1,182,79,70,24,9,78,182,1.13,.218
Jeremy J Affeldt,KC,3,4,4.64,34,7,0,0,0,0,77.2,85,41,40,8,3,37,67,1.57,.274
Mark M Buehrle,CWS,19,12,3.58,34,34,5,2,0,0,239.0,236,102,95,25,3,61,134,1.24,.260
Freddy F Garcia,SEA,16,10,4.39,34,34,1,0,0,0,223.2,227,110,109,30,6,63,181,1.30,.260
Tom T Gordon,HOU,1,3,3.38,34,0,0,0,0,0,42.2,42,19,16,3,1,16,48,1.36,.261
Roy R Halladay,TOR,19,7,2.93,34,34,2,1,0,0,239.1,223,93,78,10,7,62,168,1.19,.244
Jimmy J Haynes,CIN,15,10,4.12,34,34,0,0,0,0,196.2,210,97,90,21,3,81,126,1.48,.278
Tim T Hudson,OAK,15,9,2.98,34,34,4,2,0,0,238.1,237,87,79,19,8,62,152,1.25,.263
Steve S Kent,TB,0,2,5.65,34,0,0,0,1,1,57.1,67,41,36,6,3,38,41,1.83,.294
Dan D Kolb,TEX,3,6,4.22,34,0,0,0,1,1,32.0,27,17,15,1,1,22,20,1.53,.227
Greg G Maddux,ATL,16,6,2.62,34,34,0,0,0,0,199.1,194,67,58,14,4,45,118,1.20,.257
Jamie J Moyer,SEA,13,8,3.32,34,34,4,2,0,0,230.2,198,89,85,28,9,50,147,1.08,.230
Hideo H Nomo,LA,16,6,3.39,34,34,0,0,0,0,220.1,189,92,83,26,2,101,193,1.32,.236
Grant G Roberts,NYM,3,1,2.20,34,0,0,0,0,0,45.0,43,12,11,3,1,16,31,1.31,.253
Glendon G Rusch,MIL,10,16,4.70,34,34,4,1,0,0,210.2,227,118,110,30,5,76,140,1.44,.279
Ben B Sheets,MIL,11,16,4.15,34,34,1,0,0,0,216.2,237,105,100,21,10,70,170,1.42,.281
Greg G Swindell,ARI,0,2,6.27,34,0,0,0,0,0,33.0,38,23,23,9,0,5,23,1.30,.279
Javier J Vazquez,MON,10,13,3.91,34,34,2,0,0,0,230.1,243,111,100,28,4,49,179,1.27,.271
Paul P Byrd,KC,17,11,3.90,33,33,7,2,0,0,228.1,224,111,99,36,7,38,129,1.15,.256
Bartolo B Colon,MON,20,8,2.93,33,33,8,3,0,0,233.1,219,85,76,20,2,70,149,1.24,.252
Ryan R Dempster,CIN,10,13,5.38,33,33,4,0,0,0,209.0,228,127,125,28,10,93,153,1.54,.286
Josh J Fogg,PIT,12,12,4.35,33,33,0,0,0,0,194.1,199,102,94,28,8,69,113,1.38,.267
Jon J Garland,CWS,12,12,4.58,33,33,1,1,0,0,192.2,188,109,98,23,9,83,112,1.41,.258
Matt M Ginter,CWS,1,0,4.47,33,0,0,0,1,1,54.1,59,34,27,6,1,21,37,1.47,.278
Livan L Hernandez,SF,12,16,4.38,33,33,5,3,0,0,216.0,233,113,105,19,4,71,134,1.41,.283
Al A Leiter,NYM,13,13,3.48,33,33,2,2,0,0,204.1,194,99,79,23,8,69,172,1.29,.250
Rodrigo R Lopez,BAL,15,9,3.57,33,28,1,0,0,0,196.2,172,83,78,23,5,62,136,1.19,.234
Damian D Moss,ATL,12,6,3.42,33,29,0,0,0,0,179.0,140,80,68,20,6,89,111,1.28,.221
Mike M Mussina,NYY,18,10,4.05,33,33,2,2,0,0,215.2,208,103,97,27,5,48,182,1.19,.253
Russ R Ortiz,SF,14,10,3.61,33,33,2,0,0,0,214.1,191,89,86,15,4,94,137,1.33,.241
Rick R Reed,MIN,15,7,3.78,33,32,2,1,0,0,188.0,192,89,79,32,6,26,121,1.16,.259
John J Riedling,CIN,2,4,2.70,33,0,0,0,0,0,46.2,39,16,14,2,3,26,30,1.39,.234
Kenny K Rogers,TEX,13,8,3.84,33,33,2,1,0,0,210.2,212,101,90,21,6,70,107,1.34,.261
Kirk K Rueter,SF,14,8,3.23,33,33,0,0,0,0,203.2,204,83,73,22,1,54,76,1.27,.262
C Sabathia,CLE,13,11,4.37,33,33,2,0,0,0,210.0,198,109,102,17,1,88,149,1.36,.252
Rudy R Seanez,TEX,1,3,5.73,33,0,0,0,0,0,33.0,28,25,21,5,0,24,40,1.58,.230
Dan D Smith,MON,1,1,3.47,33,0,0,0,2,2,46.2,34,18,18,6,1,21,34,1.18,.210
Tanyon T Sturtze,TB,4,18,5.18,33,33,4,0,0,0,224.0,271,141,129,33,9,89,137,1.61,.302
Jeff J Suppan,KC,9,16,5.32,33,33,3,1,0,0,208.0,229,134,123,32,7,68,109,1.43,.279
Kip K Wells,PIT,12,14,3.58,33,33,1,1,0,0,198.1,197,92,79,21,7,71,134,1.35,.261
Kerry K Wood,CHC,12,11,3.66,33,33,4,1,0,0,213.2,169,92,87,22,16,97,217,1.24,.221
Dan D Wright,CWS,14,12,5.18,33,33,1,1,0,0,196.1,200,124,113,32,6,71,136,1.38,.263
Kevin K Appier,ANA,14,12,3.92,32,32,0,0,0,0,188.1,191,89,82,23,7,64,132,1.35,.267
Jaime J Cerda,NYM,0,0,2.45,32,0,0,0,0,0,25.2,22,7,7,0,1,14,21,1.40,.232
Matt M Clement,CHC,12,11,3.60,32,32,3,2,0,0,205.0,162,84,82,18,6,85,215,1.20,.215
Jesus J Colome,TB,2,7,8.27,32,0,0,0,0,0,41.1,56,41,38,6,2,33,33,2.15,.341
Chuck C Finley,STL,11,15,4.15,32,32,2,1,0,0,190.2,183,97,88,13,1,78,174,1.37,.255
Jason J Jennings,COL,16,8,4.52,32,32,0,0,0,0,185.1,201,102,93,26,8,70,127,1.46,.280
Ryan R Jensen,SF,13,8,4.51,32,30,1,0,0,0,171.2,183,93,86,21,5,66,105,1.45,.278
Kyle K Lohse,MIN,13,8,4.23,32,31,1,1,0,0,180.2,181,92,85,26,9,70,124,1.39,.259
Derek D Lowe,BOS,21,8,2.58,32,32,1,1,0,0,219.2,166,65,63,12,12,48,127,0.97,.211
Mike M Magnante,OAK,0,2,5.97,32,0,0,0,0,0,28.2,38,22,19,2,1,11,11,1.71,.317
Matt M Morris,STL,17,9,3.42,32,32,1,1,0,0,210.1,210,86,80,16,6,64,171,1.30,.261
Blaine B Neal,FLA,3,0,2.73,32,0,0,0,0,0,33.0,32,12,10,1,0,14,33,1.39,.248
Tomo T Ohka,MON,13,8,3.18,32,31,2,0,0,0,192.2,194,83,68,19,7,45,118,1.24,.264
Eddie E Oropesa,ARI,2,0,10.30,32,0,0,0,0,0,25.1,39,30,29,6,2,15,18,2.13,.348
Ramon R Ortiz,ANA,15,9,3.77,32,32,4,1,0,0,217.1,188,97,91,40,5,68,162,1.18,.230
